Fecha y Hora;B-301A - Bomba A desgasificador
2025-05-07 18:32:27;2149.00
2025-05-07 18:32:26;1299.00
2025-05-07 18:32:25;449.00
2025-05-07 18:32:24;401.00
2025-05-07 18:32:23;1251.00
2025-05-07 18:32:22;2101.00
2025-05-07 18:32:21;2951.00
2025-05-07 18:32:20;3801.00
2025-05-07 18:32:19;4651.00
2025-05-07 18:32:18;5501.00
2025-05-07 18:32:17;6351.00
2025-05-07 18:32:16;7201.00
2025-05-07 18:32:15;8051.00
2025-05-07 18:32:14;8901.00
2025-05-07 18:32:13;9751.00
2025-05-07 18:32:12;9397.00
2025-05-07 18:32:11;8547.00
2025-05-07 18:32:10;7697.00
2025-05-07 18:32:09;6847.00
2025-05-07 18:32:08;5997.00
2025-05-07 18:32:07;5147.00
2025-05-07 18:32:06;4297.00
2025-05-07 18:32:05;3447.00
2025-05-07 18:32:04;2597.00
2025-05-07 18:32:03;1747.00
2025-05-07 18:32:02;897.00
2025-05-07 18:32:01;47.00
2025-05-07 18:32:00;803.00
2025-05-07 18:31:59;1653.00
2025-05-07 18:31:58;2503.00
2025-05-07 18:31:57;3353.00
2025-05-07 18:31:56;4203.00
2025-05-07 18:31:55;5053.00
2025-05-07 18:31:54;5903.00
2025-05-07 18:31:53;6753.00
2025-05-07 18:31:52;7603.00
2025-05-07 18:31:51;8453.00
2025-05-07 18:31:50;9303.00
2025-05-07 18:31:49;9845.00
2025-05-07 18:31:48;8995.00
2025-05-07 18:31:47;8145.00
2025-05-07 18:31:46;7295.00
2025-05-07 18:31:45;6445.00
2025-05-07 18:31:44;5595.00
2025-05-07 18:31:43;4745.00
2025-05-07 18:31:42;3895.00
2025-05-07 18:31:41;3045.00
2025-05-07 18:31:40;2195.00
2025-05-07 18:31:39;1345.00
2025-05-07 18:31:38;495.00
2025-05-07 18:31:37;355.00
2025-05-07 18:31:36;1205.00
2025-05-07 18:31:35;2055.00
2025-05-07 18:31:34;2905.00
2025-05-07 18:31:33;3755.00
2025-05-07 18:31:32;4605.00
2025-05-07 18:31:31;5455.00
2025-05-07 18:31:30;6305.00
2025-05-07 18:31:29;7155.00
2025-05-07 18:31:28;8005.00
2025-05-07 18:31:27;8855.00
2025-05-07 18:31:26;9705.00
2025-05-07 18:31:25;9443.00
2025-05-07 18:31:24;8593.00
2025-05-07 18:31:23;7743.00
2025-05-07 18:31:22;6893.00
2025-05-07 18:31:21;6043.00
2025-05-07 18:31:20;5193.00
2025-05-07 18:31:19;4343.00
2025-05-07 18:31:18;3493.00
2025-05-07 18:31:17;2643.00
2025-05-07 18:31:16;1793.00
2025-05-07 18:31:15;943.00
2025-05-07 18:31:14;93.00
2025-05-07 18:31:13;757.00
2025-05-07 18:31:12;1607.00
2025-05-07 18:31:11;2457.00
2025-05-07 18:31:10;3307.00
2025-05-07 18:31:09;4157.00
2025-05-07 18:31:08;5007.00
2025-05-07 18:31:07;5857.00
2025-05-07 18:31:06;6707.00
2025-05-07 18:31:05;7557.00
2025-05-07 18:31:04;8407.00
2025-05-07 18:31:03;9257.00
2025-05-07 18:31:02;9891.00
2025-05-07 18:31:01;9041.00
2025-05-07 18:31:00;8191.00
2025-05-07 18:30:59;7341.00
2025-05-07 18:30:58;6491.00
2025-05-07 18:30:57;5641.00
2025-05-07 18:30:56;4791.00
2025-05-07 18:30:55;3941.00
2025-05-07 18:30:54;3091.00
2025-05-07 18:30:53;2241.00
2025-05-07 18:30:52;1391.00
2025-05-07 18:30:51;541.00
2025-05-07 18:30:50;309.00
2025-05-07 18:30:49;1159.00
2025-05-07 18:30:48;2009.00
2025-05-07 18:30:47;2859.00
2025-05-07 18:30:46;3709.00
2025-05-07 18:30:45;4559.00
2025-05-07 18:30:44;5409.00
2025-05-07 18:30:43;6259.00
2025-05-07 18:30:42;7109.00
2025-05-07 18:30:41;7959.00
2025-05-07 18:30:40;8809.00
2025-05-07 18:30:39;9659.00
2025-05-07 18:30:38;9489.00
2025-05-07 18:30:37;8639.00
2025-05-07 18:30:36;7789.00
2025-05-07 18:30:35;6939.00
2025-05-07 18:30:34;6089.00
2025-05-07 18:30:33;5239.00
2025-05-07 18:30:32;4389.00
2025-05-07 18:30:31;3539.00
2025-05-07 18:30:30;2689.00
2025-05-07 18:30:29;1839.00
2025-05-07 18:30:28;989.00
2025-05-07 18:30:27;139.00
2025-05-07 18:30:26;711.00
2025-05-07 18:30:25;1561.00
2025-05-07 18:30:24;2411.00
2025-05-07 18:30:23;3261.00
2025-05-07 18:30:22;4111.00
2025-05-07 18:30:21;4961.00
2025-05-07 18:30:20;5811.00
2025-05-07 18:30:19;6661.00
2025-05-07 18:30:18;7511.00
2025-05-07 18:30:17;8361.00
2025-05-07 18:30:16;9211.00
2025-05-07 18:30:15;9937.00
2025-05-07 18:30:14;9087.00
2025-05-07 18:30:13;8237.00
2025-05-07 18:30:12;7387.00
2025-05-07 18:30:11;6537.00
2025-05-07 18:30:10;5687.00
2025-05-07 18:30:09;4837.00
2025-05-07 18:30:08;3987.00
2025-05-07 18:30:07;3137.00
2025-05-07 18:30:06;2287.00
2025-05-07 18:30:05;1437.00
2025-05-07 18:30:04;587.00
2025-05-07 18:30:03;263.00
2025-05-07 18:30:02;1113.00
2025-05-07 18:30:01;1963.00
2025-05-07 18:30:00;2813.00
2025-05-07 18:29:59;3663.00
2025-05-07 18:29:58;4513.00
2025-05-07 18:29:57;5363.00
2025-05-07 18:29:56;6213.00
2025-05-07 18:29:55;7063.00
2025-05-07 18:29:54;7913.00
2025-05-07 18:29:53;8763.00
2025-05-07 18:29:52;9613.00
2025-05-07 18:29:51;9535.00
2025-05-07 18:29:50;8685.00
2025-05-07 18:29:49;7835.00
2025-05-07 18:29:48;6985.00
2025-05-07 18:29:47;6135.00
2025-05-07 18:29:46;5285.00
2025-05-07 18:29:45;4435.00
2025-05-07 18:29:44;3585.00
2025-05-07 18:29:43;2735.00
2025-05-07 18:29:42;1885.00
2025-05-07 18:29:41;1035.00
2025-05-07 18:29:40;185.00
2025-05-07 18:29:39;665.00
2025-05-07 18:29:38;1515.00
2025-05-07 18:29:37;2365.00
2025-05-07 18:29:36;3215.00
2025-05-07 18:29:35;4065.00
2025-05-07 18:29:34;4915.00
2025-05-07 18:29:33;5765.00
2025-05-07 18:29:32;6615.00
2025-05-07 18:29:31;7465.00
2025-05-07 18:29:30;8315.00
2025-05-07 18:29:29;9165.00
2025-05-07 18:29:28;9983.00
2025-05-07 18:29:27;9133.00
2025-05-07 18:29:26;8283.00
2025-05-07 18:29:25;7433.00
2025-05-07 18:29:24;6583.00
2025-05-07 18:29:23;5733.00
2025-05-07 18:29:22;4883.00
2025-05-07 18:29:21;4033.00
2025-05-07 18:29:20;3183.00
2025-05-07 18:29:19;2333.00
2025-05-07 18:29:18;1483.00
2025-05-07 18:29:17;633.00
2025-05-07 18:29:16;217.00
2025-05-07 18:29:15;1067.00
2025-05-07 18:29:14;1917.00
2025-05-07 18:29:13;2767.00
2025-05-07 18:29:12;3617.00
2025-05-07 18:29:11;4467.00
2025-05-07 18:29:10;5317.00
2025-05-07 18:29:09;6167.00
2025-05-07 18:29:08;7017.00
2025-05-07 18:29:07;7867.00
2025-05-07 18:29:06;8717.00
2025-05-07 18:29:05;9567.00
2025-05-07 18:29:04;9581.00
2025-05-07 18:29:03;8731.00
2025-05-07 18:29:02;7881.00
2025-05-07 18:29:01;7031.00
2025-05-07 18:29:00;6181.00
2025-05-07 18:28:59;5331.00
2025-05-07 18:28:58;4481.00
2025-05-07 18:28:57;3631.00
2025-05-07 18:28:56;2781.00
2025-05-07 18:28:55;1931.00
2025-05-07 18:28:54;1081.00
2025-05-07 18:28:53;231.00
2025-05-07 18:28:52;619.00
2025-05-07 18:28:51;1469.00
2025-05-07 18:28:50;2319.00
2025-05-07 18:28:49;3169.00
2025-05-07 18:28:48;4019.00
2025-05-07 18:28:47;4869.00
2025-05-07 18:28:46;5719.00
2025-05-07 18:28:45;6569.00
2025-05-07 18:28:44;7419.00
2025-05-07 18:28:43;8269.00
2025-05-07 18:28:42;9119.00
2025-05-07 18:28:41;9969.00
2025-05-07 18:28:40;9179.00
2025-05-07 18:28:39;8329.00
2025-05-07 18:28:38;7479.00
2025-05-07 18:28:37;6629.00
2025-05-07 18:28:36;5779.00
2025-05-07 18:28:35;4929.00
2025-05-07 18:28:34;4079.00
2025-05-07 18:28:33;3229.00
2025-05-07 18:28:32;2379.00
2025-05-07 18:28:31;1529.00
2025-05-07 18:28:30;679.00
2025-05-07 18:28:29;171.00
2025-05-07 18:28:28;1021.00
2025-05-07 18:28:27;1871.00
2025-05-07 18:28:26;2721.00
2025-05-07 18:28:25;3571.00
2025-05-07 18:28:24;4421.00
2025-05-07 18:28:23;5271.00
2025-05-07 18:28:22;6121.00
2025-05-07 18:28:21;6971.00
2025-05-07 18:28:20;7821.00
2025-05-07 18:28:19;8671.00
2025-05-07 18:28:18;9521.00
2025-05-07 18:28:17;9627.00
2025-05-07 18:28:16;8777.00
2025-05-07 18:28:15;7927.00
2025-05-07 18:28:14;7077.00
2025-05-07 18:28:13;6227.00
2025-05-07 18:28:12;5377.00
2025-05-07 18:28:11;4527.00
2025-05-07 18:28:10;3677.00
2025-05-07 18:28:09;2827.00
2025-05-07 18:28:08;1977.00
2025-05-07 18:28:07;1127.00
2025-05-07 18:28:06;277.00
2025-05-07 18:28:05;573.00
2025-05-07 18:28:04;1423.00
2025-05-07 18:28:03;2273.00
2025-05-07 18:28:02;3123.00
2025-05-07 18:28:01;3973.00
2025-05-07 18:28:00;4823.00
2025-05-07 18:27:59;5673.00
2025-05-07 18:27:58;6523.00
2025-05-07 18:27:57;7373.00
2025-05-07 18:27:56;8223.00
2025-05-07 18:27:55;9073.00
2025-05-07 18:27:54;9923.00
2025-05-07 18:27:53;9225.00
2025-05-07 18:27:52;8375.00
2025-05-07 18:27:51;7525.00
2025-05-07 18:27:50;6675.00
2025-05-07 18:27:49;5825.00
2025-05-07 18:27:48;4975.00
2025-05-07 18:27:47;4125.00
2025-05-07 18:27:46;3275.00
2025-05-07 18:27:45;2425.00
2025-05-07 18:27:44;1575.00
2025-05-07 18:27:43;725.00
2025-05-07 18:27:42;125.00
2025-05-07 18:27:41;975.00
2025-05-07 18:27:40;1825.00
2025-05-07 18:27:39;2675.00
2025-05-07 18:27:38;3525.00
2025-05-07 18:27:37;4375.00
2025-05-07 18:27:36;5225.00
2025-05-07 18:27:35;6075.00
2025-05-07 18:27:34;6925.00
2025-05-07 18:27:33;7775.00
2025-05-07 18:27:32;8625.00
2025-05-07 18:27:31;9475.00
2025-05-07 18:27:30;9673.00
2025-05-07 18:27:29;8823.00
2025-05-07 18:27:28;7973.00
2025-05-07 18:27:27;7123.00
2025-05-07 18:27:26;6273.00
2025-05-07 18:27:25;5423.00
2025-05-07 18:27:24;4573.00
2025-05-07 18:27:23;3723.00
2025-05-07 18:27:22;2873.00
2025-05-07 18:27:21;2023.00
2025-05-07 18:27:20;1173.00
2025-05-07 18:27:19;323.00
2025-05-07 18:27:18;527.00
2025-05-07 18:27:17;1377.00
2025-05-07 18:27:16;2227.00
2025-05-07 18:27:15;3077.00
2025-05-07 18:27:14;3927.00
2025-05-07 18:27:13;4777.00
2025-05-07 18:27:12;5627.00
2025-05-07 18:27:11;6477.00
2025-05-07 18:27:10;7327.00
2025-05-07 18:27:09;8177.00
2025-05-07 18:27:08;9027.00
2025-05-07 18:27:07;9877.00
2025-05-07 18:27:06;9271.00
2025-05-07 18:27:05;8421.00
2025-05-07 18:27:04;7571.00
2025-05-07 18:27:03;6721.00
2025-05-07 18:27:02;5871.00
2025-05-07 18:27:01;5021.00
2025-05-07 18:27:00;4171.00
2025-05-07 18:26:59;3321.00
2025-05-07 18:26:58;2471.00
2025-05-07 18:26:57;1621.00
2025-05-07 18:26:56;771.00
2025-05-07 18:26:55;79.00
2025-05-07 18:26:54;929.00
2025-05-07 18:26:53;1779.00
2025-05-07 18:26:52;2629.00
2025-05-07 18:26:51;3479.00
2025-05-07 18:26:50;4329.00
2025-05-07 18:26:49;5179.00
2025-05-07 18:26:48;6029.00
2025-05-07 18:26:47;6879.00
2025-05-07 18:26:46;7729.00
2025-05-07 18:26:45;8579.00
2025-05-07 18:26:44;9429.00
2025-05-07 18:26:43;9719.00
2025-05-07 18:26:42;8869.00
2025-05-07 18:26:41;8019.00
2025-05-07 18:26:40;7169.00
2025-05-07 18:26:39;6319.00
2025-05-07 18:26:38;5469.00
2025-05-07 18:26:37;4619.00
2025-05-07 18:26:36;3769.00
2025-05-07 18:26:35;2919.00
2025-05-07 18:26:34;2069.00
2025-05-07 18:26:33;1219.00
2025-05-07 18:26:32;369.00
2025-05-07 18:26:31;481.00
2025-05-07 18:26:30;1331.00
2025-05-07 18:26:29;2181.00
2025-05-07 18:26:28;3031.00
2025-05-07 18:26:27;3881.00
2025-05-07 18:26:26;4731.00
2025-05-07 18:26:25;5581.00
2025-05-07 18:26:24;6431.00
2025-05-07 18:26:23;7281.00
2025-05-07 18:26:22;8131.00
2025-05-07 18:26:21;8981.00
2025-05-07 18:26:20;9831.00
2025-05-07 18:26:19;9317.00
2025-05-07 18:26:18;8467.00
2025-05-07 18:26:17;7617.00
2025-05-07 18:26:16;6767.00
2025-05-07 18:26:15;5917.00
2025-05-07 18:26:14;5067.00
2025-05-07 18:26:13;4217.00
2025-05-07 18:26:12;3367.00
2025-05-07 18:26:11;2517.00
2025-05-07 18:26:10;1667.00
2025-05-07 18:26:09;817.00
2025-05-07 18:26:08;33.00
2025-05-07 18:26:07;883.00
2025-05-07 18:26:06;1733.00
2025-05-07 18:26:05;2583.00
2025-05-07 18:26:04;3433.00
2025-05-07 18:26:03;4283.00
2025-05-07 18:26:02;5133.00
2025-05-07 18:26:01;5983.00
2025-05-07 18:26:00;6833.00
2025-05-07 18:25:59;7683.00
2025-05-07 18:25:58;8533.00
2025-05-07 18:25:57;9383.00
2025-05-07 18:25:56;9765.00
2025-05-07 18:25:55;8915.00
2025-05-07 18:25:54;8065.00
2025-05-07 18:25:53;7215.00
2025-05-07 18:25:52;6365.00
2025-05-07 18:25:51;5515.00
2025-05-07 18:25:50;4665.00
2025-05-07 18:25:49;3815.00
2025-05-07 18:25:48;2965.00
2025-05-07 18:25:47;2115.00
2025-05-07 18:25:46;1265.00
2025-05-07 18:25:45;415.00
2025-05-07 18:25:44;435.00
2025-05-07 18:25:43;1285.00
2025-05-07 18:25:42;2135.00
2025-05-07 18:25:41;2985.00
2025-05-07 18:25:40;3835.00
2025-05-07 18:25:39;4685.00
2025-05-07 18:25:38;5535.00
2025-05-07 18:25:37;6385.00
2025-05-07 18:25:36;7235.00
2025-05-07 18:25:35;8085.00
2025-05-07 18:25:34;8935.00
2025-05-07 18:25:33;9785.00
2025-05-07 18:25:32;9363.00
2025-05-07 18:25:31;8513.00
2025-05-07 18:25:30;7663.00
2025-05-07 18:25:29;6813.00
2025-05-07 18:25:28;5963.00
2025-05-07 18:25:27;5113.00
2025-05-07 18:25:26;4263.00
2025-05-07 18:25:25;3413.00
2025-05-07 18:25:24;2563.00
2025-05-07 18:25:23;1713.00
2025-05-07 18:25:22;863.00
2025-05-07 18:25:21;13.00
2025-05-07 18:25:20;837.00
2025-05-07 18:25:19;1687.00
2025-05-07 18:25:18;2537.00
2025-05-07 18:25:17;3387.00
2025-05-07 18:25:16;4237.00
2025-05-07 18:25:15;5087.00
2025-05-07 18:25:14;5937.00
2025-05-07 18:25:13;6787.00
2025-05-07 18:25:12;7637.00
2025-05-07 18:25:11;8487.00
2025-05-07 18:25:10;9337.00
2025-05-07 18:25:09;9811.00
2025-05-07 18:25:08;8961.00
2025-05-07 18:25:07;8111.00
2025-05-07 18:25:06;7261.00
2025-05-07 18:25:05;6411.00
2025-05-07 18:25:04;5561.00
2025-05-07 18:25:03;4711.00
2025-05-07 18:25:02;3861.00
2025-05-07 18:25:01;3011.00
2025-05-07 18:25:00;2161.00
2025-05-07 18:24:59;1311.00
2025-05-07 18:24:58;461.00
2025-05-07 18:24:57;389.00
2025-05-07 18:24:56;1239.00
2025-05-07 18:24:55;2089.00
2025-05-07 18:24:54;2939.00
2025-05-07 18:24:53;3789.00
2025-05-07 18:24:52;4639.00
2025-05-07 18:24:51;5489.00
2025-05-07 18:24:50;6339.00
2025-05-07 18:24:49;7189.00
2025-05-07 18:24:48;8039.00
2025-05-07 18:24:47;8889.00
2025-05-07 18:24:46;9739.00
2025-05-07 18:24:45;9409.00
2025-05-07 18:24:44;8559.00
2025-05-07 18:24:43;7709.00
2025-05-07 18:24:42;6859.00
2025-05-07 18:24:41;6009.00
2025-05-07 18:24:40;5159.00
2025-05-07 18:24:39;4309.00
2025-05-07 18:24:38;3459.00
2025-05-07 18:24:37;2609.00
2025-05-07 18:24:36;1759.00
2025-05-07 18:24:35;909.00
2025-05-07 18:24:34;59.00
2025-05-07 18:24:33;791.00
2025-05-07 18:24:32;1641.00
2025-05-07 18:24:31;2491.00
2025-05-07 18:24:30;3341.00
2025-05-07 18:24:29;4191.00
2025-05-07 18:24:28;5041.00
2025-05-07 18:24:27;5891.00
2025-05-07 18:24:26;6741.00
2025-05-07 18:24:25;7591.00
2025-05-07 18:24:24;8441.00
2025-05-07 18:24:23;9291.00
2025-05-07 18:24:22;9857.00
2025-05-07 18:24:21;9007.00
2025-05-07 18:24:20;8157.00
2025-05-07 18:24:19;7307.00
2025-05-07 18:24:18;6457.00
2025-05-07 18:24:17;5607.00
2025-05-07 18:24:16;4757.00
2025-05-07 18:24:15;3907.00
2025-05-07 18:24:14;3057.00
2025-05-07 18:24:13;2207.00
2025-05-07 18:24:12;1357.00
2025-05-07 18:24:11;507.00
2025-05-07 18:24:10;343.00
2025-05-07 18:24:09;1193.00
2025-05-07 18:24:08;2043.00
2025-05-07 18:24:07;2893.00
2025-05-07 18:24:06;3743.00
2025-05-07 18:24:05;4593.00
2025-05-07 18:24:04;5443.00
2025-05-07 18:24:03;6293.00
2025-05-07 18:24:02;7143.00
2025-05-07 18:24:01;7993.00
2025-05-07 18:24:00;8843.00
2025-05-07 18:23:59;9693.00
2025-05-07 18:23:58;9455.00
2025-05-07 18:23:57;8605.00
2025-05-07 18:23:56;7755.00
2025-05-07 18:23:55;6905.00
2025-05-07 18:23:54;6055.00
2025-05-07 18:23:53;5205.00
2025-05-07 18:23:52;4355.00
2025-05-07 18:23:51;3505.00
2025-05-07 18:23:50;2655.00
2025-05-07 18:23:49;1805.00
2025-05-07 18:23:48;955.00
2025-05-07 18:23:47;105.00
2025-05-07 18:23:46;745.00
2025-05-07 18:23:45;1595.00
2025-05-07 18:23:44;2445.00
2025-05-07 18:23:43;3295.00
2025-05-07 18:23:42;4145.00
2025-05-07 18:23:41;4995.00
2025-05-07 18:23:40;5845.00
2025-05-07 18:23:39;6695.00
2025-05-07 18:23:38;7545.00
2025-05-07 18:23:37;8395.00
2025-05-07 18:23:36;9245.00
2025-05-07 18:23:35;9903.00
2025-05-07 18:23:34;9053.00
2025-05-07 18:23:33;8203.00
2025-05-07 18:23:32;7353.00
2025-05-07 18:23:31;6503.00
2025-05-07 18:23:30;5653.00
2025-05-07 18:23:29;4803.00
2025-05-07 18:23:28;3953.00
