Fecha y Hora;B-202 - Bomba mezclador
2025-05-07 18:31:55;5054.00
2025-05-07 18:31:54;5904.00
2025-05-07 18:31:53;6754.00
2025-05-07 18:31:52;7604.00
2025-05-07 18:31:51;8454.00
2025-05-07 18:31:50;9304.00
2025-05-07 18:31:49;9844.00
2025-05-07 18:31:48;8994.00
2025-05-07 18:31:47;8144.00
2025-05-07 18:31:46;7294.00
2025-05-07 18:31:45;6444.00
2025-05-07 18:31:44;5594.00
2025-05-07 18:31:43;4744.00
2025-05-07 18:31:42;3894.00
2025-05-07 18:31:41;3044.00
2025-05-07 18:31:40;2194.00
2025-05-07 18:31:39;1344.00
2025-05-07 18:31:38;494.00
2025-05-07 18:31:37;356.00
2025-05-07 18:31:36;1206.00
2025-05-07 18:31:35;2056.00
2025-05-07 18:31:34;2906.00
2025-05-07 18:31:33;3756.00
2025-05-07 18:31:32;4606.00
2025-05-07 18:31:31;5456.00
2025-05-07 18:31:30;6306.00
2025-05-07 18:31:29;7156.00
2025-05-07 18:31:28;8006.00
2025-05-07 18:31:27;8856.00
2025-05-07 18:31:26;9706.00
2025-05-07 18:31:25;9442.00
2025-05-07 18:31:24;8592.00
2025-05-07 18:31:23;7742.00
2025-05-07 18:31:22;6892.00
2025-05-07 18:31:21;6042.00
2025-05-07 18:31:20;5192.00
2025-05-07 18:31:19;4342.00
2025-05-07 18:31:18;3492.00
2025-05-07 18:31:17;2642.00
2025-05-07 18:31:16;1792.00
2025-05-07 18:31:15;942.00
2025-05-07 18:31:14;92.00
2025-05-07 18:31:13;758.00
2025-05-07 18:31:12;1608.00
2025-05-07 18:31:11;2458.00
2025-05-07 18:31:10;3308.00
2025-05-07 18:31:09;4158.00
2025-05-07 18:31:08;5008.00
2025-05-07 18:31:07;5858.00
2025-05-07 18:31:06;6708.00
2025-05-07 18:31:05;7558.00
2025-05-07 18:31:04;8408.00
2025-05-07 18:31:03;9258.00
2025-05-07 18:31:02;9890.00
2025-05-07 18:31:01;9040.00
2025-05-07 18:31:00;8190.00
2025-05-07 18:30:59;7340.00
2025-05-07 18:30:58;6490.00
2025-05-07 18:30:57;5640.00
2025-05-07 18:30:56;4790.00
2025-05-07 18:30:55;3940.00
2025-05-07 18:30:54;3090.00
2025-05-07 18:30:53;2240.00
2025-05-07 18:30:52;1390.00
2025-05-07 18:30:51;540.00
2025-05-07 18:30:50;310.00
2025-05-07 18:30:49;1160.00
2025-05-07 18:30:48;2010.00
2025-05-07 18:30:47;2860.00
2025-05-07 18:30:46;3710.00
2025-05-07 18:30:45;4560.00
2025-05-07 18:30:44;5410.00
2025-05-07 18:30:43;6260.00
2025-05-07 18:30:42;7110.00
2025-05-07 18:30:41;7960.00
2025-05-07 18:30:40;8810.00
2025-05-07 18:30:39;9660.00
2025-05-07 18:30:38;9488.00
2025-05-07 18:30:37;8638.00
2025-05-07 18:30:36;7788.00
2025-05-07 18:30:35;6938.00
2025-05-07 18:30:34;6088.00
2025-05-07 18:30:33;5238.00
2025-05-07 18:30:32;4388.00
2025-05-07 18:30:31;3538.00
2025-05-07 18:30:30;2688.00
2025-05-07 18:30:29;1838.00
2025-05-07 18:30:28;988.00
2025-05-07 18:30:27;138.00
2025-05-07 18:30:26;712.00
2025-05-07 18:30:25;1562.00
2025-05-07 18:30:24;2412.00
2025-05-07 18:30:23;3262.00
2025-05-07 18:30:22;4112.00
2025-05-07 18:30:21;4962.00
2025-05-07 18:30:20;5812.00
2025-05-07 18:30:19;6662.00
2025-05-07 18:30:18;7512.00
2025-05-07 18:30:17;8362.00
2025-05-07 18:30:16;9212.00
2025-05-07 18:30:15;9936.00
2025-05-07 18:30:14;9086.00
2025-05-07 18:30:13;8236.00
2025-05-07 18:30:12;7386.00
2025-05-07 18:30:11;6536.00
2025-05-07 18:30:10;5686.00
2025-05-07 18:30:09;4836.00
2025-05-07 18:30:08;3986.00
2025-05-07 18:30:07;3136.00
2025-05-07 18:30:06;2286.00
2025-05-07 18:30:05;1436.00
2025-05-07 18:30:04;586.00
2025-05-07 18:30:03;264.00
2025-05-07 18:30:02;1114.00
2025-05-07 18:30:01;1964.00
2025-05-07 18:30:00;2814.00
2025-05-07 18:29:59;3664.00
2025-05-07 18:29:58;4514.00
2025-05-07 18:29:57;5364.00
2025-05-07 18:29:56;6214.00
2025-05-07 18:29:55;7064.00
2025-05-07 18:29:54;7914.00
2025-05-07 18:29:53;8764.00
2025-05-07 18:29:52;9614.00
2025-05-07 18:29:51;9534.00
2025-05-07 18:29:50;8684.00
2025-05-07 18:29:49;7834.00
2025-05-07 18:29:48;6984.00
2025-05-07 18:29:47;6134.00
2025-05-07 18:29:46;5284.00
2025-05-07 18:29:45;4434.00
2025-05-07 18:29:44;3584.00
2025-05-07 18:29:43;2734.00
2025-05-07 18:29:42;1884.00
2025-05-07 18:29:41;1034.00
2025-05-07 18:29:40;184.00
2025-05-07 18:29:39;666.00
2025-05-07 18:29:38;1516.00
2025-05-07 18:29:37;2366.00
2025-05-07 18:29:36;3216.00
2025-05-07 18:29:35;4066.00
2025-05-07 18:29:34;4916.00
2025-05-07 18:29:33;5766.00
2025-05-07 18:29:32;6616.00
2025-05-07 18:29:31;7466.00
2025-05-07 18:29:30;8316.00
2025-05-07 18:29:29;9166.00
2025-05-07 18:29:28;9982.00
2025-05-07 18:29:27;9132.00
2025-05-07 18:29:26;8282.00
2025-05-07 18:29:25;7432.00
2025-05-07 18:29:24;6582.00
2025-05-07 18:29:23;5732.00
2025-05-07 18:29:22;4882.00
2025-05-07 18:29:21;4032.00
2025-05-07 18:29:20;3182.00
2025-05-07 18:29:19;2332.00
2025-05-07 18:29:18;1482.00
2025-05-07 18:29:17;632.00
2025-05-07 18:29:16;218.00
2025-05-07 18:29:15;1068.00
2025-05-07 18:29:14;1918.00
2025-05-07 18:29:13;2768.00
2025-05-07 18:29:12;3618.00
2025-05-07 18:29:11;4468.00
2025-05-07 18:29:10;5318.00
2025-05-07 18:29:09;6168.00
2025-05-07 18:29:08;7018.00
2025-05-07 18:29:07;7868.00
2025-05-07 18:29:06;8718.00
2025-05-07 18:29:05;9568.00
2025-05-07 18:29:04;9580.00
2025-05-07 18:29:03;8730.00
2025-05-07 18:29:02;7880.00
2025-05-07 18:29:01;7030.00
2025-05-07 18:29:00;6180.00
2025-05-07 18:28:59;5330.00
2025-05-07 18:28:58;4480.00
2025-05-07 18:28:57;3630.00
2025-05-07 18:28:56;2780.00
2025-05-07 18:28:55;1930.00
2025-05-07 18:28:54;1080.00
2025-05-07 18:28:53;230.00
2025-05-07 18:28:52;620.00
2025-05-07 18:28:51;1470.00
2025-05-07 18:28:50;2320.00
2025-05-07 18:28:49;3170.00
2025-05-07 18:28:48;4020.00
2025-05-07 18:28:47;4870.00
2025-05-07 18:28:46;5720.00
2025-05-07 18:28:45;6570.00
2025-05-07 18:28:44;7420.00
2025-05-07 18:28:43;8270.00
2025-05-07 18:28:42;9120.00
2025-05-07 18:28:41;9970.00
2025-05-07 18:28:40;9178.00
2025-05-07 18:28:39;8328.00
2025-05-07 18:28:38;7478.00
2025-05-07 18:28:37;6628.00
2025-05-07 18:28:36;5778.00
2025-05-07 18:28:35;4928.00
2025-05-07 18:28:34;4078.00
2025-05-07 18:28:33;3228.00
2025-05-07 18:28:32;2378.00
2025-05-07 18:28:31;1528.00
2025-05-07 18:28:30;678.00
2025-05-07 18:28:29;172.00
2025-05-07 18:28:28;1022.00
2025-05-07 18:28:27;1872.00
2025-05-07 18:28:26;2722.00
2025-05-07 18:28:25;3572.00
2025-05-07 18:28:24;4422.00
2025-05-07 18:28:23;5272.00
2025-05-07 18:28:22;6122.00
2025-05-07 18:28:21;6972.00
2025-05-07 18:28:20;7822.00
2025-05-07 18:28:19;8672.00
2025-05-07 18:28:18;9522.00
2025-05-07 18:28:17;9626.00
2025-05-07 18:28:16;8776.00
2025-05-07 18:28:15;7926.00
2025-05-07 18:28:14;7076.00
2025-05-07 18:28:13;6226.00
2025-05-07 18:28:12;5376.00
2025-05-07 18:28:11;4526.00
2025-05-07 18:28:10;3676.00
2025-05-07 18:28:09;2826.00
2025-05-07 18:28:08;1976.00
2025-05-07 18:28:07;1126.00
2025-05-07 18:28:06;276.00
2025-05-07 18:28:05;574.00
2025-05-07 18:28:04;1424.00
2025-05-07 18:28:03;2274.00
2025-05-07 18:28:02;3124.00
2025-05-07 18:28:01;3974.00
2025-05-07 18:28:00;4824.00
2025-05-07 18:27:59;5674.00
2025-05-07 18:27:58;6524.00
2025-05-07 18:27:57;7374.00
2025-05-07 18:27:56;8224.00
2025-05-07 18:27:55;9074.00
2025-05-07 18:27:54;9924.00
2025-05-07 18:27:53;9224.00
2025-05-07 18:27:52;8374.00
2025-05-07 18:27:51;7524.00
2025-05-07 18:27:50;6674.00
2025-05-07 18:27:49;5824.00
2025-05-07 18:27:48;4974.00
2025-05-07 18:27:47;4124.00
2025-05-07 18:27:46;3274.00
2025-05-07 18:27:45;2424.00
2025-05-07 18:27:44;1574.00
2025-05-07 18:27:43;724.00
2025-05-07 18:27:42;126.00
2025-05-07 18:27:41;976.00
2025-05-07 18:27:40;1826.00
2025-05-07 18:27:39;2676.00
2025-05-07 18:27:38;3526.00
2025-05-07 18:27:37;4376.00
2025-05-07 18:27:36;5226.00
2025-05-07 18:27:35;6076.00
2025-05-07 18:27:34;6926.00
2025-05-07 18:27:33;7776.00
2025-05-07 18:27:32;8626.00
2025-05-07 18:27:31;9476.00
2025-05-07 18:27:30;9672.00
2025-05-07 18:27:29;8822.00
2025-05-07 18:27:28;7972.00
2025-05-07 18:27:27;7122.00
2025-05-07 18:27:26;6272.00
2025-05-07 18:27:25;5422.00
2025-05-07 18:27:24;4572.00
2025-05-07 18:27:23;3722.00
2025-05-07 18:27:22;2872.00
2025-05-07 18:27:21;2022.00
2025-05-07 18:27:20;1172.00
2025-05-07 18:27:19;322.00
2025-05-07 18:27:18;528.00
2025-05-07 18:27:17;1378.00
2025-05-07 18:27:16;2228.00
2025-05-07 18:27:15;3078.00
2025-05-07 18:27:14;3928.00
2025-05-07 18:27:13;4778.00
2025-05-07 18:27:12;5628.00
2025-05-07 18:27:11;6478.00
2025-05-07 18:27:10;7328.00
2025-05-07 18:27:09;8178.00
2025-05-07 18:27:08;9028.00
2025-05-07 18:27:07;9878.00
2025-05-07 18:27:06;9270.00
2025-05-07 18:27:05;8420.00
2025-05-07 18:27:04;7570.00
2025-05-07 18:27:03;6720.00
2025-05-07 18:27:02;5870.00
2025-05-07 18:27:01;5020.00
2025-05-07 18:27:00;4170.00
2025-05-07 18:26:59;3320.00
2025-05-07 18:26:58;2470.00
2025-05-07 18:26:57;1620.00
2025-05-07 18:26:56;770.00
2025-05-07 18:26:55;80.00
2025-05-07 18:26:54;930.00
2025-05-07 18:26:53;1780.00
2025-05-07 18:26:52;2630.00
2025-05-07 18:26:51;3480.00
2025-05-07 18:26:50;4330.00
2025-05-07 18:26:49;5180.00
2025-05-07 18:26:48;6030.00
2025-05-07 18:26:47;6880.00
2025-05-07 18:26:46;7730.00
2025-05-07 18:26:45;8580.00
2025-05-07 18:26:44;9430.00
2025-05-07 18:26:43;9718.00
2025-05-07 18:26:42;8868.00
2025-05-07 18:26:41;8018.00
2025-05-07 18:26:40;7168.00
2025-05-07 18:26:39;6318.00
2025-05-07 18:26:38;5468.00
2025-05-07 18:26:37;4618.00
2025-05-07 18:26:36;3768.00
2025-05-07 18:26:35;2918.00
2025-05-07 18:26:34;2068.00
2025-05-07 18:26:33;1218.00
2025-05-07 18:26:32;368.00
2025-05-07 18:26:31;482.00
2025-05-07 18:26:30;1332.00
2025-05-07 18:26:29;2182.00
2025-05-07 18:26:28;3032.00
2025-05-07 18:26:27;3882.00
2025-05-07 18:26:26;4732.00
2025-05-07 18:26:25;5582.00
2025-05-07 18:26:24;6432.00
2025-05-07 18:26:23;7282.00
2025-05-07 18:26:22;8132.00
2025-05-07 18:26:21;8982.00
2025-05-07 18:26:20;9832.00
2025-05-07 18:26:19;9316.00
2025-05-07 18:26:18;8466.00
2025-05-07 18:26:17;7616.00
2025-05-07 18:26:16;6766.00
2025-05-07 18:26:15;5916.00
2025-05-07 18:26:14;5066.00
2025-05-07 18:26:13;4216.00
2025-05-07 18:26:12;3366.00
2025-05-07 18:26:11;2516.00
2025-05-07 18:26:10;1666.00
2025-05-07 18:26:09;816.00
2025-05-07 18:26:08;34.00
2025-05-07 18:26:07;884.00
2025-05-07 18:26:06;1734.00
2025-05-07 18:26:05;2584.00
2025-05-07 18:26:04;3434.00
2025-05-07 18:26:03;4284.00
2025-05-07 18:26:02;5134.00
2025-05-07 18:26:01;5984.00
2025-05-07 18:26:00;6834.00
2025-05-07 18:25:59;7684.00
2025-05-07 18:25:58;8534.00
2025-05-07 18:25:57;9384.00
2025-05-07 18:25:56;9764.00
2025-05-07 18:25:55;8914.00
2025-05-07 18:25:54;8064.00
2025-05-07 18:25:53;7214.00
2025-05-07 18:25:52;6364.00
2025-05-07 18:25:51;5514.00
2025-05-07 18:25:50;4664.00
2025-05-07 18:25:49;3814.00
2025-05-07 18:25:48;2964.00
2025-05-07 18:25:47;2114.00
2025-05-07 18:25:46;1264.00
2025-05-07 18:25:45;414.00
2025-05-07 18:25:44;436.00
2025-05-07 18:25:43;1286.00
2025-05-07 18:25:42;2136.00
2025-05-07 18:25:41;2986.00
2025-05-07 18:25:40;3836.00
2025-05-07 18:25:39;4686.00
2025-05-07 18:25:38;5536.00
2025-05-07 18:25:37;6386.00
2025-05-07 18:25:36;7236.00
2025-05-07 18:25:35;8086.00
2025-05-07 18:25:34;8936.00
2025-05-07 18:25:33;9786.00
2025-05-07 18:25:32;9362.00
2025-05-07 18:25:31;8512.00
2025-05-07 18:25:30;7662.00
2025-05-07 18:25:29;6812.00
2025-05-07 18:25:28;5962.00
2025-05-07 18:25:27;5112.00
2025-05-07 18:25:26;4262.00
2025-05-07 18:25:25;3412.00
2025-05-07 18:25:24;2562.00
2025-05-07 18:25:23;1712.00
2025-05-07 18:25:22;862.00
2025-05-07 18:25:21;12.00
2025-05-07 18:25:20;838.00
2025-05-07 18:25:19;1688.00
2025-05-07 18:25:18;2538.00
2025-05-07 18:25:17;3388.00
2025-05-07 18:25:16;4238.00
2025-05-07 18:25:15;5088.00
2025-05-07 18:25:14;5938.00
2025-05-07 18:25:13;6788.00
2025-05-07 18:25:12;7638.00
2025-05-07 18:25:11;8488.00
2025-05-07 18:25:10;9338.00
2025-05-07 18:25:09;9810.00
2025-05-07 18:25:08;8960.00
2025-05-07 18:25:07;8110.00
2025-05-07 18:25:06;7260.00
2025-05-07 18:25:05;6410.00
2025-05-07 18:25:04;5560.00
2025-05-07 18:25:03;4710.00
2025-05-07 18:25:02;3860.00
2025-05-07 18:25:01;3010.00
2025-05-07 18:25:00;2160.00
2025-05-07 18:24:59;1310.00
2025-05-07 18:24:58;460.00
2025-05-07 18:24:57;390.00
2025-05-07 18:24:56;1240.00
2025-05-07 18:24:55;2090.00
2025-05-07 18:24:54;2940.00
2025-05-07 18:24:53;3790.00
2025-05-07 18:24:52;4640.00
2025-05-07 18:24:51;5490.00
2025-05-07 18:24:50;6340.00
2025-05-07 18:24:49;7190.00
2025-05-07 18:24:48;8040.00
2025-05-07 18:24:47;8890.00
2025-05-07 18:24:46;9740.00
2025-05-07 18:24:45;9408.00
2025-05-07 18:24:44;8558.00
2025-05-07 18:24:43;7708.00
2025-05-07 18:24:42;6858.00
2025-05-07 18:24:41;6008.00
2025-05-07 18:24:40;5158.00
2025-05-07 18:24:39;4308.00
2025-05-07 18:24:38;3458.00
2025-05-07 18:24:37;2608.00
2025-05-07 18:24:36;1758.00
2025-05-07 18:24:35;908.00
2025-05-07 18:24:34;58.00
2025-05-07 18:24:33;792.00
2025-05-07 18:24:32;1642.00
2025-05-07 18:24:31;2492.00
2025-05-07 18:24:30;3342.00
2025-05-07 18:24:29;4192.00
2025-05-07 18:24:28;5042.00
2025-05-07 18:24:27;5892.00
2025-05-07 18:24:26;6742.00
2025-05-07 18:24:25;7592.00
2025-05-07 18:24:24;8442.00
2025-05-07 18:24:23;9292.00
2025-05-07 18:24:22;9856.00
2025-05-07 18:24:21;9006.00
2025-05-07 18:24:20;8156.00
2025-05-07 18:24:19;7306.00
2025-05-07 18:24:18;6456.00
2025-05-07 18:24:17;5606.00
2025-05-07 18:24:16;4756.00
2025-05-07 18:24:15;3906.00
2025-05-07 18:24:14;3056.00
2025-05-07 18:24:13;2206.00
2025-05-07 18:24:12;1356.00
2025-05-07 18:24:11;506.00
2025-05-07 18:24:10;344.00
2025-05-07 18:24:09;1194.00
2025-05-07 18:24:08;2044.00
2025-05-07 18:24:07;2894.00
2025-05-07 18:24:06;3744.00
2025-05-07 18:24:05;4594.00
2025-05-07 18:24:04;5444.00
2025-05-07 18:24:03;6294.00
2025-05-07 18:24:02;7144.00
2025-05-07 18:24:01;7994.00
2025-05-07 18:24:00;8844.00
2025-05-07 18:23:59;9694.00
2025-05-07 18:23:58;9454.00
2025-05-07 18:23:57;8604.00
2025-05-07 18:23:56;7754.00
2025-05-07 18:23:55;6904.00
2025-05-07 18:23:54;6054.00
2025-05-07 18:23:53;5204.00
2025-05-07 18:23:52;4354.00
2025-05-07 18:23:51;3504.00
2025-05-07 18:23:50;2654.00
2025-05-07 18:23:49;1804.00
2025-05-07 18:23:48;954.00
2025-05-07 18:23:47;104.00
2025-05-07 18:23:46;746.00
2025-05-07 18:23:45;1596.00
2025-05-07 18:23:44;2446.00
2025-05-07 18:23:43;3296.00
2025-05-07 18:23:42;4146.00
2025-05-07 18:23:41;4996.00
2025-05-07 18:23:40;5846.00
2025-05-07 18:23:39;6696.00
2025-05-07 18:23:38;7546.00
2025-05-07 18:23:37;8396.00
2025-05-07 18:23:36;9246.00
2025-05-07 18:23:35;9902.00
2025-05-07 18:23:34;9052.00
2025-05-07 18:23:33;8202.00
2025-05-07 18:23:32;7352.00
2025-05-07 18:23:31;6502.00
2025-05-07 18:23:30;5652.00
2025-05-07 18:23:29;4802.00
2025-05-07 18:23:28;3952.00
