Fecha y Hora;KV-2012 - Válvula venteo M-201
2025-05-07 18:34:46;3190.00
2025-05-07 18:34:45;5310.00
2025-05-07 18:34:44;13810.00
2025-05-07 18:34:43;22310.00
2025-05-07 18:34:42;30810.00
2025-05-07 18:34:41;39310.00
2025-05-07 18:34:40;47810.00
2025-05-07 18:34:39;56310.00
2025-05-07 18:34:38;64810.00
2025-05-07 18:34:37;73310.00
2025-05-07 18:34:36;81810.00
2025-05-07 18:34:35;90310.00
2025-05-07 18:34:34;98810.00
2025-05-07 18:34:33;92670.00
2025-05-07 18:34:32;84170.00
2025-05-07 18:34:31;75670.00
2025-05-07 18:34:30;67170.00
2025-05-07 18:34:29;58670.00
2025-05-07 18:34:28;50170.00
2025-05-07 18:34:27;41670.00
2025-05-07 18:34:26;33170.00
2025-05-07 18:34:25;24670.00
2025-05-07 18:34:24;16170.00
2025-05-07 18:34:23;7670.00
2025-05-07 18:34:22;830.00
2025-05-07 18:34:21;9330.00
2025-05-07 18:34:20;17830.00
2025-05-07 18:34:19;26330.00
2025-05-07 18:34:18;34830.00
2025-05-07 18:34:17;43330.00
2025-05-07 18:34:16;51830.00
2025-05-07 18:34:15;60330.00
2025-05-07 18:34:14;68830.00
2025-05-07 18:34:13;77330.00
2025-05-07 18:34:12;85830.00
2025-05-07 18:34:11;94330.00
2025-05-07 18:34:10;97150.00
2025-05-07 18:34:09;88650.00
2025-05-07 18:34:08;80150.00
2025-05-07 18:34:07;71650.00
2025-05-07 18:34:06;63150.00
2025-05-07 18:34:05;54650.00
2025-05-07 18:34:04;46150.00
2025-05-07 18:34:03;37650.00
2025-05-07 18:34:02;29150.00
2025-05-07 18:34:01;20650.00
2025-05-07 18:34:00;12150.00
2025-05-07 18:33:59;3650.00
2025-05-07 18:33:58;4850.00
2025-05-07 18:33:57;13350.00
2025-05-07 18:33:56;21850.00
2025-05-07 18:33:55;30350.00
2025-05-07 18:33:54;38850.00
2025-05-07 18:33:53;47350.00
2025-05-07 18:33:52;55850.00
2025-05-07 18:33:51;64350.00
2025-05-07 18:33:50;72850.00
2025-05-07 18:33:49;81350.00
2025-05-07 18:33:48;89850.00
2025-05-07 18:33:47;98350.00
2025-05-07 18:33:46;93130.00
2025-05-07 18:33:45;84630.00
2025-05-07 18:33:44;76130.00
2025-05-07 18:33:43;67630.00
2025-05-07 18:33:42;59130.00
2025-05-07 18:33:41;50630.00
2025-05-07 18:33:40;42130.00
2025-05-07 18:33:39;33630.00
2025-05-07 18:33:38;25130.00
2025-05-07 18:33:37;16630.00
2025-05-07 18:33:36;8130.00
2025-05-07 18:33:35;370.00
2025-05-07 18:33:34;8870.00
2025-05-07 18:33:33;17370.00
2025-05-07 18:33:32;25870.00
2025-05-07 18:33:31;34370.00
2025-05-07 18:33:30;42870.00
2025-05-07 18:33:29;51370.00
2025-05-07 18:33:28;59870.00
2025-05-07 18:33:27;68370.00
2025-05-07 18:33:26;76870.00
2025-05-07 18:33:25;85370.00
2025-05-07 18:33:24;93870.00
2025-05-07 18:33:23;97610.00
2025-05-07 18:33:22;89110.00
2025-05-07 18:33:21;80610.00
2025-05-07 18:33:20;72110.00
2025-05-07 18:33:19;63610.00
2025-05-07 18:33:18;55110.00
2025-05-07 18:33:17;46610.00
2025-05-07 18:33:16;38110.00
2025-05-07 18:33:15;29610.00
2025-05-07 18:33:14;21110.00
2025-05-07 18:33:13;12610.00
2025-05-07 18:33:12;4110.00
2025-05-07 18:33:11;4390.00
2025-05-07 18:33:10;12890.00
2025-05-07 18:33:09;21390.00
2025-05-07 18:33:08;29890.00
2025-05-07 18:33:07;38390.00
2025-05-07 18:33:06;46890.00
2025-05-07 18:33:05;55390.00
2025-05-07 18:33:04;63890.00
2025-05-07 18:33:03;72390.00
2025-05-07 18:33:02;80890.00
2025-05-07 18:33:01;89390.00
2025-05-07 18:33:00;97890.00
2025-05-07 18:32:59;93590.00
2025-05-07 18:32:58;85090.00
2025-05-07 18:32:57;76590.00
2025-05-07 18:32:56;68090.00
2025-05-07 18:32:55;59590.00
2025-05-07 18:32:54;51090.00
2025-05-07 18:32:53;42590.00
2025-05-07 18:32:52;34090.00
2025-05-07 18:32:51;25590.00
2025-05-07 18:32:50;17090.00
2025-05-07 18:32:49;8590.00
2025-05-07 18:32:48;90.00
2025-05-07 18:32:47;8410.00
2025-05-07 18:32:46;16910.00
2025-05-07 18:32:45;25410.00
2025-05-07 18:32:44;33910.00
2025-05-07 18:32:43;42410.00
2025-05-07 18:32:42;50910.00
2025-05-07 18:32:41;59410.00
2025-05-07 18:32:40;67910.00
2025-05-07 18:32:39;76410.00
2025-05-07 18:32:38;84910.00
2025-05-07 18:32:37;93410.00
2025-05-07 18:32:36;98070.00
2025-05-07 18:32:35;89570.00
2025-05-07 18:32:34;81070.00
2025-05-07 18:32:33;72570.00
2025-05-07 18:32:32;64070.00
2025-05-07 18:32:31;55570.00
2025-05-07 18:32:30;47070.00
2025-05-07 18:32:29;38570.00
2025-05-07 18:32:28;30070.00
2025-05-07 18:32:27;21570.00
2025-05-07 18:32:26;13070.00
2025-05-07 18:32:25;4570.00
2025-05-07 18:32:24;3930.00
2025-05-07 18:32:23;12430.00
2025-05-07 18:32:22;20930.00
2025-05-07 18:32:21;29430.00
2025-05-07 18:32:20;37930.00
2025-05-07 18:32:19;46430.00
2025-05-07 18:32:18;54930.00
2025-05-07 18:32:17;63430.00
2025-05-07 18:32:16;71930.00
2025-05-07 18:32:15;80430.00
2025-05-07 18:32:14;88930.00
2025-05-07 18:32:13;97430.00
2025-05-07 18:32:12;94050.00
2025-05-07 18:32:11;85550.00
2025-05-07 18:32:10;77050.00
2025-05-07 18:32:09;68550.00
2025-05-07 18:32:08;60050.00
2025-05-07 18:32:07;51550.00
2025-05-07 18:32:06;43050.00
2025-05-07 18:32:05;34550.00
2025-05-07 18:32:04;26050.00
2025-05-07 18:32:03;17550.00
2025-05-07 18:32:02;9050.00
2025-05-07 18:32:01;550.00
2025-05-07 18:32:00;7950.00
2025-05-07 18:31:59;16450.00
2025-05-07 18:31:58;24950.00
2025-05-07 18:31:57;33450.00
2025-05-07 18:31:56;41950.00
2025-05-07 18:31:55;50450.00
2025-05-07 18:31:54;58950.00
2025-05-07 18:31:53;67450.00
2025-05-07 18:31:52;75950.00
2025-05-07 18:31:51;84450.00
2025-05-07 18:31:50;92950.00
2025-05-07 18:31:49;98530.00
2025-05-07 18:31:48;90030.00
2025-05-07 18:31:47;81530.00
2025-05-07 18:31:46;73030.00
2025-05-07 18:31:45;64530.00
2025-05-07 18:31:44;56030.00
2025-05-07 18:31:43;47530.00
2025-05-07 18:31:42;39030.00
2025-05-07 18:31:41;30530.00
2025-05-07 18:31:40;22030.00
2025-05-07 18:31:39;13530.00
2025-05-07 18:31:38;5030.00
2025-05-07 18:31:37;3470.00
2025-05-07 18:31:36;11970.00
2025-05-07 18:31:35;20470.00
2025-05-07 18:31:34;28970.00
2025-05-07 18:31:33;37470.00
2025-05-07 18:31:32;45970.00
2025-05-07 18:31:31;54470.00
2025-05-07 18:31:30;62970.00
2025-05-07 18:31:29;71470.00
2025-05-07 18:31:28;79970.00
2025-05-07 18:31:27;88470.00
2025-05-07 18:31:26;96970.00
2025-05-07 18:31:25;94510.00
2025-05-07 18:31:24;86010.00
2025-05-07 18:31:23;77510.00
2025-05-07 18:31:22;69010.00
2025-05-07 18:31:21;60510.00
2025-05-07 18:31:20;52010.00
2025-05-07 18:31:19;43510.00
2025-05-07 18:31:18;35010.00
2025-05-07 18:31:17;26510.00
2025-05-07 18:31:16;18010.00
2025-05-07 18:31:15;9510.00
2025-05-07 18:31:14;1010.00
2025-05-07 18:31:13;7490.00
2025-05-07 18:31:12;15990.00
2025-05-07 18:31:11;24490.00
2025-05-07 18:31:10;32990.00
2025-05-07 18:31:09;41490.00
2025-05-07 18:31:08;49990.00
2025-05-07 18:31:07;58490.00
2025-05-07 18:31:06;66990.00
2025-05-07 18:31:05;75490.00
2025-05-07 18:31:04;83990.00
2025-05-07 18:31:03;92490.00
2025-05-07 18:31:02;98990.00
2025-05-07 18:31:01;90490.00
2025-05-07 18:31:00;81990.00
2025-05-07 18:30:59;73490.00
2025-05-07 18:30:58;64990.00
2025-05-07 18:30:57;56490.00
2025-05-07 18:30:56;47990.00
2025-05-07 18:30:55;39490.00
2025-05-07 18:30:54;30990.00
2025-05-07 18:30:53;22490.00
2025-05-07 18:30:52;13990.00
2025-05-07 18:30:51;5490.00
2025-05-07 18:30:50;3010.00
2025-05-07 18:30:49;11510.00
2025-05-07 18:30:48;20010.00
2025-05-07 18:30:47;28510.00
2025-05-07 18:30:46;37010.00
2025-05-07 18:30:45;45510.00
2025-05-07 18:30:44;54010.00
2025-05-07 18:30:43;62510.00
2025-05-07 18:30:42;71010.00
2025-05-07 18:30:41;79510.00
2025-05-07 18:30:40;88010.00
2025-05-07 18:30:39;96510.00
2025-05-07 18:30:38;94970.00
2025-05-07 18:30:37;86470.00
2025-05-07 18:30:36;77970.00
2025-05-07 18:30:35;69470.00
2025-05-07 18:30:34;60970.00
2025-05-07 18:30:33;52470.00
2025-05-07 18:30:32;43970.00
2025-05-07 18:30:31;35470.00
2025-05-07 18:30:30;26970.00
2025-05-07 18:30:29;18470.00
2025-05-07 18:30:28;9970.00
2025-05-07 18:30:27;1470.00
2025-05-07 18:30:26;7030.00
2025-05-07 18:30:25;15530.00
2025-05-07 18:30:24;24030.00
2025-05-07 18:30:23;32530.00
2025-05-07 18:30:22;41030.00
2025-05-07 18:30:21;49530.00
2025-05-07 18:30:20;58030.00
2025-05-07 18:30:19;66530.00
2025-05-07 18:30:18;75030.00
2025-05-07 18:30:17;83530.00
2025-05-07 18:30:16;92030.00
2025-05-07 18:30:15;99450.00
2025-05-07 18:30:14;90950.00
2025-05-07 18:30:13;82450.00
2025-05-07 18:30:12;73950.00
2025-05-07 18:30:11;65450.00
2025-05-07 18:30:10;56950.00
2025-05-07 18:30:09;48450.00
2025-05-07 18:30:08;39950.00
2025-05-07 18:30:07;31450.00
2025-05-07 18:30:06;22950.00
2025-05-07 18:30:05;14450.00
2025-05-07 18:30:04;5950.00
2025-05-07 18:30:03;2550.00
2025-05-07 18:30:02;11050.00
2025-05-07 18:30:01;19550.00
2025-05-07 18:30:00;28050.00
2025-05-07 18:29:59;36550.00
2025-05-07 18:29:58;45050.00
2025-05-07 18:29:57;53550.00
2025-05-07 18:29:56;62050.00
2025-05-07 18:29:55;70550.00
2025-05-07 18:29:54;79050.00
2025-05-07 18:29:53;87550.00
2025-05-07 18:29:52;96050.00
2025-05-07 18:29:51;95430.00
2025-05-07 18:29:50;86930.00
2025-05-07 18:29:49;78430.00
2025-05-07 18:29:48;69930.00
2025-05-07 18:29:47;61430.00
2025-05-07 18:29:46;52930.00
2025-05-07 18:29:45;44430.00
2025-05-07 18:29:44;35930.00
2025-05-07 18:29:43;27430.00
2025-05-07 18:29:42;18930.00
2025-05-07 18:29:41;10430.00
2025-05-07 18:29:40;1930.00
2025-05-07 18:29:39;6570.00
2025-05-07 18:29:38;15070.00
2025-05-07 18:29:37;23570.00
2025-05-07 18:29:36;32070.00
2025-05-07 18:29:35;40570.00
2025-05-07 18:29:34;49070.00
2025-05-07 18:29:33;57570.00
2025-05-07 18:29:32;66070.00
2025-05-07 18:29:31;74570.00
2025-05-07 18:29:30;83070.00
2025-05-07 18:29:29;91570.00
2025-05-07 18:29:28;99910.00
2025-05-07 18:29:27;91410.00
2025-05-07 18:29:26;82910.00
2025-05-07 18:29:25;74410.00
2025-05-07 18:29:24;65910.00
2025-05-07 18:29:23;57410.00
2025-05-07 18:29:22;48910.00
2025-05-07 18:29:21;40410.00
2025-05-07 18:29:20;31910.00
2025-05-07 18:29:19;23410.00
2025-05-07 18:29:18;14910.00
2025-05-07 18:29:17;6410.00
2025-05-07 18:29:16;2090.00
2025-05-07 18:29:15;10590.00
2025-05-07 18:29:14;19090.00
2025-05-07 18:29:13;27590.00
2025-05-07 18:29:12;36090.00
2025-05-07 18:29:11;44590.00
2025-05-07 18:29:10;53090.00
2025-05-07 18:29:09;61590.00
2025-05-07 18:29:08;70090.00
2025-05-07 18:29:07;78590.00
2025-05-07 18:29:06;87090.00
2025-05-07 18:29:05;95590.00
2025-05-07 18:29:04;95890.00
2025-05-07 18:29:03;87390.00
2025-05-07 18:29:02;78890.00
2025-05-07 18:29:01;70390.00
2025-05-07 18:29:00;61890.00
2025-05-07 18:28:59;53390.00
2025-05-07 18:28:58;44890.00
2025-05-07 18:28:57;36390.00
2025-05-07 18:28:56;27890.00
2025-05-07 18:28:55;19390.00
2025-05-07 18:28:54;10890.00
2025-05-07 18:28:53;2390.00
2025-05-07 18:28:52;6110.00
2025-05-07 18:28:51;14610.00
2025-05-07 18:28:50;23110.00
2025-05-07 18:28:49;31610.00
2025-05-07 18:28:48;40110.00
2025-05-07 18:28:47;48610.00
2025-05-07 18:28:46;57110.00
2025-05-07 18:28:45;65610.00
2025-05-07 18:28:44;74110.00
2025-05-07 18:28:43;82610.00
2025-05-07 18:28:42;91110.00
2025-05-07 18:28:41;99610.00
2025-05-07 18:28:40;91870.00
2025-05-07 18:28:39;83370.00
2025-05-07 18:28:38;74870.00
2025-05-07 18:28:37;66370.00
2025-05-07 18:28:36;57870.00
2025-05-07 18:28:35;49370.00
2025-05-07 18:28:34;40870.00
2025-05-07 18:28:33;32370.00
2025-05-07 18:28:32;23870.00
2025-05-07 18:28:31;15370.00
2025-05-07 18:28:30;6870.00
2025-05-07 18:28:29;1630.00
2025-05-07 18:28:28;10130.00
2025-05-07 18:28:27;18630.00
2025-05-07 18:28:26;27130.00
2025-05-07 18:28:25;35630.00
2025-05-07 18:28:24;44130.00
2025-05-07 18:28:23;52630.00
2025-05-07 18:28:22;61130.00
2025-05-07 18:28:21;69630.00
2025-05-07 18:28:20;78130.00
2025-05-07 18:28:19;86630.00
2025-05-07 18:28:18;95130.00
2025-05-07 18:28:17;96350.00
2025-05-07 18:28:16;87850.00
2025-05-07 18:28:15;79350.00
2025-05-07 18:28:14;70850.00
2025-05-07 18:28:13;62350.00
2025-05-07 18:28:12;53850.00
2025-05-07 18:28:11;45350.00
2025-05-07 18:28:10;36850.00
2025-05-07 18:28:09;28350.00
2025-05-07 18:28:08;19850.00
2025-05-07 18:28:07;11350.00
2025-05-07 18:28:06;2850.00
2025-05-07 18:28:05;5650.00
2025-05-07 18:28:04;14150.00
2025-05-07 18:28:03;22650.00
2025-05-07 18:28:02;31150.00
2025-05-07 18:28:01;39650.00
2025-05-07 18:28:00;48150.00
2025-05-07 18:27:59;56650.00
2025-05-07 18:27:58;65150.00
2025-05-07 18:27:57;73650.00
2025-05-07 18:27:56;82150.00
2025-05-07 18:27:55;90650.00
2025-05-07 18:27:54;99150.00
2025-05-07 18:27:53;92330.00
2025-05-07 18:27:52;83830.00
2025-05-07 18:27:51;75330.00
2025-05-07 18:27:50;66830.00
2025-05-07 18:27:49;58330.00
2025-05-07 18:27:48;49830.00
2025-05-07 18:27:47;41330.00
2025-05-07 18:27:46;32830.00
2025-05-07 18:27:45;24330.00
2025-05-07 18:27:44;15830.00
2025-05-07 18:27:43;7330.00
2025-05-07 18:27:42;1170.00
2025-05-07 18:27:41;9670.00
2025-05-07 18:27:40;18170.00
2025-05-07 18:27:39;26670.00
2025-05-07 18:27:38;35170.00
2025-05-07 18:27:37;43670.00
2025-05-07 18:27:36;52170.00
2025-05-07 18:27:35;60670.00
2025-05-07 18:27:34;69170.00
2025-05-07 18:27:33;77670.00
2025-05-07 18:27:32;86170.00
2025-05-07 18:27:31;94670.00
2025-05-07 18:27:30;96810.00
2025-05-07 18:27:29;88310.00
2025-05-07 18:27:28;79810.00
2025-05-07 18:27:27;71310.00
2025-05-07 18:27:26;62810.00
2025-05-07 18:27:25;54310.00
2025-05-07 18:27:24;45810.00
2025-05-07 18:27:23;37310.00
2025-05-07 18:27:22;28810.00
2025-05-07 18:27:21;20310.00
2025-05-07 18:27:20;11810.00
2025-05-07 18:27:19;3310.00
2025-05-07 18:27:18;5190.00
2025-05-07 18:27:17;13690.00
2025-05-07 18:27:16;22190.00
2025-05-07 18:27:15;30690.00
2025-05-07 18:27:14;39190.00
2025-05-07 18:27:13;47690.00
2025-05-07 18:27:12;56190.00
2025-05-07 18:27:11;64690.00
2025-05-07 18:27:10;73190.00
2025-05-07 18:27:09;81690.00
2025-05-07 18:27:08;90190.00
2025-05-07 18:27:07;98690.00
2025-05-07 18:27:06;92790.00
2025-05-07 18:27:05;84290.00
2025-05-07 18:27:04;75790.00
2025-05-07 18:27:03;67290.00
2025-05-07 18:27:02;58790.00
2025-05-07 18:27:01;50290.00
2025-05-07 18:27:00;41790.00
2025-05-07 18:26:59;33290.00
2025-05-07 18:26:58;24790.00
2025-05-07 18:26:57;16290.00
2025-05-07 18:26:56;7790.00
2025-05-07 18:26:55;710.00
2025-05-07 18:26:54;9210.00
2025-05-07 18:26:53;17710.00
2025-05-07 18:26:52;26210.00
2025-05-07 18:26:51;34710.00
2025-05-07 18:26:50;43210.00
2025-05-07 18:26:49;51710.00
2025-05-07 18:26:48;60210.00
2025-05-07 18:26:47;68710.00
2025-05-07 18:26:46;77210.00
2025-05-07 18:26:45;85710.00
2025-05-07 18:26:44;94210.00
2025-05-07 18:26:43;97270.00
2025-05-07 18:26:42;88770.00
2025-05-07 18:26:41;80270.00
2025-05-07 18:26:40;71770.00
2025-05-07 18:26:39;63270.00
2025-05-07 18:26:38;54770.00
2025-05-07 18:26:37;46270.00
2025-05-07 18:26:36;37770.00
2025-05-07 18:26:35;29270.00
2025-05-07 18:26:34;20770.00
2025-05-07 18:26:33;12270.00
2025-05-07 18:26:32;3770.00
2025-05-07 18:26:31;4730.00
2025-05-07 18:26:30;13230.00
2025-05-07 18:26:29;21730.00
2025-05-07 18:26:28;30230.00
2025-05-07 18:26:27;38730.00
2025-05-07 18:26:26;47230.00
2025-05-07 18:26:25;55730.00
2025-05-07 18:26:24;64230.00
2025-05-07 18:26:23;72730.00
2025-05-07 18:26:22;81230.00
2025-05-07 18:26:21;89730.00
2025-05-07 18:26:20;98230.00
2025-05-07 18:26:19;93250.00
2025-05-07 18:26:18;84750.00
2025-05-07 18:26:17;76250.00
2025-05-07 18:26:16;67750.00
2025-05-07 18:26:15;59250.00
2025-05-07 18:26:14;50750.00
2025-05-07 18:26:13;42250.00
2025-05-07 18:26:12;33750.00
2025-05-07 18:26:11;25250.00
2025-05-07 18:26:10;16750.00
2025-05-07 18:26:09;8250.00
2025-05-07 18:26:08;250.00
2025-05-07 18:26:07;8750.00
2025-05-07 18:26:06;17250.00
2025-05-07 18:26:05;25750.00
2025-05-07 18:26:04;34250.00
2025-05-07 18:26:03;42750.00
2025-05-07 18:26:02;51250.00
2025-05-07 18:26:01;59750.00
2025-05-07 18:26:00;68250.00
2025-05-07 18:25:59;76750.00
2025-05-07 18:25:58;85250.00
2025-05-07 18:25:57;93750.00
2025-05-07 18:25:56;97730.00
2025-05-07 18:25:55;89230.00
2025-05-07 18:25:54;80730.00
2025-05-07 18:25:53;72230.00
2025-05-07 18:25:52;63730.00
2025-05-07 18:25:51;55230.00
2025-05-07 18:25:50;46730.00
2025-05-07 18:25:49;38230.00
2025-05-07 18:25:48;29730.00
2025-05-07 18:25:47;21230.00
2025-05-07 18:25:46;12730.00
2025-05-07 18:25:45;4230.00
2025-05-07 18:25:44;4270.00
2025-05-07 18:25:43;12770.00
2025-05-07 18:25:42;21270.00
2025-05-07 18:25:41;29770.00
2025-05-07 18:25:40;38270.00
2025-05-07 18:25:39;46770.00
2025-05-07 18:25:38;55270.00
2025-05-07 18:25:37;63770.00
2025-05-07 18:25:36;72270.00
2025-05-07 18:25:35;80770.00
2025-05-07 18:25:34;89270.00
2025-05-07 18:25:33;97770.00
2025-05-07 18:25:32;93710.00
2025-05-07 18:25:31;85210.00
2025-05-07 18:25:30;76710.00
2025-05-07 18:25:29;68210.00
2025-05-07 18:25:28;59710.00
2025-05-07 18:25:27;51210.00
2025-05-07 18:25:26;42710.00
2025-05-07 18:25:25;34210.00
2025-05-07 18:25:24;25710.00
2025-05-07 18:25:23;17210.00
2025-05-07 18:25:22;8710.00
2025-05-07 18:25:21;210.00
2025-05-07 18:25:20;8290.00
2025-05-07 18:25:19;16790.00
2025-05-07 18:25:18;25290.00
2025-05-07 18:25:17;33790.00
2025-05-07 18:25:16;42290.00
2025-05-07 18:25:15;50790.00
2025-05-07 18:25:14;59290.00
2025-05-07 18:25:13;67790.00
2025-05-07 18:25:12;76290.00
2025-05-07 18:25:11;84790.00
2025-05-07 18:25:10;93290.00
2025-05-07 18:25:09;98190.00
2025-05-07 18:25:08;89690.00
2025-05-07 18:25:07;81190.00
2025-05-07 18:25:06;72690.00
2025-05-07 18:25:05;64190.00
2025-05-07 18:25:04;55690.00
2025-05-07 18:25:03;47190.00
2025-05-07 18:25:02;38690.00
2025-05-07 18:25:01;30190.00
2025-05-07 18:25:00;21690.00
2025-05-07 18:24:59;13190.00
2025-05-07 18:24:58;4690.00
2025-05-07 18:24:57;3810.00
2025-05-07 18:24:56;12310.00
2025-05-07 18:24:55;20810.00
2025-05-07 18:24:54;29310.00
2025-05-07 18:24:53;37810.00
2025-05-07 18:24:52;46310.00
2025-05-07 18:24:51;54810.00
2025-05-07 18:24:50;63310.00
2025-05-07 18:24:49;71810.00
2025-05-07 18:24:48;80310.00
2025-05-07 18:24:47;88810.00
2025-05-07 18:24:46;97310.00
2025-05-07 18:24:45;94170.00
2025-05-07 18:24:44;85670.00
2025-05-07 18:24:43;77170.00
2025-05-07 18:24:42;68670.00
2025-05-07 18:24:41;60170.00
2025-05-07 18:24:40;51670.00
2025-05-07 18:24:39;43170.00
2025-05-07 18:24:38;34670.00
2025-05-07 18:24:37;26170.00
2025-05-07 18:24:36;17670.00
2025-05-07 18:24:35;9170.00
2025-05-07 18:24:34;670.00
2025-05-07 18:24:33;7830.00
2025-05-07 18:24:32;16330.00
2025-05-07 18:24:31;24830.00
2025-05-07 18:24:30;33330.00
2025-05-07 18:24:29;41830.00
2025-05-07 18:24:28;50330.00
2025-05-07 18:24:27;58830.00
2025-05-07 18:24:26;67330.00
2025-05-07 18:24:25;75830.00
2025-05-07 18:24:24;84330.00
2025-05-07 18:24:23;92830.00
2025-05-07 18:24:22;98650.00
2025-05-07 18:24:21;90150.00
2025-05-07 18:24:20;81650.00
2025-05-07 18:24:19;73150.00
2025-05-07 18:24:18;64650.00
2025-05-07 18:24:17;56150.00
2025-05-07 18:24:16;47650.00
2025-05-07 18:24:15;39150.00
2025-05-07 18:24:14;30650.00
2025-05-07 18:24:13;22150.00
2025-05-07 18:24:12;13650.00
2025-05-07 18:24:11;5150.00
2025-05-07 18:24:10;3350.00
2025-05-07 18:24:09;11850.00
2025-05-07 18:24:08;20350.00
2025-05-07 18:24:07;28850.00
2025-05-07 18:24:06;37350.00
2025-05-07 18:24:05;45850.00
2025-05-07 18:24:04;54350.00
2025-05-07 18:24:03;62850.00
2025-05-07 18:24:02;71350.00
2025-05-07 18:24:01;79850.00
2025-05-07 18:24:00;88350.00
2025-05-07 18:23:59;96850.00
2025-05-07 18:23:58;94630.00
2025-05-07 18:23:57;86130.00
2025-05-07 18:23:56;77630.00
2025-05-07 18:23:55;69130.00
2025-05-07 18:23:54;60630.00
2025-05-07 18:23:53;52130.00
2025-05-07 18:23:52;43630.00
2025-05-07 18:23:51;35130.00
2025-05-07 18:23:50;26630.00
2025-05-07 18:23:49;18130.00
2025-05-07 18:23:48;9630.00
2025-05-07 18:23:47;1130.00
2025-05-07 18:23:46;7370.00
2025-05-07 18:23:45;15870.00
2025-05-07 18:23:44;24370.00
2025-05-07 18:23:43;32870.00
2025-05-07 18:23:42;41370.00
2025-05-07 18:23:41;49870.00
2025-05-07 18:23:40;58370.00
2025-05-07 18:23:39;66870.00
2025-05-07 18:23:38;75370.00
2025-05-07 18:23:37;83870.00
2025-05-07 18:23:36;92370.00
2025-05-07 18:23:35;99110.00
2025-05-07 18:23:34;90610.00
2025-05-07 18:23:33;82110.00
2025-05-07 18:23:32;73610.00
