Fecha y Hora;PIT-301B - Presión salida bomba B-301B
2025-05-07 18:34:00;12.52
2025-05-07 18:33:59;4.02
2025-05-07 18:33:58;4.48
2025-05-07 18:33:57;12.98
2025-05-07 18:33:56;21.48
2025-05-07 18:33:55;29.98
2025-05-07 18:33:54;38.48
2025-05-07 18:33:53;46.98
2025-05-07 18:33:52;55.48
2025-05-07 18:33:51;63.98
2025-05-07 18:33:50;72.48
2025-05-07 18:33:49;80.98
2025-05-07 18:33:48;89.48
2025-05-07 18:33:47;97.98
2025-05-07 18:33:46;93.50
2025-05-07 18:33:45;85.00
2025-05-07 18:33:44;76.50
2025-05-07 18:33:43;68.00
2025-05-07 18:33:42;59.50
2025-05-07 18:33:41;51.00
2025-05-07 18:33:40;42.50
2025-05-07 18:33:39;34.00
2025-05-07 18:33:38;25.50
2025-05-07 18:33:37;17.00
2025-05-07 18:33:36;8.50
2025-05-07 18:33:35;0.00
2025-05-07 18:33:34;8.50
2025-05-07 18:33:33;17.00
2025-05-07 18:33:32;25.50
2025-05-07 18:33:31;34.00
2025-05-07 18:33:30;42.50
2025-05-07 18:33:29;51.00
2025-05-07 18:33:28;59.50
2025-05-07 18:33:27;68.00
2025-05-07 18:33:26;76.50
2025-05-07 18:33:25;85.00
2025-05-07 18:33:24;93.50
2025-05-07 18:33:23;97.98
2025-05-07 18:33:22;89.48
2025-05-07 18:33:21;80.98
2025-05-07 18:33:20;72.48
2025-05-07 18:33:19;63.98
2025-05-07 18:33:18;55.48
2025-05-07 18:33:17;46.98
2025-05-07 18:33:16;38.48
2025-05-07 18:33:15;29.98
2025-05-07 18:33:14;21.48
2025-05-07 18:33:13;12.98
2025-05-07 18:33:12;4.48
2025-05-07 18:33:11;4.02
2025-05-07 18:33:10;12.52
2025-05-07 18:33:09;21.02
2025-05-07 18:33:08;29.52
2025-05-07 18:33:07;38.02
2025-05-07 18:33:06;46.52
2025-05-07 18:33:05;55.02
2025-05-07 18:33:04;63.52
2025-05-07 18:33:03;72.02
2025-05-07 18:33:02;80.52
2025-05-07 18:33:01;89.02
2025-05-07 18:33:00;97.52
2025-05-07 18:32:59;93.96
2025-05-07 18:32:58;85.46
2025-05-07 18:32:57;76.96
2025-05-07 18:32:56;68.46
2025-05-07 18:32:55;59.96
2025-05-07 18:32:54;51.46
2025-05-07 18:32:53;42.96
2025-05-07 18:32:52;34.46
2025-05-07 18:32:51;25.96
2025-05-07 18:32:50;17.46
2025-05-07 18:32:49;8.96
2025-05-07 18:32:48;0.46
2025-05-07 18:32:47;8.04
2025-05-07 18:32:46;16.54
2025-05-07 18:32:45;25.04
2025-05-07 18:32:44;33.54
2025-05-07 18:32:43;42.04
2025-05-07 18:32:42;50.54
2025-05-07 18:32:41;59.04
2025-05-07 18:32:40;67.54
2025-05-07 18:32:39;76.04
2025-05-07 18:32:38;84.54
2025-05-07 18:32:37;93.04
2025-05-07 18:32:36;98.44
2025-05-07 18:32:35;89.94
2025-05-07 18:32:34;81.44
2025-05-07 18:32:33;72.94
2025-05-07 18:32:32;64.44
2025-05-07 18:32:31;55.94
2025-05-07 18:32:30;47.44
2025-05-07 18:32:29;38.94
2025-05-07 18:32:28;30.44
2025-05-07 18:32:27;21.94
2025-05-07 18:32:26;13.44
2025-05-07 18:32:25;4.94
2025-05-07 18:32:24;3.56
2025-05-07 18:32:23;12.06
2025-05-07 18:32:22;20.56
2025-05-07 18:32:21;29.06
2025-05-07 18:32:20;37.56
2025-05-07 18:32:19;46.06
2025-05-07 18:32:18;54.56
2025-05-07 18:32:17;63.06
2025-05-07 18:32:16;71.56
2025-05-07 18:32:15;80.06
2025-05-07 18:32:14;88.56
2025-05-07 18:32:13;97.06
2025-05-07 18:32:12;94.42
2025-05-07 18:32:11;85.92
2025-05-07 18:32:10;77.42
2025-05-07 18:32:09;68.92
2025-05-07 18:32:08;60.42
2025-05-07 18:32:07;51.92
2025-05-07 18:32:06;43.42
2025-05-07 18:32:05;34.92
2025-05-07 18:32:04;26.42
2025-05-07 18:32:03;17.92
2025-05-07 18:32:02;9.42
2025-05-07 18:32:01;0.92
2025-05-07 18:32:00;7.58
2025-05-07 18:31:59;16.08
2025-05-07 18:31:58;24.58
2025-05-07 18:31:57;33.08
2025-05-07 18:31:56;41.58
2025-05-07 18:31:55;50.08
2025-05-07 18:31:54;58.58
2025-05-07 18:31:53;67.08
2025-05-07 18:31:52;75.58
2025-05-07 18:31:51;84.08
2025-05-07 18:31:50;92.58
2025-05-07 18:31:49;98.90
2025-05-07 18:31:48;90.40
2025-05-07 18:31:47;81.90
2025-05-07 18:31:46;73.40
2025-05-07 18:31:45;64.90
2025-05-07 18:31:44;56.40
2025-05-07 18:31:43;47.90
2025-05-07 18:31:42;39.40
2025-05-07 18:31:41;30.90
2025-05-07 18:31:40;22.40
2025-05-07 18:31:39;13.90
2025-05-07 18:31:38;5.40
2025-05-07 18:31:37;3.10
2025-05-07 18:31:36;11.60
2025-05-07 18:31:35;20.10
2025-05-07 18:31:34;28.60
2025-05-07 18:31:33;37.10
2025-05-07 18:31:32;45.60
2025-05-07 18:31:31;54.10
2025-05-07 18:31:30;62.60
2025-05-07 18:31:29;71.10
2025-05-07 18:31:28;79.60
2025-05-07 18:31:27;88.10
2025-05-07 18:31:26;96.60
2025-05-07 18:31:25;94.88
2025-05-07 18:31:24;86.38
2025-05-07 18:31:23;77.88
2025-05-07 18:31:22;69.38
2025-05-07 18:31:21;60.88
2025-05-07 18:31:20;52.38
2025-05-07 18:31:19;43.88
2025-05-07 18:31:18;35.38
2025-05-07 18:31:17;26.88
2025-05-07 18:31:16;18.38
2025-05-07 18:31:15;9.88
2025-05-07 18:31:14;1.38
2025-05-07 18:31:13;7.12
2025-05-07 18:31:12;15.62
2025-05-07 18:31:11;24.12
2025-05-07 18:31:10;32.62
2025-05-07 18:31:09;41.12
2025-05-07 18:31:08;49.62
2025-05-07 18:31:07;58.12
2025-05-07 18:31:06;66.62
2025-05-07 18:31:05;75.12
2025-05-07 18:31:04;83.62
2025-05-07 18:31:03;92.12
2025-05-07 18:31:02;99.36
2025-05-07 18:31:01;90.86
2025-05-07 18:31:00;82.36
2025-05-07 18:30:59;73.86
2025-05-07 18:30:58;65.36
2025-05-07 18:30:57;56.86
2025-05-07 18:30:56;48.36
2025-05-07 18:30:55;39.86
2025-05-07 18:30:54;31.36
2025-05-07 18:30:53;22.86
2025-05-07 18:30:52;14.36
2025-05-07 18:30:51;5.86
2025-05-07 18:30:50;2.64
2025-05-07 18:30:49;11.14
2025-05-07 18:30:48;19.64
2025-05-07 18:30:47;28.14
2025-05-07 18:30:46;36.64
2025-05-07 18:30:45;45.14
2025-05-07 18:30:44;53.64
2025-05-07 18:30:43;62.14
2025-05-07 18:30:42;70.64
2025-05-07 18:30:41;79.14
2025-05-07 18:30:40;87.64
2025-05-07 18:30:39;96.14
2025-05-07 18:30:38;95.34
2025-05-07 18:30:37;86.84
2025-05-07 18:30:36;78.34
2025-05-07 18:30:35;69.84
2025-05-07 18:30:34;61.34
2025-05-07 18:30:33;52.84
2025-05-07 18:30:32;44.34
2025-05-07 18:30:31;35.84
2025-05-07 18:30:30;27.34
2025-05-07 18:30:29;18.84
2025-05-07 18:30:28;10.34
2025-05-07 18:30:27;1.84
2025-05-07 18:30:26;6.66
2025-05-07 18:30:25;15.16
2025-05-07 18:30:24;23.66
2025-05-07 18:30:23;32.16
2025-05-07 18:30:22;40.66
2025-05-07 18:30:21;49.16
2025-05-07 18:30:20;57.66
2025-05-07 18:30:19;66.16
2025-05-07 18:30:18;74.66
2025-05-07 18:30:17;83.16
2025-05-07 18:30:16;91.66
2025-05-07 18:30:15;99.82
2025-05-07 18:30:14;91.32
2025-05-07 18:30:13;82.82
2025-05-07 18:30:12;74.32
2025-05-07 18:30:11;65.82
2025-05-07 18:30:10;57.32
2025-05-07 18:30:09;48.82
2025-05-07 18:30:08;40.32
2025-05-07 18:30:07;31.82
2025-05-07 18:30:06;23.32
2025-05-07 18:30:05;14.82
2025-05-07 18:30:04;6.32
2025-05-07 18:30:03;2.18
2025-05-07 18:30:02;10.68
2025-05-07 18:30:01;19.18
2025-05-07 18:30:00;27.68
2025-05-07 18:29:59;36.18
2025-05-07 18:29:58;44.68
2025-05-07 18:29:57;53.18
2025-05-07 18:29:56;61.68
2025-05-07 18:29:55;70.18
2025-05-07 18:29:54;78.68
2025-05-07 18:29:53;87.18
2025-05-07 18:29:52;95.68
2025-05-07 18:29:51;95.80
2025-05-07 18:29:50;87.30
2025-05-07 18:29:49;78.80
2025-05-07 18:29:48;70.30
2025-05-07 18:29:47;61.80
2025-05-07 18:29:46;53.30
2025-05-07 18:29:45;44.80
2025-05-07 18:29:44;36.30
2025-05-07 18:29:43;27.80
2025-05-07 18:29:42;19.30
2025-05-07 18:29:41;10.80
2025-05-07 18:29:40;2.30
2025-05-07 18:29:39;6.20
2025-05-07 18:29:38;14.70
2025-05-07 18:29:37;23.20
2025-05-07 18:29:36;31.70
2025-05-07 18:29:35;40.20
2025-05-07 18:29:34;48.70
2025-05-07 18:29:33;57.20
2025-05-07 18:29:32;65.70
2025-05-07 18:29:31;74.20
2025-05-07 18:29:30;82.70
2025-05-07 18:29:29;91.20
2025-05-07 18:29:28;99.70
2025-05-07 18:29:27;91.78
2025-05-07 18:29:26;83.28
2025-05-07 18:29:25;74.78
2025-05-07 18:29:24;66.28
2025-05-07 18:29:23;57.78
2025-05-07 18:29:22;49.28
2025-05-07 18:29:21;40.78
2025-05-07 18:29:20;32.28
2025-05-07 18:29:19;23.78
2025-05-07 18:29:18;15.28
2025-05-07 18:29:17;6.78
2025-05-07 18:29:16;1.72
2025-05-07 18:29:15;10.22
2025-05-07 18:29:14;18.72
2025-05-07 18:29:13;27.22
2025-05-07 18:29:12;35.72
2025-05-07 18:29:11;44.22
2025-05-07 18:29:10;52.72
2025-05-07 18:29:09;61.22
2025-05-07 18:29:08;69.72
2025-05-07 18:29:07;78.22
2025-05-07 18:29:06;86.72
2025-05-07 18:29:05;95.22
2025-05-07 18:29:04;96.26
2025-05-07 18:29:03;87.76
2025-05-07 18:29:02;79.26
2025-05-07 18:29:01;70.76
2025-05-07 18:29:00;62.26
2025-05-07 18:28:59;53.76
2025-05-07 18:28:58;45.26
2025-05-07 18:28:57;36.76
2025-05-07 18:28:56;28.26
2025-05-07 18:28:55;19.76
2025-05-07 18:28:54;11.26
2025-05-07 18:28:53;2.76
2025-05-07 18:28:52;5.74
2025-05-07 18:28:51;14.24
2025-05-07 18:28:50;22.74
2025-05-07 18:28:49;31.24
2025-05-07 18:28:48;39.74
2025-05-07 18:28:47;48.24
2025-05-07 18:28:46;56.74
2025-05-07 18:28:45;65.24
2025-05-07 18:28:44;73.74
2025-05-07 18:28:43;82.24
2025-05-07 18:28:42;90.74
2025-05-07 18:28:41;99.24
2025-05-07 18:28:40;92.24
2025-05-07 18:28:39;83.74
2025-05-07 18:28:38;75.24
2025-05-07 18:28:37;66.74
2025-05-07 18:28:36;58.24
2025-05-07 18:28:35;49.74
2025-05-07 18:28:34;41.24
2025-05-07 18:28:33;32.74
2025-05-07 18:28:32;24.24
2025-05-07 18:28:31;15.74
2025-05-07 18:28:30;7.24
2025-05-07 18:28:29;1.26
2025-05-07 18:28:28;9.76
2025-05-07 18:28:27;18.26
2025-05-07 18:28:26;26.76
2025-05-07 18:28:25;35.26
2025-05-07 18:28:24;43.76
2025-05-07 18:28:23;52.26
2025-05-07 18:28:22;60.76
2025-05-07 18:28:21;69.26
2025-05-07 18:28:20;77.76
2025-05-07 18:28:19;86.26
2025-05-07 18:28:18;94.76
2025-05-07 18:28:17;96.72
2025-05-07 18:28:16;88.22
2025-05-07 18:28:15;79.72
2025-05-07 18:28:14;71.22
2025-05-07 18:28:13;62.72
2025-05-07 18:28:12;54.22
2025-05-07 18:28:11;45.72
2025-05-07 18:28:10;37.22
2025-05-07 18:28:09;28.72
2025-05-07 18:28:08;20.22
2025-05-07 18:28:07;11.72
2025-05-07 18:28:06;3.22
2025-05-07 18:28:05;5.28
2025-05-07 18:28:04;13.78
2025-05-07 18:28:03;22.28
2025-05-07 18:28:02;30.78
2025-05-07 18:28:01;39.28
2025-05-07 18:28:00;47.78
2025-05-07 18:27:59;56.28
2025-05-07 18:27:58;64.78
2025-05-07 18:27:57;73.28
2025-05-07 18:27:56;81.78
2025-05-07 18:27:55;90.28
2025-05-07 18:27:54;98.78
2025-05-07 18:27:53;92.70
2025-05-07 18:27:52;84.20
2025-05-07 18:27:51;75.70
2025-05-07 18:27:50;67.20
2025-05-07 18:27:49;58.70
2025-05-07 18:27:48;50.20
2025-05-07 18:27:47;41.70
2025-05-07 18:27:46;33.20
2025-05-07 18:27:45;24.70
2025-05-07 18:27:44;16.20
2025-05-07 18:27:43;7.70
2025-05-07 18:27:42;0.80
2025-05-07 18:27:41;9.30
2025-05-07 18:27:40;17.80
2025-05-07 18:27:39;26.30
2025-05-07 18:27:38;34.80
2025-05-07 18:27:37;43.30
2025-05-07 18:27:36;51.80
2025-05-07 18:27:35;60.30
2025-05-07 18:27:34;68.80
2025-05-07 18:27:33;77.30
2025-05-07 18:27:32;85.80
2025-05-07 18:27:31;94.30
2025-05-07 18:27:30;97.18
2025-05-07 18:27:29;88.68
2025-05-07 18:27:28;80.18
2025-05-07 18:27:27;71.68
2025-05-07 18:27:26;63.18
2025-05-07 18:27:25;54.68
2025-05-07 18:27:24;46.18
2025-05-07 18:27:23;37.68
2025-05-07 18:27:22;29.18
2025-05-07 18:27:21;20.68
2025-05-07 18:27:20;12.18
2025-05-07 18:27:19;3.68
2025-05-07 18:27:18;4.82
2025-05-07 18:27:17;13.32
2025-05-07 18:27:16;21.82
2025-05-07 18:27:15;30.32
2025-05-07 18:27:14;38.82
2025-05-07 18:27:13;47.32
2025-05-07 18:27:12;55.82
2025-05-07 18:27:11;64.32
2025-05-07 18:27:10;72.82
2025-05-07 18:27:09;81.32
2025-05-07 18:27:08;89.82
2025-05-07 18:27:07;98.32
2025-05-07 18:27:06;93.16
2025-05-07 18:27:05;84.66
2025-05-07 18:27:04;76.16
2025-05-07 18:27:03;67.66
2025-05-07 18:27:02;59.16
2025-05-07 18:27:01;50.66
2025-05-07 18:27:00;42.16
2025-05-07 18:26:59;33.66
2025-05-07 18:26:58;25.16
2025-05-07 18:26:57;16.66
2025-05-07 18:26:56;8.16
2025-05-07 18:26:55;0.34
2025-05-07 18:26:54;8.84
2025-05-07 18:26:53;17.34
2025-05-07 18:26:52;25.84
2025-05-07 18:26:51;34.34
2025-05-07 18:26:50;42.84
2025-05-07 18:26:49;51.34
2025-05-07 18:26:48;59.84
2025-05-07 18:26:47;68.34
2025-05-07 18:26:46;76.84
2025-05-07 18:26:45;85.34
2025-05-07 18:26:44;93.84
2025-05-07 18:26:43;97.64
2025-05-07 18:26:42;89.14
2025-05-07 18:26:41;80.64
2025-05-07 18:26:40;72.14
2025-05-07 18:26:39;63.64
2025-05-07 18:26:38;55.14
2025-05-07 18:26:37;46.64
2025-05-07 18:26:36;38.14
2025-05-07 18:26:35;29.64
2025-05-07 18:26:34;21.14
2025-05-07 18:26:33;12.64
2025-05-07 18:26:32;4.14
2025-05-07 18:26:31;4.36
2025-05-07 18:26:30;12.86
2025-05-07 18:26:29;21.36
2025-05-07 18:26:28;29.86
2025-05-07 18:26:27;38.36
2025-05-07 18:26:26;46.86
2025-05-07 18:26:25;55.36
2025-05-07 18:26:24;63.86
2025-05-07 18:26:23;72.36
2025-05-07 18:26:22;80.86
2025-05-07 18:26:21;89.36
2025-05-07 18:26:20;97.86
2025-05-07 18:26:19;93.62
2025-05-07 18:26:18;85.12
2025-05-07 18:26:17;76.62
2025-05-07 18:26:16;68.12
2025-05-07 18:26:15;59.62
2025-05-07 18:26:14;51.12
2025-05-07 18:26:13;42.62
2025-05-07 18:26:12;34.12
2025-05-07 18:26:11;25.62
2025-05-07 18:26:10;17.12
2025-05-07 18:26:09;8.62
2025-05-07 18:26:08;0.12
2025-05-07 18:26:07;8.38
2025-05-07 18:26:06;16.88
2025-05-07 18:26:05;25.38
2025-05-07 18:26:04;33.88
2025-05-07 18:26:03;42.38
2025-05-07 18:26:02;50.88
2025-05-07 18:26:01;59.38
2025-05-07 18:26:00;67.88
2025-05-07 18:25:59;76.38
2025-05-07 18:25:58;84.88
2025-05-07 18:25:57;93.38
2025-05-07 18:25:56;98.10
2025-05-07 18:25:55;89.60
2025-05-07 18:25:54;81.10
2025-05-07 18:25:53;72.60
2025-05-07 18:25:52;64.10
2025-05-07 18:25:51;55.60
2025-05-07 18:25:50;47.10
2025-05-07 18:25:49;38.60
2025-05-07 18:25:48;30.10
2025-05-07 18:25:47;21.60
2025-05-07 18:25:46;13.10
2025-05-07 18:25:45;4.60
2025-05-07 18:25:44;3.90
2025-05-07 18:25:43;12.40
2025-05-07 18:25:42;20.90
2025-05-07 18:25:41;29.40
2025-05-07 18:25:40;37.90
2025-05-07 18:25:39;46.40
2025-05-07 18:25:38;54.90
2025-05-07 18:25:37;63.40
2025-05-07 18:25:36;71.90
2025-05-07 18:25:35;80.40
2025-05-07 18:25:34;88.90
2025-05-07 18:25:33;97.40
2025-05-07 18:25:32;94.08
2025-05-07 18:25:31;85.58
2025-05-07 18:25:30;77.08
2025-05-07 18:25:29;68.58
2025-05-07 18:25:28;60.08
2025-05-07 18:25:27;51.58
2025-05-07 18:25:26;43.08
2025-05-07 18:25:25;34.58
2025-05-07 18:25:24;26.08
2025-05-07 18:25:23;17.58
2025-05-07 18:25:22;9.08
2025-05-07 18:25:21;0.58
2025-05-07 18:25:20;7.92
2025-05-07 18:25:19;16.42
2025-05-07 18:25:18;24.92
2025-05-07 18:25:17;33.42
2025-05-07 18:25:16;41.92
2025-05-07 18:25:15;50.42
2025-05-07 18:25:14;58.92
2025-05-07 18:25:13;67.42
2025-05-07 18:25:12;75.92
2025-05-07 18:25:11;84.42
2025-05-07 18:25:10;92.92
2025-05-07 18:25:09;98.56
2025-05-07 18:25:08;90.06
2025-05-07 18:25:07;81.56
2025-05-07 18:25:06;73.06
2025-05-07 18:25:05;64.56
2025-05-07 18:25:04;56.06
2025-05-07 18:25:03;47.56
2025-05-07 18:25:02;39.06
2025-05-07 18:25:01;30.56
2025-05-07 18:25:00;22.06
2025-05-07 18:24:59;13.56
2025-05-07 18:24:58;5.06
2025-05-07 18:24:57;3.44
2025-05-07 18:24:56;11.94
2025-05-07 18:24:55;20.44
2025-05-07 18:24:54;28.94
2025-05-07 18:24:53;37.44
2025-05-07 18:24:52;45.94
2025-05-07 18:24:51;54.44
2025-05-07 18:24:50;62.94
2025-05-07 18:24:49;71.44
2025-05-07 18:24:48;79.94
2025-05-07 18:24:47;88.44
2025-05-07 18:24:46;96.94
2025-05-07 18:24:45;94.54
2025-05-07 18:24:44;86.04
2025-05-07 18:24:43;77.54
2025-05-07 18:24:42;69.04
2025-05-07 18:24:41;60.54
2025-05-07 18:24:40;52.04
2025-05-07 18:24:39;43.54
2025-05-07 18:24:38;35.04
2025-05-07 18:24:37;26.54
2025-05-07 18:24:36;18.04
2025-05-07 18:24:35;9.54
2025-05-07 18:24:34;1.04
2025-05-07 18:24:33;7.46
2025-05-07 18:24:32;15.96
2025-05-07 18:24:31;24.46
2025-05-07 18:24:30;32.96
2025-05-07 18:24:29;41.46
2025-05-07 18:24:28;49.96
2025-05-07 18:24:27;58.46
2025-05-07 18:24:26;66.96
2025-05-07 18:24:25;75.46
2025-05-07 18:24:24;83.96
2025-05-07 18:24:23;92.46
2025-05-07 18:24:22;99.02
2025-05-07 18:24:21;90.52
2025-05-07 18:24:20;82.02
2025-05-07 18:24:19;73.52
2025-05-07 18:24:18;65.02
2025-05-07 18:24:17;56.52
2025-05-07 18:24:16;48.02
2025-05-07 18:24:15;39.52
2025-05-07 18:24:14;31.02
2025-05-07 18:24:13;22.52
2025-05-07 18:24:12;14.02
2025-05-07 18:24:11;5.52
2025-05-07 18:24:10;2.98
2025-05-07 18:24:09;11.48
2025-05-07 18:24:08;19.98
2025-05-07 18:24:07;28.48
2025-05-07 18:24:06;36.98
2025-05-07 18:24:05;45.48
2025-05-07 18:24:04;53.98
2025-05-07 18:24:03;62.48
2025-05-07 18:24:02;70.98
2025-05-07 18:24:01;79.48
2025-05-07 18:24:00;87.98
2025-05-07 18:23:59;96.48
2025-05-07 18:23:58;95.00
2025-05-07 18:23:57;86.50
2025-05-07 18:23:56;78.00
2025-05-07 18:23:55;69.50
2025-05-07 18:23:54;61.00
2025-05-07 18:23:53;52.50
2025-05-07 18:23:52;44.00
2025-05-07 18:23:51;35.50
2025-05-07 18:23:50;27.00
2025-05-07 18:23:49;18.50
2025-05-07 18:23:48;10.00
2025-05-07 18:23:47;1.50
2025-05-07 18:23:46;7.00
2025-05-07 18:23:45;15.50
2025-05-07 18:23:44;24.00
2025-05-07 18:23:43;32.50
2025-05-07 18:23:42;41.00
2025-05-07 18:23:41;49.50
2025-05-07 18:23:40;58.00
2025-05-07 18:23:39;66.50
2025-05-07 18:23:38;75.00
2025-05-07 18:23:37;83.50
2025-05-07 18:23:36;92.00
2025-05-07 18:23:35;99.48
2025-05-07 18:23:34;90.98
2025-05-07 18:23:33;82.48
2025-05-07 18:23:32;73.98
2025-05-07 18:23:31;65.48
2025-05-07 18:23:30;56.98
2025-05-07 18:23:29;48.48
2025-05-07 18:23:28;39.98
2025-05-07 18:23:27;31.48
2025-05-07 18:23:26;22.98
2025-05-07 18:23:25;14.48
2025-05-07 18:23:24;5.98
2025-05-07 18:23:23;2.52
2025-05-07 18:23:22;11.02
2025-05-07 18:23:21;19.52
2025-05-07 18:23:20;28.02
2025-05-07 18:23:19;36.52
2025-05-07 18:23:18;45.02
2025-05-07 18:23:17;53.52
2025-05-07 18:23:16;62.02
2025-05-07 18:23:15;70.52
2025-05-07 18:23:14;79.02
2025-05-07 18:23:13;87.52
2025-05-07 18:23:12;96.02
2025-05-07 18:23:11;95.46
2025-05-07 18:23:10;86.96
2025-05-07 18:23:09;78.46
2025-05-07 18:23:08;69.96
2025-05-07 18:23:07;61.46
2025-05-07 18:23:06;52.96
2025-05-07 18:23:05;44.46
2025-05-07 18:23:04;35.96
2025-05-07 18:23:03;27.46
2025-05-07 18:23:02;18.96
2025-05-07 18:23:01;10.46
2025-05-07 18:23:00;1.96
2025-05-07 18:22:59;6.54
2025-05-07 18:22:58;15.04
2025-05-07 18:22:57;23.54
2025-05-07 18:22:56;32.04
2025-05-07 18:22:55;40.54
2025-05-07 18:22:54;49.04
2025-05-07 18:22:53;57.54
2025-05-07 18:22:52;66.04
2025-05-07 18:22:51;74.54
2025-05-07 18:22:50;83.04
2025-05-07 18:22:49;91.54
2025-05-07 18:22:48;99.94
2025-05-07 18:22:47;91.44
