Fecha y Hora;PIT-402A - Presión salida bomba B-402A
2025-05-07 18:35:06;26.41
2025-05-07 18:35:05;34.91
2025-05-07 18:35:04;43.41
2025-05-07 18:35:03;51.91
2025-05-07 18:35:02;60.41
2025-05-07 18:35:01;68.91
2025-05-07 18:35:00;77.41
2025-05-07 18:34:59;85.91
2025-05-07 18:34:58;94.41
2025-05-07 18:34:57;97.07
2025-05-07 18:34:56;88.57
2025-05-07 18:34:55;80.07
2025-05-07 18:34:54;71.57
2025-05-07 18:34:53;63.07
2025-05-07 18:34:52;54.57
2025-05-07 18:34:51;46.07
2025-05-07 18:34:50;37.57
2025-05-07 18:34:49;29.07
2025-05-07 18:34:48;20.57
2025-05-07 18:34:47;12.07
2025-05-07 18:34:46;3.57
2025-05-07 18:34:45;4.93
2025-05-07 18:34:44;13.43
2025-05-07 18:34:43;21.93
2025-05-07 18:34:42;30.43
2025-05-07 18:34:41;38.93
2025-05-07 18:34:40;47.43
2025-05-07 18:34:39;55.93
2025-05-07 18:34:38;64.43
2025-05-07 18:34:37;72.93
2025-05-07 18:34:36;81.43
2025-05-07 18:34:35;89.93
2025-05-07 18:34:34;98.43
2025-05-07 18:34:33;93.05
2025-05-07 18:34:32;84.55
2025-05-07 18:34:31;76.05
2025-05-07 18:34:30;67.55
2025-05-07 18:34:29;59.05
2025-05-07 18:34:28;50.55
2025-05-07 18:34:27;42.05
2025-05-07 18:34:26;33.55
2025-05-07 18:34:25;25.05
2025-05-07 18:34:24;16.55
2025-05-07 18:34:23;8.05
2025-05-07 18:34:22;0.45
2025-05-07 18:34:21;8.95
2025-05-07 18:34:20;17.45
2025-05-07 18:34:19;25.95
2025-05-07 18:34:18;34.45
2025-05-07 18:34:17;42.95
2025-05-07 18:34:16;51.45
2025-05-07 18:34:15;59.95
2025-05-07 18:34:14;68.45
2025-05-07 18:34:13;76.95
2025-05-07 18:34:12;85.45
2025-05-07 18:34:11;93.95
2025-05-07 18:34:10;97.53
2025-05-07 18:34:09;89.03
2025-05-07 18:34:08;80.53
2025-05-07 18:34:07;72.03
2025-05-07 18:34:06;63.53
2025-05-07 18:34:05;55.03
2025-05-07 18:34:04;46.53
2025-05-07 18:34:03;38.03
2025-05-07 18:34:02;29.53
2025-05-07 18:34:01;21.03
2025-05-07 18:34:00;12.53
2025-05-07 18:33:59;4.03
2025-05-07 18:33:58;4.47
2025-05-07 18:33:57;12.97
2025-05-07 18:33:56;21.47
2025-05-07 18:33:55;29.97
2025-05-07 18:33:54;38.47
2025-05-07 18:33:53;46.97
2025-05-07 18:33:52;55.47
2025-05-07 18:33:51;63.97
2025-05-07 18:33:50;72.47
2025-05-07 18:33:49;80.97
2025-05-07 18:33:48;89.47
2025-05-07 18:33:47;97.97
2025-05-07 18:33:46;93.51
2025-05-07 18:33:45;85.01
2025-05-07 18:33:44;76.51
2025-05-07 18:33:43;68.01
2025-05-07 18:33:42;59.51
2025-05-07 18:33:41;51.01
2025-05-07 18:33:40;42.51
2025-05-07 18:33:39;34.01
2025-05-07 18:33:38;25.51
2025-05-07 18:33:37;17.01
2025-05-07 18:33:36;8.51
2025-05-07 18:33:35;0.01
2025-05-07 18:33:34;8.49
2025-05-07 18:33:33;16.99
2025-05-07 18:33:32;25.49
2025-05-07 18:33:31;33.99
2025-05-07 18:33:30;42.49
2025-05-07 18:33:29;50.99
2025-05-07 18:33:28;59.49
2025-05-07 18:33:27;67.99
2025-05-07 18:33:26;76.49
2025-05-07 18:33:25;84.99
2025-05-07 18:33:24;93.49
2025-05-07 18:33:23;97.99
2025-05-07 18:33:22;89.49
2025-05-07 18:33:21;80.99
2025-05-07 18:33:20;72.49
2025-05-07 18:33:19;63.99
2025-05-07 18:33:18;55.49
2025-05-07 18:33:17;46.99
2025-05-07 18:33:16;38.49
2025-05-07 18:33:15;29.99
2025-05-07 18:33:14;21.49
2025-05-07 18:33:13;12.99
2025-05-07 18:33:12;4.49
2025-05-07 18:33:11;4.01
2025-05-07 18:33:10;12.51
2025-05-07 18:33:09;21.01
2025-05-07 18:33:08;29.51
2025-05-07 18:33:07;38.01
2025-05-07 18:33:06;46.51
2025-05-07 18:33:05;55.01
2025-05-07 18:33:04;63.51
2025-05-07 18:33:03;72.01
2025-05-07 18:33:02;80.51
2025-05-07 18:33:01;89.01
2025-05-07 18:33:00;97.51
2025-05-07 18:32:59;93.97
2025-05-07 18:32:58;85.47
2025-05-07 18:32:57;76.97
2025-05-07 18:32:56;68.47
2025-05-07 18:32:55;59.97
2025-05-07 18:32:54;51.47
2025-05-07 18:32:53;42.97
2025-05-07 18:32:52;34.47
2025-05-07 18:32:51;25.97
2025-05-07 18:32:50;17.47
2025-05-07 18:32:49;8.97
2025-05-07 18:32:48;0.47
2025-05-07 18:32:47;8.03
2025-05-07 18:32:46;16.53
2025-05-07 18:32:45;25.03
2025-05-07 18:32:44;33.53
2025-05-07 18:32:43;42.03
2025-05-07 18:32:42;50.53
2025-05-07 18:32:41;59.03
2025-05-07 18:32:40;67.53
2025-05-07 18:32:39;76.03
2025-05-07 18:32:38;84.53
2025-05-07 18:32:37;93.03
2025-05-07 18:32:36;98.45
2025-05-07 18:32:35;89.95
2025-05-07 18:32:34;81.45
2025-05-07 18:32:33;72.95
2025-05-07 18:32:32;64.45
2025-05-07 18:32:31;55.95
2025-05-07 18:32:30;47.45
2025-05-07 18:32:29;38.95
2025-05-07 18:32:28;30.45
2025-05-07 18:32:27;21.95
2025-05-07 18:32:26;13.45
2025-05-07 18:32:25;4.95
2025-05-07 18:32:24;3.55
2025-05-07 18:32:23;12.05
2025-05-07 18:32:22;20.55
2025-05-07 18:32:21;29.05
2025-05-07 18:32:20;37.55
2025-05-07 18:32:19;46.05
2025-05-07 18:32:18;54.55
2025-05-07 18:32:17;63.05
2025-05-07 18:32:16;71.55
2025-05-07 18:32:15;80.05
2025-05-07 18:32:14;88.55
2025-05-07 18:32:13;97.05
2025-05-07 18:32:12;94.43
2025-05-07 18:32:11;85.93
2025-05-07 18:32:10;77.43
2025-05-07 18:32:09;68.93
2025-05-07 18:32:08;60.43
2025-05-07 18:32:07;51.93
2025-05-07 18:32:06;43.43
2025-05-07 18:32:05;34.93
2025-05-07 18:32:04;26.43
2025-05-07 18:32:03;17.93
2025-05-07 18:32:02;9.43
2025-05-07 18:32:01;0.93
2025-05-07 18:32:00;7.57
2025-05-07 18:31:59;16.07
2025-05-07 18:31:58;24.57
2025-05-07 18:31:57;33.07
2025-05-07 18:31:56;41.57
2025-05-07 18:31:55;50.07
2025-05-07 18:31:54;58.57
2025-05-07 18:31:53;67.07
2025-05-07 18:31:52;75.57
2025-05-07 18:31:51;84.07
2025-05-07 18:31:50;92.57
2025-05-07 18:31:49;98.91
2025-05-07 18:31:48;90.41
2025-05-07 18:31:47;81.91
2025-05-07 18:31:46;73.41
2025-05-07 18:31:45;64.91
2025-05-07 18:31:44;56.41
2025-05-07 18:31:43;47.91
2025-05-07 18:31:42;39.41
2025-05-07 18:31:41;30.91
2025-05-07 18:31:40;22.41
2025-05-07 18:31:39;13.91
2025-05-07 18:31:38;5.41
2025-05-07 18:31:37;3.09
2025-05-07 18:31:36;11.59
2025-05-07 18:31:35;20.09
2025-05-07 18:31:34;28.59
2025-05-07 18:31:33;37.09
2025-05-07 18:31:32;45.59
2025-05-07 18:31:31;54.09
2025-05-07 18:31:30;62.59
2025-05-07 18:31:29;71.09
2025-05-07 18:31:28;79.59
2025-05-07 18:31:27;88.09
2025-05-07 18:31:26;96.59
2025-05-07 18:31:25;94.89
2025-05-07 18:31:24;86.39
2025-05-07 18:31:23;77.89
2025-05-07 18:31:22;69.39
2025-05-07 18:31:21;60.89
2025-05-07 18:31:20;52.39
2025-05-07 18:31:19;43.89
2025-05-07 18:31:18;35.39
2025-05-07 18:31:17;26.89
2025-05-07 18:31:16;18.39
2025-05-07 18:31:15;9.89
2025-05-07 18:31:14;1.39
2025-05-07 18:31:13;7.11
2025-05-07 18:31:12;15.61
2025-05-07 18:31:11;24.11
2025-05-07 18:31:10;32.61
2025-05-07 18:31:09;41.11
2025-05-07 18:31:08;49.61
2025-05-07 18:31:07;58.11
2025-05-07 18:31:06;66.61
2025-05-07 18:31:05;75.11
2025-05-07 18:31:04;83.61
2025-05-07 18:31:03;92.11
2025-05-07 18:31:02;99.37
2025-05-07 18:31:01;90.87
2025-05-07 18:31:00;82.37
2025-05-07 18:30:59;73.87
2025-05-07 18:30:58;65.37
2025-05-07 18:30:57;56.87
2025-05-07 18:30:56;48.37
2025-05-07 18:30:55;39.87
2025-05-07 18:30:54;31.37
2025-05-07 18:30:53;22.87
2025-05-07 18:30:52;14.37
2025-05-07 18:30:51;5.87
2025-05-07 18:30:50;2.63
2025-05-07 18:30:49;11.13
2025-05-07 18:30:48;19.63
2025-05-07 18:30:47;28.13
2025-05-07 18:30:46;36.63
2025-05-07 18:30:45;45.13
2025-05-07 18:30:44;53.63
2025-05-07 18:30:43;62.13
2025-05-07 18:30:42;70.63
2025-05-07 18:30:41;79.13
2025-05-07 18:30:40;87.63
2025-05-07 18:30:39;96.13
2025-05-07 18:30:38;95.35
2025-05-07 18:30:37;86.85
2025-05-07 18:30:36;78.35
2025-05-07 18:30:35;69.85
2025-05-07 18:30:34;61.35
2025-05-07 18:30:33;52.85
2025-05-07 18:30:32;44.35
2025-05-07 18:30:31;35.85
2025-05-07 18:30:30;27.35
2025-05-07 18:30:29;18.85
2025-05-07 18:30:28;10.35
2025-05-07 18:30:27;1.85
2025-05-07 18:30:26;6.65
2025-05-07 18:30:25;15.15
2025-05-07 18:30:24;23.65
2025-05-07 18:30:23;32.15
2025-05-07 18:30:22;40.65
2025-05-07 18:30:21;49.15
2025-05-07 18:30:20;57.65
2025-05-07 18:30:19;66.15
2025-05-07 18:30:18;74.65
2025-05-07 18:30:17;83.15
2025-05-07 18:30:16;91.65
2025-05-07 18:30:15;99.83
2025-05-07 18:30:14;91.33
2025-05-07 18:30:13;82.83
2025-05-07 18:30:12;74.33
2025-05-07 18:30:11;65.83
2025-05-07 18:30:10;57.33
2025-05-07 18:30:09;48.83
2025-05-07 18:30:08;40.33
2025-05-07 18:30:07;31.83
2025-05-07 18:30:06;23.33
2025-05-07 18:30:05;14.83
2025-05-07 18:30:04;6.33
2025-05-07 18:30:03;2.17
2025-05-07 18:30:02;10.67
2025-05-07 18:30:01;19.17
2025-05-07 18:30:00;27.67
2025-05-07 18:29:59;36.17
2025-05-07 18:29:58;44.67
2025-05-07 18:29:57;53.17
2025-05-07 18:29:56;61.67
2025-05-07 18:29:55;70.17
2025-05-07 18:29:54;78.67
2025-05-07 18:29:53;87.17
2025-05-07 18:29:52;95.67
2025-05-07 18:29:51;95.81
2025-05-07 18:29:50;87.31
2025-05-07 18:29:49;78.81
2025-05-07 18:29:48;70.31
2025-05-07 18:29:47;61.81
2025-05-07 18:29:46;53.31
2025-05-07 18:29:45;44.81
2025-05-07 18:29:44;36.31
2025-05-07 18:29:43;27.81
2025-05-07 18:29:42;19.31
2025-05-07 18:29:41;10.81
2025-05-07 18:29:40;2.31
2025-05-07 18:29:39;6.19
2025-05-07 18:29:38;14.69
2025-05-07 18:29:37;23.19
2025-05-07 18:29:36;31.69
2025-05-07 18:29:35;40.19
2025-05-07 18:29:34;48.69
2025-05-07 18:29:33;57.19
2025-05-07 18:29:32;65.69
2025-05-07 18:29:31;74.19
2025-05-07 18:29:30;82.69
2025-05-07 18:29:29;91.19
2025-05-07 18:29:28;99.69
2025-05-07 18:29:27;91.79
2025-05-07 18:29:26;83.29
2025-05-07 18:29:25;74.79
2025-05-07 18:29:24;66.29
2025-05-07 18:29:23;57.79
2025-05-07 18:29:22;49.29
2025-05-07 18:29:21;40.79
2025-05-07 18:29:20;32.29
2025-05-07 18:29:19;23.79
2025-05-07 18:29:18;15.29
2025-05-07 18:29:17;6.79
2025-05-07 18:29:16;1.71
2025-05-07 18:29:15;10.21
2025-05-07 18:29:14;18.71
2025-05-07 18:29:13;27.21
2025-05-07 18:29:12;35.71
2025-05-07 18:29:11;44.21
2025-05-07 18:29:10;52.71
2025-05-07 18:29:09;61.21
2025-05-07 18:29:08;69.71
2025-05-07 18:29:07;78.21
2025-05-07 18:29:06;86.71
2025-05-07 18:29:05;95.21
2025-05-07 18:29:04;96.27
2025-05-07 18:29:03;87.77
2025-05-07 18:29:02;79.27
2025-05-07 18:29:01;70.77
2025-05-07 18:29:00;62.27
2025-05-07 18:28:59;53.77
2025-05-07 18:28:58;45.27
2025-05-07 18:28:57;36.77
2025-05-07 18:28:56;28.27
2025-05-07 18:28:55;19.77
2025-05-07 18:28:54;11.27
2025-05-07 18:28:53;2.77
2025-05-07 18:28:52;5.73
2025-05-07 18:28:51;14.23
2025-05-07 18:28:50;22.73
2025-05-07 18:28:49;31.23
2025-05-07 18:28:48;39.73
2025-05-07 18:28:47;48.23
2025-05-07 18:28:46;56.73
2025-05-07 18:28:45;65.23
2025-05-07 18:28:44;73.73
2025-05-07 18:28:43;82.23
2025-05-07 18:28:42;90.73
2025-05-07 18:28:41;99.23
2025-05-07 18:28:40;92.25
2025-05-07 18:28:39;83.75
2025-05-07 18:28:38;75.25
2025-05-07 18:28:37;66.75
2025-05-07 18:28:36;58.25
2025-05-07 18:28:35;49.75
2025-05-07 18:28:34;41.25
2025-05-07 18:28:33;32.75
2025-05-07 18:28:32;24.25
2025-05-07 18:28:31;15.75
2025-05-07 18:28:30;7.25
2025-05-07 18:28:29;1.25
2025-05-07 18:28:28;9.75
2025-05-07 18:28:27;18.25
2025-05-07 18:28:26;26.75
2025-05-07 18:28:25;35.25
2025-05-07 18:28:24;43.75
2025-05-07 18:28:23;52.25
2025-05-07 18:28:22;60.75
2025-05-07 18:28:21;69.25
2025-05-07 18:28:20;77.75
2025-05-07 18:28:19;86.25
2025-05-07 18:28:18;94.75
2025-05-07 18:28:17;96.73
2025-05-07 18:28:16;88.23
2025-05-07 18:28:15;79.73
2025-05-07 18:28:14;71.23
2025-05-07 18:28:13;62.73
2025-05-07 18:28:12;54.23
2025-05-07 18:28:11;45.73
2025-05-07 18:28:10;37.23
2025-05-07 18:28:09;28.73
2025-05-07 18:28:08;20.23
2025-05-07 18:28:07;11.73
2025-05-07 18:28:06;3.23
2025-05-07 18:28:05;5.27
2025-05-07 18:28:04;13.77
2025-05-07 18:28:03;22.27
2025-05-07 18:28:02;30.77
2025-05-07 18:28:01;39.27
2025-05-07 18:28:00;47.77
2025-05-07 18:27:59;56.27
2025-05-07 18:27:58;64.77
2025-05-07 18:27:57;73.27
2025-05-07 18:27:56;81.77
2025-05-07 18:27:55;90.27
2025-05-07 18:27:54;98.77
2025-05-07 18:27:53;92.71
2025-05-07 18:27:52;84.21
2025-05-07 18:27:51;75.71
2025-05-07 18:27:50;67.21
2025-05-07 18:27:49;58.71
2025-05-07 18:27:48;50.21
2025-05-07 18:27:47;41.71
2025-05-07 18:27:46;33.21
2025-05-07 18:27:45;24.71
2025-05-07 18:27:44;16.21
2025-05-07 18:27:43;7.71
2025-05-07 18:27:42;0.79
2025-05-07 18:27:41;9.29
2025-05-07 18:27:40;17.79
2025-05-07 18:27:39;26.29
2025-05-07 18:27:38;34.79
2025-05-07 18:27:37;43.29
2025-05-07 18:27:36;51.79
2025-05-07 18:27:35;60.29
2025-05-07 18:27:34;68.79
2025-05-07 18:27:33;77.29
2025-05-07 18:27:32;85.79
2025-05-07 18:27:31;94.29
2025-05-07 18:27:30;97.19
2025-05-07 18:27:29;88.69
2025-05-07 18:27:28;80.19
2025-05-07 18:27:27;71.69
2025-05-07 18:27:26;63.19
2025-05-07 18:27:25;54.69
2025-05-07 18:27:24;46.19
2025-05-07 18:27:23;37.69
2025-05-07 18:27:22;29.19
2025-05-07 18:27:21;20.69
2025-05-07 18:27:20;12.19
2025-05-07 18:27:19;3.69
2025-05-07 18:27:18;4.81
2025-05-07 18:27:17;13.31
2025-05-07 18:27:16;21.81
2025-05-07 18:27:15;30.31
2025-05-07 18:27:14;38.81
2025-05-07 18:27:13;47.31
2025-05-07 18:27:12;55.81
2025-05-07 18:27:11;64.31
2025-05-07 18:27:10;72.81
2025-05-07 18:27:09;81.31
2025-05-07 18:27:08;89.81
2025-05-07 18:27:07;98.31
2025-05-07 18:27:06;93.17
2025-05-07 18:27:05;84.67
2025-05-07 18:27:04;76.17
2025-05-07 18:27:03;67.67
2025-05-07 18:27:02;59.17
2025-05-07 18:27:01;50.67
2025-05-07 18:27:00;42.17
2025-05-07 18:26:59;33.67
2025-05-07 18:26:58;25.17
2025-05-07 18:26:57;16.67
2025-05-07 18:26:56;8.17
2025-05-07 18:26:55;0.33
2025-05-07 18:26:54;8.83
2025-05-07 18:26:53;17.33
2025-05-07 18:26:52;25.83
2025-05-07 18:26:51;34.33
2025-05-07 18:26:50;42.83
2025-05-07 18:26:49;51.33
2025-05-07 18:26:48;59.83
2025-05-07 18:26:47;68.33
2025-05-07 18:26:46;76.83
2025-05-07 18:26:45;85.33
2025-05-07 18:26:44;93.83
2025-05-07 18:26:43;97.65
2025-05-07 18:26:42;89.15
2025-05-07 18:26:41;80.65
2025-05-07 18:26:40;72.15
2025-05-07 18:26:39;63.65
2025-05-07 18:26:38;55.15
2025-05-07 18:26:37;46.65
2025-05-07 18:26:36;38.15
2025-05-07 18:26:35;29.65
2025-05-07 18:26:34;21.15
2025-05-07 18:26:33;12.65
2025-05-07 18:26:32;4.15
2025-05-07 18:26:31;4.35
2025-05-07 18:26:30;12.85
2025-05-07 18:26:29;21.35
2025-05-07 18:26:28;29.85
2025-05-07 18:26:27;38.35
2025-05-07 18:26:26;46.85
2025-05-07 18:26:25;55.35
2025-05-07 18:26:24;63.85
2025-05-07 18:26:23;72.35
2025-05-07 18:26:22;80.85
2025-05-07 18:26:21;89.35
2025-05-07 18:26:20;97.85
2025-05-07 18:26:19;93.63
2025-05-07 18:26:18;85.13
2025-05-07 18:26:17;76.63
2025-05-07 18:26:16;68.13
2025-05-07 18:26:15;59.63
2025-05-07 18:26:14;51.13
2025-05-07 18:26:13;42.63
2025-05-07 18:26:12;34.13
2025-05-07 18:26:11;25.63
2025-05-07 18:26:10;17.13
2025-05-07 18:26:09;8.63
2025-05-07 18:26:08;0.13
2025-05-07 18:26:07;8.37
2025-05-07 18:26:06;16.87
2025-05-07 18:26:05;25.37
2025-05-07 18:26:04;33.87
2025-05-07 18:26:03;42.37
2025-05-07 18:26:02;50.87
2025-05-07 18:26:01;59.37
2025-05-07 18:26:00;67.87
2025-05-07 18:25:59;76.37
2025-05-07 18:25:58;84.87
2025-05-07 18:25:57;93.37
2025-05-07 18:25:56;98.11
2025-05-07 18:25:55;89.61
2025-05-07 18:25:54;81.11
2025-05-07 18:25:53;72.61
2025-05-07 18:25:52;64.11
2025-05-07 18:25:51;55.61
2025-05-07 18:25:50;47.11
2025-05-07 18:25:49;38.61
2025-05-07 18:25:48;30.11
2025-05-07 18:25:47;21.61
2025-05-07 18:25:46;13.11
2025-05-07 18:25:45;4.61
2025-05-07 18:25:44;3.89
2025-05-07 18:25:43;12.39
2025-05-07 18:25:42;20.89
2025-05-07 18:25:41;29.39
2025-05-07 18:25:40;37.89
2025-05-07 18:25:39;46.39
2025-05-07 18:25:38;54.89
2025-05-07 18:25:37;63.39
2025-05-07 18:25:36;71.89
2025-05-07 18:25:35;80.39
2025-05-07 18:25:34;88.89
2025-05-07 18:25:33;97.39
2025-05-07 18:25:32;94.09
2025-05-07 18:25:31;85.59
2025-05-07 18:25:30;77.09
2025-05-07 18:25:29;68.59
2025-05-07 18:25:28;60.09
2025-05-07 18:25:27;51.59
2025-05-07 18:25:26;43.09
2025-05-07 18:25:25;34.59
2025-05-07 18:25:24;26.09
2025-05-07 18:25:23;17.59
2025-05-07 18:25:22;9.09
2025-05-07 18:25:21;0.59
2025-05-07 18:25:20;7.91
2025-05-07 18:25:19;16.41
2025-05-07 18:25:18;24.91
2025-05-07 18:25:17;33.41
2025-05-07 18:25:16;41.91
2025-05-07 18:25:15;50.41
2025-05-07 18:25:14;58.91
2025-05-07 18:25:13;67.41
2025-05-07 18:25:12;75.91
2025-05-07 18:25:11;84.41
2025-05-07 18:25:10;92.91
2025-05-07 18:25:09;98.57
2025-05-07 18:25:08;90.07
2025-05-07 18:25:07;81.57
2025-05-07 18:25:06;73.07
2025-05-07 18:25:05;64.57
2025-05-07 18:25:04;56.07
2025-05-07 18:25:03;47.57
2025-05-07 18:25:02;39.07
2025-05-07 18:25:01;30.57
2025-05-07 18:25:00;22.07
2025-05-07 18:24:59;13.57
2025-05-07 18:24:58;5.07
2025-05-07 18:24:57;3.43
2025-05-07 18:24:56;11.93
2025-05-07 18:24:55;20.43
2025-05-07 18:24:54;28.93
2025-05-07 18:24:53;37.43
2025-05-07 18:24:52;45.93
2025-05-07 18:24:51;54.43
2025-05-07 18:24:50;62.93
2025-05-07 18:24:49;71.43
2025-05-07 18:24:48;79.93
2025-05-07 18:24:47;88.43
2025-05-07 18:24:46;96.93
2025-05-07 18:24:45;94.55
2025-05-07 18:24:44;86.05
2025-05-07 18:24:43;77.55
2025-05-07 18:24:42;69.05
2025-05-07 18:24:41;60.55
2025-05-07 18:24:40;52.05
2025-05-07 18:24:39;43.55
2025-05-07 18:24:38;35.05
2025-05-07 18:24:37;26.55
2025-05-07 18:24:36;18.05
2025-05-07 18:24:35;9.55
2025-05-07 18:24:34;1.05
2025-05-07 18:24:33;7.45
2025-05-07 18:24:32;15.95
2025-05-07 18:24:31;24.45
2025-05-07 18:24:30;32.95
2025-05-07 18:24:29;41.45
2025-05-07 18:24:28;49.95
2025-05-07 18:24:27;58.45
2025-05-07 18:24:26;66.95
2025-05-07 18:24:25;75.45
2025-05-07 18:24:24;83.95
2025-05-07 18:24:23;92.45
2025-05-07 18:24:22;99.03
2025-05-07 18:24:21;90.53
2025-05-07 18:24:20;82.03
2025-05-07 18:24:19;73.53
2025-05-07 18:24:18;65.03
2025-05-07 18:24:17;56.53
2025-05-07 18:24:16;48.03
2025-05-07 18:24:15;39.53
2025-05-07 18:24:14;31.03
2025-05-07 18:24:13;22.53
2025-05-07 18:24:12;14.03
2025-05-07 18:24:11;5.53
2025-05-07 18:24:10;2.97
2025-05-07 18:24:09;11.47
2025-05-07 18:24:08;19.97
2025-05-07 18:24:07;28.47
2025-05-07 18:24:06;36.97
2025-05-07 18:24:05;45.47
2025-05-07 18:24:04;53.97
2025-05-07 18:24:03;62.47
2025-05-07 18:24:02;70.97
2025-05-07 18:24:01;79.47
2025-05-07 18:24:00;87.97
2025-05-07 18:23:59;96.47
2025-05-07 18:23:58;95.01
2025-05-07 18:23:57;86.51
2025-05-07 18:23:56;78.01
2025-05-07 18:23:55;69.51
2025-05-07 18:23:54;61.01
2025-05-07 18:23:53;52.51
2025-05-07 18:23:52;44.01
2025-05-07 18:23:51;35.51
2025-05-07 18:23:50;27.01
2025-05-07 18:23:49;18.51
2025-05-07 18:23:48;10.01
2025-05-07 18:23:47;1.51
2025-05-07 18:23:46;6.99
2025-05-07 18:23:45;15.49
2025-05-07 18:23:44;23.99
2025-05-07 18:23:43;32.49
2025-05-07 18:23:42;40.99
2025-05-07 18:23:41;49.49
2025-05-07 18:23:40;57.99
2025-05-07 18:23:39;66.49
2025-05-07 18:23:38;74.99
2025-05-07 18:23:37;83.49
2025-05-07 18:23:36;91.99
2025-05-07 18:23:35;99.49
2025-05-07 18:23:34;90.99
2025-05-07 18:23:33;82.49
2025-05-07 18:23:32;73.99
2025-05-07 18:23:31;65.49
2025-05-07 18:23:30;56.99
2025-05-07 18:23:29;48.49
2025-05-07 18:23:28;39.99
2025-05-07 18:23:27;31.49
2025-05-07 18:23:26;22.99
2025-05-07 18:23:25;14.49
2025-05-07 18:23:24;5.99
2025-05-07 18:23:23;2.51
2025-05-07 18:23:22;11.01
2025-05-07 18:23:21;19.51
2025-05-07 18:23:20;28.01
2025-05-07 18:23:19;36.51
2025-05-07 18:23:18;45.01
2025-05-07 18:23:17;53.51
2025-05-07 18:23:16;62.01
2025-05-07 18:23:15;70.51
2025-05-07 18:23:14;79.01
2025-05-07 18:23:13;87.51
2025-05-07 18:23:12;96.01
2025-05-07 18:23:11;95.47
2025-05-07 18:23:10;86.97
2025-05-07 18:23:09;78.47
2025-05-07 18:23:08;69.97
2025-05-07 18:23:07;61.47
2025-05-07 18:23:06;52.97
2025-05-07 18:23:05;44.47
2025-05-07 18:23:04;35.97
2025-05-07 18:23:03;27.47
2025-05-07 18:23:02;18.97
2025-05-07 18:23:01;10.47
2025-05-07 18:23:00;1.97
2025-05-07 18:22:59;6.53
2025-05-07 18:22:58;15.03
2025-05-07 18:22:57;23.53
2025-05-07 18:22:56;32.03
2025-05-07 18:22:55;40.53
2025-05-07 18:22:54;49.03
2025-05-07 18:22:53;57.53
2025-05-07 18:22:52;66.03
2025-05-07 18:22:51;74.53
2025-05-07 18:22:50;83.03
2025-05-07 18:22:49;91.53
2025-05-07 18:22:48;99.95
2025-05-07 18:22:47;91.45
