Fecha y Hora;TT-102 - Temperatura estator bomba B-102
2025-05-07 18:34:58;90.03
2025-05-07 18:34:57;98.53
2025-05-07 18:34:56;92.95
2025-05-07 18:34:55;84.45
2025-05-07 18:34:54;75.95
2025-05-07 18:34:53;67.45
2025-05-07 18:34:52;58.95
2025-05-07 18:34:51;50.45
2025-05-07 18:34:50;41.95
2025-05-07 18:34:49;33.45
2025-05-07 18:34:48;24.95
2025-05-07 18:34:47;16.45
2025-05-07 18:34:46;7.95
2025-05-07 18:34:45;0.55
2025-05-07 18:34:44;9.05
2025-05-07 18:34:43;17.55
2025-05-07 18:34:42;26.05
2025-05-07 18:34:41;34.55
2025-05-07 18:34:40;43.05
2025-05-07 18:34:39;51.55
2025-05-07 18:34:38;60.05
2025-05-07 18:34:37;68.55
2025-05-07 18:34:36;77.05
2025-05-07 18:34:35;85.55
2025-05-07 18:34:34;94.05
2025-05-07 18:34:33;97.43
2025-05-07 18:34:32;88.93
2025-05-07 18:34:31;80.43
2025-05-07 18:34:30;71.93
2025-05-07 18:34:29;63.43
2025-05-07 18:34:28;54.93
2025-05-07 18:34:27;46.43
2025-05-07 18:34:26;37.93
2025-05-07 18:34:25;29.43
2025-05-07 18:34:24;20.93
2025-05-07 18:34:23;12.43
2025-05-07 18:34:22;3.93
2025-05-07 18:34:21;4.57
2025-05-07 18:34:20;13.07
2025-05-07 18:34:19;21.57
2025-05-07 18:34:18;30.07
2025-05-07 18:34:17;38.57
2025-05-07 18:34:16;47.07
2025-05-07 18:34:15;55.57
2025-05-07 18:34:14;64.07
2025-05-07 18:34:13;72.57
2025-05-07 18:34:12;81.07
2025-05-07 18:34:11;89.57
2025-05-07 18:34:10;98.07
2025-05-07 18:34:09;93.41
2025-05-07 18:34:08;84.91
2025-05-07 18:34:07;76.41
2025-05-07 18:34:06;67.91
2025-05-07 18:34:05;59.41
2025-05-07 18:34:04;50.91
2025-05-07 18:34:03;42.41
2025-05-07 18:34:02;33.91
2025-05-07 18:34:01;25.41
2025-05-07 18:34:00;16.91
2025-05-07 18:33:59;8.41
2025-05-07 18:33:58;0.09
2025-05-07 18:33:57;8.59
2025-05-07 18:33:56;17.09
2025-05-07 18:33:55;25.59
2025-05-07 18:33:54;34.09
2025-05-07 18:33:53;42.59
2025-05-07 18:33:52;51.09
2025-05-07 18:33:51;59.59
2025-05-07 18:33:50;68.09
2025-05-07 18:33:49;76.59
2025-05-07 18:33:48;85.09
2025-05-07 18:33:47;93.59
2025-05-07 18:33:46;97.89
2025-05-07 18:33:45;89.39
2025-05-07 18:33:44;80.89
2025-05-07 18:33:43;72.39
2025-05-07 18:33:42;63.89
2025-05-07 18:33:41;55.39
2025-05-07 18:33:40;46.89
2025-05-07 18:33:39;38.39
2025-05-07 18:33:38;29.89
2025-05-07 18:33:37;21.39
2025-05-07 18:33:36;12.89
2025-05-07 18:33:35;4.39
2025-05-07 18:33:34;4.11
2025-05-07 18:33:33;12.61
2025-05-07 18:33:32;21.11
2025-05-07 18:33:31;29.61
2025-05-07 18:33:30;38.11
2025-05-07 18:33:29;46.61
2025-05-07 18:33:28;55.11
2025-05-07 18:33:27;63.61
2025-05-07 18:33:26;72.11
2025-05-07 18:33:25;80.61
2025-05-07 18:33:24;89.11
2025-05-07 18:33:23;97.61
2025-05-07 18:33:22;93.87
2025-05-07 18:33:21;85.37
2025-05-07 18:33:20;76.87
2025-05-07 18:33:19;68.37
2025-05-07 18:33:18;59.87
2025-05-07 18:33:17;51.37
2025-05-07 18:33:16;42.87
2025-05-07 18:33:15;34.37
2025-05-07 18:33:14;25.87
2025-05-07 18:33:13;17.37
2025-05-07 18:33:12;8.87
2025-05-07 18:33:11;0.37
2025-05-07 18:33:10;8.13
2025-05-07 18:33:09;16.63
2025-05-07 18:33:08;25.13
2025-05-07 18:33:07;33.63
2025-05-07 18:33:06;42.13
2025-05-07 18:33:05;50.63
2025-05-07 18:33:04;59.13
2025-05-07 18:33:03;67.63
2025-05-07 18:33:02;76.13
2025-05-07 18:33:01;84.63
2025-05-07 18:33:00;93.13
2025-05-07 18:32:59;98.35
2025-05-07 18:32:58;89.85
2025-05-07 18:32:57;81.35
2025-05-07 18:32:56;72.85
2025-05-07 18:32:55;64.35
2025-05-07 18:32:54;55.85
2025-05-07 18:32:53;47.35
2025-05-07 18:32:52;38.85
2025-05-07 18:32:51;30.35
2025-05-07 18:32:50;21.85
2025-05-07 18:32:49;13.35
2025-05-07 18:32:48;4.85
2025-05-07 18:32:47;3.65
2025-05-07 18:32:46;12.15
2025-05-07 18:32:45;20.65
2025-05-07 18:32:44;29.15
2025-05-07 18:32:43;37.65
2025-05-07 18:32:42;46.15
2025-05-07 18:32:41;54.65
2025-05-07 18:32:40;63.15
2025-05-07 18:32:39;71.65
2025-05-07 18:32:38;80.15
2025-05-07 18:32:37;88.65
2025-05-07 18:32:36;97.15
2025-05-07 18:32:35;94.33
2025-05-07 18:32:34;85.83
2025-05-07 18:32:33;77.33
2025-05-07 18:32:32;68.83
2025-05-07 18:32:31;60.33
2025-05-07 18:32:30;51.83
2025-05-07 18:32:29;43.33
2025-05-07 18:32:28;34.83
2025-05-07 18:32:27;26.33
2025-05-07 18:32:26;17.83
2025-05-07 18:32:25;9.33
2025-05-07 18:32:24;0.83
2025-05-07 18:32:23;7.67
2025-05-07 18:32:22;16.17
2025-05-07 18:32:21;24.67
2025-05-07 18:32:20;33.17
2025-05-07 18:32:19;41.67
2025-05-07 18:32:18;50.17
2025-05-07 18:32:17;58.67
2025-05-07 18:32:16;67.17
2025-05-07 18:32:15;75.67
2025-05-07 18:32:14;84.17
2025-05-07 18:32:13;92.67
2025-05-07 18:32:12;98.81
2025-05-07 18:32:11;90.31
2025-05-07 18:32:10;81.81
2025-05-07 18:32:09;73.31
2025-05-07 18:32:08;64.81
2025-05-07 18:32:07;56.31
2025-05-07 18:32:06;47.81
2025-05-07 18:32:05;39.31
2025-05-07 18:32:04;30.81
2025-05-07 18:32:03;22.31
2025-05-07 18:32:02;13.81
2025-05-07 18:32:01;5.31
2025-05-07 18:32:00;3.19
2025-05-07 18:31:59;11.69
2025-05-07 18:31:58;20.19
2025-05-07 18:31:57;28.69
2025-05-07 18:31:56;37.19
2025-05-07 18:31:55;45.69
2025-05-07 18:31:54;54.19
2025-05-07 18:31:53;62.69
2025-05-07 18:31:52;71.19
2025-05-07 18:31:51;79.69
2025-05-07 18:31:50;88.19
2025-05-07 18:31:49;96.69
2025-05-07 18:31:48;94.79
2025-05-07 18:31:47;86.29
2025-05-07 18:31:46;77.79
2025-05-07 18:31:45;69.29
2025-05-07 18:31:44;60.79
2025-05-07 18:31:43;52.29
2025-05-07 18:31:42;43.79
2025-05-07 18:31:41;35.29
2025-05-07 18:31:40;26.79
2025-05-07 18:31:39;18.29
2025-05-07 18:31:38;9.79
2025-05-07 18:31:37;1.29
2025-05-07 18:31:36;7.21
2025-05-07 18:31:35;15.71
2025-05-07 18:31:34;24.21
2025-05-07 18:31:33;32.71
2025-05-07 18:31:32;41.21
2025-05-07 18:31:31;49.71
2025-05-07 18:31:30;58.21
2025-05-07 18:31:29;66.71
2025-05-07 18:31:28;75.21
2025-05-07 18:31:27;83.71
2025-05-07 18:31:26;92.21
2025-05-07 18:31:25;99.27
2025-05-07 18:31:24;90.77
2025-05-07 18:31:23;82.27
2025-05-07 18:31:22;73.77
2025-05-07 18:31:21;65.27
2025-05-07 18:31:20;56.77
2025-05-07 18:31:19;48.27
2025-05-07 18:31:18;39.77
2025-05-07 18:31:17;31.27
2025-05-07 18:31:16;22.77
2025-05-07 18:31:15;14.27
2025-05-07 18:31:14;5.77
2025-05-07 18:31:13;2.73
2025-05-07 18:31:12;11.23
2025-05-07 18:31:11;19.73
2025-05-07 18:31:10;28.23
2025-05-07 18:31:09;36.73
2025-05-07 18:31:08;45.23
2025-05-07 18:31:07;53.73
2025-05-07 18:31:06;62.23
2025-05-07 18:31:05;70.73
2025-05-07 18:31:04;79.23
2025-05-07 18:31:03;87.73
2025-05-07 18:31:02;96.23
2025-05-07 18:31:01;95.25
2025-05-07 18:31:00;86.75
2025-05-07 18:30:59;78.25
2025-05-07 18:30:58;69.75
2025-05-07 18:30:57;61.25
2025-05-07 18:30:56;52.75
2025-05-07 18:30:55;44.25
2025-05-07 18:30:54;35.75
2025-05-07 18:30:53;27.25
2025-05-07 18:30:52;18.75
2025-05-07 18:30:51;10.25
2025-05-07 18:30:50;1.75
2025-05-07 18:30:49;6.75
2025-05-07 18:30:48;15.25
2025-05-07 18:30:47;23.75
2025-05-07 18:30:46;32.25
2025-05-07 18:30:45;40.75
2025-05-07 18:30:44;49.25
2025-05-07 18:30:43;57.75
2025-05-07 18:30:42;66.25
2025-05-07 18:30:41;74.75
2025-05-07 18:30:40;83.25
2025-05-07 18:30:39;91.75
2025-05-07 18:30:38;99.73
2025-05-07 18:30:37;91.23
2025-05-07 18:30:36;82.73
2025-05-07 18:30:35;74.23
2025-05-07 18:30:34;65.73
2025-05-07 18:30:33;57.23
2025-05-07 18:30:32;48.73
2025-05-07 18:30:31;40.23
2025-05-07 18:30:30;31.73
2025-05-07 18:30:29;23.23
2025-05-07 18:30:28;14.73
2025-05-07 18:30:27;6.23
2025-05-07 18:30:26;2.27
2025-05-07 18:30:25;10.77
2025-05-07 18:30:24;19.27
2025-05-07 18:30:23;27.77
2025-05-07 18:30:22;36.27
2025-05-07 18:30:21;44.77
2025-05-07 18:30:20;53.27
2025-05-07 18:30:19;61.77
2025-05-07 18:30:18;70.27
2025-05-07 18:30:17;78.77
2025-05-07 18:30:16;87.27
2025-05-07 18:30:15;95.77
2025-05-07 18:30:14;95.71
2025-05-07 18:30:13;87.21
2025-05-07 18:30:12;78.71
2025-05-07 18:30:11;70.21
2025-05-07 18:30:10;61.71
2025-05-07 18:30:09;53.21
2025-05-07 18:30:08;44.71
2025-05-07 18:30:07;36.21
2025-05-07 18:30:06;27.71
2025-05-07 18:30:05;19.21
2025-05-07 18:30:04;10.71
2025-05-07 18:30:03;2.21
2025-05-07 18:30:02;6.29
2025-05-07 18:30:01;14.79
2025-05-07 18:30:00;23.29
2025-05-07 18:29:59;31.79
2025-05-07 18:29:58;40.29
2025-05-07 18:29:57;48.79
2025-05-07 18:29:56;57.29
2025-05-07 18:29:55;65.79
2025-05-07 18:29:54;74.29
2025-05-07 18:29:53;82.79
2025-05-07 18:29:52;91.29
2025-05-07 18:29:51;99.79
2025-05-07 18:29:50;91.69
2025-05-07 18:29:49;83.19
2025-05-07 18:29:48;74.69
2025-05-07 18:29:47;66.19
2025-05-07 18:29:46;57.69
2025-05-07 18:29:45;49.19
2025-05-07 18:29:44;40.69
2025-05-07 18:29:43;32.19
2025-05-07 18:29:42;23.69
2025-05-07 18:29:41;15.19
2025-05-07 18:29:40;6.69
2025-05-07 18:29:39;1.81
2025-05-07 18:29:38;10.31
2025-05-07 18:29:37;18.81
2025-05-07 18:29:36;27.31
2025-05-07 18:29:35;35.81
2025-05-07 18:29:34;44.31
2025-05-07 18:29:33;52.81
2025-05-07 18:29:32;61.31
2025-05-07 18:29:31;69.81
2025-05-07 18:29:30;78.31
2025-05-07 18:29:29;86.81
2025-05-07 18:29:28;95.31
2025-05-07 18:29:27;96.17
2025-05-07 18:29:26;87.67
2025-05-07 18:29:25;79.17
2025-05-07 18:29:24;70.67
2025-05-07 18:29:23;62.17
2025-05-07 18:29:22;53.67
2025-05-07 18:29:21;45.17
2025-05-07 18:29:20;36.67
2025-05-07 18:29:19;28.17
2025-05-07 18:29:18;19.67
2025-05-07 18:29:17;11.17
2025-05-07 18:29:16;2.67
2025-05-07 18:29:15;5.83
2025-05-07 18:29:14;14.33
2025-05-07 18:29:13;22.83
2025-05-07 18:29:12;31.33
2025-05-07 18:29:11;39.83
2025-05-07 18:29:10;48.33
2025-05-07 18:29:09;56.83
2025-05-07 18:29:08;65.33
2025-05-07 18:29:07;73.83
2025-05-07 18:29:06;82.33
2025-05-07 18:29:05;90.83
2025-05-07 18:29:04;99.33
2025-05-07 18:29:03;92.15
2025-05-07 18:29:02;83.65
2025-05-07 18:29:01;75.15
2025-05-07 18:29:00;66.65
2025-05-07 18:28:59;58.15
2025-05-07 18:28:58;49.65
2025-05-07 18:28:57;41.15
2025-05-07 18:28:56;32.65
2025-05-07 18:28:55;24.15
2025-05-07 18:28:54;15.65
2025-05-07 18:28:53;7.15
2025-05-07 18:28:52;1.35
2025-05-07 18:28:51;9.85
2025-05-07 18:28:50;18.35
2025-05-07 18:28:49;26.85
2025-05-07 18:28:48;35.35
2025-05-07 18:28:47;43.85
2025-05-07 18:28:46;52.35
2025-05-07 18:28:45;60.85
2025-05-07 18:28:44;69.35
2025-05-07 18:28:43;77.85
2025-05-07 18:28:42;86.35
2025-05-07 18:28:41;94.85
2025-05-07 18:28:40;96.63
2025-05-07 18:28:39;88.13
2025-05-07 18:28:38;79.63
2025-05-07 18:28:37;71.13
2025-05-07 18:28:36;62.63
2025-05-07 18:28:35;54.13
2025-05-07 18:28:34;45.63
2025-05-07 18:28:33;37.13
2025-05-07 18:28:32;28.63
2025-05-07 18:28:31;20.13
2025-05-07 18:28:30;11.63
2025-05-07 18:28:29;3.13
2025-05-07 18:28:28;5.37
2025-05-07 18:28:27;13.87
2025-05-07 18:28:26;22.37
2025-05-07 18:28:25;30.87
2025-05-07 18:28:24;39.37
2025-05-07 18:28:23;47.87
2025-05-07 18:28:22;56.37
2025-05-07 18:28:21;64.87
2025-05-07 18:28:20;73.37
2025-05-07 18:28:19;81.87
2025-05-07 18:28:18;90.37
2025-05-07 18:28:17;98.87
2025-05-07 18:28:16;92.61
2025-05-07 18:28:15;84.11
2025-05-07 18:28:14;75.61
2025-05-07 18:28:13;67.11
2025-05-07 18:28:12;58.61
2025-05-07 18:28:11;50.11
2025-05-07 18:28:10;41.61
2025-05-07 18:28:09;33.11
2025-05-07 18:28:08;24.61
2025-05-07 18:28:07;16.11
2025-05-07 18:28:06;7.61
2025-05-07 18:28:05;0.89
2025-05-07 18:28:04;9.39
2025-05-07 18:28:03;17.89
2025-05-07 18:28:02;26.39
2025-05-07 18:28:01;34.89
2025-05-07 18:28:00;43.39
2025-05-07 18:27:59;51.89
2025-05-07 18:27:58;60.39
2025-05-07 18:27:57;68.89
2025-05-07 18:27:56;77.39
2025-05-07 18:27:55;85.89
2025-05-07 18:27:54;94.39
2025-05-07 18:27:53;97.09
2025-05-07 18:27:52;88.59
2025-05-07 18:27:51;80.09
2025-05-07 18:27:50;71.59
2025-05-07 18:27:49;63.09
2025-05-07 18:27:48;54.59
2025-05-07 18:27:47;46.09
2025-05-07 18:27:46;37.59
2025-05-07 18:27:45;29.09
2025-05-07 18:27:44;20.59
2025-05-07 18:27:43;12.09
2025-05-07 18:27:42;3.59
2025-05-07 18:27:41;4.91
2025-05-07 18:27:40;13.41
2025-05-07 18:27:39;21.91
2025-05-07 18:27:38;30.41
2025-05-07 18:27:37;38.91
2025-05-07 18:27:36;47.41
2025-05-07 18:27:35;55.91
2025-05-07 18:27:34;64.41
2025-05-07 18:27:33;72.91
2025-05-07 18:27:32;81.41
2025-05-07 18:27:31;89.91
2025-05-07 18:27:30;98.41
2025-05-07 18:27:29;93.07
2025-05-07 18:27:28;84.57
2025-05-07 18:27:27;76.07
2025-05-07 18:27:26;67.57
2025-05-07 18:27:25;59.07
2025-05-07 18:27:24;50.57
2025-05-07 18:27:23;42.07
2025-05-07 18:27:22;33.57
2025-05-07 18:27:21;25.07
2025-05-07 18:27:20;16.57
2025-05-07 18:27:19;8.07
2025-05-07 18:27:18;0.43
2025-05-07 18:27:17;8.93
2025-05-07 18:27:16;17.43
2025-05-07 18:27:15;25.93
2025-05-07 18:27:14;34.43
2025-05-07 18:27:13;42.93
2025-05-07 18:27:12;51.43
2025-05-07 18:27:11;59.93
2025-05-07 18:27:10;68.43
2025-05-07 18:27:09;76.93
2025-05-07 18:27:08;85.43
2025-05-07 18:27:07;93.93
2025-05-07 18:27:06;97.55
2025-05-07 18:27:05;89.05
2025-05-07 18:27:04;80.55
2025-05-07 18:27:03;72.05
2025-05-07 18:27:02;63.55
2025-05-07 18:27:01;55.05
2025-05-07 18:27:00;46.55
2025-05-07 18:26:59;38.05
2025-05-07 18:26:58;29.55
2025-05-07 18:26:57;21.05
2025-05-07 18:26:56;12.55
2025-05-07 18:26:55;4.05
2025-05-07 18:26:54;4.45
2025-05-07 18:26:53;12.95
2025-05-07 18:26:52;21.45
2025-05-07 18:26:51;29.95
2025-05-07 18:26:50;38.45
2025-05-07 18:26:49;46.95
2025-05-07 18:26:48;55.45
2025-05-07 18:26:47;63.95
2025-05-07 18:26:46;72.45
2025-05-07 18:26:45;80.95
2025-05-07 18:26:44;89.45
2025-05-07 18:26:43;97.95
2025-05-07 18:26:42;93.53
2025-05-07 18:26:41;85.03
2025-05-07 18:26:40;76.53
2025-05-07 18:26:39;68.03
2025-05-07 18:26:38;59.53
2025-05-07 18:26:37;51.03
2025-05-07 18:26:36;42.53
2025-05-07 18:26:35;34.03
2025-05-07 18:26:34;25.53
2025-05-07 18:26:33;17.03
2025-05-07 18:26:32;8.53
2025-05-07 18:26:31;0.03
2025-05-07 18:26:30;8.47
2025-05-07 18:26:29;16.97
2025-05-07 18:26:28;25.47
2025-05-07 18:26:27;33.97
2025-05-07 18:26:26;42.47
2025-05-07 18:26:25;50.97
2025-05-07 18:26:24;59.47
2025-05-07 18:26:23;67.97
2025-05-07 18:26:22;76.47
2025-05-07 18:26:21;84.97
2025-05-07 18:26:20;93.47
2025-05-07 18:26:19;98.01
2025-05-07 18:26:18;89.51
2025-05-07 18:26:17;81.01
2025-05-07 18:26:16;72.51
2025-05-07 18:26:15;64.01
2025-05-07 18:26:14;55.51
2025-05-07 18:26:13;47.01
2025-05-07 18:26:12;38.51
2025-05-07 18:26:11;30.01
2025-05-07 18:26:10;21.51
2025-05-07 18:26:09;13.01
2025-05-07 18:26:08;4.51
2025-05-07 18:26:07;3.99
2025-05-07 18:26:06;12.49
2025-05-07 18:26:05;20.99
2025-05-07 18:26:04;29.49
2025-05-07 18:26:03;37.99
2025-05-07 18:26:02;46.49
2025-05-07 18:26:01;54.99
2025-05-07 18:26:00;63.49
2025-05-07 18:25:59;71.99
2025-05-07 18:25:58;80.49
2025-05-07 18:25:57;88.99
2025-05-07 18:25:56;97.49
2025-05-07 18:25:55;93.99
2025-05-07 18:25:54;85.49
2025-05-07 18:25:53;76.99
2025-05-07 18:25:52;68.49
2025-05-07 18:25:51;59.99
2025-05-07 18:25:50;51.49
2025-05-07 18:25:49;42.99
2025-05-07 18:25:48;34.49
2025-05-07 18:25:47;25.99
2025-05-07 18:25:46;17.49
2025-05-07 18:25:45;8.99
2025-05-07 18:25:44;0.49
2025-05-07 18:25:43;8.01
2025-05-07 18:25:42;16.51
2025-05-07 18:25:41;25.01
2025-05-07 18:25:40;33.51
2025-05-07 18:25:39;42.01
2025-05-07 18:25:38;50.51
2025-05-07 18:25:37;59.01
2025-05-07 18:25:36;67.51
2025-05-07 18:25:35;76.01
2025-05-07 18:25:34;84.51
2025-05-07 18:25:33;93.01
2025-05-07 18:25:32;98.47
2025-05-07 18:25:31;89.97
2025-05-07 18:25:30;81.47
2025-05-07 18:25:29;72.97
2025-05-07 18:25:28;64.47
2025-05-07 18:25:27;55.97
2025-05-07 18:25:26;47.47
2025-05-07 18:25:25;38.97
2025-05-07 18:25:24;30.47
2025-05-07 18:25:23;21.97
2025-05-07 18:25:22;13.47
2025-05-07 18:25:21;4.97
2025-05-07 18:25:20;3.53
2025-05-07 18:25:19;12.03
2025-05-07 18:25:18;20.53
2025-05-07 18:25:17;29.03
2025-05-07 18:25:16;37.53
2025-05-07 18:25:15;46.03
2025-05-07 18:25:14;54.53
2025-05-07 18:25:13;63.03
2025-05-07 18:25:12;71.53
2025-05-07 18:25:11;80.03
2025-05-07 18:25:10;88.53
2025-05-07 18:25:09;97.03
2025-05-07 18:25:08;94.45
2025-05-07 18:25:07;85.95
2025-05-07 18:25:06;77.45
2025-05-07 18:25:05;68.95
2025-05-07 18:25:04;60.45
2025-05-07 18:25:03;51.95
2025-05-07 18:25:02;43.45
2025-05-07 18:25:01;34.95
2025-05-07 18:25:00;26.45
2025-05-07 18:24:59;17.95
2025-05-07 18:24:58;9.45
2025-05-07 18:24:57;0.95
2025-05-07 18:24:56;7.55
2025-05-07 18:24:55;16.05
2025-05-07 18:24:54;24.55
2025-05-07 18:24:53;33.05
2025-05-07 18:24:52;41.55
2025-05-07 18:24:51;50.05
2025-05-07 18:24:50;58.55
2025-05-07 18:24:49;67.05
2025-05-07 18:24:48;75.55
2025-05-07 18:24:47;84.05
2025-05-07 18:24:46;92.55
2025-05-07 18:24:45;98.93
2025-05-07 18:24:44;90.43
2025-05-07 18:24:43;81.93
2025-05-07 18:24:42;73.43
2025-05-07 18:24:41;64.93
2025-05-07 18:24:40;56.43
2025-05-07 18:24:39;47.93
2025-05-07 18:24:38;39.43
2025-05-07 18:24:37;30.93
2025-05-07 18:24:36;22.43
2025-05-07 18:24:35;13.93
2025-05-07 18:24:34;5.43
2025-05-07 18:24:33;3.07
2025-05-07 18:24:32;11.57
2025-05-07 18:24:31;20.07
2025-05-07 18:24:30;28.57
2025-05-07 18:24:29;37.07
2025-05-07 18:24:28;45.57
2025-05-07 18:24:27;54.07
2025-05-07 18:24:26;62.57
2025-05-07 18:24:25;71.07
2025-05-07 18:24:24;79.57
2025-05-07 18:24:23;88.07
2025-05-07 18:24:22;96.57
2025-05-07 18:24:21;94.91
2025-05-07 18:24:20;86.41
2025-05-07 18:24:19;77.91
2025-05-07 18:24:18;69.41
2025-05-07 18:24:17;60.91
2025-05-07 18:24:16;52.41
2025-05-07 18:24:15;43.91
2025-05-07 18:24:14;35.41
2025-05-07 18:24:13;26.91
2025-05-07 18:24:12;18.41
2025-05-07 18:24:11;9.91
2025-05-07 18:24:10;1.41
2025-05-07 18:24:09;7.09
2025-05-07 18:24:08;15.59
2025-05-07 18:24:07;24.09
2025-05-07 18:24:06;32.59
2025-05-07 18:24:05;41.09
2025-05-07 18:24:04;49.59
2025-05-07 18:24:03;58.09
2025-05-07 18:24:02;66.59
2025-05-07 18:24:01;75.09
2025-05-07 18:24:00;83.59
2025-05-07 18:23:59;92.09
2025-05-07 18:23:58;99.39
2025-05-07 18:23:57;90.89
2025-05-07 18:23:56;82.39
2025-05-07 18:23:55;73.89
2025-05-07 18:23:54;65.39
2025-05-07 18:23:53;56.89
2025-05-07 18:23:52;48.39
2025-05-07 18:23:51;39.89
2025-05-07 18:23:50;31.39
2025-05-07 18:23:49;22.89
2025-05-07 18:23:48;14.39
2025-05-07 18:23:47;5.89
2025-05-07 18:23:46;2.61
2025-05-07 18:23:45;11.11
2025-05-07 18:23:44;19.61
2025-05-07 18:23:43;28.11
2025-05-07 18:23:42;36.61
2025-05-07 18:23:41;45.11
2025-05-07 18:23:40;53.61
2025-05-07 18:23:39;62.11
2025-05-07 18:23:38;70.61
2025-05-07 18:23:37;79.11
2025-05-07 18:23:36;87.61
2025-05-07 18:23:35;96.11
2025-05-07 18:23:34;95.37
2025-05-07 18:23:33;86.87
2025-05-07 18:23:32;78.37
2025-05-07 18:23:31;69.87
2025-05-07 18:23:30;61.37
2025-05-07 18:23:29;52.87
2025-05-07 18:23:28;44.37
2025-05-07 18:23:27;35.87
2025-05-07 18:23:26;27.37
2025-05-07 18:23:25;18.87
2025-05-07 18:23:24;10.37
2025-05-07 18:23:23;1.87
2025-05-07 18:23:22;6.63
2025-05-07 18:23:21;15.13
2025-05-07 18:23:20;23.63
2025-05-07 18:23:19;32.13
2025-05-07 18:23:18;40.63
2025-05-07 18:23:17;49.13
2025-05-07 18:23:16;57.63
2025-05-07 18:23:15;66.13
2025-05-07 18:23:14;74.63
2025-05-07 18:23:13;83.13
2025-05-07 18:23:12;91.63
2025-05-07 18:23:11;99.85
2025-05-07 18:23:10;91.35
2025-05-07 18:23:09;82.85
2025-05-07 18:23:08;74.35
2025-05-07 18:23:07;65.85
2025-05-07 18:23:06;57.35
2025-05-07 18:23:05;48.85
2025-05-07 18:23:04;40.35
2025-05-07 18:23:03;31.85
2025-05-07 18:23:02;23.35
2025-05-07 18:23:01;14.85
2025-05-07 18:23:00;6.35
2025-05-07 18:22:59;2.15
2025-05-07 18:22:58;10.65
2025-05-07 18:22:57;19.15
2025-05-07 18:22:56;27.65
2025-05-07 18:22:55;36.15
2025-05-07 18:22:54;44.65
2025-05-07 18:22:53;53.15
2025-05-07 18:22:52;61.65
2025-05-07 18:22:51;70.15
2025-05-07 18:22:50;78.65
2025-05-07 18:22:49;87.15
2025-05-07 18:22:48;95.65
2025-05-07 18:22:47;95.83
