Fecha y Hora;KV-5010 - Válvula aislar entrada E-501
2025-05-07 18:34:13;77230.00
2025-05-07 18:34:12;85730.00
2025-05-07 18:34:11;94230.00
2025-05-07 18:34:10;97250.00
2025-05-07 18:34:09;88750.00
2025-05-07 18:34:08;80250.00
2025-05-07 18:34:07;71750.00
2025-05-07 18:34:06;63250.00
2025-05-07 18:34:05;54750.00
2025-05-07 18:34:04;46250.00
2025-05-07 18:34:03;37750.00
2025-05-07 18:34:02;29250.00
2025-05-07 18:34:01;20750.00
2025-05-07 18:34:00;12250.00
2025-05-07 18:33:59;3750.00
2025-05-07 18:33:58;4750.00
2025-05-07 18:33:57;13250.00
2025-05-07 18:33:56;21750.00
2025-05-07 18:33:55;30250.00
2025-05-07 18:33:54;38750.00
2025-05-07 18:33:53;47250.00
2025-05-07 18:33:52;55750.00
2025-05-07 18:33:51;64250.00
2025-05-07 18:33:50;72750.00
2025-05-07 18:33:49;81250.00
2025-05-07 18:33:48;89750.00
2025-05-07 18:33:47;98250.00
2025-05-07 18:33:46;93230.00
2025-05-07 18:33:45;84730.00
2025-05-07 18:33:44;76230.00
2025-05-07 18:33:43;67730.00
2025-05-07 18:33:42;59230.00
2025-05-07 18:33:41;50730.00
2025-05-07 18:33:40;42230.00
2025-05-07 18:33:39;33730.00
2025-05-07 18:33:38;25230.00
2025-05-07 18:33:37;16730.00
2025-05-07 18:33:36;8230.00
2025-05-07 18:33:35;270.00
2025-05-07 18:33:34;8770.00
2025-05-07 18:33:33;17270.00
2025-05-07 18:33:32;25770.00
2025-05-07 18:33:31;34270.00
2025-05-07 18:33:30;42770.00
2025-05-07 18:33:29;51270.00
2025-05-07 18:33:28;59770.00
2025-05-07 18:33:27;68270.00
2025-05-07 18:33:26;76770.00
2025-05-07 18:33:25;85270.00
2025-05-07 18:33:24;93770.00
2025-05-07 18:33:23;97710.00
2025-05-07 18:33:22;89210.00
2025-05-07 18:33:21;80710.00
2025-05-07 18:33:20;72210.00
2025-05-07 18:33:19;63710.00
2025-05-07 18:33:18;55210.00
2025-05-07 18:33:17;46710.00
2025-05-07 18:33:16;38210.00
2025-05-07 18:33:15;29710.00
2025-05-07 18:33:14;21210.00
2025-05-07 18:33:13;12710.00
2025-05-07 18:33:12;4210.00
2025-05-07 18:33:11;4290.00
2025-05-07 18:33:10;12790.00
2025-05-07 18:33:09;21290.00
2025-05-07 18:33:08;29790.00
2025-05-07 18:33:07;38290.00
2025-05-07 18:33:06;46790.00
2025-05-07 18:33:05;55290.00
2025-05-07 18:33:04;63790.00
2025-05-07 18:33:03;72290.00
2025-05-07 18:33:02;80790.00
2025-05-07 18:33:01;89290.00
2025-05-07 18:33:00;97790.00
2025-05-07 18:32:59;93690.00
2025-05-07 18:32:58;85190.00
2025-05-07 18:32:57;76690.00
2025-05-07 18:32:56;68190.00
2025-05-07 18:32:55;59690.00
2025-05-07 18:32:54;51190.00
2025-05-07 18:32:53;42690.00
2025-05-07 18:32:52;34190.00
2025-05-07 18:32:51;25690.00
2025-05-07 18:32:50;17190.00
2025-05-07 18:32:49;8690.00
2025-05-07 18:32:48;190.00
2025-05-07 18:32:47;8310.00
2025-05-07 18:32:46;16810.00
2025-05-07 18:32:45;25310.00
2025-05-07 18:32:44;33810.00
2025-05-07 18:32:43;42310.00
2025-05-07 18:32:42;50810.00
2025-05-07 18:32:41;59310.00
2025-05-07 18:32:40;67810.00
2025-05-07 18:32:39;76310.00
2025-05-07 18:32:38;84810.00
2025-05-07 18:32:37;93310.00
2025-05-07 18:32:36;98170.00
2025-05-07 18:32:35;89670.00
2025-05-07 18:32:34;81170.00
2025-05-07 18:32:33;72670.00
2025-05-07 18:32:32;64170.00
2025-05-07 18:32:31;55670.00
2025-05-07 18:32:30;47170.00
2025-05-07 18:32:29;38670.00
2025-05-07 18:32:28;30170.00
2025-05-07 18:32:27;21670.00
2025-05-07 18:32:26;13170.00
2025-05-07 18:32:25;4670.00
2025-05-07 18:32:24;3830.00
2025-05-07 18:32:23;12330.00
2025-05-07 18:32:22;20830.00
2025-05-07 18:32:21;29330.00
2025-05-07 18:32:20;37830.00
2025-05-07 18:32:19;46330.00
2025-05-07 18:32:18;54830.00
2025-05-07 18:32:17;63330.00
2025-05-07 18:32:16;71830.00
2025-05-07 18:32:15;80330.00
2025-05-07 18:32:14;88830.00
2025-05-07 18:32:13;97330.00
2025-05-07 18:32:12;94150.00
2025-05-07 18:32:11;85650.00
2025-05-07 18:32:10;77150.00
2025-05-07 18:32:09;68650.00
2025-05-07 18:32:08;60150.00
2025-05-07 18:32:07;51650.00
2025-05-07 18:32:06;43150.00
2025-05-07 18:32:05;34650.00
2025-05-07 18:32:04;26150.00
2025-05-07 18:32:03;17650.00
2025-05-07 18:32:02;9150.00
2025-05-07 18:32:01;650.00
2025-05-07 18:32:00;7850.00
2025-05-07 18:31:59;16350.00
2025-05-07 18:31:58;24850.00
2025-05-07 18:31:57;33350.00
2025-05-07 18:31:56;41850.00
2025-05-07 18:31:55;50350.00
2025-05-07 18:31:54;58850.00
2025-05-07 18:31:53;67350.00
2025-05-07 18:31:52;75850.00
2025-05-07 18:31:51;84350.00
2025-05-07 18:31:50;92850.00
2025-05-07 18:31:49;98630.00
2025-05-07 18:31:48;90130.00
2025-05-07 18:31:47;81630.00
2025-05-07 18:31:46;73130.00
2025-05-07 18:31:45;64630.00
2025-05-07 18:31:44;56130.00
2025-05-07 18:31:43;47630.00
2025-05-07 18:31:42;39130.00
2025-05-07 18:31:41;30630.00
2025-05-07 18:31:40;22130.00
2025-05-07 18:31:39;13630.00
2025-05-07 18:31:38;5130.00
2025-05-07 18:31:37;3370.00
2025-05-07 18:31:36;11870.00
2025-05-07 18:31:35;20370.00
2025-05-07 18:31:34;28870.00
2025-05-07 18:31:33;37370.00
2025-05-07 18:31:32;45870.00
2025-05-07 18:31:31;54370.00
2025-05-07 18:31:30;62870.00
2025-05-07 18:31:29;71370.00
2025-05-07 18:31:28;79870.00
2025-05-07 18:31:27;88370.00
2025-05-07 18:31:26;96870.00
2025-05-07 18:31:25;94610.00
2025-05-07 18:31:24;86110.00
2025-05-07 18:31:23;77610.00
2025-05-07 18:31:22;69110.00
2025-05-07 18:31:21;60610.00
2025-05-07 18:31:20;52110.00
2025-05-07 18:31:19;43610.00
2025-05-07 18:31:18;35110.00
2025-05-07 18:31:17;26610.00
2025-05-07 18:31:16;18110.00
2025-05-07 18:31:15;9610.00
2025-05-07 18:31:14;1110.00
2025-05-07 18:31:13;7390.00
2025-05-07 18:31:12;15890.00
2025-05-07 18:31:11;24390.00
2025-05-07 18:31:10;32890.00
2025-05-07 18:31:09;41390.00
2025-05-07 18:31:08;49890.00
2025-05-07 18:31:07;58390.00
2025-05-07 18:31:06;66890.00
2025-05-07 18:31:05;75390.00
2025-05-07 18:31:04;83890.00
2025-05-07 18:31:03;92390.00
2025-05-07 18:31:02;99090.00
2025-05-07 18:31:01;90590.00
2025-05-07 18:31:00;82090.00
2025-05-07 18:30:59;73590.00
2025-05-07 18:30:58;65090.00
2025-05-07 18:30:57;56590.00
2025-05-07 18:30:56;48090.00
2025-05-07 18:30:55;39590.00
2025-05-07 18:30:54;31090.00
2025-05-07 18:30:53;22590.00
2025-05-07 18:30:52;14090.00
2025-05-07 18:30:51;5590.00
2025-05-07 18:30:50;2910.00
2025-05-07 18:30:49;11410.00
2025-05-07 18:30:48;19910.00
2025-05-07 18:30:47;28410.00
2025-05-07 18:30:46;36910.00
2025-05-07 18:30:45;45410.00
2025-05-07 18:30:44;53910.00
2025-05-07 18:30:43;62410.00
2025-05-07 18:30:42;70910.00
2025-05-07 18:30:41;79410.00
2025-05-07 18:30:40;87910.00
2025-05-07 18:30:39;96410.00
2025-05-07 18:30:38;95070.00
2025-05-07 18:30:37;86570.00
2025-05-07 18:30:36;78070.00
2025-05-07 18:30:35;69570.00
2025-05-07 18:30:34;61070.00
2025-05-07 18:30:33;52570.00
2025-05-07 18:30:32;44070.00
2025-05-07 18:30:31;35570.00
2025-05-07 18:30:30;27070.00
2025-05-07 18:30:29;18570.00
2025-05-07 18:30:28;10070.00
2025-05-07 18:30:27;1570.00
2025-05-07 18:30:26;6930.00
2025-05-07 18:30:25;15430.00
2025-05-07 18:30:24;23930.00
2025-05-07 18:30:23;32430.00
2025-05-07 18:30:22;40930.00
2025-05-07 18:30:21;49430.00
2025-05-07 18:30:20;57930.00
2025-05-07 18:30:19;66430.00
2025-05-07 18:30:18;74930.00
2025-05-07 18:30:17;83430.00
2025-05-07 18:30:16;91930.00
2025-05-07 18:30:15;99550.00
2025-05-07 18:30:14;91050.00
2025-05-07 18:30:13;82550.00
2025-05-07 18:30:12;74050.00
2025-05-07 18:30:11;65550.00
2025-05-07 18:30:10;57050.00
2025-05-07 18:30:09;48550.00
2025-05-07 18:30:08;40050.00
2025-05-07 18:30:07;31550.00
2025-05-07 18:30:06;23050.00
2025-05-07 18:30:05;14550.00
2025-05-07 18:30:04;6050.00
2025-05-07 18:30:03;2450.00
2025-05-07 18:30:02;10950.00
2025-05-07 18:30:01;19450.00
2025-05-07 18:30:00;27950.00
2025-05-07 18:29:59;36450.00
2025-05-07 18:29:58;44950.00
2025-05-07 18:29:57;53450.00
2025-05-07 18:29:56;61950.00
2025-05-07 18:29:55;70450.00
2025-05-07 18:29:54;78950.00
2025-05-07 18:29:53;87450.00
2025-05-07 18:29:52;95950.00
2025-05-07 18:29:51;95530.00
2025-05-07 18:29:50;87030.00
2025-05-07 18:29:49;78530.00
2025-05-07 18:29:48;70030.00
2025-05-07 18:29:47;61530.00
2025-05-07 18:29:46;53030.00
2025-05-07 18:29:45;44530.00
2025-05-07 18:29:44;36030.00
2025-05-07 18:29:43;27530.00
2025-05-07 18:29:42;19030.00
2025-05-07 18:29:41;10530.00
2025-05-07 18:29:40;2030.00
2025-05-07 18:29:39;6470.00
2025-05-07 18:29:38;14970.00
2025-05-07 18:29:37;23470.00
2025-05-07 18:29:36;31970.00
2025-05-07 18:29:35;40470.00
2025-05-07 18:29:34;48970.00
2025-05-07 18:29:33;57470.00
2025-05-07 18:29:32;65970.00
2025-05-07 18:29:31;74470.00
2025-05-07 18:29:30;82970.00
2025-05-07 18:29:29;91470.00
2025-05-07 18:29:28;99970.00
2025-05-07 18:29:27;91510.00
2025-05-07 18:29:26;83010.00
2025-05-07 18:29:25;74510.00
2025-05-07 18:29:24;66010.00
2025-05-07 18:29:23;57510.00
2025-05-07 18:29:22;49010.00
2025-05-07 18:29:21;40510.00
2025-05-07 18:29:20;32010.00
2025-05-07 18:29:19;23510.00
2025-05-07 18:29:18;15010.00
2025-05-07 18:29:17;6510.00
2025-05-07 18:29:16;1990.00
2025-05-07 18:29:15;10490.00
2025-05-07 18:29:14;18990.00
2025-05-07 18:29:13;27490.00
2025-05-07 18:29:12;35990.00
2025-05-07 18:29:11;44490.00
2025-05-07 18:29:10;52990.00
2025-05-07 18:29:09;61490.00
2025-05-07 18:29:08;69990.00
2025-05-07 18:29:07;78490.00
2025-05-07 18:29:06;86990.00
2025-05-07 18:29:05;95490.00
2025-05-07 18:29:04;95990.00
2025-05-07 18:29:03;87490.00
2025-05-07 18:29:02;78990.00
2025-05-07 18:29:01;70490.00
2025-05-07 18:29:00;61990.00
2025-05-07 18:28:59;53490.00
2025-05-07 18:28:58;44990.00
2025-05-07 18:28:57;36490.00
2025-05-07 18:28:56;27990.00
2025-05-07 18:28:55;19490.00
2025-05-07 18:28:54;10990.00
2025-05-07 18:28:53;2490.00
2025-05-07 18:28:52;6010.00
2025-05-07 18:28:51;14510.00
2025-05-07 18:28:50;23010.00
2025-05-07 18:28:49;31510.00
2025-05-07 18:28:48;40010.00
2025-05-07 18:28:47;48510.00
2025-05-07 18:28:46;57010.00
2025-05-07 18:28:45;65510.00
2025-05-07 18:28:44;74010.00
2025-05-07 18:28:43;82510.00
2025-05-07 18:28:42;91010.00
2025-05-07 18:28:41;99510.00
2025-05-07 18:28:40;91970.00
2025-05-07 18:28:39;83470.00
2025-05-07 18:28:38;74970.00
2025-05-07 18:28:37;66470.00
2025-05-07 18:28:36;57970.00
2025-05-07 18:28:35;49470.00
2025-05-07 18:28:34;40970.00
2025-05-07 18:28:33;32470.00
2025-05-07 18:28:32;23970.00
2025-05-07 18:28:31;15470.00
2025-05-07 18:28:30;6970.00
2025-05-07 18:28:29;1530.00
2025-05-07 18:28:28;10030.00
2025-05-07 18:28:27;18530.00
2025-05-07 18:28:26;27030.00
2025-05-07 18:28:25;35530.00
2025-05-07 18:28:24;44030.00
2025-05-07 18:28:23;52530.00
2025-05-07 18:28:22;61030.00
2025-05-07 18:28:21;69530.00
2025-05-07 18:28:20;78030.00
2025-05-07 18:28:19;86530.00
2025-05-07 18:28:18;95030.00
2025-05-07 18:28:17;96450.00
2025-05-07 18:28:16;87950.00
2025-05-07 18:28:15;79450.00
2025-05-07 18:28:14;70950.00
2025-05-07 18:28:13;62450.00
2025-05-07 18:28:12;53950.00
2025-05-07 18:28:11;45450.00
2025-05-07 18:28:10;36950.00
2025-05-07 18:28:09;28450.00
2025-05-07 18:28:08;19950.00
2025-05-07 18:28:07;11450.00
2025-05-07 18:28:06;2950.00
2025-05-07 18:28:05;5550.00
2025-05-07 18:28:04;14050.00
2025-05-07 18:28:03;22550.00
2025-05-07 18:28:02;31050.00
2025-05-07 18:28:01;39550.00
2025-05-07 18:28:00;48050.00
2025-05-07 18:27:59;56550.00
2025-05-07 18:27:58;65050.00
2025-05-07 18:27:57;73550.00
2025-05-07 18:27:56;82050.00
2025-05-07 18:27:55;90550.00
2025-05-07 18:27:54;99050.00
2025-05-07 18:27:53;92430.00
2025-05-07 18:27:52;83930.00
2025-05-07 18:27:51;75430.00
2025-05-07 18:27:50;66930.00
2025-05-07 18:27:49;58430.00
2025-05-07 18:27:48;49930.00
2025-05-07 18:27:47;41430.00
2025-05-07 18:27:46;32930.00
2025-05-07 18:27:45;24430.00
2025-05-07 18:27:44;15930.00
2025-05-07 18:27:43;7430.00
2025-05-07 18:27:42;1070.00
2025-05-07 18:27:41;9570.00
2025-05-07 18:27:40;18070.00
2025-05-07 18:27:39;26570.00
2025-05-07 18:27:38;35070.00
2025-05-07 18:27:37;43570.00
2025-05-07 18:27:36;52070.00
2025-05-07 18:27:35;60570.00
2025-05-07 18:27:34;69070.00
2025-05-07 18:27:33;77570.00
2025-05-07 18:27:32;86070.00
2025-05-07 18:27:31;94570.00
2025-05-07 18:27:30;96910.00
2025-05-07 18:27:29;88410.00
2025-05-07 18:27:28;79910.00
2025-05-07 18:27:27;71410.00
2025-05-07 18:27:26;62910.00
2025-05-07 18:27:25;54410.00
2025-05-07 18:27:24;45910.00
2025-05-07 18:27:23;37410.00
2025-05-07 18:27:22;28910.00
2025-05-07 18:27:21;20410.00
2025-05-07 18:27:20;11910.00
2025-05-07 18:27:19;3410.00
2025-05-07 18:27:18;5090.00
2025-05-07 18:27:17;13590.00
2025-05-07 18:27:16;22090.00
2025-05-07 18:27:15;30590.00
2025-05-07 18:27:14;39090.00
2025-05-07 18:27:13;47590.00
2025-05-07 18:27:12;56090.00
2025-05-07 18:27:11;64590.00
2025-05-07 18:27:10;73090.00
2025-05-07 18:27:09;81590.00
2025-05-07 18:27:08;90090.00
2025-05-07 18:27:07;98590.00
2025-05-07 18:27:06;92890.00
2025-05-07 18:27:05;84390.00
2025-05-07 18:27:04;75890.00
2025-05-07 18:27:03;67390.00
2025-05-07 18:27:02;58890.00
2025-05-07 18:27:01;50390.00
2025-05-07 18:27:00;41890.00
2025-05-07 18:26:59;33390.00
2025-05-07 18:26:58;24890.00
2025-05-07 18:26:57;16390.00
2025-05-07 18:26:56;7890.00
2025-05-07 18:26:55;610.00
2025-05-07 18:26:54;9110.00
2025-05-07 18:26:53;17610.00
2025-05-07 18:26:52;26110.00
2025-05-07 18:26:51;34610.00
2025-05-07 18:26:50;43110.00
2025-05-07 18:26:49;51610.00
2025-05-07 18:26:48;60110.00
2025-05-07 18:26:47;68610.00
2025-05-07 18:26:46;77110.00
2025-05-07 18:26:45;85610.00
2025-05-07 18:26:44;94110.00
2025-05-07 18:26:43;97370.00
2025-05-07 18:26:42;88870.00
2025-05-07 18:26:41;80370.00
2025-05-07 18:26:40;71870.00
2025-05-07 18:26:39;63370.00
2025-05-07 18:26:38;54870.00
2025-05-07 18:26:37;46370.00
2025-05-07 18:26:36;37870.00
2025-05-07 18:26:35;29370.00
2025-05-07 18:26:34;20870.00
2025-05-07 18:26:33;12370.00
2025-05-07 18:26:32;3870.00
2025-05-07 18:26:31;4630.00
2025-05-07 18:26:30;13130.00
2025-05-07 18:26:29;21630.00
2025-05-07 18:26:28;30130.00
2025-05-07 18:26:27;38630.00
2025-05-07 18:26:26;47130.00
2025-05-07 18:26:25;55630.00
2025-05-07 18:26:24;64130.00
2025-05-07 18:26:23;72630.00
2025-05-07 18:26:22;81130.00
2025-05-07 18:26:21;89630.00
2025-05-07 18:26:20;98130.00
2025-05-07 18:26:19;93350.00
2025-05-07 18:26:18;84850.00
2025-05-07 18:26:17;76350.00
2025-05-07 18:26:16;67850.00
2025-05-07 18:26:15;59350.00
2025-05-07 18:26:14;50850.00
2025-05-07 18:26:13;42350.00
2025-05-07 18:26:12;33850.00
2025-05-07 18:26:11;25350.00
2025-05-07 18:26:10;16850.00
2025-05-07 18:26:09;8350.00
2025-05-07 18:26:08;150.00
2025-05-07 18:26:07;8650.00
2025-05-07 18:26:06;17150.00
2025-05-07 18:26:05;25650.00
2025-05-07 18:26:04;34150.00
2025-05-07 18:26:03;42650.00
2025-05-07 18:26:02;51150.00
2025-05-07 18:26:01;59650.00
2025-05-07 18:26:00;68150.00
2025-05-07 18:25:59;76650.00
2025-05-07 18:25:58;85150.00
2025-05-07 18:25:57;93650.00
2025-05-07 18:25:56;97830.00
2025-05-07 18:25:55;89330.00
2025-05-07 18:25:54;80830.00
2025-05-07 18:25:53;72330.00
2025-05-07 18:25:52;63830.00
2025-05-07 18:25:51;55330.00
2025-05-07 18:25:50;46830.00
2025-05-07 18:25:49;38330.00
2025-05-07 18:25:48;29830.00
2025-05-07 18:25:47;21330.00
2025-05-07 18:25:46;12830.00
2025-05-07 18:25:45;4330.00
2025-05-07 18:25:44;4170.00
2025-05-07 18:25:43;12670.00
2025-05-07 18:25:42;21170.00
2025-05-07 18:25:41;29670.00
2025-05-07 18:25:40;38170.00
2025-05-07 18:25:39;46670.00
2025-05-07 18:25:38;55170.00
2025-05-07 18:25:37;63670.00
2025-05-07 18:25:36;72170.00
2025-05-07 18:25:35;80670.00
2025-05-07 18:25:34;89170.00
2025-05-07 18:25:33;97670.00
2025-05-07 18:25:32;93810.00
2025-05-07 18:25:31;85310.00
2025-05-07 18:25:30;76810.00
2025-05-07 18:25:29;68310.00
2025-05-07 18:25:28;59810.00
2025-05-07 18:25:27;51310.00
2025-05-07 18:25:26;42810.00
2025-05-07 18:25:25;34310.00
2025-05-07 18:25:24;25810.00
2025-05-07 18:25:23;17310.00
2025-05-07 18:25:22;8810.00
2025-05-07 18:25:21;310.00
2025-05-07 18:25:20;8190.00
2025-05-07 18:25:19;16690.00
2025-05-07 18:25:18;25190.00
2025-05-07 18:25:17;33690.00
2025-05-07 18:25:16;42190.00
2025-05-07 18:25:15;50690.00
2025-05-07 18:25:14;59190.00
2025-05-07 18:25:13;67690.00
2025-05-07 18:25:12;76190.00
2025-05-07 18:25:11;84690.00
2025-05-07 18:25:10;93190.00
2025-05-07 18:25:09;98290.00
2025-05-07 18:25:08;89790.00
2025-05-07 18:25:07;81290.00
2025-05-07 18:25:06;72790.00
2025-05-07 18:25:05;64290.00
2025-05-07 18:25:04;55790.00
2025-05-07 18:25:03;47290.00
2025-05-07 18:25:02;38790.00
2025-05-07 18:25:01;30290.00
2025-05-07 18:25:00;21790.00
2025-05-07 18:24:59;13290.00
2025-05-07 18:24:58;4790.00
2025-05-07 18:24:57;3710.00
2025-05-07 18:24:56;12210.00
2025-05-07 18:24:55;20710.00
2025-05-07 18:24:54;29210.00
2025-05-07 18:24:53;37710.00
2025-05-07 18:24:52;46210.00
2025-05-07 18:24:51;54710.00
2025-05-07 18:24:50;63210.00
2025-05-07 18:24:49;71710.00
2025-05-07 18:24:48;80210.00
2025-05-07 18:24:47;88710.00
2025-05-07 18:24:46;97210.00
2025-05-07 18:24:45;94270.00
2025-05-07 18:24:44;85770.00
2025-05-07 18:24:43;77270.00
2025-05-07 18:24:42;68770.00
2025-05-07 18:24:41;60270.00
2025-05-07 18:24:40;51770.00
2025-05-07 18:24:39;43270.00
2025-05-07 18:24:38;34770.00
2025-05-07 18:24:37;26270.00
2025-05-07 18:24:36;17770.00
2025-05-07 18:24:35;9270.00
2025-05-07 18:24:34;770.00
2025-05-07 18:24:33;7730.00
2025-05-07 18:24:32;16230.00
2025-05-07 18:24:31;24730.00
2025-05-07 18:24:30;33230.00
2025-05-07 18:24:29;41730.00
2025-05-07 18:24:28;50230.00
2025-05-07 18:24:27;58730.00
2025-05-07 18:24:26;67230.00
2025-05-07 18:24:25;75730.00
2025-05-07 18:24:24;84230.00
2025-05-07 18:24:23;92730.00
2025-05-07 18:24:22;98750.00
2025-05-07 18:24:21;90250.00
2025-05-07 18:24:20;81750.00
2025-05-07 18:24:19;73250.00
2025-05-07 18:24:18;64750.00
2025-05-07 18:24:17;56250.00
2025-05-07 18:24:16;47750.00
2025-05-07 18:24:15;39250.00
2025-05-07 18:24:14;30750.00
2025-05-07 18:24:13;22250.00
2025-05-07 18:24:12;13750.00
2025-05-07 18:24:11;5250.00
2025-05-07 18:24:10;3250.00
2025-05-07 18:24:09;11750.00
2025-05-07 18:24:08;20250.00
2025-05-07 18:24:07;28750.00
2025-05-07 18:24:06;37250.00
2025-05-07 18:24:05;45750.00
2025-05-07 18:24:04;54250.00
2025-05-07 18:24:03;62750.00
2025-05-07 18:24:02;71250.00
2025-05-07 18:24:01;79750.00
2025-05-07 18:24:00;88250.00
2025-05-07 18:23:59;96750.00
2025-05-07 18:23:58;94730.00
2025-05-07 18:23:57;86230.00
2025-05-07 18:23:56;77730.00
2025-05-07 18:23:55;69230.00
2025-05-07 18:23:54;60730.00
2025-05-07 18:23:53;52230.00
2025-05-07 18:23:52;43730.00
2025-05-07 18:23:51;35230.00
2025-05-07 18:23:50;26730.00
2025-05-07 18:23:49;18230.00
2025-05-07 18:23:48;9730.00
2025-05-07 18:23:47;1230.00
2025-05-07 18:23:46;7270.00
2025-05-07 18:23:45;15770.00
2025-05-07 18:23:44;24270.00
2025-05-07 18:23:43;32770.00
2025-05-07 18:23:42;41270.00
2025-05-07 18:23:41;49770.00
2025-05-07 18:23:40;58270.00
2025-05-07 18:23:39;66770.00
2025-05-07 18:23:38;75270.00
2025-05-07 18:23:37;83770.00
2025-05-07 18:23:36;92270.00
2025-05-07 18:23:35;99210.00
2025-05-07 18:23:34;90710.00
2025-05-07 18:23:33;82210.00
