Fecha y Hora;TT-402A - Temperatura estator bomba B-402A
2025-05-07 18:30:00;23.25
2025-05-07 18:29:59;31.75
2025-05-07 18:29:58;40.25
2025-05-07 18:29:57;48.75
2025-05-07 18:29:56;57.25
2025-05-07 18:29:55;65.75
2025-05-07 18:29:54;74.25
2025-05-07 18:29:53;82.75
2025-05-07 18:29:52;91.25
2025-05-07 18:29:51;99.75
2025-05-07 18:29:50;91.73
2025-05-07 18:29:49;83.23
2025-05-07 18:29:48;74.73
2025-05-07 18:29:47;66.23
2025-05-07 18:29:46;57.73
2025-05-07 18:29:45;49.23
2025-05-07 18:29:44;40.73
2025-05-07 18:29:43;32.23
2025-05-07 18:29:42;23.73
2025-05-07 18:29:41;15.23
2025-05-07 18:29:40;6.73
2025-05-07 18:29:39;1.77
2025-05-07 18:29:38;10.27
2025-05-07 18:29:37;18.77
2025-05-07 18:29:36;27.27
2025-05-07 18:29:35;35.77
2025-05-07 18:29:34;44.27
2025-05-07 18:29:33;52.77
2025-05-07 18:29:32;61.27
2025-05-07 18:29:31;69.77
2025-05-07 18:29:30;78.27
2025-05-07 18:29:29;86.77
2025-05-07 18:29:28;95.27
2025-05-07 18:29:27;96.21
2025-05-07 18:29:26;87.71
2025-05-07 18:29:25;79.21
2025-05-07 18:29:24;70.71
2025-05-07 18:29:23;62.21
2025-05-07 18:29:22;53.71
2025-05-07 18:29:21;45.21
2025-05-07 18:29:20;36.71
2025-05-07 18:29:19;28.21
2025-05-07 18:29:18;19.71
2025-05-07 18:29:17;11.21
2025-05-07 18:29:16;2.71
2025-05-07 18:29:15;5.79
2025-05-07 18:29:14;14.29
2025-05-07 18:29:13;22.79
2025-05-07 18:29:12;31.29
2025-05-07 18:29:11;39.79
2025-05-07 18:29:10;48.29
2025-05-07 18:29:09;56.79
2025-05-07 18:29:08;65.29
2025-05-07 18:29:07;73.79
2025-05-07 18:29:06;82.29
2025-05-07 18:29:05;90.79
2025-05-07 18:29:04;99.29
2025-05-07 18:29:03;92.19
2025-05-07 18:29:02;83.69
2025-05-07 18:29:01;75.19
2025-05-07 18:29:00;66.69
2025-05-07 18:28:59;58.19
2025-05-07 18:28:58;49.69
2025-05-07 18:28:57;41.19
2025-05-07 18:28:56;32.69
2025-05-07 18:28:55;24.19
2025-05-07 18:28:54;15.69
2025-05-07 18:28:53;7.19
2025-05-07 18:28:52;1.31
2025-05-07 18:28:51;9.81
2025-05-07 18:28:50;18.31
2025-05-07 18:28:49;26.81
2025-05-07 18:28:48;35.31
2025-05-07 18:28:47;43.81
2025-05-07 18:28:46;52.31
2025-05-07 18:28:45;60.81
2025-05-07 18:28:44;69.31
2025-05-07 18:28:43;77.81
2025-05-07 18:28:42;86.31
2025-05-07 18:28:41;94.81
2025-05-07 18:28:40;96.67
2025-05-07 18:28:39;88.17
2025-05-07 18:28:38;79.67
2025-05-07 18:28:37;71.17
2025-05-07 18:28:36;62.67
2025-05-07 18:28:35;54.17
2025-05-07 18:28:34;45.67
2025-05-07 18:28:33;37.17
2025-05-07 18:28:32;28.67
2025-05-07 18:28:31;20.17
2025-05-07 18:28:30;11.67
2025-05-07 18:28:29;3.17
2025-05-07 18:28:28;5.33
2025-05-07 18:28:27;13.83
2025-05-07 18:28:26;22.33
2025-05-07 18:28:25;30.83
2025-05-07 18:28:24;39.33
2025-05-07 18:28:23;47.83
2025-05-07 18:28:22;56.33
2025-05-07 18:28:21;64.83
2025-05-07 18:28:20;73.33
2025-05-07 18:28:19;81.83
2025-05-07 18:28:18;90.33
2025-05-07 18:28:17;98.83
2025-05-07 18:28:16;92.65
2025-05-07 18:28:15;84.15
2025-05-07 18:28:14;75.65
2025-05-07 18:28:13;67.15
2025-05-07 18:28:12;58.65
2025-05-07 18:28:11;50.15
2025-05-07 18:28:10;41.65
2025-05-07 18:28:09;33.15
2025-05-07 18:28:08;24.65
2025-05-07 18:28:07;16.15
2025-05-07 18:28:06;7.65
2025-05-07 18:28:05;0.85
2025-05-07 18:28:04;9.35
2025-05-07 18:28:03;17.85
2025-05-07 18:28:02;26.35
2025-05-07 18:28:01;34.85
2025-05-07 18:28:00;43.35
2025-05-07 18:27:59;51.85
2025-05-07 18:27:58;60.35
2025-05-07 18:27:57;68.85
2025-05-07 18:27:56;77.35
2025-05-07 18:27:55;85.85
2025-05-07 18:27:54;94.35
2025-05-07 18:27:53;97.13
2025-05-07 18:27:52;88.63
2025-05-07 18:27:51;80.13
2025-05-07 18:27:50;71.63
2025-05-07 18:27:49;63.13
2025-05-07 18:27:48;54.63
2025-05-07 18:27:47;46.13
2025-05-07 18:27:46;37.63
2025-05-07 18:27:45;29.13
2025-05-07 18:27:44;20.63
2025-05-07 18:27:43;12.13
2025-05-07 18:27:42;3.63
2025-05-07 18:27:41;4.87
2025-05-07 18:27:40;13.37
2025-05-07 18:27:39;21.87
2025-05-07 18:27:38;30.37
2025-05-07 18:27:37;38.87
2025-05-07 18:27:36;47.37
2025-05-07 18:27:35;55.87
2025-05-07 18:27:34;64.37
2025-05-07 18:27:33;72.87
2025-05-07 18:27:32;81.37
2025-05-07 18:27:31;89.87
2025-05-07 18:27:30;98.37
2025-05-07 18:27:29;93.11
2025-05-07 18:27:28;84.61
2025-05-07 18:27:27;76.11
2025-05-07 18:27:26;67.61
2025-05-07 18:27:25;59.11
2025-05-07 18:27:24;50.61
2025-05-07 18:27:23;42.11
2025-05-07 18:27:22;33.61
2025-05-07 18:27:21;25.11
2025-05-07 18:27:20;16.61
2025-05-07 18:27:19;8.11
2025-05-07 18:27:18;0.39
2025-05-07 18:27:17;8.89
2025-05-07 18:27:16;17.39
2025-05-07 18:27:15;25.89
2025-05-07 18:27:14;34.39
2025-05-07 18:27:13;42.89
2025-05-07 18:27:12;51.39
2025-05-07 18:27:11;59.89
2025-05-07 18:27:10;68.39
2025-05-07 18:27:09;76.89
2025-05-07 18:27:08;85.39
2025-05-07 18:27:07;93.89
2025-05-07 18:27:06;97.59
2025-05-07 18:27:05;89.09
2025-05-07 18:27:04;80.59
2025-05-07 18:27:03;72.09
2025-05-07 18:27:02;63.59
2025-05-07 18:27:01;55.09
2025-05-07 18:27:00;46.59
2025-05-07 18:26:59;38.09
2025-05-07 18:26:58;29.59
2025-05-07 18:26:57;21.09
2025-05-07 18:26:56;12.59
2025-05-07 18:26:55;4.09
2025-05-07 18:26:54;4.41
2025-05-07 18:26:53;12.91
2025-05-07 18:26:52;21.41
2025-05-07 18:26:51;29.91
2025-05-07 18:26:50;38.41
2025-05-07 18:26:49;46.91
2025-05-07 18:26:48;55.41
2025-05-07 18:26:47;63.91
2025-05-07 18:26:46;72.41
2025-05-07 18:26:45;80.91
2025-05-07 18:26:44;89.41
2025-05-07 18:26:43;97.91
2025-05-07 18:26:42;93.57
2025-05-07 18:26:41;85.07
2025-05-07 18:26:40;76.57
2025-05-07 18:26:39;68.07
2025-05-07 18:26:38;59.57
2025-05-07 18:26:37;51.07
2025-05-07 18:26:36;42.57
2025-05-07 18:26:35;34.07
2025-05-07 18:26:34;25.57
2025-05-07 18:26:33;17.07
2025-05-07 18:26:32;8.57
2025-05-07 18:26:31;0.07
2025-05-07 18:26:30;8.43
2025-05-07 18:26:29;16.93
2025-05-07 18:26:28;25.43
2025-05-07 18:26:27;33.93
2025-05-07 18:26:26;42.43
2025-05-07 18:26:25;50.93
2025-05-07 18:26:24;59.43
2025-05-07 18:26:23;67.93
2025-05-07 18:26:22;76.43
2025-05-07 18:26:21;84.93
2025-05-07 18:26:20;93.43
2025-05-07 18:26:19;98.05
2025-05-07 18:26:18;89.55
2025-05-07 18:26:17;81.05
2025-05-07 18:26:16;72.55
2025-05-07 18:26:15;64.05
2025-05-07 18:26:14;55.55
2025-05-07 18:26:13;47.05
2025-05-07 18:26:12;38.55
2025-05-07 18:26:11;30.05
2025-05-07 18:26:10;21.55
2025-05-07 18:26:09;13.05
2025-05-07 18:26:08;4.55
2025-05-07 18:26:07;3.95
2025-05-07 18:26:06;12.45
2025-05-07 18:26:05;20.95
2025-05-07 18:26:04;29.45
2025-05-07 18:26:03;37.95
2025-05-07 18:26:02;46.45
2025-05-07 18:26:01;54.95
2025-05-07 18:26:00;63.45
2025-05-07 18:25:59;71.95
2025-05-07 18:25:58;80.45
2025-05-07 18:25:57;88.95
2025-05-07 18:25:56;97.45
2025-05-07 18:25:55;94.03
2025-05-07 18:25:54;85.53
2025-05-07 18:25:53;77.03
2025-05-07 18:25:52;68.53
2025-05-07 18:25:51;60.03
2025-05-07 18:25:50;51.53
2025-05-07 18:25:49;43.03
2025-05-07 18:25:48;34.53
2025-05-07 18:25:47;26.03
2025-05-07 18:25:46;17.53
2025-05-07 18:25:45;9.03
2025-05-07 18:25:44;0.53
2025-05-07 18:25:43;7.97
2025-05-07 18:25:42;16.47
2025-05-07 18:25:41;24.97
2025-05-07 18:25:40;33.47
2025-05-07 18:25:39;41.97
2025-05-07 18:25:38;50.47
2025-05-07 18:25:37;58.97
2025-05-07 18:25:36;67.47
2025-05-07 18:25:35;75.97
2025-05-07 18:25:34;84.47
2025-05-07 18:25:33;92.97
2025-05-07 18:25:32;98.51
2025-05-07 18:25:31;90.01
2025-05-07 18:25:30;81.51
2025-05-07 18:25:29;73.01
2025-05-07 18:25:28;64.51
2025-05-07 18:25:27;56.01
2025-05-07 18:25:26;47.51
2025-05-07 18:25:25;39.01
2025-05-07 18:25:24;30.51
2025-05-07 18:25:23;22.01
2025-05-07 18:25:22;13.51
2025-05-07 18:25:21;5.01
2025-05-07 18:25:20;3.49
2025-05-07 18:25:19;11.99
2025-05-07 18:25:18;20.49
2025-05-07 18:25:17;28.99
2025-05-07 18:25:16;37.49
2025-05-07 18:25:15;45.99
2025-05-07 18:25:14;54.49
2025-05-07 18:25:13;62.99
2025-05-07 18:25:12;71.49
2025-05-07 18:25:11;79.99
2025-05-07 18:25:10;88.49
2025-05-07 18:25:09;96.99
2025-05-07 18:25:08;94.49
2025-05-07 18:25:07;85.99
2025-05-07 18:25:06;77.49
2025-05-07 18:25:05;68.99
2025-05-07 18:25:04;60.49
2025-05-07 18:25:03;51.99
2025-05-07 18:25:02;43.49
2025-05-07 18:25:01;34.99
2025-05-07 18:25:00;26.49
2025-05-07 18:24:59;17.99
2025-05-07 18:24:58;9.49
2025-05-07 18:24:57;0.99
2025-05-07 18:24:56;7.51
2025-05-07 18:24:55;16.01
2025-05-07 18:24:54;24.51
2025-05-07 18:24:53;33.01
2025-05-07 18:24:52;41.51
2025-05-07 18:24:51;50.01
2025-05-07 18:24:50;58.51
2025-05-07 18:24:49;67.01
2025-05-07 18:24:48;75.51
2025-05-07 18:24:47;84.01
2025-05-07 18:24:46;92.51
2025-05-07 18:24:45;98.97
2025-05-07 18:24:44;90.47
2025-05-07 18:24:43;81.97
2025-05-07 18:24:42;73.47
2025-05-07 18:24:41;64.97
2025-05-07 18:24:40;56.47
2025-05-07 18:24:39;47.97
2025-05-07 18:24:38;39.47
2025-05-07 18:24:37;30.97
2025-05-07 18:24:36;22.47
2025-05-07 18:24:35;13.97
2025-05-07 18:24:34;5.47
2025-05-07 18:24:33;3.03
2025-05-07 18:24:32;11.53
2025-05-07 18:24:31;20.03
2025-05-07 18:24:30;28.53
2025-05-07 18:24:29;37.03
2025-05-07 18:24:28;45.53
2025-05-07 18:24:27;54.03
2025-05-07 18:24:26;62.53
2025-05-07 18:24:25;71.03
2025-05-07 18:24:24;79.53
2025-05-07 18:24:23;88.03
2025-05-07 18:24:22;96.53
2025-05-07 18:24:21;94.95
2025-05-07 18:24:20;86.45
2025-05-07 18:24:19;77.95
2025-05-07 18:24:18;69.45
2025-05-07 18:24:17;60.95
2025-05-07 18:24:16;52.45
2025-05-07 18:24:15;43.95
2025-05-07 18:24:14;35.45
2025-05-07 18:24:13;26.95
2025-05-07 18:24:12;18.45
2025-05-07 18:24:11;9.95
2025-05-07 18:24:10;1.45
2025-05-07 18:24:09;7.05
2025-05-07 18:24:08;15.55
2025-05-07 18:24:07;24.05
2025-05-07 18:24:06;32.55
2025-05-07 18:24:05;41.05
2025-05-07 18:24:04;49.55
2025-05-07 18:24:03;58.05
2025-05-07 18:24:02;66.55
2025-05-07 18:24:01;75.05
2025-05-07 18:24:00;83.55
2025-05-07 18:23:59;92.05
2025-05-07 18:23:58;99.43
2025-05-07 18:23:57;90.93
2025-05-07 18:23:56;82.43
2025-05-07 18:23:55;73.93
2025-05-07 18:23:54;65.43
2025-05-07 18:23:53;56.93
2025-05-07 18:23:52;48.43
2025-05-07 18:23:51;39.93
2025-05-07 18:23:50;31.43
2025-05-07 18:23:49;22.93
2025-05-07 18:23:48;14.43
2025-05-07 18:23:47;5.93
2025-05-07 18:23:46;2.57
2025-05-07 18:23:45;11.07
2025-05-07 18:23:44;19.57
2025-05-07 18:23:43;28.07
2025-05-07 18:23:42;36.57
2025-05-07 18:23:41;45.07
2025-05-07 18:23:40;53.57
2025-05-07 18:23:39;62.07
2025-05-07 18:23:38;70.57
2025-05-07 18:23:37;79.07
2025-05-07 18:23:36;87.57
2025-05-07 18:23:35;96.07
2025-05-07 18:23:34;95.41
2025-05-07 18:23:33;86.91
2025-05-07 18:23:32;78.41
2025-05-07 18:23:31;69.91
2025-05-07 18:23:30;61.41
2025-05-07 18:23:29;52.91
2025-05-07 18:23:28;44.41
2025-05-07 18:23:27;35.91
2025-05-07 18:23:26;27.41
2025-05-07 18:23:25;18.91
2025-05-07 18:23:24;10.41
2025-05-07 18:23:23;1.91
2025-05-07 18:23:22;6.59
2025-05-07 18:23:21;15.09
2025-05-07 18:23:20;23.59
2025-05-07 18:23:19;32.09
2025-05-07 18:23:18;40.59
2025-05-07 18:23:17;49.09
2025-05-07 18:23:16;57.59
2025-05-07 18:23:15;66.09
2025-05-07 18:23:14;74.59
2025-05-07 18:23:13;83.09
2025-05-07 18:23:12;91.59
2025-05-07 18:23:11;99.89
2025-05-07 18:23:10;91.39
2025-05-07 18:23:09;82.89
2025-05-07 18:23:08;74.39
2025-05-07 18:23:07;65.89
2025-05-07 18:23:06;57.39
2025-05-07 18:23:05;48.89
2025-05-07 18:23:04;40.39
2025-05-07 18:23:03;31.89
2025-05-07 18:23:02;23.39
2025-05-07 18:23:01;14.89
2025-05-07 18:23:00;6.39
2025-05-07 18:22:59;2.11
2025-05-07 18:22:58;10.61
2025-05-07 18:22:57;19.11
2025-05-07 18:22:56;27.61
2025-05-07 18:22:55;36.11
2025-05-07 18:22:54;44.61
2025-05-07 18:22:53;53.11
2025-05-07 18:22:52;61.61
2025-05-07 18:22:51;70.11
2025-05-07 18:22:50;78.61
2025-05-07 18:22:49;87.11
2025-05-07 18:22:48;95.61
2025-05-07 18:22:47;95.87
