Fecha y Hora;CV-3023 - Válvula control presión entrada R-303
2025-05-07 18:29:55;70.39
2025-05-07 18:29:54;78.89
2025-05-07 18:29:53;87.39
2025-05-07 18:29:52;95.89
2025-05-07 18:29:51;95.59
2025-05-07 18:29:50;87.09
2025-05-07 18:29:49;78.59
2025-05-07 18:29:48;70.09
2025-05-07 18:29:47;61.59
2025-05-07 18:29:46;53.09
2025-05-07 18:29:45;44.59
2025-05-07 18:29:44;36.09
2025-05-07 18:29:43;27.59
2025-05-07 18:29:42;19.09
2025-05-07 18:29:41;10.59
2025-05-07 18:29:40;2.09
2025-05-07 18:29:39;6.41
2025-05-07 18:29:38;14.91
2025-05-07 18:29:37;23.41
2025-05-07 18:29:36;31.91
2025-05-07 18:29:35;40.41
2025-05-07 18:29:34;48.91
2025-05-07 18:29:33;57.41
2025-05-07 18:29:32;65.91
2025-05-07 18:29:31;74.41
2025-05-07 18:29:30;82.91
2025-05-07 18:29:29;91.41
2025-05-07 18:29:28;99.91
2025-05-07 18:29:27;91.57
2025-05-07 18:29:26;83.07
2025-05-07 18:29:25;74.57
2025-05-07 18:29:24;66.07
2025-05-07 18:29:23;57.57
2025-05-07 18:29:22;49.07
2025-05-07 18:29:21;40.57
2025-05-07 18:29:20;32.07
2025-05-07 18:29:19;23.57
2025-05-07 18:29:18;15.07
2025-05-07 18:29:17;6.57
2025-05-07 18:29:16;1.93
2025-05-07 18:29:15;10.43
2025-05-07 18:29:14;18.93
2025-05-07 18:29:13;27.43
2025-05-07 18:29:12;35.93
2025-05-07 18:29:11;44.43
2025-05-07 18:29:10;52.93
2025-05-07 18:29:09;61.43
2025-05-07 18:29:08;69.93
2025-05-07 18:29:07;78.43
2025-05-07 18:29:06;86.93
2025-05-07 18:29:05;95.43
2025-05-07 18:29:04;96.05
2025-05-07 18:29:03;87.55
2025-05-07 18:29:02;79.05
2025-05-07 18:29:01;70.55
2025-05-07 18:29:00;62.05
2025-05-07 18:28:59;53.55
2025-05-07 18:28:58;45.05
2025-05-07 18:28:57;36.55
2025-05-07 18:28:56;28.05
2025-05-07 18:28:55;19.55
2025-05-07 18:28:54;11.05
2025-05-07 18:28:53;2.55
2025-05-07 18:28:52;5.95
2025-05-07 18:28:51;14.45
2025-05-07 18:28:50;22.95
2025-05-07 18:28:49;31.45
2025-05-07 18:28:48;39.95
2025-05-07 18:28:47;48.45
2025-05-07 18:28:46;56.95
2025-05-07 18:28:45;65.45
2025-05-07 18:28:44;73.95
2025-05-07 18:28:43;82.45
2025-05-07 18:28:42;90.95
2025-05-07 18:28:41;99.45
2025-05-07 18:28:40;92.03
2025-05-07 18:28:39;83.53
2025-05-07 18:28:38;75.03
2025-05-07 18:28:37;66.53
2025-05-07 18:28:36;58.03
2025-05-07 18:28:35;49.53
2025-05-07 18:28:34;41.03
2025-05-07 18:28:33;32.53
2025-05-07 18:28:32;24.03
2025-05-07 18:28:31;15.53
2025-05-07 18:28:30;7.03
2025-05-07 18:28:29;1.47
2025-05-07 18:28:28;9.97
2025-05-07 18:28:27;18.47
2025-05-07 18:28:26;26.97
2025-05-07 18:28:25;35.47
2025-05-07 18:28:24;43.97
2025-05-07 18:28:23;52.47
2025-05-07 18:28:22;60.97
2025-05-07 18:28:21;69.47
2025-05-07 18:28:20;77.97
2025-05-07 18:28:19;86.47
2025-05-07 18:28:18;94.97
2025-05-07 18:28:17;96.51
2025-05-07 18:28:16;88.01
2025-05-07 18:28:15;79.51
2025-05-07 18:28:14;71.01
2025-05-07 18:28:13;62.51
2025-05-07 18:28:12;54.01
2025-05-07 18:28:11;45.51
2025-05-07 18:28:10;37.01
2025-05-07 18:28:09;28.51
2025-05-07 18:28:08;20.01
2025-05-07 18:28:07;11.51
2025-05-07 18:28:06;3.01
2025-05-07 18:28:05;5.49
2025-05-07 18:28:04;13.99
2025-05-07 18:28:03;22.49
2025-05-07 18:28:02;30.99
2025-05-07 18:28:01;39.49
2025-05-07 18:28:00;47.99
2025-05-07 18:27:59;56.49
2025-05-07 18:27:58;64.99
2025-05-07 18:27:57;73.49
2025-05-07 18:27:56;81.99
2025-05-07 18:27:55;90.49
2025-05-07 18:27:54;98.99
2025-05-07 18:27:53;92.49
2025-05-07 18:27:52;83.99
2025-05-07 18:27:51;75.49
2025-05-07 18:27:50;66.99
2025-05-07 18:27:49;58.49
2025-05-07 18:27:48;49.99
2025-05-07 18:27:47;41.49
2025-05-07 18:27:46;32.99
2025-05-07 18:27:45;24.49
2025-05-07 18:27:44;15.99
2025-05-07 18:27:43;7.49
2025-05-07 18:27:42;1.01
2025-05-07 18:27:41;9.51
2025-05-07 18:27:40;18.01
2025-05-07 18:27:39;26.51
2025-05-07 18:27:38;35.01
2025-05-07 18:27:37;43.51
2025-05-07 18:27:36;52.01
2025-05-07 18:27:35;60.51
2025-05-07 18:27:34;69.01
2025-05-07 18:27:33;77.51
2025-05-07 18:27:32;86.01
2025-05-07 18:27:31;94.51
2025-05-07 18:27:30;96.97
2025-05-07 18:27:29;88.47
2025-05-07 18:27:28;79.97
2025-05-07 18:27:27;71.47
2025-05-07 18:27:26;62.97
2025-05-07 18:27:25;54.47
2025-05-07 18:27:24;45.97
2025-05-07 18:27:23;37.47
2025-05-07 18:27:22;28.97
2025-05-07 18:27:21;20.47
2025-05-07 18:27:20;11.97
2025-05-07 18:27:19;3.47
2025-05-07 18:27:18;5.03
2025-05-07 18:27:17;13.53
2025-05-07 18:27:16;22.03
2025-05-07 18:27:15;30.53
2025-05-07 18:27:14;39.03
2025-05-07 18:27:13;47.53
2025-05-07 18:27:12;56.03
2025-05-07 18:27:11;64.53
2025-05-07 18:27:10;73.03
2025-05-07 18:27:09;81.53
2025-05-07 18:27:08;90.03
2025-05-07 18:27:07;98.53
2025-05-07 18:27:06;92.95
2025-05-07 18:27:05;84.45
2025-05-07 18:27:04;75.95
2025-05-07 18:27:03;67.45
2025-05-07 18:27:02;58.95
2025-05-07 18:27:01;50.45
2025-05-07 18:27:00;41.95
2025-05-07 18:26:59;33.45
2025-05-07 18:26:58;24.95
2025-05-07 18:26:57;16.45
2025-05-07 18:26:56;7.95
2025-05-07 18:26:55;0.55
2025-05-07 18:26:54;9.05
2025-05-07 18:26:53;17.55
2025-05-07 18:26:52;26.05
2025-05-07 18:26:51;34.55
2025-05-07 18:26:50;43.05
2025-05-07 18:26:49;51.55
2025-05-07 18:26:48;60.05
2025-05-07 18:26:47;68.55
2025-05-07 18:26:46;77.05
2025-05-07 18:26:45;85.55
2025-05-07 18:26:44;94.05
2025-05-07 18:26:43;97.43
2025-05-07 18:26:42;88.93
2025-05-07 18:26:41;80.43
2025-05-07 18:26:40;71.93
2025-05-07 18:26:39;63.43
2025-05-07 18:26:38;54.93
2025-05-07 18:26:37;46.43
2025-05-07 18:26:36;37.93
2025-05-07 18:26:35;29.43
2025-05-07 18:26:34;20.93
2025-05-07 18:26:33;12.43
2025-05-07 18:26:32;3.93
2025-05-07 18:26:31;4.57
2025-05-07 18:26:30;13.07
2025-05-07 18:26:29;21.57
2025-05-07 18:26:28;30.07
2025-05-07 18:26:27;38.57
2025-05-07 18:26:26;47.07
2025-05-07 18:26:25;55.57
2025-05-07 18:26:24;64.07
2025-05-07 18:26:23;72.57
2025-05-07 18:26:22;81.07
2025-05-07 18:26:21;89.57
2025-05-07 18:26:20;98.07
2025-05-07 18:26:19;93.41
2025-05-07 18:26:18;84.91
2025-05-07 18:26:17;76.41
2025-05-07 18:26:16;67.91
2025-05-07 18:26:15;59.41
2025-05-07 18:26:14;50.91
2025-05-07 18:26:13;42.41
2025-05-07 18:26:12;33.91
2025-05-07 18:26:11;25.41
2025-05-07 18:26:10;16.91
2025-05-07 18:26:09;8.41
2025-05-07 18:26:08;0.09
2025-05-07 18:26:07;8.59
2025-05-07 18:26:06;17.09
2025-05-07 18:26:05;25.59
2025-05-07 18:26:04;34.09
2025-05-07 18:26:03;42.59
2025-05-07 18:26:02;51.09
2025-05-07 18:26:01;59.59
2025-05-07 18:26:00;68.09
2025-05-07 18:25:59;76.59
2025-05-07 18:25:58;85.09
2025-05-07 18:25:57;93.59
2025-05-07 18:25:56;97.89
2025-05-07 18:25:55;89.39
2025-05-07 18:25:54;80.89
2025-05-07 18:25:53;72.39
2025-05-07 18:25:52;63.89
2025-05-07 18:25:51;55.39
2025-05-07 18:25:50;46.89
2025-05-07 18:25:49;38.39
2025-05-07 18:25:48;29.89
2025-05-07 18:25:47;21.39
2025-05-07 18:25:46;12.89
2025-05-07 18:25:45;4.39
2025-05-07 18:25:44;4.11
2025-05-07 18:25:43;12.61
2025-05-07 18:25:42;21.11
2025-05-07 18:25:41;29.61
2025-05-07 18:25:40;38.11
2025-05-07 18:25:39;46.61
2025-05-07 18:25:38;55.11
2025-05-07 18:25:37;63.61
2025-05-07 18:25:36;72.11
2025-05-07 18:25:35;80.61
2025-05-07 18:25:34;89.11
2025-05-07 18:25:33;97.61
2025-05-07 18:25:32;93.87
2025-05-07 18:25:31;85.37
2025-05-07 18:25:30;76.87
2025-05-07 18:25:29;68.37
2025-05-07 18:25:28;59.87
2025-05-07 18:25:27;51.37
2025-05-07 18:25:26;42.87
2025-05-07 18:25:25;34.37
2025-05-07 18:25:24;25.87
2025-05-07 18:25:23;17.37
2025-05-07 18:25:22;8.87
2025-05-07 18:25:21;0.37
2025-05-07 18:25:20;8.13
2025-05-07 18:25:19;16.63
2025-05-07 18:25:18;25.13
2025-05-07 18:25:17;33.63
2025-05-07 18:25:16;42.13
2025-05-07 18:25:15;50.63
2025-05-07 18:25:14;59.13
2025-05-07 18:25:13;67.63
2025-05-07 18:25:12;76.13
2025-05-07 18:25:11;84.63
2025-05-07 18:25:10;93.13
2025-05-07 18:25:09;98.35
2025-05-07 18:25:08;89.85
2025-05-07 18:25:07;81.35
2025-05-07 18:25:06;72.85
2025-05-07 18:25:05;64.35
2025-05-07 18:25:04;55.85
2025-05-07 18:25:03;47.35
2025-05-07 18:25:02;38.85
2025-05-07 18:25:01;30.35
2025-05-07 18:25:00;21.85
2025-05-07 18:24:59;13.35
2025-05-07 18:24:58;4.85
2025-05-07 18:24:57;3.65
2025-05-07 18:24:56;12.15
2025-05-07 18:24:55;20.65
2025-05-07 18:24:54;29.15
2025-05-07 18:24:53;37.65
2025-05-07 18:24:52;46.15
2025-05-07 18:24:51;54.65
2025-05-07 18:24:50;63.15
2025-05-07 18:24:49;71.65
2025-05-07 18:24:48;80.15
2025-05-07 18:24:47;88.65
2025-05-07 18:24:46;97.15
2025-05-07 18:24:45;94.33
2025-05-07 18:24:44;85.83
2025-05-07 18:24:43;77.33
2025-05-07 18:24:42;68.83
2025-05-07 18:24:41;60.33
2025-05-07 18:24:40;51.83
2025-05-07 18:24:39;43.33
2025-05-07 18:24:38;34.83
2025-05-07 18:24:37;26.33
2025-05-07 18:24:36;17.83
2025-05-07 18:24:35;9.33
2025-05-07 18:24:34;0.83
2025-05-07 18:24:33;7.67
2025-05-07 18:24:32;16.17
2025-05-07 18:24:31;24.67
2025-05-07 18:24:30;33.17
2025-05-07 18:24:29;41.67
2025-05-07 18:24:28;50.17
2025-05-07 18:24:27;58.67
2025-05-07 18:24:26;67.17
2025-05-07 18:24:25;75.67
2025-05-07 18:24:24;84.17
2025-05-07 18:24:23;92.67
2025-05-07 18:24:22;98.81
2025-05-07 18:24:21;90.31
2025-05-07 18:24:20;81.81
2025-05-07 18:24:19;73.31
2025-05-07 18:24:18;64.81
2025-05-07 18:24:17;56.31
2025-05-07 18:24:16;47.81
2025-05-07 18:24:15;39.31
2025-05-07 18:24:14;30.81
2025-05-07 18:24:13;22.31
2025-05-07 18:24:12;13.81
2025-05-07 18:24:11;5.31
2025-05-07 18:24:10;3.19
2025-05-07 18:24:09;11.69
2025-05-07 18:24:08;20.19
2025-05-07 18:24:07;28.69
2025-05-07 18:24:06;37.19
2025-05-07 18:24:05;45.69
2025-05-07 18:24:04;54.19
2025-05-07 18:24:03;62.69
2025-05-07 18:24:02;71.19
2025-05-07 18:24:01;79.69
2025-05-07 18:24:00;88.19
2025-05-07 18:23:59;96.69
2025-05-07 18:23:58;94.79
2025-05-07 18:23:57;86.29
2025-05-07 18:23:56;77.79
2025-05-07 18:23:55;69.29
2025-05-07 18:23:54;60.79
2025-05-07 18:23:53;52.29
2025-05-07 18:23:52;43.79
2025-05-07 18:23:51;35.29
2025-05-07 18:23:50;26.79
2025-05-07 18:23:49;18.29
2025-05-07 18:23:48;9.79
2025-05-07 18:23:47;1.29
2025-05-07 18:23:46;7.21
2025-05-07 18:23:45;15.71
2025-05-07 18:23:44;24.21
2025-05-07 18:23:43;32.71
2025-05-07 18:23:42;41.21
2025-05-07 18:23:41;49.71
2025-05-07 18:23:40;58.21
2025-05-07 18:23:39;66.71
2025-05-07 18:23:38;75.21
2025-05-07 18:23:37;83.71
2025-05-07 18:23:36;92.21
2025-05-07 18:23:35;99.27
2025-05-07 18:23:34;90.77
2025-05-07 18:23:33;82.27
2025-05-07 18:23:32;73.77
2025-05-07 18:23:31;65.27
2025-05-07 18:23:30;56.77
2025-05-07 18:23:29;48.27
2025-05-07 18:23:28;39.77
2025-05-07 18:23:27;31.27
2025-05-07 18:23:26;22.77
2025-05-07 18:23:25;14.27
2025-05-07 18:23:24;5.77
2025-05-07 18:23:23;2.73
2025-05-07 18:23:22;11.23
2025-05-07 18:23:21;19.73
2025-05-07 18:23:20;28.23
2025-05-07 18:23:19;36.73
2025-05-07 18:23:18;45.23
2025-05-07 18:23:17;53.73
2025-05-07 18:23:16;62.23
2025-05-07 18:23:15;70.73
2025-05-07 18:23:14;79.23
2025-05-07 18:23:13;87.73
2025-05-07 18:23:12;96.23
2025-05-07 18:23:11;95.25
2025-05-07 18:23:10;86.75
2025-05-07 18:23:09;78.25
2025-05-07 18:23:08;69.75
2025-05-07 18:23:07;61.25
2025-05-07 18:23:06;52.75
2025-05-07 18:23:05;44.25
2025-05-07 18:23:04;35.75
2025-05-07 18:23:03;27.25
2025-05-07 18:23:02;18.75
2025-05-07 18:23:01;10.25
2025-05-07 18:23:00;1.75
2025-05-07 18:22:59;6.75
2025-05-07 18:22:58;15.25
2025-05-07 18:22:57;23.75
2025-05-07 18:22:56;32.25
2025-05-07 18:22:55;40.75
2025-05-07 18:22:54;49.25
2025-05-07 18:22:53;57.75
2025-05-07 18:22:52;66.25
2025-05-07 18:22:51;74.75
2025-05-07 18:22:50;83.25
2025-05-07 18:22:49;91.75
2025-05-07 18:22:48;99.73
2025-05-07 18:22:47;91.23
