Fecha y Hora;LIT-4019 - Nivel flash S-401
2025-05-07 18:34:38;64.48
2025-05-07 18:34:37;72.98
2025-05-07 18:34:36;81.48
2025-05-07 18:34:35;89.98
2025-05-07 18:34:34;98.48
2025-05-07 18:34:33;93.00
2025-05-07 18:34:32;84.50
2025-05-07 18:34:31;76.00
2025-05-07 18:34:30;67.50
2025-05-07 18:34:29;59.00
2025-05-07 18:34:28;50.50
2025-05-07 18:34:27;42.00
2025-05-07 18:34:26;33.50
2025-05-07 18:34:25;25.00
2025-05-07 18:34:24;16.50
2025-05-07 18:34:23;8.00
2025-05-07 18:34:22;0.50
2025-05-07 18:34:21;9.00
2025-05-07 18:34:20;17.50
2025-05-07 18:34:19;26.00
2025-05-07 18:34:18;34.50
2025-05-07 18:34:17;43.00
2025-05-07 18:34:16;51.50
2025-05-07 18:34:15;60.00
2025-05-07 18:34:14;68.50
2025-05-07 18:34:13;77.00
2025-05-07 18:34:12;85.50
2025-05-07 18:34:11;94.00
2025-05-07 18:34:10;97.48
2025-05-07 18:34:09;88.98
2025-05-07 18:34:08;80.48
2025-05-07 18:34:07;71.98
2025-05-07 18:34:06;63.48
2025-05-07 18:34:05;54.98
2025-05-07 18:34:04;46.48
2025-05-07 18:34:03;37.98
2025-05-07 18:34:02;29.48
2025-05-07 18:34:01;20.98
2025-05-07 18:34:00;12.48
2025-05-07 18:33:59;3.98
2025-05-07 18:33:58;4.52
2025-05-07 18:33:57;13.02
2025-05-07 18:33:56;21.52
2025-05-07 18:33:55;30.02
2025-05-07 18:33:54;38.52
2025-05-07 18:33:53;47.02
2025-05-07 18:33:52;55.52
2025-05-07 18:33:51;64.02
2025-05-07 18:33:50;72.52
2025-05-07 18:33:49;81.02
2025-05-07 18:33:48;89.52
2025-05-07 18:33:47;98.02
2025-05-07 18:33:46;93.46
2025-05-07 18:33:45;84.96
2025-05-07 18:33:44;76.46
2025-05-07 18:33:43;67.96
2025-05-07 18:33:42;59.46
2025-05-07 18:33:41;50.96
2025-05-07 18:33:40;42.46
2025-05-07 18:33:39;33.96
2025-05-07 18:33:38;25.46
2025-05-07 18:33:37;16.96
2025-05-07 18:33:36;8.46
2025-05-07 18:33:35;0.04
2025-05-07 18:33:34;8.54
2025-05-07 18:33:33;17.04
2025-05-07 18:33:32;25.54
2025-05-07 18:33:31;34.04
2025-05-07 18:33:30;42.54
2025-05-07 18:33:29;51.04
2025-05-07 18:33:28;59.54
2025-05-07 18:33:27;68.04
2025-05-07 18:33:26;76.54
2025-05-07 18:33:25;85.04
2025-05-07 18:33:24;93.54
2025-05-07 18:33:23;97.94
2025-05-07 18:33:22;89.44
2025-05-07 18:33:21;80.94
2025-05-07 18:33:20;72.44
2025-05-07 18:33:19;63.94
2025-05-07 18:33:18;55.44
2025-05-07 18:33:17;46.94
2025-05-07 18:33:16;38.44
2025-05-07 18:33:15;29.94
2025-05-07 18:33:14;21.44
2025-05-07 18:33:13;12.94
2025-05-07 18:33:12;4.44
2025-05-07 18:33:11;4.06
2025-05-07 18:33:10;12.56
2025-05-07 18:33:09;21.06
2025-05-07 18:33:08;29.56
2025-05-07 18:33:07;38.06
2025-05-07 18:33:06;46.56
2025-05-07 18:33:05;55.06
2025-05-07 18:33:04;63.56
2025-05-07 18:33:03;72.06
2025-05-07 18:33:02;80.56
2025-05-07 18:33:01;89.06
2025-05-07 18:33:00;97.56
2025-05-07 18:32:59;93.92
2025-05-07 18:32:58;85.42
2025-05-07 18:32:57;76.92
2025-05-07 18:32:56;68.42
2025-05-07 18:32:55;59.92
2025-05-07 18:32:54;51.42
2025-05-07 18:32:53;42.92
2025-05-07 18:32:52;34.42
2025-05-07 18:32:51;25.92
2025-05-07 18:32:50;17.42
2025-05-07 18:32:49;8.92
2025-05-07 18:32:48;0.42
2025-05-07 18:32:47;8.08
2025-05-07 18:32:46;16.58
2025-05-07 18:32:45;25.08
2025-05-07 18:32:44;33.58
2025-05-07 18:32:43;42.08
2025-05-07 18:32:42;50.58
2025-05-07 18:32:41;59.08
2025-05-07 18:32:40;67.58
2025-05-07 18:32:39;76.08
2025-05-07 18:32:38;84.58
2025-05-07 18:32:37;93.08
2025-05-07 18:32:36;98.40
2025-05-07 18:32:35;89.90
2025-05-07 18:32:34;81.40
2025-05-07 18:32:33;72.90
2025-05-07 18:32:32;64.40
2025-05-07 18:32:31;55.90
2025-05-07 18:32:30;47.40
2025-05-07 18:32:29;38.90
2025-05-07 18:32:28;30.40
2025-05-07 18:32:27;21.90
2025-05-07 18:32:26;13.40
2025-05-07 18:32:25;4.90
2025-05-07 18:32:24;3.60
2025-05-07 18:32:23;12.10
2025-05-07 18:32:22;20.60
2025-05-07 18:32:21;29.10
2025-05-07 18:32:20;37.60
2025-05-07 18:32:19;46.10
2025-05-07 18:32:18;54.60
2025-05-07 18:32:17;63.10
2025-05-07 18:32:16;71.60
2025-05-07 18:32:15;80.10
2025-05-07 18:32:14;88.60
2025-05-07 18:32:13;97.10
2025-05-07 18:32:12;94.38
2025-05-07 18:32:11;85.88
2025-05-07 18:32:10;77.38
2025-05-07 18:32:09;68.88
2025-05-07 18:32:08;60.38
2025-05-07 18:32:07;51.88
2025-05-07 18:32:06;43.38
2025-05-07 18:32:05;34.88
2025-05-07 18:32:04;26.38
2025-05-07 18:32:03;17.88
2025-05-07 18:32:02;9.38
2025-05-07 18:32:01;0.88
2025-05-07 18:32:00;7.62
2025-05-07 18:31:59;16.12
2025-05-07 18:31:58;24.62
2025-05-07 18:31:57;33.12
2025-05-07 18:31:56;41.62
2025-05-07 18:31:55;50.12
2025-05-07 18:31:54;58.62
2025-05-07 18:31:53;67.12
2025-05-07 18:31:52;75.62
2025-05-07 18:31:51;84.12
2025-05-07 18:31:50;92.62
2025-05-07 18:31:49;98.86
2025-05-07 18:31:48;90.36
2025-05-07 18:31:47;81.86
2025-05-07 18:31:46;73.36
2025-05-07 18:31:45;64.86
2025-05-07 18:31:44;56.36
2025-05-07 18:31:43;47.86
2025-05-07 18:31:42;39.36
2025-05-07 18:31:41;30.86
2025-05-07 18:31:40;22.36
2025-05-07 18:31:39;13.86
2025-05-07 18:31:38;5.36
2025-05-07 18:31:37;3.14
2025-05-07 18:31:36;11.64
2025-05-07 18:31:35;20.14
2025-05-07 18:31:34;28.64
2025-05-07 18:31:33;37.14
2025-05-07 18:31:32;45.64
2025-05-07 18:31:31;54.14
2025-05-07 18:31:30;62.64
2025-05-07 18:31:29;71.14
2025-05-07 18:31:28;79.64
2025-05-07 18:31:27;88.14
2025-05-07 18:31:26;96.64
2025-05-07 18:31:25;94.84
2025-05-07 18:31:24;86.34
2025-05-07 18:31:23;77.84
2025-05-07 18:31:22;69.34
2025-05-07 18:31:21;60.84
2025-05-07 18:31:20;52.34
2025-05-07 18:31:19;43.84
2025-05-07 18:31:18;35.34
2025-05-07 18:31:17;26.84
2025-05-07 18:31:16;18.34
2025-05-07 18:31:15;9.84
2025-05-07 18:31:14;1.34
2025-05-07 18:31:13;7.16
2025-05-07 18:31:12;15.66
2025-05-07 18:31:11;24.16
2025-05-07 18:31:10;32.66
2025-05-07 18:31:09;41.16
2025-05-07 18:31:08;49.66
2025-05-07 18:31:07;58.16
2025-05-07 18:31:06;66.66
2025-05-07 18:31:05;75.16
2025-05-07 18:31:04;83.66
2025-05-07 18:31:03;92.16
2025-05-07 18:31:02;99.32
2025-05-07 18:31:01;90.82
2025-05-07 18:31:00;82.32
2025-05-07 18:30:59;73.82
2025-05-07 18:30:58;65.32
2025-05-07 18:30:57;56.82
2025-05-07 18:30:56;48.32
2025-05-07 18:30:55;39.82
2025-05-07 18:30:54;31.32
2025-05-07 18:30:53;22.82
2025-05-07 18:30:52;14.32
2025-05-07 18:30:51;5.82
2025-05-07 18:30:50;2.68
2025-05-07 18:30:49;11.18
2025-05-07 18:30:48;19.68
2025-05-07 18:30:47;28.18
2025-05-07 18:30:46;36.68
2025-05-07 18:30:45;45.18
2025-05-07 18:30:44;53.68
2025-05-07 18:30:43;62.18
2025-05-07 18:30:42;70.68
2025-05-07 18:30:41;79.18
2025-05-07 18:30:40;87.68
2025-05-07 18:30:39;96.18
2025-05-07 18:30:38;95.30
2025-05-07 18:30:37;86.80
2025-05-07 18:30:36;78.30
2025-05-07 18:30:35;69.80
2025-05-07 18:30:34;61.30
2025-05-07 18:30:33;52.80
2025-05-07 18:30:32;44.30
2025-05-07 18:30:31;35.80
2025-05-07 18:30:30;27.30
2025-05-07 18:30:29;18.80
2025-05-07 18:30:28;10.30
2025-05-07 18:30:27;1.80
2025-05-07 18:30:26;6.70
2025-05-07 18:30:25;15.20
2025-05-07 18:30:24;23.70
2025-05-07 18:30:23;32.20
2025-05-07 18:30:22;40.70
2025-05-07 18:30:21;49.20
2025-05-07 18:30:20;57.70
2025-05-07 18:30:19;66.20
2025-05-07 18:30:18;74.70
2025-05-07 18:30:17;83.20
2025-05-07 18:30:16;91.70
2025-05-07 18:30:15;99.78
2025-05-07 18:30:14;91.28
2025-05-07 18:30:13;82.78
2025-05-07 18:30:12;74.28
2025-05-07 18:30:11;65.78
2025-05-07 18:30:10;57.28
2025-05-07 18:30:09;48.78
2025-05-07 18:30:08;40.28
2025-05-07 18:30:07;31.78
2025-05-07 18:30:06;23.28
2025-05-07 18:30:05;14.78
2025-05-07 18:30:04;6.28
2025-05-07 18:30:03;2.22
2025-05-07 18:30:02;10.72
2025-05-07 18:30:01;19.22
2025-05-07 18:30:00;27.72
2025-05-07 18:29:59;36.22
2025-05-07 18:29:58;44.72
2025-05-07 18:29:57;53.22
2025-05-07 18:29:56;61.72
2025-05-07 18:29:55;70.22
2025-05-07 18:29:54;78.72
2025-05-07 18:29:53;87.22
2025-05-07 18:29:52;95.72
2025-05-07 18:29:51;95.76
2025-05-07 18:29:50;87.26
2025-05-07 18:29:49;78.76
2025-05-07 18:29:48;70.26
2025-05-07 18:29:47;61.76
2025-05-07 18:29:46;53.26
2025-05-07 18:29:45;44.76
2025-05-07 18:29:44;36.26
2025-05-07 18:29:43;27.76
2025-05-07 18:29:42;19.26
2025-05-07 18:29:41;10.76
2025-05-07 18:29:40;2.26
2025-05-07 18:29:39;6.24
2025-05-07 18:29:38;14.74
2025-05-07 18:29:37;23.24
2025-05-07 18:29:36;31.74
2025-05-07 18:29:35;40.24
2025-05-07 18:29:34;48.74
2025-05-07 18:29:33;57.24
2025-05-07 18:29:32;65.74
2025-05-07 18:29:31;74.24
2025-05-07 18:29:30;82.74
2025-05-07 18:29:29;91.24
2025-05-07 18:29:28;99.74
2025-05-07 18:29:27;91.74
2025-05-07 18:29:26;83.24
2025-05-07 18:29:25;74.74
2025-05-07 18:29:24;66.24
2025-05-07 18:29:23;57.74
2025-05-07 18:29:22;49.24
2025-05-07 18:29:21;40.74
2025-05-07 18:29:20;32.24
2025-05-07 18:29:19;23.74
2025-05-07 18:29:18;15.24
2025-05-07 18:29:17;6.74
2025-05-07 18:29:16;1.76
2025-05-07 18:29:15;10.26
2025-05-07 18:29:14;18.76
2025-05-07 18:29:13;27.26
2025-05-07 18:29:12;35.76
2025-05-07 18:29:11;44.26
2025-05-07 18:29:10;52.76
2025-05-07 18:29:09;61.26
2025-05-07 18:29:08;69.76
2025-05-07 18:29:07;78.26
2025-05-07 18:29:06;86.76
2025-05-07 18:29:05;95.26
2025-05-07 18:29:04;96.22
2025-05-07 18:29:03;87.72
2025-05-07 18:29:02;79.22
2025-05-07 18:29:01;70.72
2025-05-07 18:29:00;62.22
2025-05-07 18:28:59;53.72
2025-05-07 18:28:58;45.22
2025-05-07 18:28:57;36.72
2025-05-07 18:28:56;28.22
2025-05-07 18:28:55;19.72
2025-05-07 18:28:54;11.22
2025-05-07 18:28:53;2.72
2025-05-07 18:28:52;5.78
2025-05-07 18:28:51;14.28
2025-05-07 18:28:50;22.78
2025-05-07 18:28:49;31.28
2025-05-07 18:28:48;39.78
2025-05-07 18:28:47;48.28
2025-05-07 18:28:46;56.78
2025-05-07 18:28:45;65.28
2025-05-07 18:28:44;73.78
2025-05-07 18:28:43;82.28
2025-05-07 18:28:42;90.78
2025-05-07 18:28:41;99.28
2025-05-07 18:28:40;92.20
2025-05-07 18:28:39;83.70
2025-05-07 18:28:38;75.20
2025-05-07 18:28:37;66.70
2025-05-07 18:28:36;58.20
2025-05-07 18:28:35;49.70
2025-05-07 18:28:34;41.20
2025-05-07 18:28:33;32.70
2025-05-07 18:28:32;24.20
2025-05-07 18:28:31;15.70
2025-05-07 18:28:30;7.20
2025-05-07 18:28:29;1.30
2025-05-07 18:28:28;9.80
2025-05-07 18:28:27;18.30
2025-05-07 18:28:26;26.80
2025-05-07 18:28:25;35.30
2025-05-07 18:28:24;43.80
2025-05-07 18:28:23;52.30
2025-05-07 18:28:22;60.80
2025-05-07 18:28:21;69.30
2025-05-07 18:28:20;77.80
2025-05-07 18:28:19;86.30
2025-05-07 18:28:18;94.80
2025-05-07 18:28:17;96.68
2025-05-07 18:28:16;88.18
2025-05-07 18:28:15;79.68
2025-05-07 18:28:14;71.18
2025-05-07 18:28:13;62.68
2025-05-07 18:28:12;54.18
2025-05-07 18:28:11;45.68
2025-05-07 18:28:10;37.18
2025-05-07 18:28:09;28.68
2025-05-07 18:28:08;20.18
2025-05-07 18:28:07;11.68
2025-05-07 18:28:06;3.18
2025-05-07 18:28:05;5.32
2025-05-07 18:28:04;13.82
2025-05-07 18:28:03;22.32
2025-05-07 18:28:02;30.82
2025-05-07 18:28:01;39.32
2025-05-07 18:28:00;47.82
2025-05-07 18:27:59;56.32
2025-05-07 18:27:58;64.82
2025-05-07 18:27:57;73.32
2025-05-07 18:27:56;81.82
2025-05-07 18:27:55;90.32
2025-05-07 18:27:54;98.82
2025-05-07 18:27:53;92.66
2025-05-07 18:27:52;84.16
2025-05-07 18:27:51;75.66
2025-05-07 18:27:50;67.16
2025-05-07 18:27:49;58.66
2025-05-07 18:27:48;50.16
2025-05-07 18:27:47;41.66
2025-05-07 18:27:46;33.16
2025-05-07 18:27:45;24.66
2025-05-07 18:27:44;16.16
2025-05-07 18:27:43;7.66
2025-05-07 18:27:42;0.84
2025-05-07 18:27:41;9.34
2025-05-07 18:27:40;17.84
2025-05-07 18:27:39;26.34
2025-05-07 18:27:38;34.84
2025-05-07 18:27:37;43.34
2025-05-07 18:27:36;51.84
2025-05-07 18:27:35;60.34
2025-05-07 18:27:34;68.84
2025-05-07 18:27:33;77.34
2025-05-07 18:27:32;85.84
2025-05-07 18:27:31;94.34
2025-05-07 18:27:30;97.14
2025-05-07 18:27:29;88.64
2025-05-07 18:27:28;80.14
2025-05-07 18:27:27;71.64
2025-05-07 18:27:26;63.14
2025-05-07 18:27:25;54.64
2025-05-07 18:27:24;46.14
2025-05-07 18:27:23;37.64
2025-05-07 18:27:22;29.14
2025-05-07 18:27:21;20.64
2025-05-07 18:27:20;12.14
2025-05-07 18:27:19;3.64
2025-05-07 18:27:18;4.86
2025-05-07 18:27:17;13.36
2025-05-07 18:27:16;21.86
2025-05-07 18:27:15;30.36
2025-05-07 18:27:14;38.86
2025-05-07 18:27:13;47.36
2025-05-07 18:27:12;55.86
2025-05-07 18:27:11;64.36
2025-05-07 18:27:10;72.86
2025-05-07 18:27:09;81.36
2025-05-07 18:27:08;89.86
2025-05-07 18:27:07;98.36
2025-05-07 18:27:06;93.12
2025-05-07 18:27:05;84.62
2025-05-07 18:27:04;76.12
2025-05-07 18:27:03;67.62
2025-05-07 18:27:02;59.12
2025-05-07 18:27:01;50.62
2025-05-07 18:27:00;42.12
2025-05-07 18:26:59;33.62
2025-05-07 18:26:58;25.12
2025-05-07 18:26:57;16.62
2025-05-07 18:26:56;8.12
2025-05-07 18:26:55;0.38
2025-05-07 18:26:54;8.88
2025-05-07 18:26:53;17.38
2025-05-07 18:26:52;25.88
2025-05-07 18:26:51;34.38
2025-05-07 18:26:50;42.88
2025-05-07 18:26:49;51.38
2025-05-07 18:26:48;59.88
2025-05-07 18:26:47;68.38
2025-05-07 18:26:46;76.88
2025-05-07 18:26:45;85.38
2025-05-07 18:26:44;93.88
2025-05-07 18:26:43;97.60
2025-05-07 18:26:42;89.10
2025-05-07 18:26:41;80.60
2025-05-07 18:26:40;72.10
2025-05-07 18:26:39;63.60
2025-05-07 18:26:38;55.10
2025-05-07 18:26:37;46.60
2025-05-07 18:26:36;38.10
2025-05-07 18:26:35;29.60
2025-05-07 18:26:34;21.10
2025-05-07 18:26:33;12.60
2025-05-07 18:26:32;4.10
2025-05-07 18:26:31;4.40
2025-05-07 18:26:30;12.90
2025-05-07 18:26:29;21.40
2025-05-07 18:26:28;29.90
2025-05-07 18:26:27;38.40
2025-05-07 18:26:26;46.90
2025-05-07 18:26:25;55.40
2025-05-07 18:26:24;63.90
2025-05-07 18:26:23;72.40
2025-05-07 18:26:22;80.90
2025-05-07 18:26:21;89.40
2025-05-07 18:26:20;97.90
2025-05-07 18:26:19;93.58
2025-05-07 18:26:18;85.08
2025-05-07 18:26:17;76.58
2025-05-07 18:26:16;68.08
2025-05-07 18:26:15;59.58
2025-05-07 18:26:14;51.08
2025-05-07 18:26:13;42.58
2025-05-07 18:26:12;34.08
2025-05-07 18:26:11;25.58
2025-05-07 18:26:10;17.08
2025-05-07 18:26:09;8.58
2025-05-07 18:26:08;0.08
2025-05-07 18:26:07;8.42
2025-05-07 18:26:06;16.92
2025-05-07 18:26:05;25.42
2025-05-07 18:26:04;33.92
2025-05-07 18:26:03;42.42
2025-05-07 18:26:02;50.92
2025-05-07 18:26:01;59.42
2025-05-07 18:26:00;67.92
2025-05-07 18:25:59;76.42
2025-05-07 18:25:58;84.92
2025-05-07 18:25:57;93.42
2025-05-07 18:25:56;98.06
2025-05-07 18:25:55;89.56
2025-05-07 18:25:54;81.06
2025-05-07 18:25:53;72.56
2025-05-07 18:25:52;64.06
2025-05-07 18:25:51;55.56
2025-05-07 18:25:50;47.06
2025-05-07 18:25:49;38.56
2025-05-07 18:25:48;30.06
2025-05-07 18:25:47;21.56
2025-05-07 18:25:46;13.06
2025-05-07 18:25:45;4.56
2025-05-07 18:25:44;3.94
2025-05-07 18:25:43;12.44
2025-05-07 18:25:42;20.94
2025-05-07 18:25:41;29.44
2025-05-07 18:25:40;37.94
2025-05-07 18:25:39;46.44
2025-05-07 18:25:38;54.94
2025-05-07 18:25:37;63.44
2025-05-07 18:25:36;71.94
2025-05-07 18:25:35;80.44
2025-05-07 18:25:34;88.94
2025-05-07 18:25:33;97.44
2025-05-07 18:25:32;94.04
2025-05-07 18:25:31;85.54
2025-05-07 18:25:30;77.04
2025-05-07 18:25:29;68.54
2025-05-07 18:25:28;60.04
2025-05-07 18:25:27;51.54
2025-05-07 18:25:26;43.04
2025-05-07 18:25:25;34.54
2025-05-07 18:25:24;26.04
2025-05-07 18:25:23;17.54
2025-05-07 18:25:22;9.04
2025-05-07 18:25:21;0.54
2025-05-07 18:25:20;7.96
2025-05-07 18:25:19;16.46
2025-05-07 18:25:18;24.96
2025-05-07 18:25:17;33.46
2025-05-07 18:25:16;41.96
2025-05-07 18:25:15;50.46
2025-05-07 18:25:14;58.96
2025-05-07 18:25:13;67.46
2025-05-07 18:25:12;75.96
2025-05-07 18:25:11;84.46
2025-05-07 18:25:10;92.96
2025-05-07 18:25:09;98.52
2025-05-07 18:25:08;90.02
2025-05-07 18:25:07;81.52
2025-05-07 18:25:06;73.02
2025-05-07 18:25:05;64.52
2025-05-07 18:25:04;56.02
2025-05-07 18:25:03;47.52
2025-05-07 18:25:02;39.02
2025-05-07 18:25:01;30.52
2025-05-07 18:25:00;22.02
2025-05-07 18:24:59;13.52
2025-05-07 18:24:58;5.02
2025-05-07 18:24:57;3.48
2025-05-07 18:24:56;11.98
2025-05-07 18:24:55;20.48
2025-05-07 18:24:54;28.98
2025-05-07 18:24:53;37.48
2025-05-07 18:24:52;45.98
2025-05-07 18:24:51;54.48
2025-05-07 18:24:50;62.98
2025-05-07 18:24:49;71.48
2025-05-07 18:24:48;79.98
2025-05-07 18:24:47;88.48
2025-05-07 18:24:46;96.98
2025-05-07 18:24:45;94.50
2025-05-07 18:24:44;86.00
2025-05-07 18:24:43;77.50
2025-05-07 18:24:42;69.00
2025-05-07 18:24:41;60.50
2025-05-07 18:24:40;52.00
2025-05-07 18:24:39;43.50
2025-05-07 18:24:38;35.00
2025-05-07 18:24:37;26.50
2025-05-07 18:24:36;18.00
2025-05-07 18:24:35;9.50
2025-05-07 18:24:34;1.00
2025-05-07 18:24:33;7.50
2025-05-07 18:24:32;16.00
2025-05-07 18:24:31;24.50
2025-05-07 18:24:30;33.00
2025-05-07 18:24:29;41.50
2025-05-07 18:24:28;50.00
2025-05-07 18:24:27;58.50
2025-05-07 18:24:26;67.00
2025-05-07 18:24:25;75.50
2025-05-07 18:24:24;84.00
2025-05-07 18:24:23;92.50
2025-05-07 18:24:22;98.98
2025-05-07 18:24:21;90.48
2025-05-07 18:24:20;81.98
2025-05-07 18:24:19;73.48
2025-05-07 18:24:18;64.98
2025-05-07 18:24:17;56.48
2025-05-07 18:24:16;47.98
2025-05-07 18:24:15;39.48
2025-05-07 18:24:14;30.98
2025-05-07 18:24:13;22.48
2025-05-07 18:24:12;13.98
2025-05-07 18:24:11;5.48
2025-05-07 18:24:10;3.02
2025-05-07 18:24:09;11.52
2025-05-07 18:24:08;20.02
2025-05-07 18:24:07;28.52
2025-05-07 18:24:06;37.02
2025-05-07 18:24:05;45.52
2025-05-07 18:24:04;54.02
2025-05-07 18:24:03;62.52
2025-05-07 18:24:02;71.02
2025-05-07 18:24:01;79.52
2025-05-07 18:24:00;88.02
2025-05-07 18:23:59;96.52
2025-05-07 18:23:58;94.96
2025-05-07 18:23:57;86.46
2025-05-07 18:23:56;77.96
2025-05-07 18:23:55;69.46
2025-05-07 18:23:54;60.96
2025-05-07 18:23:53;52.46
2025-05-07 18:23:52;43.96
2025-05-07 18:23:51;35.46
2025-05-07 18:23:50;26.96
2025-05-07 18:23:49;18.46
2025-05-07 18:23:48;9.96
2025-05-07 18:23:47;1.46
2025-05-07 18:23:46;7.04
2025-05-07 18:23:45;15.54
2025-05-07 18:23:44;24.04
2025-05-07 18:23:43;32.54
2025-05-07 18:23:42;41.04
2025-05-07 18:23:41;49.54
2025-05-07 18:23:40;58.04
2025-05-07 18:23:39;66.54
2025-05-07 18:23:38;75.04
2025-05-07 18:23:37;83.54
2025-05-07 18:23:36;92.04
2025-05-07 18:23:35;99.44
2025-05-07 18:23:34;90.94
2025-05-07 18:23:33;82.44
2025-05-07 18:23:32;73.94
2025-05-07 18:23:31;65.44
2025-05-07 18:23:30;56.94
2025-05-07 18:23:29;48.44
2025-05-07 18:23:28;39.94
2025-05-07 18:23:27;31.44
2025-05-07 18:23:26;22.94
2025-05-07 18:23:25;14.44
2025-05-07 18:23:24;5.94
2025-05-07 18:23:23;2.56
2025-05-07 18:23:22;11.06
2025-05-07 18:23:21;19.56
2025-05-07 18:23:20;28.06
2025-05-07 18:23:19;36.56
2025-05-07 18:23:18;45.06
2025-05-07 18:23:17;53.56
2025-05-07 18:23:16;62.06
2025-05-07 18:23:15;70.56
2025-05-07 18:23:14;79.06
2025-05-07 18:23:13;87.56
2025-05-07 18:23:12;96.06
2025-05-07 18:23:11;95.42
2025-05-07 18:23:10;86.92
2025-05-07 18:23:09;78.42
2025-05-07 18:23:08;69.92
2025-05-07 18:23:07;61.42
2025-05-07 18:23:06;52.92
2025-05-07 18:23:05;44.42
2025-05-07 18:23:04;35.92
2025-05-07 18:23:03;27.42
2025-05-07 18:23:02;18.92
2025-05-07 18:23:01;10.42
2025-05-07 18:23:00;1.92
2025-05-07 18:22:59;6.58
2025-05-07 18:22:58;15.08
2025-05-07 18:22:57;23.58
2025-05-07 18:22:56;32.08
2025-05-07 18:22:55;40.58
2025-05-07 18:22:54;49.08
2025-05-07 18:22:53;57.58
2025-05-07 18:22:52;66.08
2025-05-07 18:22:51;74.58
2025-05-07 18:22:50;83.08
2025-05-07 18:22:49;91.58
2025-05-07 18:22:48;99.90
2025-05-07 18:22:47;91.40
