Fecha y Hora;PIC-3032 - Presión reactor R-303
2025-05-07 18:34:01;25.34
2025-05-07 18:34:00;16.84
2025-05-07 18:33:59;8.34
2025-05-07 18:33:58;0.16
2025-05-07 18:33:57;8.66
2025-05-07 18:33:56;17.16
2025-05-07 18:33:55;25.66
2025-05-07 18:33:54;34.16
2025-05-07 18:33:53;42.66
2025-05-07 18:33:52;51.16
2025-05-07 18:33:51;59.66
2025-05-07 18:33:50;68.16
2025-05-07 18:33:49;76.66
2025-05-07 18:33:48;85.16
2025-05-07 18:33:47;93.66
2025-05-07 18:33:46;97.82
2025-05-07 18:33:45;89.32
2025-05-07 18:33:44;80.82
2025-05-07 18:33:43;72.32
2025-05-07 18:33:42;63.82
2025-05-07 18:33:41;55.32
2025-05-07 18:33:40;46.82
2025-05-07 18:33:39;38.32
2025-05-07 18:33:38;29.82
2025-05-07 18:33:37;21.32
2025-05-07 18:33:36;12.82
2025-05-07 18:33:35;4.32
2025-05-07 18:33:34;4.18
2025-05-07 18:33:33;12.68
2025-05-07 18:33:32;21.18
2025-05-07 18:33:31;29.68
2025-05-07 18:33:30;38.18
2025-05-07 18:33:29;46.68
2025-05-07 18:33:28;55.18
2025-05-07 18:33:27;63.68
2025-05-07 18:33:26;72.18
2025-05-07 18:33:25;80.68
2025-05-07 18:33:24;89.18
2025-05-07 18:33:23;97.68
2025-05-07 18:33:22;93.80
2025-05-07 18:33:21;85.30
2025-05-07 18:33:20;76.80
2025-05-07 18:33:19;68.30
2025-05-07 18:33:18;59.80
2025-05-07 18:33:17;51.30
2025-05-07 18:33:16;42.80
2025-05-07 18:33:15;34.30
2025-05-07 18:33:14;25.80
2025-05-07 18:33:13;17.30
2025-05-07 18:33:12;8.80
2025-05-07 18:33:11;0.30
2025-05-07 18:33:10;8.20
2025-05-07 18:33:09;16.70
2025-05-07 18:33:08;25.20
2025-05-07 18:33:07;33.70
2025-05-07 18:33:06;42.20
2025-05-07 18:33:05;50.70
2025-05-07 18:33:04;59.20
2025-05-07 18:33:03;67.70
2025-05-07 18:33:02;76.20
2025-05-07 18:33:01;84.70
2025-05-07 18:33:00;93.20
2025-05-07 18:32:59;98.28
2025-05-07 18:32:58;89.78
2025-05-07 18:32:57;81.28
2025-05-07 18:32:56;72.78
2025-05-07 18:32:55;64.28
2025-05-07 18:32:54;55.78
2025-05-07 18:32:53;47.28
2025-05-07 18:32:52;38.78
2025-05-07 18:32:51;30.28
2025-05-07 18:32:50;21.78
2025-05-07 18:32:49;13.28
2025-05-07 18:32:48;4.78
2025-05-07 18:32:47;3.72
2025-05-07 18:32:46;12.22
2025-05-07 18:32:45;20.72
2025-05-07 18:32:44;29.22
2025-05-07 18:32:43;37.72
2025-05-07 18:32:42;46.22
2025-05-07 18:32:41;54.72
2025-05-07 18:32:40;63.22
2025-05-07 18:32:39;71.72
2025-05-07 18:32:38;80.22
2025-05-07 18:32:37;88.72
2025-05-07 18:32:36;97.22
2025-05-07 18:32:35;94.26
2025-05-07 18:32:34;85.76
2025-05-07 18:32:33;77.26
2025-05-07 18:32:32;68.76
2025-05-07 18:32:31;60.26
2025-05-07 18:32:30;51.76
2025-05-07 18:32:29;43.26
2025-05-07 18:32:28;34.76
2025-05-07 18:32:27;26.26
2025-05-07 18:32:26;17.76
2025-05-07 18:32:25;9.26
2025-05-07 18:32:24;0.76
2025-05-07 18:32:23;7.74
2025-05-07 18:32:22;16.24
2025-05-07 18:32:21;24.74
2025-05-07 18:32:20;33.24
2025-05-07 18:32:19;41.74
2025-05-07 18:32:18;50.24
2025-05-07 18:32:17;58.74
2025-05-07 18:32:16;67.24
2025-05-07 18:32:15;75.74
2025-05-07 18:32:14;84.24
2025-05-07 18:32:13;92.74
2025-05-07 18:32:12;98.74
2025-05-07 18:32:11;90.24
2025-05-07 18:32:10;81.74
2025-05-07 18:32:09;73.24
2025-05-07 18:32:08;64.74
2025-05-07 18:32:07;56.24
2025-05-07 18:32:06;47.74
2025-05-07 18:32:05;39.24
2025-05-07 18:32:04;30.74
2025-05-07 18:32:03;22.24
2025-05-07 18:32:02;13.74
2025-05-07 18:32:01;5.24
2025-05-07 18:32:00;3.26
2025-05-07 18:31:59;11.76
2025-05-07 18:31:58;20.26
2025-05-07 18:31:57;28.76
2025-05-07 18:31:56;37.26
2025-05-07 18:31:55;45.76
2025-05-07 18:31:54;54.26
2025-05-07 18:31:53;62.76
2025-05-07 18:31:52;71.26
2025-05-07 18:31:51;79.76
2025-05-07 18:31:50;88.26
2025-05-07 18:31:49;96.76
2025-05-07 18:31:48;94.72
2025-05-07 18:31:47;86.22
2025-05-07 18:31:46;77.72
2025-05-07 18:31:45;69.22
2025-05-07 18:31:44;60.72
2025-05-07 18:31:43;52.22
2025-05-07 18:31:42;43.72
2025-05-07 18:31:41;35.22
2025-05-07 18:31:40;26.72
2025-05-07 18:31:39;18.22
2025-05-07 18:31:38;9.72
2025-05-07 18:31:37;1.22
2025-05-07 18:31:36;7.28
2025-05-07 18:31:35;15.78
2025-05-07 18:31:34;24.28
2025-05-07 18:31:33;32.78
2025-05-07 18:31:32;41.28
2025-05-07 18:31:31;49.78
2025-05-07 18:31:30;58.28
2025-05-07 18:31:29;66.78
2025-05-07 18:31:28;75.28
2025-05-07 18:31:27;83.78
2025-05-07 18:31:26;92.28
2025-05-07 18:31:25;99.20
2025-05-07 18:31:24;90.70
2025-05-07 18:31:23;82.20
2025-05-07 18:31:22;73.70
2025-05-07 18:31:21;65.20
2025-05-07 18:31:20;56.70
2025-05-07 18:31:19;48.20
2025-05-07 18:31:18;39.70
2025-05-07 18:31:17;31.20
2025-05-07 18:31:16;22.70
2025-05-07 18:31:15;14.20
2025-05-07 18:31:14;5.70
2025-05-07 18:31:13;2.80
2025-05-07 18:31:12;11.30
2025-05-07 18:31:11;19.80
2025-05-07 18:31:10;28.30
2025-05-07 18:31:09;36.80
2025-05-07 18:31:08;45.30
2025-05-07 18:31:07;53.80
2025-05-07 18:31:06;62.30
2025-05-07 18:31:05;70.80
2025-05-07 18:31:04;79.30
2025-05-07 18:31:03;87.80
2025-05-07 18:31:02;96.30
2025-05-07 18:31:01;95.18
2025-05-07 18:31:00;86.68
2025-05-07 18:30:59;78.18
2025-05-07 18:30:58;69.68
2025-05-07 18:30:57;61.18
2025-05-07 18:30:56;52.68
2025-05-07 18:30:55;44.18
2025-05-07 18:30:54;35.68
2025-05-07 18:30:53;27.18
2025-05-07 18:30:52;18.68
2025-05-07 18:30:51;10.18
2025-05-07 18:30:50;1.68
2025-05-07 18:30:49;6.82
2025-05-07 18:30:48;15.32
2025-05-07 18:30:47;23.82
2025-05-07 18:30:46;32.32
2025-05-07 18:30:45;40.82
2025-05-07 18:30:44;49.32
2025-05-07 18:30:43;57.82
2025-05-07 18:30:42;66.32
2025-05-07 18:30:41;74.82
2025-05-07 18:30:40;83.32
2025-05-07 18:30:39;91.82
2025-05-07 18:30:38;99.66
2025-05-07 18:30:37;91.16
2025-05-07 18:30:36;82.66
2025-05-07 18:30:35;74.16
2025-05-07 18:30:34;65.66
2025-05-07 18:30:33;57.16
2025-05-07 18:30:32;48.66
2025-05-07 18:30:31;40.16
2025-05-07 18:30:30;31.66
2025-05-07 18:30:29;23.16
2025-05-07 18:30:28;14.66
2025-05-07 18:30:27;6.16
2025-05-07 18:30:26;2.34
2025-05-07 18:30:25;10.84
2025-05-07 18:30:24;19.34
2025-05-07 18:30:23;27.84
2025-05-07 18:30:22;36.34
2025-05-07 18:30:21;44.84
2025-05-07 18:30:20;53.34
2025-05-07 18:30:19;61.84
2025-05-07 18:30:18;70.34
2025-05-07 18:30:17;78.84
2025-05-07 18:30:16;87.34
2025-05-07 18:30:15;95.84
2025-05-07 18:30:14;95.64
2025-05-07 18:30:13;87.14
2025-05-07 18:30:12;78.64
2025-05-07 18:30:11;70.14
2025-05-07 18:30:10;61.64
2025-05-07 18:30:09;53.14
2025-05-07 18:30:08;44.64
2025-05-07 18:30:07;36.14
2025-05-07 18:30:06;27.64
2025-05-07 18:30:05;19.14
2025-05-07 18:30:04;10.64
2025-05-07 18:30:03;2.14
2025-05-07 18:30:02;6.36
2025-05-07 18:30:01;14.86
2025-05-07 18:30:00;23.36
2025-05-07 18:29:59;31.86
2025-05-07 18:29:58;40.36
2025-05-07 18:29:57;48.86
2025-05-07 18:29:56;57.36
2025-05-07 18:29:55;65.86
2025-05-07 18:29:54;74.36
2025-05-07 18:29:53;82.86
2025-05-07 18:29:52;91.36
2025-05-07 18:29:51;99.86
2025-05-07 18:29:50;91.62
2025-05-07 18:29:49;83.12
2025-05-07 18:29:48;74.62
2025-05-07 18:29:47;66.12
2025-05-07 18:29:46;57.62
2025-05-07 18:29:45;49.12
2025-05-07 18:29:44;40.62
2025-05-07 18:29:43;32.12
2025-05-07 18:29:42;23.62
2025-05-07 18:29:41;15.12
2025-05-07 18:29:40;6.62
2025-05-07 18:29:39;1.88
2025-05-07 18:29:38;10.38
2025-05-07 18:29:37;18.88
2025-05-07 18:29:36;27.38
2025-05-07 18:29:35;35.88
2025-05-07 18:29:34;44.38
2025-05-07 18:29:33;52.88
2025-05-07 18:29:32;61.38
2025-05-07 18:29:31;69.88
2025-05-07 18:29:30;78.38
2025-05-07 18:29:29;86.88
2025-05-07 18:29:28;95.38
2025-05-07 18:29:27;96.10
2025-05-07 18:29:26;87.60
2025-05-07 18:29:25;79.10
2025-05-07 18:29:24;70.60
2025-05-07 18:29:23;62.10
2025-05-07 18:29:22;53.60
2025-05-07 18:29:21;45.10
2025-05-07 18:29:20;36.60
2025-05-07 18:29:19;28.10
2025-05-07 18:29:18;19.60
2025-05-07 18:29:17;11.10
2025-05-07 18:29:16;2.60
2025-05-07 18:29:15;5.90
2025-05-07 18:29:14;14.40
2025-05-07 18:29:13;22.90
2025-05-07 18:29:12;31.40
2025-05-07 18:29:11;39.90
2025-05-07 18:29:10;48.40
2025-05-07 18:29:09;56.90
2025-05-07 18:29:08;65.40
2025-05-07 18:29:07;73.90
2025-05-07 18:29:06;82.40
2025-05-07 18:29:05;90.90
2025-05-07 18:29:04;99.40
2025-05-07 18:29:03;92.08
2025-05-07 18:29:02;83.58
2025-05-07 18:29:01;75.08
2025-05-07 18:29:00;66.58
2025-05-07 18:28:59;58.08
2025-05-07 18:28:58;49.58
2025-05-07 18:28:57;41.08
2025-05-07 18:28:56;32.58
2025-05-07 18:28:55;24.08
2025-05-07 18:28:54;15.58
2025-05-07 18:28:53;7.08
2025-05-07 18:28:52;1.42
2025-05-07 18:28:51;9.92
2025-05-07 18:28:50;18.42
2025-05-07 18:28:49;26.92
2025-05-07 18:28:48;35.42
2025-05-07 18:28:47;43.92
2025-05-07 18:28:46;52.42
2025-05-07 18:28:45;60.92
2025-05-07 18:28:44;69.42
2025-05-07 18:28:43;77.92
2025-05-07 18:28:42;86.42
2025-05-07 18:28:41;94.92
2025-05-07 18:28:40;96.56
2025-05-07 18:28:39;88.06
2025-05-07 18:28:38;79.56
2025-05-07 18:28:37;71.06
2025-05-07 18:28:36;62.56
2025-05-07 18:28:35;54.06
2025-05-07 18:28:34;45.56
2025-05-07 18:28:33;37.06
2025-05-07 18:28:32;28.56
2025-05-07 18:28:31;20.06
2025-05-07 18:28:30;11.56
2025-05-07 18:28:29;3.06
2025-05-07 18:28:28;5.44
2025-05-07 18:28:27;13.94
2025-05-07 18:28:26;22.44
2025-05-07 18:28:25;30.94
2025-05-07 18:28:24;39.44
2025-05-07 18:28:23;47.94
2025-05-07 18:28:22;56.44
2025-05-07 18:28:21;64.94
2025-05-07 18:28:20;73.44
2025-05-07 18:28:19;81.94
2025-05-07 18:28:18;90.44
2025-05-07 18:28:17;98.94
2025-05-07 18:28:16;92.54
2025-05-07 18:28:15;84.04
2025-05-07 18:28:14;75.54
2025-05-07 18:28:13;67.04
2025-05-07 18:28:12;58.54
2025-05-07 18:28:11;50.04
2025-05-07 18:28:10;41.54
2025-05-07 18:28:09;33.04
2025-05-07 18:28:08;24.54
2025-05-07 18:28:07;16.04
2025-05-07 18:28:06;7.54
2025-05-07 18:28:05;0.96
2025-05-07 18:28:04;9.46
2025-05-07 18:28:03;17.96
2025-05-07 18:28:02;26.46
2025-05-07 18:28:01;34.96
2025-05-07 18:28:00;43.46
2025-05-07 18:27:59;51.96
2025-05-07 18:27:58;60.46
2025-05-07 18:27:57;68.96
2025-05-07 18:27:56;77.46
2025-05-07 18:27:55;85.96
2025-05-07 18:27:54;94.46
2025-05-07 18:27:53;97.02
2025-05-07 18:27:52;88.52
2025-05-07 18:27:51;80.02
2025-05-07 18:27:50;71.52
2025-05-07 18:27:49;63.02
2025-05-07 18:27:48;54.52
2025-05-07 18:27:47;46.02
2025-05-07 18:27:46;37.52
2025-05-07 18:27:45;29.02
2025-05-07 18:27:44;20.52
2025-05-07 18:27:43;12.02
2025-05-07 18:27:42;3.52
2025-05-07 18:27:41;4.98
2025-05-07 18:27:40;13.48
2025-05-07 18:27:39;21.98
2025-05-07 18:27:38;30.48
2025-05-07 18:27:37;38.98
2025-05-07 18:27:36;47.48
2025-05-07 18:27:35;55.98
2025-05-07 18:27:34;64.48
2025-05-07 18:27:33;72.98
2025-05-07 18:27:32;81.48
2025-05-07 18:27:31;89.98
2025-05-07 18:27:30;98.48
2025-05-07 18:27:29;93.00
2025-05-07 18:27:28;84.50
2025-05-07 18:27:27;76.00
2025-05-07 18:27:26;67.50
2025-05-07 18:27:25;59.00
2025-05-07 18:27:24;50.50
2025-05-07 18:27:23;42.00
2025-05-07 18:27:22;33.50
2025-05-07 18:27:21;25.00
2025-05-07 18:27:20;16.50
2025-05-07 18:27:19;8.00
2025-05-07 18:27:18;0.50
2025-05-07 18:27:17;9.00
2025-05-07 18:27:16;17.50
2025-05-07 18:27:15;26.00
2025-05-07 18:27:14;34.50
2025-05-07 18:27:13;43.00
2025-05-07 18:27:12;51.50
2025-05-07 18:27:11;60.00
2025-05-07 18:27:10;68.50
2025-05-07 18:27:09;77.00
2025-05-07 18:27:08;85.50
2025-05-07 18:27:07;94.00
2025-05-07 18:27:06;97.48
2025-05-07 18:27:05;88.98
2025-05-07 18:27:04;80.48
2025-05-07 18:27:03;71.98
2025-05-07 18:27:02;63.48
2025-05-07 18:27:01;54.98
2025-05-07 18:27:00;46.48
2025-05-07 18:26:59;37.98
2025-05-07 18:26:58;29.48
2025-05-07 18:26:57;20.98
2025-05-07 18:26:56;12.48
2025-05-07 18:26:55;3.98
2025-05-07 18:26:54;4.52
2025-05-07 18:26:53;13.02
2025-05-07 18:26:52;21.52
2025-05-07 18:26:51;30.02
2025-05-07 18:26:50;38.52
2025-05-07 18:26:49;47.02
2025-05-07 18:26:48;55.52
2025-05-07 18:26:47;64.02
2025-05-07 18:26:46;72.52
2025-05-07 18:26:45;81.02
2025-05-07 18:26:44;89.52
2025-05-07 18:26:43;98.02
2025-05-07 18:26:42;93.46
2025-05-07 18:26:41;84.96
2025-05-07 18:26:40;76.46
2025-05-07 18:26:39;67.96
2025-05-07 18:26:38;59.46
2025-05-07 18:26:37;50.96
2025-05-07 18:26:36;42.46
2025-05-07 18:26:35;33.96
2025-05-07 18:26:34;25.46
2025-05-07 18:26:33;16.96
2025-05-07 18:26:32;8.46
2025-05-07 18:26:31;0.04
2025-05-07 18:26:30;8.54
2025-05-07 18:26:29;17.04
2025-05-07 18:26:28;25.54
2025-05-07 18:26:27;34.04
2025-05-07 18:26:26;42.54
2025-05-07 18:26:25;51.04
2025-05-07 18:26:24;59.54
2025-05-07 18:26:23;68.04
2025-05-07 18:26:22;76.54
2025-05-07 18:26:21;85.04
2025-05-07 18:26:20;93.54
2025-05-07 18:26:19;97.94
2025-05-07 18:26:18;89.44
2025-05-07 18:26:17;80.94
2025-05-07 18:26:16;72.44
2025-05-07 18:26:15;63.94
2025-05-07 18:26:14;55.44
2025-05-07 18:26:13;46.94
2025-05-07 18:26:12;38.44
2025-05-07 18:26:11;29.94
2025-05-07 18:26:10;21.44
2025-05-07 18:26:09;12.94
2025-05-07 18:26:08;4.44
2025-05-07 18:26:07;4.06
2025-05-07 18:26:06;12.56
2025-05-07 18:26:05;21.06
2025-05-07 18:26:04;29.56
2025-05-07 18:26:03;38.06
2025-05-07 18:26:02;46.56
2025-05-07 18:26:01;55.06
2025-05-07 18:26:00;63.56
2025-05-07 18:25:59;72.06
2025-05-07 18:25:58;80.56
2025-05-07 18:25:57;89.06
2025-05-07 18:25:56;97.56
2025-05-07 18:25:55;93.92
2025-05-07 18:25:54;85.42
2025-05-07 18:25:53;76.92
2025-05-07 18:25:52;68.42
2025-05-07 18:25:51;59.92
2025-05-07 18:25:50;51.42
2025-05-07 18:25:49;42.92
2025-05-07 18:25:48;34.42
2025-05-07 18:25:47;25.92
2025-05-07 18:25:46;17.42
2025-05-07 18:25:45;8.92
2025-05-07 18:25:44;0.42
2025-05-07 18:25:43;8.08
2025-05-07 18:25:42;16.58
2025-05-07 18:25:41;25.08
2025-05-07 18:25:40;33.58
2025-05-07 18:25:39;42.08
2025-05-07 18:25:38;50.58
2025-05-07 18:25:37;59.08
2025-05-07 18:25:36;67.58
2025-05-07 18:25:35;76.08
2025-05-07 18:25:34;84.58
2025-05-07 18:25:33;93.08
2025-05-07 18:25:32;98.40
2025-05-07 18:25:31;89.90
2025-05-07 18:25:30;81.40
2025-05-07 18:25:29;72.90
2025-05-07 18:25:28;64.40
2025-05-07 18:25:27;55.90
2025-05-07 18:25:26;47.40
2025-05-07 18:25:25;38.90
2025-05-07 18:25:24;30.40
2025-05-07 18:25:23;21.90
2025-05-07 18:25:22;13.40
2025-05-07 18:25:21;4.90
2025-05-07 18:25:20;3.60
2025-05-07 18:25:19;12.10
2025-05-07 18:25:18;20.60
2025-05-07 18:25:17;29.10
2025-05-07 18:25:16;37.60
2025-05-07 18:25:15;46.10
2025-05-07 18:25:14;54.60
2025-05-07 18:25:13;63.10
2025-05-07 18:25:12;71.60
2025-05-07 18:25:11;80.10
2025-05-07 18:25:10;88.60
2025-05-07 18:25:09;97.10
2025-05-07 18:25:08;94.38
2025-05-07 18:25:07;85.88
2025-05-07 18:25:06;77.38
2025-05-07 18:25:05;68.88
2025-05-07 18:25:04;60.38
2025-05-07 18:25:03;51.88
2025-05-07 18:25:02;43.38
2025-05-07 18:25:01;34.88
2025-05-07 18:25:00;26.38
2025-05-07 18:24:59;17.88
2025-05-07 18:24:58;9.38
2025-05-07 18:24:57;0.88
2025-05-07 18:24:56;7.62
2025-05-07 18:24:55;16.12
2025-05-07 18:24:54;24.62
2025-05-07 18:24:53;33.12
2025-05-07 18:24:52;41.62
2025-05-07 18:24:51;50.12
2025-05-07 18:24:50;58.62
2025-05-07 18:24:49;67.12
2025-05-07 18:24:48;75.62
2025-05-07 18:24:47;84.12
2025-05-07 18:24:46;92.62
2025-05-07 18:24:45;98.86
2025-05-07 18:24:44;90.36
2025-05-07 18:24:43;81.86
2025-05-07 18:24:42;73.36
2025-05-07 18:24:41;64.86
2025-05-07 18:24:40;56.36
2025-05-07 18:24:39;47.86
2025-05-07 18:24:38;39.36
2025-05-07 18:24:37;30.86
2025-05-07 18:24:36;22.36
2025-05-07 18:24:35;13.86
2025-05-07 18:24:34;5.36
2025-05-07 18:24:33;3.14
2025-05-07 18:24:32;11.64
2025-05-07 18:24:31;20.14
2025-05-07 18:24:30;28.64
2025-05-07 18:24:29;37.14
2025-05-07 18:24:28;45.64
2025-05-07 18:24:27;54.14
2025-05-07 18:24:26;62.64
2025-05-07 18:24:25;71.14
2025-05-07 18:24:24;79.64
2025-05-07 18:24:23;88.14
2025-05-07 18:24:22;96.64
2025-05-07 18:24:21;94.84
2025-05-07 18:24:20;86.34
2025-05-07 18:24:19;77.84
2025-05-07 18:24:18;69.34
2025-05-07 18:24:17;60.84
2025-05-07 18:24:16;52.34
2025-05-07 18:24:15;43.84
2025-05-07 18:24:14;35.34
2025-05-07 18:24:13;26.84
2025-05-07 18:24:12;18.34
2025-05-07 18:24:11;9.84
2025-05-07 18:24:10;1.34
2025-05-07 18:24:09;7.16
2025-05-07 18:24:08;15.66
2025-05-07 18:24:07;24.16
2025-05-07 18:24:06;32.66
2025-05-07 18:24:05;41.16
2025-05-07 18:24:04;49.66
2025-05-07 18:24:03;58.16
2025-05-07 18:24:02;66.66
2025-05-07 18:24:01;75.16
2025-05-07 18:24:00;83.66
2025-05-07 18:23:59;92.16
2025-05-07 18:23:58;99.32
2025-05-07 18:23:57;90.82
2025-05-07 18:23:56;82.32
2025-05-07 18:23:55;73.82
2025-05-07 18:23:54;65.32
2025-05-07 18:23:53;56.82
2025-05-07 18:23:52;48.32
2025-05-07 18:23:51;39.82
2025-05-07 18:23:50;31.32
2025-05-07 18:23:49;22.82
2025-05-07 18:23:48;14.32
2025-05-07 18:23:47;5.82
2025-05-07 18:23:46;2.68
2025-05-07 18:23:45;11.18
2025-05-07 18:23:44;19.68
2025-05-07 18:23:43;28.18
2025-05-07 18:23:42;36.68
2025-05-07 18:23:41;45.18
2025-05-07 18:23:40;53.68
2025-05-07 18:23:39;62.18
2025-05-07 18:23:38;70.68
2025-05-07 18:23:37;79.18
2025-05-07 18:23:36;87.68
2025-05-07 18:23:35;96.18
2025-05-07 18:23:34;95.30
2025-05-07 18:23:33;86.80
2025-05-07 18:23:32;78.30
2025-05-07 18:23:31;69.80
2025-05-07 18:23:30;61.30
2025-05-07 18:23:29;52.80
2025-05-07 18:23:28;44.30
2025-05-07 18:23:27;35.80
2025-05-07 18:23:26;27.30
2025-05-07 18:23:25;18.80
2025-05-07 18:23:24;10.30
2025-05-07 18:23:23;1.80
2025-05-07 18:23:22;6.70
2025-05-07 18:23:21;15.20
2025-05-07 18:23:20;23.70
2025-05-07 18:23:19;32.20
2025-05-07 18:23:18;40.70
2025-05-07 18:23:17;49.20
2025-05-07 18:23:16;57.70
2025-05-07 18:23:15;66.20
2025-05-07 18:23:14;74.70
2025-05-07 18:23:13;83.20
2025-05-07 18:23:12;91.70
2025-05-07 18:23:11;99.78
2025-05-07 18:23:10;91.28
2025-05-07 18:23:09;82.78
2025-05-07 18:23:08;74.28
2025-05-07 18:23:07;65.78
2025-05-07 18:23:06;57.28
2025-05-07 18:23:05;48.78
2025-05-07 18:23:04;40.28
2025-05-07 18:23:03;31.78
2025-05-07 18:23:02;23.28
2025-05-07 18:23:01;14.78
2025-05-07 18:23:00;6.28
2025-05-07 18:22:59;2.22
2025-05-07 18:22:58;10.72
2025-05-07 18:22:57;19.22
2025-05-07 18:22:56;27.72
2025-05-07 18:22:55;36.22
2025-05-07 18:22:54;44.72
2025-05-07 18:22:53;53.22
2025-05-07 18:22:52;61.72
2025-05-07 18:22:51;70.22
2025-05-07 18:22:50;78.72
2025-05-07 18:22:49;87.22
2025-05-07 18:22:48;95.72
2025-05-07 18:22:47;95.76
