Fecha y Hora;DR-3037 - Indicador sobrepresión R-303
2025-05-07 18:28:24;3919.00
2025-05-07 18:28:23;4769.00
2025-05-07 18:28:22;5619.00
2025-05-07 18:28:21;6469.00
2025-05-07 18:28:20;7319.00
2025-05-07 18:28:19;8169.00
2025-05-07 18:28:18;9019.00
2025-05-07 18:28:17;9869.00
2025-05-07 18:28:16;9279.00
2025-05-07 18:28:15;8429.00
2025-05-07 18:28:14;7579.00
2025-05-07 18:28:13;6729.00
2025-05-07 18:28:12;5879.00
2025-05-07 18:28:11;5029.00
2025-05-07 18:28:10;4179.00
2025-05-07 18:28:09;3329.00
2025-05-07 18:28:08;2479.00
2025-05-07 18:28:07;1629.00
2025-05-07 18:28:06;779.00
2025-05-07 18:28:05;71.00
2025-05-07 18:28:04;921.00
2025-05-07 18:28:03;1771.00
2025-05-07 18:28:02;2621.00
2025-05-07 18:28:01;3471.00
2025-05-07 18:28:00;4321.00
2025-05-07 18:27:59;5171.00
2025-05-07 18:27:58;6021.00
2025-05-07 18:27:57;6871.00
2025-05-07 18:27:56;7721.00
2025-05-07 18:27:55;8571.00
2025-05-07 18:27:54;9421.00
2025-05-07 18:27:53;9727.00
2025-05-07 18:27:52;8877.00
2025-05-07 18:27:51;8027.00
2025-05-07 18:27:50;7177.00
2025-05-07 18:27:49;6327.00
2025-05-07 18:27:48;5477.00
2025-05-07 18:27:47;4627.00
2025-05-07 18:27:46;3777.00
2025-05-07 18:27:45;2927.00
2025-05-07 18:27:44;2077.00
2025-05-07 18:27:43;1227.00
2025-05-07 18:27:42;377.00
2025-05-07 18:27:41;473.00
2025-05-07 18:27:40;1323.00
2025-05-07 18:27:39;2173.00
2025-05-07 18:27:38;3023.00
2025-05-07 18:27:37;3873.00
2025-05-07 18:27:36;4723.00
2025-05-07 18:27:35;5573.00
2025-05-07 18:27:34;6423.00
2025-05-07 18:27:33;7273.00
2025-05-07 18:27:32;8123.00
2025-05-07 18:27:31;8973.00
2025-05-07 18:27:30;9823.00
2025-05-07 18:27:29;9325.00
2025-05-07 18:27:28;8475.00
2025-05-07 18:27:27;7625.00
2025-05-07 18:27:26;6775.00
2025-05-07 18:27:25;5925.00
2025-05-07 18:27:24;5075.00
2025-05-07 18:27:23;4225.00
2025-05-07 18:27:22;3375.00
2025-05-07 18:27:21;2525.00
2025-05-07 18:27:20;1675.00
2025-05-07 18:27:19;825.00
2025-05-07 18:27:18;25.00
2025-05-07 18:27:17;875.00
2025-05-07 18:27:16;1725.00
2025-05-07 18:27:15;2575.00
2025-05-07 18:27:14;3425.00
2025-05-07 18:27:13;4275.00
2025-05-07 18:27:12;5125.00
2025-05-07 18:27:11;5975.00
2025-05-07 18:27:10;6825.00
2025-05-07 18:27:09;7675.00
2025-05-07 18:27:08;8525.00
2025-05-07 18:27:07;9375.00
2025-05-07 18:27:06;9773.00
2025-05-07 18:27:05;8923.00
2025-05-07 18:27:04;8073.00
2025-05-07 18:27:03;7223.00
2025-05-07 18:27:02;6373.00
2025-05-07 18:27:01;5523.00
2025-05-07 18:27:00;4673.00
2025-05-07 18:26:59;3823.00
2025-05-07 18:26:58;2973.00
2025-05-07 18:26:57;2123.00
2025-05-07 18:26:56;1273.00
2025-05-07 18:26:55;423.00
2025-05-07 18:26:54;427.00
2025-05-07 18:26:53;1277.00
2025-05-07 18:26:52;2127.00
2025-05-07 18:26:51;2977.00
2025-05-07 18:26:50;3827.00
2025-05-07 18:26:49;4677.00
2025-05-07 18:26:48;5527.00
2025-05-07 18:26:47;6377.00
2025-05-07 18:26:46;7227.00
2025-05-07 18:26:45;8077.00
2025-05-07 18:26:44;8927.00
2025-05-07 18:26:43;9777.00
2025-05-07 18:26:42;9371.00
2025-05-07 18:26:41;8521.00
2025-05-07 18:26:40;7671.00
2025-05-07 18:26:39;6821.00
2025-05-07 18:26:38;5971.00
2025-05-07 18:26:37;5121.00
2025-05-07 18:26:36;4271.00
2025-05-07 18:26:35;3421.00
2025-05-07 18:26:34;2571.00
2025-05-07 18:26:33;1721.00
2025-05-07 18:26:32;871.00
2025-05-07 18:26:31;21.00
2025-05-07 18:26:30;829.00
2025-05-07 18:26:29;1679.00
2025-05-07 18:26:28;2529.00
2025-05-07 18:26:27;3379.00
2025-05-07 18:26:26;4229.00
2025-05-07 18:26:25;5079.00
2025-05-07 18:26:24;5929.00
2025-05-07 18:26:23;6779.00
2025-05-07 18:26:22;7629.00
2025-05-07 18:26:21;8479.00
2025-05-07 18:26:20;9329.00
2025-05-07 18:26:19;9819.00
2025-05-07 18:26:18;8969.00
2025-05-07 18:26:17;8119.00
2025-05-07 18:26:16;7269.00
2025-05-07 18:26:15;6419.00
2025-05-07 18:26:14;5569.00
2025-05-07 18:26:13;4719.00
2025-05-07 18:26:12;3869.00
2025-05-07 18:26:11;3019.00
2025-05-07 18:26:10;2169.00
2025-05-07 18:26:09;1319.00
2025-05-07 18:26:08;469.00
2025-05-07 18:26:07;381.00
2025-05-07 18:26:06;1231.00
2025-05-07 18:26:05;2081.00
2025-05-07 18:26:04;2931.00
2025-05-07 18:26:03;3781.00
2025-05-07 18:26:02;4631.00
2025-05-07 18:26:01;5481.00
2025-05-07 18:26:00;6331.00
2025-05-07 18:25:59;7181.00
2025-05-07 18:25:58;8031.00
2025-05-07 18:25:57;8881.00
2025-05-07 18:25:56;9731.00
2025-05-07 18:25:55;9417.00
2025-05-07 18:25:54;8567.00
2025-05-07 18:25:53;7717.00
2025-05-07 18:25:52;6867.00
2025-05-07 18:25:51;6017.00
2025-05-07 18:25:50;5167.00
2025-05-07 18:25:49;4317.00
2025-05-07 18:25:48;3467.00
2025-05-07 18:25:47;2617.00
2025-05-07 18:25:46;1767.00
2025-05-07 18:25:45;917.00
2025-05-07 18:25:44;67.00
2025-05-07 18:25:43;783.00
2025-05-07 18:25:42;1633.00
2025-05-07 18:25:41;2483.00
2025-05-07 18:25:40;3333.00
2025-05-07 18:25:39;4183.00
2025-05-07 18:25:38;5033.00
2025-05-07 18:25:37;5883.00
2025-05-07 18:25:36;6733.00
2025-05-07 18:25:35;7583.00
2025-05-07 18:25:34;8433.00
2025-05-07 18:25:33;9283.00
2025-05-07 18:25:32;9865.00
2025-05-07 18:25:31;9015.00
2025-05-07 18:25:30;8165.00
2025-05-07 18:25:29;7315.00
2025-05-07 18:25:28;6465.00
2025-05-07 18:25:27;5615.00
2025-05-07 18:25:26;4765.00
2025-05-07 18:25:25;3915.00
2025-05-07 18:25:24;3065.00
2025-05-07 18:25:23;2215.00
2025-05-07 18:25:22;1365.00
2025-05-07 18:25:21;515.00
2025-05-07 18:25:20;335.00
2025-05-07 18:25:19;1185.00
2025-05-07 18:25:18;2035.00
2025-05-07 18:25:17;2885.00
2025-05-07 18:25:16;3735.00
2025-05-07 18:25:15;4585.00
2025-05-07 18:25:14;5435.00
2025-05-07 18:25:13;6285.00
2025-05-07 18:25:12;7135.00
2025-05-07 18:25:11;7985.00
2025-05-07 18:25:10;8835.00
2025-05-07 18:25:09;9685.00
2025-05-07 18:25:08;9463.00
2025-05-07 18:25:07;8613.00
2025-05-07 18:25:06;7763.00
2025-05-07 18:25:05;6913.00
2025-05-07 18:25:04;6063.00
2025-05-07 18:25:03;5213.00
2025-05-07 18:25:02;4363.00
2025-05-07 18:25:01;3513.00
2025-05-07 18:25:00;2663.00
2025-05-07 18:24:59;1813.00
2025-05-07 18:24:58;963.00
2025-05-07 18:24:57;113.00
2025-05-07 18:24:56;737.00
2025-05-07 18:24:55;1587.00
2025-05-07 18:24:54;2437.00
2025-05-07 18:24:53;3287.00
2025-05-07 18:24:52;4137.00
2025-05-07 18:24:51;4987.00
2025-05-07 18:24:50;5837.00
2025-05-07 18:24:49;6687.00
2025-05-07 18:24:48;7537.00
2025-05-07 18:24:47;8387.00
2025-05-07 18:24:46;9237.00
2025-05-07 18:24:45;9911.00
2025-05-07 18:24:44;9061.00
2025-05-07 18:24:43;8211.00
2025-05-07 18:24:42;7361.00
2025-05-07 18:24:41;6511.00
2025-05-07 18:24:40;5661.00
2025-05-07 18:24:39;4811.00
2025-05-07 18:24:38;3961.00
2025-05-07 18:24:37;3111.00
2025-05-07 18:24:36;2261.00
2025-05-07 18:24:35;1411.00
2025-05-07 18:24:34;561.00
2025-05-07 18:24:33;289.00
2025-05-07 18:24:32;1139.00
2025-05-07 18:24:31;1989.00
2025-05-07 18:24:30;2839.00
2025-05-07 18:24:29;3689.00
2025-05-07 18:24:28;4539.00
2025-05-07 18:24:27;5389.00
2025-05-07 18:24:26;6239.00
2025-05-07 18:24:25;7089.00
2025-05-07 18:24:24;7939.00
2025-05-07 18:24:23;8789.00
2025-05-07 18:24:22;9639.00
2025-05-07 18:24:21;9509.00
2025-05-07 18:24:20;8659.00
2025-05-07 18:24:19;7809.00
2025-05-07 18:24:18;6959.00
2025-05-07 18:24:17;6109.00
2025-05-07 18:24:16;5259.00
2025-05-07 18:24:15;4409.00
2025-05-07 18:24:14;3559.00
2025-05-07 18:24:13;2709.00
2025-05-07 18:24:12;1859.00
2025-05-07 18:24:11;1009.00
2025-05-07 18:24:10;159.00
2025-05-07 18:24:09;691.00
2025-05-07 18:24:08;1541.00
2025-05-07 18:24:07;2391.00
2025-05-07 18:24:06;3241.00
2025-05-07 18:24:05;4091.00
2025-05-07 18:24:04;4941.00
2025-05-07 18:24:03;5791.00
2025-05-07 18:24:02;6641.00
2025-05-07 18:24:01;7491.00
2025-05-07 18:24:00;8341.00
2025-05-07 18:23:59;9191.00
2025-05-07 18:23:58;9957.00
2025-05-07 18:23:57;9107.00
2025-05-07 18:23:56;8257.00
2025-05-07 18:23:55;7407.00
2025-05-07 18:23:54;6557.00
2025-05-07 18:23:53;5707.00
2025-05-07 18:23:52;4857.00
2025-05-07 18:23:51;4007.00
2025-05-07 18:23:50;3157.00
2025-05-07 18:23:49;2307.00
2025-05-07 18:23:48;1457.00
2025-05-07 18:23:47;607.00
2025-05-07 18:23:46;243.00
2025-05-07 18:23:45;1093.00
2025-05-07 18:23:44;1943.00
2025-05-07 18:23:43;2793.00
2025-05-07 18:23:42;3643.00
2025-05-07 18:23:41;4493.00
2025-05-07 18:23:40;5343.00
2025-05-07 18:23:39;6193.00
2025-05-07 18:23:38;7043.00
2025-05-07 18:23:37;7893.00
2025-05-07 18:23:36;8743.00
2025-05-07 18:23:35;9593.00
2025-05-07 18:23:34;9555.00
2025-05-07 18:23:33;8705.00
2025-05-07 18:23:32;7855.00
2025-05-07 18:23:31;7005.00
2025-05-07 18:23:30;6155.00
2025-05-07 18:23:29;5305.00
