Fecha y Hora;PIC-3023 - Presión entrada reactor R-303
2025-05-07 18:33:14;25.79
2025-05-07 18:33:13;17.29
2025-05-07 18:33:12;8.79
2025-05-07 18:33:11;0.29
2025-05-07 18:33:10;8.21
2025-05-07 18:33:09;16.71
2025-05-07 18:33:08;25.21
2025-05-07 18:33:07;33.71
2025-05-07 18:33:06;42.21
2025-05-07 18:33:05;50.71
2025-05-07 18:33:04;59.21
2025-05-07 18:33:03;67.71
2025-05-07 18:33:02;76.21
2025-05-07 18:33:01;84.71
2025-05-07 18:33:00;93.21
2025-05-07 18:32:59;98.27
2025-05-07 18:32:58;89.77
2025-05-07 18:32:57;81.27
2025-05-07 18:32:56;72.77
2025-05-07 18:32:55;64.27
2025-05-07 18:32:54;55.77
2025-05-07 18:32:53;47.27
2025-05-07 18:32:52;38.77
2025-05-07 18:32:51;30.27
2025-05-07 18:32:50;21.77
2025-05-07 18:32:49;13.27
2025-05-07 18:32:48;4.77
2025-05-07 18:32:47;3.73
2025-05-07 18:32:46;12.23
2025-05-07 18:32:45;20.73
2025-05-07 18:32:44;29.23
2025-05-07 18:32:43;37.73
2025-05-07 18:32:42;46.23
2025-05-07 18:32:41;54.73
2025-05-07 18:32:40;63.23
2025-05-07 18:32:39;71.73
2025-05-07 18:32:38;80.23
2025-05-07 18:32:37;88.73
2025-05-07 18:32:36;97.23
2025-05-07 18:32:35;94.25
2025-05-07 18:32:34;85.75
2025-05-07 18:32:33;77.25
2025-05-07 18:32:32;68.75
2025-05-07 18:32:31;60.25
2025-05-07 18:32:30;51.75
2025-05-07 18:32:29;43.25
2025-05-07 18:32:28;34.75
2025-05-07 18:32:27;26.25
2025-05-07 18:32:26;17.75
2025-05-07 18:32:25;9.25
2025-05-07 18:32:24;0.75
2025-05-07 18:32:23;7.75
2025-05-07 18:32:22;16.25
2025-05-07 18:32:21;24.75
2025-05-07 18:32:20;33.25
2025-05-07 18:32:19;41.75
2025-05-07 18:32:18;50.25
2025-05-07 18:32:17;58.75
2025-05-07 18:32:16;67.25
2025-05-07 18:32:15;75.75
2025-05-07 18:32:14;84.25
2025-05-07 18:32:13;92.75
2025-05-07 18:32:12;98.73
2025-05-07 18:32:11;90.23
2025-05-07 18:32:10;81.73
2025-05-07 18:32:09;73.23
2025-05-07 18:32:08;64.73
2025-05-07 18:32:07;56.23
2025-05-07 18:32:06;47.73
2025-05-07 18:32:05;39.23
2025-05-07 18:32:04;30.73
2025-05-07 18:32:03;22.23
2025-05-07 18:32:02;13.73
2025-05-07 18:32:01;5.23
2025-05-07 18:32:00;3.27
2025-05-07 18:31:59;11.77
2025-05-07 18:31:58;20.27
2025-05-07 18:31:57;28.77
2025-05-07 18:31:56;37.27
2025-05-07 18:31:55;45.77
2025-05-07 18:31:54;54.27
2025-05-07 18:31:53;62.77
2025-05-07 18:31:52;71.27
2025-05-07 18:31:51;79.77
2025-05-07 18:31:50;88.27
2025-05-07 18:31:49;96.77
2025-05-07 18:31:48;94.71
2025-05-07 18:31:47;86.21
2025-05-07 18:31:46;77.71
2025-05-07 18:31:45;69.21
2025-05-07 18:31:44;60.71
2025-05-07 18:31:43;52.21
2025-05-07 18:31:42;43.71
2025-05-07 18:31:41;35.21
2025-05-07 18:31:40;26.71
2025-05-07 18:31:39;18.21
2025-05-07 18:31:38;9.71
2025-05-07 18:31:37;1.21
2025-05-07 18:31:36;7.29
2025-05-07 18:31:35;15.79
2025-05-07 18:31:34;24.29
2025-05-07 18:31:33;32.79
2025-05-07 18:31:32;41.29
2025-05-07 18:31:31;49.79
2025-05-07 18:31:30;58.29
2025-05-07 18:31:29;66.79
2025-05-07 18:31:28;75.29
2025-05-07 18:31:27;83.79
2025-05-07 18:31:26;92.29
2025-05-07 18:31:25;99.19
2025-05-07 18:31:24;90.69
2025-05-07 18:31:23;82.19
2025-05-07 18:31:22;73.69
2025-05-07 18:31:21;65.19
2025-05-07 18:31:20;56.69
2025-05-07 18:31:19;48.19
2025-05-07 18:31:18;39.69
2025-05-07 18:31:17;31.19
2025-05-07 18:31:16;22.69
2025-05-07 18:31:15;14.19
2025-05-07 18:31:14;5.69
2025-05-07 18:31:13;2.81
2025-05-07 18:31:12;11.31
2025-05-07 18:31:11;19.81
2025-05-07 18:31:10;28.31
2025-05-07 18:31:09;36.81
2025-05-07 18:31:08;45.31
2025-05-07 18:31:07;53.81
2025-05-07 18:31:06;62.31
2025-05-07 18:31:05;70.81
2025-05-07 18:31:04;79.31
2025-05-07 18:31:03;87.81
2025-05-07 18:31:02;96.31
2025-05-07 18:31:01;95.17
2025-05-07 18:31:00;86.67
2025-05-07 18:30:59;78.17
2025-05-07 18:30:58;69.67
2025-05-07 18:30:57;61.17
2025-05-07 18:30:56;52.67
2025-05-07 18:30:55;44.17
2025-05-07 18:30:54;35.67
2025-05-07 18:30:53;27.17
2025-05-07 18:30:52;18.67
2025-05-07 18:30:51;10.17
2025-05-07 18:30:50;1.67
2025-05-07 18:30:49;6.83
2025-05-07 18:30:48;15.33
2025-05-07 18:30:47;23.83
2025-05-07 18:30:46;32.33
2025-05-07 18:30:45;40.83
2025-05-07 18:30:44;49.33
2025-05-07 18:30:43;57.83
2025-05-07 18:30:42;66.33
2025-05-07 18:30:41;74.83
2025-05-07 18:30:40;83.33
2025-05-07 18:30:39;91.83
2025-05-07 18:30:38;99.65
2025-05-07 18:30:37;91.15
2025-05-07 18:30:36;82.65
2025-05-07 18:30:35;74.15
2025-05-07 18:30:34;65.65
2025-05-07 18:30:33;57.15
2025-05-07 18:30:32;48.65
2025-05-07 18:30:31;40.15
2025-05-07 18:30:30;31.65
2025-05-07 18:30:29;23.15
2025-05-07 18:30:28;14.65
2025-05-07 18:30:27;6.15
2025-05-07 18:30:26;2.35
2025-05-07 18:30:25;10.85
2025-05-07 18:30:24;19.35
2025-05-07 18:30:23;27.85
2025-05-07 18:30:22;36.35
2025-05-07 18:30:21;44.85
2025-05-07 18:30:20;53.35
2025-05-07 18:30:19;61.85
2025-05-07 18:30:18;70.35
2025-05-07 18:30:17;78.85
2025-05-07 18:30:16;87.35
2025-05-07 18:30:15;95.85
2025-05-07 18:30:14;95.63
2025-05-07 18:30:13;87.13
2025-05-07 18:30:12;78.63
2025-05-07 18:30:11;70.13
2025-05-07 18:30:10;61.63
2025-05-07 18:30:09;53.13
2025-05-07 18:30:08;44.63
2025-05-07 18:30:07;36.13
2025-05-07 18:30:06;27.63
2025-05-07 18:30:05;19.13
2025-05-07 18:30:04;10.63
2025-05-07 18:30:03;2.13
2025-05-07 18:30:02;6.37
2025-05-07 18:30:01;14.87
2025-05-07 18:30:00;23.37
2025-05-07 18:29:59;31.87
2025-05-07 18:29:58;40.37
2025-05-07 18:29:57;48.87
2025-05-07 18:29:56;57.37
2025-05-07 18:29:55;65.87
2025-05-07 18:29:54;74.37
2025-05-07 18:29:53;82.87
2025-05-07 18:29:52;91.37
2025-05-07 18:29:51;99.87
2025-05-07 18:29:50;91.61
2025-05-07 18:29:49;83.11
2025-05-07 18:29:48;74.61
2025-05-07 18:29:47;66.11
2025-05-07 18:29:46;57.61
2025-05-07 18:29:45;49.11
2025-05-07 18:29:44;40.61
2025-05-07 18:29:43;32.11
2025-05-07 18:29:42;23.61
2025-05-07 18:29:41;15.11
2025-05-07 18:29:40;6.61
2025-05-07 18:29:39;1.89
2025-05-07 18:29:38;10.39
2025-05-07 18:29:37;18.89
2025-05-07 18:29:36;27.39
2025-05-07 18:29:35;35.89
2025-05-07 18:29:34;44.39
2025-05-07 18:29:33;52.89
2025-05-07 18:29:32;61.39
2025-05-07 18:29:31;69.89
2025-05-07 18:29:30;78.39
2025-05-07 18:29:29;86.89
2025-05-07 18:29:28;95.39
2025-05-07 18:29:27;96.09
2025-05-07 18:29:26;87.59
2025-05-07 18:29:25;79.09
2025-05-07 18:29:24;70.59
2025-05-07 18:29:23;62.09
2025-05-07 18:29:22;53.59
2025-05-07 18:29:21;45.09
2025-05-07 18:29:20;36.59
2025-05-07 18:29:19;28.09
2025-05-07 18:29:18;19.59
2025-05-07 18:29:17;11.09
2025-05-07 18:29:16;2.59
2025-05-07 18:29:15;5.91
2025-05-07 18:29:14;14.41
2025-05-07 18:29:13;22.91
2025-05-07 18:29:12;31.41
2025-05-07 18:29:11;39.91
2025-05-07 18:29:10;48.41
2025-05-07 18:29:09;56.91
2025-05-07 18:29:08;65.41
2025-05-07 18:29:07;73.91
2025-05-07 18:29:06;82.41
2025-05-07 18:29:05;90.91
2025-05-07 18:29:04;99.41
2025-05-07 18:29:03;92.07
2025-05-07 18:29:02;83.57
2025-05-07 18:29:01;75.07
2025-05-07 18:29:00;66.57
2025-05-07 18:28:59;58.07
2025-05-07 18:28:58;49.57
2025-05-07 18:28:57;41.07
2025-05-07 18:28:56;32.57
2025-05-07 18:28:55;24.07
2025-05-07 18:28:54;15.57
2025-05-07 18:28:53;7.07
2025-05-07 18:28:52;1.43
2025-05-07 18:28:51;9.93
2025-05-07 18:28:50;18.43
2025-05-07 18:28:49;26.93
2025-05-07 18:28:48;35.43
2025-05-07 18:28:47;43.93
2025-05-07 18:28:46;52.43
2025-05-07 18:28:45;60.93
2025-05-07 18:28:44;69.43
2025-05-07 18:28:43;77.93
2025-05-07 18:28:42;86.43
2025-05-07 18:28:41;94.93
2025-05-07 18:28:40;96.55
2025-05-07 18:28:39;88.05
2025-05-07 18:28:38;79.55
2025-05-07 18:28:37;71.05
2025-05-07 18:28:36;62.55
2025-05-07 18:28:35;54.05
2025-05-07 18:28:34;45.55
2025-05-07 18:28:33;37.05
2025-05-07 18:28:32;28.55
2025-05-07 18:28:31;20.05
2025-05-07 18:28:30;11.55
2025-05-07 18:28:29;3.05
2025-05-07 18:28:28;5.45
2025-05-07 18:28:27;13.95
2025-05-07 18:28:26;22.45
2025-05-07 18:28:25;30.95
2025-05-07 18:28:24;39.45
2025-05-07 18:28:23;47.95
2025-05-07 18:28:22;56.45
2025-05-07 18:28:21;64.95
2025-05-07 18:28:20;73.45
2025-05-07 18:28:19;81.95
2025-05-07 18:28:18;90.45
2025-05-07 18:28:17;98.95
2025-05-07 18:28:16;92.53
2025-05-07 18:28:15;84.03
2025-05-07 18:28:14;75.53
2025-05-07 18:28:13;67.03
2025-05-07 18:28:12;58.53
2025-05-07 18:28:11;50.03
2025-05-07 18:28:10;41.53
2025-05-07 18:28:09;33.03
2025-05-07 18:28:08;24.53
2025-05-07 18:28:07;16.03
2025-05-07 18:28:06;7.53
2025-05-07 18:28:05;0.97
2025-05-07 18:28:04;9.47
2025-05-07 18:28:03;17.97
2025-05-07 18:28:02;26.47
2025-05-07 18:28:01;34.97
2025-05-07 18:28:00;43.47
2025-05-07 18:27:59;51.97
2025-05-07 18:27:58;60.47
2025-05-07 18:27:57;68.97
2025-05-07 18:27:56;77.47
2025-05-07 18:27:55;85.97
2025-05-07 18:27:54;94.47
2025-05-07 18:27:53;97.01
2025-05-07 18:27:52;88.51
2025-05-07 18:27:51;80.01
2025-05-07 18:27:50;71.51
2025-05-07 18:27:49;63.01
2025-05-07 18:27:48;54.51
2025-05-07 18:27:47;46.01
2025-05-07 18:27:46;37.51
2025-05-07 18:27:45;29.01
2025-05-07 18:27:44;20.51
2025-05-07 18:27:43;12.01
2025-05-07 18:27:42;3.51
2025-05-07 18:27:41;4.99
2025-05-07 18:27:40;13.49
2025-05-07 18:27:39;21.99
2025-05-07 18:27:38;30.49
2025-05-07 18:27:37;38.99
2025-05-07 18:27:36;47.49
2025-05-07 18:27:35;55.99
2025-05-07 18:27:34;64.49
2025-05-07 18:27:33;72.99
2025-05-07 18:27:32;81.49
2025-05-07 18:27:31;89.99
2025-05-07 18:27:30;98.49
2025-05-07 18:27:29;92.99
2025-05-07 18:27:28;84.49
2025-05-07 18:27:27;75.99
2025-05-07 18:27:26;67.49
2025-05-07 18:27:25;58.99
2025-05-07 18:27:24;50.49
2025-05-07 18:27:23;41.99
2025-05-07 18:27:22;33.49
2025-05-07 18:27:21;24.99
2025-05-07 18:27:20;16.49
2025-05-07 18:27:19;7.99
2025-05-07 18:27:18;0.51
2025-05-07 18:27:17;9.01
2025-05-07 18:27:16;17.51
2025-05-07 18:27:15;26.01
2025-05-07 18:27:14;34.51
2025-05-07 18:27:13;43.01
2025-05-07 18:27:12;51.51
2025-05-07 18:27:11;60.01
2025-05-07 18:27:10;68.51
2025-05-07 18:27:09;77.01
2025-05-07 18:27:08;85.51
2025-05-07 18:27:07;94.01
2025-05-07 18:27:06;97.47
2025-05-07 18:27:05;88.97
2025-05-07 18:27:04;80.47
2025-05-07 18:27:03;71.97
2025-05-07 18:27:02;63.47
2025-05-07 18:27:01;54.97
2025-05-07 18:27:00;46.47
2025-05-07 18:26:59;37.97
2025-05-07 18:26:58;29.47
2025-05-07 18:26:57;20.97
2025-05-07 18:26:56;12.47
2025-05-07 18:26:55;3.97
2025-05-07 18:26:54;4.53
2025-05-07 18:26:53;13.03
2025-05-07 18:26:52;21.53
2025-05-07 18:26:51;30.03
2025-05-07 18:26:50;38.53
2025-05-07 18:26:49;47.03
2025-05-07 18:26:48;55.53
2025-05-07 18:26:47;64.03
2025-05-07 18:26:46;72.53
2025-05-07 18:26:45;81.03
2025-05-07 18:26:44;89.53
2025-05-07 18:26:43;98.03
2025-05-07 18:26:42;93.45
2025-05-07 18:26:41;84.95
2025-05-07 18:26:40;76.45
2025-05-07 18:26:39;67.95
2025-05-07 18:26:38;59.45
2025-05-07 18:26:37;50.95
2025-05-07 18:26:36;42.45
2025-05-07 18:26:35;33.95
2025-05-07 18:26:34;25.45
2025-05-07 18:26:33;16.95
2025-05-07 18:26:32;8.45
2025-05-07 18:26:31;0.05
2025-05-07 18:26:30;8.55
2025-05-07 18:26:29;17.05
2025-05-07 18:26:28;25.55
2025-05-07 18:26:27;34.05
2025-05-07 18:26:26;42.55
2025-05-07 18:26:25;51.05
2025-05-07 18:26:24;59.55
2025-05-07 18:26:23;68.05
2025-05-07 18:26:22;76.55
2025-05-07 18:26:21;85.05
2025-05-07 18:26:20;93.55
2025-05-07 18:26:19;97.93
2025-05-07 18:26:18;89.43
2025-05-07 18:26:17;80.93
2025-05-07 18:26:16;72.43
2025-05-07 18:26:15;63.93
2025-05-07 18:26:14;55.43
2025-05-07 18:26:13;46.93
2025-05-07 18:26:12;38.43
2025-05-07 18:26:11;29.93
2025-05-07 18:26:10;21.43
2025-05-07 18:26:09;12.93
2025-05-07 18:26:08;4.43
2025-05-07 18:26:07;4.07
2025-05-07 18:26:06;12.57
2025-05-07 18:26:05;21.07
2025-05-07 18:26:04;29.57
2025-05-07 18:26:03;38.07
2025-05-07 18:26:02;46.57
2025-05-07 18:26:01;55.07
2025-05-07 18:26:00;63.57
2025-05-07 18:25:59;72.07
2025-05-07 18:25:58;80.57
2025-05-07 18:25:57;89.07
2025-05-07 18:25:56;97.57
2025-05-07 18:25:55;93.91
2025-05-07 18:25:54;85.41
2025-05-07 18:25:53;76.91
2025-05-07 18:25:52;68.41
2025-05-07 18:25:51;59.91
2025-05-07 18:25:50;51.41
2025-05-07 18:25:49;42.91
2025-05-07 18:25:48;34.41
2025-05-07 18:25:47;25.91
2025-05-07 18:25:46;17.41
2025-05-07 18:25:45;8.91
2025-05-07 18:25:44;0.41
2025-05-07 18:25:43;8.09
2025-05-07 18:25:42;16.59
2025-05-07 18:25:41;25.09
2025-05-07 18:25:40;33.59
2025-05-07 18:25:39;42.09
2025-05-07 18:25:38;50.59
2025-05-07 18:25:37;59.09
2025-05-07 18:25:36;67.59
2025-05-07 18:25:35;76.09
2025-05-07 18:25:34;84.59
2025-05-07 18:25:33;93.09
2025-05-07 18:25:32;98.39
2025-05-07 18:25:31;89.89
2025-05-07 18:25:30;81.39
2025-05-07 18:25:29;72.89
2025-05-07 18:25:28;64.39
2025-05-07 18:25:27;55.89
2025-05-07 18:25:26;47.39
2025-05-07 18:25:25;38.89
2025-05-07 18:25:24;30.39
2025-05-07 18:25:23;21.89
2025-05-07 18:25:22;13.39
2025-05-07 18:25:21;4.89
2025-05-07 18:25:20;3.61
2025-05-07 18:25:19;12.11
2025-05-07 18:25:18;20.61
2025-05-07 18:25:17;29.11
2025-05-07 18:25:16;37.61
2025-05-07 18:25:15;46.11
2025-05-07 18:25:14;54.61
2025-05-07 18:25:13;63.11
2025-05-07 18:25:12;71.61
2025-05-07 18:25:11;80.11
2025-05-07 18:25:10;88.61
2025-05-07 18:25:09;97.11
2025-05-07 18:25:08;94.37
2025-05-07 18:25:07;85.87
2025-05-07 18:25:06;77.37
2025-05-07 18:25:05;68.87
2025-05-07 18:25:04;60.37
2025-05-07 18:25:03;51.87
2025-05-07 18:25:02;43.37
2025-05-07 18:25:01;34.87
2025-05-07 18:25:00;26.37
2025-05-07 18:24:59;17.87
2025-05-07 18:24:58;9.37
2025-05-07 18:24:57;0.87
2025-05-07 18:24:56;7.63
2025-05-07 18:24:55;16.13
2025-05-07 18:24:54;24.63
2025-05-07 18:24:53;33.13
2025-05-07 18:24:52;41.63
2025-05-07 18:24:51;50.13
2025-05-07 18:24:50;58.63
2025-05-07 18:24:49;67.13
2025-05-07 18:24:48;75.63
2025-05-07 18:24:47;84.13
2025-05-07 18:24:46;92.63
2025-05-07 18:24:45;98.85
2025-05-07 18:24:44;90.35
2025-05-07 18:24:43;81.85
2025-05-07 18:24:42;73.35
2025-05-07 18:24:41;64.85
2025-05-07 18:24:40;56.35
2025-05-07 18:24:39;47.85
2025-05-07 18:24:38;39.35
2025-05-07 18:24:37;30.85
2025-05-07 18:24:36;22.35
2025-05-07 18:24:35;13.85
2025-05-07 18:24:34;5.35
2025-05-07 18:24:33;3.15
2025-05-07 18:24:32;11.65
2025-05-07 18:24:31;20.15
2025-05-07 18:24:30;28.65
2025-05-07 18:24:29;37.15
2025-05-07 18:24:28;45.65
2025-05-07 18:24:27;54.15
2025-05-07 18:24:26;62.65
2025-05-07 18:24:25;71.15
2025-05-07 18:24:24;79.65
2025-05-07 18:24:23;88.15
2025-05-07 18:24:22;96.65
2025-05-07 18:24:21;94.83
2025-05-07 18:24:20;86.33
2025-05-07 18:24:19;77.83
2025-05-07 18:24:18;69.33
2025-05-07 18:24:17;60.83
2025-05-07 18:24:16;52.33
2025-05-07 18:24:15;43.83
2025-05-07 18:24:14;35.33
2025-05-07 18:24:13;26.83
2025-05-07 18:24:12;18.33
2025-05-07 18:24:11;9.83
2025-05-07 18:24:10;1.33
2025-05-07 18:24:09;7.17
2025-05-07 18:24:08;15.67
2025-05-07 18:24:07;24.17
2025-05-07 18:24:06;32.67
2025-05-07 18:24:05;41.17
2025-05-07 18:24:04;49.67
2025-05-07 18:24:03;58.17
2025-05-07 18:24:02;66.67
2025-05-07 18:24:01;75.17
2025-05-07 18:24:00;83.67
2025-05-07 18:23:59;92.17
2025-05-07 18:23:58;99.31
2025-05-07 18:23:57;90.81
2025-05-07 18:23:56;82.31
2025-05-07 18:23:55;73.81
2025-05-07 18:23:54;65.31
2025-05-07 18:23:53;56.81
2025-05-07 18:23:52;48.31
2025-05-07 18:23:51;39.81
2025-05-07 18:23:50;31.31
2025-05-07 18:23:49;22.81
2025-05-07 18:23:48;14.31
2025-05-07 18:23:47;5.81
2025-05-07 18:23:46;2.69
2025-05-07 18:23:45;11.19
2025-05-07 18:23:44;19.69
2025-05-07 18:23:43;28.19
2025-05-07 18:23:42;36.69
2025-05-07 18:23:41;45.19
2025-05-07 18:23:40;53.69
2025-05-07 18:23:39;62.19
2025-05-07 18:23:38;70.69
2025-05-07 18:23:37;79.19
2025-05-07 18:23:36;87.69
2025-05-07 18:23:35;96.19
2025-05-07 18:23:34;95.29
2025-05-07 18:23:33;86.79
2025-05-07 18:23:32;78.29
2025-05-07 18:23:31;69.79
2025-05-07 18:23:30;61.29
2025-05-07 18:23:29;52.79
2025-05-07 18:23:28;44.29
2025-05-07 18:23:27;35.79
2025-05-07 18:23:26;27.29
2025-05-07 18:23:25;18.79
2025-05-07 18:23:24;10.29
2025-05-07 18:23:23;1.79
2025-05-07 18:23:22;6.71
2025-05-07 18:23:21;15.21
2025-05-07 18:23:20;23.71
2025-05-07 18:23:19;32.21
2025-05-07 18:23:18;40.71
2025-05-07 18:23:17;49.21
2025-05-07 18:23:16;57.71
2025-05-07 18:23:15;66.21
2025-05-07 18:23:14;74.71
2025-05-07 18:23:13;83.21
2025-05-07 18:23:12;91.71
2025-05-07 18:23:11;99.77
2025-05-07 18:23:10;91.27
2025-05-07 18:23:09;82.77
2025-05-07 18:23:08;74.27
2025-05-07 18:23:07;65.77
2025-05-07 18:23:06;57.27
2025-05-07 18:23:05;48.77
2025-05-07 18:23:04;40.27
2025-05-07 18:23:03;31.77
2025-05-07 18:23:02;23.27
2025-05-07 18:23:01;14.77
2025-05-07 18:23:00;6.27
2025-05-07 18:22:59;2.23
2025-05-07 18:22:58;10.73
2025-05-07 18:22:57;19.23
2025-05-07 18:22:56;27.73
2025-05-07 18:22:55;36.23
2025-05-07 18:22:54;44.73
2025-05-07 18:22:53;53.23
2025-05-07 18:22:52;61.73
2025-05-07 18:22:51;70.23
2025-05-07 18:22:50;78.73
2025-05-07 18:22:49;87.23
2025-05-07 18:22:48;95.73
2025-05-07 18:22:47;95.75
