Fecha y Hora;LIC-3031 - Nivel reactor R-303
2025-05-07 18:31:43;47.81
2025-05-07 18:31:42;39.31
2025-05-07 18:31:41;30.81
2025-05-07 18:31:40;22.31
2025-05-07 18:31:39;13.81
2025-05-07 18:31:38;5.31
2025-05-07 18:31:37;3.19
2025-05-07 18:31:36;11.69
2025-05-07 18:31:35;20.19
2025-05-07 18:31:34;28.69
2025-05-07 18:31:33;37.19
2025-05-07 18:31:32;45.69
2025-05-07 18:31:31;54.19
2025-05-07 18:31:30;62.69
2025-05-07 18:31:29;71.19
2025-05-07 18:31:28;79.69
2025-05-07 18:31:27;88.19
2025-05-07 18:31:26;96.69
2025-05-07 18:31:25;94.79
2025-05-07 18:31:24;86.29
2025-05-07 18:31:23;77.79
2025-05-07 18:31:22;69.29
2025-05-07 18:31:21;60.79
2025-05-07 18:31:20;52.29
2025-05-07 18:31:19;43.79
2025-05-07 18:31:18;35.29
2025-05-07 18:31:17;26.79
2025-05-07 18:31:16;18.29
2025-05-07 18:31:15;9.79
2025-05-07 18:31:14;1.29
2025-05-07 18:31:13;7.21
2025-05-07 18:31:12;15.71
2025-05-07 18:31:11;24.21
2025-05-07 18:31:10;32.71
2025-05-07 18:31:09;41.21
2025-05-07 18:31:08;49.71
2025-05-07 18:31:07;58.21
2025-05-07 18:31:06;66.71
2025-05-07 18:31:05;75.21
2025-05-07 18:31:04;83.71
2025-05-07 18:31:03;92.21
2025-05-07 18:31:02;99.27
2025-05-07 18:31:01;90.77
2025-05-07 18:31:00;82.27
2025-05-07 18:30:59;73.77
2025-05-07 18:30:58;65.27
2025-05-07 18:30:57;56.77
2025-05-07 18:30:56;48.27
2025-05-07 18:30:55;39.77
2025-05-07 18:30:54;31.27
2025-05-07 18:30:53;22.77
2025-05-07 18:30:52;14.27
2025-05-07 18:30:51;5.77
2025-05-07 18:30:50;2.73
2025-05-07 18:30:49;11.23
2025-05-07 18:30:48;19.73
2025-05-07 18:30:47;28.23
2025-05-07 18:30:46;36.73
2025-05-07 18:30:45;45.23
2025-05-07 18:30:44;53.73
2025-05-07 18:30:43;62.23
2025-05-07 18:30:42;70.73
2025-05-07 18:30:41;79.23
2025-05-07 18:30:40;87.73
2025-05-07 18:30:39;96.23
2025-05-07 18:30:38;95.25
2025-05-07 18:30:37;86.75
2025-05-07 18:30:36;78.25
2025-05-07 18:30:35;69.75
2025-05-07 18:30:34;61.25
2025-05-07 18:30:33;52.75
2025-05-07 18:30:32;44.25
2025-05-07 18:30:31;35.75
2025-05-07 18:30:30;27.25
2025-05-07 18:30:29;18.75
2025-05-07 18:30:28;10.25
2025-05-07 18:30:27;1.75
2025-05-07 18:30:26;6.75
2025-05-07 18:30:25;15.25
2025-05-07 18:30:24;23.75
2025-05-07 18:30:23;32.25
2025-05-07 18:30:22;40.75
2025-05-07 18:30:21;49.25
2025-05-07 18:30:20;57.75
2025-05-07 18:30:19;66.25
2025-05-07 18:30:18;74.75
2025-05-07 18:30:17;83.25
2025-05-07 18:30:16;91.75
2025-05-07 18:30:15;99.73
2025-05-07 18:30:14;91.23
2025-05-07 18:30:13;82.73
2025-05-07 18:30:12;74.23
2025-05-07 18:30:11;65.73
2025-05-07 18:30:10;57.23
2025-05-07 18:30:09;48.73
2025-05-07 18:30:08;40.23
2025-05-07 18:30:07;31.73
2025-05-07 18:30:06;23.23
2025-05-07 18:30:05;14.73
2025-05-07 18:30:04;6.23
2025-05-07 18:30:03;2.27
2025-05-07 18:30:02;10.77
2025-05-07 18:30:01;19.27
2025-05-07 18:30:00;27.77
2025-05-07 18:29:59;36.27
2025-05-07 18:29:58;44.77
2025-05-07 18:29:57;53.27
2025-05-07 18:29:56;61.77
2025-05-07 18:29:55;70.27
2025-05-07 18:29:54;78.77
2025-05-07 18:29:53;87.27
2025-05-07 18:29:52;95.77
2025-05-07 18:29:51;95.71
2025-05-07 18:29:50;87.21
2025-05-07 18:29:49;78.71
2025-05-07 18:29:48;70.21
2025-05-07 18:29:47;61.71
2025-05-07 18:29:46;53.21
2025-05-07 18:29:45;44.71
2025-05-07 18:29:44;36.21
2025-05-07 18:29:43;27.71
2025-05-07 18:29:42;19.21
2025-05-07 18:29:41;10.71
2025-05-07 18:29:40;2.21
2025-05-07 18:29:39;6.29
2025-05-07 18:29:38;14.79
2025-05-07 18:29:37;23.29
2025-05-07 18:29:36;31.79
2025-05-07 18:29:35;40.29
2025-05-07 18:29:34;48.79
2025-05-07 18:29:33;57.29
2025-05-07 18:29:32;65.79
2025-05-07 18:29:31;74.29
2025-05-07 18:29:30;82.79
2025-05-07 18:29:29;91.29
2025-05-07 18:29:28;99.79
2025-05-07 18:29:27;91.69
2025-05-07 18:29:26;83.19
2025-05-07 18:29:25;74.69
2025-05-07 18:29:24;66.19
2025-05-07 18:29:23;57.69
2025-05-07 18:29:22;49.19
2025-05-07 18:29:21;40.69
2025-05-07 18:29:20;32.19
2025-05-07 18:29:19;23.69
2025-05-07 18:29:18;15.19
2025-05-07 18:29:17;6.69
2025-05-07 18:29:16;1.81
2025-05-07 18:29:15;10.31
2025-05-07 18:29:14;18.81
2025-05-07 18:29:13;27.31
2025-05-07 18:29:12;35.81
2025-05-07 18:29:11;44.31
2025-05-07 18:29:10;52.81
2025-05-07 18:29:09;61.31
2025-05-07 18:29:08;69.81
2025-05-07 18:29:07;78.31
2025-05-07 18:29:06;86.81
2025-05-07 18:29:05;95.31
2025-05-07 18:29:04;96.17
2025-05-07 18:29:03;87.67
2025-05-07 18:29:02;79.17
2025-05-07 18:29:01;70.67
2025-05-07 18:29:00;62.17
2025-05-07 18:28:59;53.67
2025-05-07 18:28:58;45.17
2025-05-07 18:28:57;36.67
2025-05-07 18:28:56;28.17
2025-05-07 18:28:55;19.67
2025-05-07 18:28:54;11.17
2025-05-07 18:28:53;2.67
2025-05-07 18:28:52;5.83
2025-05-07 18:28:51;14.33
2025-05-07 18:28:50;22.83
2025-05-07 18:28:49;31.33
2025-05-07 18:28:48;39.83
2025-05-07 18:28:47;48.33
2025-05-07 18:28:46;56.83
2025-05-07 18:28:45;65.33
2025-05-07 18:28:44;73.83
2025-05-07 18:28:43;82.33
2025-05-07 18:28:42;90.83
2025-05-07 18:28:41;99.33
2025-05-07 18:28:40;92.15
2025-05-07 18:28:39;83.65
2025-05-07 18:28:38;75.15
2025-05-07 18:28:37;66.65
2025-05-07 18:28:36;58.15
2025-05-07 18:28:35;49.65
2025-05-07 18:28:34;41.15
2025-05-07 18:28:33;32.65
2025-05-07 18:28:32;24.15
2025-05-07 18:28:31;15.65
2025-05-07 18:28:30;7.15
2025-05-07 18:28:29;1.35
2025-05-07 18:28:28;9.85
2025-05-07 18:28:27;18.35
2025-05-07 18:28:26;26.85
2025-05-07 18:28:25;35.35
2025-05-07 18:28:24;43.85
2025-05-07 18:28:23;52.35
2025-05-07 18:28:22;60.85
2025-05-07 18:28:21;69.35
2025-05-07 18:28:20;77.85
2025-05-07 18:28:19;86.35
2025-05-07 18:28:18;94.85
2025-05-07 18:28:17;96.63
2025-05-07 18:28:16;88.13
2025-05-07 18:28:15;79.63
2025-05-07 18:28:14;71.13
2025-05-07 18:28:13;62.63
2025-05-07 18:28:12;54.13
2025-05-07 18:28:11;45.63
2025-05-07 18:28:10;37.13
2025-05-07 18:28:09;28.63
2025-05-07 18:28:08;20.13
2025-05-07 18:28:07;11.63
2025-05-07 18:28:06;3.13
2025-05-07 18:28:05;5.37
2025-05-07 18:28:04;13.87
2025-05-07 18:28:03;22.37
2025-05-07 18:28:02;30.87
2025-05-07 18:28:01;39.37
2025-05-07 18:28:00;47.87
2025-05-07 18:27:59;56.37
2025-05-07 18:27:58;64.87
2025-05-07 18:27:57;73.37
2025-05-07 18:27:56;81.87
2025-05-07 18:27:55;90.37
2025-05-07 18:27:54;98.87
2025-05-07 18:27:53;92.61
2025-05-07 18:27:52;84.11
2025-05-07 18:27:51;75.61
2025-05-07 18:27:50;67.11
2025-05-07 18:27:49;58.61
2025-05-07 18:27:48;50.11
2025-05-07 18:27:47;41.61
2025-05-07 18:27:46;33.11
2025-05-07 18:27:45;24.61
2025-05-07 18:27:44;16.11
2025-05-07 18:27:43;7.61
2025-05-07 18:27:42;0.89
2025-05-07 18:27:41;9.39
2025-05-07 18:27:40;17.89
2025-05-07 18:27:39;26.39
2025-05-07 18:27:38;34.89
2025-05-07 18:27:37;43.39
2025-05-07 18:27:36;51.89
2025-05-07 18:27:35;60.39
2025-05-07 18:27:34;68.89
2025-05-07 18:27:33;77.39
2025-05-07 18:27:32;85.89
2025-05-07 18:27:31;94.39
2025-05-07 18:27:30;97.09
2025-05-07 18:27:29;88.59
2025-05-07 18:27:28;80.09
2025-05-07 18:27:27;71.59
2025-05-07 18:27:26;63.09
2025-05-07 18:27:25;54.59
2025-05-07 18:27:24;46.09
2025-05-07 18:27:23;37.59
2025-05-07 18:27:22;29.09
2025-05-07 18:27:21;20.59
2025-05-07 18:27:20;12.09
2025-05-07 18:27:19;3.59
2025-05-07 18:27:18;4.91
2025-05-07 18:27:17;13.41
2025-05-07 18:27:16;21.91
2025-05-07 18:27:15;30.41
2025-05-07 18:27:14;38.91
2025-05-07 18:27:13;47.41
2025-05-07 18:27:12;55.91
2025-05-07 18:27:11;64.41
2025-05-07 18:27:10;72.91
2025-05-07 18:27:09;81.41
2025-05-07 18:27:08;89.91
2025-05-07 18:27:07;98.41
2025-05-07 18:27:06;93.07
2025-05-07 18:27:05;84.57
2025-05-07 18:27:04;76.07
2025-05-07 18:27:03;67.57
2025-05-07 18:27:02;59.07
2025-05-07 18:27:01;50.57
2025-05-07 18:27:00;42.07
2025-05-07 18:26:59;33.57
2025-05-07 18:26:58;25.07
2025-05-07 18:26:57;16.57
2025-05-07 18:26:56;8.07
2025-05-07 18:26:55;0.43
2025-05-07 18:26:54;8.93
2025-05-07 18:26:53;17.43
2025-05-07 18:26:52;25.93
2025-05-07 18:26:51;34.43
2025-05-07 18:26:50;42.93
2025-05-07 18:26:49;51.43
2025-05-07 18:26:48;59.93
2025-05-07 18:26:47;68.43
2025-05-07 18:26:46;76.93
2025-05-07 18:26:45;85.43
2025-05-07 18:26:44;93.93
2025-05-07 18:26:43;97.55
2025-05-07 18:26:42;89.05
2025-05-07 18:26:41;80.55
2025-05-07 18:26:40;72.05
2025-05-07 18:26:39;63.55
2025-05-07 18:26:38;55.05
2025-05-07 18:26:37;46.55
2025-05-07 18:26:36;38.05
2025-05-07 18:26:35;29.55
2025-05-07 18:26:34;21.05
2025-05-07 18:26:33;12.55
2025-05-07 18:26:32;4.05
2025-05-07 18:26:31;4.45
2025-05-07 18:26:30;12.95
2025-05-07 18:26:29;21.45
2025-05-07 18:26:28;29.95
2025-05-07 18:26:27;38.45
2025-05-07 18:26:26;46.95
2025-05-07 18:26:25;55.45
2025-05-07 18:26:24;63.95
2025-05-07 18:26:23;72.45
2025-05-07 18:26:22;80.95
2025-05-07 18:26:21;89.45
2025-05-07 18:26:20;97.95
2025-05-07 18:26:19;93.53
2025-05-07 18:26:18;85.03
2025-05-07 18:26:17;76.53
2025-05-07 18:26:16;68.03
2025-05-07 18:26:15;59.53
2025-05-07 18:26:14;51.03
2025-05-07 18:26:13;42.53
2025-05-07 18:26:12;34.03
2025-05-07 18:26:11;25.53
2025-05-07 18:26:10;17.03
2025-05-07 18:26:09;8.53
2025-05-07 18:26:08;0.03
2025-05-07 18:26:07;8.47
2025-05-07 18:26:06;16.97
2025-05-07 18:26:05;25.47
2025-05-07 18:26:04;33.97
2025-05-07 18:26:03;42.47
2025-05-07 18:26:02;50.97
2025-05-07 18:26:01;59.47
2025-05-07 18:26:00;67.97
2025-05-07 18:25:59;76.47
2025-05-07 18:25:58;84.97
2025-05-07 18:25:57;93.47
2025-05-07 18:25:56;98.01
2025-05-07 18:25:55;89.51
2025-05-07 18:25:54;81.01
2025-05-07 18:25:53;72.51
2025-05-07 18:25:52;64.01
2025-05-07 18:25:51;55.51
2025-05-07 18:25:50;47.01
2025-05-07 18:25:49;38.51
2025-05-07 18:25:48;30.01
2025-05-07 18:25:47;21.51
2025-05-07 18:25:46;13.01
2025-05-07 18:25:45;4.51
2025-05-07 18:25:44;3.99
2025-05-07 18:25:43;12.49
2025-05-07 18:25:42;20.99
2025-05-07 18:25:41;29.49
2025-05-07 18:25:40;37.99
2025-05-07 18:25:39;46.49
2025-05-07 18:25:38;54.99
2025-05-07 18:25:37;63.49
2025-05-07 18:25:36;71.99
2025-05-07 18:25:35;80.49
2025-05-07 18:25:34;88.99
2025-05-07 18:25:33;97.49
2025-05-07 18:25:32;93.99
2025-05-07 18:25:31;85.49
2025-05-07 18:25:30;76.99
2025-05-07 18:25:29;68.49
2025-05-07 18:25:28;59.99
2025-05-07 18:25:27;51.49
2025-05-07 18:25:26;42.99
2025-05-07 18:25:25;34.49
2025-05-07 18:25:24;25.99
2025-05-07 18:25:23;17.49
2025-05-07 18:25:22;8.99
2025-05-07 18:25:21;0.49
2025-05-07 18:25:20;8.01
2025-05-07 18:25:19;16.51
2025-05-07 18:25:18;25.01
2025-05-07 18:25:17;33.51
2025-05-07 18:25:16;42.01
2025-05-07 18:25:15;50.51
2025-05-07 18:25:14;59.01
2025-05-07 18:25:13;67.51
2025-05-07 18:25:12;76.01
2025-05-07 18:25:11;84.51
2025-05-07 18:25:10;93.01
2025-05-07 18:25:09;98.47
2025-05-07 18:25:08;89.97
2025-05-07 18:25:07;81.47
2025-05-07 18:25:06;72.97
2025-05-07 18:25:05;64.47
2025-05-07 18:25:04;55.97
2025-05-07 18:25:03;47.47
2025-05-07 18:25:02;38.97
2025-05-07 18:25:01;30.47
2025-05-07 18:25:00;21.97
2025-05-07 18:24:59;13.47
2025-05-07 18:24:58;4.97
2025-05-07 18:24:57;3.53
2025-05-07 18:24:56;12.03
2025-05-07 18:24:55;20.53
2025-05-07 18:24:54;29.03
2025-05-07 18:24:53;37.53
2025-05-07 18:24:52;46.03
2025-05-07 18:24:51;54.53
2025-05-07 18:24:50;63.03
2025-05-07 18:24:49;71.53
2025-05-07 18:24:48;80.03
2025-05-07 18:24:47;88.53
2025-05-07 18:24:46;97.03
2025-05-07 18:24:45;94.45
2025-05-07 18:24:44;85.95
2025-05-07 18:24:43;77.45
2025-05-07 18:24:42;68.95
2025-05-07 18:24:41;60.45
2025-05-07 18:24:40;51.95
2025-05-07 18:24:39;43.45
2025-05-07 18:24:38;34.95
2025-05-07 18:24:37;26.45
2025-05-07 18:24:36;17.95
2025-05-07 18:24:35;9.45
2025-05-07 18:24:34;0.95
2025-05-07 18:24:33;7.55
2025-05-07 18:24:32;16.05
2025-05-07 18:24:31;24.55
2025-05-07 18:24:30;33.05
2025-05-07 18:24:29;41.55
2025-05-07 18:24:28;50.05
2025-05-07 18:24:27;58.55
2025-05-07 18:24:26;67.05
2025-05-07 18:24:25;75.55
2025-05-07 18:24:24;84.05
2025-05-07 18:24:23;92.55
2025-05-07 18:24:22;98.93
2025-05-07 18:24:21;90.43
2025-05-07 18:24:20;81.93
2025-05-07 18:24:19;73.43
2025-05-07 18:24:18;64.93
2025-05-07 18:24:17;56.43
2025-05-07 18:24:16;47.93
2025-05-07 18:24:15;39.43
2025-05-07 18:24:14;30.93
2025-05-07 18:24:13;22.43
2025-05-07 18:24:12;13.93
2025-05-07 18:24:11;5.43
2025-05-07 18:24:10;3.07
2025-05-07 18:24:09;11.57
2025-05-07 18:24:08;20.07
2025-05-07 18:24:07;28.57
2025-05-07 18:24:06;37.07
2025-05-07 18:24:05;45.57
2025-05-07 18:24:04;54.07
2025-05-07 18:24:03;62.57
2025-05-07 18:24:02;71.07
2025-05-07 18:24:01;79.57
2025-05-07 18:24:00;88.07
2025-05-07 18:23:59;96.57
2025-05-07 18:23:58;94.91
2025-05-07 18:23:57;86.41
2025-05-07 18:23:56;77.91
2025-05-07 18:23:55;69.41
2025-05-07 18:23:54;60.91
2025-05-07 18:23:53;52.41
2025-05-07 18:23:52;43.91
2025-05-07 18:23:51;35.41
2025-05-07 18:23:50;26.91
2025-05-07 18:23:49;18.41
2025-05-07 18:23:48;9.91
2025-05-07 18:23:47;1.41
2025-05-07 18:23:46;7.09
2025-05-07 18:23:45;15.59
2025-05-07 18:23:44;24.09
2025-05-07 18:23:43;32.59
2025-05-07 18:23:42;41.09
2025-05-07 18:23:41;49.59
2025-05-07 18:23:40;58.09
2025-05-07 18:23:39;66.59
2025-05-07 18:23:38;75.09
2025-05-07 18:23:37;83.59
2025-05-07 18:23:36;92.09
2025-05-07 18:23:35;99.39
2025-05-07 18:23:34;90.89
2025-05-07 18:23:33;82.39
2025-05-07 18:23:32;73.89
2025-05-07 18:23:31;65.39
2025-05-07 18:23:30;56.89
2025-05-07 18:23:29;48.39
2025-05-07 18:23:28;39.89
2025-05-07 18:23:27;31.39
2025-05-07 18:23:26;22.89
2025-05-07 18:23:25;14.39
2025-05-07 18:23:24;5.89
2025-05-07 18:23:23;2.61
2025-05-07 18:23:22;11.11
2025-05-07 18:23:21;19.61
2025-05-07 18:23:20;28.11
2025-05-07 18:23:19;36.61
2025-05-07 18:23:18;45.11
2025-05-07 18:23:17;53.61
2025-05-07 18:23:16;62.11
2025-05-07 18:23:15;70.61
2025-05-07 18:23:14;79.11
2025-05-07 18:23:13;87.61
2025-05-07 18:23:12;96.11
2025-05-07 18:23:11;95.37
2025-05-07 18:23:10;86.87
2025-05-07 18:23:09;78.37
2025-05-07 18:23:08;69.87
2025-05-07 18:23:07;61.37
2025-05-07 18:23:06;52.87
2025-05-07 18:23:05;44.37
2025-05-07 18:23:04;35.87
2025-05-07 18:23:03;27.37
2025-05-07 18:23:02;18.87
2025-05-07 18:23:01;10.37
2025-05-07 18:23:00;1.87
2025-05-07 18:22:59;6.63
2025-05-07 18:22:58;15.13
2025-05-07 18:22:57;23.63
2025-05-07 18:22:56;32.13
2025-05-07 18:22:55;40.63
2025-05-07 18:22:54;49.13
2025-05-07 18:22:53;57.63
2025-05-07 18:22:52;66.13
2025-05-07 18:22:51;74.63
2025-05-07 18:22:50;83.13
2025-05-07 18:22:49;91.63
2025-05-07 18:22:48;99.85
2025-05-07 18:22:47;91.35
