Fecha y Hora;LIT-3049 - Nivel desgasificador S-304
2025-05-07 18:33:46;93.44
2025-05-07 18:33:45;84.94
2025-05-07 18:33:44;76.44
2025-05-07 18:33:43;67.94
2025-05-07 18:33:42;59.44
2025-05-07 18:33:41;50.94
2025-05-07 18:33:40;42.44
2025-05-07 18:33:39;33.94
2025-05-07 18:33:38;25.44
2025-05-07 18:33:37;16.94
2025-05-07 18:33:36;8.44
2025-05-07 18:33:35;0.06
2025-05-07 18:33:34;8.56
2025-05-07 18:33:33;17.06
2025-05-07 18:33:32;25.56
2025-05-07 18:33:31;34.06
2025-05-07 18:33:30;42.56
2025-05-07 18:33:29;51.06
2025-05-07 18:33:28;59.56
2025-05-07 18:33:27;68.06
2025-05-07 18:33:26;76.56
2025-05-07 18:33:25;85.06
2025-05-07 18:33:24;93.56
2025-05-07 18:33:23;97.92
2025-05-07 18:33:22;89.42
2025-05-07 18:33:21;80.92
2025-05-07 18:33:20;72.42
2025-05-07 18:33:19;63.92
2025-05-07 18:33:18;55.42
2025-05-07 18:33:17;46.92
2025-05-07 18:33:16;38.42
2025-05-07 18:33:15;29.92
2025-05-07 18:33:14;21.42
2025-05-07 18:33:13;12.92
2025-05-07 18:33:12;4.42
2025-05-07 18:33:11;4.08
2025-05-07 18:33:10;12.58
2025-05-07 18:33:09;21.08
2025-05-07 18:33:08;29.58
2025-05-07 18:33:07;38.08
2025-05-07 18:33:06;46.58
2025-05-07 18:33:05;55.08
2025-05-07 18:33:04;63.58
2025-05-07 18:33:03;72.08
2025-05-07 18:33:02;80.58
2025-05-07 18:33:01;89.08
2025-05-07 18:33:00;97.58
2025-05-07 18:32:59;93.90
2025-05-07 18:32:58;85.40
2025-05-07 18:32:57;76.90
2025-05-07 18:32:56;68.40
2025-05-07 18:32:55;59.90
2025-05-07 18:32:54;51.40
2025-05-07 18:32:53;42.90
2025-05-07 18:32:52;34.40
2025-05-07 18:32:51;25.90
2025-05-07 18:32:50;17.40
2025-05-07 18:32:49;8.90
2025-05-07 18:32:48;0.40
2025-05-07 18:32:47;8.10
2025-05-07 18:32:46;16.60
2025-05-07 18:32:45;25.10
2025-05-07 18:32:44;33.60
2025-05-07 18:32:43;42.10
2025-05-07 18:32:42;50.60
2025-05-07 18:32:41;59.10
2025-05-07 18:32:40;67.60
2025-05-07 18:32:39;76.10
2025-05-07 18:32:38;84.60
2025-05-07 18:32:37;93.10
2025-05-07 18:32:36;98.38
2025-05-07 18:32:35;89.88
2025-05-07 18:32:34;81.38
2025-05-07 18:32:33;72.88
2025-05-07 18:32:32;64.38
2025-05-07 18:32:31;55.88
2025-05-07 18:32:30;47.38
2025-05-07 18:32:29;38.88
2025-05-07 18:32:28;30.38
2025-05-07 18:32:27;21.88
2025-05-07 18:32:26;13.38
2025-05-07 18:32:25;4.88
2025-05-07 18:32:24;3.62
2025-05-07 18:32:23;12.12
2025-05-07 18:32:22;20.62
2025-05-07 18:32:21;29.12
2025-05-07 18:32:20;37.62
2025-05-07 18:32:19;46.12
2025-05-07 18:32:18;54.62
2025-05-07 18:32:17;63.12
2025-05-07 18:32:16;71.62
2025-05-07 18:32:15;80.12
2025-05-07 18:32:14;88.62
2025-05-07 18:32:13;97.12
2025-05-07 18:32:12;94.36
2025-05-07 18:32:11;85.86
2025-05-07 18:32:10;77.36
2025-05-07 18:32:09;68.86
2025-05-07 18:32:08;60.36
2025-05-07 18:32:07;51.86
2025-05-07 18:32:06;43.36
2025-05-07 18:32:05;34.86
2025-05-07 18:32:04;26.36
2025-05-07 18:32:03;17.86
2025-05-07 18:32:02;9.36
2025-05-07 18:32:01;0.86
2025-05-07 18:32:00;7.64
2025-05-07 18:31:59;16.14
2025-05-07 18:31:58;24.64
2025-05-07 18:31:57;33.14
2025-05-07 18:31:56;41.64
2025-05-07 18:31:55;50.14
2025-05-07 18:31:54;58.64
2025-05-07 18:31:53;67.14
2025-05-07 18:31:52;75.64
2025-05-07 18:31:51;84.14
2025-05-07 18:31:50;92.64
2025-05-07 18:31:49;98.84
2025-05-07 18:31:48;90.34
2025-05-07 18:31:47;81.84
2025-05-07 18:31:46;73.34
2025-05-07 18:31:45;64.84
2025-05-07 18:31:44;56.34
2025-05-07 18:31:43;47.84
2025-05-07 18:31:42;39.34
2025-05-07 18:31:41;30.84
2025-05-07 18:31:40;22.34
2025-05-07 18:31:39;13.84
2025-05-07 18:31:38;5.34
2025-05-07 18:31:37;3.16
2025-05-07 18:31:36;11.66
2025-05-07 18:31:35;20.16
2025-05-07 18:31:34;28.66
2025-05-07 18:31:33;37.16
2025-05-07 18:31:32;45.66
2025-05-07 18:31:31;54.16
2025-05-07 18:31:30;62.66
2025-05-07 18:31:29;71.16
2025-05-07 18:31:28;79.66
2025-05-07 18:31:27;88.16
2025-05-07 18:31:26;96.66
2025-05-07 18:31:25;94.82
2025-05-07 18:31:24;86.32
2025-05-07 18:31:23;77.82
2025-05-07 18:31:22;69.32
2025-05-07 18:31:21;60.82
2025-05-07 18:31:20;52.32
2025-05-07 18:31:19;43.82
2025-05-07 18:31:18;35.32
2025-05-07 18:31:17;26.82
2025-05-07 18:31:16;18.32
2025-05-07 18:31:15;9.82
2025-05-07 18:31:14;1.32
2025-05-07 18:31:13;7.18
2025-05-07 18:31:12;15.68
2025-05-07 18:31:11;24.18
2025-05-07 18:31:10;32.68
2025-05-07 18:31:09;41.18
2025-05-07 18:31:08;49.68
2025-05-07 18:31:07;58.18
2025-05-07 18:31:06;66.68
2025-05-07 18:31:05;75.18
2025-05-07 18:31:04;83.68
2025-05-07 18:31:03;92.18
2025-05-07 18:31:02;99.30
2025-05-07 18:31:01;90.80
2025-05-07 18:31:00;82.30
2025-05-07 18:30:59;73.80
2025-05-07 18:30:58;65.30
2025-05-07 18:30:57;56.80
2025-05-07 18:30:56;48.30
2025-05-07 18:30:55;39.80
2025-05-07 18:30:54;31.30
2025-05-07 18:30:53;22.80
2025-05-07 18:30:52;14.30
2025-05-07 18:30:51;5.80
2025-05-07 18:30:50;2.70
2025-05-07 18:30:49;11.20
2025-05-07 18:30:48;19.70
2025-05-07 18:30:47;28.20
2025-05-07 18:30:46;36.70
2025-05-07 18:30:45;45.20
2025-05-07 18:30:44;53.70
2025-05-07 18:30:43;62.20
2025-05-07 18:30:42;70.70
2025-05-07 18:30:41;79.20
2025-05-07 18:30:40;87.70
2025-05-07 18:30:39;96.20
2025-05-07 18:30:38;95.28
2025-05-07 18:30:37;86.78
2025-05-07 18:30:36;78.28
2025-05-07 18:30:35;69.78
2025-05-07 18:30:34;61.28
2025-05-07 18:30:33;52.78
2025-05-07 18:30:32;44.28
2025-05-07 18:30:31;35.78
2025-05-07 18:30:30;27.28
2025-05-07 18:30:29;18.78
2025-05-07 18:30:28;10.28
2025-05-07 18:30:27;1.78
2025-05-07 18:30:26;6.72
2025-05-07 18:30:25;15.22
2025-05-07 18:30:24;23.72
2025-05-07 18:30:23;32.22
2025-05-07 18:30:22;40.72
2025-05-07 18:30:21;49.22
2025-05-07 18:30:20;57.72
2025-05-07 18:30:19;66.22
2025-05-07 18:30:18;74.72
2025-05-07 18:30:17;83.22
2025-05-07 18:30:16;91.72
2025-05-07 18:30:15;99.76
2025-05-07 18:30:14;91.26
2025-05-07 18:30:13;82.76
2025-05-07 18:30:12;74.26
2025-05-07 18:30:11;65.76
2025-05-07 18:30:10;57.26
2025-05-07 18:30:09;48.76
2025-05-07 18:30:08;40.26
2025-05-07 18:30:07;31.76
2025-05-07 18:30:06;23.26
2025-05-07 18:30:05;14.76
2025-05-07 18:30:04;6.26
2025-05-07 18:30:03;2.24
2025-05-07 18:30:02;10.74
2025-05-07 18:30:01;19.24
2025-05-07 18:30:00;27.74
2025-05-07 18:29:59;36.24
2025-05-07 18:29:58;44.74
2025-05-07 18:29:57;53.24
2025-05-07 18:29:56;61.74
2025-05-07 18:29:55;70.24
2025-05-07 18:29:54;78.74
2025-05-07 18:29:53;87.24
2025-05-07 18:29:52;95.74
2025-05-07 18:29:51;95.74
2025-05-07 18:29:50;87.24
2025-05-07 18:29:49;78.74
2025-05-07 18:29:48;70.24
2025-05-07 18:29:47;61.74
2025-05-07 18:29:46;53.24
2025-05-07 18:29:45;44.74
2025-05-07 18:29:44;36.24
2025-05-07 18:29:43;27.74
2025-05-07 18:29:42;19.24
2025-05-07 18:29:41;10.74
2025-05-07 18:29:40;2.24
2025-05-07 18:29:39;6.26
2025-05-07 18:29:38;14.76
2025-05-07 18:29:37;23.26
2025-05-07 18:29:36;31.76
2025-05-07 18:29:35;40.26
2025-05-07 18:29:34;48.76
2025-05-07 18:29:33;57.26
2025-05-07 18:29:32;65.76
2025-05-07 18:29:31;74.26
2025-05-07 18:29:30;82.76
2025-05-07 18:29:29;91.26
2025-05-07 18:29:28;99.76
2025-05-07 18:29:27;91.72
2025-05-07 18:29:26;83.22
2025-05-07 18:29:25;74.72
2025-05-07 18:29:24;66.22
2025-05-07 18:29:23;57.72
2025-05-07 18:29:22;49.22
2025-05-07 18:29:21;40.72
2025-05-07 18:29:20;32.22
2025-05-07 18:29:19;23.72
2025-05-07 18:29:18;15.22
2025-05-07 18:29:17;6.72
2025-05-07 18:29:16;1.78
2025-05-07 18:29:15;10.28
2025-05-07 18:29:14;18.78
2025-05-07 18:29:13;27.28
2025-05-07 18:29:12;35.78
2025-05-07 18:29:11;44.28
2025-05-07 18:29:10;52.78
2025-05-07 18:29:09;61.28
2025-05-07 18:29:08;69.78
2025-05-07 18:29:07;78.28
2025-05-07 18:29:06;86.78
2025-05-07 18:29:05;95.28
2025-05-07 18:29:04;96.20
2025-05-07 18:29:03;87.70
2025-05-07 18:29:02;79.20
2025-05-07 18:29:01;70.70
2025-05-07 18:29:00;62.20
2025-05-07 18:28:59;53.70
2025-05-07 18:28:58;45.20
2025-05-07 18:28:57;36.70
2025-05-07 18:28:56;28.20
2025-05-07 18:28:55;19.70
2025-05-07 18:28:54;11.20
2025-05-07 18:28:53;2.70
2025-05-07 18:28:52;5.80
2025-05-07 18:28:51;14.30
2025-05-07 18:28:50;22.80
2025-05-07 18:28:49;31.30
2025-05-07 18:28:48;39.80
2025-05-07 18:28:47;48.30
2025-05-07 18:28:46;56.80
2025-05-07 18:28:45;65.30
2025-05-07 18:28:44;73.80
2025-05-07 18:28:43;82.30
2025-05-07 18:28:42;90.80
2025-05-07 18:28:41;99.30
2025-05-07 18:28:40;92.18
2025-05-07 18:28:39;83.68
2025-05-07 18:28:38;75.18
2025-05-07 18:28:37;66.68
2025-05-07 18:28:36;58.18
2025-05-07 18:28:35;49.68
2025-05-07 18:28:34;41.18
2025-05-07 18:28:33;32.68
2025-05-07 18:28:32;24.18
2025-05-07 18:28:31;15.68
2025-05-07 18:28:30;7.18
2025-05-07 18:28:29;1.32
2025-05-07 18:28:28;9.82
2025-05-07 18:28:27;18.32
2025-05-07 18:28:26;26.82
2025-05-07 18:28:25;35.32
2025-05-07 18:28:24;43.82
2025-05-07 18:28:23;52.32
2025-05-07 18:28:22;60.82
2025-05-07 18:28:21;69.32
2025-05-07 18:28:20;77.82
2025-05-07 18:28:19;86.32
2025-05-07 18:28:18;94.82
2025-05-07 18:28:17;96.66
2025-05-07 18:28:16;88.16
2025-05-07 18:28:15;79.66
2025-05-07 18:28:14;71.16
2025-05-07 18:28:13;62.66
2025-05-07 18:28:12;54.16
2025-05-07 18:28:11;45.66
2025-05-07 18:28:10;37.16
2025-05-07 18:28:09;28.66
2025-05-07 18:28:08;20.16
2025-05-07 18:28:07;11.66
2025-05-07 18:28:06;3.16
2025-05-07 18:28:05;5.34
2025-05-07 18:28:04;13.84
2025-05-07 18:28:03;22.34
2025-05-07 18:28:02;30.84
2025-05-07 18:28:01;39.34
2025-05-07 18:28:00;47.84
2025-05-07 18:27:59;56.34
2025-05-07 18:27:58;64.84
2025-05-07 18:27:57;73.34
2025-05-07 18:27:56;81.84
2025-05-07 18:27:55;90.34
2025-05-07 18:27:54;98.84
2025-05-07 18:27:53;92.64
2025-05-07 18:27:52;84.14
2025-05-07 18:27:51;75.64
2025-05-07 18:27:50;67.14
2025-05-07 18:27:49;58.64
2025-05-07 18:27:48;50.14
2025-05-07 18:27:47;41.64
2025-05-07 18:27:46;33.14
2025-05-07 18:27:45;24.64
2025-05-07 18:27:44;16.14
2025-05-07 18:27:43;7.64
2025-05-07 18:27:42;0.86
2025-05-07 18:27:41;9.36
2025-05-07 18:27:40;17.86
2025-05-07 18:27:39;26.36
2025-05-07 18:27:38;34.86
2025-05-07 18:27:37;43.36
2025-05-07 18:27:36;51.86
2025-05-07 18:27:35;60.36
2025-05-07 18:27:34;68.86
2025-05-07 18:27:33;77.36
2025-05-07 18:27:32;85.86
2025-05-07 18:27:31;94.36
2025-05-07 18:27:30;97.12
2025-05-07 18:27:29;88.62
2025-05-07 18:27:28;80.12
2025-05-07 18:27:27;71.62
2025-05-07 18:27:26;63.12
2025-05-07 18:27:25;54.62
2025-05-07 18:27:24;46.12
2025-05-07 18:27:23;37.62
2025-05-07 18:27:22;29.12
2025-05-07 18:27:21;20.62
2025-05-07 18:27:20;12.12
2025-05-07 18:27:19;3.62
2025-05-07 18:27:18;4.88
2025-05-07 18:27:17;13.38
2025-05-07 18:27:16;21.88
2025-05-07 18:27:15;30.38
2025-05-07 18:27:14;38.88
2025-05-07 18:27:13;47.38
2025-05-07 18:27:12;55.88
2025-05-07 18:27:11;64.38
2025-05-07 18:27:10;72.88
2025-05-07 18:27:09;81.38
2025-05-07 18:27:08;89.88
2025-05-07 18:27:07;98.38
2025-05-07 18:27:06;93.10
2025-05-07 18:27:05;84.60
2025-05-07 18:27:04;76.10
2025-05-07 18:27:03;67.60
2025-05-07 18:27:02;59.10
2025-05-07 18:27:01;50.60
2025-05-07 18:27:00;42.10
2025-05-07 18:26:59;33.60
2025-05-07 18:26:58;25.10
2025-05-07 18:26:57;16.60
2025-05-07 18:26:56;8.10
2025-05-07 18:26:55;0.40
2025-05-07 18:26:54;8.90
2025-05-07 18:26:53;17.40
2025-05-07 18:26:52;25.90
2025-05-07 18:26:51;34.40
2025-05-07 18:26:50;42.90
2025-05-07 18:26:49;51.40
2025-05-07 18:26:48;59.90
2025-05-07 18:26:47;68.40
2025-05-07 18:26:46;76.90
2025-05-07 18:26:45;85.40
2025-05-07 18:26:44;93.90
2025-05-07 18:26:43;97.58
2025-05-07 18:26:42;89.08
2025-05-07 18:26:41;80.58
2025-05-07 18:26:40;72.08
2025-05-07 18:26:39;63.58
2025-05-07 18:26:38;55.08
2025-05-07 18:26:37;46.58
2025-05-07 18:26:36;38.08
2025-05-07 18:26:35;29.58
2025-05-07 18:26:34;21.08
2025-05-07 18:26:33;12.58
2025-05-07 18:26:32;4.08
2025-05-07 18:26:31;4.42
2025-05-07 18:26:30;12.92
2025-05-07 18:26:29;21.42
2025-05-07 18:26:28;29.92
2025-05-07 18:26:27;38.42
2025-05-07 18:26:26;46.92
2025-05-07 18:26:25;55.42
2025-05-07 18:26:24;63.92
2025-05-07 18:26:23;72.42
2025-05-07 18:26:22;80.92
2025-05-07 18:26:21;89.42
2025-05-07 18:26:20;97.92
2025-05-07 18:26:19;93.56
2025-05-07 18:26:18;85.06
2025-05-07 18:26:17;76.56
2025-05-07 18:26:16;68.06
2025-05-07 18:26:15;59.56
2025-05-07 18:26:14;51.06
2025-05-07 18:26:13;42.56
2025-05-07 18:26:12;34.06
2025-05-07 18:26:11;25.56
2025-05-07 18:26:10;17.06
2025-05-07 18:26:09;8.56
2025-05-07 18:26:08;0.06
2025-05-07 18:26:07;8.44
2025-05-07 18:26:06;16.94
2025-05-07 18:26:05;25.44
2025-05-07 18:26:04;33.94
2025-05-07 18:26:03;42.44
2025-05-07 18:26:02;50.94
2025-05-07 18:26:01;59.44
2025-05-07 18:26:00;67.94
2025-05-07 18:25:59;76.44
2025-05-07 18:25:58;84.94
2025-05-07 18:25:57;93.44
2025-05-07 18:25:56;98.04
2025-05-07 18:25:55;89.54
2025-05-07 18:25:54;81.04
2025-05-07 18:25:53;72.54
2025-05-07 18:25:52;64.04
2025-05-07 18:25:51;55.54
2025-05-07 18:25:50;47.04
2025-05-07 18:25:49;38.54
2025-05-07 18:25:48;30.04
2025-05-07 18:25:47;21.54
2025-05-07 18:25:46;13.04
2025-05-07 18:25:45;4.54
2025-05-07 18:25:44;3.96
2025-05-07 18:25:43;12.46
2025-05-07 18:25:42;20.96
2025-05-07 18:25:41;29.46
2025-05-07 18:25:40;37.96
2025-05-07 18:25:39;46.46
2025-05-07 18:25:38;54.96
2025-05-07 18:25:37;63.46
2025-05-07 18:25:36;71.96
2025-05-07 18:25:35;80.46
2025-05-07 18:25:34;88.96
2025-05-07 18:25:33;97.46
2025-05-07 18:25:32;94.02
2025-05-07 18:25:31;85.52
2025-05-07 18:25:30;77.02
2025-05-07 18:25:29;68.52
2025-05-07 18:25:28;60.02
2025-05-07 18:25:27;51.52
2025-05-07 18:25:26;43.02
2025-05-07 18:25:25;34.52
2025-05-07 18:25:24;26.02
2025-05-07 18:25:23;17.52
2025-05-07 18:25:22;9.02
2025-05-07 18:25:21;0.52
2025-05-07 18:25:20;7.98
2025-05-07 18:25:19;16.48
2025-05-07 18:25:18;24.98
2025-05-07 18:25:17;33.48
2025-05-07 18:25:16;41.98
2025-05-07 18:25:15;50.48
2025-05-07 18:25:14;58.98
2025-05-07 18:25:13;67.48
2025-05-07 18:25:12;75.98
2025-05-07 18:25:11;84.48
2025-05-07 18:25:10;92.98
2025-05-07 18:25:09;98.50
2025-05-07 18:25:08;90.00
2025-05-07 18:25:07;81.50
2025-05-07 18:25:06;73.00
2025-05-07 18:25:05;64.50
2025-05-07 18:25:04;56.00
2025-05-07 18:25:03;47.50
2025-05-07 18:25:02;39.00
2025-05-07 18:25:01;30.50
2025-05-07 18:25:00;22.00
2025-05-07 18:24:59;13.50
2025-05-07 18:24:58;5.00
2025-05-07 18:24:57;3.50
2025-05-07 18:24:56;12.00
2025-05-07 18:24:55;20.50
2025-05-07 18:24:54;29.00
2025-05-07 18:24:53;37.50
2025-05-07 18:24:52;46.00
2025-05-07 18:24:51;54.50
2025-05-07 18:24:50;63.00
2025-05-07 18:24:49;71.50
2025-05-07 18:24:48;80.00
2025-05-07 18:24:47;88.50
2025-05-07 18:24:46;97.00
2025-05-07 18:24:45;94.48
2025-05-07 18:24:44;85.98
2025-05-07 18:24:43;77.48
2025-05-07 18:24:42;68.98
2025-05-07 18:24:41;60.48
2025-05-07 18:24:40;51.98
2025-05-07 18:24:39;43.48
2025-05-07 18:24:38;34.98
2025-05-07 18:24:37;26.48
2025-05-07 18:24:36;17.98
2025-05-07 18:24:35;9.48
2025-05-07 18:24:34;0.98
2025-05-07 18:24:33;7.52
2025-05-07 18:24:32;16.02
2025-05-07 18:24:31;24.52
2025-05-07 18:24:30;33.02
2025-05-07 18:24:29;41.52
2025-05-07 18:24:28;50.02
2025-05-07 18:24:27;58.52
2025-05-07 18:24:26;67.02
2025-05-07 18:24:25;75.52
2025-05-07 18:24:24;84.02
2025-05-07 18:24:23;92.52
2025-05-07 18:24:22;98.96
2025-05-07 18:24:21;90.46
2025-05-07 18:24:20;81.96
2025-05-07 18:24:19;73.46
2025-05-07 18:24:18;64.96
2025-05-07 18:24:17;56.46
2025-05-07 18:24:16;47.96
2025-05-07 18:24:15;39.46
2025-05-07 18:24:14;30.96
2025-05-07 18:24:13;22.46
2025-05-07 18:24:12;13.96
2025-05-07 18:24:11;5.46
2025-05-07 18:24:10;3.04
2025-05-07 18:24:09;11.54
2025-05-07 18:24:08;20.04
2025-05-07 18:24:07;28.54
2025-05-07 18:24:06;37.04
2025-05-07 18:24:05;45.54
2025-05-07 18:24:04;54.04
2025-05-07 18:24:03;62.54
2025-05-07 18:24:02;71.04
2025-05-07 18:24:01;79.54
2025-05-07 18:24:00;88.04
2025-05-07 18:23:59;96.54
2025-05-07 18:23:58;94.94
2025-05-07 18:23:57;86.44
2025-05-07 18:23:56;77.94
2025-05-07 18:23:55;69.44
2025-05-07 18:23:54;60.94
2025-05-07 18:23:53;52.44
2025-05-07 18:23:52;43.94
2025-05-07 18:23:51;35.44
2025-05-07 18:23:50;26.94
2025-05-07 18:23:49;18.44
2025-05-07 18:23:48;9.94
2025-05-07 18:23:47;1.44
2025-05-07 18:23:46;7.06
2025-05-07 18:23:45;15.56
2025-05-07 18:23:44;24.06
2025-05-07 18:23:43;32.56
2025-05-07 18:23:42;41.06
2025-05-07 18:23:41;49.56
2025-05-07 18:23:40;58.06
2025-05-07 18:23:39;66.56
2025-05-07 18:23:38;75.06
2025-05-07 18:23:37;83.56
2025-05-07 18:23:36;92.06
2025-05-07 18:23:35;99.42
2025-05-07 18:23:34;90.92
2025-05-07 18:23:33;82.42
2025-05-07 18:23:32;73.92
2025-05-07 18:23:31;65.42
2025-05-07 18:23:30;56.92
2025-05-07 18:23:29;48.42
2025-05-07 18:23:28;39.92
2025-05-07 18:23:27;31.42
2025-05-07 18:23:26;22.92
2025-05-07 18:23:25;14.42
2025-05-07 18:23:24;5.92
2025-05-07 18:23:23;2.58
2025-05-07 18:23:22;11.08
2025-05-07 18:23:21;19.58
2025-05-07 18:23:20;28.08
2025-05-07 18:23:19;36.58
2025-05-07 18:23:18;45.08
2025-05-07 18:23:17;53.58
2025-05-07 18:23:16;62.08
2025-05-07 18:23:15;70.58
2025-05-07 18:23:14;79.08
2025-05-07 18:23:13;87.58
2025-05-07 18:23:12;96.08
2025-05-07 18:23:11;95.40
2025-05-07 18:23:10;86.90
2025-05-07 18:23:09;78.40
2025-05-07 18:23:08;69.90
2025-05-07 18:23:07;61.40
2025-05-07 18:23:06;52.90
2025-05-07 18:23:05;44.40
2025-05-07 18:23:04;35.90
2025-05-07 18:23:03;27.40
2025-05-07 18:23:02;18.90
2025-05-07 18:23:01;10.40
2025-05-07 18:23:00;1.90
2025-05-07 18:22:59;6.60
2025-05-07 18:22:58;15.10
2025-05-07 18:22:57;23.60
2025-05-07 18:22:56;32.10
2025-05-07 18:22:55;40.60
2025-05-07 18:22:54;49.10
2025-05-07 18:22:53;57.60
2025-05-07 18:22:52;66.10
2025-05-07 18:22:51;74.60
2025-05-07 18:22:50;83.10
2025-05-07 18:22:49;91.60
2025-05-07 18:22:48;99.88
2025-05-07 18:22:47;91.38
