Fecha y Hora;LIT-2019 - Nivel mezclador M-201
2025-05-07 18:32:44;33.64
2025-05-07 18:32:43;42.14
2025-05-07 18:32:42;50.64
2025-05-07 18:32:41;59.14
2025-05-07 18:32:40;67.64
2025-05-07 18:32:39;76.14
2025-05-07 18:32:38;84.64
2025-05-07 18:32:37;93.14
2025-05-07 18:32:36;98.34
2025-05-07 18:32:35;89.84
2025-05-07 18:32:34;81.34
2025-05-07 18:32:33;72.84
2025-05-07 18:32:32;64.34
2025-05-07 18:32:31;55.84
2025-05-07 18:32:30;47.34
2025-05-07 18:32:29;38.84
2025-05-07 18:32:28;30.34
2025-05-07 18:32:27;21.84
2025-05-07 18:32:26;13.34
2025-05-07 18:32:25;4.84
2025-05-07 18:32:24;3.66
2025-05-07 18:32:23;12.16
2025-05-07 18:32:22;20.66
2025-05-07 18:32:21;29.16
2025-05-07 18:32:20;37.66
2025-05-07 18:32:19;46.16
2025-05-07 18:32:18;54.66
2025-05-07 18:32:17;63.16
2025-05-07 18:32:16;71.66
2025-05-07 18:32:15;80.16
2025-05-07 18:32:14;88.66
2025-05-07 18:32:13;97.16
2025-05-07 18:32:12;94.32
2025-05-07 18:32:11;85.82
2025-05-07 18:32:10;77.32
2025-05-07 18:32:09;68.82
2025-05-07 18:32:08;60.32
2025-05-07 18:32:07;51.82
2025-05-07 18:32:06;43.32
2025-05-07 18:32:05;34.82
2025-05-07 18:32:04;26.32
2025-05-07 18:32:03;17.82
2025-05-07 18:32:02;9.32
2025-05-07 18:32:01;0.82
2025-05-07 18:32:00;7.68
2025-05-07 18:31:59;16.18
2025-05-07 18:31:58;24.68
2025-05-07 18:31:57;33.18
2025-05-07 18:31:56;41.68
2025-05-07 18:31:55;50.18
2025-05-07 18:31:54;58.68
2025-05-07 18:31:53;67.18
2025-05-07 18:31:52;75.68
2025-05-07 18:31:51;84.18
2025-05-07 18:31:50;92.68
2025-05-07 18:31:49;98.80
2025-05-07 18:31:48;90.30
2025-05-07 18:31:47;81.80
2025-05-07 18:31:46;73.30
2025-05-07 18:31:45;64.80
2025-05-07 18:31:44;56.30
2025-05-07 18:31:43;47.80
2025-05-07 18:31:42;39.30
2025-05-07 18:31:41;30.80
2025-05-07 18:31:40;22.30
2025-05-07 18:31:39;13.80
2025-05-07 18:31:38;5.30
2025-05-07 18:31:37;3.20
2025-05-07 18:31:36;11.70
2025-05-07 18:31:35;20.20
2025-05-07 18:31:34;28.70
2025-05-07 18:31:33;37.20
2025-05-07 18:31:32;45.70
2025-05-07 18:31:31;54.20
2025-05-07 18:31:30;62.70
2025-05-07 18:31:29;71.20
2025-05-07 18:31:28;79.70
2025-05-07 18:31:27;88.20
2025-05-07 18:31:26;96.70
2025-05-07 18:31:25;94.78
2025-05-07 18:31:24;86.28
2025-05-07 18:31:23;77.78
2025-05-07 18:31:22;69.28
2025-05-07 18:31:21;60.78
2025-05-07 18:31:20;52.28
2025-05-07 18:31:19;43.78
2025-05-07 18:31:18;35.28
2025-05-07 18:31:17;26.78
2025-05-07 18:31:16;18.28
2025-05-07 18:31:15;9.78
2025-05-07 18:31:14;1.28
2025-05-07 18:31:13;7.22
2025-05-07 18:31:12;15.72
2025-05-07 18:31:11;24.22
2025-05-07 18:31:10;32.72
2025-05-07 18:31:09;41.22
2025-05-07 18:31:08;49.72
2025-05-07 18:31:07;58.22
2025-05-07 18:31:06;66.72
2025-05-07 18:31:05;75.22
2025-05-07 18:31:04;83.72
2025-05-07 18:31:03;92.22
2025-05-07 18:31:02;99.26
2025-05-07 18:31:01;90.76
2025-05-07 18:31:00;82.26
2025-05-07 18:30:59;73.76
2025-05-07 18:30:58;65.26
2025-05-07 18:30:57;56.76
2025-05-07 18:30:56;48.26
2025-05-07 18:30:55;39.76
2025-05-07 18:30:54;31.26
2025-05-07 18:30:53;22.76
2025-05-07 18:30:52;14.26
2025-05-07 18:30:51;5.76
2025-05-07 18:30:50;2.74
2025-05-07 18:30:49;11.24
2025-05-07 18:30:48;19.74
2025-05-07 18:30:47;28.24
2025-05-07 18:30:46;36.74
2025-05-07 18:30:45;45.24
2025-05-07 18:30:44;53.74
2025-05-07 18:30:43;62.24
2025-05-07 18:30:42;70.74
2025-05-07 18:30:41;79.24
2025-05-07 18:30:40;87.74
2025-05-07 18:30:39;96.24
2025-05-07 18:30:38;95.24
2025-05-07 18:30:37;86.74
2025-05-07 18:30:36;78.24
2025-05-07 18:30:35;69.74
2025-05-07 18:30:34;61.24
2025-05-07 18:30:33;52.74
2025-05-07 18:30:32;44.24
2025-05-07 18:30:31;35.74
2025-05-07 18:30:30;27.24
2025-05-07 18:30:29;18.74
2025-05-07 18:30:28;10.24
2025-05-07 18:30:27;1.74
2025-05-07 18:30:26;6.76
2025-05-07 18:30:25;15.26
2025-05-07 18:30:24;23.76
2025-05-07 18:30:23;32.26
2025-05-07 18:30:22;40.76
2025-05-07 18:30:21;49.26
2025-05-07 18:30:20;57.76
2025-05-07 18:30:19;66.26
2025-05-07 18:30:18;74.76
2025-05-07 18:30:17;83.26
2025-05-07 18:30:16;91.76
2025-05-07 18:30:15;99.72
2025-05-07 18:30:14;91.22
2025-05-07 18:30:13;82.72
2025-05-07 18:30:12;74.22
2025-05-07 18:30:11;65.72
2025-05-07 18:30:10;57.22
2025-05-07 18:30:09;48.72
2025-05-07 18:30:08;40.22
2025-05-07 18:30:07;31.72
2025-05-07 18:30:06;23.22
2025-05-07 18:30:05;14.72
2025-05-07 18:30:04;6.22
2025-05-07 18:30:03;2.28
2025-05-07 18:30:02;10.78
2025-05-07 18:30:01;19.28
2025-05-07 18:30:00;27.78
2025-05-07 18:29:59;36.28
2025-05-07 18:29:58;44.78
2025-05-07 18:29:57;53.28
2025-05-07 18:29:56;61.78
2025-05-07 18:29:55;70.28
2025-05-07 18:29:54;78.78
2025-05-07 18:29:53;87.28
2025-05-07 18:29:52;95.78
2025-05-07 18:29:51;95.70
2025-05-07 18:29:50;87.20
2025-05-07 18:29:49;78.70
2025-05-07 18:29:48;70.20
2025-05-07 18:29:47;61.70
2025-05-07 18:29:46;53.20
2025-05-07 18:29:45;44.70
2025-05-07 18:29:44;36.20
2025-05-07 18:29:43;27.70
2025-05-07 18:29:42;19.20
2025-05-07 18:29:41;10.70
2025-05-07 18:29:40;2.20
2025-05-07 18:29:39;6.30
2025-05-07 18:29:38;14.80
2025-05-07 18:29:37;23.30
2025-05-07 18:29:36;31.80
2025-05-07 18:29:35;40.30
2025-05-07 18:29:34;48.80
2025-05-07 18:29:33;57.30
2025-05-07 18:29:32;65.80
2025-05-07 18:29:31;74.30
2025-05-07 18:29:30;82.80
2025-05-07 18:29:29;91.30
2025-05-07 18:29:28;99.80
2025-05-07 18:29:27;91.68
2025-05-07 18:29:26;83.18
2025-05-07 18:29:25;74.68
2025-05-07 18:29:24;66.18
2025-05-07 18:29:23;57.68
2025-05-07 18:29:22;49.18
2025-05-07 18:29:21;40.68
2025-05-07 18:29:20;32.18
2025-05-07 18:29:19;23.68
2025-05-07 18:29:18;15.18
2025-05-07 18:29:17;6.68
2025-05-07 18:29:16;1.82
2025-05-07 18:29:15;10.32
2025-05-07 18:29:14;18.82
2025-05-07 18:29:13;27.32
2025-05-07 18:29:12;35.82
2025-05-07 18:29:11;44.32
2025-05-07 18:29:10;52.82
2025-05-07 18:29:09;61.32
2025-05-07 18:29:08;69.82
2025-05-07 18:29:07;78.32
2025-05-07 18:29:06;86.82
2025-05-07 18:29:05;95.32
2025-05-07 18:29:04;96.16
2025-05-07 18:29:03;87.66
2025-05-07 18:29:02;79.16
2025-05-07 18:29:01;70.66
2025-05-07 18:29:00;62.16
2025-05-07 18:28:59;53.66
2025-05-07 18:28:58;45.16
2025-05-07 18:28:57;36.66
2025-05-07 18:28:56;28.16
2025-05-07 18:28:55;19.66
2025-05-07 18:28:54;11.16
2025-05-07 18:28:53;2.66
2025-05-07 18:28:52;5.84
2025-05-07 18:28:51;14.34
2025-05-07 18:28:50;22.84
2025-05-07 18:28:49;31.34
2025-05-07 18:28:48;39.84
2025-05-07 18:28:47;48.34
2025-05-07 18:28:46;56.84
2025-05-07 18:28:45;65.34
2025-05-07 18:28:44;73.84
2025-05-07 18:28:43;82.34
2025-05-07 18:28:42;90.84
2025-05-07 18:28:41;99.34
2025-05-07 18:28:40;92.14
2025-05-07 18:28:39;83.64
2025-05-07 18:28:38;75.14
2025-05-07 18:28:37;66.64
2025-05-07 18:28:36;58.14
2025-05-07 18:28:35;49.64
2025-05-07 18:28:34;41.14
2025-05-07 18:28:33;32.64
2025-05-07 18:28:32;24.14
2025-05-07 18:28:31;15.64
2025-05-07 18:28:30;7.14
2025-05-07 18:28:29;1.36
2025-05-07 18:28:28;9.86
2025-05-07 18:28:27;18.36
2025-05-07 18:28:26;26.86
2025-05-07 18:28:25;35.36
2025-05-07 18:28:24;43.86
2025-05-07 18:28:23;52.36
2025-05-07 18:28:22;60.86
2025-05-07 18:28:21;69.36
2025-05-07 18:28:20;77.86
2025-05-07 18:28:19;86.36
2025-05-07 18:28:18;94.86
2025-05-07 18:28:17;96.62
2025-05-07 18:28:16;88.12
2025-05-07 18:28:15;79.62
2025-05-07 18:28:14;71.12
2025-05-07 18:28:13;62.62
2025-05-07 18:28:12;54.12
2025-05-07 18:28:11;45.62
2025-05-07 18:28:10;37.12
2025-05-07 18:28:09;28.62
2025-05-07 18:28:08;20.12
2025-05-07 18:28:07;11.62
2025-05-07 18:28:06;3.12
2025-05-07 18:28:05;5.38
2025-05-07 18:28:04;13.88
2025-05-07 18:28:03;22.38
2025-05-07 18:28:02;30.88
2025-05-07 18:28:01;39.38
2025-05-07 18:28:00;47.88
2025-05-07 18:27:59;56.38
2025-05-07 18:27:58;64.88
2025-05-07 18:27:57;73.38
2025-05-07 18:27:56;81.88
2025-05-07 18:27:55;90.38
2025-05-07 18:27:54;98.88
2025-05-07 18:27:53;92.60
2025-05-07 18:27:52;84.10
2025-05-07 18:27:51;75.60
2025-05-07 18:27:50;67.10
2025-05-07 18:27:49;58.60
2025-05-07 18:27:48;50.10
2025-05-07 18:27:47;41.60
2025-05-07 18:27:46;33.10
2025-05-07 18:27:45;24.60
2025-05-07 18:27:44;16.10
2025-05-07 18:27:43;7.60
2025-05-07 18:27:42;0.90
2025-05-07 18:27:41;9.40
2025-05-07 18:27:40;17.90
2025-05-07 18:27:39;26.40
2025-05-07 18:27:38;34.90
2025-05-07 18:27:37;43.40
2025-05-07 18:27:36;51.90
2025-05-07 18:27:35;60.40
2025-05-07 18:27:34;68.90
2025-05-07 18:27:33;77.40
2025-05-07 18:27:32;85.90
2025-05-07 18:27:31;94.40
2025-05-07 18:27:30;97.08
2025-05-07 18:27:29;88.58
2025-05-07 18:27:28;80.08
2025-05-07 18:27:27;71.58
2025-05-07 18:27:26;63.08
2025-05-07 18:27:25;54.58
2025-05-07 18:27:24;46.08
2025-05-07 18:27:23;37.58
2025-05-07 18:27:22;29.08
2025-05-07 18:27:21;20.58
2025-05-07 18:27:20;12.08
2025-05-07 18:27:19;3.58
2025-05-07 18:27:18;4.92
2025-05-07 18:27:17;13.42
2025-05-07 18:27:16;21.92
2025-05-07 18:27:15;30.42
2025-05-07 18:27:14;38.92
2025-05-07 18:27:13;47.42
2025-05-07 18:27:12;55.92
2025-05-07 18:27:11;64.42
2025-05-07 18:27:10;72.92
2025-05-07 18:27:09;81.42
2025-05-07 18:27:08;89.92
2025-05-07 18:27:07;98.42
2025-05-07 18:27:06;93.06
2025-05-07 18:27:05;84.56
2025-05-07 18:27:04;76.06
2025-05-07 18:27:03;67.56
2025-05-07 18:27:02;59.06
2025-05-07 18:27:01;50.56
2025-05-07 18:27:00;42.06
2025-05-07 18:26:59;33.56
2025-05-07 18:26:58;25.06
2025-05-07 18:26:57;16.56
2025-05-07 18:26:56;8.06
2025-05-07 18:26:55;0.44
2025-05-07 18:26:54;8.94
2025-05-07 18:26:53;17.44
2025-05-07 18:26:52;25.94
2025-05-07 18:26:51;34.44
2025-05-07 18:26:50;42.94
2025-05-07 18:26:49;51.44
2025-05-07 18:26:48;59.94
2025-05-07 18:26:47;68.44
2025-05-07 18:26:46;76.94
2025-05-07 18:26:45;85.44
2025-05-07 18:26:44;93.94
2025-05-07 18:26:43;97.54
2025-05-07 18:26:42;89.04
2025-05-07 18:26:41;80.54
2025-05-07 18:26:40;72.04
2025-05-07 18:26:39;63.54
2025-05-07 18:26:38;55.04
2025-05-07 18:26:37;46.54
2025-05-07 18:26:36;38.04
2025-05-07 18:26:35;29.54
2025-05-07 18:26:34;21.04
2025-05-07 18:26:33;12.54
2025-05-07 18:26:32;4.04
2025-05-07 18:26:31;4.46
2025-05-07 18:26:30;12.96
2025-05-07 18:26:29;21.46
2025-05-07 18:26:28;29.96
2025-05-07 18:26:27;38.46
2025-05-07 18:26:26;46.96
2025-05-07 18:26:25;55.46
2025-05-07 18:26:24;63.96
2025-05-07 18:26:23;72.46
2025-05-07 18:26:22;80.96
2025-05-07 18:26:21;89.46
2025-05-07 18:26:20;97.96
2025-05-07 18:26:19;93.52
2025-05-07 18:26:18;85.02
2025-05-07 18:26:17;76.52
2025-05-07 18:26:16;68.02
2025-05-07 18:26:15;59.52
2025-05-07 18:26:14;51.02
2025-05-07 18:26:13;42.52
2025-05-07 18:26:12;34.02
2025-05-07 18:26:11;25.52
2025-05-07 18:26:10;17.02
2025-05-07 18:26:09;8.52
2025-05-07 18:26:08;0.02
2025-05-07 18:26:07;8.48
2025-05-07 18:26:06;16.98
2025-05-07 18:26:05;25.48
2025-05-07 18:26:04;33.98
2025-05-07 18:26:03;42.48
2025-05-07 18:26:02;50.98
2025-05-07 18:26:01;59.48
2025-05-07 18:26:00;67.98
2025-05-07 18:25:59;76.48
2025-05-07 18:25:58;84.98
2025-05-07 18:25:57;93.48
2025-05-07 18:25:56;98.00
2025-05-07 18:25:55;89.50
2025-05-07 18:25:54;81.00
2025-05-07 18:25:53;72.50
2025-05-07 18:25:52;64.00
2025-05-07 18:25:51;55.50
2025-05-07 18:25:50;47.00
2025-05-07 18:25:49;38.50
2025-05-07 18:25:48;30.00
2025-05-07 18:25:47;21.50
2025-05-07 18:25:46;13.00
2025-05-07 18:25:45;4.50
2025-05-07 18:25:44;4.00
2025-05-07 18:25:43;12.50
2025-05-07 18:25:42;21.00
2025-05-07 18:25:41;29.50
2025-05-07 18:25:40;38.00
2025-05-07 18:25:39;46.50
2025-05-07 18:25:38;55.00
2025-05-07 18:25:37;63.50
2025-05-07 18:25:36;72.00
2025-05-07 18:25:35;80.50
2025-05-07 18:25:34;89.00
2025-05-07 18:25:33;97.50
2025-05-07 18:25:32;93.98
2025-05-07 18:25:31;85.48
2025-05-07 18:25:30;76.98
2025-05-07 18:25:29;68.48
2025-05-07 18:25:28;59.98
2025-05-07 18:25:27;51.48
2025-05-07 18:25:26;42.98
2025-05-07 18:25:25;34.48
2025-05-07 18:25:24;25.98
2025-05-07 18:25:23;17.48
2025-05-07 18:25:22;8.98
2025-05-07 18:25:21;0.48
2025-05-07 18:25:20;8.02
2025-05-07 18:25:19;16.52
2025-05-07 18:25:18;25.02
2025-05-07 18:25:17;33.52
2025-05-07 18:25:16;42.02
2025-05-07 18:25:15;50.52
2025-05-07 18:25:14;59.02
2025-05-07 18:25:13;67.52
2025-05-07 18:25:12;76.02
2025-05-07 18:25:11;84.52
2025-05-07 18:25:10;93.02
2025-05-07 18:25:09;98.46
2025-05-07 18:25:08;89.96
2025-05-07 18:25:07;81.46
2025-05-07 18:25:06;72.96
2025-05-07 18:25:05;64.46
2025-05-07 18:25:04;55.96
2025-05-07 18:25:03;47.46
2025-05-07 18:25:02;38.96
2025-05-07 18:25:01;30.46
2025-05-07 18:25:00;21.96
2025-05-07 18:24:59;13.46
2025-05-07 18:24:58;4.96
2025-05-07 18:24:57;3.54
2025-05-07 18:24:56;12.04
2025-05-07 18:24:55;20.54
2025-05-07 18:24:54;29.04
2025-05-07 18:24:53;37.54
2025-05-07 18:24:52;46.04
2025-05-07 18:24:51;54.54
2025-05-07 18:24:50;63.04
2025-05-07 18:24:49;71.54
2025-05-07 18:24:48;80.04
2025-05-07 18:24:47;88.54
2025-05-07 18:24:46;97.04
2025-05-07 18:24:45;94.44
2025-05-07 18:24:44;85.94
2025-05-07 18:24:43;77.44
2025-05-07 18:24:42;68.94
2025-05-07 18:24:41;60.44
2025-05-07 18:24:40;51.94
2025-05-07 18:24:39;43.44
2025-05-07 18:24:38;34.94
2025-05-07 18:24:37;26.44
2025-05-07 18:24:36;17.94
2025-05-07 18:24:35;9.44
2025-05-07 18:24:34;0.94
2025-05-07 18:24:33;7.56
2025-05-07 18:24:32;16.06
2025-05-07 18:24:31;24.56
2025-05-07 18:24:30;33.06
2025-05-07 18:24:29;41.56
2025-05-07 18:24:28;50.06
2025-05-07 18:24:27;58.56
2025-05-07 18:24:26;67.06
2025-05-07 18:24:25;75.56
2025-05-07 18:24:24;84.06
2025-05-07 18:24:23;92.56
2025-05-07 18:24:22;98.92
2025-05-07 18:24:21;90.42
2025-05-07 18:24:20;81.92
2025-05-07 18:24:19;73.42
2025-05-07 18:24:18;64.92
2025-05-07 18:24:17;56.42
2025-05-07 18:24:16;47.92
2025-05-07 18:24:15;39.42
2025-05-07 18:24:14;30.92
2025-05-07 18:24:13;22.42
2025-05-07 18:24:12;13.92
2025-05-07 18:24:11;5.42
2025-05-07 18:24:10;3.08
2025-05-07 18:24:09;11.58
2025-05-07 18:24:08;20.08
2025-05-07 18:24:07;28.58
2025-05-07 18:24:06;37.08
2025-05-07 18:24:05;45.58
2025-05-07 18:24:04;54.08
2025-05-07 18:24:03;62.58
2025-05-07 18:24:02;71.08
2025-05-07 18:24:01;79.58
2025-05-07 18:24:00;88.08
2025-05-07 18:23:59;96.58
2025-05-07 18:23:58;94.90
2025-05-07 18:23:57;86.40
2025-05-07 18:23:56;77.90
2025-05-07 18:23:55;69.40
2025-05-07 18:23:54;60.90
2025-05-07 18:23:53;52.40
2025-05-07 18:23:52;43.90
2025-05-07 18:23:51;35.40
2025-05-07 18:23:50;26.90
2025-05-07 18:23:49;18.40
2025-05-07 18:23:48;9.90
2025-05-07 18:23:47;1.40
2025-05-07 18:23:46;7.10
2025-05-07 18:23:45;15.60
2025-05-07 18:23:44;24.10
2025-05-07 18:23:43;32.60
2025-05-07 18:23:42;41.10
2025-05-07 18:23:41;49.60
2025-05-07 18:23:40;58.10
2025-05-07 18:23:39;66.60
2025-05-07 18:23:38;75.10
2025-05-07 18:23:37;83.60
2025-05-07 18:23:36;92.10
2025-05-07 18:23:35;99.38
2025-05-07 18:23:34;90.88
2025-05-07 18:23:33;82.38
2025-05-07 18:23:32;73.88
2025-05-07 18:23:31;65.38
2025-05-07 18:23:30;56.88
2025-05-07 18:23:29;48.38
2025-05-07 18:23:28;39.88
2025-05-07 18:23:27;31.38
2025-05-07 18:23:26;22.88
2025-05-07 18:23:25;14.38
2025-05-07 18:23:24;5.88
2025-05-07 18:23:23;2.62
2025-05-07 18:23:22;11.12
2025-05-07 18:23:21;19.62
2025-05-07 18:23:20;28.12
2025-05-07 18:23:19;36.62
2025-05-07 18:23:18;45.12
2025-05-07 18:23:17;53.62
2025-05-07 18:23:16;62.12
2025-05-07 18:23:15;70.62
2025-05-07 18:23:14;79.12
2025-05-07 18:23:13;87.62
2025-05-07 18:23:12;96.12
2025-05-07 18:23:11;95.36
2025-05-07 18:23:10;86.86
2025-05-07 18:23:09;78.36
2025-05-07 18:23:08;69.86
2025-05-07 18:23:07;61.36
2025-05-07 18:23:06;52.86
2025-05-07 18:23:05;44.36
2025-05-07 18:23:04;35.86
2025-05-07 18:23:03;27.36
2025-05-07 18:23:02;18.86
2025-05-07 18:23:01;10.36
2025-05-07 18:23:00;1.86
2025-05-07 18:22:59;6.64
2025-05-07 18:22:58;15.14
2025-05-07 18:22:57;23.64
2025-05-07 18:22:56;32.14
2025-05-07 18:22:55;40.64
2025-05-07 18:22:54;49.14
2025-05-07 18:22:53;57.64
2025-05-07 18:22:52;66.14
2025-05-07 18:22:51;74.64
2025-05-07 18:22:50;83.14
2025-05-07 18:22:49;91.64
2025-05-07 18:22:48;99.84
2025-05-07 18:22:47;91.34
