Fecha y Hora;TC-2042 - Control temperatura vapor de arranque
2025-05-07 18:30:55;44.35
2025-05-07 18:30:54;35.85
2025-05-07 18:30:53;27.35
2025-05-07 18:30:52;18.85
2025-05-07 18:30:51;10.35
2025-05-07 18:30:50;1.85
2025-05-07 18:30:49;6.65
2025-05-07 18:30:48;15.15
2025-05-07 18:30:47;23.65
2025-05-07 18:30:46;32.15
2025-05-07 18:30:45;40.65
2025-05-07 18:30:44;49.15
2025-05-07 18:30:43;57.65
2025-05-07 18:30:42;66.15
2025-05-07 18:30:41;74.65
2025-05-07 18:30:40;83.15
2025-05-07 18:30:39;91.65
2025-05-07 18:30:38;99.83
2025-05-07 18:30:37;91.33
2025-05-07 18:30:36;82.83
2025-05-07 18:30:35;74.33
2025-05-07 18:30:34;65.83
2025-05-07 18:30:33;57.33
2025-05-07 18:30:32;48.83
2025-05-07 18:30:31;40.33
2025-05-07 18:30:30;31.83
2025-05-07 18:30:29;23.33
2025-05-07 18:30:28;14.83
2025-05-07 18:30:27;6.33
2025-05-07 18:30:26;2.17
2025-05-07 18:30:25;10.67
2025-05-07 18:30:24;19.17
2025-05-07 18:30:23;27.67
2025-05-07 18:30:22;36.17
2025-05-07 18:30:21;44.67
2025-05-07 18:30:20;53.17
2025-05-07 18:30:19;61.67
2025-05-07 18:30:18;70.17
2025-05-07 18:30:17;78.67
2025-05-07 18:30:16;87.17
2025-05-07 18:30:15;95.67
2025-05-07 18:30:14;95.81
2025-05-07 18:30:13;87.31
2025-05-07 18:30:12;78.81
2025-05-07 18:30:11;70.31
2025-05-07 18:30:10;61.81
2025-05-07 18:30:09;53.31
2025-05-07 18:30:08;44.81
2025-05-07 18:30:07;36.31
2025-05-07 18:30:06;27.81
2025-05-07 18:30:05;19.31
2025-05-07 18:30:04;10.81
2025-05-07 18:30:03;2.31
2025-05-07 18:30:02;6.19
2025-05-07 18:30:01;14.69
2025-05-07 18:30:00;23.19
2025-05-07 18:29:59;31.69
2025-05-07 18:29:58;40.19
2025-05-07 18:29:57;48.69
2025-05-07 18:29:56;57.19
2025-05-07 18:29:55;65.69
2025-05-07 18:29:54;74.19
2025-05-07 18:29:53;82.69
2025-05-07 18:29:52;91.19
2025-05-07 18:29:51;99.69
2025-05-07 18:29:50;91.79
2025-05-07 18:29:49;83.29
2025-05-07 18:29:48;74.79
2025-05-07 18:29:47;66.29
2025-05-07 18:29:46;57.79
2025-05-07 18:29:45;49.29
2025-05-07 18:29:44;40.79
2025-05-07 18:29:43;32.29
2025-05-07 18:29:42;23.79
2025-05-07 18:29:41;15.29
2025-05-07 18:29:40;6.79
2025-05-07 18:29:39;1.71
2025-05-07 18:29:38;10.21
2025-05-07 18:29:37;18.71
2025-05-07 18:29:36;27.21
2025-05-07 18:29:35;35.71
2025-05-07 18:29:34;44.21
2025-05-07 18:29:33;52.71
2025-05-07 18:29:32;61.21
2025-05-07 18:29:31;69.71
2025-05-07 18:29:30;78.21
2025-05-07 18:29:29;86.71
2025-05-07 18:29:28;95.21
2025-05-07 18:29:27;96.27
2025-05-07 18:29:26;87.77
2025-05-07 18:29:25;79.27
2025-05-07 18:29:24;70.77
2025-05-07 18:29:23;62.27
2025-05-07 18:29:22;53.77
2025-05-07 18:29:21;45.27
2025-05-07 18:29:20;36.77
2025-05-07 18:29:19;28.27
2025-05-07 18:29:18;19.77
2025-05-07 18:29:17;11.27
2025-05-07 18:29:16;2.77
2025-05-07 18:29:15;5.73
2025-05-07 18:29:14;14.23
2025-05-07 18:29:13;22.73
2025-05-07 18:29:12;31.23
2025-05-07 18:29:11;39.73
2025-05-07 18:29:10;48.23
2025-05-07 18:29:09;56.73
2025-05-07 18:29:08;65.23
2025-05-07 18:29:07;73.73
2025-05-07 18:29:06;82.23
2025-05-07 18:29:05;90.73
2025-05-07 18:29:04;99.23
2025-05-07 18:29:03;92.25
2025-05-07 18:29:02;83.75
2025-05-07 18:29:01;75.25
2025-05-07 18:29:00;66.75
2025-05-07 18:28:59;58.25
2025-05-07 18:28:58;49.75
2025-05-07 18:28:57;41.25
2025-05-07 18:28:56;32.75
2025-05-07 18:28:55;24.25
2025-05-07 18:28:54;15.75
2025-05-07 18:28:53;7.25
2025-05-07 18:28:52;1.25
2025-05-07 18:28:51;9.75
2025-05-07 18:28:50;18.25
2025-05-07 18:28:49;26.75
2025-05-07 18:28:48;35.25
2025-05-07 18:28:47;43.75
2025-05-07 18:28:46;52.25
2025-05-07 18:28:45;60.75
2025-05-07 18:28:44;69.25
2025-05-07 18:28:43;77.75
2025-05-07 18:28:42;86.25
2025-05-07 18:28:41;94.75
2025-05-07 18:28:40;96.73
2025-05-07 18:28:39;88.23
2025-05-07 18:28:38;79.73
2025-05-07 18:28:37;71.23
2025-05-07 18:28:36;62.73
2025-05-07 18:28:35;54.23
2025-05-07 18:28:34;45.73
2025-05-07 18:28:33;37.23
2025-05-07 18:28:32;28.73
2025-05-07 18:28:31;20.23
2025-05-07 18:28:30;11.73
2025-05-07 18:28:29;3.23
2025-05-07 18:28:28;5.27
2025-05-07 18:28:27;13.77
2025-05-07 18:28:26;22.27
2025-05-07 18:28:25;30.77
2025-05-07 18:28:24;39.27
2025-05-07 18:28:23;47.77
2025-05-07 18:28:22;56.27
2025-05-07 18:28:21;64.77
2025-05-07 18:28:20;73.27
2025-05-07 18:28:19;81.77
2025-05-07 18:28:18;90.27
2025-05-07 18:28:17;98.77
2025-05-07 18:28:16;92.71
2025-05-07 18:28:15;84.21
2025-05-07 18:28:14;75.71
2025-05-07 18:28:13;67.21
2025-05-07 18:28:12;58.71
2025-05-07 18:28:11;50.21
2025-05-07 18:28:10;41.71
2025-05-07 18:28:09;33.21
2025-05-07 18:28:08;24.71
2025-05-07 18:28:07;16.21
2025-05-07 18:28:06;7.71
2025-05-07 18:28:05;0.79
2025-05-07 18:28:04;9.29
2025-05-07 18:28:03;17.79
2025-05-07 18:28:02;26.29
2025-05-07 18:28:01;34.79
2025-05-07 18:28:00;43.29
2025-05-07 18:27:59;51.79
2025-05-07 18:27:58;60.29
2025-05-07 18:27:57;68.79
2025-05-07 18:27:56;77.29
2025-05-07 18:27:55;85.79
2025-05-07 18:27:54;94.29
2025-05-07 18:27:53;97.19
2025-05-07 18:27:52;88.69
2025-05-07 18:27:51;80.19
2025-05-07 18:27:50;71.69
2025-05-07 18:27:49;63.19
2025-05-07 18:27:48;54.69
2025-05-07 18:27:47;46.19
2025-05-07 18:27:46;37.69
2025-05-07 18:27:45;29.19
2025-05-07 18:27:44;20.69
2025-05-07 18:27:43;12.19
2025-05-07 18:27:42;3.69
2025-05-07 18:27:41;4.81
2025-05-07 18:27:40;13.31
2025-05-07 18:27:39;21.81
2025-05-07 18:27:38;30.31
2025-05-07 18:27:37;38.81
2025-05-07 18:27:36;47.31
2025-05-07 18:27:35;55.81
2025-05-07 18:27:34;64.31
2025-05-07 18:27:33;72.81
2025-05-07 18:27:32;81.31
2025-05-07 18:27:31;89.81
2025-05-07 18:27:30;98.31
2025-05-07 18:27:29;93.17
2025-05-07 18:27:28;84.67
2025-05-07 18:27:27;76.17
2025-05-07 18:27:26;67.67
2025-05-07 18:27:25;59.17
2025-05-07 18:27:24;50.67
2025-05-07 18:27:23;42.17
2025-05-07 18:27:22;33.67
2025-05-07 18:27:21;25.17
2025-05-07 18:27:20;16.67
2025-05-07 18:27:19;8.17
2025-05-07 18:27:18;0.33
2025-05-07 18:27:17;8.83
2025-05-07 18:27:16;17.33
2025-05-07 18:27:15;25.83
2025-05-07 18:27:14;34.33
2025-05-07 18:27:13;42.83
2025-05-07 18:27:12;51.33
2025-05-07 18:27:11;59.83
2025-05-07 18:27:10;68.33
2025-05-07 18:27:09;76.83
2025-05-07 18:27:08;85.33
2025-05-07 18:27:07;93.83
2025-05-07 18:27:06;97.65
2025-05-07 18:27:05;89.15
2025-05-07 18:27:04;80.65
2025-05-07 18:27:03;72.15
2025-05-07 18:27:02;63.65
2025-05-07 18:27:01;55.15
2025-05-07 18:27:00;46.65
2025-05-07 18:26:59;38.15
2025-05-07 18:26:58;29.65
2025-05-07 18:26:57;21.15
2025-05-07 18:26:56;12.65
2025-05-07 18:26:55;4.15
2025-05-07 18:26:54;4.35
2025-05-07 18:26:53;12.85
2025-05-07 18:26:52;21.35
2025-05-07 18:26:51;29.85
2025-05-07 18:26:50;38.35
2025-05-07 18:26:49;46.85
2025-05-07 18:26:48;55.35
2025-05-07 18:26:47;63.85
2025-05-07 18:26:46;72.35
2025-05-07 18:26:45;80.85
2025-05-07 18:26:44;89.35
2025-05-07 18:26:43;97.85
2025-05-07 18:26:42;93.63
2025-05-07 18:26:41;85.13
2025-05-07 18:26:40;76.63
2025-05-07 18:26:39;68.13
2025-05-07 18:26:38;59.63
2025-05-07 18:26:37;51.13
2025-05-07 18:26:36;42.63
2025-05-07 18:26:35;34.13
2025-05-07 18:26:34;25.63
2025-05-07 18:26:33;17.13
2025-05-07 18:26:32;8.63
2025-05-07 18:26:31;0.13
2025-05-07 18:26:30;8.37
2025-05-07 18:26:29;16.87
2025-05-07 18:26:28;25.37
2025-05-07 18:26:27;33.87
2025-05-07 18:26:26;42.37
2025-05-07 18:26:25;50.87
2025-05-07 18:26:24;59.37
2025-05-07 18:26:23;67.87
2025-05-07 18:26:22;76.37
2025-05-07 18:26:21;84.87
2025-05-07 18:26:20;93.37
2025-05-07 18:26:19;98.11
2025-05-07 18:26:18;89.61
2025-05-07 18:26:17;81.11
2025-05-07 18:26:16;72.61
2025-05-07 18:26:15;64.11
2025-05-07 18:26:14;55.61
2025-05-07 18:26:13;47.11
2025-05-07 18:26:12;38.61
2025-05-07 18:26:11;30.11
2025-05-07 18:26:10;21.61
2025-05-07 18:26:09;13.11
2025-05-07 18:26:08;4.61
2025-05-07 18:26:07;3.89
2025-05-07 18:26:06;12.39
2025-05-07 18:26:05;20.89
2025-05-07 18:26:04;29.39
2025-05-07 18:26:03;37.89
2025-05-07 18:26:02;46.39
2025-05-07 18:26:01;54.89
2025-05-07 18:26:00;63.39
2025-05-07 18:25:59;71.89
2025-05-07 18:25:58;80.39
2025-05-07 18:25:57;88.89
2025-05-07 18:25:56;97.39
2025-05-07 18:25:55;94.09
2025-05-07 18:25:54;85.59
2025-05-07 18:25:53;77.09
2025-05-07 18:25:52;68.59
2025-05-07 18:25:51;60.09
2025-05-07 18:25:50;51.59
2025-05-07 18:25:49;43.09
2025-05-07 18:25:48;34.59
2025-05-07 18:25:47;26.09
2025-05-07 18:25:46;17.59
2025-05-07 18:25:45;9.09
2025-05-07 18:25:44;0.59
2025-05-07 18:25:43;7.91
2025-05-07 18:25:42;16.41
2025-05-07 18:25:41;24.91
2025-05-07 18:25:40;33.41
2025-05-07 18:25:39;41.91
2025-05-07 18:25:38;50.41
2025-05-07 18:25:37;58.91
2025-05-07 18:25:36;67.41
2025-05-07 18:25:35;75.91
2025-05-07 18:25:34;84.41
2025-05-07 18:25:33;92.91
2025-05-07 18:25:32;98.57
2025-05-07 18:25:31;90.07
2025-05-07 18:25:30;81.57
2025-05-07 18:25:29;73.07
2025-05-07 18:25:28;64.57
2025-05-07 18:25:27;56.07
2025-05-07 18:25:26;47.57
2025-05-07 18:25:25;39.07
2025-05-07 18:25:24;30.57
2025-05-07 18:25:23;22.07
2025-05-07 18:25:22;13.57
2025-05-07 18:25:21;5.07
2025-05-07 18:25:20;3.43
2025-05-07 18:25:19;11.93
2025-05-07 18:25:18;20.43
2025-05-07 18:25:17;28.93
2025-05-07 18:25:16;37.43
2025-05-07 18:25:15;45.93
2025-05-07 18:25:14;54.43
2025-05-07 18:25:13;62.93
2025-05-07 18:25:12;71.43
2025-05-07 18:25:11;79.93
2025-05-07 18:25:10;88.43
2025-05-07 18:25:09;96.93
2025-05-07 18:25:08;94.55
2025-05-07 18:25:07;86.05
2025-05-07 18:25:06;77.55
2025-05-07 18:25:05;69.05
2025-05-07 18:25:04;60.55
2025-05-07 18:25:03;52.05
2025-05-07 18:25:02;43.55
2025-05-07 18:25:01;35.05
2025-05-07 18:25:00;26.55
2025-05-07 18:24:59;18.05
2025-05-07 18:24:58;9.55
2025-05-07 18:24:57;1.05
2025-05-07 18:24:56;7.45
2025-05-07 18:24:55;15.95
2025-05-07 18:24:54;24.45
2025-05-07 18:24:53;32.95
2025-05-07 18:24:52;41.45
2025-05-07 18:24:51;49.95
2025-05-07 18:24:50;58.45
2025-05-07 18:24:49;66.95
2025-05-07 18:24:48;75.45
2025-05-07 18:24:47;83.95
2025-05-07 18:24:46;92.45
2025-05-07 18:24:45;99.03
2025-05-07 18:24:44;90.53
2025-05-07 18:24:43;82.03
2025-05-07 18:24:42;73.53
2025-05-07 18:24:41;65.03
2025-05-07 18:24:40;56.53
2025-05-07 18:24:39;48.03
2025-05-07 18:24:38;39.53
2025-05-07 18:24:37;31.03
2025-05-07 18:24:36;22.53
2025-05-07 18:24:35;14.03
2025-05-07 18:24:34;5.53
2025-05-07 18:24:33;2.97
2025-05-07 18:24:32;11.47
2025-05-07 18:24:31;19.97
2025-05-07 18:24:30;28.47
2025-05-07 18:24:29;36.97
2025-05-07 18:24:28;45.47
2025-05-07 18:24:27;53.97
2025-05-07 18:24:26;62.47
2025-05-07 18:24:25;70.97
2025-05-07 18:24:24;79.47
2025-05-07 18:24:23;87.97
2025-05-07 18:24:22;96.47
2025-05-07 18:24:21;95.01
2025-05-07 18:24:20;86.51
2025-05-07 18:24:19;78.01
2025-05-07 18:24:18;69.51
2025-05-07 18:24:17;61.01
2025-05-07 18:24:16;52.51
2025-05-07 18:24:15;44.01
2025-05-07 18:24:14;35.51
2025-05-07 18:24:13;27.01
2025-05-07 18:24:12;18.51
2025-05-07 18:24:11;10.01
2025-05-07 18:24:10;1.51
2025-05-07 18:24:09;6.99
2025-05-07 18:24:08;15.49
2025-05-07 18:24:07;23.99
2025-05-07 18:24:06;32.49
2025-05-07 18:24:05;40.99
2025-05-07 18:24:04;49.49
2025-05-07 18:24:03;57.99
2025-05-07 18:24:02;66.49
2025-05-07 18:24:01;74.99
2025-05-07 18:24:00;83.49
2025-05-07 18:23:59;91.99
2025-05-07 18:23:58;99.49
2025-05-07 18:23:57;90.99
2025-05-07 18:23:56;82.49
2025-05-07 18:23:55;73.99
2025-05-07 18:23:54;65.49
2025-05-07 18:23:53;56.99
2025-05-07 18:23:52;48.49
2025-05-07 18:23:51;39.99
2025-05-07 18:23:50;31.49
2025-05-07 18:23:49;22.99
2025-05-07 18:23:48;14.49
2025-05-07 18:23:47;5.99
2025-05-07 18:23:46;2.51
2025-05-07 18:23:45;11.01
2025-05-07 18:23:44;19.51
2025-05-07 18:23:43;28.01
2025-05-07 18:23:42;36.51
2025-05-07 18:23:41;45.01
2025-05-07 18:23:40;53.51
2025-05-07 18:23:39;62.01
2025-05-07 18:23:38;70.51
2025-05-07 18:23:37;79.01
2025-05-07 18:23:36;87.51
2025-05-07 18:23:35;96.01
2025-05-07 18:23:34;95.47
2025-05-07 18:23:33;86.97
2025-05-07 18:23:32;78.47
2025-05-07 18:23:31;69.97
2025-05-07 18:23:30;61.47
2025-05-07 18:23:29;52.97
2025-05-07 18:23:28;44.47
2025-05-07 18:23:27;35.97
2025-05-07 18:23:26;27.47
2025-05-07 18:23:25;18.97
2025-05-07 18:23:24;10.47
2025-05-07 18:23:23;1.97
2025-05-07 18:23:22;6.53
2025-05-07 18:23:21;15.03
2025-05-07 18:23:20;23.53
2025-05-07 18:23:19;32.03
2025-05-07 18:23:18;40.53
2025-05-07 18:23:17;49.03
2025-05-07 18:23:16;57.53
2025-05-07 18:23:15;66.03
2025-05-07 18:23:14;74.53
2025-05-07 18:23:13;83.03
2025-05-07 18:23:12;91.53
2025-05-07 18:23:11;99.95
2025-05-07 18:23:10;91.45
2025-05-07 18:23:09;82.95
2025-05-07 18:23:08;74.45
2025-05-07 18:23:07;65.95
2025-05-07 18:23:06;57.45
2025-05-07 18:23:05;48.95
2025-05-07 18:23:04;40.45
2025-05-07 18:23:03;31.95
2025-05-07 18:23:02;23.45
2025-05-07 18:23:01;14.95
2025-05-07 18:23:00;6.45
2025-05-07 18:22:59;2.05
2025-05-07 18:22:58;10.55
2025-05-07 18:22:57;19.05
2025-05-07 18:22:56;27.55
2025-05-07 18:22:55;36.05
2025-05-07 18:22:54;44.55
2025-05-07 18:22:53;53.05
2025-05-07 18:22:52;61.55
2025-05-07 18:22:51;70.05
2025-05-07 18:22:50;78.55
2025-05-07 18:22:49;87.05
2025-05-07 18:22:48;95.55
2025-05-07 18:22:47;95.93
