Fecha y Hora;PIT-2012 - Presión mezclador M-201
2025-05-07 18:34:26;37.84
2025-05-07 18:34:25;29.34
2025-05-07 18:34:24;20.84
2025-05-07 18:34:23;12.34
2025-05-07 18:34:22;3.84
2025-05-07 18:34:21;4.66
2025-05-07 18:34:20;13.16
2025-05-07 18:34:19;21.66
2025-05-07 18:34:18;30.16
2025-05-07 18:34:17;38.66
2025-05-07 18:34:16;47.16
2025-05-07 18:34:15;55.66
2025-05-07 18:34:14;64.16
2025-05-07 18:34:13;72.66
2025-05-07 18:34:12;81.16
2025-05-07 18:34:11;89.66
2025-05-07 18:34:10;98.16
2025-05-07 18:34:09;93.32
2025-05-07 18:34:08;84.82
2025-05-07 18:34:07;76.32
2025-05-07 18:34:06;67.82
2025-05-07 18:34:05;59.32
2025-05-07 18:34:04;50.82
2025-05-07 18:34:03;42.32
2025-05-07 18:34:02;33.82
2025-05-07 18:34:01;25.32
2025-05-07 18:34:00;16.82
2025-05-07 18:33:59;8.32
2025-05-07 18:33:58;0.18
2025-05-07 18:33:57;8.68
2025-05-07 18:33:56;17.18
2025-05-07 18:33:55;25.68
2025-05-07 18:33:54;34.18
2025-05-07 18:33:53;42.68
2025-05-07 18:33:52;51.18
2025-05-07 18:33:51;59.68
2025-05-07 18:33:50;68.18
2025-05-07 18:33:49;76.68
2025-05-07 18:33:48;85.18
2025-05-07 18:33:47;93.68
2025-05-07 18:33:46;97.80
2025-05-07 18:33:45;89.30
2025-05-07 18:33:44;80.80
2025-05-07 18:33:43;72.30
2025-05-07 18:33:42;63.80
2025-05-07 18:33:41;55.30
2025-05-07 18:33:40;46.80
2025-05-07 18:33:39;38.30
2025-05-07 18:33:38;29.80
2025-05-07 18:33:37;21.30
2025-05-07 18:33:36;12.80
2025-05-07 18:33:35;4.30
2025-05-07 18:33:34;4.20
2025-05-07 18:33:33;12.70
2025-05-07 18:33:32;21.20
2025-05-07 18:33:31;29.70
2025-05-07 18:33:30;38.20
2025-05-07 18:33:29;46.70
2025-05-07 18:33:28;55.20
2025-05-07 18:33:27;63.70
2025-05-07 18:33:26;72.20
2025-05-07 18:33:25;80.70
2025-05-07 18:33:24;89.20
2025-05-07 18:33:23;97.70
2025-05-07 18:33:22;93.78
2025-05-07 18:33:21;85.28
2025-05-07 18:33:20;76.78
2025-05-07 18:33:19;68.28
2025-05-07 18:33:18;59.78
2025-05-07 18:33:17;51.28
2025-05-07 18:33:16;42.78
2025-05-07 18:33:15;34.28
2025-05-07 18:33:14;25.78
2025-05-07 18:33:13;17.28
2025-05-07 18:33:12;8.78
2025-05-07 18:33:11;0.28
2025-05-07 18:33:10;8.22
2025-05-07 18:33:09;16.72
2025-05-07 18:33:08;25.22
2025-05-07 18:33:07;33.72
2025-05-07 18:33:06;42.22
2025-05-07 18:33:05;50.72
2025-05-07 18:33:04;59.22
2025-05-07 18:33:03;67.72
2025-05-07 18:33:02;76.22
2025-05-07 18:33:01;84.72
2025-05-07 18:33:00;93.22
2025-05-07 18:32:59;98.26
2025-05-07 18:32:58;89.76
2025-05-07 18:32:57;81.26
2025-05-07 18:32:56;72.76
2025-05-07 18:32:55;64.26
2025-05-07 18:32:54;55.76
2025-05-07 18:32:53;47.26
2025-05-07 18:32:52;38.76
2025-05-07 18:32:51;30.26
2025-05-07 18:32:50;21.76
2025-05-07 18:32:49;13.26
2025-05-07 18:32:48;4.76
2025-05-07 18:32:47;3.74
2025-05-07 18:32:46;12.24
2025-05-07 18:32:45;20.74
2025-05-07 18:32:44;29.24
2025-05-07 18:32:43;37.74
2025-05-07 18:32:42;46.24
2025-05-07 18:32:41;54.74
2025-05-07 18:32:40;63.24
2025-05-07 18:32:39;71.74
2025-05-07 18:32:38;80.24
2025-05-07 18:32:37;88.74
2025-05-07 18:32:36;97.24
2025-05-07 18:32:35;94.24
2025-05-07 18:32:34;85.74
2025-05-07 18:32:33;77.24
2025-05-07 18:32:32;68.74
2025-05-07 18:32:31;60.24
2025-05-07 18:32:30;51.74
2025-05-07 18:32:29;43.24
2025-05-07 18:32:28;34.74
2025-05-07 18:32:27;26.24
2025-05-07 18:32:26;17.74
2025-05-07 18:32:25;9.24
2025-05-07 18:32:24;0.74
2025-05-07 18:32:23;7.76
2025-05-07 18:32:22;16.26
2025-05-07 18:32:21;24.76
2025-05-07 18:32:20;33.26
2025-05-07 18:32:19;41.76
2025-05-07 18:32:18;50.26
2025-05-07 18:32:17;58.76
2025-05-07 18:32:16;67.26
2025-05-07 18:32:15;75.76
2025-05-07 18:32:14;84.26
2025-05-07 18:32:13;92.76
2025-05-07 18:32:12;98.72
2025-05-07 18:32:11;90.22
2025-05-07 18:32:10;81.72
2025-05-07 18:32:09;73.22
2025-05-07 18:32:08;64.72
2025-05-07 18:32:07;56.22
2025-05-07 18:32:06;47.72
2025-05-07 18:32:05;39.22
2025-05-07 18:32:04;30.72
2025-05-07 18:32:03;22.22
2025-05-07 18:32:02;13.72
2025-05-07 18:32:01;5.22
2025-05-07 18:32:00;3.28
2025-05-07 18:31:59;11.78
2025-05-07 18:31:58;20.28
2025-05-07 18:31:57;28.78
2025-05-07 18:31:56;37.28
2025-05-07 18:31:55;45.78
2025-05-07 18:31:54;54.28
2025-05-07 18:31:53;62.78
2025-05-07 18:31:52;71.28
2025-05-07 18:31:51;79.78
2025-05-07 18:31:50;88.28
2025-05-07 18:31:49;96.78
2025-05-07 18:31:48;94.70
2025-05-07 18:31:47;86.20
2025-05-07 18:31:46;77.70
2025-05-07 18:31:45;69.20
2025-05-07 18:31:44;60.70
2025-05-07 18:31:43;52.20
2025-05-07 18:31:42;43.70
2025-05-07 18:31:41;35.20
2025-05-07 18:31:40;26.70
2025-05-07 18:31:39;18.20
2025-05-07 18:31:38;9.70
2025-05-07 18:31:37;1.20
2025-05-07 18:31:36;7.30
2025-05-07 18:31:35;15.80
2025-05-07 18:31:34;24.30
2025-05-07 18:31:33;32.80
2025-05-07 18:31:32;41.30
2025-05-07 18:31:31;49.80
2025-05-07 18:31:30;58.30
2025-05-07 18:31:29;66.80
2025-05-07 18:31:28;75.30
2025-05-07 18:31:27;83.80
2025-05-07 18:31:26;92.30
2025-05-07 18:31:25;99.18
2025-05-07 18:31:24;90.68
2025-05-07 18:31:23;82.18
2025-05-07 18:31:22;73.68
2025-05-07 18:31:21;65.18
2025-05-07 18:31:20;56.68
2025-05-07 18:31:19;48.18
2025-05-07 18:31:18;39.68
2025-05-07 18:31:17;31.18
2025-05-07 18:31:16;22.68
2025-05-07 18:31:15;14.18
2025-05-07 18:31:14;5.68
2025-05-07 18:31:13;2.82
2025-05-07 18:31:12;11.32
2025-05-07 18:31:11;19.82
2025-05-07 18:31:10;28.32
2025-05-07 18:31:09;36.82
2025-05-07 18:31:08;45.32
2025-05-07 18:31:07;53.82
2025-05-07 18:31:06;62.32
2025-05-07 18:31:05;70.82
2025-05-07 18:31:04;79.32
2025-05-07 18:31:03;87.82
2025-05-07 18:31:02;96.32
2025-05-07 18:31:01;95.16
2025-05-07 18:31:00;86.66
2025-05-07 18:30:59;78.16
2025-05-07 18:30:58;69.66
2025-05-07 18:30:57;61.16
2025-05-07 18:30:56;52.66
2025-05-07 18:30:55;44.16
2025-05-07 18:30:54;35.66
2025-05-07 18:30:53;27.16
2025-05-07 18:30:52;18.66
2025-05-07 18:30:51;10.16
2025-05-07 18:30:50;1.66
2025-05-07 18:30:49;6.84
2025-05-07 18:30:48;15.34
2025-05-07 18:30:47;23.84
2025-05-07 18:30:46;32.34
2025-05-07 18:30:45;40.84
2025-05-07 18:30:44;49.34
2025-05-07 18:30:43;57.84
2025-05-07 18:30:42;66.34
2025-05-07 18:30:41;74.84
2025-05-07 18:30:40;83.34
2025-05-07 18:30:39;91.84
2025-05-07 18:30:38;99.64
2025-05-07 18:30:37;91.14
2025-05-07 18:30:36;82.64
2025-05-07 18:30:35;74.14
2025-05-07 18:30:34;65.64
2025-05-07 18:30:33;57.14
2025-05-07 18:30:32;48.64
2025-05-07 18:30:31;40.14
2025-05-07 18:30:30;31.64
2025-05-07 18:30:29;23.14
2025-05-07 18:30:28;14.64
2025-05-07 18:30:27;6.14
2025-05-07 18:30:26;2.36
2025-05-07 18:30:25;10.86
2025-05-07 18:30:24;19.36
2025-05-07 18:30:23;27.86
2025-05-07 18:30:22;36.36
2025-05-07 18:30:21;44.86
2025-05-07 18:30:20;53.36
2025-05-07 18:30:19;61.86
2025-05-07 18:30:18;70.36
2025-05-07 18:30:17;78.86
2025-05-07 18:30:16;87.36
2025-05-07 18:30:15;95.86
2025-05-07 18:30:14;95.62
2025-05-07 18:30:13;87.12
2025-05-07 18:30:12;78.62
2025-05-07 18:30:11;70.12
2025-05-07 18:30:10;61.62
2025-05-07 18:30:09;53.12
2025-05-07 18:30:08;44.62
2025-05-07 18:30:07;36.12
2025-05-07 18:30:06;27.62
2025-05-07 18:30:05;19.12
2025-05-07 18:30:04;10.62
2025-05-07 18:30:03;2.12
2025-05-07 18:30:02;6.38
2025-05-07 18:30:01;14.88
2025-05-07 18:30:00;23.38
2025-05-07 18:29:59;31.88
2025-05-07 18:29:58;40.38
2025-05-07 18:29:57;48.88
2025-05-07 18:29:56;57.38
2025-05-07 18:29:55;65.88
2025-05-07 18:29:54;74.38
2025-05-07 18:29:53;82.88
2025-05-07 18:29:52;91.38
2025-05-07 18:29:51;99.88
2025-05-07 18:29:50;91.60
2025-05-07 18:29:49;83.10
2025-05-07 18:29:48;74.60
2025-05-07 18:29:47;66.10
2025-05-07 18:29:46;57.60
2025-05-07 18:29:45;49.10
2025-05-07 18:29:44;40.60
2025-05-07 18:29:43;32.10
2025-05-07 18:29:42;23.60
2025-05-07 18:29:41;15.10
2025-05-07 18:29:40;6.60
2025-05-07 18:29:39;1.90
2025-05-07 18:29:38;10.40
2025-05-07 18:29:37;18.90
2025-05-07 18:29:36;27.40
2025-05-07 18:29:35;35.90
2025-05-07 18:29:34;44.40
2025-05-07 18:29:33;52.90
2025-05-07 18:29:32;61.40
2025-05-07 18:29:31;69.90
2025-05-07 18:29:30;78.40
2025-05-07 18:29:29;86.90
2025-05-07 18:29:28;95.40
2025-05-07 18:29:27;96.08
2025-05-07 18:29:26;87.58
2025-05-07 18:29:25;79.08
2025-05-07 18:29:24;70.58
2025-05-07 18:29:23;62.08
2025-05-07 18:29:22;53.58
2025-05-07 18:29:21;45.08
2025-05-07 18:29:20;36.58
2025-05-07 18:29:19;28.08
2025-05-07 18:29:18;19.58
2025-05-07 18:29:17;11.08
2025-05-07 18:29:16;2.58
2025-05-07 18:29:15;5.92
2025-05-07 18:29:14;14.42
2025-05-07 18:29:13;22.92
2025-05-07 18:29:12;31.42
2025-05-07 18:29:11;39.92
2025-05-07 18:29:10;48.42
2025-05-07 18:29:09;56.92
2025-05-07 18:29:08;65.42
2025-05-07 18:29:07;73.92
2025-05-07 18:29:06;82.42
2025-05-07 18:29:05;90.92
2025-05-07 18:29:04;99.42
2025-05-07 18:29:03;92.06
2025-05-07 18:29:02;83.56
2025-05-07 18:29:01;75.06
2025-05-07 18:29:00;66.56
2025-05-07 18:28:59;58.06
2025-05-07 18:28:58;49.56
2025-05-07 18:28:57;41.06
2025-05-07 18:28:56;32.56
2025-05-07 18:28:55;24.06
2025-05-07 18:28:54;15.56
2025-05-07 18:28:53;7.06
2025-05-07 18:28:52;1.44
2025-05-07 18:28:51;9.94
2025-05-07 18:28:50;18.44
2025-05-07 18:28:49;26.94
2025-05-07 18:28:48;35.44
2025-05-07 18:28:47;43.94
2025-05-07 18:28:46;52.44
2025-05-07 18:28:45;60.94
2025-05-07 18:28:44;69.44
2025-05-07 18:28:43;77.94
2025-05-07 18:28:42;86.44
2025-05-07 18:28:41;94.94
2025-05-07 18:28:40;96.54
2025-05-07 18:28:39;88.04
2025-05-07 18:28:38;79.54
2025-05-07 18:28:37;71.04
2025-05-07 18:28:36;62.54
2025-05-07 18:28:35;54.04
2025-05-07 18:28:34;45.54
2025-05-07 18:28:33;37.04
2025-05-07 18:28:32;28.54
2025-05-07 18:28:31;20.04
2025-05-07 18:28:30;11.54
2025-05-07 18:28:29;3.04
2025-05-07 18:28:28;5.46
2025-05-07 18:28:27;13.96
2025-05-07 18:28:26;22.46
2025-05-07 18:28:25;30.96
2025-05-07 18:28:24;39.46
2025-05-07 18:28:23;47.96
2025-05-07 18:28:22;56.46
2025-05-07 18:28:21;64.96
2025-05-07 18:28:20;73.46
2025-05-07 18:28:19;81.96
2025-05-07 18:28:18;90.46
2025-05-07 18:28:17;98.96
2025-05-07 18:28:16;92.52
2025-05-07 18:28:15;84.02
2025-05-07 18:28:14;75.52
2025-05-07 18:28:13;67.02
2025-05-07 18:28:12;58.52
2025-05-07 18:28:11;50.02
2025-05-07 18:28:10;41.52
2025-05-07 18:28:09;33.02
2025-05-07 18:28:08;24.52
2025-05-07 18:28:07;16.02
2025-05-07 18:28:06;7.52
2025-05-07 18:28:05;0.98
2025-05-07 18:28:04;9.48
2025-05-07 18:28:03;17.98
2025-05-07 18:28:02;26.48
2025-05-07 18:28:01;34.98
2025-05-07 18:28:00;43.48
2025-05-07 18:27:59;51.98
2025-05-07 18:27:58;60.48
2025-05-07 18:27:57;68.98
2025-05-07 18:27:56;77.48
2025-05-07 18:27:55;85.98
2025-05-07 18:27:54;94.48
2025-05-07 18:27:53;97.00
2025-05-07 18:27:52;88.50
2025-05-07 18:27:51;80.00
2025-05-07 18:27:50;71.50
2025-05-07 18:27:49;63.00
2025-05-07 18:27:48;54.50
2025-05-07 18:27:47;46.00
2025-05-07 18:27:46;37.50
2025-05-07 18:27:45;29.00
2025-05-07 18:27:44;20.50
2025-05-07 18:27:43;12.00
2025-05-07 18:27:42;3.50
2025-05-07 18:27:41;5.00
2025-05-07 18:27:40;13.50
2025-05-07 18:27:39;22.00
2025-05-07 18:27:38;30.50
2025-05-07 18:27:37;39.00
2025-05-07 18:27:36;47.50
2025-05-07 18:27:35;56.00
2025-05-07 18:27:34;64.50
2025-05-07 18:27:33;73.00
2025-05-07 18:27:32;81.50
2025-05-07 18:27:31;90.00
2025-05-07 18:27:30;98.50
2025-05-07 18:27:29;92.98
2025-05-07 18:27:28;84.48
2025-05-07 18:27:27;75.98
2025-05-07 18:27:26;67.48
2025-05-07 18:27:25;58.98
2025-05-07 18:27:24;50.48
2025-05-07 18:27:23;41.98
2025-05-07 18:27:22;33.48
2025-05-07 18:27:21;24.98
2025-05-07 18:27:20;16.48
2025-05-07 18:27:19;7.98
2025-05-07 18:27:18;0.52
2025-05-07 18:27:17;9.02
2025-05-07 18:27:16;17.52
2025-05-07 18:27:15;26.02
2025-05-07 18:27:14;34.52
2025-05-07 18:27:13;43.02
2025-05-07 18:27:12;51.52
2025-05-07 18:27:11;60.02
2025-05-07 18:27:10;68.52
2025-05-07 18:27:09;77.02
2025-05-07 18:27:08;85.52
2025-05-07 18:27:07;94.02
2025-05-07 18:27:06;97.46
2025-05-07 18:27:05;88.96
2025-05-07 18:27:04;80.46
2025-05-07 18:27:03;71.96
2025-05-07 18:27:02;63.46
2025-05-07 18:27:01;54.96
2025-05-07 18:27:00;46.46
2025-05-07 18:26:59;37.96
2025-05-07 18:26:58;29.46
2025-05-07 18:26:57;20.96
2025-05-07 18:26:56;12.46
2025-05-07 18:26:55;3.96
2025-05-07 18:26:54;4.54
2025-05-07 18:26:53;13.04
2025-05-07 18:26:52;21.54
2025-05-07 18:26:51;30.04
2025-05-07 18:26:50;38.54
2025-05-07 18:26:49;47.04
2025-05-07 18:26:48;55.54
2025-05-07 18:26:47;64.04
2025-05-07 18:26:46;72.54
2025-05-07 18:26:45;81.04
2025-05-07 18:26:44;89.54
2025-05-07 18:26:43;98.04
2025-05-07 18:26:42;93.44
2025-05-07 18:26:41;84.94
2025-05-07 18:26:40;76.44
2025-05-07 18:26:39;67.94
2025-05-07 18:26:38;59.44
2025-05-07 18:26:37;50.94
2025-05-07 18:26:36;42.44
2025-05-07 18:26:35;33.94
2025-05-07 18:26:34;25.44
2025-05-07 18:26:33;16.94
2025-05-07 18:26:32;8.44
2025-05-07 18:26:31;0.06
2025-05-07 18:26:30;8.56
2025-05-07 18:26:29;17.06
2025-05-07 18:26:28;25.56
2025-05-07 18:26:27;34.06
2025-05-07 18:26:26;42.56
2025-05-07 18:26:25;51.06
2025-05-07 18:26:24;59.56
2025-05-07 18:26:23;68.06
2025-05-07 18:26:22;76.56
2025-05-07 18:26:21;85.06
2025-05-07 18:26:20;93.56
2025-05-07 18:26:19;97.92
2025-05-07 18:26:18;89.42
2025-05-07 18:26:17;80.92
2025-05-07 18:26:16;72.42
2025-05-07 18:26:15;63.92
2025-05-07 18:26:14;55.42
2025-05-07 18:26:13;46.92
2025-05-07 18:26:12;38.42
2025-05-07 18:26:11;29.92
2025-05-07 18:26:10;21.42
2025-05-07 18:26:09;12.92
2025-05-07 18:26:08;4.42
2025-05-07 18:26:07;4.08
2025-05-07 18:26:06;12.58
2025-05-07 18:26:05;21.08
2025-05-07 18:26:04;29.58
2025-05-07 18:26:03;38.08
2025-05-07 18:26:02;46.58
2025-05-07 18:26:01;55.08
2025-05-07 18:26:00;63.58
2025-05-07 18:25:59;72.08
2025-05-07 18:25:58;80.58
2025-05-07 18:25:57;89.08
2025-05-07 18:25:56;97.58
2025-05-07 18:25:55;93.90
2025-05-07 18:25:54;85.40
2025-05-07 18:25:53;76.90
2025-05-07 18:25:52;68.40
2025-05-07 18:25:51;59.90
2025-05-07 18:25:50;51.40
2025-05-07 18:25:49;42.90
2025-05-07 18:25:48;34.40
2025-05-07 18:25:47;25.90
2025-05-07 18:25:46;17.40
2025-05-07 18:25:45;8.90
2025-05-07 18:25:44;0.40
2025-05-07 18:25:43;8.10
2025-05-07 18:25:42;16.60
2025-05-07 18:25:41;25.10
2025-05-07 18:25:40;33.60
2025-05-07 18:25:39;42.10
2025-05-07 18:25:38;50.60
2025-05-07 18:25:37;59.10
2025-05-07 18:25:36;67.60
2025-05-07 18:25:35;76.10
2025-05-07 18:25:34;84.60
2025-05-07 18:25:33;93.10
2025-05-07 18:25:32;98.38
2025-05-07 18:25:31;89.88
2025-05-07 18:25:30;81.38
2025-05-07 18:25:29;72.88
2025-05-07 18:25:28;64.38
2025-05-07 18:25:27;55.88
2025-05-07 18:25:26;47.38
2025-05-07 18:25:25;38.88
2025-05-07 18:25:24;30.38
2025-05-07 18:25:23;21.88
2025-05-07 18:25:22;13.38
2025-05-07 18:25:21;4.88
2025-05-07 18:25:20;3.62
2025-05-07 18:25:19;12.12
2025-05-07 18:25:18;20.62
2025-05-07 18:25:17;29.12
2025-05-07 18:25:16;37.62
2025-05-07 18:25:15;46.12
2025-05-07 18:25:14;54.62
2025-05-07 18:25:13;63.12
2025-05-07 18:25:12;71.62
2025-05-07 18:25:11;80.12
2025-05-07 18:25:10;88.62
2025-05-07 18:25:09;97.12
2025-05-07 18:25:08;94.36
2025-05-07 18:25:07;85.86
2025-05-07 18:25:06;77.36
2025-05-07 18:25:05;68.86
2025-05-07 18:25:04;60.36
2025-05-07 18:25:03;51.86
2025-05-07 18:25:02;43.36
2025-05-07 18:25:01;34.86
2025-05-07 18:25:00;26.36
2025-05-07 18:24:59;17.86
2025-05-07 18:24:58;9.36
2025-05-07 18:24:57;0.86
2025-05-07 18:24:56;7.64
2025-05-07 18:24:55;16.14
2025-05-07 18:24:54;24.64
2025-05-07 18:24:53;33.14
2025-05-07 18:24:52;41.64
2025-05-07 18:24:51;50.14
2025-05-07 18:24:50;58.64
2025-05-07 18:24:49;67.14
2025-05-07 18:24:48;75.64
2025-05-07 18:24:47;84.14
2025-05-07 18:24:46;92.64
2025-05-07 18:24:45;98.84
2025-05-07 18:24:44;90.34
2025-05-07 18:24:43;81.84
2025-05-07 18:24:42;73.34
2025-05-07 18:24:41;64.84
2025-05-07 18:24:40;56.34
2025-05-07 18:24:39;47.84
2025-05-07 18:24:38;39.34
2025-05-07 18:24:37;30.84
2025-05-07 18:24:36;22.34
2025-05-07 18:24:35;13.84
2025-05-07 18:24:34;5.34
2025-05-07 18:24:33;3.16
2025-05-07 18:24:32;11.66
2025-05-07 18:24:31;20.16
2025-05-07 18:24:30;28.66
2025-05-07 18:24:29;37.16
2025-05-07 18:24:28;45.66
2025-05-07 18:24:27;54.16
2025-05-07 18:24:26;62.66
2025-05-07 18:24:25;71.16
2025-05-07 18:24:24;79.66
2025-05-07 18:24:23;88.16
2025-05-07 18:24:22;96.66
2025-05-07 18:24:21;94.82
2025-05-07 18:24:20;86.32
2025-05-07 18:24:19;77.82
2025-05-07 18:24:18;69.32
2025-05-07 18:24:17;60.82
2025-05-07 18:24:16;52.32
2025-05-07 18:24:15;43.82
2025-05-07 18:24:14;35.32
2025-05-07 18:24:13;26.82
2025-05-07 18:24:12;18.32
2025-05-07 18:24:11;9.82
2025-05-07 18:24:10;1.32
2025-05-07 18:24:09;7.18
2025-05-07 18:24:08;15.68
2025-05-07 18:24:07;24.18
2025-05-07 18:24:06;32.68
2025-05-07 18:24:05;41.18
2025-05-07 18:24:04;49.68
2025-05-07 18:24:03;58.18
2025-05-07 18:24:02;66.68
2025-05-07 18:24:01;75.18
2025-05-07 18:24:00;83.68
2025-05-07 18:23:59;92.18
2025-05-07 18:23:58;99.30
2025-05-07 18:23:57;90.80
2025-05-07 18:23:56;82.30
2025-05-07 18:23:55;73.80
2025-05-07 18:23:54;65.30
2025-05-07 18:23:53;56.80
2025-05-07 18:23:52;48.30
2025-05-07 18:23:51;39.80
2025-05-07 18:23:50;31.30
2025-05-07 18:23:49;22.80
2025-05-07 18:23:48;14.30
2025-05-07 18:23:47;5.80
2025-05-07 18:23:46;2.70
2025-05-07 18:23:45;11.20
2025-05-07 18:23:44;19.70
2025-05-07 18:23:43;28.20
2025-05-07 18:23:42;36.70
2025-05-07 18:23:41;45.20
2025-05-07 18:23:40;53.70
2025-05-07 18:23:39;62.20
2025-05-07 18:23:38;70.70
2025-05-07 18:23:37;79.20
2025-05-07 18:23:36;87.70
2025-05-07 18:23:35;96.20
2025-05-07 18:23:34;95.28
2025-05-07 18:23:33;86.78
2025-05-07 18:23:32;78.28
2025-05-07 18:23:31;69.78
2025-05-07 18:23:30;61.28
2025-05-07 18:23:29;52.78
2025-05-07 18:23:28;44.28
2025-05-07 18:23:27;35.78
2025-05-07 18:23:26;27.28
2025-05-07 18:23:25;18.78
2025-05-07 18:23:24;10.28
2025-05-07 18:23:23;1.78
2025-05-07 18:23:22;6.72
2025-05-07 18:23:21;15.22
2025-05-07 18:23:20;23.72
2025-05-07 18:23:19;32.22
2025-05-07 18:23:18;40.72
2025-05-07 18:23:17;49.22
2025-05-07 18:23:16;57.72
2025-05-07 18:23:15;66.22
2025-05-07 18:23:14;74.72
2025-05-07 18:23:13;83.22
2025-05-07 18:23:12;91.72
2025-05-07 18:23:11;99.76
2025-05-07 18:23:10;91.26
2025-05-07 18:23:09;82.76
2025-05-07 18:23:08;74.26
2025-05-07 18:23:07;65.76
2025-05-07 18:23:06;57.26
2025-05-07 18:23:05;48.76
2025-05-07 18:23:04;40.26
2025-05-07 18:23:03;31.76
2025-05-07 18:23:02;23.26
2025-05-07 18:23:01;14.76
2025-05-07 18:23:00;6.26
2025-05-07 18:22:59;2.24
2025-05-07 18:22:58;10.74
2025-05-07 18:22:57;19.24
2025-05-07 18:22:56;27.74
2025-05-07 18:22:55;36.24
2025-05-07 18:22:54;44.74
2025-05-07 18:22:53;53.24
2025-05-07 18:22:52;61.74
2025-05-07 18:22:51;70.24
2025-05-07 18:22:50;78.74
2025-05-07 18:22:49;87.24
2025-05-07 18:22:48;95.74
2025-05-07 18:22:47;95.74
