Fecha y Hora;PIC-3042 - Presión desgasificador S-304
2025-05-07 18:34:09;93.35
2025-05-07 18:34:08;84.85
2025-05-07 18:34:07;76.35
2025-05-07 18:34:06;67.85
2025-05-07 18:34:05;59.35
2025-05-07 18:34:04;50.85
2025-05-07 18:34:03;42.35
2025-05-07 18:34:02;33.85
2025-05-07 18:34:01;25.35
2025-05-07 18:34:00;16.85
2025-05-07 18:33:59;8.35
2025-05-07 18:33:58;0.15
2025-05-07 18:33:57;8.65
2025-05-07 18:33:56;17.15
2025-05-07 18:33:55;25.65
2025-05-07 18:33:54;34.15
2025-05-07 18:33:53;42.65
2025-05-07 18:33:52;51.15
2025-05-07 18:33:51;59.65
2025-05-07 18:33:50;68.15
2025-05-07 18:33:49;76.65
2025-05-07 18:33:48;85.15
2025-05-07 18:33:47;93.65
2025-05-07 18:33:46;97.83
2025-05-07 18:33:45;89.33
2025-05-07 18:33:44;80.83
2025-05-07 18:33:43;72.33
2025-05-07 18:33:42;63.83
2025-05-07 18:33:41;55.33
2025-05-07 18:33:40;46.83
2025-05-07 18:33:39;38.33
2025-05-07 18:33:38;29.83
2025-05-07 18:33:37;21.33
2025-05-07 18:33:36;12.83
2025-05-07 18:33:35;4.33
2025-05-07 18:33:34;4.17
2025-05-07 18:33:33;12.67
2025-05-07 18:33:32;21.17
2025-05-07 18:33:31;29.67
2025-05-07 18:33:30;38.17
2025-05-07 18:33:29;46.67
2025-05-07 18:33:28;55.17
2025-05-07 18:33:27;63.67
2025-05-07 18:33:26;72.17
2025-05-07 18:33:25;80.67
2025-05-07 18:33:24;89.17
2025-05-07 18:33:23;97.67
2025-05-07 18:33:22;93.81
2025-05-07 18:33:21;85.31
2025-05-07 18:33:20;76.81
2025-05-07 18:33:19;68.31
2025-05-07 18:33:18;59.81
2025-05-07 18:33:17;51.31
2025-05-07 18:33:16;42.81
2025-05-07 18:33:15;34.31
2025-05-07 18:33:14;25.81
2025-05-07 18:33:13;17.31
2025-05-07 18:33:12;8.81
2025-05-07 18:33:11;0.31
2025-05-07 18:33:10;8.19
2025-05-07 18:33:09;16.69
2025-05-07 18:33:08;25.19
2025-05-07 18:33:07;33.69
2025-05-07 18:33:06;42.19
2025-05-07 18:33:05;50.69
2025-05-07 18:33:04;59.19
2025-05-07 18:33:03;67.69
2025-05-07 18:33:02;76.19
2025-05-07 18:33:01;84.69
2025-05-07 18:33:00;93.19
2025-05-07 18:32:59;98.29
2025-05-07 18:32:58;89.79
2025-05-07 18:32:57;81.29
2025-05-07 18:32:56;72.79
2025-05-07 18:32:55;64.29
2025-05-07 18:32:54;55.79
2025-05-07 18:32:53;47.29
2025-05-07 18:32:52;38.79
2025-05-07 18:32:51;30.29
2025-05-07 18:32:50;21.79
2025-05-07 18:32:49;13.29
2025-05-07 18:32:48;4.79
2025-05-07 18:32:47;3.71
2025-05-07 18:32:46;12.21
2025-05-07 18:32:45;20.71
2025-05-07 18:32:44;29.21
2025-05-07 18:32:43;37.71
2025-05-07 18:32:42;46.21
2025-05-07 18:32:41;54.71
2025-05-07 18:32:40;63.21
2025-05-07 18:32:39;71.71
2025-05-07 18:32:38;80.21
2025-05-07 18:32:37;88.71
2025-05-07 18:32:36;97.21
2025-05-07 18:32:35;94.27
2025-05-07 18:32:34;85.77
2025-05-07 18:32:33;77.27
2025-05-07 18:32:32;68.77
2025-05-07 18:32:31;60.27
2025-05-07 18:32:30;51.77
2025-05-07 18:32:29;43.27
2025-05-07 18:32:28;34.77
2025-05-07 18:32:27;26.27
2025-05-07 18:32:26;17.77
2025-05-07 18:32:25;9.27
2025-05-07 18:32:24;0.77
2025-05-07 18:32:23;7.73
2025-05-07 18:32:22;16.23
2025-05-07 18:32:21;24.73
2025-05-07 18:32:20;33.23
2025-05-07 18:32:19;41.73
2025-05-07 18:32:18;50.23
2025-05-07 18:32:17;58.73
2025-05-07 18:32:16;67.23
2025-05-07 18:32:15;75.73
2025-05-07 18:32:14;84.23
2025-05-07 18:32:13;92.73
2025-05-07 18:32:12;98.75
2025-05-07 18:32:11;90.25
2025-05-07 18:32:10;81.75
2025-05-07 18:32:09;73.25
2025-05-07 18:32:08;64.75
2025-05-07 18:32:07;56.25
2025-05-07 18:32:06;47.75
2025-05-07 18:32:05;39.25
2025-05-07 18:32:04;30.75
2025-05-07 18:32:03;22.25
2025-05-07 18:32:02;13.75
2025-05-07 18:32:01;5.25
2025-05-07 18:32:00;3.25
2025-05-07 18:31:59;11.75
2025-05-07 18:31:58;20.25
2025-05-07 18:31:57;28.75
2025-05-07 18:31:56;37.25
2025-05-07 18:31:55;45.75
2025-05-07 18:31:54;54.25
2025-05-07 18:31:53;62.75
2025-05-07 18:31:52;71.25
2025-05-07 18:31:51;79.75
2025-05-07 18:31:50;88.25
2025-05-07 18:31:49;96.75
2025-05-07 18:31:48;94.73
2025-05-07 18:31:47;86.23
2025-05-07 18:31:46;77.73
2025-05-07 18:31:45;69.23
2025-05-07 18:31:44;60.73
2025-05-07 18:31:43;52.23
2025-05-07 18:31:42;43.73
2025-05-07 18:31:41;35.23
2025-05-07 18:31:40;26.73
2025-05-07 18:31:39;18.23
2025-05-07 18:31:38;9.73
2025-05-07 18:31:37;1.23
2025-05-07 18:31:36;7.27
2025-05-07 18:31:35;15.77
2025-05-07 18:31:34;24.27
2025-05-07 18:31:33;32.77
2025-05-07 18:31:32;41.27
2025-05-07 18:31:31;49.77
2025-05-07 18:31:30;58.27
2025-05-07 18:31:29;66.77
2025-05-07 18:31:28;75.27
2025-05-07 18:31:27;83.77
2025-05-07 18:31:26;92.27
2025-05-07 18:31:25;99.21
2025-05-07 18:31:24;90.71
2025-05-07 18:31:23;82.21
2025-05-07 18:31:22;73.71
2025-05-07 18:31:21;65.21
2025-05-07 18:31:20;56.71
2025-05-07 18:31:19;48.21
2025-05-07 18:31:18;39.71
2025-05-07 18:31:17;31.21
2025-05-07 18:31:16;22.71
2025-05-07 18:31:15;14.21
2025-05-07 18:31:14;5.71
2025-05-07 18:31:13;2.79
2025-05-07 18:31:12;11.29
2025-05-07 18:31:11;19.79
2025-05-07 18:31:10;28.29
2025-05-07 18:31:09;36.79
2025-05-07 18:31:08;45.29
2025-05-07 18:31:07;53.79
2025-05-07 18:31:06;62.29
2025-05-07 18:31:05;70.79
2025-05-07 18:31:04;79.29
2025-05-07 18:31:03;87.79
2025-05-07 18:31:02;96.29
2025-05-07 18:31:01;95.19
2025-05-07 18:31:00;86.69
2025-05-07 18:30:59;78.19
2025-05-07 18:30:58;69.69
2025-05-07 18:30:57;61.19
2025-05-07 18:30:56;52.69
2025-05-07 18:30:55;44.19
2025-05-07 18:30:54;35.69
2025-05-07 18:30:53;27.19
2025-05-07 18:30:52;18.69
2025-05-07 18:30:51;10.19
2025-05-07 18:30:50;1.69
2025-05-07 18:30:49;6.81
2025-05-07 18:30:48;15.31
2025-05-07 18:30:47;23.81
2025-05-07 18:30:46;32.31
2025-05-07 18:30:45;40.81
2025-05-07 18:30:44;49.31
2025-05-07 18:30:43;57.81
2025-05-07 18:30:42;66.31
2025-05-07 18:30:41;74.81
2025-05-07 18:30:40;83.31
2025-05-07 18:30:39;91.81
2025-05-07 18:30:38;99.67
2025-05-07 18:30:37;91.17
2025-05-07 18:30:36;82.67
2025-05-07 18:30:35;74.17
2025-05-07 18:30:34;65.67
2025-05-07 18:30:33;57.17
2025-05-07 18:30:32;48.67
2025-05-07 18:30:31;40.17
2025-05-07 18:30:30;31.67
2025-05-07 18:30:29;23.17
2025-05-07 18:30:28;14.67
2025-05-07 18:30:27;6.17
2025-05-07 18:30:26;2.33
2025-05-07 18:30:25;10.83
2025-05-07 18:30:24;19.33
2025-05-07 18:30:23;27.83
2025-05-07 18:30:22;36.33
2025-05-07 18:30:21;44.83
2025-05-07 18:30:20;53.33
2025-05-07 18:30:19;61.83
2025-05-07 18:30:18;70.33
2025-05-07 18:30:17;78.83
2025-05-07 18:30:16;87.33
2025-05-07 18:30:15;95.83
2025-05-07 18:30:14;95.65
2025-05-07 18:30:13;87.15
2025-05-07 18:30:12;78.65
2025-05-07 18:30:11;70.15
2025-05-07 18:30:10;61.65
2025-05-07 18:30:09;53.15
2025-05-07 18:30:08;44.65
2025-05-07 18:30:07;36.15
2025-05-07 18:30:06;27.65
2025-05-07 18:30:05;19.15
2025-05-07 18:30:04;10.65
2025-05-07 18:30:03;2.15
2025-05-07 18:30:02;6.35
2025-05-07 18:30:01;14.85
2025-05-07 18:30:00;23.35
2025-05-07 18:29:59;31.85
2025-05-07 18:29:58;40.35
2025-05-07 18:29:57;48.85
2025-05-07 18:29:56;57.35
2025-05-07 18:29:55;65.85
2025-05-07 18:29:54;74.35
2025-05-07 18:29:53;82.85
2025-05-07 18:29:52;91.35
2025-05-07 18:29:51;99.85
2025-05-07 18:29:50;91.63
2025-05-07 18:29:49;83.13
2025-05-07 18:29:48;74.63
2025-05-07 18:29:47;66.13
2025-05-07 18:29:46;57.63
2025-05-07 18:29:45;49.13
2025-05-07 18:29:44;40.63
2025-05-07 18:29:43;32.13
2025-05-07 18:29:42;23.63
2025-05-07 18:29:41;15.13
2025-05-07 18:29:40;6.63
2025-05-07 18:29:39;1.87
2025-05-07 18:29:38;10.37
2025-05-07 18:29:37;18.87
2025-05-07 18:29:36;27.37
2025-05-07 18:29:35;35.87
2025-05-07 18:29:34;44.37
2025-05-07 18:29:33;52.87
2025-05-07 18:29:32;61.37
2025-05-07 18:29:31;69.87
2025-05-07 18:29:30;78.37
2025-05-07 18:29:29;86.87
2025-05-07 18:29:28;95.37
2025-05-07 18:29:27;96.11
2025-05-07 18:29:26;87.61
2025-05-07 18:29:25;79.11
2025-05-07 18:29:24;70.61
2025-05-07 18:29:23;62.11
2025-05-07 18:29:22;53.61
2025-05-07 18:29:21;45.11
2025-05-07 18:29:20;36.61
2025-05-07 18:29:19;28.11
2025-05-07 18:29:18;19.61
2025-05-07 18:29:17;11.11
2025-05-07 18:29:16;2.61
2025-05-07 18:29:15;5.89
2025-05-07 18:29:14;14.39
2025-05-07 18:29:13;22.89
2025-05-07 18:29:12;31.39
2025-05-07 18:29:11;39.89
2025-05-07 18:29:10;48.39
2025-05-07 18:29:09;56.89
2025-05-07 18:29:08;65.39
2025-05-07 18:29:07;73.89
2025-05-07 18:29:06;82.39
2025-05-07 18:29:05;90.89
2025-05-07 18:29:04;99.39
2025-05-07 18:29:03;92.09
2025-05-07 18:29:02;83.59
2025-05-07 18:29:01;75.09
2025-05-07 18:29:00;66.59
2025-05-07 18:28:59;58.09
2025-05-07 18:28:58;49.59
2025-05-07 18:28:57;41.09
2025-05-07 18:28:56;32.59
2025-05-07 18:28:55;24.09
2025-05-07 18:28:54;15.59
2025-05-07 18:28:53;7.09
2025-05-07 18:28:52;1.41
2025-05-07 18:28:51;9.91
2025-05-07 18:28:50;18.41
2025-05-07 18:28:49;26.91
2025-05-07 18:28:48;35.41
2025-05-07 18:28:47;43.91
2025-05-07 18:28:46;52.41
2025-05-07 18:28:45;60.91
2025-05-07 18:28:44;69.41
2025-05-07 18:28:43;77.91
2025-05-07 18:28:42;86.41
2025-05-07 18:28:41;94.91
2025-05-07 18:28:40;96.57
2025-05-07 18:28:39;88.07
2025-05-07 18:28:38;79.57
2025-05-07 18:28:37;71.07
2025-05-07 18:28:36;62.57
2025-05-07 18:28:35;54.07
2025-05-07 18:28:34;45.57
2025-05-07 18:28:33;37.07
2025-05-07 18:28:32;28.57
2025-05-07 18:28:31;20.07
2025-05-07 18:28:30;11.57
2025-05-07 18:28:29;3.07
2025-05-07 18:28:28;5.43
2025-05-07 18:28:27;13.93
2025-05-07 18:28:26;22.43
2025-05-07 18:28:25;30.93
2025-05-07 18:28:24;39.43
2025-05-07 18:28:23;47.93
2025-05-07 18:28:22;56.43
2025-05-07 18:28:21;64.93
2025-05-07 18:28:20;73.43
2025-05-07 18:28:19;81.93
2025-05-07 18:28:18;90.43
2025-05-07 18:28:17;98.93
2025-05-07 18:28:16;92.55
2025-05-07 18:28:15;84.05
2025-05-07 18:28:14;75.55
2025-05-07 18:28:13;67.05
2025-05-07 18:28:12;58.55
2025-05-07 18:28:11;50.05
2025-05-07 18:28:10;41.55
2025-05-07 18:28:09;33.05
2025-05-07 18:28:08;24.55
2025-05-07 18:28:07;16.05
2025-05-07 18:28:06;7.55
2025-05-07 18:28:05;0.95
2025-05-07 18:28:04;9.45
2025-05-07 18:28:03;17.95
2025-05-07 18:28:02;26.45
2025-05-07 18:28:01;34.95
2025-05-07 18:28:00;43.45
2025-05-07 18:27:59;51.95
2025-05-07 18:27:58;60.45
2025-05-07 18:27:57;68.95
2025-05-07 18:27:56;77.45
2025-05-07 18:27:55;85.95
2025-05-07 18:27:54;94.45
2025-05-07 18:27:53;97.03
2025-05-07 18:27:52;88.53
2025-05-07 18:27:51;80.03
2025-05-07 18:27:50;71.53
2025-05-07 18:27:49;63.03
2025-05-07 18:27:48;54.53
2025-05-07 18:27:47;46.03
2025-05-07 18:27:46;37.53
2025-05-07 18:27:45;29.03
2025-05-07 18:27:44;20.53
2025-05-07 18:27:43;12.03
2025-05-07 18:27:42;3.53
2025-05-07 18:27:41;4.97
2025-05-07 18:27:40;13.47
2025-05-07 18:27:39;21.97
2025-05-07 18:27:38;30.47
2025-05-07 18:27:37;38.97
2025-05-07 18:27:36;47.47
2025-05-07 18:27:35;55.97
2025-05-07 18:27:34;64.47
2025-05-07 18:27:33;72.97
2025-05-07 18:27:32;81.47
2025-05-07 18:27:31;89.97
2025-05-07 18:27:30;98.47
2025-05-07 18:27:29;93.01
2025-05-07 18:27:28;84.51
2025-05-07 18:27:27;76.01
2025-05-07 18:27:26;67.51
2025-05-07 18:27:25;59.01
2025-05-07 18:27:24;50.51
2025-05-07 18:27:23;42.01
2025-05-07 18:27:22;33.51
2025-05-07 18:27:21;25.01
2025-05-07 18:27:20;16.51
2025-05-07 18:27:19;8.01
2025-05-07 18:27:18;0.49
2025-05-07 18:27:17;8.99
2025-05-07 18:27:16;17.49
2025-05-07 18:27:15;25.99
2025-05-07 18:27:14;34.49
2025-05-07 18:27:13;42.99
2025-05-07 18:27:12;51.49
2025-05-07 18:27:11;59.99
2025-05-07 18:27:10;68.49
2025-05-07 18:27:09;76.99
2025-05-07 18:27:08;85.49
2025-05-07 18:27:07;93.99
2025-05-07 18:27:06;97.49
2025-05-07 18:27:05;88.99
2025-05-07 18:27:04;80.49
2025-05-07 18:27:03;71.99
2025-05-07 18:27:02;63.49
2025-05-07 18:27:01;54.99
2025-05-07 18:27:00;46.49
2025-05-07 18:26:59;37.99
2025-05-07 18:26:58;29.49
2025-05-07 18:26:57;20.99
2025-05-07 18:26:56;12.49
2025-05-07 18:26:55;3.99
2025-05-07 18:26:54;4.51
2025-05-07 18:26:53;13.01
2025-05-07 18:26:52;21.51
2025-05-07 18:26:51;30.01
2025-05-07 18:26:50;38.51
2025-05-07 18:26:49;47.01
2025-05-07 18:26:48;55.51
2025-05-07 18:26:47;64.01
2025-05-07 18:26:46;72.51
2025-05-07 18:26:45;81.01
2025-05-07 18:26:44;89.51
2025-05-07 18:26:43;98.01
2025-05-07 18:26:42;93.47
2025-05-07 18:26:41;84.97
2025-05-07 18:26:40;76.47
2025-05-07 18:26:39;67.97
2025-05-07 18:26:38;59.47
2025-05-07 18:26:37;50.97
2025-05-07 18:26:36;42.47
2025-05-07 18:26:35;33.97
2025-05-07 18:26:34;25.47
2025-05-07 18:26:33;16.97
2025-05-07 18:26:32;8.47
2025-05-07 18:26:31;0.03
2025-05-07 18:26:30;8.53
2025-05-07 18:26:29;17.03
2025-05-07 18:26:28;25.53
2025-05-07 18:26:27;34.03
2025-05-07 18:26:26;42.53
2025-05-07 18:26:25;51.03
2025-05-07 18:26:24;59.53
2025-05-07 18:26:23;68.03
2025-05-07 18:26:22;76.53
2025-05-07 18:26:21;85.03
2025-05-07 18:26:20;93.53
2025-05-07 18:26:19;97.95
2025-05-07 18:26:18;89.45
2025-05-07 18:26:17;80.95
2025-05-07 18:26:16;72.45
2025-05-07 18:26:15;63.95
2025-05-07 18:26:14;55.45
2025-05-07 18:26:13;46.95
2025-05-07 18:26:12;38.45
2025-05-07 18:26:11;29.95
2025-05-07 18:26:10;21.45
2025-05-07 18:26:09;12.95
2025-05-07 18:26:08;4.45
2025-05-07 18:26:07;4.05
2025-05-07 18:26:06;12.55
2025-05-07 18:26:05;21.05
2025-05-07 18:26:04;29.55
2025-05-07 18:26:03;38.05
2025-05-07 18:26:02;46.55
2025-05-07 18:26:01;55.05
2025-05-07 18:26:00;63.55
2025-05-07 18:25:59;72.05
2025-05-07 18:25:58;80.55
2025-05-07 18:25:57;89.05
2025-05-07 18:25:56;97.55
2025-05-07 18:25:55;93.93
2025-05-07 18:25:54;85.43
2025-05-07 18:25:53;76.93
2025-05-07 18:25:52;68.43
2025-05-07 18:25:51;59.93
2025-05-07 18:25:50;51.43
2025-05-07 18:25:49;42.93
2025-05-07 18:25:48;34.43
2025-05-07 18:25:47;25.93
2025-05-07 18:25:46;17.43
2025-05-07 18:25:45;8.93
2025-05-07 18:25:44;0.43
2025-05-07 18:25:43;8.07
2025-05-07 18:25:42;16.57
2025-05-07 18:25:41;25.07
2025-05-07 18:25:40;33.57
2025-05-07 18:25:39;42.07
2025-05-07 18:25:38;50.57
2025-05-07 18:25:37;59.07
2025-05-07 18:25:36;67.57
2025-05-07 18:25:35;76.07
2025-05-07 18:25:34;84.57
2025-05-07 18:25:33;93.07
2025-05-07 18:25:32;98.41
2025-05-07 18:25:31;89.91
2025-05-07 18:25:30;81.41
2025-05-07 18:25:29;72.91
2025-05-07 18:25:28;64.41
2025-05-07 18:25:27;55.91
2025-05-07 18:25:26;47.41
2025-05-07 18:25:25;38.91
2025-05-07 18:25:24;30.41
2025-05-07 18:25:23;21.91
2025-05-07 18:25:22;13.41
2025-05-07 18:25:21;4.91
2025-05-07 18:25:20;3.59
2025-05-07 18:25:19;12.09
2025-05-07 18:25:18;20.59
2025-05-07 18:25:17;29.09
2025-05-07 18:25:16;37.59
2025-05-07 18:25:15;46.09
2025-05-07 18:25:14;54.59
2025-05-07 18:25:13;63.09
2025-05-07 18:25:12;71.59
2025-05-07 18:25:11;80.09
2025-05-07 18:25:10;88.59
2025-05-07 18:25:09;97.09
2025-05-07 18:25:08;94.39
2025-05-07 18:25:07;85.89
2025-05-07 18:25:06;77.39
2025-05-07 18:25:05;68.89
2025-05-07 18:25:04;60.39
2025-05-07 18:25:03;51.89
2025-05-07 18:25:02;43.39
2025-05-07 18:25:01;34.89
2025-05-07 18:25:00;26.39
2025-05-07 18:24:59;17.89
2025-05-07 18:24:58;9.39
2025-05-07 18:24:57;0.89
2025-05-07 18:24:56;7.61
2025-05-07 18:24:55;16.11
2025-05-07 18:24:54;24.61
2025-05-07 18:24:53;33.11
2025-05-07 18:24:52;41.61
2025-05-07 18:24:51;50.11
2025-05-07 18:24:50;58.61
2025-05-07 18:24:49;67.11
2025-05-07 18:24:48;75.61
2025-05-07 18:24:47;84.11
2025-05-07 18:24:46;92.61
2025-05-07 18:24:45;98.87
2025-05-07 18:24:44;90.37
2025-05-07 18:24:43;81.87
2025-05-07 18:24:42;73.37
2025-05-07 18:24:41;64.87
2025-05-07 18:24:40;56.37
2025-05-07 18:24:39;47.87
2025-05-07 18:24:38;39.37
2025-05-07 18:24:37;30.87
2025-05-07 18:24:36;22.37
2025-05-07 18:24:35;13.87
2025-05-07 18:24:34;5.37
2025-05-07 18:24:33;3.13
2025-05-07 18:24:32;11.63
2025-05-07 18:24:31;20.13
2025-05-07 18:24:30;28.63
2025-05-07 18:24:29;37.13
2025-05-07 18:24:28;45.63
2025-05-07 18:24:27;54.13
2025-05-07 18:24:26;62.63
2025-05-07 18:24:25;71.13
2025-05-07 18:24:24;79.63
2025-05-07 18:24:23;88.13
2025-05-07 18:24:22;96.63
2025-05-07 18:24:21;94.85
2025-05-07 18:24:20;86.35
2025-05-07 18:24:19;77.85
2025-05-07 18:24:18;69.35
2025-05-07 18:24:17;60.85
2025-05-07 18:24:16;52.35
2025-05-07 18:24:15;43.85
2025-05-07 18:24:14;35.35
2025-05-07 18:24:13;26.85
2025-05-07 18:24:12;18.35
2025-05-07 18:24:11;9.85
2025-05-07 18:24:10;1.35
2025-05-07 18:24:09;7.15
2025-05-07 18:24:08;15.65
2025-05-07 18:24:07;24.15
2025-05-07 18:24:06;32.65
2025-05-07 18:24:05;41.15
2025-05-07 18:24:04;49.65
2025-05-07 18:24:03;58.15
2025-05-07 18:24:02;66.65
2025-05-07 18:24:01;75.15
2025-05-07 18:24:00;83.65
2025-05-07 18:23:59;92.15
2025-05-07 18:23:58;99.33
2025-05-07 18:23:57;90.83
2025-05-07 18:23:56;82.33
2025-05-07 18:23:55;73.83
2025-05-07 18:23:54;65.33
2025-05-07 18:23:53;56.83
2025-05-07 18:23:52;48.33
2025-05-07 18:23:51;39.83
2025-05-07 18:23:50;31.33
2025-05-07 18:23:49;22.83
2025-05-07 18:23:48;14.33
2025-05-07 18:23:47;5.83
2025-05-07 18:23:46;2.67
2025-05-07 18:23:45;11.17
2025-05-07 18:23:44;19.67
2025-05-07 18:23:43;28.17
2025-05-07 18:23:42;36.67
2025-05-07 18:23:41;45.17
2025-05-07 18:23:40;53.67
2025-05-07 18:23:39;62.17
2025-05-07 18:23:38;70.67
2025-05-07 18:23:37;79.17
2025-05-07 18:23:36;87.67
2025-05-07 18:23:35;96.17
2025-05-07 18:23:34;95.31
2025-05-07 18:23:33;86.81
2025-05-07 18:23:32;78.31
2025-05-07 18:23:31;69.81
2025-05-07 18:23:30;61.31
2025-05-07 18:23:29;52.81
2025-05-07 18:23:28;44.31
2025-05-07 18:23:27;35.81
2025-05-07 18:23:26;27.31
2025-05-07 18:23:25;18.81
2025-05-07 18:23:24;10.31
2025-05-07 18:23:23;1.81
2025-05-07 18:23:22;6.69
2025-05-07 18:23:21;15.19
2025-05-07 18:23:20;23.69
2025-05-07 18:23:19;32.19
2025-05-07 18:23:18;40.69
2025-05-07 18:23:17;49.19
2025-05-07 18:23:16;57.69
2025-05-07 18:23:15;66.19
2025-05-07 18:23:14;74.69
2025-05-07 18:23:13;83.19
2025-05-07 18:23:12;91.69
2025-05-07 18:23:11;99.79
2025-05-07 18:23:10;91.29
2025-05-07 18:23:09;82.79
2025-05-07 18:23:08;74.29
2025-05-07 18:23:07;65.79
2025-05-07 18:23:06;57.29
2025-05-07 18:23:05;48.79
2025-05-07 18:23:04;40.29
2025-05-07 18:23:03;31.79
2025-05-07 18:23:02;23.29
2025-05-07 18:23:01;14.79
2025-05-07 18:23:00;6.29
2025-05-07 18:22:59;2.21
2025-05-07 18:22:58;10.71
2025-05-07 18:22:57;19.21
2025-05-07 18:22:56;27.71
2025-05-07 18:22:55;36.21
2025-05-07 18:22:54;44.71
2025-05-07 18:22:53;53.21
2025-05-07 18:22:52;61.71
2025-05-07 18:22:51;70.21
2025-05-07 18:22:50;78.71
2025-05-07 18:22:49;87.21
2025-05-07 18:22:48;95.71
2025-05-07 18:22:47;95.77
