Fecha y Hora;KV-4025 - Válvula recirculación HT
2025-05-07 18:34:16;51740.00
2025-05-07 18:34:15;60240.00
2025-05-07 18:34:14;68740.00
2025-05-07 18:34:13;77240.00
2025-05-07 18:34:12;85740.00
2025-05-07 18:34:11;94240.00
2025-05-07 18:34:10;97240.00
2025-05-07 18:34:09;88740.00
2025-05-07 18:34:08;80240.00
2025-05-07 18:34:07;71740.00
2025-05-07 18:34:06;63240.00
2025-05-07 18:34:05;54740.00
2025-05-07 18:34:04;46240.00
2025-05-07 18:34:03;37740.00
2025-05-07 18:34:02;29240.00
2025-05-07 18:34:01;20740.00
2025-05-07 18:34:00;12240.00
2025-05-07 18:33:59;3740.00
2025-05-07 18:33:58;4760.00
2025-05-07 18:33:57;13260.00
2025-05-07 18:33:56;21760.00
2025-05-07 18:33:55;30260.00
2025-05-07 18:33:54;38760.00
2025-05-07 18:33:53;47260.00
2025-05-07 18:33:52;55760.00
2025-05-07 18:33:51;64260.00
2025-05-07 18:33:50;72760.00
2025-05-07 18:33:49;81260.00
2025-05-07 18:33:48;89760.00
2025-05-07 18:33:47;98260.00
2025-05-07 18:33:46;93220.00
2025-05-07 18:33:45;84720.00
2025-05-07 18:33:44;76220.00
2025-05-07 18:33:43;67720.00
2025-05-07 18:33:42;59220.00
2025-05-07 18:33:41;50720.00
2025-05-07 18:33:40;42220.00
2025-05-07 18:33:39;33720.00
2025-05-07 18:33:38;25220.00
2025-05-07 18:33:37;16720.00
2025-05-07 18:33:36;8220.00
2025-05-07 18:33:35;280.00
2025-05-07 18:33:34;8780.00
2025-05-07 18:33:33;17280.00
2025-05-07 18:33:32;25780.00
2025-05-07 18:33:31;34280.00
2025-05-07 18:33:30;42780.00
2025-05-07 18:33:29;51280.00
2025-05-07 18:33:28;59780.00
2025-05-07 18:33:27;68280.00
2025-05-07 18:33:26;76780.00
2025-05-07 18:33:25;85280.00
2025-05-07 18:33:24;93780.00
2025-05-07 18:33:23;97700.00
2025-05-07 18:33:22;89200.00
2025-05-07 18:33:21;80700.00
2025-05-07 18:33:20;72200.00
2025-05-07 18:33:19;63700.00
2025-05-07 18:33:18;55200.00
2025-05-07 18:33:17;46700.00
2025-05-07 18:33:16;38200.00
2025-05-07 18:33:15;29700.00
2025-05-07 18:33:14;21200.00
2025-05-07 18:33:13;12700.00
2025-05-07 18:33:12;4200.00
2025-05-07 18:33:11;4300.00
2025-05-07 18:33:10;12800.00
2025-05-07 18:33:09;21300.00
2025-05-07 18:33:08;29800.00
2025-05-07 18:33:07;38300.00
2025-05-07 18:33:06;46800.00
2025-05-07 18:33:05;55300.00
2025-05-07 18:33:04;63800.00
2025-05-07 18:33:03;72300.00
2025-05-07 18:33:02;80800.00
2025-05-07 18:33:01;89300.00
2025-05-07 18:33:00;97800.00
2025-05-07 18:32:59;93680.00
2025-05-07 18:32:58;85180.00
2025-05-07 18:32:57;76680.00
2025-05-07 18:32:56;68180.00
2025-05-07 18:32:55;59680.00
2025-05-07 18:32:54;51180.00
2025-05-07 18:32:53;42680.00
2025-05-07 18:32:52;34180.00
2025-05-07 18:32:51;25680.00
2025-05-07 18:32:50;17180.00
2025-05-07 18:32:49;8680.00
2025-05-07 18:32:48;180.00
2025-05-07 18:32:47;8320.00
2025-05-07 18:32:46;16820.00
2025-05-07 18:32:45;25320.00
2025-05-07 18:32:44;33820.00
2025-05-07 18:32:43;42320.00
2025-05-07 18:32:42;50820.00
2025-05-07 18:32:41;59320.00
2025-05-07 18:32:40;67820.00
2025-05-07 18:32:39;76320.00
2025-05-07 18:32:38;84820.00
2025-05-07 18:32:37;93320.00
2025-05-07 18:32:36;98160.00
2025-05-07 18:32:35;89660.00
2025-05-07 18:32:34;81160.00
2025-05-07 18:32:33;72660.00
2025-05-07 18:32:32;64160.00
2025-05-07 18:32:31;55660.00
2025-05-07 18:32:30;47160.00
2025-05-07 18:32:29;38660.00
2025-05-07 18:32:28;30160.00
2025-05-07 18:32:27;21660.00
2025-05-07 18:32:26;13160.00
2025-05-07 18:32:25;4660.00
2025-05-07 18:32:24;3840.00
2025-05-07 18:32:23;12340.00
2025-05-07 18:32:22;20840.00
2025-05-07 18:32:21;29340.00
2025-05-07 18:32:20;37840.00
2025-05-07 18:32:19;46340.00
2025-05-07 18:32:18;54840.00
2025-05-07 18:32:17;63340.00
2025-05-07 18:32:16;71840.00
2025-05-07 18:32:15;80340.00
2025-05-07 18:32:14;88840.00
2025-05-07 18:32:13;97340.00
2025-05-07 18:32:12;94140.00
2025-05-07 18:32:11;85640.00
2025-05-07 18:32:10;77140.00
2025-05-07 18:32:09;68640.00
2025-05-07 18:32:08;60140.00
2025-05-07 18:32:07;51640.00
2025-05-07 18:32:06;43140.00
2025-05-07 18:32:05;34640.00
2025-05-07 18:32:04;26140.00
2025-05-07 18:32:03;17640.00
2025-05-07 18:32:02;9140.00
2025-05-07 18:32:01;640.00
2025-05-07 18:32:00;7860.00
2025-05-07 18:31:59;16360.00
2025-05-07 18:31:58;24860.00
2025-05-07 18:31:57;33360.00
2025-05-07 18:31:56;41860.00
2025-05-07 18:31:55;50360.00
2025-05-07 18:31:54;58860.00
2025-05-07 18:31:53;67360.00
2025-05-07 18:31:52;75860.00
2025-05-07 18:31:51;84360.00
2025-05-07 18:31:50;92860.00
2025-05-07 18:31:49;98620.00
2025-05-07 18:31:48;90120.00
2025-05-07 18:31:47;81620.00
2025-05-07 18:31:46;73120.00
2025-05-07 18:31:45;64620.00
2025-05-07 18:31:44;56120.00
2025-05-07 18:31:43;47620.00
2025-05-07 18:31:42;39120.00
2025-05-07 18:31:41;30620.00
2025-05-07 18:31:40;22120.00
2025-05-07 18:31:39;13620.00
2025-05-07 18:31:38;5120.00
2025-05-07 18:31:37;3380.00
2025-05-07 18:31:36;11880.00
2025-05-07 18:31:35;20380.00
2025-05-07 18:31:34;28880.00
2025-05-07 18:31:33;37380.00
2025-05-07 18:31:32;45880.00
2025-05-07 18:31:31;54380.00
2025-05-07 18:31:30;62880.00
2025-05-07 18:31:29;71380.00
2025-05-07 18:31:28;79880.00
2025-05-07 18:31:27;88380.00
2025-05-07 18:31:26;96880.00
2025-05-07 18:31:25;94600.00
2025-05-07 18:31:24;86100.00
2025-05-07 18:31:23;77600.00
2025-05-07 18:31:22;69100.00
2025-05-07 18:31:21;60600.00
2025-05-07 18:31:20;52100.00
2025-05-07 18:31:19;43600.00
2025-05-07 18:31:18;35100.00
2025-05-07 18:31:17;26600.00
2025-05-07 18:31:16;18100.00
2025-05-07 18:31:15;9600.00
2025-05-07 18:31:14;1100.00
2025-05-07 18:31:13;7400.00
2025-05-07 18:31:12;15900.00
2025-05-07 18:31:11;24400.00
2025-05-07 18:31:10;32900.00
2025-05-07 18:31:09;41400.00
2025-05-07 18:31:08;49900.00
2025-05-07 18:31:07;58400.00
2025-05-07 18:31:06;66900.00
2025-05-07 18:31:05;75400.00
2025-05-07 18:31:04;83900.00
2025-05-07 18:31:03;92400.00
2025-05-07 18:31:02;99080.00
2025-05-07 18:31:01;90580.00
2025-05-07 18:31:00;82080.00
2025-05-07 18:30:59;73580.00
2025-05-07 18:30:58;65080.00
2025-05-07 18:30:57;56580.00
2025-05-07 18:30:56;48080.00
2025-05-07 18:30:55;39580.00
2025-05-07 18:30:54;31080.00
2025-05-07 18:30:53;22580.00
2025-05-07 18:30:52;14080.00
2025-05-07 18:30:51;5580.00
2025-05-07 18:30:50;2920.00
2025-05-07 18:30:49;11420.00
2025-05-07 18:30:48;19920.00
2025-05-07 18:30:47;28420.00
2025-05-07 18:30:46;36920.00
2025-05-07 18:30:45;45420.00
2025-05-07 18:30:44;53920.00
2025-05-07 18:30:43;62420.00
2025-05-07 18:30:42;70920.00
2025-05-07 18:30:41;79420.00
2025-05-07 18:30:40;87920.00
2025-05-07 18:30:39;96420.00
2025-05-07 18:30:38;95060.00
2025-05-07 18:30:37;86560.00
2025-05-07 18:30:36;78060.00
2025-05-07 18:30:35;69560.00
2025-05-07 18:30:34;61060.00
2025-05-07 18:30:33;52560.00
2025-05-07 18:30:32;44060.00
2025-05-07 18:30:31;35560.00
2025-05-07 18:30:30;27060.00
2025-05-07 18:30:29;18560.00
2025-05-07 18:30:28;10060.00
2025-05-07 18:30:27;1560.00
2025-05-07 18:30:26;6940.00
2025-05-07 18:30:25;15440.00
2025-05-07 18:30:24;23940.00
2025-05-07 18:30:23;32440.00
2025-05-07 18:30:22;40940.00
2025-05-07 18:30:21;49440.00
2025-05-07 18:30:20;57940.00
2025-05-07 18:30:19;66440.00
2025-05-07 18:30:18;74940.00
2025-05-07 18:30:17;83440.00
2025-05-07 18:30:16;91940.00
2025-05-07 18:30:15;99540.00
2025-05-07 18:30:14;91040.00
2025-05-07 18:30:13;82540.00
2025-05-07 18:30:12;74040.00
2025-05-07 18:30:11;65540.00
2025-05-07 18:30:10;57040.00
2025-05-07 18:30:09;48540.00
2025-05-07 18:30:08;40040.00
2025-05-07 18:30:07;31540.00
2025-05-07 18:30:06;23040.00
2025-05-07 18:30:05;14540.00
2025-05-07 18:30:04;6040.00
2025-05-07 18:30:03;2460.00
2025-05-07 18:30:02;10960.00
2025-05-07 18:30:01;19460.00
2025-05-07 18:30:00;27960.00
2025-05-07 18:29:59;36460.00
2025-05-07 18:29:58;44960.00
2025-05-07 18:29:57;53460.00
2025-05-07 18:29:56;61960.00
2025-05-07 18:29:55;70460.00
2025-05-07 18:29:54;78960.00
2025-05-07 18:29:53;87460.00
2025-05-07 18:29:52;95960.00
2025-05-07 18:29:51;95520.00
2025-05-07 18:29:50;87020.00
2025-05-07 18:29:49;78520.00
2025-05-07 18:29:48;70020.00
2025-05-07 18:29:47;61520.00
2025-05-07 18:29:46;53020.00
2025-05-07 18:29:45;44520.00
2025-05-07 18:29:44;36020.00
2025-05-07 18:29:43;27520.00
2025-05-07 18:29:42;19020.00
2025-05-07 18:29:41;10520.00
2025-05-07 18:29:40;2020.00
2025-05-07 18:29:39;6480.00
2025-05-07 18:29:38;14980.00
2025-05-07 18:29:37;23480.00
2025-05-07 18:29:36;31980.00
2025-05-07 18:29:35;40480.00
2025-05-07 18:29:34;48980.00
2025-05-07 18:29:33;57480.00
2025-05-07 18:29:32;65980.00
2025-05-07 18:29:31;74480.00
2025-05-07 18:29:30;82980.00
2025-05-07 18:29:29;91480.00
2025-05-07 18:29:28;99980.00
2025-05-07 18:29:27;91500.00
2025-05-07 18:29:26;83000.00
2025-05-07 18:29:25;74500.00
2025-05-07 18:29:24;66000.00
2025-05-07 18:29:23;57500.00
2025-05-07 18:29:22;49000.00
2025-05-07 18:29:21;40500.00
2025-05-07 18:29:20;32000.00
2025-05-07 18:29:19;23500.00
2025-05-07 18:29:18;15000.00
2025-05-07 18:29:17;6500.00
2025-05-07 18:29:16;2000.00
2025-05-07 18:29:15;10500.00
2025-05-07 18:29:14;19000.00
2025-05-07 18:29:13;27500.00
2025-05-07 18:29:12;36000.00
2025-05-07 18:29:11;44500.00
2025-05-07 18:29:10;53000.00
2025-05-07 18:29:09;61500.00
2025-05-07 18:29:08;70000.00
2025-05-07 18:29:07;78500.00
2025-05-07 18:29:06;87000.00
2025-05-07 18:29:05;95500.00
2025-05-07 18:29:04;95980.00
2025-05-07 18:29:03;87480.00
2025-05-07 18:29:02;78980.00
2025-05-07 18:29:01;70480.00
2025-05-07 18:29:00;61980.00
2025-05-07 18:28:59;53480.00
2025-05-07 18:28:58;44980.00
2025-05-07 18:28:57;36480.00
2025-05-07 18:28:56;27980.00
2025-05-07 18:28:55;19480.00
2025-05-07 18:28:54;10980.00
2025-05-07 18:28:53;2480.00
2025-05-07 18:28:52;6020.00
2025-05-07 18:28:51;14520.00
2025-05-07 18:28:50;23020.00
2025-05-07 18:28:49;31520.00
2025-05-07 18:28:48;40020.00
2025-05-07 18:28:47;48520.00
2025-05-07 18:28:46;57020.00
2025-05-07 18:28:45;65520.00
2025-05-07 18:28:44;74020.00
2025-05-07 18:28:43;82520.00
2025-05-07 18:28:42;91020.00
2025-05-07 18:28:41;99520.00
2025-05-07 18:28:40;91960.00
2025-05-07 18:28:39;83460.00
2025-05-07 18:28:38;74960.00
2025-05-07 18:28:37;66460.00
2025-05-07 18:28:36;57960.00
2025-05-07 18:28:35;49460.00
2025-05-07 18:28:34;40960.00
2025-05-07 18:28:33;32460.00
2025-05-07 18:28:32;23960.00
2025-05-07 18:28:31;15460.00
2025-05-07 18:28:30;6960.00
2025-05-07 18:28:29;1540.00
2025-05-07 18:28:28;10040.00
2025-05-07 18:28:27;18540.00
2025-05-07 18:28:26;27040.00
2025-05-07 18:28:25;35540.00
2025-05-07 18:28:24;44040.00
2025-05-07 18:28:23;52540.00
2025-05-07 18:28:22;61040.00
2025-05-07 18:28:21;69540.00
2025-05-07 18:28:20;78040.00
2025-05-07 18:28:19;86540.00
2025-05-07 18:28:18;95040.00
2025-05-07 18:28:17;96440.00
2025-05-07 18:28:16;87940.00
2025-05-07 18:28:15;79440.00
2025-05-07 18:28:14;70940.00
2025-05-07 18:28:13;62440.00
2025-05-07 18:28:12;53940.00
2025-05-07 18:28:11;45440.00
2025-05-07 18:28:10;36940.00
2025-05-07 18:28:09;28440.00
2025-05-07 18:28:08;19940.00
2025-05-07 18:28:07;11440.00
2025-05-07 18:28:06;2940.00
2025-05-07 18:28:05;5560.00
2025-05-07 18:28:04;14060.00
2025-05-07 18:28:03;22560.00
2025-05-07 18:28:02;31060.00
2025-05-07 18:28:01;39560.00
2025-05-07 18:28:00;48060.00
2025-05-07 18:27:59;56560.00
2025-05-07 18:27:58;65060.00
2025-05-07 18:27:57;73560.00
2025-05-07 18:27:56;82060.00
2025-05-07 18:27:55;90560.00
2025-05-07 18:27:54;99060.00
2025-05-07 18:27:53;92420.00
2025-05-07 18:27:52;83920.00
2025-05-07 18:27:51;75420.00
2025-05-07 18:27:50;66920.00
2025-05-07 18:27:49;58420.00
2025-05-07 18:27:48;49920.00
2025-05-07 18:27:47;41420.00
2025-05-07 18:27:46;32920.00
2025-05-07 18:27:45;24420.00
2025-05-07 18:27:44;15920.00
2025-05-07 18:27:43;7420.00
2025-05-07 18:27:42;1080.00
2025-05-07 18:27:41;9580.00
2025-05-07 18:27:40;18080.00
2025-05-07 18:27:39;26580.00
2025-05-07 18:27:38;35080.00
2025-05-07 18:27:37;43580.00
2025-05-07 18:27:36;52080.00
2025-05-07 18:27:35;60580.00
2025-05-07 18:27:34;69080.00
2025-05-07 18:27:33;77580.00
2025-05-07 18:27:32;86080.00
2025-05-07 18:27:31;94580.00
2025-05-07 18:27:30;96900.00
2025-05-07 18:27:29;88400.00
2025-05-07 18:27:28;79900.00
2025-05-07 18:27:27;71400.00
2025-05-07 18:27:26;62900.00
2025-05-07 18:27:25;54400.00
2025-05-07 18:27:24;45900.00
2025-05-07 18:27:23;37400.00
2025-05-07 18:27:22;28900.00
2025-05-07 18:27:21;20400.00
2025-05-07 18:27:20;11900.00
2025-05-07 18:27:19;3400.00
2025-05-07 18:27:18;5100.00
2025-05-07 18:27:17;13600.00
2025-05-07 18:27:16;22100.00
2025-05-07 18:27:15;30600.00
2025-05-07 18:27:14;39100.00
2025-05-07 18:27:13;47600.00
2025-05-07 18:27:12;56100.00
2025-05-07 18:27:11;64600.00
2025-05-07 18:27:10;73100.00
2025-05-07 18:27:09;81600.00
2025-05-07 18:27:08;90100.00
2025-05-07 18:27:07;98600.00
2025-05-07 18:27:06;92880.00
2025-05-07 18:27:05;84380.00
2025-05-07 18:27:04;75880.00
2025-05-07 18:27:03;67380.00
2025-05-07 18:27:02;58880.00
2025-05-07 18:27:01;50380.00
2025-05-07 18:27:00;41880.00
2025-05-07 18:26:59;33380.00
2025-05-07 18:26:58;24880.00
2025-05-07 18:26:57;16380.00
2025-05-07 18:26:56;7880.00
2025-05-07 18:26:55;620.00
2025-05-07 18:26:54;9120.00
2025-05-07 18:26:53;17620.00
2025-05-07 18:26:52;26120.00
2025-05-07 18:26:51;34620.00
2025-05-07 18:26:50;43120.00
2025-05-07 18:26:49;51620.00
2025-05-07 18:26:48;60120.00
2025-05-07 18:26:47;68620.00
2025-05-07 18:26:46;77120.00
2025-05-07 18:26:45;85620.00
2025-05-07 18:26:44;94120.00
2025-05-07 18:26:43;97360.00
2025-05-07 18:26:42;88860.00
2025-05-07 18:26:41;80360.00
2025-05-07 18:26:40;71860.00
2025-05-07 18:26:39;63360.00
2025-05-07 18:26:38;54860.00
2025-05-07 18:26:37;46360.00
2025-05-07 18:26:36;37860.00
2025-05-07 18:26:35;29360.00
2025-05-07 18:26:34;20860.00
2025-05-07 18:26:33;12360.00
2025-05-07 18:26:32;3860.00
2025-05-07 18:26:31;4640.00
2025-05-07 18:26:30;13140.00
2025-05-07 18:26:29;21640.00
2025-05-07 18:26:28;30140.00
2025-05-07 18:26:27;38640.00
2025-05-07 18:26:26;47140.00
2025-05-07 18:26:25;55640.00
2025-05-07 18:26:24;64140.00
2025-05-07 18:26:23;72640.00
2025-05-07 18:26:22;81140.00
2025-05-07 18:26:21;89640.00
2025-05-07 18:26:20;98140.00
2025-05-07 18:26:19;93340.00
2025-05-07 18:26:18;84840.00
2025-05-07 18:26:17;76340.00
2025-05-07 18:26:16;67840.00
2025-05-07 18:26:15;59340.00
2025-05-07 18:26:14;50840.00
2025-05-07 18:26:13;42340.00
2025-05-07 18:26:12;33840.00
2025-05-07 18:26:11;25340.00
2025-05-07 18:26:10;16840.00
2025-05-07 18:26:09;8340.00
2025-05-07 18:26:08;160.00
2025-05-07 18:26:07;8660.00
2025-05-07 18:26:06;17160.00
2025-05-07 18:26:05;25660.00
2025-05-07 18:26:04;34160.00
2025-05-07 18:26:03;42660.00
2025-05-07 18:26:02;51160.00
2025-05-07 18:26:01;59660.00
2025-05-07 18:26:00;68160.00
2025-05-07 18:25:59;76660.00
2025-05-07 18:25:58;85160.00
2025-05-07 18:25:57;93660.00
2025-05-07 18:25:56;97820.00
2025-05-07 18:25:55;89320.00
2025-05-07 18:25:54;80820.00
2025-05-07 18:25:53;72320.00
2025-05-07 18:25:52;63820.00
2025-05-07 18:25:51;55320.00
2025-05-07 18:25:50;46820.00
2025-05-07 18:25:49;38320.00
2025-05-07 18:25:48;29820.00
2025-05-07 18:25:47;21320.00
2025-05-07 18:25:46;12820.00
2025-05-07 18:25:45;4320.00
2025-05-07 18:25:44;4180.00
2025-05-07 18:25:43;12680.00
2025-05-07 18:25:42;21180.00
2025-05-07 18:25:41;29680.00
2025-05-07 18:25:40;38180.00
2025-05-07 18:25:39;46680.00
2025-05-07 18:25:38;55180.00
2025-05-07 18:25:37;63680.00
2025-05-07 18:25:36;72180.00
2025-05-07 18:25:35;80680.00
2025-05-07 18:25:34;89180.00
2025-05-07 18:25:33;97680.00
2025-05-07 18:25:32;93800.00
2025-05-07 18:25:31;85300.00
2025-05-07 18:25:30;76800.00
2025-05-07 18:25:29;68300.00
2025-05-07 18:25:28;59800.00
2025-05-07 18:25:27;51300.00
2025-05-07 18:25:26;42800.00
2025-05-07 18:25:25;34300.00
2025-05-07 18:25:24;25800.00
2025-05-07 18:25:23;17300.00
2025-05-07 18:25:22;8800.00
2025-05-07 18:25:21;300.00
2025-05-07 18:25:20;8200.00
2025-05-07 18:25:19;16700.00
2025-05-07 18:25:18;25200.00
2025-05-07 18:25:17;33700.00
2025-05-07 18:25:16;42200.00
2025-05-07 18:25:15;50700.00
2025-05-07 18:25:14;59200.00
2025-05-07 18:25:13;67700.00
2025-05-07 18:25:12;76200.00
2025-05-07 18:25:11;84700.00
2025-05-07 18:25:10;93200.00
2025-05-07 18:25:09;98280.00
2025-05-07 18:25:08;89780.00
2025-05-07 18:25:07;81280.00
2025-05-07 18:25:06;72780.00
2025-05-07 18:25:05;64280.00
2025-05-07 18:25:04;55780.00
2025-05-07 18:25:03;47280.00
2025-05-07 18:25:02;38780.00
2025-05-07 18:25:01;30280.00
2025-05-07 18:25:00;21780.00
2025-05-07 18:24:59;13280.00
2025-05-07 18:24:58;4780.00
2025-05-07 18:24:57;3720.00
2025-05-07 18:24:56;12220.00
2025-05-07 18:24:55;20720.00
2025-05-07 18:24:54;29220.00
2025-05-07 18:24:53;37720.00
2025-05-07 18:24:52;46220.00
2025-05-07 18:24:51;54720.00
2025-05-07 18:24:50;63220.00
2025-05-07 18:24:49;71720.00
2025-05-07 18:24:48;80220.00
2025-05-07 18:24:47;88720.00
2025-05-07 18:24:46;97220.00
2025-05-07 18:24:45;94260.00
2025-05-07 18:24:44;85760.00
2025-05-07 18:24:43;77260.00
2025-05-07 18:24:42;68760.00
2025-05-07 18:24:41;60260.00
2025-05-07 18:24:40;51760.00
2025-05-07 18:24:39;43260.00
2025-05-07 18:24:38;34760.00
2025-05-07 18:24:37;26260.00
2025-05-07 18:24:36;17760.00
2025-05-07 18:24:35;9260.00
2025-05-07 18:24:34;760.00
2025-05-07 18:24:33;7740.00
2025-05-07 18:24:32;16240.00
2025-05-07 18:24:31;24740.00
2025-05-07 18:24:30;33240.00
2025-05-07 18:24:29;41740.00
2025-05-07 18:24:28;50240.00
2025-05-07 18:24:27;58740.00
2025-05-07 18:24:26;67240.00
2025-05-07 18:24:25;75740.00
2025-05-07 18:24:24;84240.00
2025-05-07 18:24:23;92740.00
2025-05-07 18:24:22;98740.00
2025-05-07 18:24:21;90240.00
2025-05-07 18:24:20;81740.00
2025-05-07 18:24:19;73240.00
2025-05-07 18:24:18;64740.00
2025-05-07 18:24:17;56240.00
2025-05-07 18:24:16;47740.00
2025-05-07 18:24:15;39240.00
2025-05-07 18:24:14;30740.00
2025-05-07 18:24:13;22240.00
2025-05-07 18:24:12;13740.00
2025-05-07 18:24:11;5240.00
2025-05-07 18:24:10;3260.00
2025-05-07 18:24:09;11760.00
2025-05-07 18:24:08;20260.00
2025-05-07 18:24:07;28760.00
2025-05-07 18:24:06;37260.00
2025-05-07 18:24:05;45760.00
2025-05-07 18:24:04;54260.00
2025-05-07 18:24:03;62760.00
2025-05-07 18:24:02;71260.00
2025-05-07 18:24:01;79760.00
2025-05-07 18:24:00;88260.00
2025-05-07 18:23:59;96760.00
2025-05-07 18:23:58;94720.00
2025-05-07 18:23:57;86220.00
2025-05-07 18:23:56;77720.00
2025-05-07 18:23:55;69220.00
2025-05-07 18:23:54;60720.00
2025-05-07 18:23:53;52220.00
2025-05-07 18:23:52;43720.00
2025-05-07 18:23:51;35220.00
2025-05-07 18:23:50;26720.00
2025-05-07 18:23:49;18220.00
2025-05-07 18:23:48;9720.00
2025-05-07 18:23:47;1220.00
2025-05-07 18:23:46;7280.00
2025-05-07 18:23:45;15780.00
2025-05-07 18:23:44;24280.00
2025-05-07 18:23:43;32780.00
2025-05-07 18:23:42;41280.00
2025-05-07 18:23:41;49780.00
2025-05-07 18:23:40;58280.00
2025-05-07 18:23:39;66780.00
2025-05-07 18:23:38;75280.00
2025-05-07 18:23:37;83780.00
2025-05-07 18:23:36;92280.00
2025-05-07 18:23:35;99200.00
2025-05-07 18:23:34;90700.00
2025-05-07 18:23:33;82200.00
2025-05-07 18:23:32;73700.00
