Fecha y Hora;TT-402B - Temperatura estator bomba B-402B
2025-05-07 18:35:14;46.02
2025-05-07 18:35:13;37.52
2025-05-07 18:35:12;29.02
2025-05-07 18:35:11;20.52
2025-05-07 18:35:10;12.02
2025-05-07 18:35:09;3.52
2025-05-07 18:35:08;4.98
2025-05-07 18:35:07;13.48
2025-05-07 18:35:06;21.98
2025-05-07 18:35:05;30.48
2025-05-07 18:35:04;38.98
2025-05-07 18:35:03;47.48
2025-05-07 18:35:02;55.98
2025-05-07 18:35:01;64.48
2025-05-07 18:35:00;72.98
2025-05-07 18:34:59;81.48
2025-05-07 18:34:58;89.98
2025-05-07 18:34:57;98.48
2025-05-07 18:34:56;93.00
2025-05-07 18:34:55;84.50
2025-05-07 18:34:54;76.00
2025-05-07 18:34:53;67.50
2025-05-07 18:34:52;59.00
2025-05-07 18:34:51;50.50
2025-05-07 18:34:50;42.00
2025-05-07 18:34:49;33.50
2025-05-07 18:34:48;25.00
2025-05-07 18:34:47;16.50
2025-05-07 18:34:46;8.00
2025-05-07 18:34:45;0.50
2025-05-07 18:34:44;9.00
2025-05-07 18:34:43;17.50
2025-05-07 18:34:42;26.00
2025-05-07 18:34:41;34.50
2025-05-07 18:34:40;43.00
2025-05-07 18:34:39;51.50
2025-05-07 18:34:38;60.00
2025-05-07 18:34:37;68.50
2025-05-07 18:34:36;77.00
2025-05-07 18:34:35;85.50
2025-05-07 18:34:34;94.00
2025-05-07 18:34:33;97.48
2025-05-07 18:34:32;88.98
2025-05-07 18:34:31;80.48
2025-05-07 18:34:30;71.98
2025-05-07 18:34:29;63.48
2025-05-07 18:34:28;54.98
2025-05-07 18:34:27;46.48
2025-05-07 18:34:26;37.98
2025-05-07 18:34:25;29.48
2025-05-07 18:34:24;20.98
2025-05-07 18:34:23;12.48
2025-05-07 18:34:22;3.98
2025-05-07 18:34:21;4.52
2025-05-07 18:34:20;13.02
2025-05-07 18:34:19;21.52
2025-05-07 18:34:18;30.02
2025-05-07 18:34:17;38.52
2025-05-07 18:34:16;47.02
2025-05-07 18:34:15;55.52
2025-05-07 18:34:14;64.02
2025-05-07 18:34:13;72.52
2025-05-07 18:34:12;81.02
2025-05-07 18:34:11;89.52
2025-05-07 18:34:10;98.02
2025-05-07 18:34:09;93.46
2025-05-07 18:34:08;84.96
2025-05-07 18:34:07;76.46
2025-05-07 18:34:06;67.96
2025-05-07 18:34:05;59.46
2025-05-07 18:34:04;50.96
2025-05-07 18:34:03;42.46
2025-05-07 18:34:02;33.96
2025-05-07 18:34:01;25.46
2025-05-07 18:34:00;16.96
2025-05-07 18:33:59;8.46
2025-05-07 18:33:58;0.04
2025-05-07 18:33:57;8.54
2025-05-07 18:33:56;17.04
2025-05-07 18:33:55;25.54
2025-05-07 18:33:54;34.04
2025-05-07 18:33:53;42.54
2025-05-07 18:33:52;51.04
2025-05-07 18:33:51;59.54
2025-05-07 18:33:50;68.04
2025-05-07 18:33:49;76.54
2025-05-07 18:33:48;85.04
2025-05-07 18:33:47;93.54
2025-05-07 18:33:46;97.94
2025-05-07 18:33:45;89.44
2025-05-07 18:33:44;80.94
2025-05-07 18:33:43;72.44
2025-05-07 18:33:42;63.94
2025-05-07 18:33:41;55.44
2025-05-07 18:33:40;46.94
2025-05-07 18:33:39;38.44
2025-05-07 18:33:38;29.94
2025-05-07 18:33:37;21.44
2025-05-07 18:33:36;12.94
2025-05-07 18:33:35;4.44
2025-05-07 18:33:34;4.06
2025-05-07 18:33:33;12.56
2025-05-07 18:33:32;21.06
2025-05-07 18:33:31;29.56
2025-05-07 18:33:30;38.06
2025-05-07 18:33:29;46.56
2025-05-07 18:33:28;55.06
2025-05-07 18:33:27;63.56
2025-05-07 18:33:26;72.06
2025-05-07 18:33:25;80.56
2025-05-07 18:33:24;89.06
2025-05-07 18:33:23;97.56
2025-05-07 18:33:22;93.92
2025-05-07 18:33:21;85.42
2025-05-07 18:33:20;76.92
2025-05-07 18:33:19;68.42
2025-05-07 18:33:18;59.92
2025-05-07 18:33:17;51.42
2025-05-07 18:33:16;42.92
2025-05-07 18:33:15;34.42
2025-05-07 18:33:14;25.92
2025-05-07 18:33:13;17.42
2025-05-07 18:33:12;8.92
2025-05-07 18:33:11;0.42
2025-05-07 18:33:10;8.08
2025-05-07 18:33:09;16.58
2025-05-07 18:33:08;25.08
2025-05-07 18:33:07;33.58
2025-05-07 18:33:06;42.08
2025-05-07 18:33:05;50.58
2025-05-07 18:33:04;59.08
2025-05-07 18:33:03;67.58
2025-05-07 18:33:02;76.08
2025-05-07 18:33:01;84.58
2025-05-07 18:33:00;93.08
2025-05-07 18:32:59;98.40
2025-05-07 18:32:58;89.90
2025-05-07 18:32:57;81.40
2025-05-07 18:32:56;72.90
2025-05-07 18:32:55;64.40
2025-05-07 18:32:54;55.90
2025-05-07 18:32:53;47.40
2025-05-07 18:32:52;38.90
2025-05-07 18:32:51;30.40
2025-05-07 18:32:50;21.90
2025-05-07 18:32:49;13.40
2025-05-07 18:32:48;4.90
2025-05-07 18:32:47;3.60
2025-05-07 18:32:46;12.10
2025-05-07 18:32:45;20.60
2025-05-07 18:32:44;29.10
2025-05-07 18:32:43;37.60
2025-05-07 18:32:42;46.10
2025-05-07 18:32:41;54.60
2025-05-07 18:32:40;63.10
2025-05-07 18:32:39;71.60
2025-05-07 18:32:38;80.10
2025-05-07 18:32:37;88.60
2025-05-07 18:32:36;97.10
2025-05-07 18:32:35;94.38
2025-05-07 18:32:34;85.88
2025-05-07 18:32:33;77.38
2025-05-07 18:32:32;68.88
2025-05-07 18:32:31;60.38
2025-05-07 18:32:30;51.88
2025-05-07 18:32:29;43.38
2025-05-07 18:32:28;34.88
2025-05-07 18:32:27;26.38
2025-05-07 18:32:26;17.88
2025-05-07 18:32:25;9.38
2025-05-07 18:32:24;0.88
2025-05-07 18:32:23;7.62
2025-05-07 18:32:22;16.12
2025-05-07 18:32:21;24.62
2025-05-07 18:32:20;33.12
2025-05-07 18:32:19;41.62
2025-05-07 18:32:18;50.12
2025-05-07 18:32:17;58.62
2025-05-07 18:32:16;67.12
2025-05-07 18:32:15;75.62
2025-05-07 18:32:14;84.12
2025-05-07 18:32:13;92.62
2025-05-07 18:32:12;98.86
2025-05-07 18:32:11;90.36
2025-05-07 18:32:10;81.86
2025-05-07 18:32:09;73.36
2025-05-07 18:32:08;64.86
2025-05-07 18:32:07;56.36
2025-05-07 18:32:06;47.86
2025-05-07 18:32:05;39.36
2025-05-07 18:32:04;30.86
2025-05-07 18:32:03;22.36
2025-05-07 18:32:02;13.86
2025-05-07 18:32:01;5.36
2025-05-07 18:32:00;3.14
2025-05-07 18:31:59;11.64
2025-05-07 18:31:58;20.14
2025-05-07 18:31:57;28.64
2025-05-07 18:31:56;37.14
2025-05-07 18:31:55;45.64
2025-05-07 18:31:54;54.14
2025-05-07 18:31:53;62.64
2025-05-07 18:31:52;71.14
2025-05-07 18:31:51;79.64
2025-05-07 18:31:50;88.14
2025-05-07 18:31:49;96.64
2025-05-07 18:31:48;94.84
2025-05-07 18:31:47;86.34
2025-05-07 18:31:46;77.84
2025-05-07 18:31:45;69.34
2025-05-07 18:31:44;60.84
2025-05-07 18:31:43;52.34
2025-05-07 18:31:42;43.84
2025-05-07 18:31:41;35.34
2025-05-07 18:31:40;26.84
2025-05-07 18:31:39;18.34
2025-05-07 18:31:38;9.84
2025-05-07 18:31:37;1.34
2025-05-07 18:31:36;7.16
2025-05-07 18:31:35;15.66
2025-05-07 18:31:34;24.16
2025-05-07 18:31:33;32.66
2025-05-07 18:31:32;41.16
2025-05-07 18:31:31;49.66
2025-05-07 18:31:30;58.16
2025-05-07 18:31:29;66.66
2025-05-07 18:31:28;75.16
2025-05-07 18:31:27;83.66
2025-05-07 18:31:26;92.16
2025-05-07 18:31:25;99.32
2025-05-07 18:31:24;90.82
2025-05-07 18:31:23;82.32
2025-05-07 18:31:22;73.82
2025-05-07 18:31:21;65.32
2025-05-07 18:31:20;56.82
2025-05-07 18:31:19;48.32
2025-05-07 18:31:18;39.82
2025-05-07 18:31:17;31.32
2025-05-07 18:31:16;22.82
2025-05-07 18:31:15;14.32
2025-05-07 18:31:14;5.82
2025-05-07 18:31:13;2.68
2025-05-07 18:31:12;11.18
2025-05-07 18:31:11;19.68
2025-05-07 18:31:10;28.18
2025-05-07 18:31:09;36.68
2025-05-07 18:31:08;45.18
2025-05-07 18:31:07;53.68
2025-05-07 18:31:06;62.18
2025-05-07 18:31:05;70.68
2025-05-07 18:31:04;79.18
2025-05-07 18:31:03;87.68
2025-05-07 18:31:02;96.18
2025-05-07 18:31:01;95.30
2025-05-07 18:31:00;86.80
2025-05-07 18:30:59;78.30
2025-05-07 18:30:58;69.80
2025-05-07 18:30:57;61.30
2025-05-07 18:30:56;52.80
2025-05-07 18:30:55;44.30
2025-05-07 18:30:54;35.80
2025-05-07 18:30:53;27.30
2025-05-07 18:30:52;18.80
2025-05-07 18:30:51;10.30
2025-05-07 18:30:50;1.80
2025-05-07 18:30:49;6.70
2025-05-07 18:30:48;15.20
2025-05-07 18:30:47;23.70
2025-05-07 18:30:46;32.20
2025-05-07 18:30:45;40.70
2025-05-07 18:30:44;49.20
2025-05-07 18:30:43;57.70
2025-05-07 18:30:42;66.20
2025-05-07 18:30:41;74.70
2025-05-07 18:30:40;83.20
2025-05-07 18:30:39;91.70
2025-05-07 18:30:38;99.78
2025-05-07 18:30:37;91.28
2025-05-07 18:30:36;82.78
2025-05-07 18:30:35;74.28
2025-05-07 18:30:34;65.78
2025-05-07 18:30:33;57.28
2025-05-07 18:30:32;48.78
2025-05-07 18:30:31;40.28
2025-05-07 18:30:30;31.78
2025-05-07 18:30:29;23.28
2025-05-07 18:30:28;14.78
2025-05-07 18:30:27;6.28
2025-05-07 18:30:26;2.22
2025-05-07 18:30:25;10.72
2025-05-07 18:30:24;19.22
2025-05-07 18:30:23;27.72
2025-05-07 18:30:22;36.22
2025-05-07 18:30:21;44.72
2025-05-07 18:30:20;53.22
2025-05-07 18:30:19;61.72
2025-05-07 18:30:18;70.22
2025-05-07 18:30:17;78.72
2025-05-07 18:30:16;87.22
2025-05-07 18:30:15;95.72
2025-05-07 18:30:14;95.76
2025-05-07 18:30:13;87.26
2025-05-07 18:30:12;78.76
2025-05-07 18:30:11;70.26
2025-05-07 18:30:10;61.76
2025-05-07 18:30:09;53.26
2025-05-07 18:30:08;44.76
2025-05-07 18:30:07;36.26
2025-05-07 18:30:06;27.76
2025-05-07 18:30:05;19.26
2025-05-07 18:30:04;10.76
2025-05-07 18:30:03;2.26
2025-05-07 18:30:02;6.24
2025-05-07 18:30:01;14.74
2025-05-07 18:30:00;23.24
2025-05-07 18:29:59;31.74
2025-05-07 18:29:58;40.24
2025-05-07 18:29:57;48.74
2025-05-07 18:29:56;57.24
2025-05-07 18:29:55;65.74
2025-05-07 18:29:54;74.24
2025-05-07 18:29:53;82.74
2025-05-07 18:29:52;91.24
2025-05-07 18:29:51;99.74
2025-05-07 18:29:50;91.74
2025-05-07 18:29:49;83.24
2025-05-07 18:29:48;74.74
2025-05-07 18:29:47;66.24
2025-05-07 18:29:46;57.74
2025-05-07 18:29:45;49.24
2025-05-07 18:29:44;40.74
2025-05-07 18:29:43;32.24
2025-05-07 18:29:42;23.74
2025-05-07 18:29:41;15.24
2025-05-07 18:29:40;6.74
2025-05-07 18:29:39;1.76
2025-05-07 18:29:38;10.26
2025-05-07 18:29:37;18.76
2025-05-07 18:29:36;27.26
2025-05-07 18:29:35;35.76
2025-05-07 18:29:34;44.26
2025-05-07 18:29:33;52.76
2025-05-07 18:29:32;61.26
2025-05-07 18:29:31;69.76
2025-05-07 18:29:30;78.26
2025-05-07 18:29:29;86.76
2025-05-07 18:29:28;95.26
2025-05-07 18:29:27;96.22
2025-05-07 18:29:26;87.72
2025-05-07 18:29:25;79.22
2025-05-07 18:29:24;70.72
2025-05-07 18:29:23;62.22
2025-05-07 18:29:22;53.72
2025-05-07 18:29:21;45.22
2025-05-07 18:29:20;36.72
2025-05-07 18:29:19;28.22
2025-05-07 18:29:18;19.72
2025-05-07 18:29:17;11.22
2025-05-07 18:29:16;2.72
2025-05-07 18:29:15;5.78
2025-05-07 18:29:14;14.28
2025-05-07 18:29:13;22.78
2025-05-07 18:29:12;31.28
2025-05-07 18:29:11;39.78
2025-05-07 18:29:10;48.28
2025-05-07 18:29:09;56.78
2025-05-07 18:29:08;65.28
2025-05-07 18:29:07;73.78
2025-05-07 18:29:06;82.28
2025-05-07 18:29:05;90.78
2025-05-07 18:29:04;99.28
2025-05-07 18:29:03;92.20
2025-05-07 18:29:02;83.70
2025-05-07 18:29:01;75.20
2025-05-07 18:29:00;66.70
2025-05-07 18:28:59;58.20
2025-05-07 18:28:58;49.70
2025-05-07 18:28:57;41.20
2025-05-07 18:28:56;32.70
2025-05-07 18:28:55;24.20
2025-05-07 18:28:54;15.70
2025-05-07 18:28:53;7.20
2025-05-07 18:28:52;1.30
2025-05-07 18:28:51;9.80
2025-05-07 18:28:50;18.30
2025-05-07 18:28:49;26.80
2025-05-07 18:28:48;35.30
2025-05-07 18:28:47;43.80
2025-05-07 18:28:46;52.30
2025-05-07 18:28:45;60.80
2025-05-07 18:28:44;69.30
2025-05-07 18:28:43;77.80
2025-05-07 18:28:42;86.30
2025-05-07 18:28:41;94.80
2025-05-07 18:28:40;96.68
2025-05-07 18:28:39;88.18
2025-05-07 18:28:38;79.68
2025-05-07 18:28:37;71.18
2025-05-07 18:28:36;62.68
2025-05-07 18:28:35;54.18
2025-05-07 18:28:34;45.68
2025-05-07 18:28:33;37.18
2025-05-07 18:28:32;28.68
2025-05-07 18:28:31;20.18
2025-05-07 18:28:30;11.68
2025-05-07 18:28:29;3.18
2025-05-07 18:28:28;5.32
2025-05-07 18:28:27;13.82
2025-05-07 18:28:26;22.32
2025-05-07 18:28:25;30.82
2025-05-07 18:28:24;39.32
2025-05-07 18:28:23;47.82
2025-05-07 18:28:22;56.32
2025-05-07 18:28:21;64.82
2025-05-07 18:28:20;73.32
2025-05-07 18:28:19;81.82
2025-05-07 18:28:18;90.32
2025-05-07 18:28:17;98.82
2025-05-07 18:28:16;92.66
2025-05-07 18:28:15;84.16
2025-05-07 18:28:14;75.66
2025-05-07 18:28:13;67.16
2025-05-07 18:28:12;58.66
2025-05-07 18:28:11;50.16
2025-05-07 18:28:10;41.66
2025-05-07 18:28:09;33.16
2025-05-07 18:28:08;24.66
2025-05-07 18:28:07;16.16
2025-05-07 18:28:06;7.66
2025-05-07 18:28:05;0.84
2025-05-07 18:28:04;9.34
2025-05-07 18:28:03;17.84
2025-05-07 18:28:02;26.34
2025-05-07 18:28:01;34.84
2025-05-07 18:28:00;43.34
2025-05-07 18:27:59;51.84
2025-05-07 18:27:58;60.34
2025-05-07 18:27:57;68.84
2025-05-07 18:27:56;77.34
2025-05-07 18:27:55;85.84
2025-05-07 18:27:54;94.34
2025-05-07 18:27:53;97.14
2025-05-07 18:27:52;88.64
2025-05-07 18:27:51;80.14
2025-05-07 18:27:50;71.64
2025-05-07 18:27:49;63.14
2025-05-07 18:27:48;54.64
2025-05-07 18:27:47;46.14
2025-05-07 18:27:46;37.64
2025-05-07 18:27:45;29.14
2025-05-07 18:27:44;20.64
2025-05-07 18:27:43;12.14
2025-05-07 18:27:42;3.64
2025-05-07 18:27:41;4.86
2025-05-07 18:27:40;13.36
2025-05-07 18:27:39;21.86
2025-05-07 18:27:38;30.36
2025-05-07 18:27:37;38.86
2025-05-07 18:27:36;47.36
2025-05-07 18:27:35;55.86
2025-05-07 18:27:34;64.36
2025-05-07 18:27:33;72.86
2025-05-07 18:27:32;81.36
2025-05-07 18:27:31;89.86
2025-05-07 18:27:30;98.36
2025-05-07 18:27:29;93.12
2025-05-07 18:27:28;84.62
2025-05-07 18:27:27;76.12
2025-05-07 18:27:26;67.62
2025-05-07 18:27:25;59.12
2025-05-07 18:27:24;50.62
2025-05-07 18:27:23;42.12
2025-05-07 18:27:22;33.62
2025-05-07 18:27:21;25.12
2025-05-07 18:27:20;16.62
2025-05-07 18:27:19;8.12
2025-05-07 18:27:18;0.38
2025-05-07 18:27:17;8.88
2025-05-07 18:27:16;17.38
2025-05-07 18:27:15;25.88
2025-05-07 18:27:14;34.38
2025-05-07 18:27:13;42.88
2025-05-07 18:27:12;51.38
2025-05-07 18:27:11;59.88
2025-05-07 18:27:10;68.38
2025-05-07 18:27:09;76.88
2025-05-07 18:27:08;85.38
2025-05-07 18:27:07;93.88
2025-05-07 18:27:06;97.60
2025-05-07 18:27:05;89.10
2025-05-07 18:27:04;80.60
2025-05-07 18:27:03;72.10
2025-05-07 18:27:02;63.60
2025-05-07 18:27:01;55.10
2025-05-07 18:27:00;46.60
2025-05-07 18:26:59;38.10
2025-05-07 18:26:58;29.60
2025-05-07 18:26:57;21.10
2025-05-07 18:26:56;12.60
2025-05-07 18:26:55;4.10
2025-05-07 18:26:54;4.40
2025-05-07 18:26:53;12.90
2025-05-07 18:26:52;21.40
2025-05-07 18:26:51;29.90
2025-05-07 18:26:50;38.40
2025-05-07 18:26:49;46.90
2025-05-07 18:26:48;55.40
2025-05-07 18:26:47;63.90
2025-05-07 18:26:46;72.40
2025-05-07 18:26:45;80.90
2025-05-07 18:26:44;89.40
2025-05-07 18:26:43;97.90
2025-05-07 18:26:42;93.58
2025-05-07 18:26:41;85.08
2025-05-07 18:26:40;76.58
2025-05-07 18:26:39;68.08
2025-05-07 18:26:38;59.58
2025-05-07 18:26:37;51.08
2025-05-07 18:26:36;42.58
2025-05-07 18:26:35;34.08
2025-05-07 18:26:34;25.58
2025-05-07 18:26:33;17.08
2025-05-07 18:26:32;8.58
2025-05-07 18:26:31;0.08
2025-05-07 18:26:30;8.42
2025-05-07 18:26:29;16.92
2025-05-07 18:26:28;25.42
2025-05-07 18:26:27;33.92
2025-05-07 18:26:26;42.42
2025-05-07 18:26:25;50.92
2025-05-07 18:26:24;59.42
2025-05-07 18:26:23;67.92
2025-05-07 18:26:22;76.42
2025-05-07 18:26:21;84.92
2025-05-07 18:26:20;93.42
2025-05-07 18:26:19;98.06
2025-05-07 18:26:18;89.56
2025-05-07 18:26:17;81.06
2025-05-07 18:26:16;72.56
2025-05-07 18:26:15;64.06
2025-05-07 18:26:14;55.56
2025-05-07 18:26:13;47.06
2025-05-07 18:26:12;38.56
2025-05-07 18:26:11;30.06
2025-05-07 18:26:10;21.56
2025-05-07 18:26:09;13.06
2025-05-07 18:26:08;4.56
2025-05-07 18:26:07;3.94
2025-05-07 18:26:06;12.44
2025-05-07 18:26:05;20.94
2025-05-07 18:26:04;29.44
2025-05-07 18:26:03;37.94
2025-05-07 18:26:02;46.44
2025-05-07 18:26:01;54.94
2025-05-07 18:26:00;63.44
2025-05-07 18:25:59;71.94
2025-05-07 18:25:58;80.44
2025-05-07 18:25:57;88.94
2025-05-07 18:25:56;97.44
2025-05-07 18:25:55;94.04
2025-05-07 18:25:54;85.54
2025-05-07 18:25:53;77.04
2025-05-07 18:25:52;68.54
2025-05-07 18:25:51;60.04
2025-05-07 18:25:50;51.54
2025-05-07 18:25:49;43.04
2025-05-07 18:25:48;34.54
2025-05-07 18:25:47;26.04
2025-05-07 18:25:46;17.54
2025-05-07 18:25:45;9.04
2025-05-07 18:25:44;0.54
2025-05-07 18:25:43;7.96
2025-05-07 18:25:42;16.46
2025-05-07 18:25:41;24.96
2025-05-07 18:25:40;33.46
2025-05-07 18:25:39;41.96
2025-05-07 18:25:38;50.46
2025-05-07 18:25:37;58.96
2025-05-07 18:25:36;67.46
2025-05-07 18:25:35;75.96
2025-05-07 18:25:34;84.46
2025-05-07 18:25:33;92.96
2025-05-07 18:25:32;98.52
2025-05-07 18:25:31;90.02
2025-05-07 18:25:30;81.52
2025-05-07 18:25:29;73.02
2025-05-07 18:25:28;64.52
2025-05-07 18:25:27;56.02
2025-05-07 18:25:26;47.52
2025-05-07 18:25:25;39.02
2025-05-07 18:25:24;30.52
2025-05-07 18:25:23;22.02
2025-05-07 18:25:22;13.52
2025-05-07 18:25:21;5.02
2025-05-07 18:25:20;3.48
2025-05-07 18:25:19;11.98
2025-05-07 18:25:18;20.48
2025-05-07 18:25:17;28.98
2025-05-07 18:25:16;37.48
2025-05-07 18:25:15;45.98
2025-05-07 18:25:14;54.48
2025-05-07 18:25:13;62.98
2025-05-07 18:25:12;71.48
2025-05-07 18:25:11;79.98
2025-05-07 18:25:10;88.48
2025-05-07 18:25:09;96.98
2025-05-07 18:25:08;94.50
2025-05-07 18:25:07;86.00
2025-05-07 18:25:06;77.50
2025-05-07 18:25:05;69.00
2025-05-07 18:25:04;60.50
2025-05-07 18:25:03;52.00
2025-05-07 18:25:02;43.50
2025-05-07 18:25:01;35.00
2025-05-07 18:25:00;26.50
2025-05-07 18:24:59;18.00
2025-05-07 18:24:58;9.50
2025-05-07 18:24:57;1.00
2025-05-07 18:24:56;7.50
2025-05-07 18:24:55;16.00
2025-05-07 18:24:54;24.50
2025-05-07 18:24:53;33.00
2025-05-07 18:24:52;41.50
2025-05-07 18:24:51;50.00
2025-05-07 18:24:50;58.50
2025-05-07 18:24:49;67.00
2025-05-07 18:24:48;75.50
2025-05-07 18:24:47;84.00
2025-05-07 18:24:46;92.50
2025-05-07 18:24:45;98.98
2025-05-07 18:24:44;90.48
2025-05-07 18:24:43;81.98
2025-05-07 18:24:42;73.48
2025-05-07 18:24:41;64.98
2025-05-07 18:24:40;56.48
2025-05-07 18:24:39;47.98
2025-05-07 18:24:38;39.48
2025-05-07 18:24:37;30.98
2025-05-07 18:24:36;22.48
2025-05-07 18:24:35;13.98
2025-05-07 18:24:34;5.48
2025-05-07 18:24:33;3.02
2025-05-07 18:24:32;11.52
2025-05-07 18:24:31;20.02
2025-05-07 18:24:30;28.52
2025-05-07 18:24:29;37.02
2025-05-07 18:24:28;45.52
2025-05-07 18:24:27;54.02
2025-05-07 18:24:26;62.52
2025-05-07 18:24:25;71.02
2025-05-07 18:24:24;79.52
2025-05-07 18:24:23;88.02
2025-05-07 18:24:22;96.52
2025-05-07 18:24:21;94.96
2025-05-07 18:24:20;86.46
2025-05-07 18:24:19;77.96
2025-05-07 18:24:18;69.46
2025-05-07 18:24:17;60.96
2025-05-07 18:24:16;52.46
2025-05-07 18:24:15;43.96
2025-05-07 18:24:14;35.46
2025-05-07 18:24:13;26.96
2025-05-07 18:24:12;18.46
2025-05-07 18:24:11;9.96
2025-05-07 18:24:10;1.46
2025-05-07 18:24:09;7.04
2025-05-07 18:24:08;15.54
2025-05-07 18:24:07;24.04
2025-05-07 18:24:06;32.54
2025-05-07 18:24:05;41.04
2025-05-07 18:24:04;49.54
2025-05-07 18:24:03;58.04
2025-05-07 18:24:02;66.54
2025-05-07 18:24:01;75.04
2025-05-07 18:24:00;83.54
2025-05-07 18:23:59;92.04
2025-05-07 18:23:58;99.44
2025-05-07 18:23:57;90.94
2025-05-07 18:23:56;82.44
2025-05-07 18:23:55;73.94
2025-05-07 18:23:54;65.44
2025-05-07 18:23:53;56.94
2025-05-07 18:23:52;48.44
2025-05-07 18:23:51;39.94
2025-05-07 18:23:50;31.44
2025-05-07 18:23:49;22.94
2025-05-07 18:23:48;14.44
2025-05-07 18:23:47;5.94
2025-05-07 18:23:46;2.56
2025-05-07 18:23:45;11.06
2025-05-07 18:23:44;19.56
2025-05-07 18:23:43;28.06
2025-05-07 18:23:42;36.56
2025-05-07 18:23:41;45.06
2025-05-07 18:23:40;53.56
2025-05-07 18:23:39;62.06
2025-05-07 18:23:38;70.56
2025-05-07 18:23:37;79.06
2025-05-07 18:23:36;87.56
2025-05-07 18:23:35;96.06
2025-05-07 18:23:34;95.42
2025-05-07 18:23:33;86.92
2025-05-07 18:23:32;78.42
2025-05-07 18:23:31;69.92
2025-05-07 18:23:30;61.42
2025-05-07 18:23:29;52.92
2025-05-07 18:23:28;44.42
2025-05-07 18:23:27;35.92
2025-05-07 18:23:26;27.42
2025-05-07 18:23:25;18.92
2025-05-07 18:23:24;10.42
2025-05-07 18:23:23;1.92
2025-05-07 18:23:22;6.58
2025-05-07 18:23:21;15.08
2025-05-07 18:23:20;23.58
2025-05-07 18:23:19;32.08
2025-05-07 18:23:18;40.58
2025-05-07 18:23:17;49.08
2025-05-07 18:23:16;57.58
2025-05-07 18:23:15;66.08
2025-05-07 18:23:14;74.58
2025-05-07 18:23:13;83.08
2025-05-07 18:23:12;91.58
2025-05-07 18:23:11;99.90
2025-05-07 18:23:10;91.40
2025-05-07 18:23:09;82.90
2025-05-07 18:23:08;74.40
2025-05-07 18:23:07;65.90
2025-05-07 18:23:06;57.40
2025-05-07 18:23:05;48.90
2025-05-07 18:23:04;40.40
2025-05-07 18:23:03;31.90
2025-05-07 18:23:02;23.40
2025-05-07 18:23:01;14.90
2025-05-07 18:23:00;6.40
2025-05-07 18:22:59;2.10
2025-05-07 18:22:58;10.60
2025-05-07 18:22:57;19.10
2025-05-07 18:22:56;27.60
2025-05-07 18:22:55;36.10
2025-05-07 18:22:54;44.60
2025-05-07 18:22:53;53.10
2025-05-07 18:22:52;61.60
2025-05-07 18:22:51;70.10
2025-05-07 18:22:50;78.60
2025-05-07 18:22:49;87.10
2025-05-07 18:22:48;95.60
2025-05-07 18:22:47;95.88
