Fecha y Hora;KV-5011 - Válvula bypass entrada E-501
2025-05-07 18:34:25;24780.00
2025-05-07 18:34:24;16280.00
2025-05-07 18:34:23;7780.00
2025-05-07 18:34:22;720.00
2025-05-07 18:34:21;9220.00
2025-05-07 18:34:20;17720.00
2025-05-07 18:34:19;26220.00
2025-05-07 18:34:18;34720.00
2025-05-07 18:34:17;43220.00
2025-05-07 18:34:16;51720.00
2025-05-07 18:34:15;60220.00
2025-05-07 18:34:14;68720.00
2025-05-07 18:34:13;77220.00
2025-05-07 18:34:12;85720.00
2025-05-07 18:34:11;94220.00
2025-05-07 18:34:10;97260.00
2025-05-07 18:34:09;88760.00
2025-05-07 18:34:08;80260.00
2025-05-07 18:34:07;71760.00
2025-05-07 18:34:06;63260.00
2025-05-07 18:34:05;54760.00
2025-05-07 18:34:04;46260.00
2025-05-07 18:34:03;37760.00
2025-05-07 18:34:02;29260.00
2025-05-07 18:34:01;20760.00
2025-05-07 18:34:00;12260.00
2025-05-07 18:33:59;3760.00
2025-05-07 18:33:58;4740.00
2025-05-07 18:33:57;13240.00
2025-05-07 18:33:56;21740.00
2025-05-07 18:33:55;30240.00
2025-05-07 18:33:54;38740.00
2025-05-07 18:33:53;47240.00
2025-05-07 18:33:52;55740.00
2025-05-07 18:33:51;64240.00
2025-05-07 18:33:50;72740.00
2025-05-07 18:33:49;81240.00
2025-05-07 18:33:48;89740.00
2025-05-07 18:33:47;98240.00
2025-05-07 18:33:46;93240.00
2025-05-07 18:33:45;84740.00
2025-05-07 18:33:44;76240.00
2025-05-07 18:33:43;67740.00
2025-05-07 18:33:42;59240.00
2025-05-07 18:33:41;50740.00
2025-05-07 18:33:40;42240.00
2025-05-07 18:33:39;33740.00
2025-05-07 18:33:38;25240.00
2025-05-07 18:33:37;16740.00
2025-05-07 18:33:36;8240.00
2025-05-07 18:33:35;260.00
2025-05-07 18:33:34;8760.00
2025-05-07 18:33:33;17260.00
2025-05-07 18:33:32;25760.00
2025-05-07 18:33:31;34260.00
2025-05-07 18:33:30;42760.00
2025-05-07 18:33:29;51260.00
2025-05-07 18:33:28;59760.00
2025-05-07 18:33:27;68260.00
2025-05-07 18:33:26;76760.00
2025-05-07 18:33:25;85260.00
2025-05-07 18:33:24;93760.00
2025-05-07 18:33:23;97720.00
2025-05-07 18:33:22;89220.00
2025-05-07 18:33:21;80720.00
2025-05-07 18:33:20;72220.00
2025-05-07 18:33:19;63720.00
2025-05-07 18:33:18;55220.00
2025-05-07 18:33:17;46720.00
2025-05-07 18:33:16;38220.00
2025-05-07 18:33:15;29720.00
2025-05-07 18:33:14;21220.00
2025-05-07 18:33:13;12720.00
2025-05-07 18:33:12;4220.00
2025-05-07 18:33:11;4280.00
2025-05-07 18:33:10;12780.00
2025-05-07 18:33:09;21280.00
2025-05-07 18:33:08;29780.00
2025-05-07 18:33:07;38280.00
2025-05-07 18:33:06;46780.00
2025-05-07 18:33:05;55280.00
2025-05-07 18:33:04;63780.00
2025-05-07 18:33:03;72280.00
2025-05-07 18:33:02;80780.00
2025-05-07 18:33:01;89280.00
2025-05-07 18:33:00;97780.00
2025-05-07 18:32:59;93700.00
2025-05-07 18:32:58;85200.00
2025-05-07 18:32:57;76700.00
2025-05-07 18:32:56;68200.00
2025-05-07 18:32:55;59700.00
2025-05-07 18:32:54;51200.00
2025-05-07 18:32:53;42700.00
2025-05-07 18:32:52;34200.00
2025-05-07 18:32:51;25700.00
2025-05-07 18:32:50;17200.00
2025-05-07 18:32:49;8700.00
2025-05-07 18:32:48;200.00
2025-05-07 18:32:47;8300.00
2025-05-07 18:32:46;16800.00
2025-05-07 18:32:45;25300.00
2025-05-07 18:32:44;33800.00
2025-05-07 18:32:43;42300.00
2025-05-07 18:32:42;50800.00
2025-05-07 18:32:41;59300.00
2025-05-07 18:32:40;67800.00
2025-05-07 18:32:39;76300.00
2025-05-07 18:32:38;84800.00
2025-05-07 18:32:37;93300.00
2025-05-07 18:32:36;98180.00
2025-05-07 18:32:35;89680.00
2025-05-07 18:32:34;81180.00
2025-05-07 18:32:33;72680.00
2025-05-07 18:32:32;64180.00
2025-05-07 18:32:31;55680.00
2025-05-07 18:32:30;47180.00
2025-05-07 18:32:29;38680.00
2025-05-07 18:32:28;30180.00
2025-05-07 18:32:27;21680.00
2025-05-07 18:32:26;13180.00
2025-05-07 18:32:25;4680.00
2025-05-07 18:32:24;3820.00
2025-05-07 18:32:23;12320.00
2025-05-07 18:32:22;20820.00
2025-05-07 18:32:21;29320.00
2025-05-07 18:32:20;37820.00
2025-05-07 18:32:19;46320.00
2025-05-07 18:32:18;54820.00
2025-05-07 18:32:17;63320.00
2025-05-07 18:32:16;71820.00
2025-05-07 18:32:15;80320.00
2025-05-07 18:32:14;88820.00
2025-05-07 18:32:13;97320.00
2025-05-07 18:32:12;94160.00
2025-05-07 18:32:11;85660.00
2025-05-07 18:32:10;77160.00
2025-05-07 18:32:09;68660.00
2025-05-07 18:32:08;60160.00
2025-05-07 18:32:07;51660.00
2025-05-07 18:32:06;43160.00
2025-05-07 18:32:05;34660.00
2025-05-07 18:32:04;26160.00
2025-05-07 18:32:03;17660.00
2025-05-07 18:32:02;9160.00
2025-05-07 18:32:01;660.00
2025-05-07 18:32:00;7840.00
2025-05-07 18:31:59;16340.00
2025-05-07 18:31:58;24840.00
2025-05-07 18:31:57;33340.00
2025-05-07 18:31:56;41840.00
2025-05-07 18:31:55;50340.00
2025-05-07 18:31:54;58840.00
2025-05-07 18:31:53;67340.00
2025-05-07 18:31:52;75840.00
2025-05-07 18:31:51;84340.00
2025-05-07 18:31:50;92840.00
2025-05-07 18:31:49;98640.00
2025-05-07 18:31:48;90140.00
2025-05-07 18:31:47;81640.00
2025-05-07 18:31:46;73140.00
2025-05-07 18:31:45;64640.00
2025-05-07 18:31:44;56140.00
2025-05-07 18:31:43;47640.00
2025-05-07 18:31:42;39140.00
2025-05-07 18:31:41;30640.00
2025-05-07 18:31:40;22140.00
2025-05-07 18:31:39;13640.00
2025-05-07 18:31:38;5140.00
2025-05-07 18:31:37;3360.00
2025-05-07 18:31:36;11860.00
2025-05-07 18:31:35;20360.00
2025-05-07 18:31:34;28860.00
2025-05-07 18:31:33;37360.00
2025-05-07 18:31:32;45860.00
2025-05-07 18:31:31;54360.00
2025-05-07 18:31:30;62860.00
2025-05-07 18:31:29;71360.00
2025-05-07 18:31:28;79860.00
2025-05-07 18:31:27;88360.00
2025-05-07 18:31:26;96860.00
2025-05-07 18:31:25;94620.00
2025-05-07 18:31:24;86120.00
2025-05-07 18:31:23;77620.00
2025-05-07 18:31:22;69120.00
2025-05-07 18:31:21;60620.00
2025-05-07 18:31:20;52120.00
2025-05-07 18:31:19;43620.00
2025-05-07 18:31:18;35120.00
2025-05-07 18:31:17;26620.00
2025-05-07 18:31:16;18120.00
2025-05-07 18:31:15;9620.00
2025-05-07 18:31:14;1120.00
2025-05-07 18:31:13;7380.00
2025-05-07 18:31:12;15880.00
2025-05-07 18:31:11;24380.00
2025-05-07 18:31:10;32880.00
2025-05-07 18:31:09;41380.00
2025-05-07 18:31:08;49880.00
2025-05-07 18:31:07;58380.00
2025-05-07 18:31:06;66880.00
2025-05-07 18:31:05;75380.00
2025-05-07 18:31:04;83880.00
2025-05-07 18:31:03;92380.00
2025-05-07 18:31:02;99100.00
2025-05-07 18:31:01;90600.00
2025-05-07 18:31:00;82100.00
2025-05-07 18:30:59;73600.00
2025-05-07 18:30:58;65100.00
2025-05-07 18:30:57;56600.00
2025-05-07 18:30:56;48100.00
2025-05-07 18:30:55;39600.00
2025-05-07 18:30:54;31100.00
2025-05-07 18:30:53;22600.00
2025-05-07 18:30:52;14100.00
2025-05-07 18:30:51;5600.00
2025-05-07 18:30:50;2900.00
2025-05-07 18:30:49;11400.00
2025-05-07 18:30:48;19900.00
2025-05-07 18:30:47;28400.00
2025-05-07 18:30:46;36900.00
2025-05-07 18:30:45;45400.00
2025-05-07 18:30:44;53900.00
2025-05-07 18:30:43;62400.00
2025-05-07 18:30:42;70900.00
2025-05-07 18:30:41;79400.00
2025-05-07 18:30:40;87900.00
2025-05-07 18:30:39;96400.00
2025-05-07 18:30:38;95080.00
2025-05-07 18:30:37;86580.00
2025-05-07 18:30:36;78080.00
2025-05-07 18:30:35;69580.00
2025-05-07 18:30:34;61080.00
2025-05-07 18:30:33;52580.00
2025-05-07 18:30:32;44080.00
2025-05-07 18:30:31;35580.00
2025-05-07 18:30:30;27080.00
2025-05-07 18:30:29;18580.00
2025-05-07 18:30:28;10080.00
2025-05-07 18:30:27;1580.00
2025-05-07 18:30:26;6920.00
2025-05-07 18:30:25;15420.00
2025-05-07 18:30:24;23920.00
2025-05-07 18:30:23;32420.00
2025-05-07 18:30:22;40920.00
2025-05-07 18:30:21;49420.00
2025-05-07 18:30:20;57920.00
2025-05-07 18:30:19;66420.00
2025-05-07 18:30:18;74920.00
2025-05-07 18:30:17;83420.00
2025-05-07 18:30:16;91920.00
2025-05-07 18:30:15;99560.00
2025-05-07 18:30:14;91060.00
2025-05-07 18:30:13;82560.00
2025-05-07 18:30:12;74060.00
2025-05-07 18:30:11;65560.00
2025-05-07 18:30:10;57060.00
2025-05-07 18:30:09;48560.00
2025-05-07 18:30:08;40060.00
2025-05-07 18:30:07;31560.00
2025-05-07 18:30:06;23060.00
2025-05-07 18:30:05;14560.00
2025-05-07 18:30:04;6060.00
2025-05-07 18:30:03;2440.00
2025-05-07 18:30:02;10940.00
2025-05-07 18:30:01;19440.00
2025-05-07 18:30:00;27940.00
2025-05-07 18:29:59;36440.00
2025-05-07 18:29:58;44940.00
2025-05-07 18:29:57;53440.00
2025-05-07 18:29:56;61940.00
2025-05-07 18:29:55;70440.00
2025-05-07 18:29:54;78940.00
2025-05-07 18:29:53;87440.00
2025-05-07 18:29:52;95940.00
2025-05-07 18:29:51;95540.00
2025-05-07 18:29:50;87040.00
2025-05-07 18:29:49;78540.00
2025-05-07 18:29:48;70040.00
2025-05-07 18:29:47;61540.00
2025-05-07 18:29:46;53040.00
2025-05-07 18:29:45;44540.00
2025-05-07 18:29:44;36040.00
2025-05-07 18:29:43;27540.00
2025-05-07 18:29:42;19040.00
2025-05-07 18:29:41;10540.00
2025-05-07 18:29:40;2040.00
2025-05-07 18:29:39;6460.00
2025-05-07 18:29:38;14960.00
2025-05-07 18:29:37;23460.00
2025-05-07 18:29:36;31960.00
2025-05-07 18:29:35;40460.00
2025-05-07 18:29:34;48960.00
2025-05-07 18:29:33;57460.00
2025-05-07 18:29:32;65960.00
2025-05-07 18:29:31;74460.00
2025-05-07 18:29:30;82960.00
2025-05-07 18:29:29;91460.00
2025-05-07 18:29:28;99960.00
2025-05-07 18:29:27;91520.00
2025-05-07 18:29:26;83020.00
2025-05-07 18:29:25;74520.00
2025-05-07 18:29:24;66020.00
2025-05-07 18:29:23;57520.00
2025-05-07 18:29:22;49020.00
2025-05-07 18:29:21;40520.00
2025-05-07 18:29:20;32020.00
2025-05-07 18:29:19;23520.00
2025-05-07 18:29:18;15020.00
2025-05-07 18:29:17;6520.00
2025-05-07 18:29:16;1980.00
2025-05-07 18:29:15;10480.00
2025-05-07 18:29:14;18980.00
2025-05-07 18:29:13;27480.00
2025-05-07 18:29:12;35980.00
2025-05-07 18:29:11;44480.00
2025-05-07 18:29:10;52980.00
2025-05-07 18:29:09;61480.00
2025-05-07 18:29:08;69980.00
2025-05-07 18:29:07;78480.00
2025-05-07 18:29:06;86980.00
2025-05-07 18:29:05;95480.00
2025-05-07 18:29:04;96000.00
2025-05-07 18:29:03;87500.00
2025-05-07 18:29:02;79000.00
2025-05-07 18:29:01;70500.00
2025-05-07 18:29:00;62000.00
2025-05-07 18:28:59;53500.00
2025-05-07 18:28:58;45000.00
2025-05-07 18:28:57;36500.00
2025-05-07 18:28:56;28000.00
2025-05-07 18:28:55;19500.00
2025-05-07 18:28:54;11000.00
2025-05-07 18:28:53;2500.00
2025-05-07 18:28:52;6000.00
2025-05-07 18:28:51;14500.00
2025-05-07 18:28:50;23000.00
2025-05-07 18:28:49;31500.00
2025-05-07 18:28:48;40000.00
2025-05-07 18:28:47;48500.00
2025-05-07 18:28:46;57000.00
2025-05-07 18:28:45;65500.00
2025-05-07 18:28:44;74000.00
2025-05-07 18:28:43;82500.00
2025-05-07 18:28:42;91000.00
2025-05-07 18:28:41;99500.00
2025-05-07 18:28:40;91980.00
2025-05-07 18:28:39;83480.00
2025-05-07 18:28:38;74980.00
2025-05-07 18:28:37;66480.00
2025-05-07 18:28:36;57980.00
2025-05-07 18:28:35;49480.00
2025-05-07 18:28:34;40980.00
2025-05-07 18:28:33;32480.00
2025-05-07 18:28:32;23980.00
2025-05-07 18:28:31;15480.00
2025-05-07 18:28:30;6980.00
2025-05-07 18:28:29;1520.00
2025-05-07 18:28:28;10020.00
2025-05-07 18:28:27;18520.00
2025-05-07 18:28:26;27020.00
2025-05-07 18:28:25;35520.00
2025-05-07 18:28:24;44020.00
2025-05-07 18:28:23;52520.00
2025-05-07 18:28:22;61020.00
2025-05-07 18:28:21;69520.00
2025-05-07 18:28:20;78020.00
2025-05-07 18:28:19;86520.00
2025-05-07 18:28:18;95020.00
2025-05-07 18:28:17;96460.00
2025-05-07 18:28:16;87960.00
2025-05-07 18:28:15;79460.00
2025-05-07 18:28:14;70960.00
2025-05-07 18:28:13;62460.00
2025-05-07 18:28:12;53960.00
2025-05-07 18:28:11;45460.00
2025-05-07 18:28:10;36960.00
2025-05-07 18:28:09;28460.00
2025-05-07 18:28:08;19960.00
2025-05-07 18:28:07;11460.00
2025-05-07 18:28:06;2960.00
2025-05-07 18:28:05;5540.00
2025-05-07 18:28:04;14040.00
2025-05-07 18:28:03;22540.00
2025-05-07 18:28:02;31040.00
2025-05-07 18:28:01;39540.00
2025-05-07 18:28:00;48040.00
2025-05-07 18:27:59;56540.00
2025-05-07 18:27:58;65040.00
2025-05-07 18:27:57;73540.00
2025-05-07 18:27:56;82040.00
2025-05-07 18:27:55;90540.00
2025-05-07 18:27:54;99040.00
2025-05-07 18:27:53;92440.00
2025-05-07 18:27:52;83940.00
2025-05-07 18:27:51;75440.00
2025-05-07 18:27:50;66940.00
2025-05-07 18:27:49;58440.00
2025-05-07 18:27:48;49940.00
2025-05-07 18:27:47;41440.00
2025-05-07 18:27:46;32940.00
2025-05-07 18:27:45;24440.00
2025-05-07 18:27:44;15940.00
2025-05-07 18:27:43;7440.00
2025-05-07 18:27:42;1060.00
2025-05-07 18:27:41;9560.00
2025-05-07 18:27:40;18060.00
2025-05-07 18:27:39;26560.00
2025-05-07 18:27:38;35060.00
2025-05-07 18:27:37;43560.00
2025-05-07 18:27:36;52060.00
2025-05-07 18:27:35;60560.00
2025-05-07 18:27:34;69060.00
2025-05-07 18:27:33;77560.00
2025-05-07 18:27:32;86060.00
2025-05-07 18:27:31;94560.00
2025-05-07 18:27:30;96920.00
2025-05-07 18:27:29;88420.00
2025-05-07 18:27:28;79920.00
2025-05-07 18:27:27;71420.00
2025-05-07 18:27:26;62920.00
2025-05-07 18:27:25;54420.00
2025-05-07 18:27:24;45920.00
2025-05-07 18:27:23;37420.00
2025-05-07 18:27:22;28920.00
2025-05-07 18:27:21;20420.00
2025-05-07 18:27:20;11920.00
2025-05-07 18:27:19;3420.00
2025-05-07 18:27:18;5080.00
2025-05-07 18:27:17;13580.00
2025-05-07 18:27:16;22080.00
2025-05-07 18:27:15;30580.00
2025-05-07 18:27:14;39080.00
2025-05-07 18:27:13;47580.00
2025-05-07 18:27:12;56080.00
2025-05-07 18:27:11;64580.00
2025-05-07 18:27:10;73080.00
2025-05-07 18:27:09;81580.00
2025-05-07 18:27:08;90080.00
2025-05-07 18:27:07;98580.00
2025-05-07 18:27:06;92900.00
2025-05-07 18:27:05;84400.00
2025-05-07 18:27:04;75900.00
2025-05-07 18:27:03;67400.00
2025-05-07 18:27:02;58900.00
2025-05-07 18:27:01;50400.00
2025-05-07 18:27:00;41900.00
2025-05-07 18:26:59;33400.00
2025-05-07 18:26:58;24900.00
2025-05-07 18:26:57;16400.00
2025-05-07 18:26:56;7900.00
2025-05-07 18:26:55;600.00
2025-05-07 18:26:54;9100.00
2025-05-07 18:26:53;17600.00
2025-05-07 18:26:52;26100.00
2025-05-07 18:26:51;34600.00
2025-05-07 18:26:50;43100.00
2025-05-07 18:26:49;51600.00
2025-05-07 18:26:48;60100.00
2025-05-07 18:26:47;68600.00
2025-05-07 18:26:46;77100.00
2025-05-07 18:26:45;85600.00
2025-05-07 18:26:44;94100.00
2025-05-07 18:26:43;97380.00
2025-05-07 18:26:42;88880.00
2025-05-07 18:26:41;80380.00
2025-05-07 18:26:40;71880.00
2025-05-07 18:26:39;63380.00
2025-05-07 18:26:38;54880.00
2025-05-07 18:26:37;46380.00
2025-05-07 18:26:36;37880.00
2025-05-07 18:26:35;29380.00
2025-05-07 18:26:34;20880.00
2025-05-07 18:26:33;12380.00
2025-05-07 18:26:32;3880.00
2025-05-07 18:26:31;4620.00
2025-05-07 18:26:30;13120.00
2025-05-07 18:26:29;21620.00
2025-05-07 18:26:28;30120.00
2025-05-07 18:26:27;38620.00
2025-05-07 18:26:26;47120.00
2025-05-07 18:26:25;55620.00
2025-05-07 18:26:24;64120.00
2025-05-07 18:26:23;72620.00
2025-05-07 18:26:22;81120.00
2025-05-07 18:26:21;89620.00
2025-05-07 18:26:20;98120.00
2025-05-07 18:26:19;93360.00
2025-05-07 18:26:18;84860.00
2025-05-07 18:26:17;76360.00
2025-05-07 18:26:16;67860.00
2025-05-07 18:26:15;59360.00
2025-05-07 18:26:14;50860.00
2025-05-07 18:26:13;42360.00
2025-05-07 18:26:12;33860.00
2025-05-07 18:26:11;25360.00
2025-05-07 18:26:10;16860.00
2025-05-07 18:26:09;8360.00
2025-05-07 18:26:08;140.00
2025-05-07 18:26:07;8640.00
2025-05-07 18:26:06;17140.00
2025-05-07 18:26:05;25640.00
2025-05-07 18:26:04;34140.00
2025-05-07 18:26:03;42640.00
2025-05-07 18:26:02;51140.00
2025-05-07 18:26:01;59640.00
2025-05-07 18:26:00;68140.00
2025-05-07 18:25:59;76640.00
2025-05-07 18:25:58;85140.00
2025-05-07 18:25:57;93640.00
2025-05-07 18:25:56;97840.00
2025-05-07 18:25:55;89340.00
2025-05-07 18:25:54;80840.00
2025-05-07 18:25:53;72340.00
2025-05-07 18:25:52;63840.00
2025-05-07 18:25:51;55340.00
2025-05-07 18:25:50;46840.00
2025-05-07 18:25:49;38340.00
2025-05-07 18:25:48;29840.00
2025-05-07 18:25:47;21340.00
2025-05-07 18:25:46;12840.00
2025-05-07 18:25:45;4340.00
2025-05-07 18:25:44;4160.00
2025-05-07 18:25:43;12660.00
2025-05-07 18:25:42;21160.00
2025-05-07 18:25:41;29660.00
2025-05-07 18:25:40;38160.00
2025-05-07 18:25:39;46660.00
2025-05-07 18:25:38;55160.00
2025-05-07 18:25:37;63660.00
2025-05-07 18:25:36;72160.00
2025-05-07 18:25:35;80660.00
2025-05-07 18:25:34;89160.00
2025-05-07 18:25:33;97660.00
2025-05-07 18:25:32;93820.00
2025-05-07 18:25:31;85320.00
2025-05-07 18:25:30;76820.00
2025-05-07 18:25:29;68320.00
2025-05-07 18:25:28;59820.00
2025-05-07 18:25:27;51320.00
2025-05-07 18:25:26;42820.00
2025-05-07 18:25:25;34320.00
2025-05-07 18:25:24;25820.00
2025-05-07 18:25:23;17320.00
2025-05-07 18:25:22;8820.00
2025-05-07 18:25:21;320.00
2025-05-07 18:25:20;8180.00
2025-05-07 18:25:19;16680.00
2025-05-07 18:25:18;25180.00
2025-05-07 18:25:17;33680.00
2025-05-07 18:25:16;42180.00
2025-05-07 18:25:15;50680.00
2025-05-07 18:25:14;59180.00
2025-05-07 18:25:13;67680.00
2025-05-07 18:25:12;76180.00
2025-05-07 18:25:11;84680.00
2025-05-07 18:25:10;93180.00
2025-05-07 18:25:09;98300.00
2025-05-07 18:25:08;89800.00
2025-05-07 18:25:07;81300.00
2025-05-07 18:25:06;72800.00
2025-05-07 18:25:05;64300.00
2025-05-07 18:25:04;55800.00
2025-05-07 18:25:03;47300.00
2025-05-07 18:25:02;38800.00
2025-05-07 18:25:01;30300.00
2025-05-07 18:25:00;21800.00
2025-05-07 18:24:59;13300.00
2025-05-07 18:24:58;4800.00
2025-05-07 18:24:57;3700.00
2025-05-07 18:24:56;12200.00
2025-05-07 18:24:55;20700.00
2025-05-07 18:24:54;29200.00
2025-05-07 18:24:53;37700.00
2025-05-07 18:24:52;46200.00
2025-05-07 18:24:51;54700.00
2025-05-07 18:24:50;63200.00
2025-05-07 18:24:49;71700.00
2025-05-07 18:24:48;80200.00
2025-05-07 18:24:47;88700.00
2025-05-07 18:24:46;97200.00
2025-05-07 18:24:45;94280.00
2025-05-07 18:24:44;85780.00
2025-05-07 18:24:43;77280.00
2025-05-07 18:24:42;68780.00
2025-05-07 18:24:41;60280.00
2025-05-07 18:24:40;51780.00
2025-05-07 18:24:39;43280.00
2025-05-07 18:24:38;34780.00
2025-05-07 18:24:37;26280.00
2025-05-07 18:24:36;17780.00
2025-05-07 18:24:35;9280.00
2025-05-07 18:24:34;780.00
2025-05-07 18:24:33;7720.00
2025-05-07 18:24:32;16220.00
2025-05-07 18:24:31;24720.00
2025-05-07 18:24:30;33220.00
2025-05-07 18:24:29;41720.00
2025-05-07 18:24:28;50220.00
2025-05-07 18:24:27;58720.00
2025-05-07 18:24:26;67220.00
2025-05-07 18:24:25;75720.00
2025-05-07 18:24:24;84220.00
2025-05-07 18:24:23;92720.00
2025-05-07 18:24:22;98760.00
2025-05-07 18:24:21;90260.00
2025-05-07 18:24:20;81760.00
2025-05-07 18:24:19;73260.00
2025-05-07 18:24:18;64760.00
2025-05-07 18:24:17;56260.00
2025-05-07 18:24:16;47760.00
2025-05-07 18:24:15;39260.00
2025-05-07 18:24:14;30760.00
2025-05-07 18:24:13;22260.00
2025-05-07 18:24:12;13760.00
2025-05-07 18:24:11;5260.00
2025-05-07 18:24:10;3240.00
2025-05-07 18:24:09;11740.00
2025-05-07 18:24:08;20240.00
2025-05-07 18:24:07;28740.00
2025-05-07 18:24:06;37240.00
2025-05-07 18:24:05;45740.00
2025-05-07 18:24:04;54240.00
2025-05-07 18:24:03;62740.00
2025-05-07 18:24:02;71240.00
2025-05-07 18:24:01;79740.00
2025-05-07 18:24:00;88240.00
2025-05-07 18:23:59;96740.00
2025-05-07 18:23:58;94740.00
2025-05-07 18:23:57;86240.00
2025-05-07 18:23:56;77740.00
2025-05-07 18:23:55;69240.00
2025-05-07 18:23:54;60740.00
2025-05-07 18:23:53;52240.00
2025-05-07 18:23:52;43740.00
2025-05-07 18:23:51;35240.00
2025-05-07 18:23:50;26740.00
2025-05-07 18:23:49;18240.00
2025-05-07 18:23:48;9740.00
2025-05-07 18:23:47;1240.00
2025-05-07 18:23:46;7260.00
2025-05-07 18:23:45;15760.00
2025-05-07 18:23:44;24260.00
2025-05-07 18:23:43;32760.00
2025-05-07 18:23:42;41260.00
2025-05-07 18:23:41;49760.00
2025-05-07 18:23:40;58260.00
2025-05-07 18:23:39;66760.00
2025-05-07 18:23:38;75260.00
2025-05-07 18:23:37;83760.00
2025-05-07 18:23:36;92260.00
2025-05-07 18:23:35;99220.00
2025-05-07 18:23:34;90720.00
2025-05-07 18:23:33;82220.00
