Fecha y Hora;KV-5013 - Válvula refrigeración E-501 (2/2)
2025-05-07 18:35:06;26660.00
2025-05-07 18:35:05;35160.00
2025-05-07 18:35:04;43660.00
2025-05-07 18:35:03;52160.00
2025-05-07 18:35:02;60660.00
2025-05-07 18:35:01;69160.00
2025-05-07 18:35:00;77660.00
2025-05-07 18:34:59;86160.00
2025-05-07 18:34:58;94660.00
2025-05-07 18:34:57;96820.00
2025-05-07 18:34:56;88320.00
2025-05-07 18:34:55;79820.00
2025-05-07 18:34:54;71320.00
2025-05-07 18:34:53;62820.00
2025-05-07 18:34:52;54320.00
2025-05-07 18:34:51;45820.00
2025-05-07 18:34:50;37320.00
2025-05-07 18:34:49;28820.00
2025-05-07 18:34:48;20320.00
2025-05-07 18:34:47;11820.00
2025-05-07 18:34:46;3320.00
2025-05-07 18:34:45;5180.00
2025-05-07 18:34:44;13680.00
2025-05-07 18:34:43;22180.00
2025-05-07 18:34:42;30680.00
2025-05-07 18:34:41;39180.00
2025-05-07 18:34:40;47680.00
2025-05-07 18:34:39;56180.00
2025-05-07 18:34:38;64680.00
2025-05-07 18:34:37;73180.00
2025-05-07 18:34:36;81680.00
2025-05-07 18:34:35;90180.00
2025-05-07 18:34:34;98680.00
2025-05-07 18:34:33;92800.00
2025-05-07 18:34:32;84300.00
2025-05-07 18:34:31;75800.00
2025-05-07 18:34:30;67300.00
2025-05-07 18:34:29;58800.00
2025-05-07 18:34:28;50300.00
2025-05-07 18:34:27;41800.00
2025-05-07 18:34:26;33300.00
2025-05-07 18:34:25;24800.00
2025-05-07 18:34:24;16300.00
2025-05-07 18:34:23;7800.00
2025-05-07 18:34:22;700.00
2025-05-07 18:34:21;9200.00
2025-05-07 18:34:20;17700.00
2025-05-07 18:34:19;26200.00
2025-05-07 18:34:18;34700.00
2025-05-07 18:34:17;43200.00
2025-05-07 18:34:16;51700.00
2025-05-07 18:34:15;60200.00
2025-05-07 18:34:14;68700.00
2025-05-07 18:34:13;77200.00
2025-05-07 18:34:12;85700.00
2025-05-07 18:34:11;94200.00
2025-05-07 18:34:10;97280.00
2025-05-07 18:34:09;88780.00
2025-05-07 18:34:08;80280.00
2025-05-07 18:34:07;71780.00
2025-05-07 18:34:06;63280.00
2025-05-07 18:34:05;54780.00
2025-05-07 18:34:04;46280.00
2025-05-07 18:34:03;37780.00
2025-05-07 18:34:02;29280.00
2025-05-07 18:34:01;20780.00
2025-05-07 18:34:00;12280.00
2025-05-07 18:33:59;3780.00
2025-05-07 18:33:58;4720.00
2025-05-07 18:33:57;13220.00
2025-05-07 18:33:56;21720.00
2025-05-07 18:33:55;30220.00
2025-05-07 18:33:54;38720.00
2025-05-07 18:33:53;47220.00
2025-05-07 18:33:52;55720.00
2025-05-07 18:33:51;64220.00
2025-05-07 18:33:50;72720.00
2025-05-07 18:33:49;81220.00
2025-05-07 18:33:48;89720.00
2025-05-07 18:33:47;98220.00
2025-05-07 18:33:46;93260.00
2025-05-07 18:33:45;84760.00
2025-05-07 18:33:44;76260.00
2025-05-07 18:33:43;67760.00
2025-05-07 18:33:42;59260.00
2025-05-07 18:33:41;50760.00
2025-05-07 18:33:40;42260.00
2025-05-07 18:33:39;33760.00
2025-05-07 18:33:38;25260.00
2025-05-07 18:33:37;16760.00
2025-05-07 18:33:36;8260.00
2025-05-07 18:33:35;240.00
2025-05-07 18:33:34;8740.00
2025-05-07 18:33:33;17240.00
2025-05-07 18:33:32;25740.00
2025-05-07 18:33:31;34240.00
2025-05-07 18:33:30;42740.00
2025-05-07 18:33:29;51240.00
2025-05-07 18:33:28;59740.00
2025-05-07 18:33:27;68240.00
2025-05-07 18:33:26;76740.00
2025-05-07 18:33:25;85240.00
2025-05-07 18:33:24;93740.00
2025-05-07 18:33:23;97740.00
2025-05-07 18:33:22;89240.00
2025-05-07 18:33:21;80740.00
2025-05-07 18:33:20;72240.00
2025-05-07 18:33:19;63740.00
2025-05-07 18:33:18;55240.00
2025-05-07 18:33:17;46740.00
2025-05-07 18:33:16;38240.00
2025-05-07 18:33:15;29740.00
2025-05-07 18:33:14;21240.00
2025-05-07 18:33:13;12740.00
2025-05-07 18:33:12;4240.00
2025-05-07 18:33:11;4260.00
2025-05-07 18:33:10;12760.00
2025-05-07 18:33:09;21260.00
2025-05-07 18:33:08;29760.00
2025-05-07 18:33:07;38260.00
2025-05-07 18:33:06;46760.00
2025-05-07 18:33:05;55260.00
2025-05-07 18:33:04;63760.00
2025-05-07 18:33:03;72260.00
2025-05-07 18:33:02;80760.00
2025-05-07 18:33:01;89260.00
2025-05-07 18:33:00;97760.00
2025-05-07 18:32:59;93720.00
2025-05-07 18:32:58;85220.00
2025-05-07 18:32:57;76720.00
2025-05-07 18:32:56;68220.00
2025-05-07 18:32:55;59720.00
2025-05-07 18:32:54;51220.00
2025-05-07 18:32:53;42720.00
2025-05-07 18:32:52;34220.00
2025-05-07 18:32:51;25720.00
2025-05-07 18:32:50;17220.00
2025-05-07 18:32:49;8720.00
2025-05-07 18:32:48;220.00
2025-05-07 18:32:47;8280.00
2025-05-07 18:32:46;16780.00
2025-05-07 18:32:45;25280.00
2025-05-07 18:32:44;33780.00
2025-05-07 18:32:43;42280.00
2025-05-07 18:32:42;50780.00
2025-05-07 18:32:41;59280.00
2025-05-07 18:32:40;67780.00
2025-05-07 18:32:39;76280.00
2025-05-07 18:32:38;84780.00
2025-05-07 18:32:37;93280.00
2025-05-07 18:32:36;98200.00
2025-05-07 18:32:35;89700.00
2025-05-07 18:32:34;81200.00
2025-05-07 18:32:33;72700.00
2025-05-07 18:32:32;64200.00
2025-05-07 18:32:31;55700.00
2025-05-07 18:32:30;47200.00
2025-05-07 18:32:29;38700.00
2025-05-07 18:32:28;30200.00
2025-05-07 18:32:27;21700.00
2025-05-07 18:32:26;13200.00
2025-05-07 18:32:25;4700.00
2025-05-07 18:32:24;3800.00
2025-05-07 18:32:23;12300.00
2025-05-07 18:32:22;20800.00
2025-05-07 18:32:21;29300.00
2025-05-07 18:32:20;37800.00
2025-05-07 18:32:19;46300.00
2025-05-07 18:32:18;54800.00
2025-05-07 18:32:17;63300.00
2025-05-07 18:32:16;71800.00
2025-05-07 18:32:15;80300.00
2025-05-07 18:32:14;88800.00
2025-05-07 18:32:13;97300.00
2025-05-07 18:32:12;94180.00
2025-05-07 18:32:11;85680.00
2025-05-07 18:32:10;77180.00
2025-05-07 18:32:09;68680.00
2025-05-07 18:32:08;60180.00
2025-05-07 18:32:07;51680.00
2025-05-07 18:32:06;43180.00
2025-05-07 18:32:05;34680.00
2025-05-07 18:32:04;26180.00
2025-05-07 18:32:03;17680.00
2025-05-07 18:32:02;9180.00
2025-05-07 18:32:01;680.00
2025-05-07 18:32:00;7820.00
2025-05-07 18:31:59;16320.00
2025-05-07 18:31:58;24820.00
2025-05-07 18:31:57;33320.00
2025-05-07 18:31:56;41820.00
2025-05-07 18:31:55;50320.00
2025-05-07 18:31:54;58820.00
2025-05-07 18:31:53;67320.00
2025-05-07 18:31:52;75820.00
2025-05-07 18:31:51;84320.00
2025-05-07 18:31:50;92820.00
2025-05-07 18:31:49;98660.00
2025-05-07 18:31:48;90160.00
2025-05-07 18:31:47;81660.00
2025-05-07 18:31:46;73160.00
2025-05-07 18:31:45;64660.00
2025-05-07 18:31:44;56160.00
2025-05-07 18:31:43;47660.00
2025-05-07 18:31:42;39160.00
2025-05-07 18:31:41;30660.00
2025-05-07 18:31:40;22160.00
2025-05-07 18:31:39;13660.00
2025-05-07 18:31:38;5160.00
2025-05-07 18:31:37;3340.00
2025-05-07 18:31:36;11840.00
2025-05-07 18:31:35;20340.00
2025-05-07 18:31:34;28840.00
2025-05-07 18:31:33;37340.00
2025-05-07 18:31:32;45840.00
2025-05-07 18:31:31;54340.00
2025-05-07 18:31:30;62840.00
2025-05-07 18:31:29;71340.00
2025-05-07 18:31:28;79840.00
2025-05-07 18:31:27;88340.00
2025-05-07 18:31:26;96840.00
2025-05-07 18:31:25;94640.00
2025-05-07 18:31:24;86140.00
2025-05-07 18:31:23;77640.00
2025-05-07 18:31:22;69140.00
2025-05-07 18:31:21;60640.00
2025-05-07 18:31:20;52140.00
2025-05-07 18:31:19;43640.00
2025-05-07 18:31:18;35140.00
2025-05-07 18:31:17;26640.00
2025-05-07 18:31:16;18140.00
2025-05-07 18:31:15;9640.00
2025-05-07 18:31:14;1140.00
2025-05-07 18:31:13;7360.00
2025-05-07 18:31:12;15860.00
2025-05-07 18:31:11;24360.00
2025-05-07 18:31:10;32860.00
2025-05-07 18:31:09;41360.00
2025-05-07 18:31:08;49860.00
2025-05-07 18:31:07;58360.00
2025-05-07 18:31:06;66860.00
2025-05-07 18:31:05;75360.00
2025-05-07 18:31:04;83860.00
2025-05-07 18:31:03;92360.00
2025-05-07 18:31:02;99120.00
2025-05-07 18:31:01;90620.00
2025-05-07 18:31:00;82120.00
2025-05-07 18:30:59;73620.00
2025-05-07 18:30:58;65120.00
2025-05-07 18:30:57;56620.00
2025-05-07 18:30:56;48120.00
2025-05-07 18:30:55;39620.00
2025-05-07 18:30:54;31120.00
2025-05-07 18:30:53;22620.00
2025-05-07 18:30:52;14120.00
2025-05-07 18:30:51;5620.00
2025-05-07 18:30:50;2880.00
2025-05-07 18:30:49;11380.00
2025-05-07 18:30:48;19880.00
2025-05-07 18:30:47;28380.00
2025-05-07 18:30:46;36880.00
2025-05-07 18:30:45;45380.00
2025-05-07 18:30:44;53880.00
2025-05-07 18:30:43;62380.00
2025-05-07 18:30:42;70880.00
2025-05-07 18:30:41;79380.00
2025-05-07 18:30:40;87880.00
2025-05-07 18:30:39;96380.00
2025-05-07 18:30:38;95100.00
2025-05-07 18:30:37;86600.00
2025-05-07 18:30:36;78100.00
2025-05-07 18:30:35;69600.00
2025-05-07 18:30:34;61100.00
2025-05-07 18:30:33;52600.00
2025-05-07 18:30:32;44100.00
2025-05-07 18:30:31;35600.00
2025-05-07 18:30:30;27100.00
2025-05-07 18:30:29;18600.00
2025-05-07 18:30:28;10100.00
2025-05-07 18:30:27;1600.00
2025-05-07 18:30:26;6900.00
2025-05-07 18:30:25;15400.00
2025-05-07 18:30:24;23900.00
2025-05-07 18:30:23;32400.00
2025-05-07 18:30:22;40900.00
2025-05-07 18:30:21;49400.00
2025-05-07 18:30:20;57900.00
2025-05-07 18:30:19;66400.00
2025-05-07 18:30:18;74900.00
2025-05-07 18:30:17;83400.00
2025-05-07 18:30:16;91900.00
2025-05-07 18:30:15;99580.00
2025-05-07 18:30:14;91080.00
2025-05-07 18:30:13;82580.00
2025-05-07 18:30:12;74080.00
2025-05-07 18:30:11;65580.00
2025-05-07 18:30:10;57080.00
2025-05-07 18:30:09;48580.00
2025-05-07 18:30:08;40080.00
2025-05-07 18:30:07;31580.00
2025-05-07 18:30:06;23080.00
2025-05-07 18:30:05;14580.00
2025-05-07 18:30:04;6080.00
2025-05-07 18:30:03;2420.00
2025-05-07 18:30:02;10920.00
2025-05-07 18:30:01;19420.00
2025-05-07 18:30:00;27920.00
2025-05-07 18:29:59;36420.00
2025-05-07 18:29:58;44920.00
2025-05-07 18:29:57;53420.00
2025-05-07 18:29:56;61920.00
2025-05-07 18:29:55;70420.00
2025-05-07 18:29:54;78920.00
2025-05-07 18:29:53;87420.00
2025-05-07 18:29:52;95920.00
2025-05-07 18:29:51;95560.00
2025-05-07 18:29:50;87060.00
2025-05-07 18:29:49;78560.00
2025-05-07 18:29:48;70060.00
2025-05-07 18:29:47;61560.00
2025-05-07 18:29:46;53060.00
2025-05-07 18:29:45;44560.00
2025-05-07 18:29:44;36060.00
2025-05-07 18:29:43;27560.00
2025-05-07 18:29:42;19060.00
2025-05-07 18:29:41;10560.00
2025-05-07 18:29:40;2060.00
2025-05-07 18:29:39;6440.00
2025-05-07 18:29:38;14940.00
2025-05-07 18:29:37;23440.00
2025-05-07 18:29:36;31940.00
2025-05-07 18:29:35;40440.00
2025-05-07 18:29:34;48940.00
2025-05-07 18:29:33;57440.00
2025-05-07 18:29:32;65940.00
2025-05-07 18:29:31;74440.00
2025-05-07 18:29:30;82940.00
2025-05-07 18:29:29;91440.00
2025-05-07 18:29:28;99940.00
2025-05-07 18:29:27;91540.00
2025-05-07 18:29:26;83040.00
2025-05-07 18:29:25;74540.00
2025-05-07 18:29:24;66040.00
2025-05-07 18:29:23;57540.00
2025-05-07 18:29:22;49040.00
2025-05-07 18:29:21;40540.00
2025-05-07 18:29:20;32040.00
2025-05-07 18:29:19;23540.00
2025-05-07 18:29:18;15040.00
2025-05-07 18:29:17;6540.00
2025-05-07 18:29:16;1960.00
2025-05-07 18:29:15;10460.00
2025-05-07 18:29:14;18960.00
2025-05-07 18:29:13;27460.00
2025-05-07 18:29:12;35960.00
2025-05-07 18:29:11;44460.00
2025-05-07 18:29:10;52960.00
2025-05-07 18:29:09;61460.00
2025-05-07 18:29:08;69960.00
2025-05-07 18:29:07;78460.00
2025-05-07 18:29:06;86960.00
2025-05-07 18:29:05;95460.00
2025-05-07 18:29:04;96020.00
2025-05-07 18:29:03;87520.00
2025-05-07 18:29:02;79020.00
2025-05-07 18:29:01;70520.00
2025-05-07 18:29:00;62020.00
2025-05-07 18:28:59;53520.00
2025-05-07 18:28:58;45020.00
2025-05-07 18:28:57;36520.00
2025-05-07 18:28:56;28020.00
2025-05-07 18:28:55;19520.00
2025-05-07 18:28:54;11020.00
2025-05-07 18:28:53;2520.00
2025-05-07 18:28:52;5980.00
2025-05-07 18:28:51;14480.00
2025-05-07 18:28:50;22980.00
2025-05-07 18:28:49;31480.00
2025-05-07 18:28:48;39980.00
2025-05-07 18:28:47;48480.00
2025-05-07 18:28:46;56980.00
2025-05-07 18:28:45;65480.00
2025-05-07 18:28:44;73980.00
2025-05-07 18:28:43;82480.00
2025-05-07 18:28:42;90980.00
2025-05-07 18:28:41;99480.00
2025-05-07 18:28:40;92000.00
2025-05-07 18:28:39;83500.00
2025-05-07 18:28:38;75000.00
2025-05-07 18:28:37;66500.00
2025-05-07 18:28:36;58000.00
2025-05-07 18:28:35;49500.00
2025-05-07 18:28:34;41000.00
2025-05-07 18:28:33;32500.00
2025-05-07 18:28:32;24000.00
2025-05-07 18:28:31;15500.00
2025-05-07 18:28:30;7000.00
2025-05-07 18:28:29;1500.00
2025-05-07 18:28:28;10000.00
2025-05-07 18:28:27;18500.00
2025-05-07 18:28:26;27000.00
2025-05-07 18:28:25;35500.00
2025-05-07 18:28:24;44000.00
2025-05-07 18:28:23;52500.00
2025-05-07 18:28:22;61000.00
2025-05-07 18:28:21;69500.00
2025-05-07 18:28:20;78000.00
2025-05-07 18:28:19;86500.00
2025-05-07 18:28:18;95000.00
2025-05-07 18:28:17;96480.00
2025-05-07 18:28:16;87980.00
2025-05-07 18:28:15;79480.00
2025-05-07 18:28:14;70980.00
2025-05-07 18:28:13;62480.00
2025-05-07 18:28:12;53980.00
2025-05-07 18:28:11;45480.00
2025-05-07 18:28:10;36980.00
2025-05-07 18:28:09;28480.00
2025-05-07 18:28:08;19980.00
2025-05-07 18:28:07;11480.00
2025-05-07 18:28:06;2980.00
2025-05-07 18:28:05;5520.00
2025-05-07 18:28:04;14020.00
2025-05-07 18:28:03;22520.00
2025-05-07 18:28:02;31020.00
2025-05-07 18:28:01;39520.00
2025-05-07 18:28:00;48020.00
2025-05-07 18:27:59;56520.00
2025-05-07 18:27:58;65020.00
2025-05-07 18:27:57;73520.00
2025-05-07 18:27:56;82020.00
2025-05-07 18:27:55;90520.00
2025-05-07 18:27:54;99020.00
2025-05-07 18:27:53;92460.00
2025-05-07 18:27:52;83960.00
2025-05-07 18:27:51;75460.00
2025-05-07 18:27:50;66960.00
2025-05-07 18:27:49;58460.00
2025-05-07 18:27:48;49960.00
2025-05-07 18:27:47;41460.00
2025-05-07 18:27:46;32960.00
2025-05-07 18:27:45;24460.00
2025-05-07 18:27:44;15960.00
2025-05-07 18:27:43;7460.00
2025-05-07 18:27:42;1040.00
2025-05-07 18:27:41;9540.00
2025-05-07 18:27:40;18040.00
2025-05-07 18:27:39;26540.00
2025-05-07 18:27:38;35040.00
2025-05-07 18:27:37;43540.00
2025-05-07 18:27:36;52040.00
2025-05-07 18:27:35;60540.00
2025-05-07 18:27:34;69040.00
2025-05-07 18:27:33;77540.00
2025-05-07 18:27:32;86040.00
2025-05-07 18:27:31;94540.00
2025-05-07 18:27:30;96940.00
2025-05-07 18:27:29;88440.00
2025-05-07 18:27:28;79940.00
2025-05-07 18:27:27;71440.00
2025-05-07 18:27:26;62940.00
2025-05-07 18:27:25;54440.00
2025-05-07 18:27:24;45940.00
2025-05-07 18:27:23;37440.00
2025-05-07 18:27:22;28940.00
2025-05-07 18:27:21;20440.00
2025-05-07 18:27:20;11940.00
2025-05-07 18:27:19;3440.00
2025-05-07 18:27:18;5060.00
2025-05-07 18:27:17;13560.00
2025-05-07 18:27:16;22060.00
2025-05-07 18:27:15;30560.00
2025-05-07 18:27:14;39060.00
2025-05-07 18:27:13;47560.00
2025-05-07 18:27:12;56060.00
2025-05-07 18:27:11;64560.00
2025-05-07 18:27:10;73060.00
2025-05-07 18:27:09;81560.00
2025-05-07 18:27:08;90060.00
2025-05-07 18:27:07;98560.00
2025-05-07 18:27:06;92920.00
2025-05-07 18:27:05;84420.00
2025-05-07 18:27:04;75920.00
2025-05-07 18:27:03;67420.00
2025-05-07 18:27:02;58920.00
2025-05-07 18:27:01;50420.00
2025-05-07 18:27:00;41920.00
2025-05-07 18:26:59;33420.00
2025-05-07 18:26:58;24920.00
2025-05-07 18:26:57;16420.00
2025-05-07 18:26:56;7920.00
2025-05-07 18:26:55;580.00
2025-05-07 18:26:54;9080.00
2025-05-07 18:26:53;17580.00
2025-05-07 18:26:52;26080.00
2025-05-07 18:26:51;34580.00
2025-05-07 18:26:50;43080.00
2025-05-07 18:26:49;51580.00
2025-05-07 18:26:48;60080.00
2025-05-07 18:26:47;68580.00
2025-05-07 18:26:46;77080.00
2025-05-07 18:26:45;85580.00
2025-05-07 18:26:44;94080.00
2025-05-07 18:26:43;97400.00
2025-05-07 18:26:42;88900.00
2025-05-07 18:26:41;80400.00
2025-05-07 18:26:40;71900.00
2025-05-07 18:26:39;63400.00
2025-05-07 18:26:38;54900.00
2025-05-07 18:26:37;46400.00
2025-05-07 18:26:36;37900.00
2025-05-07 18:26:35;29400.00
2025-05-07 18:26:34;20900.00
2025-05-07 18:26:33;12400.00
2025-05-07 18:26:32;3900.00
2025-05-07 18:26:31;4600.00
2025-05-07 18:26:30;13100.00
2025-05-07 18:26:29;21600.00
2025-05-07 18:26:28;30100.00
2025-05-07 18:26:27;38600.00
2025-05-07 18:26:26;47100.00
2025-05-07 18:26:25;55600.00
2025-05-07 18:26:24;64100.00
2025-05-07 18:26:23;72600.00
2025-05-07 18:26:22;81100.00
2025-05-07 18:26:21;89600.00
2025-05-07 18:26:20;98100.00
2025-05-07 18:26:19;93380.00
2025-05-07 18:26:18;84880.00
2025-05-07 18:26:17;76380.00
2025-05-07 18:26:16;67880.00
2025-05-07 18:26:15;59380.00
2025-05-07 18:26:14;50880.00
2025-05-07 18:26:13;42380.00
2025-05-07 18:26:12;33880.00
2025-05-07 18:26:11;25380.00
2025-05-07 18:26:10;16880.00
2025-05-07 18:26:09;8380.00
2025-05-07 18:26:08;120.00
2025-05-07 18:26:07;8620.00
2025-05-07 18:26:06;17120.00
2025-05-07 18:26:05;25620.00
2025-05-07 18:26:04;34120.00
2025-05-07 18:26:03;42620.00
2025-05-07 18:26:02;51120.00
2025-05-07 18:26:01;59620.00
2025-05-07 18:26:00;68120.00
2025-05-07 18:25:59;76620.00
2025-05-07 18:25:58;85120.00
2025-05-07 18:25:57;93620.00
2025-05-07 18:25:56;97860.00
2025-05-07 18:25:55;89360.00
2025-05-07 18:25:54;80860.00
2025-05-07 18:25:53;72360.00
2025-05-07 18:25:52;63860.00
2025-05-07 18:25:51;55360.00
2025-05-07 18:25:50;46860.00
2025-05-07 18:25:49;38360.00
2025-05-07 18:25:48;29860.00
2025-05-07 18:25:47;21360.00
2025-05-07 18:25:46;12860.00
2025-05-07 18:25:45;4360.00
2025-05-07 18:25:44;4140.00
2025-05-07 18:25:43;12640.00
2025-05-07 18:25:42;21140.00
2025-05-07 18:25:41;29640.00
2025-05-07 18:25:40;38140.00
2025-05-07 18:25:39;46640.00
2025-05-07 18:25:38;55140.00
2025-05-07 18:25:37;63640.00
2025-05-07 18:25:36;72140.00
2025-05-07 18:25:35;80640.00
2025-05-07 18:25:34;89140.00
2025-05-07 18:25:33;97640.00
2025-05-07 18:25:32;93840.00
2025-05-07 18:25:31;85340.00
2025-05-07 18:25:30;76840.00
2025-05-07 18:25:29;68340.00
2025-05-07 18:25:28;59840.00
2025-05-07 18:25:27;51340.00
2025-05-07 18:25:26;42840.00
2025-05-07 18:25:25;34340.00
2025-05-07 18:25:24;25840.00
2025-05-07 18:25:23;17340.00
2025-05-07 18:25:22;8840.00
2025-05-07 18:25:21;340.00
2025-05-07 18:25:20;8160.00
2025-05-07 18:25:19;16660.00
2025-05-07 18:25:18;25160.00
2025-05-07 18:25:17;33660.00
2025-05-07 18:25:16;42160.00
2025-05-07 18:25:15;50660.00
2025-05-07 18:25:14;59160.00
2025-05-07 18:25:13;67660.00
2025-05-07 18:25:12;76160.00
2025-05-07 18:25:11;84660.00
2025-05-07 18:25:10;93160.00
2025-05-07 18:25:09;98320.00
2025-05-07 18:25:08;89820.00
2025-05-07 18:25:07;81320.00
2025-05-07 18:25:06;72820.00
2025-05-07 18:25:05;64320.00
2025-05-07 18:25:04;55820.00
2025-05-07 18:25:03;47320.00
2025-05-07 18:25:02;38820.00
2025-05-07 18:25:01;30320.00
2025-05-07 18:25:00;21820.00
2025-05-07 18:24:59;13320.00
2025-05-07 18:24:58;4820.00
2025-05-07 18:24:57;3680.00
2025-05-07 18:24:56;12180.00
2025-05-07 18:24:55;20680.00
2025-05-07 18:24:54;29180.00
2025-05-07 18:24:53;37680.00
2025-05-07 18:24:52;46180.00
2025-05-07 18:24:51;54680.00
2025-05-07 18:24:50;63180.00
2025-05-07 18:24:49;71680.00
2025-05-07 18:24:48;80180.00
2025-05-07 18:24:47;88680.00
2025-05-07 18:24:46;97180.00
2025-05-07 18:24:45;94300.00
2025-05-07 18:24:44;85800.00
2025-05-07 18:24:43;77300.00
2025-05-07 18:24:42;68800.00
2025-05-07 18:24:41;60300.00
2025-05-07 18:24:40;51800.00
2025-05-07 18:24:39;43300.00
2025-05-07 18:24:38;34800.00
2025-05-07 18:24:37;26300.00
2025-05-07 18:24:36;17800.00
2025-05-07 18:24:35;9300.00
2025-05-07 18:24:34;800.00
2025-05-07 18:24:33;7700.00
2025-05-07 18:24:32;16200.00
2025-05-07 18:24:31;24700.00
2025-05-07 18:24:30;33200.00
2025-05-07 18:24:29;41700.00
2025-05-07 18:24:28;50200.00
2025-05-07 18:24:27;58700.00
2025-05-07 18:24:26;67200.00
2025-05-07 18:24:25;75700.00
2025-05-07 18:24:24;84200.00
2025-05-07 18:24:23;92700.00
2025-05-07 18:24:22;98780.00
2025-05-07 18:24:21;90280.00
2025-05-07 18:24:20;81780.00
2025-05-07 18:24:19;73280.00
2025-05-07 18:24:18;64780.00
2025-05-07 18:24:17;56280.00
2025-05-07 18:24:16;47780.00
2025-05-07 18:24:15;39280.00
2025-05-07 18:24:14;30780.00
2025-05-07 18:24:13;22280.00
2025-05-07 18:24:12;13780.00
2025-05-07 18:24:11;5280.00
2025-05-07 18:24:10;3220.00
2025-05-07 18:24:09;11720.00
2025-05-07 18:24:08;20220.00
2025-05-07 18:24:07;28720.00
2025-05-07 18:24:06;37220.00
2025-05-07 18:24:05;45720.00
2025-05-07 18:24:04;54220.00
2025-05-07 18:24:03;62720.00
2025-05-07 18:24:02;71220.00
2025-05-07 18:24:01;79720.00
2025-05-07 18:24:00;88220.00
2025-05-07 18:23:59;96720.00
2025-05-07 18:23:58;94760.00
2025-05-07 18:23:57;86260.00
2025-05-07 18:23:56;77760.00
2025-05-07 18:23:55;69260.00
2025-05-07 18:23:54;60760.00
2025-05-07 18:23:53;52260.00
2025-05-07 18:23:52;43760.00
2025-05-07 18:23:51;35260.00
2025-05-07 18:23:50;26760.00
2025-05-07 18:23:49;18260.00
2025-05-07 18:23:48;9760.00
2025-05-07 18:23:47;1260.00
2025-05-07 18:23:46;7240.00
2025-05-07 18:23:45;15740.00
2025-05-07 18:23:44;24240.00
2025-05-07 18:23:43;32740.00
2025-05-07 18:23:42;41240.00
2025-05-07 18:23:41;49740.00
2025-05-07 18:23:40;58240.00
2025-05-07 18:23:39;66740.00
2025-05-07 18:23:38;75240.00
2025-05-07 18:23:37;83740.00
2025-05-07 18:23:36;92240.00
2025-05-07 18:23:35;99240.00
2025-05-07 18:23:34;90740.00
2025-05-07 18:23:33;82240.00
