Fecha y Hora;KV-3022 - Válvula aislar entrada R-303
2025-05-07 18:29:21;40450.00
2025-05-07 18:29:20;31950.00
2025-05-07 18:29:19;23450.00
2025-05-07 18:29:18;14950.00
2025-05-07 18:29:17;6450.00
2025-05-07 18:29:16;2050.00
2025-05-07 18:29:15;10550.00
2025-05-07 18:29:14;19050.00
2025-05-07 18:29:13;27550.00
2025-05-07 18:29:12;36050.00
2025-05-07 18:29:11;44550.00
2025-05-07 18:29:10;53050.00
2025-05-07 18:29:09;61550.00
2025-05-07 18:29:08;70050.00
2025-05-07 18:29:07;78550.00
2025-05-07 18:29:06;87050.00
2025-05-07 18:29:05;95550.00
2025-05-07 18:29:04;95930.00
2025-05-07 18:29:03;87430.00
2025-05-07 18:29:02;78930.00
2025-05-07 18:29:01;70430.00
2025-05-07 18:29:00;61930.00
2025-05-07 18:28:59;53430.00
2025-05-07 18:28:58;44930.00
2025-05-07 18:28:57;36430.00
2025-05-07 18:28:56;27930.00
2025-05-07 18:28:55;19430.00
2025-05-07 18:28:54;10930.00
2025-05-07 18:28:53;2430.00
2025-05-07 18:28:52;6070.00
2025-05-07 18:28:51;14570.00
2025-05-07 18:28:50;23070.00
2025-05-07 18:28:49;31570.00
2025-05-07 18:28:48;40070.00
2025-05-07 18:28:47;48570.00
2025-05-07 18:28:46;57070.00
2025-05-07 18:28:45;65570.00
2025-05-07 18:28:44;74070.00
2025-05-07 18:28:43;82570.00
2025-05-07 18:28:42;91070.00
2025-05-07 18:28:41;99570.00
2025-05-07 18:28:40;91910.00
2025-05-07 18:28:39;83410.00
2025-05-07 18:28:38;74910.00
2025-05-07 18:28:37;66410.00
2025-05-07 18:28:36;57910.00
2025-05-07 18:28:35;49410.00
2025-05-07 18:28:34;40910.00
2025-05-07 18:28:33;32410.00
2025-05-07 18:28:32;23910.00
2025-05-07 18:28:31;15410.00
2025-05-07 18:28:30;6910.00
2025-05-07 18:28:29;1590.00
2025-05-07 18:28:28;10090.00
2025-05-07 18:28:27;18590.00
2025-05-07 18:28:26;27090.00
2025-05-07 18:28:25;35590.00
2025-05-07 18:28:24;44090.00
2025-05-07 18:28:23;52590.00
2025-05-07 18:28:22;61090.00
2025-05-07 18:28:21;69590.00
2025-05-07 18:28:20;78090.00
2025-05-07 18:28:19;86590.00
2025-05-07 18:28:18;95090.00
2025-05-07 18:28:17;96390.00
2025-05-07 18:28:16;87890.00
2025-05-07 18:28:15;79390.00
2025-05-07 18:28:14;70890.00
2025-05-07 18:28:13;62390.00
2025-05-07 18:28:12;53890.00
2025-05-07 18:28:11;45390.00
2025-05-07 18:28:10;36890.00
2025-05-07 18:28:09;28390.00
2025-05-07 18:28:08;19890.00
2025-05-07 18:28:07;11390.00
2025-05-07 18:28:06;2890.00
2025-05-07 18:28:05;5610.00
2025-05-07 18:28:04;14110.00
2025-05-07 18:28:03;22610.00
2025-05-07 18:28:02;31110.00
2025-05-07 18:28:01;39610.00
2025-05-07 18:28:00;48110.00
2025-05-07 18:27:59;56610.00
2025-05-07 18:27:58;65110.00
2025-05-07 18:27:57;73610.00
2025-05-07 18:27:56;82110.00
2025-05-07 18:27:55;90610.00
2025-05-07 18:27:54;99110.00
2025-05-07 18:27:53;92370.00
2025-05-07 18:27:52;83870.00
2025-05-07 18:27:51;75370.00
2025-05-07 18:27:50;66870.00
2025-05-07 18:27:49;58370.00
2025-05-07 18:27:48;49870.00
2025-05-07 18:27:47;41370.00
2025-05-07 18:27:46;32870.00
2025-05-07 18:27:45;24370.00
2025-05-07 18:27:44;15870.00
2025-05-07 18:27:43;7370.00
2025-05-07 18:27:42;1130.00
2025-05-07 18:27:41;9630.00
2025-05-07 18:27:40;18130.00
2025-05-07 18:27:39;26630.00
2025-05-07 18:27:38;35130.00
2025-05-07 18:27:37;43630.00
2025-05-07 18:27:36;52130.00
2025-05-07 18:27:35;60630.00
2025-05-07 18:27:34;69130.00
2025-05-07 18:27:33;77630.00
2025-05-07 18:27:32;86130.00
2025-05-07 18:27:31;94630.00
2025-05-07 18:27:30;96850.00
2025-05-07 18:27:29;88350.00
2025-05-07 18:27:28;79850.00
2025-05-07 18:27:27;71350.00
2025-05-07 18:27:26;62850.00
2025-05-07 18:27:25;54350.00
2025-05-07 18:27:24;45850.00
2025-05-07 18:27:23;37350.00
2025-05-07 18:27:22;28850.00
2025-05-07 18:27:21;20350.00
2025-05-07 18:27:20;11850.00
2025-05-07 18:27:19;3350.00
2025-05-07 18:27:18;5150.00
2025-05-07 18:27:17;13650.00
2025-05-07 18:27:16;22150.00
2025-05-07 18:27:15;30650.00
2025-05-07 18:27:14;39150.00
2025-05-07 18:27:13;47650.00
2025-05-07 18:27:12;56150.00
2025-05-07 18:27:11;64650.00
2025-05-07 18:27:10;73150.00
2025-05-07 18:27:09;81650.00
2025-05-07 18:27:08;90150.00
2025-05-07 18:27:07;98650.00
2025-05-07 18:27:06;92830.00
2025-05-07 18:27:05;84330.00
2025-05-07 18:27:04;75830.00
2025-05-07 18:27:03;67330.00
2025-05-07 18:27:02;58830.00
2025-05-07 18:27:01;50330.00
2025-05-07 18:27:00;41830.00
2025-05-07 18:26:59;33330.00
2025-05-07 18:26:58;24830.00
2025-05-07 18:26:57;16330.00
2025-05-07 18:26:56;7830.00
2025-05-07 18:26:55;670.00
2025-05-07 18:26:54;9170.00
2025-05-07 18:26:53;17670.00
2025-05-07 18:26:52;26170.00
2025-05-07 18:26:51;34670.00
2025-05-07 18:26:50;43170.00
2025-05-07 18:26:49;51670.00
2025-05-07 18:26:48;60170.00
2025-05-07 18:26:47;68670.00
2025-05-07 18:26:46;77170.00
2025-05-07 18:26:45;85670.00
2025-05-07 18:26:44;94170.00
2025-05-07 18:26:43;97310.00
2025-05-07 18:26:42;88810.00
2025-05-07 18:26:41;80310.00
2025-05-07 18:26:40;71810.00
2025-05-07 18:26:39;63310.00
2025-05-07 18:26:38;54810.00
2025-05-07 18:26:37;46310.00
2025-05-07 18:26:36;37810.00
2025-05-07 18:26:35;29310.00
2025-05-07 18:26:34;20810.00
2025-05-07 18:26:33;12310.00
2025-05-07 18:26:32;3810.00
2025-05-07 18:26:31;4690.00
2025-05-07 18:26:30;13190.00
2025-05-07 18:26:29;21690.00
2025-05-07 18:26:28;30190.00
2025-05-07 18:26:27;38690.00
2025-05-07 18:26:26;47190.00
2025-05-07 18:26:25;55690.00
2025-05-07 18:26:24;64190.00
2025-05-07 18:26:23;72690.00
2025-05-07 18:26:22;81190.00
2025-05-07 18:26:21;89690.00
2025-05-07 18:26:20;98190.00
2025-05-07 18:26:19;93290.00
2025-05-07 18:26:18;84790.00
2025-05-07 18:26:17;76290.00
2025-05-07 18:26:16;67790.00
2025-05-07 18:26:15;59290.00
2025-05-07 18:26:14;50790.00
2025-05-07 18:26:13;42290.00
2025-05-07 18:26:12;33790.00
2025-05-07 18:26:11;25290.00
2025-05-07 18:26:10;16790.00
2025-05-07 18:26:09;8290.00
2025-05-07 18:26:08;210.00
2025-05-07 18:26:07;8710.00
2025-05-07 18:26:06;17210.00
2025-05-07 18:26:05;25710.00
2025-05-07 18:26:04;34210.00
2025-05-07 18:26:03;42710.00
2025-05-07 18:26:02;51210.00
2025-05-07 18:26:01;59710.00
2025-05-07 18:26:00;68210.00
2025-05-07 18:25:59;76710.00
2025-05-07 18:25:58;85210.00
2025-05-07 18:25:57;93710.00
2025-05-07 18:25:56;97770.00
2025-05-07 18:25:55;89270.00
2025-05-07 18:25:54;80770.00
2025-05-07 18:25:53;72270.00
2025-05-07 18:25:52;63770.00
2025-05-07 18:25:51;55270.00
2025-05-07 18:25:50;46770.00
2025-05-07 18:25:49;38270.00
2025-05-07 18:25:48;29770.00
2025-05-07 18:25:47;21270.00
2025-05-07 18:25:46;12770.00
2025-05-07 18:25:45;4270.00
2025-05-07 18:25:44;4230.00
2025-05-07 18:25:43;12730.00
2025-05-07 18:25:42;21230.00
2025-05-07 18:25:41;29730.00
2025-05-07 18:25:40;38230.00
2025-05-07 18:25:39;46730.00
2025-05-07 18:25:38;55230.00
2025-05-07 18:25:37;63730.00
2025-05-07 18:25:36;72230.00
2025-05-07 18:25:35;80730.00
2025-05-07 18:25:34;89230.00
2025-05-07 18:25:33;97730.00
2025-05-07 18:25:32;93750.00
2025-05-07 18:25:31;85250.00
2025-05-07 18:25:30;76750.00
2025-05-07 18:25:29;68250.00
2025-05-07 18:25:28;59750.00
2025-05-07 18:25:27;51250.00
2025-05-07 18:25:26;42750.00
2025-05-07 18:25:25;34250.00
2025-05-07 18:25:24;25750.00
2025-05-07 18:25:23;17250.00
2025-05-07 18:25:22;8750.00
2025-05-07 18:25:21;250.00
2025-05-07 18:25:20;8250.00
2025-05-07 18:25:19;16750.00
2025-05-07 18:25:18;25250.00
2025-05-07 18:25:17;33750.00
2025-05-07 18:25:16;42250.00
2025-05-07 18:25:15;50750.00
2025-05-07 18:25:14;59250.00
2025-05-07 18:25:13;67750.00
2025-05-07 18:25:12;76250.00
2025-05-07 18:25:11;84750.00
2025-05-07 18:25:10;93250.00
2025-05-07 18:25:09;98230.00
2025-05-07 18:25:08;89730.00
2025-05-07 18:25:07;81230.00
2025-05-07 18:25:06;72730.00
2025-05-07 18:25:05;64230.00
2025-05-07 18:25:04;55730.00
2025-05-07 18:25:03;47230.00
2025-05-07 18:25:02;38730.00
2025-05-07 18:25:01;30230.00
2025-05-07 18:25:00;21730.00
2025-05-07 18:24:59;13230.00
2025-05-07 18:24:58;4730.00
2025-05-07 18:24:57;3770.00
2025-05-07 18:24:56;12270.00
2025-05-07 18:24:55;20770.00
2025-05-07 18:24:54;29270.00
2025-05-07 18:24:53;37770.00
2025-05-07 18:24:52;46270.00
2025-05-07 18:24:51;54770.00
2025-05-07 18:24:50;63270.00
2025-05-07 18:24:49;71770.00
2025-05-07 18:24:48;80270.00
2025-05-07 18:24:47;88770.00
2025-05-07 18:24:46;97270.00
2025-05-07 18:24:45;94210.00
2025-05-07 18:24:44;85710.00
2025-05-07 18:24:43;77210.00
2025-05-07 18:24:42;68710.00
2025-05-07 18:24:41;60210.00
2025-05-07 18:24:40;51710.00
2025-05-07 18:24:39;43210.00
2025-05-07 18:24:38;34710.00
2025-05-07 18:24:37;26210.00
2025-05-07 18:24:36;17710.00
2025-05-07 18:24:35;9210.00
2025-05-07 18:24:34;710.00
2025-05-07 18:24:33;7790.00
2025-05-07 18:24:32;16290.00
2025-05-07 18:24:31;24790.00
2025-05-07 18:24:30;33290.00
2025-05-07 18:24:29;41790.00
2025-05-07 18:24:28;50290.00
2025-05-07 18:24:27;58790.00
2025-05-07 18:24:26;67290.00
2025-05-07 18:24:25;75790.00
2025-05-07 18:24:24;84290.00
2025-05-07 18:24:23;92790.00
2025-05-07 18:24:22;98690.00
2025-05-07 18:24:21;90190.00
2025-05-07 18:24:20;81690.00
2025-05-07 18:24:19;73190.00
2025-05-07 18:24:18;64690.00
2025-05-07 18:24:17;56190.00
2025-05-07 18:24:16;47690.00
2025-05-07 18:24:15;39190.00
2025-05-07 18:24:14;30690.00
2025-05-07 18:24:13;22190.00
2025-05-07 18:24:12;13690.00
2025-05-07 18:24:11;5190.00
2025-05-07 18:24:10;3310.00
2025-05-07 18:24:09;11810.00
2025-05-07 18:24:08;20310.00
2025-05-07 18:24:07;28810.00
2025-05-07 18:24:06;37310.00
2025-05-07 18:24:05;45810.00
2025-05-07 18:24:04;54310.00
2025-05-07 18:24:03;62810.00
2025-05-07 18:24:02;71310.00
2025-05-07 18:24:01;79810.00
2025-05-07 18:24:00;88310.00
2025-05-07 18:23:59;96810.00
2025-05-07 18:23:58;94670.00
2025-05-07 18:23:57;86170.00
2025-05-07 18:23:56;77670.00
2025-05-07 18:23:55;69170.00
2025-05-07 18:23:54;60670.00
2025-05-07 18:23:53;52170.00
2025-05-07 18:23:52;43670.00
2025-05-07 18:23:51;35170.00
2025-05-07 18:23:50;26670.00
2025-05-07 18:23:49;18170.00
2025-05-07 18:23:48;9670.00
2025-05-07 18:23:47;1170.00
2025-05-07 18:23:46;7330.00
2025-05-07 18:23:45;15830.00
2025-05-07 18:23:44;24330.00
2025-05-07 18:23:43;32830.00
2025-05-07 18:23:42;41330.00
2025-05-07 18:23:41;49830.00
2025-05-07 18:23:40;58330.00
2025-05-07 18:23:39;66830.00
2025-05-07 18:23:38;75330.00
2025-05-07 18:23:37;83830.00
2025-05-07 18:23:36;92330.00
2025-05-07 18:23:35;99150.00
2025-05-07 18:23:34;90650.00
2025-05-07 18:23:33;82150.00
