Fecha y Hora;KV-3034 - Válvula aislar salida R-303
2025-05-07 18:34:42;30750.00
2025-05-07 18:34:41;39250.00
2025-05-07 18:34:40;47750.00
2025-05-07 18:34:39;56250.00
2025-05-07 18:34:38;64750.00
2025-05-07 18:34:37;73250.00
2025-05-07 18:34:36;81750.00
2025-05-07 18:34:35;90250.00
2025-05-07 18:34:34;98750.00
2025-05-07 18:34:33;92730.00
2025-05-07 18:34:32;84230.00
2025-05-07 18:34:31;75730.00
2025-05-07 18:34:30;67230.00
2025-05-07 18:34:29;58730.00
2025-05-07 18:34:28;50230.00
2025-05-07 18:34:27;41730.00
2025-05-07 18:34:26;33230.00
2025-05-07 18:34:25;24730.00
2025-05-07 18:34:24;16230.00
2025-05-07 18:34:23;7730.00
2025-05-07 18:34:22;770.00
2025-05-07 18:34:21;9270.00
2025-05-07 18:34:20;17770.00
2025-05-07 18:34:19;26270.00
2025-05-07 18:34:18;34770.00
2025-05-07 18:34:17;43270.00
2025-05-07 18:34:16;51770.00
2025-05-07 18:34:15;60270.00
2025-05-07 18:34:14;68770.00
2025-05-07 18:34:13;77270.00
2025-05-07 18:34:12;85770.00
2025-05-07 18:34:11;94270.00
2025-05-07 18:34:10;97210.00
2025-05-07 18:34:09;88710.00
2025-05-07 18:34:08;80210.00
2025-05-07 18:34:07;71710.00
2025-05-07 18:34:06;63210.00
2025-05-07 18:34:05;54710.00
2025-05-07 18:34:04;46210.00
2025-05-07 18:34:03;37710.00
2025-05-07 18:34:02;29210.00
2025-05-07 18:34:01;20710.00
2025-05-07 18:34:00;12210.00
2025-05-07 18:33:59;3710.00
2025-05-07 18:33:58;4790.00
2025-05-07 18:33:57;13290.00
2025-05-07 18:33:56;21790.00
2025-05-07 18:33:55;30290.00
2025-05-07 18:33:54;38790.00
2025-05-07 18:33:53;47290.00
2025-05-07 18:33:52;55790.00
2025-05-07 18:33:51;64290.00
2025-05-07 18:33:50;72790.00
2025-05-07 18:33:49;81290.00
2025-05-07 18:33:48;89790.00
2025-05-07 18:33:47;98290.00
2025-05-07 18:33:46;93190.00
2025-05-07 18:33:45;84690.00
2025-05-07 18:33:44;76190.00
2025-05-07 18:33:43;67690.00
2025-05-07 18:33:42;59190.00
2025-05-07 18:33:41;50690.00
2025-05-07 18:33:40;42190.00
2025-05-07 18:33:39;33690.00
2025-05-07 18:33:38;25190.00
2025-05-07 18:33:37;16690.00
2025-05-07 18:33:36;8190.00
2025-05-07 18:33:35;310.00
2025-05-07 18:33:34;8810.00
2025-05-07 18:33:33;17310.00
2025-05-07 18:33:32;25810.00
2025-05-07 18:33:31;34310.00
2025-05-07 18:33:30;42810.00
2025-05-07 18:33:29;51310.00
2025-05-07 18:33:28;59810.00
2025-05-07 18:33:27;68310.00
2025-05-07 18:33:26;76810.00
2025-05-07 18:33:25;85310.00
2025-05-07 18:33:24;93810.00
2025-05-07 18:33:23;97670.00
2025-05-07 18:33:22;89170.00
2025-05-07 18:33:21;80670.00
2025-05-07 18:33:20;72170.00
2025-05-07 18:33:19;63670.00
2025-05-07 18:33:18;55170.00
2025-05-07 18:33:17;46670.00
2025-05-07 18:33:16;38170.00
2025-05-07 18:33:15;29670.00
2025-05-07 18:33:14;21170.00
2025-05-07 18:33:13;12670.00
2025-05-07 18:33:12;4170.00
2025-05-07 18:33:11;4330.00
2025-05-07 18:33:10;12830.00
2025-05-07 18:33:09;21330.00
2025-05-07 18:33:08;29830.00
2025-05-07 18:33:07;38330.00
2025-05-07 18:33:06;46830.00
2025-05-07 18:33:05;55330.00
2025-05-07 18:33:04;63830.00
2025-05-07 18:33:03;72330.00
2025-05-07 18:33:02;80830.00
2025-05-07 18:33:01;89330.00
2025-05-07 18:33:00;97830.00
2025-05-07 18:32:59;93650.00
2025-05-07 18:32:58;85150.00
2025-05-07 18:32:57;76650.00
2025-05-07 18:32:56;68150.00
2025-05-07 18:32:55;59650.00
2025-05-07 18:32:54;51150.00
2025-05-07 18:32:53;42650.00
2025-05-07 18:32:52;34150.00
2025-05-07 18:32:51;25650.00
2025-05-07 18:32:50;17150.00
2025-05-07 18:32:49;8650.00
2025-05-07 18:32:48;150.00
2025-05-07 18:32:47;8350.00
2025-05-07 18:32:46;16850.00
2025-05-07 18:32:45;25350.00
2025-05-07 18:32:44;33850.00
2025-05-07 18:32:43;42350.00
2025-05-07 18:32:42;50850.00
2025-05-07 18:32:41;59350.00
2025-05-07 18:32:40;67850.00
2025-05-07 18:32:39;76350.00
2025-05-07 18:32:38;84850.00
2025-05-07 18:32:37;93350.00
2025-05-07 18:32:36;98130.00
2025-05-07 18:32:35;89630.00
2025-05-07 18:32:34;81130.00
2025-05-07 18:32:33;72630.00
2025-05-07 18:32:32;64130.00
2025-05-07 18:32:31;55630.00
2025-05-07 18:32:30;47130.00
2025-05-07 18:32:29;38630.00
2025-05-07 18:32:28;30130.00
2025-05-07 18:32:27;21630.00
2025-05-07 18:32:26;13130.00
2025-05-07 18:32:25;4630.00
2025-05-07 18:32:24;3870.00
2025-05-07 18:32:23;12370.00
2025-05-07 18:32:22;20870.00
2025-05-07 18:32:21;29370.00
2025-05-07 18:32:20;37870.00
2025-05-07 18:32:19;46370.00
2025-05-07 18:32:18;54870.00
2025-05-07 18:32:17;63370.00
2025-05-07 18:32:16;71870.00
2025-05-07 18:32:15;80370.00
2025-05-07 18:32:14;88870.00
2025-05-07 18:32:13;97370.00
2025-05-07 18:32:12;94110.00
2025-05-07 18:32:11;85610.00
2025-05-07 18:32:10;77110.00
2025-05-07 18:32:09;68610.00
2025-05-07 18:32:08;60110.00
2025-05-07 18:32:07;51610.00
2025-05-07 18:32:06;43110.00
2025-05-07 18:32:05;34610.00
2025-05-07 18:32:04;26110.00
2025-05-07 18:32:03;17610.00
2025-05-07 18:32:02;9110.00
2025-05-07 18:32:01;610.00
2025-05-07 18:32:00;7890.00
2025-05-07 18:31:59;16390.00
2025-05-07 18:31:58;24890.00
2025-05-07 18:31:57;33390.00
2025-05-07 18:31:56;41890.00
2025-05-07 18:31:55;50390.00
2025-05-07 18:31:54;58890.00
2025-05-07 18:31:53;67390.00
2025-05-07 18:31:52;75890.00
2025-05-07 18:31:51;84390.00
2025-05-07 18:31:50;92890.00
2025-05-07 18:31:49;98590.00
2025-05-07 18:31:48;90090.00
2025-05-07 18:31:47;81590.00
2025-05-07 18:31:46;73090.00
2025-05-07 18:31:45;64590.00
2025-05-07 18:31:44;56090.00
2025-05-07 18:31:43;47590.00
2025-05-07 18:31:42;39090.00
2025-05-07 18:31:41;30590.00
2025-05-07 18:31:40;22090.00
2025-05-07 18:31:39;13590.00
2025-05-07 18:31:38;5090.00
2025-05-07 18:31:37;3410.00
2025-05-07 18:31:36;11910.00
2025-05-07 18:31:35;20410.00
2025-05-07 18:31:34;28910.00
2025-05-07 18:31:33;37410.00
2025-05-07 18:31:32;45910.00
2025-05-07 18:31:31;54410.00
2025-05-07 18:31:30;62910.00
2025-05-07 18:31:29;71410.00
2025-05-07 18:31:28;79910.00
2025-05-07 18:31:27;88410.00
2025-05-07 18:31:26;96910.00
2025-05-07 18:31:25;94570.00
2025-05-07 18:31:24;86070.00
2025-05-07 18:31:23;77570.00
2025-05-07 18:31:22;69070.00
2025-05-07 18:31:21;60570.00
2025-05-07 18:31:20;52070.00
2025-05-07 18:31:19;43570.00
2025-05-07 18:31:18;35070.00
2025-05-07 18:31:17;26570.00
2025-05-07 18:31:16;18070.00
2025-05-07 18:31:15;9570.00
2025-05-07 18:31:14;1070.00
2025-05-07 18:31:13;7430.00
2025-05-07 18:31:12;15930.00
2025-05-07 18:31:11;24430.00
2025-05-07 18:31:10;32930.00
2025-05-07 18:31:09;41430.00
2025-05-07 18:31:08;49930.00
2025-05-07 18:31:07;58430.00
2025-05-07 18:31:06;66930.00
2025-05-07 18:31:05;75430.00
2025-05-07 18:31:04;83930.00
2025-05-07 18:31:03;92430.00
2025-05-07 18:31:02;99050.00
2025-05-07 18:31:01;90550.00
2025-05-07 18:31:00;82050.00
2025-05-07 18:30:59;73550.00
2025-05-07 18:30:58;65050.00
2025-05-07 18:30:57;56550.00
2025-05-07 18:30:56;48050.00
2025-05-07 18:30:55;39550.00
2025-05-07 18:30:54;31050.00
2025-05-07 18:30:53;22550.00
2025-05-07 18:30:52;14050.00
2025-05-07 18:30:51;5550.00
2025-05-07 18:30:50;2950.00
2025-05-07 18:30:49;11450.00
2025-05-07 18:30:48;19950.00
2025-05-07 18:30:47;28450.00
2025-05-07 18:30:46;36950.00
2025-05-07 18:30:45;45450.00
2025-05-07 18:30:44;53950.00
2025-05-07 18:30:43;62450.00
2025-05-07 18:30:42;70950.00
2025-05-07 18:30:41;79450.00
2025-05-07 18:30:40;87950.00
2025-05-07 18:30:39;96450.00
2025-05-07 18:30:38;95030.00
2025-05-07 18:30:37;86530.00
2025-05-07 18:30:36;78030.00
2025-05-07 18:30:35;69530.00
2025-05-07 18:30:34;61030.00
2025-05-07 18:30:33;52530.00
2025-05-07 18:30:32;44030.00
2025-05-07 18:30:31;35530.00
2025-05-07 18:30:30;27030.00
2025-05-07 18:30:29;18530.00
2025-05-07 18:30:28;10030.00
2025-05-07 18:30:27;1530.00
2025-05-07 18:30:26;6970.00
2025-05-07 18:30:25;15470.00
2025-05-07 18:30:24;23970.00
2025-05-07 18:30:23;32470.00
2025-05-07 18:30:22;40970.00
2025-05-07 18:30:21;49470.00
2025-05-07 18:30:20;57970.00
2025-05-07 18:30:19;66470.00
2025-05-07 18:30:18;74970.00
2025-05-07 18:30:17;83470.00
2025-05-07 18:30:16;91970.00
2025-05-07 18:30:15;99510.00
2025-05-07 18:30:14;91010.00
2025-05-07 18:30:13;82510.00
2025-05-07 18:30:12;74010.00
2025-05-07 18:30:11;65510.00
2025-05-07 18:30:10;57010.00
2025-05-07 18:30:09;48510.00
2025-05-07 18:30:08;40010.00
2025-05-07 18:30:07;31510.00
2025-05-07 18:30:06;23010.00
2025-05-07 18:30:05;14510.00
2025-05-07 18:30:04;6010.00
2025-05-07 18:30:03;2490.00
2025-05-07 18:30:02;10990.00
2025-05-07 18:30:01;19490.00
2025-05-07 18:30:00;27990.00
2025-05-07 18:29:59;36490.00
2025-05-07 18:29:58;44990.00
2025-05-07 18:29:57;53490.00
2025-05-07 18:29:56;61990.00
2025-05-07 18:29:55;70490.00
2025-05-07 18:29:54;78990.00
2025-05-07 18:29:53;87490.00
2025-05-07 18:29:52;95990.00
2025-05-07 18:29:51;95490.00
2025-05-07 18:29:50;86990.00
2025-05-07 18:29:49;78490.00
2025-05-07 18:29:48;69990.00
2025-05-07 18:29:47;61490.00
2025-05-07 18:29:46;52990.00
2025-05-07 18:29:45;44490.00
2025-05-07 18:29:44;35990.00
2025-05-07 18:29:43;27490.00
2025-05-07 18:29:42;18990.00
2025-05-07 18:29:41;10490.00
2025-05-07 18:29:40;1990.00
2025-05-07 18:29:39;6510.00
2025-05-07 18:29:38;15010.00
2025-05-07 18:29:37;23510.00
2025-05-07 18:29:36;32010.00
2025-05-07 18:29:35;40510.00
2025-05-07 18:29:34;49010.00
2025-05-07 18:29:33;57510.00
2025-05-07 18:29:32;66010.00
2025-05-07 18:29:31;74510.00
2025-05-07 18:29:30;83010.00
2025-05-07 18:29:29;91510.00
2025-05-07 18:29:28;99970.00
2025-05-07 18:29:27;91470.00
2025-05-07 18:29:26;82970.00
2025-05-07 18:29:25;74470.00
2025-05-07 18:29:24;65970.00
2025-05-07 18:29:23;57470.00
2025-05-07 18:29:22;48970.00
2025-05-07 18:29:21;40470.00
2025-05-07 18:29:20;31970.00
2025-05-07 18:29:19;23470.00
2025-05-07 18:29:18;14970.00
2025-05-07 18:29:17;6470.00
2025-05-07 18:29:16;2030.00
2025-05-07 18:29:15;10530.00
2025-05-07 18:29:14;19030.00
2025-05-07 18:29:13;27530.00
2025-05-07 18:29:12;36030.00
2025-05-07 18:29:11;44530.00
2025-05-07 18:29:10;53030.00
2025-05-07 18:29:09;61530.00
2025-05-07 18:29:08;70030.00
2025-05-07 18:29:07;78530.00
2025-05-07 18:29:06;87030.00
2025-05-07 18:29:05;95530.00
2025-05-07 18:29:04;95950.00
2025-05-07 18:29:03;87450.00
2025-05-07 18:29:02;78950.00
2025-05-07 18:29:01;70450.00
2025-05-07 18:29:00;61950.00
2025-05-07 18:28:59;53450.00
2025-05-07 18:28:58;44950.00
2025-05-07 18:28:57;36450.00
2025-05-07 18:28:56;27950.00
2025-05-07 18:28:55;19450.00
2025-05-07 18:28:54;10950.00
2025-05-07 18:28:53;2450.00
2025-05-07 18:28:52;6050.00
2025-05-07 18:28:51;14550.00
2025-05-07 18:28:50;23050.00
2025-05-07 18:28:49;31550.00
2025-05-07 18:28:48;40050.00
2025-05-07 18:28:47;48550.00
2025-05-07 18:28:46;57050.00
2025-05-07 18:28:45;65550.00
2025-05-07 18:28:44;74050.00
2025-05-07 18:28:43;82550.00
2025-05-07 18:28:42;91050.00
2025-05-07 18:28:41;99550.00
2025-05-07 18:28:40;91930.00
2025-05-07 18:28:39;83430.00
2025-05-07 18:28:38;74930.00
2025-05-07 18:28:37;66430.00
2025-05-07 18:28:36;57930.00
2025-05-07 18:28:35;49430.00
2025-05-07 18:28:34;40930.00
2025-05-07 18:28:33;32430.00
2025-05-07 18:28:32;23930.00
2025-05-07 18:28:31;15430.00
2025-05-07 18:28:30;6930.00
2025-05-07 18:28:29;1570.00
2025-05-07 18:28:28;10070.00
2025-05-07 18:28:27;18570.00
2025-05-07 18:28:26;27070.00
2025-05-07 18:28:25;35570.00
2025-05-07 18:28:24;44070.00
2025-05-07 18:28:23;52570.00
2025-05-07 18:28:22;61070.00
2025-05-07 18:28:21;69570.00
2025-05-07 18:28:20;78070.00
2025-05-07 18:28:19;86570.00
2025-05-07 18:28:18;95070.00
2025-05-07 18:28:17;96410.00
2025-05-07 18:28:16;87910.00
2025-05-07 18:28:15;79410.00
2025-05-07 18:28:14;70910.00
2025-05-07 18:28:13;62410.00
2025-05-07 18:28:12;53910.00
2025-05-07 18:28:11;45410.00
2025-05-07 18:28:10;36910.00
2025-05-07 18:28:09;28410.00
2025-05-07 18:28:08;19910.00
2025-05-07 18:28:07;11410.00
2025-05-07 18:28:06;2910.00
2025-05-07 18:28:05;5590.00
2025-05-07 18:28:04;14090.00
2025-05-07 18:28:03;22590.00
2025-05-07 18:28:02;31090.00
2025-05-07 18:28:01;39590.00
2025-05-07 18:28:00;48090.00
2025-05-07 18:27:59;56590.00
2025-05-07 18:27:58;65090.00
2025-05-07 18:27:57;73590.00
2025-05-07 18:27:56;82090.00
2025-05-07 18:27:55;90590.00
2025-05-07 18:27:54;99090.00
2025-05-07 18:27:53;92390.00
2025-05-07 18:27:52;83890.00
2025-05-07 18:27:51;75390.00
2025-05-07 18:27:50;66890.00
2025-05-07 18:27:49;58390.00
2025-05-07 18:27:48;49890.00
2025-05-07 18:27:47;41390.00
2025-05-07 18:27:46;32890.00
2025-05-07 18:27:45;24390.00
2025-05-07 18:27:44;15890.00
2025-05-07 18:27:43;7390.00
2025-05-07 18:27:42;1110.00
2025-05-07 18:27:41;9610.00
2025-05-07 18:27:40;18110.00
2025-05-07 18:27:39;26610.00
2025-05-07 18:27:38;35110.00
2025-05-07 18:27:37;43610.00
2025-05-07 18:27:36;52110.00
2025-05-07 18:27:35;60610.00
2025-05-07 18:27:34;69110.00
2025-05-07 18:27:33;77610.00
2025-05-07 18:27:32;86110.00
2025-05-07 18:27:31;94610.00
2025-05-07 18:27:30;96870.00
2025-05-07 18:27:29;88370.00
2025-05-07 18:27:28;79870.00
2025-05-07 18:27:27;71370.00
2025-05-07 18:27:26;62870.00
2025-05-07 18:27:25;54370.00
2025-05-07 18:27:24;45870.00
2025-05-07 18:27:23;37370.00
2025-05-07 18:27:22;28870.00
2025-05-07 18:27:21;20370.00
2025-05-07 18:27:20;11870.00
2025-05-07 18:27:19;3370.00
2025-05-07 18:27:18;5130.00
2025-05-07 18:27:17;13630.00
2025-05-07 18:27:16;22130.00
2025-05-07 18:27:15;30630.00
2025-05-07 18:27:14;39130.00
2025-05-07 18:27:13;47630.00
2025-05-07 18:27:12;56130.00
2025-05-07 18:27:11;64630.00
2025-05-07 18:27:10;73130.00
2025-05-07 18:27:09;81630.00
2025-05-07 18:27:08;90130.00
2025-05-07 18:27:07;98630.00
2025-05-07 18:27:06;92850.00
2025-05-07 18:27:05;84350.00
2025-05-07 18:27:04;75850.00
2025-05-07 18:27:03;67350.00
2025-05-07 18:27:02;58850.00
2025-05-07 18:27:01;50350.00
2025-05-07 18:27:00;41850.00
2025-05-07 18:26:59;33350.00
2025-05-07 18:26:58;24850.00
2025-05-07 18:26:57;16350.00
2025-05-07 18:26:56;7850.00
2025-05-07 18:26:55;650.00
2025-05-07 18:26:54;9150.00
2025-05-07 18:26:53;17650.00
2025-05-07 18:26:52;26150.00
2025-05-07 18:26:51;34650.00
2025-05-07 18:26:50;43150.00
2025-05-07 18:26:49;51650.00
2025-05-07 18:26:48;60150.00
2025-05-07 18:26:47;68650.00
2025-05-07 18:26:46;77150.00
2025-05-07 18:26:45;85650.00
2025-05-07 18:26:44;94150.00
2025-05-07 18:26:43;97330.00
2025-05-07 18:26:42;88830.00
2025-05-07 18:26:41;80330.00
2025-05-07 18:26:40;71830.00
2025-05-07 18:26:39;63330.00
2025-05-07 18:26:38;54830.00
2025-05-07 18:26:37;46330.00
2025-05-07 18:26:36;37830.00
2025-05-07 18:26:35;29330.00
2025-05-07 18:26:34;20830.00
2025-05-07 18:26:33;12330.00
2025-05-07 18:26:32;3830.00
2025-05-07 18:26:31;4670.00
2025-05-07 18:26:30;13170.00
2025-05-07 18:26:29;21670.00
2025-05-07 18:26:28;30170.00
2025-05-07 18:26:27;38670.00
2025-05-07 18:26:26;47170.00
2025-05-07 18:26:25;55670.00
2025-05-07 18:26:24;64170.00
2025-05-07 18:26:23;72670.00
2025-05-07 18:26:22;81170.00
2025-05-07 18:26:21;89670.00
2025-05-07 18:26:20;98170.00
2025-05-07 18:26:19;93310.00
2025-05-07 18:26:18;84810.00
2025-05-07 18:26:17;76310.00
2025-05-07 18:26:16;67810.00
2025-05-07 18:26:15;59310.00
2025-05-07 18:26:14;50810.00
2025-05-07 18:26:13;42310.00
2025-05-07 18:26:12;33810.00
2025-05-07 18:26:11;25310.00
2025-05-07 18:26:10;16810.00
2025-05-07 18:26:09;8310.00
2025-05-07 18:26:08;190.00
2025-05-07 18:26:07;8690.00
2025-05-07 18:26:06;17190.00
2025-05-07 18:26:05;25690.00
2025-05-07 18:26:04;34190.00
2025-05-07 18:26:03;42690.00
2025-05-07 18:26:02;51190.00
2025-05-07 18:26:01;59690.00
2025-05-07 18:26:00;68190.00
2025-05-07 18:25:59;76690.00
2025-05-07 18:25:58;85190.00
2025-05-07 18:25:57;93690.00
2025-05-07 18:25:56;97790.00
2025-05-07 18:25:55;89290.00
2025-05-07 18:25:54;80790.00
2025-05-07 18:25:53;72290.00
2025-05-07 18:25:52;63790.00
2025-05-07 18:25:51;55290.00
2025-05-07 18:25:50;46790.00
2025-05-07 18:25:49;38290.00
2025-05-07 18:25:48;29790.00
2025-05-07 18:25:47;21290.00
2025-05-07 18:25:46;12790.00
2025-05-07 18:25:45;4290.00
2025-05-07 18:25:44;4210.00
2025-05-07 18:25:43;12710.00
2025-05-07 18:25:42;21210.00
2025-05-07 18:25:41;29710.00
2025-05-07 18:25:40;38210.00
2025-05-07 18:25:39;46710.00
2025-05-07 18:25:38;55210.00
2025-05-07 18:25:37;63710.00
2025-05-07 18:25:36;72210.00
2025-05-07 18:25:35;80710.00
2025-05-07 18:25:34;89210.00
2025-05-07 18:25:33;97710.00
2025-05-07 18:25:32;93770.00
2025-05-07 18:25:31;85270.00
2025-05-07 18:25:30;76770.00
2025-05-07 18:25:29;68270.00
2025-05-07 18:25:28;59770.00
2025-05-07 18:25:27;51270.00
2025-05-07 18:25:26;42770.00
2025-05-07 18:25:25;34270.00
2025-05-07 18:25:24;25770.00
2025-05-07 18:25:23;17270.00
2025-05-07 18:25:22;8770.00
2025-05-07 18:25:21;270.00
2025-05-07 18:25:20;8230.00
2025-05-07 18:25:19;16730.00
2025-05-07 18:25:18;25230.00
2025-05-07 18:25:17;33730.00
2025-05-07 18:25:16;42230.00
2025-05-07 18:25:15;50730.00
2025-05-07 18:25:14;59230.00
2025-05-07 18:25:13;67730.00
2025-05-07 18:25:12;76230.00
2025-05-07 18:25:11;84730.00
2025-05-07 18:25:10;93230.00
2025-05-07 18:25:09;98250.00
2025-05-07 18:25:08;89750.00
2025-05-07 18:25:07;81250.00
2025-05-07 18:25:06;72750.00
2025-05-07 18:25:05;64250.00
2025-05-07 18:25:04;55750.00
2025-05-07 18:25:03;47250.00
2025-05-07 18:25:02;38750.00
2025-05-07 18:25:01;30250.00
2025-05-07 18:25:00;21750.00
2025-05-07 18:24:59;13250.00
2025-05-07 18:24:58;4750.00
2025-05-07 18:24:57;3750.00
2025-05-07 18:24:56;12250.00
2025-05-07 18:24:55;20750.00
2025-05-07 18:24:54;29250.00
2025-05-07 18:24:53;37750.00
2025-05-07 18:24:52;46250.00
2025-05-07 18:24:51;54750.00
2025-05-07 18:24:50;63250.00
2025-05-07 18:24:49;71750.00
2025-05-07 18:24:48;80250.00
2025-05-07 18:24:47;88750.00
2025-05-07 18:24:46;97250.00
2025-05-07 18:24:45;94230.00
2025-05-07 18:24:44;85730.00
2025-05-07 18:24:43;77230.00
2025-05-07 18:24:42;68730.00
2025-05-07 18:24:41;60230.00
2025-05-07 18:24:40;51730.00
2025-05-07 18:24:39;43230.00
2025-05-07 18:24:38;34730.00
2025-05-07 18:24:37;26230.00
2025-05-07 18:24:36;17730.00
2025-05-07 18:24:35;9230.00
2025-05-07 18:24:34;730.00
2025-05-07 18:24:33;7770.00
2025-05-07 18:24:32;16270.00
2025-05-07 18:24:31;24770.00
2025-05-07 18:24:30;33270.00
2025-05-07 18:24:29;41770.00
2025-05-07 18:24:28;50270.00
2025-05-07 18:24:27;58770.00
2025-05-07 18:24:26;67270.00
2025-05-07 18:24:25;75770.00
2025-05-07 18:24:24;84270.00
2025-05-07 18:24:23;92770.00
2025-05-07 18:24:22;98710.00
2025-05-07 18:24:21;90210.00
2025-05-07 18:24:20;81710.00
2025-05-07 18:24:19;73210.00
2025-05-07 18:24:18;64710.00
2025-05-07 18:24:17;56210.00
2025-05-07 18:24:16;47710.00
2025-05-07 18:24:15;39210.00
2025-05-07 18:24:14;30710.00
2025-05-07 18:24:13;22210.00
2025-05-07 18:24:12;13710.00
2025-05-07 18:24:11;5210.00
2025-05-07 18:24:10;3290.00
2025-05-07 18:24:09;11790.00
2025-05-07 18:24:08;20290.00
2025-05-07 18:24:07;28790.00
2025-05-07 18:24:06;37290.00
2025-05-07 18:24:05;45790.00
2025-05-07 18:24:04;54290.00
2025-05-07 18:24:03;62790.00
2025-05-07 18:24:02;71290.00
2025-05-07 18:24:01;79790.00
2025-05-07 18:24:00;88290.00
2025-05-07 18:23:59;96790.00
2025-05-07 18:23:58;94690.00
2025-05-07 18:23:57;86190.00
2025-05-07 18:23:56;77690.00
2025-05-07 18:23:55;69190.00
2025-05-07 18:23:54;60690.00
2025-05-07 18:23:53;52190.00
2025-05-07 18:23:52;43690.00
2025-05-07 18:23:51;35190.00
2025-05-07 18:23:50;26690.00
2025-05-07 18:23:49;18190.00
2025-05-07 18:23:48;9690.00
2025-05-07 18:23:47;1190.00
2025-05-07 18:23:46;7310.00
2025-05-07 18:23:45;15810.00
2025-05-07 18:23:44;24310.00
2025-05-07 18:23:43;32810.00
2025-05-07 18:23:42;41310.00
2025-05-07 18:23:41;49810.00
2025-05-07 18:23:40;58310.00
2025-05-07 18:23:39;66810.00
2025-05-07 18:23:38;75310.00
2025-05-07 18:23:37;83810.00
2025-05-07 18:23:36;92310.00
2025-05-07 18:23:35;99170.00
2025-05-07 18:23:34;90670.00
2025-05-07 18:23:33;82170.00
2025-05-07 18:23:32;73670.00
