Fecha y Hora;B-402A - Bomba A flash
2025-05-07 18:34:20;1789.00
2025-05-07 18:34:19;2639.00
2025-05-07 18:34:18;3489.00
2025-05-07 18:34:17;4339.00
2025-05-07 18:34:16;5189.00
2025-05-07 18:34:15;6039.00
2025-05-07 18:34:14;6889.00
2025-05-07 18:34:13;7739.00
2025-05-07 18:34:12;8589.00
2025-05-07 18:34:11;9439.00
2025-05-07 18:34:10;9709.00
2025-05-07 18:34:09;8859.00
2025-05-07 18:34:08;8009.00
2025-05-07 18:34:07;7159.00
2025-05-07 18:34:06;6309.00
2025-05-07 18:34:05;5459.00
2025-05-07 18:34:04;4609.00
2025-05-07 18:34:03;3759.00
2025-05-07 18:34:02;2909.00
2025-05-07 18:34:01;2059.00
2025-05-07 18:34:00;1209.00
2025-05-07 18:33:59;359.00
2025-05-07 18:33:58;491.00
2025-05-07 18:33:57;1341.00
2025-05-07 18:33:56;2191.00
2025-05-07 18:33:55;3041.00
2025-05-07 18:33:54;3891.00
2025-05-07 18:33:53;4741.00
2025-05-07 18:33:52;5591.00
2025-05-07 18:33:51;6441.00
2025-05-07 18:33:50;7291.00
2025-05-07 18:33:49;8141.00
2025-05-07 18:33:48;8991.00
2025-05-07 18:33:47;9841.00
2025-05-07 18:33:46;9307.00
2025-05-07 18:33:45;8457.00
2025-05-07 18:33:44;7607.00
2025-05-07 18:33:43;6757.00
2025-05-07 18:33:42;5907.00
2025-05-07 18:33:41;5057.00
2025-05-07 18:33:40;4207.00
2025-05-07 18:33:39;3357.00
2025-05-07 18:33:38;2507.00
2025-05-07 18:33:37;1657.00
2025-05-07 18:33:36;807.00
2025-05-07 18:33:35;43.00
2025-05-07 18:33:34;893.00
2025-05-07 18:33:33;1743.00
2025-05-07 18:33:32;2593.00
2025-05-07 18:33:31;3443.00
2025-05-07 18:33:30;4293.00
2025-05-07 18:33:29;5143.00
2025-05-07 18:33:28;5993.00
2025-05-07 18:33:27;6843.00
2025-05-07 18:33:26;7693.00
2025-05-07 18:33:25;8543.00
2025-05-07 18:33:24;9393.00
2025-05-07 18:33:23;9755.00
2025-05-07 18:33:22;8905.00
2025-05-07 18:33:21;8055.00
2025-05-07 18:33:20;7205.00
2025-05-07 18:33:19;6355.00
2025-05-07 18:33:18;5505.00
2025-05-07 18:33:17;4655.00
2025-05-07 18:33:16;3805.00
2025-05-07 18:33:15;2955.00
2025-05-07 18:33:14;2105.00
2025-05-07 18:33:13;1255.00
2025-05-07 18:33:12;405.00
2025-05-07 18:33:11;445.00
2025-05-07 18:33:10;1295.00
2025-05-07 18:33:09;2145.00
2025-05-07 18:33:08;2995.00
2025-05-07 18:33:07;3845.00
2025-05-07 18:33:06;4695.00
2025-05-07 18:33:05;5545.00
2025-05-07 18:33:04;6395.00
2025-05-07 18:33:03;7245.00
2025-05-07 18:33:02;8095.00
2025-05-07 18:33:01;8945.00
2025-05-07 18:33:00;9795.00
2025-05-07 18:32:59;9353.00
2025-05-07 18:32:58;8503.00
2025-05-07 18:32:57;7653.00
2025-05-07 18:32:56;6803.00
2025-05-07 18:32:55;5953.00
2025-05-07 18:32:54;5103.00
2025-05-07 18:32:53;4253.00
2025-05-07 18:32:52;3403.00
2025-05-07 18:32:51;2553.00
2025-05-07 18:32:50;1703.00
2025-05-07 18:32:49;853.00
2025-05-07 18:32:48;3.00
2025-05-07 18:32:47;847.00
2025-05-07 18:32:46;1697.00
2025-05-07 18:32:45;2547.00
2025-05-07 18:32:44;3397.00
2025-05-07 18:32:43;4247.00
2025-05-07 18:32:42;5097.00
2025-05-07 18:32:41;5947.00
2025-05-07 18:32:40;6797.00
2025-05-07 18:32:39;7647.00
2025-05-07 18:32:38;8497.00
2025-05-07 18:32:37;9347.00
2025-05-07 18:32:36;9801.00
2025-05-07 18:32:35;8951.00
2025-05-07 18:32:34;8101.00
2025-05-07 18:32:33;7251.00
2025-05-07 18:32:32;6401.00
2025-05-07 18:32:31;5551.00
2025-05-07 18:32:30;4701.00
2025-05-07 18:32:29;3851.00
2025-05-07 18:32:28;3001.00
2025-05-07 18:32:27;2151.00
2025-05-07 18:32:26;1301.00
2025-05-07 18:32:25;451.00
2025-05-07 18:32:24;399.00
2025-05-07 18:32:23;1249.00
2025-05-07 18:32:22;2099.00
2025-05-07 18:32:21;2949.00
2025-05-07 18:32:20;3799.00
2025-05-07 18:32:19;4649.00
2025-05-07 18:32:18;5499.00
2025-05-07 18:32:17;6349.00
2025-05-07 18:32:16;7199.00
2025-05-07 18:32:15;8049.00
2025-05-07 18:32:14;8899.00
2025-05-07 18:32:13;9749.00
2025-05-07 18:32:12;9399.00
2025-05-07 18:32:11;8549.00
2025-05-07 18:32:10;7699.00
2025-05-07 18:32:09;6849.00
2025-05-07 18:32:08;5999.00
2025-05-07 18:32:07;5149.00
2025-05-07 18:32:06;4299.00
2025-05-07 18:32:05;3449.00
2025-05-07 18:32:04;2599.00
2025-05-07 18:32:03;1749.00
2025-05-07 18:32:02;899.00
2025-05-07 18:32:01;49.00
2025-05-07 18:32:00;801.00
2025-05-07 18:31:59;1651.00
2025-05-07 18:31:58;2501.00
2025-05-07 18:31:57;3351.00
2025-05-07 18:31:56;4201.00
2025-05-07 18:31:55;5051.00
2025-05-07 18:31:54;5901.00
2025-05-07 18:31:53;6751.00
2025-05-07 18:31:52;7601.00
2025-05-07 18:31:51;8451.00
2025-05-07 18:31:50;9301.00
2025-05-07 18:31:49;9847.00
2025-05-07 18:31:48;8997.00
2025-05-07 18:31:47;8147.00
2025-05-07 18:31:46;7297.00
2025-05-07 18:31:45;6447.00
2025-05-07 18:31:44;5597.00
2025-05-07 18:31:43;4747.00
2025-05-07 18:31:42;3897.00
2025-05-07 18:31:41;3047.00
2025-05-07 18:31:40;2197.00
2025-05-07 18:31:39;1347.00
2025-05-07 18:31:38;497.00
2025-05-07 18:31:37;353.00
2025-05-07 18:31:36;1203.00
2025-05-07 18:31:35;2053.00
2025-05-07 18:31:34;2903.00
2025-05-07 18:31:33;3753.00
2025-05-07 18:31:32;4603.00
2025-05-07 18:31:31;5453.00
2025-05-07 18:31:30;6303.00
2025-05-07 18:31:29;7153.00
2025-05-07 18:31:28;8003.00
2025-05-07 18:31:27;8853.00
2025-05-07 18:31:26;9703.00
2025-05-07 18:31:25;9445.00
2025-05-07 18:31:24;8595.00
2025-05-07 18:31:23;7745.00
2025-05-07 18:31:22;6895.00
2025-05-07 18:31:21;6045.00
2025-05-07 18:31:20;5195.00
2025-05-07 18:31:19;4345.00
2025-05-07 18:31:18;3495.00
2025-05-07 18:31:17;2645.00
2025-05-07 18:31:16;1795.00
2025-05-07 18:31:15;945.00
2025-05-07 18:31:14;95.00
2025-05-07 18:31:13;755.00
2025-05-07 18:31:12;1605.00
2025-05-07 18:31:11;2455.00
2025-05-07 18:31:10;3305.00
2025-05-07 18:31:09;4155.00
2025-05-07 18:31:08;5005.00
2025-05-07 18:31:07;5855.00
2025-05-07 18:31:06;6705.00
2025-05-07 18:31:05;7555.00
2025-05-07 18:31:04;8405.00
2025-05-07 18:31:03;9255.00
2025-05-07 18:31:02;9893.00
2025-05-07 18:31:01;9043.00
2025-05-07 18:31:00;8193.00
2025-05-07 18:30:59;7343.00
2025-05-07 18:30:58;6493.00
2025-05-07 18:30:57;5643.00
2025-05-07 18:30:56;4793.00
2025-05-07 18:30:55;3943.00
2025-05-07 18:30:54;3093.00
2025-05-07 18:30:53;2243.00
2025-05-07 18:30:52;1393.00
2025-05-07 18:30:51;543.00
2025-05-07 18:30:50;307.00
2025-05-07 18:30:49;1157.00
2025-05-07 18:30:48;2007.00
2025-05-07 18:30:47;2857.00
2025-05-07 18:30:46;3707.00
2025-05-07 18:30:45;4557.00
2025-05-07 18:30:44;5407.00
2025-05-07 18:30:43;6257.00
2025-05-07 18:30:42;7107.00
2025-05-07 18:30:41;7957.00
2025-05-07 18:30:40;8807.00
2025-05-07 18:30:39;9657.00
2025-05-07 18:30:38;9491.00
2025-05-07 18:30:37;8641.00
2025-05-07 18:30:36;7791.00
2025-05-07 18:30:35;6941.00
2025-05-07 18:30:34;6091.00
2025-05-07 18:30:33;5241.00
2025-05-07 18:30:32;4391.00
2025-05-07 18:30:31;3541.00
2025-05-07 18:30:30;2691.00
2025-05-07 18:30:29;1841.00
2025-05-07 18:30:28;991.00
2025-05-07 18:30:27;141.00
2025-05-07 18:30:26;709.00
2025-05-07 18:30:25;1559.00
2025-05-07 18:30:24;2409.00
2025-05-07 18:30:23;3259.00
2025-05-07 18:30:22;4109.00
2025-05-07 18:30:21;4959.00
2025-05-07 18:30:20;5809.00
2025-05-07 18:30:19;6659.00
2025-05-07 18:30:18;7509.00
2025-05-07 18:30:17;8359.00
2025-05-07 18:30:16;9209.00
2025-05-07 18:30:15;9939.00
2025-05-07 18:30:14;9089.00
2025-05-07 18:30:13;8239.00
2025-05-07 18:30:12;7389.00
2025-05-07 18:30:11;6539.00
2025-05-07 18:30:10;5689.00
2025-05-07 18:30:09;4839.00
2025-05-07 18:30:08;3989.00
2025-05-07 18:30:07;3139.00
2025-05-07 18:30:06;2289.00
2025-05-07 18:30:05;1439.00
2025-05-07 18:30:04;589.00
2025-05-07 18:30:03;261.00
2025-05-07 18:30:02;1111.00
2025-05-07 18:30:01;1961.00
2025-05-07 18:30:00;2811.00
2025-05-07 18:29:59;3661.00
2025-05-07 18:29:58;4511.00
2025-05-07 18:29:57;5361.00
2025-05-07 18:29:56;6211.00
2025-05-07 18:29:55;7061.00
2025-05-07 18:29:54;7911.00
2025-05-07 18:29:53;8761.00
2025-05-07 18:29:52;9611.00
2025-05-07 18:29:51;9537.00
2025-05-07 18:29:50;8687.00
2025-05-07 18:29:49;7837.00
2025-05-07 18:29:48;6987.00
2025-05-07 18:29:47;6137.00
2025-05-07 18:29:46;5287.00
2025-05-07 18:29:45;4437.00
2025-05-07 18:29:44;3587.00
2025-05-07 18:29:43;2737.00
2025-05-07 18:29:42;1887.00
2025-05-07 18:29:41;1037.00
2025-05-07 18:29:40;187.00
2025-05-07 18:29:39;663.00
2025-05-07 18:29:38;1513.00
2025-05-07 18:29:37;2363.00
2025-05-07 18:29:36;3213.00
2025-05-07 18:29:35;4063.00
2025-05-07 18:29:34;4913.00
2025-05-07 18:29:33;5763.00
2025-05-07 18:29:32;6613.00
2025-05-07 18:29:31;7463.00
2025-05-07 18:29:30;8313.00
2025-05-07 18:29:29;9163.00
2025-05-07 18:29:28;9985.00
2025-05-07 18:29:27;9135.00
2025-05-07 18:29:26;8285.00
2025-05-07 18:29:25;7435.00
2025-05-07 18:29:24;6585.00
2025-05-07 18:29:23;5735.00
2025-05-07 18:29:22;4885.00
2025-05-07 18:29:21;4035.00
2025-05-07 18:29:20;3185.00
2025-05-07 18:29:19;2335.00
2025-05-07 18:29:18;1485.00
2025-05-07 18:29:17;635.00
2025-05-07 18:29:16;215.00
2025-05-07 18:29:15;1065.00
2025-05-07 18:29:14;1915.00
2025-05-07 18:29:13;2765.00
2025-05-07 18:29:12;3615.00
2025-05-07 18:29:11;4465.00
2025-05-07 18:29:10;5315.00
2025-05-07 18:29:09;6165.00
2025-05-07 18:29:08;7015.00
2025-05-07 18:29:07;7865.00
2025-05-07 18:29:06;8715.00
2025-05-07 18:29:05;9565.00
2025-05-07 18:29:04;9583.00
2025-05-07 18:29:03;8733.00
2025-05-07 18:29:02;7883.00
2025-05-07 18:29:01;7033.00
2025-05-07 18:29:00;6183.00
2025-05-07 18:28:59;5333.00
2025-05-07 18:28:58;4483.00
2025-05-07 18:28:57;3633.00
2025-05-07 18:28:56;2783.00
2025-05-07 18:28:55;1933.00
2025-05-07 18:28:54;1083.00
2025-05-07 18:28:53;233.00
2025-05-07 18:28:52;617.00
2025-05-07 18:28:51;1467.00
2025-05-07 18:28:50;2317.00
2025-05-07 18:28:49;3167.00
2025-05-07 18:28:48;4017.00
2025-05-07 18:28:47;4867.00
2025-05-07 18:28:46;5717.00
2025-05-07 18:28:45;6567.00
2025-05-07 18:28:44;7417.00
2025-05-07 18:28:43;8267.00
2025-05-07 18:28:42;9117.00
2025-05-07 18:28:41;9967.00
2025-05-07 18:28:40;9181.00
2025-05-07 18:28:39;8331.00
2025-05-07 18:28:38;7481.00
2025-05-07 18:28:37;6631.00
2025-05-07 18:28:36;5781.00
2025-05-07 18:28:35;4931.00
2025-05-07 18:28:34;4081.00
2025-05-07 18:28:33;3231.00
2025-05-07 18:28:32;2381.00
2025-05-07 18:28:31;1531.00
2025-05-07 18:28:30;681.00
2025-05-07 18:28:29;169.00
2025-05-07 18:28:28;1019.00
2025-05-07 18:28:27;1869.00
2025-05-07 18:28:26;2719.00
2025-05-07 18:28:25;3569.00
2025-05-07 18:28:24;4419.00
2025-05-07 18:28:23;5269.00
2025-05-07 18:28:22;6119.00
2025-05-07 18:28:21;6969.00
2025-05-07 18:28:20;7819.00
2025-05-07 18:28:19;8669.00
2025-05-07 18:28:18;9519.00
2025-05-07 18:28:17;9629.00
2025-05-07 18:28:16;8779.00
2025-05-07 18:28:15;7929.00
2025-05-07 18:28:14;7079.00
2025-05-07 18:28:13;6229.00
2025-05-07 18:28:12;5379.00
2025-05-07 18:28:11;4529.00
2025-05-07 18:28:10;3679.00
2025-05-07 18:28:09;2829.00
2025-05-07 18:28:08;1979.00
2025-05-07 18:28:07;1129.00
2025-05-07 18:28:06;279.00
2025-05-07 18:28:05;571.00
2025-05-07 18:28:04;1421.00
2025-05-07 18:28:03;2271.00
2025-05-07 18:28:02;3121.00
2025-05-07 18:28:01;3971.00
2025-05-07 18:28:00;4821.00
2025-05-07 18:27:59;5671.00
2025-05-07 18:27:58;6521.00
2025-05-07 18:27:57;7371.00
2025-05-07 18:27:56;8221.00
2025-05-07 18:27:55;9071.00
2025-05-07 18:27:54;9921.00
2025-05-07 18:27:53;9227.00
2025-05-07 18:27:52;8377.00
2025-05-07 18:27:51;7527.00
2025-05-07 18:27:50;6677.00
2025-05-07 18:27:49;5827.00
2025-05-07 18:27:48;4977.00
2025-05-07 18:27:47;4127.00
2025-05-07 18:27:46;3277.00
2025-05-07 18:27:45;2427.00
2025-05-07 18:27:44;1577.00
2025-05-07 18:27:43;727.00
2025-05-07 18:27:42;123.00
2025-05-07 18:27:41;973.00
2025-05-07 18:27:40;1823.00
2025-05-07 18:27:39;2673.00
2025-05-07 18:27:38;3523.00
2025-05-07 18:27:37;4373.00
2025-05-07 18:27:36;5223.00
2025-05-07 18:27:35;6073.00
2025-05-07 18:27:34;6923.00
2025-05-07 18:27:33;7773.00
2025-05-07 18:27:32;8623.00
2025-05-07 18:27:31;9473.00
2025-05-07 18:27:30;9675.00
2025-05-07 18:27:29;8825.00
2025-05-07 18:27:28;7975.00
2025-05-07 18:27:27;7125.00
2025-05-07 18:27:26;6275.00
2025-05-07 18:27:25;5425.00
2025-05-07 18:27:24;4575.00
2025-05-07 18:27:23;3725.00
2025-05-07 18:27:22;2875.00
2025-05-07 18:27:21;2025.00
2025-05-07 18:27:20;1175.00
2025-05-07 18:27:19;325.00
2025-05-07 18:27:18;525.00
2025-05-07 18:27:17;1375.00
2025-05-07 18:27:16;2225.00
2025-05-07 18:27:15;3075.00
2025-05-07 18:27:14;3925.00
2025-05-07 18:27:13;4775.00
2025-05-07 18:27:12;5625.00
2025-05-07 18:27:11;6475.00
2025-05-07 18:27:10;7325.00
2025-05-07 18:27:09;8175.00
2025-05-07 18:27:08;9025.00
2025-05-07 18:27:07;9875.00
2025-05-07 18:27:06;9273.00
2025-05-07 18:27:05;8423.00
2025-05-07 18:27:04;7573.00
2025-05-07 18:27:03;6723.00
2025-05-07 18:27:02;5873.00
2025-05-07 18:27:01;5023.00
2025-05-07 18:27:00;4173.00
2025-05-07 18:26:59;3323.00
2025-05-07 18:26:58;2473.00
2025-05-07 18:26:57;1623.00
2025-05-07 18:26:56;773.00
2025-05-07 18:26:55;77.00
2025-05-07 18:26:54;927.00
2025-05-07 18:26:53;1777.00
2025-05-07 18:26:52;2627.00
2025-05-07 18:26:51;3477.00
2025-05-07 18:26:50;4327.00
2025-05-07 18:26:49;5177.00
2025-05-07 18:26:48;6027.00
2025-05-07 18:26:47;6877.00
2025-05-07 18:26:46;7727.00
2025-05-07 18:26:45;8577.00
2025-05-07 18:26:44;9427.00
2025-05-07 18:26:43;9721.00
2025-05-07 18:26:42;8871.00
2025-05-07 18:26:41;8021.00
2025-05-07 18:26:40;7171.00
2025-05-07 18:26:39;6321.00
2025-05-07 18:26:38;5471.00
2025-05-07 18:26:37;4621.00
2025-05-07 18:26:36;3771.00
2025-05-07 18:26:35;2921.00
2025-05-07 18:26:34;2071.00
2025-05-07 18:26:33;1221.00
2025-05-07 18:26:32;371.00
2025-05-07 18:26:31;479.00
2025-05-07 18:26:30;1329.00
2025-05-07 18:26:29;2179.00
2025-05-07 18:26:28;3029.00
2025-05-07 18:26:27;3879.00
2025-05-07 18:26:26;4729.00
2025-05-07 18:26:25;5579.00
2025-05-07 18:26:24;6429.00
2025-05-07 18:26:23;7279.00
2025-05-07 18:26:22;8129.00
2025-05-07 18:26:21;8979.00
2025-05-07 18:26:20;9829.00
2025-05-07 18:26:19;9319.00
2025-05-07 18:26:18;8469.00
2025-05-07 18:26:17;7619.00
2025-05-07 18:26:16;6769.00
2025-05-07 18:26:15;5919.00
2025-05-07 18:26:14;5069.00
2025-05-07 18:26:13;4219.00
2025-05-07 18:26:12;3369.00
2025-05-07 18:26:11;2519.00
2025-05-07 18:26:10;1669.00
2025-05-07 18:26:09;819.00
2025-05-07 18:26:08;31.00
2025-05-07 18:26:07;881.00
2025-05-07 18:26:06;1731.00
2025-05-07 18:26:05;2581.00
2025-05-07 18:26:04;3431.00
2025-05-07 18:26:03;4281.00
2025-05-07 18:26:02;5131.00
2025-05-07 18:26:01;5981.00
2025-05-07 18:26:00;6831.00
2025-05-07 18:25:59;7681.00
2025-05-07 18:25:58;8531.00
2025-05-07 18:25:57;9381.00
2025-05-07 18:25:56;9767.00
2025-05-07 18:25:55;8917.00
2025-05-07 18:25:54;8067.00
2025-05-07 18:25:53;7217.00
2025-05-07 18:25:52;6367.00
2025-05-07 18:25:51;5517.00
2025-05-07 18:25:50;4667.00
2025-05-07 18:25:49;3817.00
2025-05-07 18:25:48;2967.00
2025-05-07 18:25:47;2117.00
2025-05-07 18:25:46;1267.00
2025-05-07 18:25:45;417.00
2025-05-07 18:25:44;433.00
2025-05-07 18:25:43;1283.00
2025-05-07 18:25:42;2133.00
2025-05-07 18:25:41;2983.00
2025-05-07 18:25:40;3833.00
2025-05-07 18:25:39;4683.00
2025-05-07 18:25:38;5533.00
2025-05-07 18:25:37;6383.00
2025-05-07 18:25:36;7233.00
2025-05-07 18:25:35;8083.00
2025-05-07 18:25:34;8933.00
2025-05-07 18:25:33;9783.00
2025-05-07 18:25:32;9365.00
2025-05-07 18:25:31;8515.00
2025-05-07 18:25:30;7665.00
2025-05-07 18:25:29;6815.00
2025-05-07 18:25:28;5965.00
2025-05-07 18:25:27;5115.00
2025-05-07 18:25:26;4265.00
2025-05-07 18:25:25;3415.00
2025-05-07 18:25:24;2565.00
2025-05-07 18:25:23;1715.00
2025-05-07 18:25:22;865.00
2025-05-07 18:25:21;15.00
2025-05-07 18:25:20;835.00
2025-05-07 18:25:19;1685.00
2025-05-07 18:25:18;2535.00
2025-05-07 18:25:17;3385.00
2025-05-07 18:25:16;4235.00
2025-05-07 18:25:15;5085.00
2025-05-07 18:25:14;5935.00
2025-05-07 18:25:13;6785.00
2025-05-07 18:25:12;7635.00
2025-05-07 18:25:11;8485.00
2025-05-07 18:25:10;9335.00
2025-05-07 18:25:09;9813.00
2025-05-07 18:25:08;8963.00
2025-05-07 18:25:07;8113.00
2025-05-07 18:25:06;7263.00
2025-05-07 18:25:05;6413.00
2025-05-07 18:25:04;5563.00
2025-05-07 18:25:03;4713.00
2025-05-07 18:25:02;3863.00
2025-05-07 18:25:01;3013.00
2025-05-07 18:25:00;2163.00
2025-05-07 18:24:59;1313.00
2025-05-07 18:24:58;463.00
2025-05-07 18:24:57;387.00
2025-05-07 18:24:56;1237.00
2025-05-07 18:24:55;2087.00
2025-05-07 18:24:54;2937.00
2025-05-07 18:24:53;3787.00
2025-05-07 18:24:52;4637.00
2025-05-07 18:24:51;5487.00
2025-05-07 18:24:50;6337.00
2025-05-07 18:24:49;7187.00
2025-05-07 18:24:48;8037.00
2025-05-07 18:24:47;8887.00
2025-05-07 18:24:46;9737.00
2025-05-07 18:24:45;9411.00
2025-05-07 18:24:44;8561.00
2025-05-07 18:24:43;7711.00
2025-05-07 18:24:42;6861.00
2025-05-07 18:24:41;6011.00
2025-05-07 18:24:40;5161.00
2025-05-07 18:24:39;4311.00
2025-05-07 18:24:38;3461.00
2025-05-07 18:24:37;2611.00
2025-05-07 18:24:36;1761.00
2025-05-07 18:24:35;911.00
2025-05-07 18:24:34;61.00
2025-05-07 18:24:33;789.00
2025-05-07 18:24:32;1639.00
2025-05-07 18:24:31;2489.00
2025-05-07 18:24:30;3339.00
2025-05-07 18:24:29;4189.00
2025-05-07 18:24:28;5039.00
2025-05-07 18:24:27;5889.00
2025-05-07 18:24:26;6739.00
2025-05-07 18:24:25;7589.00
2025-05-07 18:24:24;8439.00
2025-05-07 18:24:23;9289.00
2025-05-07 18:24:22;9859.00
2025-05-07 18:24:21;9009.00
2025-05-07 18:24:20;8159.00
2025-05-07 18:24:19;7309.00
2025-05-07 18:24:18;6459.00
2025-05-07 18:24:17;5609.00
2025-05-07 18:24:16;4759.00
2025-05-07 18:24:15;3909.00
2025-05-07 18:24:14;3059.00
2025-05-07 18:24:13;2209.00
2025-05-07 18:24:12;1359.00
2025-05-07 18:24:11;509.00
2025-05-07 18:24:10;341.00
2025-05-07 18:24:09;1191.00
2025-05-07 18:24:08;2041.00
2025-05-07 18:24:07;2891.00
2025-05-07 18:24:06;3741.00
2025-05-07 18:24:05;4591.00
2025-05-07 18:24:04;5441.00
2025-05-07 18:24:03;6291.00
2025-05-07 18:24:02;7141.00
2025-05-07 18:24:01;7991.00
2025-05-07 18:24:00;8841.00
2025-05-07 18:23:59;9691.00
2025-05-07 18:23:58;9457.00
2025-05-07 18:23:57;8607.00
2025-05-07 18:23:56;7757.00
2025-05-07 18:23:55;6907.00
2025-05-07 18:23:54;6057.00
2025-05-07 18:23:53;5207.00
2025-05-07 18:23:52;4357.00
2025-05-07 18:23:51;3507.00
2025-05-07 18:23:50;2657.00
2025-05-07 18:23:49;1807.00
2025-05-07 18:23:48;957.00
2025-05-07 18:23:47;107.00
2025-05-07 18:23:46;743.00
2025-05-07 18:23:45;1593.00
2025-05-07 18:23:44;2443.00
2025-05-07 18:23:43;3293.00
2025-05-07 18:23:42;4143.00
2025-05-07 18:23:41;4993.00
2025-05-07 18:23:40;5843.00
2025-05-07 18:23:39;6693.00
2025-05-07 18:23:38;7543.00
2025-05-07 18:23:37;8393.00
2025-05-07 18:23:36;9243.00
2025-05-07 18:23:35;9905.00
2025-05-07 18:23:34;9055.00
2025-05-07 18:23:33;8205.00
2025-05-07 18:23:32;7355.00
2025-05-07 18:23:31;6505.00
2025-05-07 18:23:30;5655.00
2025-05-07 18:23:29;4805.00
2025-05-07 18:23:28;3955.00
