Fecha y Hora;KV-4024 - Válvula salida HT a acondicionamiento
2025-05-07 18:33:11;4310.00
2025-05-07 18:33:10;12810.00
2025-05-07 18:33:09;21310.00
2025-05-07 18:33:08;29810.00
2025-05-07 18:33:07;38310.00
2025-05-07 18:33:06;46810.00
2025-05-07 18:33:05;55310.00
2025-05-07 18:33:04;63810.00
2025-05-07 18:33:03;72310.00
2025-05-07 18:33:02;80810.00
2025-05-07 18:33:01;89310.00
2025-05-07 18:33:00;97810.00
2025-05-07 18:32:59;93670.00
2025-05-07 18:32:58;85170.00
2025-05-07 18:32:57;76670.00
2025-05-07 18:32:56;68170.00
2025-05-07 18:32:55;59670.00
2025-05-07 18:32:54;51170.00
2025-05-07 18:32:53;42670.00
2025-05-07 18:32:52;34170.00
2025-05-07 18:32:51;25670.00
2025-05-07 18:32:50;17170.00
2025-05-07 18:32:49;8670.00
2025-05-07 18:32:48;170.00
2025-05-07 18:32:47;8330.00
2025-05-07 18:32:46;16830.00
2025-05-07 18:32:45;25330.00
2025-05-07 18:32:44;33830.00
2025-05-07 18:32:43;42330.00
2025-05-07 18:32:42;50830.00
2025-05-07 18:32:41;59330.00
2025-05-07 18:32:40;67830.00
2025-05-07 18:32:39;76330.00
2025-05-07 18:32:38;84830.00
2025-05-07 18:32:37;93330.00
2025-05-07 18:32:36;98150.00
2025-05-07 18:32:35;89650.00
2025-05-07 18:32:34;81150.00
2025-05-07 18:32:33;72650.00
2025-05-07 18:32:32;64150.00
2025-05-07 18:32:31;55650.00
2025-05-07 18:32:30;47150.00
2025-05-07 18:32:29;38650.00
2025-05-07 18:32:28;30150.00
2025-05-07 18:32:27;21650.00
2025-05-07 18:32:26;13150.00
2025-05-07 18:32:25;4650.00
2025-05-07 18:32:24;3850.00
2025-05-07 18:32:23;12350.00
2025-05-07 18:32:22;20850.00
2025-05-07 18:32:21;29350.00
2025-05-07 18:32:20;37850.00
2025-05-07 18:32:19;46350.00
2025-05-07 18:32:18;54850.00
2025-05-07 18:32:17;63350.00
2025-05-07 18:32:16;71850.00
2025-05-07 18:32:15;80350.00
2025-05-07 18:32:14;88850.00
2025-05-07 18:32:13;97350.00
2025-05-07 18:32:12;94130.00
2025-05-07 18:32:11;85630.00
2025-05-07 18:32:10;77130.00
2025-05-07 18:32:09;68630.00
2025-05-07 18:32:08;60130.00
2025-05-07 18:32:07;51630.00
2025-05-07 18:32:06;43130.00
2025-05-07 18:32:05;34630.00
2025-05-07 18:32:04;26130.00
2025-05-07 18:32:03;17630.00
2025-05-07 18:32:02;9130.00
2025-05-07 18:32:01;630.00
2025-05-07 18:32:00;7870.00
2025-05-07 18:31:59;16370.00
2025-05-07 18:31:58;24870.00
2025-05-07 18:31:57;33370.00
2025-05-07 18:31:56;41870.00
2025-05-07 18:31:55;50370.00
2025-05-07 18:31:54;58870.00
2025-05-07 18:31:53;67370.00
2025-05-07 18:31:52;75870.00
2025-05-07 18:31:51;84370.00
2025-05-07 18:31:50;92870.00
2025-05-07 18:31:49;98610.00
2025-05-07 18:31:48;90110.00
2025-05-07 18:31:47;81610.00
2025-05-07 18:31:46;73110.00
2025-05-07 18:31:45;64610.00
2025-05-07 18:31:44;56110.00
2025-05-07 18:31:43;47610.00
2025-05-07 18:31:42;39110.00
2025-05-07 18:31:41;30610.00
2025-05-07 18:31:40;22110.00
2025-05-07 18:31:39;13610.00
2025-05-07 18:31:38;5110.00
2025-05-07 18:31:37;3390.00
2025-05-07 18:31:36;11890.00
2025-05-07 18:31:35;20390.00
2025-05-07 18:31:34;28890.00
2025-05-07 18:31:33;37390.00
2025-05-07 18:31:32;45890.00
2025-05-07 18:31:31;54390.00
2025-05-07 18:31:30;62890.00
2025-05-07 18:31:29;71390.00
2025-05-07 18:31:28;79890.00
2025-05-07 18:31:27;88390.00
2025-05-07 18:31:26;96890.00
2025-05-07 18:31:25;94590.00
2025-05-07 18:31:24;86090.00
2025-05-07 18:31:23;77590.00
2025-05-07 18:31:22;69090.00
2025-05-07 18:31:21;60590.00
2025-05-07 18:31:20;52090.00
2025-05-07 18:31:19;43590.00
2025-05-07 18:31:18;35090.00
2025-05-07 18:31:17;26590.00
2025-05-07 18:31:16;18090.00
2025-05-07 18:31:15;9590.00
2025-05-07 18:31:14;1090.00
2025-05-07 18:31:13;7410.00
2025-05-07 18:31:12;15910.00
2025-05-07 18:31:11;24410.00
2025-05-07 18:31:10;32910.00
2025-05-07 18:31:09;41410.00
2025-05-07 18:31:08;49910.00
2025-05-07 18:31:07;58410.00
2025-05-07 18:31:06;66910.00
2025-05-07 18:31:05;75410.00
2025-05-07 18:31:04;83910.00
2025-05-07 18:31:03;92410.00
2025-05-07 18:31:02;99070.00
2025-05-07 18:31:01;90570.00
2025-05-07 18:31:00;82070.00
2025-05-07 18:30:59;73570.00
2025-05-07 18:30:58;65070.00
2025-05-07 18:30:57;56570.00
2025-05-07 18:30:56;48070.00
2025-05-07 18:30:55;39570.00
2025-05-07 18:30:54;31070.00
2025-05-07 18:30:53;22570.00
2025-05-07 18:30:52;14070.00
2025-05-07 18:30:51;5570.00
2025-05-07 18:30:50;2930.00
2025-05-07 18:30:49;11430.00
2025-05-07 18:30:48;19930.00
2025-05-07 18:30:47;28430.00
2025-05-07 18:30:46;36930.00
2025-05-07 18:30:45;45430.00
2025-05-07 18:30:44;53930.00
2025-05-07 18:30:43;62430.00
2025-05-07 18:30:42;70930.00
2025-05-07 18:30:41;79430.00
2025-05-07 18:30:40;87930.00
2025-05-07 18:30:39;96430.00
2025-05-07 18:30:38;95050.00
2025-05-07 18:30:37;86550.00
2025-05-07 18:30:36;78050.00
2025-05-07 18:30:35;69550.00
2025-05-07 18:30:34;61050.00
2025-05-07 18:30:33;52550.00
2025-05-07 18:30:32;44050.00
2025-05-07 18:30:31;35550.00
2025-05-07 18:30:30;27050.00
2025-05-07 18:30:29;18550.00
2025-05-07 18:30:28;10050.00
2025-05-07 18:30:27;1550.00
2025-05-07 18:30:26;6950.00
2025-05-07 18:30:25;15450.00
2025-05-07 18:30:24;23950.00
2025-05-07 18:30:23;32450.00
2025-05-07 18:30:22;40950.00
2025-05-07 18:30:21;49450.00
2025-05-07 18:30:20;57950.00
2025-05-07 18:30:19;66450.00
2025-05-07 18:30:18;74950.00
2025-05-07 18:30:17;83450.00
2025-05-07 18:30:16;91950.00
2025-05-07 18:30:15;99530.00
2025-05-07 18:30:14;91030.00
2025-05-07 18:30:13;82530.00
2025-05-07 18:30:12;74030.00
2025-05-07 18:30:11;65530.00
2025-05-07 18:30:10;57030.00
2025-05-07 18:30:09;48530.00
2025-05-07 18:30:08;40030.00
2025-05-07 18:30:07;31530.00
2025-05-07 18:30:06;23030.00
2025-05-07 18:30:05;14530.00
2025-05-07 18:30:04;6030.00
2025-05-07 18:30:03;2470.00
2025-05-07 18:30:02;10970.00
2025-05-07 18:30:01;19470.00
2025-05-07 18:30:00;27970.00
2025-05-07 18:29:59;36470.00
2025-05-07 18:29:58;44970.00
2025-05-07 18:29:57;53470.00
2025-05-07 18:29:56;61970.00
2025-05-07 18:29:55;70470.00
2025-05-07 18:29:54;78970.00
2025-05-07 18:29:53;87470.00
2025-05-07 18:29:52;95970.00
2025-05-07 18:29:51;95510.00
2025-05-07 18:29:50;87010.00
2025-05-07 18:29:49;78510.00
2025-05-07 18:29:48;70010.00
2025-05-07 18:29:47;61510.00
2025-05-07 18:29:46;53010.00
2025-05-07 18:29:45;44510.00
2025-05-07 18:29:44;36010.00
2025-05-07 18:29:43;27510.00
2025-05-07 18:29:42;19010.00
2025-05-07 18:29:41;10510.00
2025-05-07 18:29:40;2010.00
2025-05-07 18:29:39;6490.00
2025-05-07 18:29:38;14990.00
2025-05-07 18:29:37;23490.00
2025-05-07 18:29:36;31990.00
2025-05-07 18:29:35;40490.00
2025-05-07 18:29:34;48990.00
2025-05-07 18:29:33;57490.00
2025-05-07 18:29:32;65990.00
2025-05-07 18:29:31;74490.00
2025-05-07 18:29:30;82990.00
2025-05-07 18:29:29;91490.00
2025-05-07 18:29:28;99990.00
2025-05-07 18:29:27;91490.00
2025-05-07 18:29:26;82990.00
2025-05-07 18:29:25;74490.00
2025-05-07 18:29:24;65990.00
2025-05-07 18:29:23;57490.00
2025-05-07 18:29:22;48990.00
2025-05-07 18:29:21;40490.00
2025-05-07 18:29:20;31990.00
2025-05-07 18:29:19;23490.00
2025-05-07 18:29:18;14990.00
2025-05-07 18:29:17;6490.00
2025-05-07 18:29:16;2010.00
2025-05-07 18:29:15;10510.00
2025-05-07 18:29:14;19010.00
2025-05-07 18:29:13;27510.00
2025-05-07 18:29:12;36010.00
2025-05-07 18:29:11;44510.00
2025-05-07 18:29:10;53010.00
2025-05-07 18:29:09;61510.00
2025-05-07 18:29:08;70010.00
2025-05-07 18:29:07;78510.00
2025-05-07 18:29:06;87010.00
2025-05-07 18:29:05;95510.00
2025-05-07 18:29:04;95970.00
2025-05-07 18:29:03;87470.00
2025-05-07 18:29:02;78970.00
2025-05-07 18:29:01;70470.00
2025-05-07 18:29:00;61970.00
2025-05-07 18:28:59;53470.00
2025-05-07 18:28:58;44970.00
2025-05-07 18:28:57;36470.00
2025-05-07 18:28:56;27970.00
2025-05-07 18:28:55;19470.00
2025-05-07 18:28:54;10970.00
2025-05-07 18:28:53;2470.00
2025-05-07 18:28:52;6030.00
2025-05-07 18:28:51;14530.00
2025-05-07 18:28:50;23030.00
2025-05-07 18:28:49;31530.00
2025-05-07 18:28:48;40030.00
2025-05-07 18:28:47;48530.00
2025-05-07 18:28:46;57030.00
2025-05-07 18:28:45;65530.00
2025-05-07 18:28:44;74030.00
2025-05-07 18:28:43;82530.00
2025-05-07 18:28:42;91030.00
2025-05-07 18:28:41;99530.00
2025-05-07 18:28:40;91950.00
2025-05-07 18:28:39;83450.00
2025-05-07 18:28:38;74950.00
2025-05-07 18:28:37;66450.00
2025-05-07 18:28:36;57950.00
2025-05-07 18:28:35;49450.00
2025-05-07 18:28:34;40950.00
2025-05-07 18:28:33;32450.00
2025-05-07 18:28:32;23950.00
2025-05-07 18:28:31;15450.00
2025-05-07 18:28:30;6950.00
2025-05-07 18:28:29;1550.00
2025-05-07 18:28:28;10050.00
2025-05-07 18:28:27;18550.00
2025-05-07 18:28:26;27050.00
2025-05-07 18:28:25;35550.00
2025-05-07 18:28:24;44050.00
2025-05-07 18:28:23;52550.00
2025-05-07 18:28:22;61050.00
2025-05-07 18:28:21;69550.00
2025-05-07 18:28:20;78050.00
2025-05-07 18:28:19;86550.00
2025-05-07 18:28:18;95050.00
2025-05-07 18:28:17;96430.00
2025-05-07 18:28:16;87930.00
2025-05-07 18:28:15;79430.00
2025-05-07 18:28:14;70930.00
2025-05-07 18:28:13;62430.00
2025-05-07 18:28:12;53930.00
2025-05-07 18:28:11;45430.00
2025-05-07 18:28:10;36930.00
2025-05-07 18:28:09;28430.00
2025-05-07 18:28:08;19930.00
2025-05-07 18:28:07;11430.00
2025-05-07 18:28:06;2930.00
2025-05-07 18:28:05;5570.00
2025-05-07 18:28:04;14070.00
2025-05-07 18:28:03;22570.00
2025-05-07 18:28:02;31070.00
2025-05-07 18:28:01;39570.00
2025-05-07 18:28:00;48070.00
2025-05-07 18:27:59;56570.00
2025-05-07 18:27:58;65070.00
2025-05-07 18:27:57;73570.00
2025-05-07 18:27:56;82070.00
2025-05-07 18:27:55;90570.00
2025-05-07 18:27:54;99070.00
2025-05-07 18:27:53;92410.00
2025-05-07 18:27:52;83910.00
2025-05-07 18:27:51;75410.00
2025-05-07 18:27:50;66910.00
2025-05-07 18:27:49;58410.00
2025-05-07 18:27:48;49910.00
2025-05-07 18:27:47;41410.00
2025-05-07 18:27:46;32910.00
2025-05-07 18:27:45;24410.00
2025-05-07 18:27:44;15910.00
2025-05-07 18:27:43;7410.00
2025-05-07 18:27:42;1090.00
2025-05-07 18:27:41;9590.00
2025-05-07 18:27:40;18090.00
2025-05-07 18:27:39;26590.00
2025-05-07 18:27:38;35090.00
2025-05-07 18:27:37;43590.00
2025-05-07 18:27:36;52090.00
2025-05-07 18:27:35;60590.00
2025-05-07 18:27:34;69090.00
2025-05-07 18:27:33;77590.00
2025-05-07 18:27:32;86090.00
2025-05-07 18:27:31;94590.00
2025-05-07 18:27:30;96890.00
2025-05-07 18:27:29;88390.00
2025-05-07 18:27:28;79890.00
2025-05-07 18:27:27;71390.00
2025-05-07 18:27:26;62890.00
2025-05-07 18:27:25;54390.00
2025-05-07 18:27:24;45890.00
2025-05-07 18:27:23;37390.00
2025-05-07 18:27:22;28890.00
2025-05-07 18:27:21;20390.00
2025-05-07 18:27:20;11890.00
2025-05-07 18:27:19;3390.00
2025-05-07 18:27:18;5110.00
2025-05-07 18:27:17;13610.00
2025-05-07 18:27:16;22110.00
2025-05-07 18:27:15;30610.00
2025-05-07 18:27:14;39110.00
2025-05-07 18:27:13;47610.00
2025-05-07 18:27:12;56110.00
2025-05-07 18:27:11;64610.00
2025-05-07 18:27:10;73110.00
2025-05-07 18:27:09;81610.00
2025-05-07 18:27:08;90110.00
2025-05-07 18:27:07;98610.00
2025-05-07 18:27:06;92870.00
2025-05-07 18:27:05;84370.00
2025-05-07 18:27:04;75870.00
2025-05-07 18:27:03;67370.00
2025-05-07 18:27:02;58870.00
2025-05-07 18:27:01;50370.00
2025-05-07 18:27:00;41870.00
2025-05-07 18:26:59;33370.00
2025-05-07 18:26:58;24870.00
2025-05-07 18:26:57;16370.00
2025-05-07 18:26:56;7870.00
2025-05-07 18:26:55;630.00
2025-05-07 18:26:54;9130.00
2025-05-07 18:26:53;17630.00
2025-05-07 18:26:52;26130.00
2025-05-07 18:26:51;34630.00
2025-05-07 18:26:50;43130.00
2025-05-07 18:26:49;51630.00
2025-05-07 18:26:48;60130.00
2025-05-07 18:26:47;68630.00
2025-05-07 18:26:46;77130.00
2025-05-07 18:26:45;85630.00
2025-05-07 18:26:44;94130.00
2025-05-07 18:26:43;97350.00
2025-05-07 18:26:42;88850.00
2025-05-07 18:26:41;80350.00
2025-05-07 18:26:40;71850.00
2025-05-07 18:26:39;63350.00
2025-05-07 18:26:38;54850.00
2025-05-07 18:26:37;46350.00
2025-05-07 18:26:36;37850.00
2025-05-07 18:26:35;29350.00
2025-05-07 18:26:34;20850.00
2025-05-07 18:26:33;12350.00
2025-05-07 18:26:32;3850.00
2025-05-07 18:26:31;4650.00
2025-05-07 18:26:30;13150.00
2025-05-07 18:26:29;21650.00
2025-05-07 18:26:28;30150.00
2025-05-07 18:26:27;38650.00
2025-05-07 18:26:26;47150.00
2025-05-07 18:26:25;55650.00
2025-05-07 18:26:24;64150.00
2025-05-07 18:26:23;72650.00
2025-05-07 18:26:22;81150.00
2025-05-07 18:26:21;89650.00
2025-05-07 18:26:20;98150.00
2025-05-07 18:26:19;93330.00
2025-05-07 18:26:18;84830.00
2025-05-07 18:26:17;76330.00
2025-05-07 18:26:16;67830.00
2025-05-07 18:26:15;59330.00
2025-05-07 18:26:14;50830.00
2025-05-07 18:26:13;42330.00
2025-05-07 18:26:12;33830.00
2025-05-07 18:26:11;25330.00
2025-05-07 18:26:10;16830.00
2025-05-07 18:26:09;8330.00
2025-05-07 18:26:08;170.00
2025-05-07 18:26:07;8670.00
2025-05-07 18:26:06;17170.00
2025-05-07 18:26:05;25670.00
2025-05-07 18:26:04;34170.00
2025-05-07 18:26:03;42670.00
2025-05-07 18:26:02;51170.00
2025-05-07 18:26:01;59670.00
2025-05-07 18:26:00;68170.00
2025-05-07 18:25:59;76670.00
2025-05-07 18:25:58;85170.00
2025-05-07 18:25:57;93670.00
2025-05-07 18:25:56;97810.00
2025-05-07 18:25:55;89310.00
2025-05-07 18:25:54;80810.00
2025-05-07 18:25:53;72310.00
2025-05-07 18:25:52;63810.00
2025-05-07 18:25:51;55310.00
2025-05-07 18:25:50;46810.00
2025-05-07 18:25:49;38310.00
2025-05-07 18:25:48;29810.00
2025-05-07 18:25:47;21310.00
2025-05-07 18:25:46;12810.00
2025-05-07 18:25:45;4310.00
2025-05-07 18:25:44;4190.00
2025-05-07 18:25:43;12690.00
2025-05-07 18:25:42;21190.00
2025-05-07 18:25:41;29690.00
2025-05-07 18:25:40;38190.00
2025-05-07 18:25:39;46690.00
2025-05-07 18:25:38;55190.00
2025-05-07 18:25:37;63690.00
2025-05-07 18:25:36;72190.00
2025-05-07 18:25:35;80690.00
2025-05-07 18:25:34;89190.00
2025-05-07 18:25:33;97690.00
2025-05-07 18:25:32;93790.00
2025-05-07 18:25:31;85290.00
2025-05-07 18:25:30;76790.00
2025-05-07 18:25:29;68290.00
2025-05-07 18:25:28;59790.00
2025-05-07 18:25:27;51290.00
2025-05-07 18:25:26;42790.00
2025-05-07 18:25:25;34290.00
2025-05-07 18:25:24;25790.00
2025-05-07 18:25:23;17290.00
2025-05-07 18:25:22;8790.00
2025-05-07 18:25:21;290.00
2025-05-07 18:25:20;8210.00
2025-05-07 18:25:19;16710.00
2025-05-07 18:25:18;25210.00
2025-05-07 18:25:17;33710.00
2025-05-07 18:25:16;42210.00
2025-05-07 18:25:15;50710.00
2025-05-07 18:25:14;59210.00
2025-05-07 18:25:13;67710.00
2025-05-07 18:25:12;76210.00
2025-05-07 18:25:11;84710.00
2025-05-07 18:25:10;93210.00
2025-05-07 18:25:09;98270.00
2025-05-07 18:25:08;89770.00
2025-05-07 18:25:07;81270.00
2025-05-07 18:25:06;72770.00
2025-05-07 18:25:05;64270.00
2025-05-07 18:25:04;55770.00
2025-05-07 18:25:03;47270.00
2025-05-07 18:25:02;38770.00
2025-05-07 18:25:01;30270.00
2025-05-07 18:25:00;21770.00
2025-05-07 18:24:59;13270.00
2025-05-07 18:24:58;4770.00
2025-05-07 18:24:57;3730.00
2025-05-07 18:24:56;12230.00
2025-05-07 18:24:55;20730.00
2025-05-07 18:24:54;29230.00
2025-05-07 18:24:53;37730.00
2025-05-07 18:24:52;46230.00
2025-05-07 18:24:51;54730.00
2025-05-07 18:24:50;63230.00
2025-05-07 18:24:49;71730.00
2025-05-07 18:24:48;80230.00
2025-05-07 18:24:47;88730.00
2025-05-07 18:24:46;97230.00
2025-05-07 18:24:45;94250.00
2025-05-07 18:24:44;85750.00
2025-05-07 18:24:43;77250.00
2025-05-07 18:24:42;68750.00
2025-05-07 18:24:41;60250.00
2025-05-07 18:24:40;51750.00
2025-05-07 18:24:39;43250.00
2025-05-07 18:24:38;34750.00
2025-05-07 18:24:37;26250.00
2025-05-07 18:24:36;17750.00
2025-05-07 18:24:35;9250.00
2025-05-07 18:24:34;750.00
2025-05-07 18:24:33;7750.00
2025-05-07 18:24:32;16250.00
2025-05-07 18:24:31;24750.00
2025-05-07 18:24:30;33250.00
2025-05-07 18:24:29;41750.00
2025-05-07 18:24:28;50250.00
2025-05-07 18:24:27;58750.00
2025-05-07 18:24:26;67250.00
2025-05-07 18:24:25;75750.00
2025-05-07 18:24:24;84250.00
2025-05-07 18:24:23;92750.00
2025-05-07 18:24:22;98730.00
2025-05-07 18:24:21;90230.00
2025-05-07 18:24:20;81730.00
2025-05-07 18:24:19;73230.00
2025-05-07 18:24:18;64730.00
2025-05-07 18:24:17;56230.00
2025-05-07 18:24:16;47730.00
2025-05-07 18:24:15;39230.00
2025-05-07 18:24:14;30730.00
2025-05-07 18:24:13;22230.00
2025-05-07 18:24:12;13730.00
2025-05-07 18:24:11;5230.00
2025-05-07 18:24:10;3270.00
2025-05-07 18:24:09;11770.00
2025-05-07 18:24:08;20270.00
2025-05-07 18:24:07;28770.00
2025-05-07 18:24:06;37270.00
2025-05-07 18:24:05;45770.00
2025-05-07 18:24:04;54270.00
2025-05-07 18:24:03;62770.00
2025-05-07 18:24:02;71270.00
2025-05-07 18:24:01;79770.00
2025-05-07 18:24:00;88270.00
2025-05-07 18:23:59;96770.00
2025-05-07 18:23:58;94710.00
2025-05-07 18:23:57;86210.00
2025-05-07 18:23:56;77710.00
2025-05-07 18:23:55;69210.00
2025-05-07 18:23:54;60710.00
2025-05-07 18:23:53;52210.00
2025-05-07 18:23:52;43710.00
2025-05-07 18:23:51;35210.00
2025-05-07 18:23:50;26710.00
2025-05-07 18:23:49;18210.00
2025-05-07 18:23:48;9710.00
2025-05-07 18:23:47;1210.00
2025-05-07 18:23:46;7290.00
2025-05-07 18:23:45;15790.00
2025-05-07 18:23:44;24290.00
2025-05-07 18:23:43;32790.00
2025-05-07 18:23:42;41290.00
2025-05-07 18:23:41;49790.00
2025-05-07 18:23:40;58290.00
2025-05-07 18:23:39;66790.00
2025-05-07 18:23:38;75290.00
2025-05-07 18:23:37;83790.00
2025-05-07 18:23:36;92290.00
2025-05-07 18:23:35;99190.00
2025-05-07 18:23:34;90690.00
2025-05-07 18:23:33;82190.00
