Fecha y Hora;FIC-2051 - Control de lodo
2025-05-07 18:32:58;89.83
2025-05-07 18:32:57;81.33
2025-05-07 18:32:56;72.83
2025-05-07 18:32:55;64.33
2025-05-07 18:32:54;55.83
2025-05-07 18:32:53;47.33
2025-05-07 18:32:52;38.83
2025-05-07 18:32:51;30.33
2025-05-07 18:32:50;21.83
2025-05-07 18:32:49;13.33
2025-05-07 18:32:48;4.83
2025-05-07 18:32:47;3.67
2025-05-07 18:32:46;12.17
2025-05-07 18:32:45;20.67
2025-05-07 18:32:44;29.17
2025-05-07 18:32:43;37.67
2025-05-07 18:32:42;46.17
2025-05-07 18:32:41;54.67
2025-05-07 18:32:40;63.17
2025-05-07 18:32:39;71.67
2025-05-07 18:32:38;80.17
2025-05-07 18:32:37;88.67
2025-05-07 18:32:36;97.17
2025-05-07 18:32:35;94.31
2025-05-07 18:32:34;85.81
2025-05-07 18:32:33;77.31
2025-05-07 18:32:32;68.81
2025-05-07 18:32:31;60.31
2025-05-07 18:32:30;51.81
2025-05-07 18:32:29;43.31
2025-05-07 18:32:28;34.81
2025-05-07 18:32:27;26.31
2025-05-07 18:32:26;17.81
2025-05-07 18:32:25;9.31
2025-05-07 18:32:24;0.81
2025-05-07 18:32:23;7.69
2025-05-07 18:32:22;16.19
2025-05-07 18:32:21;24.69
2025-05-07 18:32:20;33.19
2025-05-07 18:32:19;41.69
2025-05-07 18:32:18;50.19
2025-05-07 18:32:17;58.69
2025-05-07 18:32:16;67.19
2025-05-07 18:32:15;75.69
2025-05-07 18:32:14;84.19
2025-05-07 18:32:13;92.69
2025-05-07 18:32:12;98.79
2025-05-07 18:32:11;90.29
2025-05-07 18:32:10;81.79
2025-05-07 18:32:09;73.29
2025-05-07 18:32:08;64.79
2025-05-07 18:32:07;56.29
2025-05-07 18:32:06;47.79
2025-05-07 18:32:05;39.29
2025-05-07 18:32:04;30.79
2025-05-07 18:32:03;22.29
2025-05-07 18:32:02;13.79
2025-05-07 18:32:01;5.29
2025-05-07 18:32:00;3.21
2025-05-07 18:31:59;11.71
2025-05-07 18:31:58;20.21
2025-05-07 18:31:57;28.71
2025-05-07 18:31:56;37.21
2025-05-07 18:31:55;45.71
2025-05-07 18:31:54;54.21
2025-05-07 18:31:53;62.71
2025-05-07 18:31:52;71.21
2025-05-07 18:31:51;79.71
2025-05-07 18:31:50;88.21
2025-05-07 18:31:49;96.71
2025-05-07 18:31:48;94.77
2025-05-07 18:31:47;86.27
2025-05-07 18:31:46;77.77
2025-05-07 18:31:45;69.27
2025-05-07 18:31:44;60.77
2025-05-07 18:31:43;52.27
2025-05-07 18:31:42;43.77
2025-05-07 18:31:41;35.27
2025-05-07 18:31:40;26.77
2025-05-07 18:31:39;18.27
2025-05-07 18:31:38;9.77
2025-05-07 18:31:37;1.27
2025-05-07 18:31:36;7.23
2025-05-07 18:31:35;15.73
2025-05-07 18:31:34;24.23
2025-05-07 18:31:33;32.73
2025-05-07 18:31:32;41.23
2025-05-07 18:31:31;49.73
2025-05-07 18:31:30;58.23
2025-05-07 18:31:29;66.73
2025-05-07 18:31:28;75.23
2025-05-07 18:31:27;83.73
2025-05-07 18:31:26;92.23
2025-05-07 18:31:25;99.25
2025-05-07 18:31:24;90.75
2025-05-07 18:31:23;82.25
2025-05-07 18:31:22;73.75
2025-05-07 18:31:21;65.25
2025-05-07 18:31:20;56.75
2025-05-07 18:31:19;48.25
2025-05-07 18:31:18;39.75
2025-05-07 18:31:17;31.25
2025-05-07 18:31:16;22.75
2025-05-07 18:31:15;14.25
2025-05-07 18:31:14;5.75
2025-05-07 18:31:13;2.75
2025-05-07 18:31:12;11.25
2025-05-07 18:31:11;19.75
2025-05-07 18:31:10;28.25
2025-05-07 18:31:09;36.75
2025-05-07 18:31:08;45.25
2025-05-07 18:31:07;53.75
2025-05-07 18:31:06;62.25
2025-05-07 18:31:05;70.75
2025-05-07 18:31:04;79.25
2025-05-07 18:31:03;87.75
2025-05-07 18:31:02;96.25
2025-05-07 18:31:01;95.23
2025-05-07 18:31:00;86.73
2025-05-07 18:30:59;78.23
2025-05-07 18:30:58;69.73
2025-05-07 18:30:57;61.23
2025-05-07 18:30:56;52.73
2025-05-07 18:30:55;44.23
2025-05-07 18:30:54;35.73
2025-05-07 18:30:53;27.23
2025-05-07 18:30:52;18.73
2025-05-07 18:30:51;10.23
2025-05-07 18:30:50;1.73
2025-05-07 18:30:49;6.77
2025-05-07 18:30:48;15.27
2025-05-07 18:30:47;23.77
2025-05-07 18:30:46;32.27
2025-05-07 18:30:45;40.77
2025-05-07 18:30:44;49.27
2025-05-07 18:30:43;57.77
2025-05-07 18:30:42;66.27
2025-05-07 18:30:41;74.77
2025-05-07 18:30:40;83.27
2025-05-07 18:30:39;91.77
2025-05-07 18:30:38;99.71
2025-05-07 18:30:37;91.21
2025-05-07 18:30:36;82.71
2025-05-07 18:30:35;74.21
2025-05-07 18:30:34;65.71
2025-05-07 18:30:33;57.21
2025-05-07 18:30:32;48.71
2025-05-07 18:30:31;40.21
2025-05-07 18:30:30;31.71
2025-05-07 18:30:29;23.21
2025-05-07 18:30:28;14.71
2025-05-07 18:30:27;6.21
2025-05-07 18:30:26;2.29
2025-05-07 18:30:25;10.79
2025-05-07 18:30:24;19.29
2025-05-07 18:30:23;27.79
2025-05-07 18:30:22;36.29
2025-05-07 18:30:21;44.79
2025-05-07 18:30:20;53.29
2025-05-07 18:30:19;61.79
2025-05-07 18:30:18;70.29
2025-05-07 18:30:17;78.79
2025-05-07 18:30:16;87.29
2025-05-07 18:30:15;95.79
2025-05-07 18:30:14;95.69
2025-05-07 18:30:13;87.19
2025-05-07 18:30:12;78.69
2025-05-07 18:30:11;70.19
2025-05-07 18:30:10;61.69
2025-05-07 18:30:09;53.19
2025-05-07 18:30:08;44.69
2025-05-07 18:30:07;36.19
2025-05-07 18:30:06;27.69
2025-05-07 18:30:05;19.19
2025-05-07 18:30:04;10.69
2025-05-07 18:30:03;2.19
2025-05-07 18:30:02;6.31
2025-05-07 18:30:01;14.81
2025-05-07 18:30:00;23.31
2025-05-07 18:29:59;31.81
2025-05-07 18:29:58;40.31
2025-05-07 18:29:57;48.81
2025-05-07 18:29:56;57.31
2025-05-07 18:29:55;65.81
2025-05-07 18:29:54;74.31
2025-05-07 18:29:53;82.81
2025-05-07 18:29:52;91.31
2025-05-07 18:29:51;99.81
2025-05-07 18:29:50;91.67
2025-05-07 18:29:49;83.17
2025-05-07 18:29:48;74.67
2025-05-07 18:29:47;66.17
2025-05-07 18:29:46;57.67
2025-05-07 18:29:45;49.17
2025-05-07 18:29:44;40.67
2025-05-07 18:29:43;32.17
2025-05-07 18:29:42;23.67
2025-05-07 18:29:41;15.17
2025-05-07 18:29:40;6.67
2025-05-07 18:29:39;1.83
2025-05-07 18:29:38;10.33
2025-05-07 18:29:37;18.83
2025-05-07 18:29:36;27.33
2025-05-07 18:29:35;35.83
2025-05-07 18:29:34;44.33
2025-05-07 18:29:33;52.83
2025-05-07 18:29:32;61.33
2025-05-07 18:29:31;69.83
2025-05-07 18:29:30;78.33
2025-05-07 18:29:29;86.83
2025-05-07 18:29:28;95.33
2025-05-07 18:29:27;96.15
2025-05-07 18:29:26;87.65
2025-05-07 18:29:25;79.15
2025-05-07 18:29:24;70.65
2025-05-07 18:29:23;62.15
2025-05-07 18:29:22;53.65
2025-05-07 18:29:21;45.15
2025-05-07 18:29:20;36.65
2025-05-07 18:29:19;28.15
2025-05-07 18:29:18;19.65
2025-05-07 18:29:17;11.15
2025-05-07 18:29:16;2.65
2025-05-07 18:29:15;5.85
2025-05-07 18:29:14;14.35
2025-05-07 18:29:13;22.85
2025-05-07 18:29:12;31.35
2025-05-07 18:29:11;39.85
2025-05-07 18:29:10;48.35
2025-05-07 18:29:09;56.85
2025-05-07 18:29:08;65.35
2025-05-07 18:29:07;73.85
2025-05-07 18:29:06;82.35
2025-05-07 18:29:05;90.85
2025-05-07 18:29:04;99.35
2025-05-07 18:29:03;92.13
2025-05-07 18:29:02;83.63
2025-05-07 18:29:01;75.13
2025-05-07 18:29:00;66.63
2025-05-07 18:28:59;58.13
2025-05-07 18:28:58;49.63
2025-05-07 18:28:57;41.13
2025-05-07 18:28:56;32.63
2025-05-07 18:28:55;24.13
2025-05-07 18:28:54;15.63
2025-05-07 18:28:53;7.13
2025-05-07 18:28:52;1.37
2025-05-07 18:28:51;9.87
2025-05-07 18:28:50;18.37
2025-05-07 18:28:49;26.87
2025-05-07 18:28:48;35.37
2025-05-07 18:28:47;43.87
2025-05-07 18:28:46;52.37
2025-05-07 18:28:45;60.87
2025-05-07 18:28:44;69.37
2025-05-07 18:28:43;77.87
2025-05-07 18:28:42;86.37
2025-05-07 18:28:41;94.87
2025-05-07 18:28:40;96.61
2025-05-07 18:28:39;88.11
2025-05-07 18:28:38;79.61
2025-05-07 18:28:37;71.11
2025-05-07 18:28:36;62.61
2025-05-07 18:28:35;54.11
2025-05-07 18:28:34;45.61
2025-05-07 18:28:33;37.11
2025-05-07 18:28:32;28.61
2025-05-07 18:28:31;20.11
2025-05-07 18:28:30;11.61
2025-05-07 18:28:29;3.11
2025-05-07 18:28:28;5.39
2025-05-07 18:28:27;13.89
2025-05-07 18:28:26;22.39
2025-05-07 18:28:25;30.89
2025-05-07 18:28:24;39.39
2025-05-07 18:28:23;47.89
2025-05-07 18:28:22;56.39
2025-05-07 18:28:21;64.89
2025-05-07 18:28:20;73.39
2025-05-07 18:28:19;81.89
2025-05-07 18:28:18;90.39
2025-05-07 18:28:17;98.89
2025-05-07 18:28:16;92.59
2025-05-07 18:28:15;84.09
2025-05-07 18:28:14;75.59
2025-05-07 18:28:13;67.09
2025-05-07 18:28:12;58.59
2025-05-07 18:28:11;50.09
2025-05-07 18:28:10;41.59
2025-05-07 18:28:09;33.09
2025-05-07 18:28:08;24.59
2025-05-07 18:28:07;16.09
2025-05-07 18:28:06;7.59
2025-05-07 18:28:05;0.91
2025-05-07 18:28:04;9.41
2025-05-07 18:28:03;17.91
2025-05-07 18:28:02;26.41
2025-05-07 18:28:01;34.91
2025-05-07 18:28:00;43.41
2025-05-07 18:27:59;51.91
2025-05-07 18:27:58;60.41
2025-05-07 18:27:57;68.91
2025-05-07 18:27:56;77.41
2025-05-07 18:27:55;85.91
2025-05-07 18:27:54;94.41
2025-05-07 18:27:53;97.07
2025-05-07 18:27:52;88.57
2025-05-07 18:27:51;80.07
2025-05-07 18:27:50;71.57
2025-05-07 18:27:49;63.07
2025-05-07 18:27:48;54.57
2025-05-07 18:27:47;46.07
2025-05-07 18:27:46;37.57
2025-05-07 18:27:45;29.07
2025-05-07 18:27:44;20.57
2025-05-07 18:27:43;12.07
2025-05-07 18:27:42;3.57
2025-05-07 18:27:41;4.93
2025-05-07 18:27:40;13.43
2025-05-07 18:27:39;21.93
2025-05-07 18:27:38;30.43
2025-05-07 18:27:37;38.93
2025-05-07 18:27:36;47.43
2025-05-07 18:27:35;55.93
2025-05-07 18:27:34;64.43
2025-05-07 18:27:33;72.93
2025-05-07 18:27:32;81.43
2025-05-07 18:27:31;89.93
2025-05-07 18:27:30;98.43
2025-05-07 18:27:29;93.05
2025-05-07 18:27:28;84.55
2025-05-07 18:27:27;76.05
2025-05-07 18:27:26;67.55
2025-05-07 18:27:25;59.05
2025-05-07 18:27:24;50.55
2025-05-07 18:27:23;42.05
2025-05-07 18:27:22;33.55
2025-05-07 18:27:21;25.05
2025-05-07 18:27:20;16.55
2025-05-07 18:27:19;8.05
2025-05-07 18:27:18;0.45
2025-05-07 18:27:17;8.95
2025-05-07 18:27:16;17.45
2025-05-07 18:27:15;25.95
2025-05-07 18:27:14;34.45
2025-05-07 18:27:13;42.95
2025-05-07 18:27:12;51.45
2025-05-07 18:27:11;59.95
2025-05-07 18:27:10;68.45
2025-05-07 18:27:09;76.95
2025-05-07 18:27:08;85.45
2025-05-07 18:27:07;93.95
2025-05-07 18:27:06;97.53
2025-05-07 18:27:05;89.03
2025-05-07 18:27:04;80.53
2025-05-07 18:27:03;72.03
2025-05-07 18:27:02;63.53
2025-05-07 18:27:01;55.03
2025-05-07 18:27:00;46.53
2025-05-07 18:26:59;38.03
2025-05-07 18:26:58;29.53
2025-05-07 18:26:57;21.03
2025-05-07 18:26:56;12.53
2025-05-07 18:26:55;4.03
2025-05-07 18:26:54;4.47
2025-05-07 18:26:53;12.97
2025-05-07 18:26:52;21.47
2025-05-07 18:26:51;29.97
2025-05-07 18:26:50;38.47
2025-05-07 18:26:49;46.97
2025-05-07 18:26:48;55.47
2025-05-07 18:26:47;63.97
2025-05-07 18:26:46;72.47
2025-05-07 18:26:45;80.97
2025-05-07 18:26:44;89.47
2025-05-07 18:26:43;97.97
2025-05-07 18:26:42;93.51
2025-05-07 18:26:41;85.01
2025-05-07 18:26:40;76.51
2025-05-07 18:26:39;68.01
2025-05-07 18:26:38;59.51
2025-05-07 18:26:37;51.01
2025-05-07 18:26:36;42.51
2025-05-07 18:26:35;34.01
2025-05-07 18:26:34;25.51
2025-05-07 18:26:33;17.01
2025-05-07 18:26:32;8.51
2025-05-07 18:26:31;0.01
2025-05-07 18:26:30;8.49
2025-05-07 18:26:29;16.99
2025-05-07 18:26:28;25.49
2025-05-07 18:26:27;33.99
2025-05-07 18:26:26;42.49
2025-05-07 18:26:25;50.99
2025-05-07 18:26:24;59.49
2025-05-07 18:26:23;67.99
2025-05-07 18:26:22;76.49
2025-05-07 18:26:21;84.99
2025-05-07 18:26:20;93.49
2025-05-07 18:26:19;97.99
2025-05-07 18:26:18;89.49
2025-05-07 18:26:17;80.99
2025-05-07 18:26:16;72.49
2025-05-07 18:26:15;63.99
2025-05-07 18:26:14;55.49
2025-05-07 18:26:13;46.99
2025-05-07 18:26:12;38.49
2025-05-07 18:26:11;29.99
2025-05-07 18:26:10;21.49
2025-05-07 18:26:09;12.99
2025-05-07 18:26:08;4.49
2025-05-07 18:26:07;4.01
2025-05-07 18:26:06;12.51
2025-05-07 18:26:05;21.01
2025-05-07 18:26:04;29.51
2025-05-07 18:26:03;38.01
2025-05-07 18:26:02;46.51
2025-05-07 18:26:01;55.01
2025-05-07 18:26:00;63.51
2025-05-07 18:25:59;72.01
2025-05-07 18:25:58;80.51
2025-05-07 18:25:57;89.01
2025-05-07 18:25:56;97.51
2025-05-07 18:25:55;93.97
2025-05-07 18:25:54;85.47
2025-05-07 18:25:53;76.97
2025-05-07 18:25:52;68.47
2025-05-07 18:25:51;59.97
2025-05-07 18:25:50;51.47
2025-05-07 18:25:49;42.97
2025-05-07 18:25:48;34.47
2025-05-07 18:25:47;25.97
2025-05-07 18:25:46;17.47
2025-05-07 18:25:45;8.97
2025-05-07 18:25:44;0.47
2025-05-07 18:25:43;8.03
2025-05-07 18:25:42;16.53
2025-05-07 18:25:41;25.03
2025-05-07 18:25:40;33.53
2025-05-07 18:25:39;42.03
2025-05-07 18:25:38;50.53
2025-05-07 18:25:37;59.03
2025-05-07 18:25:36;67.53
2025-05-07 18:25:35;76.03
2025-05-07 18:25:34;84.53
2025-05-07 18:25:33;93.03
2025-05-07 18:25:32;98.45
2025-05-07 18:25:31;89.95
2025-05-07 18:25:30;81.45
2025-05-07 18:25:29;72.95
2025-05-07 18:25:28;64.45
2025-05-07 18:25:27;55.95
2025-05-07 18:25:26;47.45
2025-05-07 18:25:25;38.95
2025-05-07 18:25:24;30.45
2025-05-07 18:25:23;21.95
2025-05-07 18:25:22;13.45
2025-05-07 18:25:21;4.95
2025-05-07 18:25:20;3.55
2025-05-07 18:25:19;12.05
2025-05-07 18:25:18;20.55
2025-05-07 18:25:17;29.05
2025-05-07 18:25:16;37.55
2025-05-07 18:25:15;46.05
2025-05-07 18:25:14;54.55
2025-05-07 18:25:13;63.05
2025-05-07 18:25:12;71.55
2025-05-07 18:25:11;80.05
2025-05-07 18:25:10;88.55
2025-05-07 18:25:09;97.05
2025-05-07 18:25:08;94.43
2025-05-07 18:25:07;85.93
2025-05-07 18:25:06;77.43
2025-05-07 18:25:05;68.93
2025-05-07 18:25:04;60.43
2025-05-07 18:25:03;51.93
2025-05-07 18:25:02;43.43
2025-05-07 18:25:01;34.93
2025-05-07 18:25:00;26.43
2025-05-07 18:24:59;17.93
2025-05-07 18:24:58;9.43
2025-05-07 18:24:57;0.93
2025-05-07 18:24:56;7.57
2025-05-07 18:24:55;16.07
2025-05-07 18:24:54;24.57
2025-05-07 18:24:53;33.07
2025-05-07 18:24:52;41.57
2025-05-07 18:24:51;50.07
2025-05-07 18:24:50;58.57
2025-05-07 18:24:49;67.07
2025-05-07 18:24:48;75.57
2025-05-07 18:24:47;84.07
2025-05-07 18:24:46;92.57
2025-05-07 18:24:45;98.91
2025-05-07 18:24:44;90.41
2025-05-07 18:24:43;81.91
2025-05-07 18:24:42;73.41
2025-05-07 18:24:41;64.91
2025-05-07 18:24:40;56.41
2025-05-07 18:24:39;47.91
2025-05-07 18:24:38;39.41
2025-05-07 18:24:37;30.91
2025-05-07 18:24:36;22.41
2025-05-07 18:24:35;13.91
2025-05-07 18:24:34;5.41
2025-05-07 18:24:33;3.09
2025-05-07 18:24:32;11.59
2025-05-07 18:24:31;20.09
2025-05-07 18:24:30;28.59
2025-05-07 18:24:29;37.09
2025-05-07 18:24:28;45.59
2025-05-07 18:24:27;54.09
2025-05-07 18:24:26;62.59
2025-05-07 18:24:25;71.09
2025-05-07 18:24:24;79.59
2025-05-07 18:24:23;88.09
2025-05-07 18:24:22;96.59
2025-05-07 18:24:21;94.89
2025-05-07 18:24:20;86.39
2025-05-07 18:24:19;77.89
2025-05-07 18:24:18;69.39
2025-05-07 18:24:17;60.89
2025-05-07 18:24:16;52.39
2025-05-07 18:24:15;43.89
2025-05-07 18:24:14;35.39
2025-05-07 18:24:13;26.89
2025-05-07 18:24:12;18.39
2025-05-07 18:24:11;9.89
2025-05-07 18:24:10;1.39
2025-05-07 18:24:09;7.11
2025-05-07 18:24:08;15.61
2025-05-07 18:24:07;24.11
2025-05-07 18:24:06;32.61
2025-05-07 18:24:05;41.11
2025-05-07 18:24:04;49.61
2025-05-07 18:24:03;58.11
2025-05-07 18:24:02;66.61
2025-05-07 18:24:01;75.11
2025-05-07 18:24:00;83.61
2025-05-07 18:23:59;92.11
2025-05-07 18:23:58;99.37
2025-05-07 18:23:57;90.87
2025-05-07 18:23:56;82.37
2025-05-07 18:23:55;73.87
2025-05-07 18:23:54;65.37
2025-05-07 18:23:53;56.87
2025-05-07 18:23:52;48.37
2025-05-07 18:23:51;39.87
2025-05-07 18:23:50;31.37
2025-05-07 18:23:49;22.87
2025-05-07 18:23:48;14.37
2025-05-07 18:23:47;5.87
2025-05-07 18:23:46;2.63
2025-05-07 18:23:45;11.13
2025-05-07 18:23:44;19.63
2025-05-07 18:23:43;28.13
2025-05-07 18:23:42;36.63
2025-05-07 18:23:41;45.13
2025-05-07 18:23:40;53.63
2025-05-07 18:23:39;62.13
2025-05-07 18:23:38;70.63
2025-05-07 18:23:37;79.13
2025-05-07 18:23:36;87.63
2025-05-07 18:23:35;96.13
2025-05-07 18:23:34;95.35
2025-05-07 18:23:33;86.85
2025-05-07 18:23:32;78.35
2025-05-07 18:23:31;69.85
2025-05-07 18:23:30;61.35
2025-05-07 18:23:29;52.85
2025-05-07 18:23:28;44.35
2025-05-07 18:23:27;35.85
2025-05-07 18:23:26;27.35
2025-05-07 18:23:25;18.85
2025-05-07 18:23:24;10.35
2025-05-07 18:23:23;1.85
2025-05-07 18:23:22;6.65
2025-05-07 18:23:21;15.15
2025-05-07 18:23:20;23.65
2025-05-07 18:23:19;32.15
2025-05-07 18:23:18;40.65
2025-05-07 18:23:17;49.15
2025-05-07 18:23:16;57.65
2025-05-07 18:23:15;66.15
2025-05-07 18:23:14;74.65
2025-05-07 18:23:13;83.15
2025-05-07 18:23:12;91.65
2025-05-07 18:23:11;99.83
2025-05-07 18:23:10;91.33
2025-05-07 18:23:09;82.83
2025-05-07 18:23:08;74.33
2025-05-07 18:23:07;65.83
2025-05-07 18:23:06;57.33
2025-05-07 18:23:05;48.83
2025-05-07 18:23:04;40.33
2025-05-07 18:23:03;31.83
2025-05-07 18:23:02;23.33
2025-05-07 18:23:01;14.83
2025-05-07 18:23:00;6.33
2025-05-07 18:22:59;2.17
2025-05-07 18:22:58;10.67
2025-05-07 18:22:57;19.17
2025-05-07 18:22:56;27.67
2025-05-07 18:22:55;36.17
2025-05-07 18:22:54;44.67
2025-05-07 18:22:53;53.17
2025-05-07 18:22:52;61.67
2025-05-07 18:22:51;70.17
2025-05-07 18:22:50;78.67
2025-05-07 18:22:49;87.17
2025-05-07 18:22:48;95.67
2025-05-07 18:22:47;95.81
