Fecha y Hora;B-301B - Bomba B desgasificador
2025-05-08 13:24:17;-8262.00
2025-05-08 13:24:16;-6087.00
2025-05-08 13:24:15;-6812.00
2025-05-08 13:24:14;-9787.00
2025-05-08 13:24:13;-7762.00
2025-05-08 13:24:12;-3012.00
2025-05-08 13:24:11;-4187.00
2025-05-08 13:24:10;-162.00
2025-05-08 13:24:09;-3237.00
2025-05-08 13:24:08;-387.00
2025-05-08 13:24:07;-6087.00
2025-05-08 13:24:06;-5862.00
2025-05-08 13:24:05;-3012.00
2025-05-08 13:24:04;-2287.00
2025-05-08 13:24:03;-6812.00
2025-05-08 13:24:02;-5587.00
2025-05-08 13:24:01;-9337.00
2025-05-08 13:24:00;-5762.00
2025-05-08 13:23:59;-9337.00
2025-05-08 13:23:58;-4362.00
2025-05-08 13:23:57;-3237.00
2025-05-08 13:23:56;-7262.00
2025-05-08 13:23:55;-2062.00
2025-05-08 13:23:54;-2512.00
2025-05-08 13:23:53;-8487.00
2025-05-08 13:23:52;-7662.00
2025-05-08 13:23:51;-6087.00
2025-05-08 13:23:50;-837.00
2025-05-08 13:23:49;-5087.00
2025-05-08 13:23:48;-2962.00
2025-05-08 13:23:47;-8662.00
2025-05-08 13:23:46;-1787.00
2025-05-08 13:23:45;-8662.00
2025-05-08 13:23:44;-8437.00
2025-05-08 13:23:43;-62.00
2025-05-08 13:23:42;-3987.00
2025-05-08 13:23:41;-2962.00
2025-05-08 13:23:40;-6762.00
2025-05-08 13:23:39;-8662.00
2025-05-08 13:23:38;-4862.00
2025-05-08 13:23:37;-562.00
2025-05-08 13:23:36;-7437.00
2025-05-08 13:23:35;-562.00
2025-05-08 13:23:34;-8162.00
2025-05-08 13:23:33;-8387.00
2025-05-08 13:23:32;-8437.00
2025-05-08 13:23:31;-1962.00
2025-05-08 13:23:30;-1062.00
2025-05-08 13:23:29;-2687.00
2025-05-08 13:23:28;-6037.00
2025-05-08 13:23:27;-5087.00
2025-05-08 13:23:26;-4862.00
2025-05-08 13:23:25;-7937.00
2025-05-08 13:23:24;-2462.00
2025-05-08 13:23:23;-8612.00
2025-05-08 13:23:22;-5537.00
2025-05-08 13:23:21;-5762.00
2025-05-08 13:23:20;-5087.00
2025-05-08 13:23:19;-3137.00
2025-05-08 13:23:18;-512.00
2025-05-08 13:23:17;-7212.00
2025-05-08 13:23:16;-2187.00
2025-05-08 13:23:15;-8112.00
2025-05-08 13:23:14;-5262.00
2025-05-08 13:23:13;-1962.00
2025-05-08 13:23:12;-2687.00
2025-05-08 13:23:11;-7112.00
2025-05-08 13:23:10;-2037.00
2025-05-08 13:23:09;-2812.00
2025-05-08 13:23:08;-4487.00
2025-05-08 13:23:07;-8512.00
2025-05-08 13:23:06;-5262.00
2025-05-08 13:23:05;-2137.00
2025-05-08 13:23:04;-1187.00
2025-05-08 13:23:03;-2362.00
2025-05-08 13:23:02;-4312.00
2025-05-08 13:23:01;-8837.00
2025-05-08 13:23:00;-5212.00
2025-05-08 13:22:59;-1912.00
2025-05-08 13:22:58;-9287.00
2025-05-08 13:22:57;-5987.00
2025-05-08 13:22:56;-1637.00
2025-05-08 13:22:55;-2637.00
2025-05-08 13:22:54;-3087.00
2025-05-08 13:22:53;-1862.00
2025-05-08 13:22:52;-9962.00
2025-05-08 13:22:51;-1912.00
2025-05-08 13:22:50;-3537.00
2025-05-08 13:22:49;-3812.00
2025-05-08 13:22:48;-5712.00
2025-05-08 13:22:47;-3537.00
2025-05-08 13:22:46;-5212.00
2025-05-08 13:22:45;-4487.00
2025-05-08 13:22:44;-6162.00
2025-05-08 13:22:43;-4987.00
2025-05-08 13:22:42;-5712.00
2025-05-08 13:22:41;-4987.00
2025-05-08 13:22:40;-2037.00
2025-05-08 13:22:39;-9812.00
2025-05-08 13:22:38;-9962.00
2025-05-08 13:22:37;-4487.00
2025-05-08 13:22:36;-9462.00
2025-05-08 13:22:35;-3987.00
2025-05-08 13:22:34;-9012.00
2025-05-08 13:22:33;-3762.00
2025-05-08 13:22:32;-4262.00
2025-05-08 13:22:31;-9462.00
2025-05-08 13:22:30;-7237.00
2025-05-08 13:22:29;-1637.00
2025-05-08 13:22:28;-4712.00
2025-05-08 13:22:27;-1862.00
2025-05-08 13:22:26;-4487.00
2025-05-08 13:22:25;-3987.00
2025-05-08 13:22:24;-9962.00
2025-05-08 13:22:23;-7787.00
2025-05-08 13:22:22;-6337.00
2025-05-08 13:22:21;-412.00
2025-05-08 13:22:20;-3537.00
2025-05-08 13:22:19;-3987.00
2025-05-08 13:22:18;-9687.00
2025-05-08 13:22:17;-8237.00
2025-05-08 13:22:16;-9362.00
2025-05-08 13:22:15;-5062.00
2025-05-08 13:22:14;-4212.00
2025-05-08 13:22:13;-9687.00
2025-05-08 13:22:12;-3212.00
2025-05-08 13:22:11;-3487.00
2025-05-08 13:22:10;-1362.00
2025-05-08 13:22:09;-4662.00
2025-05-08 13:22:08;-2887.00
2025-05-08 13:22:07;-2662.00
2025-05-08 13:22:06;-4387.00
2025-05-08 13:22:05;-6837.00
2025-05-08 13:22:04;-862.00
2025-05-08 13:22:03;-2037.00
2025-05-08 13:22:02;-6562.00
2025-05-08 13:22:01;-8187.00
2025-05-08 13:22:00;-587.00
2025-05-08 13:21:59;-7737.00
2025-05-08 13:21:58;-6337.00
2025-05-08 13:21:57;-3712.00
2025-05-08 13:21:56;-4212.00
2025-05-08 13:21:55;-2537.00
2025-05-08 13:21:54;-9862.00
2025-05-08 13:21:53;-8462.00
2025-05-08 13:21:52;-4887.00
2025-05-08 13:21:51;-1537.00
2025-05-08 13:21:50;-7012.00
2025-05-08 13:21:49;-9137.00
2025-05-08 13:21:48;-5062.00
2025-05-08 13:21:47;-9637.00
2025-05-08 13:21:46;-1537.00
2025-05-08 13:21:45;-2487.00
2025-05-08 13:21:44;-2987.00
2025-05-08 13:21:43;-6787.00
2025-05-08 13:21:42;-2487.00
2025-05-08 13:21:41;-2487.00
2025-05-08 13:21:40;-587.00
2025-05-08 13:21:39;-8412.00
2025-05-08 13:21:38;-2712.00
2025-05-08 13:21:37;9338.00
2025-05-08 13:21:36;8388.00
2025-05-08 13:21:35;-2212.00
2025-05-08 13:21:34;-3162.00
2025-05-08 13:21:33;-1762.00
2025-05-08 13:21:32;-1487.00
2025-05-08 13:21:31;-1762.00
2025-05-08 13:21:30;-5062.00
2025-05-08 13:21:29;-537.00
2025-05-08 13:21:28;-7462.00
2025-05-08 13:21:27;-9812.00
2025-05-08 13:21:26;-9087.00
2025-05-08 13:21:25;5988.00
2025-05-08 13:21:24;4088.00
2025-05-08 13:21:23;3363.00
2025-05-08 13:21:22;-7912.00
2025-05-08 13:21:21;-8137.00
2025-05-08 13:21:20;-8187.00
2025-05-08 13:21:19;-6962.00
2025-05-08 13:21:18;-8362.00
2025-05-08 13:21:17;-1212.00
2025-05-08 13:21:16;-6962.00
2025-05-08 13:21:15;-1937.00
2025-05-08 13:21:14;-762.00
2025-05-08 13:21:13;-2437.00
2025-05-08 13:21:12;2863.00
2025-05-08 13:21:11;-8812.00
2025-05-08 13:21:10;-9312.00
2025-05-08 13:21:09;-762.00
2025-05-08 13:21:08;2863.00
2025-05-08 13:21:07;-6687.00
2025-05-08 13:21:06;-6462.00
2025-05-08 13:21:05;7263.00
2025-05-08 13:21:04;9163.00
2025-05-08 13:21:03;-7412.00
2025-05-08 13:21:02;-7862.00
2025-05-08 13:21:01;3588.00
2025-05-08 13:21:00;-2387.00
2025-05-08 13:20:59;-8362.00
2025-05-08 13:20:58;-3337.00
2025-05-08 13:20:57;-712.00
2025-05-08 13:20:56;-5237.00
2025-05-08 13:20:55;6438.00
2025-05-08 13:20:54;-7637.00
2025-05-08 13:20:53;-6912.00
2025-05-08 13:20:52;6438.00
2025-05-08 13:20:51;-6187.00
2025-05-08 13:20:50;8338.00
2025-05-08 13:20:49;8113.00
2025-05-08 13:20:48;6213.00
2025-05-08 13:20:47;5263.00
2025-05-08 13:20:46;7388.00
2025-05-08 13:20:45;7888.00
2025-05-08 13:20:44;5038.00
2025-05-08 13:20:43;6213.00
2025-05-08 13:20:42;2863.00
2025-05-08 13:20:41;1913.00
2025-05-08 13:20:40;5488.00
2025-05-08 13:20:39;288.00
2025-05-08 13:20:38;963.00
2025-05-08 13:20:37;513.00
2025-05-08 13:20:36;5263.00
2025-05-08 13:20:35;738.00
2025-05-08 13:20:34;3463.00
2025-05-08 13:20:33;7013.00
2025-05-08 13:20:32;9713.00
2025-05-08 13:20:31;3063.00
2025-05-08 13:20:30;9113.00
2025-05-08 13:20:29;3638.00
2025-05-08 13:20:28;63.00
2025-05-08 13:20:27;563.00
2025-05-08 13:20:26;7213.00
2025-05-08 13:20:25;8388.00
2025-05-08 13:20:24;2913.00
2025-05-08 13:20:23;7938.00
2025-05-08 13:20:22;6763.00
2025-05-08 13:20:21;6488.00
2025-05-08 13:20:20;2413.00
2025-05-08 13:20:19;3138.00
2025-05-08 13:20:18;5313.00
2025-05-08 13:20:17;4363.00
2025-05-08 13:20:16;2463.00
2025-05-08 13:20:15;2463.00
2025-05-08 13:20:14;6538.00
2025-05-08 13:20:13;9113.00
2025-05-08 13:20:12;7213.00
2025-05-08 13:20:11;8438.00
2025-05-08 13:20:10;7488.00
2025-05-08 13:20:09;1963.00
2025-05-08 13:20:08;9113.00
2025-05-08 13:20:07;7713.00
2025-05-08 13:20:06;4138.00
2025-05-08 13:20:05;6263.00
2025-05-08 13:20:04;2963.00
2025-05-08 13:20:03;9888.00
2025-05-08 13:20:02;7088.00
2025-05-08 13:20:01;6688.00
2025-05-08 13:20:00;2738.00
2025-05-08 13:19:59;5813.00
2025-05-08 13:19:58;3913.00
2025-05-08 13:19:57;3463.00
2025-05-08 13:19:56;6088.00
2025-05-08 13:19:55;613.00
2025-05-08 13:19:54;2513.00
2025-05-08 13:19:53;838.00
2025-05-08 13:19:52;1063.00
2025-05-08 13:19:51;9388.00
2025-05-08 13:19:50;9888.00
2025-05-08 13:19:49;2063.00
2025-05-08 13:19:48;1113.00
2025-05-08 13:19:47;1563.00
2025-05-08 13:19:46;7538.00
2025-05-08 13:19:45;4188.00
2025-05-08 13:19:44;1113.00
2025-05-08 13:19:43;888.00
2025-05-08 13:19:42;3738.00
2025-05-08 13:19:41;9263.00
2025-05-08 13:19:40;9988.00
2025-05-08 13:19:39;2838.00
2025-05-08 13:19:38;8213.00
2025-05-08 13:19:37;3288.00
2025-05-08 13:19:36;4238.00
2025-05-08 13:19:35;2513.00
2025-05-08 13:19:34;6813.00
2025-05-08 13:19:33;1613.00
2025-05-08 13:19:32;8713.00
2025-05-08 13:19:31;1438.00
2025-05-08 13:19:30;3613.00
2025-05-08 13:19:29;3063.00
2025-05-08 13:19:28;6138.00
2025-05-08 13:19:27;3288.00
2025-05-08 13:19:26;6863.00
2025-05-08 13:19:25;3788.00
2025-05-08 13:19:24;8488.00
2025-05-08 13:19:23;5638.00
2025-05-08 13:19:22;8038.00
2025-05-08 13:19:21;7363.00
2025-05-08 13:19:20;3963.00
2025-05-08 13:19:19;438.00
2025-05-08 13:19:18;1163.00
2025-05-08 13:19:17;6863.00
2025-05-08 13:19:16;1838.00
2025-05-08 13:19:15;9263.00
2025-05-08 13:19:14;2838.00
2025-05-08 13:19:13;6863.00
2025-05-08 13:19:12;888.00
2025-05-08 13:19:11;3288.00
2025-05-08 13:19:10;8038.00
2025-05-08 13:19:09;8763.00
2025-05-08 13:19:08;7863.00
2025-05-08 13:19:07;4013.00
2025-05-08 13:19:06;7363.00
2025-05-08 13:19:05;2113.00
2025-05-08 13:19:04;6863.00
2025-05-08 13:19:03;3788.00
2025-05-08 13:19:02;1713.00
2025-05-08 13:19:01;2838.00
2025-05-08 13:19:00;6913.00
2025-05-08 13:18:59;2438.00
2025-05-08 13:18:58;1588.00
2025-05-08 13:18:57;3338.00
2025-05-08 13:18:56;9538.00
2025-05-08 13:18:55;9038.00
2025-05-08 13:18:54;7363.00
2025-05-08 13:18:53;7413.00
2025-05-08 13:18:52;5013.00
2025-05-08 13:18:51;938.00
2025-05-08 13:18:50;2388.00
2025-05-08 13:18:49;6738.00
2025-05-08 13:18:48;8638.00
2025-05-08 13:18:47;88.00
2025-05-08 13:18:46;6013.00
2025-05-08 13:18:45;988.00
2025-05-08 13:18:44;38.00
2025-05-08 13:18:43;1213.00
2025-05-08 13:18:42;4338.00
2025-05-08 13:18:41;5513.00
2025-05-08 13:18:40;5738.00
2025-05-08 13:18:39;1213.00
2025-05-08 13:18:38;6188.00
2025-05-08 13:18:37;538.00
2025-05-08 13:18:36;2663.00
2025-05-08 13:18:35;9588.00
2025-05-08 13:18:34;763.00
2025-05-08 13:18:33;763.00
2025-05-08 13:18:32;6463.00
2025-05-08 13:18:31;8863.00
2025-05-08 13:18:30;5063.00
2025-05-08 13:18:29;8413.00
2025-05-08 13:18:28;538.00
2025-05-08 13:18:27;3313.00
2025-05-08 13:18:26;2438.00
2025-05-08 13:18:25;5063.00
2025-05-08 13:18:24;3888.00
2025-05-08 13:18:23;38.00
2025-05-08 13:18:22;8188.00
2025-05-08 13:18:21;9638.00
2025-05-08 13:18:20;5063.00
2025-05-08 13:18:19;3388.00
2025-05-08 13:18:18;8413.00
2025-05-08 13:18:17;313.00
2025-05-08 13:18:16;538.00
2025-05-08 13:18:15;6963.00
2025-05-08 13:18:14;538.00
2025-05-08 13:18:13;1988.00
2025-05-08 13:18:12;3213.00
2025-05-08 13:18:11;2713.00
2025-05-08 13:18:10;6063.00
2025-05-08 13:18:09;588.00
2025-05-08 13:18:08;5788.00
2025-05-08 13:18:07;4613.00
2025-05-08 13:18:06;763.00
2025-05-08 13:18:05;8688.00
2025-05-08 13:18:04;6788.00
2025-05-08 13:18:03;2488.00
2025-05-08 13:18:02;8463.00
2025-05-08 13:18:01;1538.00
2025-05-08 13:18:00;1313.00
2025-05-08 13:17:59;6288.00
2025-05-08 13:17:58;1263.00
2025-05-08 13:17:57;4213.00
2025-05-08 13:17:56;2413.00
2025-05-08 13:17:55;3413.00
2025-05-08 13:17:54;1813.00
2025-05-08 13:17:53;3213.00
2025-05-08 13:17:52;7513.00
2025-05-08 13:17:51;2988.00
2025-05-08 13:17:50;2263.00
2025-05-08 13:17:49;2538.00
2025-05-08 13:17:48;6563.00
2025-05-08 13:17:47;1363.00
2025-05-08 13:17:46;9688.00
2025-05-08 13:17:45;2763.00
2025-05-08 13:17:44;6063.00
2025-05-08 13:17:43;9913.00
2025-05-08 13:17:42;9913.00
2025-05-08 13:17:41;9688.00
2025-05-08 13:17:40;8463.00
2025-05-08 13:17:39;8013.00
2025-05-08 13:17:38;3263.00
2025-05-08 13:17:37;6338.00
2025-05-08 13:17:36;138.00
2025-05-08 13:17:35;6613.00
2025-05-08 13:17:34;863.00
2025-05-08 13:17:33;8013.00
2025-05-08 13:17:32;1363.00
2025-05-08 13:17:31;1138.00
2025-05-08 13:17:30;3038.00
2025-05-08 13:17:29;9963.00
2025-05-08 13:17:28;2313.00
2025-05-08 13:17:27;5163.00
2025-05-08 13:17:26;4938.00
2025-05-08 13:17:25;3763.00
2025-05-08 13:17:24;5813.00
2025-05-08 13:17:23;4313.00
2025-05-08 13:17:22;3538.00
2025-05-08 13:17:21;5213.00
2025-05-08 13:17:20;3313.00
2025-05-08 13:17:19;9238.00
2025-05-08 13:17:18;2088.00
2025-05-08 13:17:17;5663.00
2025-05-08 13:17:16;3538.00
2025-05-08 13:17:15;2363.00
2025-05-08 13:17:14;1138.00
2025-05-08 13:17:13;1413.00
2025-05-08 13:17:12;8563.00
2025-05-08 13:17:11;4263.00
2025-05-08 13:17:10;5713.00
2025-05-08 13:17:09;1413.00
2025-05-08 13:17:08;238.00
2025-05-08 13:17:07;463.00
2025-05-08 13:17:06;3638.00
2025-05-08 13:17:05;2913.00
2025-05-08 13:17:04;63.00
2025-05-08 13:17:03;9288.00
2025-05-08 13:17:02;9513.00
2025-05-08 13:17:01;7163.00
2025-05-08 13:17:00;1913.00
2025-05-08 13:16:59;13.00
2025-05-08 13:16:58;9788.00
2025-05-08 13:16:57;9288.00
2025-05-08 13:16:56;8338.00
2025-05-08 13:16:55;13.00
2025-05-08 13:16:54;4538.00
2025-05-08 13:16:53;5313.00
2025-05-08 13:16:52;2288.00
2025-05-08 13:16:51;5763.00
2025-05-08 13:16:50;7613.00
2025-05-08 13:16:49;9063.00
2025-05-08 13:16:48;8388.00
2025-05-08 13:16:47;13.00
2025-05-08 13:16:46;4763.00
2025-05-08 13:16:45;7388.00
2025-05-08 13:16:44;6938.00
2025-05-08 13:16:43;4088.00
2025-05-08 13:16:42;4313.00
2025-05-08 13:16:41;4088.00
2025-05-08 13:16:40;4538.00
2025-05-08 13:16:39;3138.00
2025-05-08 13:16:38;5263.00
2025-05-08 13:16:37;9563.00
2025-05-08 13:16:36;8613.00
2025-05-08 13:16:35;4138.00
2025-05-08 13:16:34;5263.00
2025-05-08 13:16:33;6488.00
2025-05-08 13:16:32;9113.00
2025-05-08 13:16:31;5263.00
2025-05-08 13:16:30;8613.00
2025-05-08 13:16:29;8338.00
2025-05-08 13:16:28;5263.00
2025-05-08 13:16:27;3363.00
2025-05-08 13:16:26;2913.00
2025-05-08 13:16:25;6713.00
2025-05-08 13:16:24;1238.00
2025-05-08 13:16:23;2913.00
2025-05-08 13:16:22;5763.00
2025-05-08 13:16:21;213.00
2025-05-08 13:16:20;8713.00
2025-05-08 13:16:19;6713.00
2025-05-08 13:16:18;2463.00
2025-05-08 13:16:17;9163.00
2025-05-08 13:16:16;1063.00
2025-05-08 13:16:15;5088.00
2025-05-08 13:16:14;8488.00
2025-05-08 13:16:13;888.00
2025-05-08 13:16:12;5863.00
2025-05-08 13:16:11;2513.00
2025-05-08 13:16:10;9388.00
2025-05-08 13:16:09;5313.00
2025-05-08 13:16:08;1288.00
2025-05-08 13:16:07;8438.00
2025-05-08 13:16:06;9613.00
2025-05-08 13:16:05;3413.00
2025-05-08 13:16:04;5813.00
2025-05-08 13:16:03;2288.00
2025-05-08 13:16:02;1788.00
2025-05-08 13:16:01;5363.00
2025-05-08 13:16:00;7988.00
2025-05-08 13:15:59;2238.00
2025-05-08 13:15:58;3413.00
2025-05-08 13:15:57;788.00
2025-05-08 13:15:56;6038.00
2025-05-08 13:15:55;2013.00
2025-05-08 13:15:54;8213.00
2025-05-08 13:15:53;8713.00
2025-05-08 13:15:52;9888.00
2025-05-08 13:15:51;6313.00
2025-05-08 13:15:50;5238.00
2025-05-08 13:15:49;8588.00
2025-05-08 13:15:48;9213.00
2025-05-08 13:15:47;7988.00
2025-05-08 13:15:46;4913.00
2025-05-08 13:15:45;5138.00
2025-05-08 13:15:44;5638.00
2025-05-08 13:15:43;2513.00
2025-05-08 13:15:42;5863.00
2025-05-08 13:15:41;2063.00
2025-05-08 13:15:40;8713.00
2025-05-08 13:15:39;5863.00
2025-05-08 13:15:38;3738.00
2025-05-08 13:15:37;3288.00
2025-05-08 13:15:36;6813.00
2025-05-08 13:15:35;2338.00
2025-05-08 13:15:34;5138.00
2025-05-08 13:15:33;2288.00
2025-05-08 13:15:32;5188.00
2025-05-08 13:15:31;6088.00
2025-05-08 13:15:30;888.00
2025-05-08 13:15:29;9938.00
2025-05-08 13:15:28;888.00
2025-05-08 13:15:27;663.00
2025-05-08 13:15:26;7538.00
2025-05-08 13:15:25;7538.00
2025-05-08 13:15:24;8038.00
2025-05-08 13:15:23;8488.00
2025-05-08 13:15:22;1438.00
2025-05-08 13:15:21;1663.00
2025-05-08 13:15:20;7363.00
2025-05-08 13:15:19;438.00
2025-05-08 13:15:18;8413.00
2025-05-08 13:15:17;588.00
2025-05-08 13:15:16;1888.00
2025-05-08 13:15:15;4288.00
2025-05-08 13:15:14;8988.00
2025-05-08 13:15:13;5413.00
2025-05-08 13:15:12;7363.00
2025-05-08 13:15:11;6188.00
2025-05-08 13:15:10;2613.00
2025-05-08 13:15:09;3338.00
2025-05-08 13:15:08;9713.00
2025-05-08 13:15:07;2613.00
2025-05-08 13:15:06;4963.00
2025-05-08 13:15:05;6413.00
2025-05-08 13:15:04;9763.00
2025-05-08 13:15:03;488.00
