Fecha y Hora;TT-4015 - Temperatura flash S-401
2025-05-08 13:23:44;-97.78
2025-05-08 13:23:43;-26.28
2025-05-08 13:23:42;-53.03
2025-05-08 13:23:41;-41.28
2025-05-08 13:23:40;-65.28
2025-05-08 13:23:39;-51.28
2025-05-08 13:23:38;-75.28
2025-05-08 13:23:37;-82.53
2025-05-08 13:23:36;-25.53
2025-05-08 13:23:35;-79.78
2025-05-08 13:23:34;-27.28
2025-05-08 13:23:33;-75.28
2025-05-08 13:23:32;-32.28
2025-05-08 13:23:31;-3.78
2025-05-08 13:23:30;-98.78
2025-05-08 13:23:29;-98.78
2025-05-08 13:23:28;-99.28
2025-05-08 13:23:27;-65.78
2025-05-08 13:23:26;-79.78
2025-05-08 13:23:25;-77.53
2025-05-08 13:23:24;-70.28
2025-05-08 13:23:23;-77.53
2025-05-08 13:23:22;-87.03
2025-05-08 13:23:21;-32.28
2025-05-08 13:23:20;-79.78
2025-05-08 13:23:19;-0.53
2025-05-08 13:23:18;-53.53
2025-05-08 13:23:17;-36.78
2025-05-08 13:23:16;-12.78
2025-05-08 13:23:15;-22.28
2025-05-08 13:23:14;-57.03
2025-05-08 13:23:13;-49.78
2025-05-08 13:23:12;-82.78
2025-05-08 13:23:11;-37.03
2025-05-08 13:23:10;-8.53
2025-05-08 13:23:09;-43.03
2025-05-08 13:23:08;-95.03
2025-05-08 13:23:07;-24.03
2025-05-08 13:23:06;-21.78
2025-05-08 13:23:05;-69.78
2025-05-08 13:23:04;-64.78
2025-05-08 13:23:03;-83.78
2025-05-08 13:23:02;-26.78
2025-05-08 13:23:01;-5.53
2025-05-08 13:23:00;-62.53
2025-05-08 13:22:59;-83.78
2025-05-08 13:22:58;-81.53
2025-05-08 13:22:57;-10.53
2025-05-08 13:22:56;-67.53
2025-05-08 13:22:55;-84.28
2025-05-08 13:22:54;-43.53
2025-05-08 13:22:53;-45.78
2025-05-08 13:22:52;-29.03
2025-05-08 13:22:51;-59.78
2025-05-08 13:22:50;-7.78
2025-05-08 13:22:49;-26.78
2025-05-08 13:22:48;-95.53
2025-05-08 13:22:47;-53.03
2025-05-08 13:22:46;-86.03
2025-05-08 13:22:45;-62.03
2025-05-08 13:22:44;-48.03
2025-05-08 13:22:43;-83.78
2025-05-08 13:22:42;-84.53
2025-05-08 13:22:41;-92.78
2025-05-08 13:22:40;-8.53
2025-05-08 13:22:39;-77.78
2025-05-08 13:22:38;-66.53
2025-05-08 13:22:37;-48.03
2025-05-08 13:22:36;-7.78
2025-05-08 13:22:35;-66.53
2025-05-08 13:22:34;-11.78
2025-05-08 13:22:33;-50.28
2025-05-08 13:22:32;-86.03
2025-05-08 13:22:31;-25.78
2025-05-08 13:22:30;-16.78
2025-05-08 13:22:29;-19.03
2025-05-08 13:22:28;-76.03
2025-05-08 13:22:27;-87.78
2025-05-08 13:22:26;-11.78
2025-05-08 13:22:25;-2.28
2025-05-08 13:22:24;-71.03
2025-05-08 13:22:23;-73.78
2025-05-08 13:22:22;-18.53
2025-05-08 13:22:21;-18.03
2025-05-08 13:22:20;-32.03
2025-05-08 13:22:19;-61.53
2025-05-08 13:22:18;-15.28
2025-05-08 13:22:17;-10.78
2025-05-08 13:22:16;-10.78
2025-05-08 13:22:15;-53.78
2025-05-08 13:22:14;-44.28
2025-05-08 13:22:13;-52.03
2025-05-08 13:22:12;-21.78
2025-05-08 13:22:11;-67.28
2025-05-08 13:22:10;-34.28
2025-05-08 13:22:09;-89.03
2025-05-08 13:22:08;-16.28
2025-05-08 13:22:07;-62.78
2025-05-08 13:22:06;-9.53
2025-05-08 13:22:05;-30.78
2025-05-08 13:22:04;-0.03
2025-05-08 13:22:03;-14.03
2025-05-08 13:22:02;-16.28
2025-05-08 13:22:01;-66.53
2025-05-08 13:22:00;-76.03
2025-05-08 13:21:59;-16.28
2025-05-08 13:21:58;-95.03
2025-05-08 13:21:57;-47.03
2025-05-08 13:21:56;-71.03
2025-05-08 13:21:55;-58.78
2025-05-08 13:21:54;-58.78
2025-05-08 13:21:53;-82.78
2025-05-08 13:21:52;-4.53
2025-05-08 13:21:51;-16.28
2025-05-08 13:21:50;-4.03
2025-05-08 13:21:49;-99.53
2025-05-08 13:21:48;-85.53
2025-05-08 13:21:47;-90.03
2025-05-08 13:21:46;-4.53
2025-05-08 13:21:45;-30.28
2025-05-08 13:21:44;-4.03
2025-05-08 13:21:43;-39.78
2025-05-08 13:21:42;-95.03
2025-05-08 13:21:41;-25.28
2025-05-08 13:21:40;-73.28
2025-05-08 13:21:39;-43.28
2025-05-08 13:21:38;-81.28
2025-05-08 13:21:37;-2.53
2025-05-08 13:21:36;-33.78
2025-05-08 13:21:35;-61.78
2025-05-08 13:21:34;-30.28
2025-05-08 13:21:33;-15.78
2025-05-08 13:21:32;-56.53
2025-05-08 13:21:31;-58.28
2025-05-08 13:21:30;-22.53
2025-05-08 13:21:29;-9.78
2025-05-08 13:21:28;-76.78
2025-05-08 13:21:27;-95.28
2025-05-08 13:21:26;-24.28
2025-05-08 13:21:25;-88.53
2025-05-08 13:21:24;-88.03
2025-05-08 13:21:23;-57.28
2025-05-08 13:21:22;-71.78
2025-05-08 13:21:21;-27.53
2025-05-08 13:21:20;-39.28
2025-05-08 13:21:19;-60.53
2025-05-08 13:21:18;-81.78
2025-05-08 13:21:17;-93.53
2025-05-08 13:21:16;-12.53
2025-05-08 13:21:15;-94.03
2025-05-08 13:21:14;-95.78
2025-05-08 13:21:13;-88.53
2025-05-08 13:21:12;-0.78
2025-05-08 13:21:11;-10.28
2025-05-08 13:21:10;-52.78
2025-05-08 13:21:09;-48.78
2025-05-08 13:21:08;-33.78
2025-05-08 13:21:07;-59.53
2025-05-08 13:21:06;-4.28
2025-05-08 13:21:05;-24.28
2025-05-08 13:21:04;-71.28
2025-05-08 13:21:03;-12.53
2025-05-08 13:21:02;-76.78
2025-05-08 13:21:01;-14.78
2025-05-08 13:21:00;-89.03
2025-05-08 13:20:59;-55.53
2025-05-08 13:20:58;-65.03
2025-05-08 13:20:57;-52.78
2025-05-08 13:20:56;-17.03
2025-05-08 13:20:55;-47.78
2025-05-08 13:20:54;-52.78
2025-05-08 13:20:53;-38.28
2025-05-08 13:20:52;-86.28
2025-05-08 13:20:51;-84.03
2025-05-08 13:20:50;-81.28
2025-05-08 13:20:49;-38.28
2025-05-08 13:20:48;-74.03
2025-05-08 13:20:47;-38.78
2025-05-08 13:20:46;-66.78
2025-05-08 13:20:45;-57.28
2025-05-08 13:20:44;-85.78
2025-05-08 13:20:43;-12.03
2025-05-08 13:20:42;-80.78
2025-05-08 13:20:41;-62.28
2025-05-08 13:20:40;-0.28
2025-05-08 13:20:39;-33.78
2025-05-08 13:20:38;-71.78
2025-05-08 13:20:37;-67.53
2025-05-08 13:20:36;-61.53
2025-05-08 13:20:35;-50.28
2025-05-08 13:20:34;-70.53
2025-05-08 13:20:33;-33.03
2025-05-08 13:20:32;-58.78
2025-05-08 13:20:31;-10.03
2025-05-08 13:20:30;-18.78
2025-05-08 13:20:29;-49.53
2025-05-08 13:20:28;-54.53
2025-05-08 13:20:27;-75.78
2025-05-08 13:20:26;-33.78
2025-05-08 13:20:25;-92.53
2025-05-08 13:20:24;-16.53
2025-05-08 13:20:23;-66.28
2025-05-08 13:20:22;-61.78
2025-05-08 13:20:21;-40.03
2025-05-08 13:20:20;-76.28
2025-05-08 13:20:19;-25.53
2025-05-08 13:20:18;-16.53
2025-05-08 13:20:17;-33.28
2025-05-08 13:20:16;-56.78
2025-05-08 13:20:15;-78.03
2025-05-08 13:20:14;-46.78
2025-05-08 13:20:13;-16.03
2025-05-08 13:20:12;-88.03
2025-05-08 13:20:11;-75.78
2025-05-08 13:20:10;-77.53
2025-05-08 13:20:09;-32.78
2025-05-08 13:20:08;-23.28
2025-05-08 13:20:07;-76.28
2025-05-08 13:20:06;-70.78
2025-05-08 13:20:05;-73.53
2025-05-08 13:20:04;-39.03
2025-05-08 13:20:03;-95.53
2025-05-08 13:20:02;-96.03
2025-05-08 13:20:01;-64.78
2025-05-08 13:20:00;-94.78
2025-05-08 13:19:59;-27.78
2025-05-08 13:19:58;-61.28
2025-05-08 13:19:57;-6.53
2025-05-08 13:19:56;-75.28
2025-05-08 13:19:55;-6.53
2025-05-08 13:19:54;-13.78
2025-05-08 13:19:53;-61.28
2025-05-08 13:19:52;-77.53
2025-05-08 13:19:51;-37.28
2025-05-08 13:19:50;-82.53
2025-05-08 13:19:49;-27.78
2025-05-08 13:19:48;-25.03
2025-05-08 13:19:47;-25.53
2025-05-08 13:19:46;-55.78
2025-05-08 13:19:45;-39.03
2025-05-08 13:19:44;-24.53
2025-05-08 13:19:43;-62.03
2025-05-08 13:19:42;-21.78
2025-05-08 13:19:41;-62.53
2025-05-08 13:19:40;-93.28
2025-05-08 13:19:39;-43.53
2025-05-08 13:19:38;-12.78
2025-05-08 13:19:37;-46.28
2025-05-08 13:19:36;-48.53
2025-05-08 13:19:35;-37.28
2025-05-08 13:19:34;-70.78
2025-05-08 13:19:33;-66.53
2025-05-08 13:19:32;-69.28
2025-05-08 13:19:31;-52.03
2025-05-08 13:19:30;-31.78
2025-05-08 13:19:29;-58.78
2025-05-08 13:19:28;-10.53
2025-05-08 13:19:27;-39.53
2025-05-08 13:19:26;-88.28
2025-05-08 13:19:25;-48.53
2025-05-08 13:19:24;-48.53
2025-05-08 13:19:23;-22.28
2025-05-08 13:19:22;-26.78
2025-05-08 13:19:21;-58.03
2025-05-08 13:19:20;-39.03
2025-05-08 13:19:19;-67.53
2025-05-08 13:19:18;-74.28
2025-05-08 13:19:17;-17.78
2025-05-08 13:19:16;-98.78
2025-05-08 13:19:15;-31.78
2025-05-08 13:19:14;-69.78
2025-05-08 13:19:13;-74.78
2025-05-08 13:19:12;-86.53
2025-05-08 13:19:11;-86.53
2025-05-08 13:19:10;-15.03
2025-05-08 13:19:09;-67.53
2025-05-08 13:19:08;-83.78
2025-05-08 13:19:07;-98.28
2025-05-08 13:19:06;-48.03
2025-05-08 13:19:05;-43.53
2025-05-08 13:19:04;-34.53
2025-05-08 13:19:03;-1.03
2025-05-08 13:19:02;-96.03
2025-05-08 13:19:01;-20.28
2025-05-08 13:19:00;-58.78
2025-05-08 13:18:59;-87.28
2025-05-08 13:18:58;-77.78
2025-05-08 13:18:57;-21.78
2025-05-08 13:18:56;-5.03
2025-05-08 13:18:55;-98.28
2025-05-08 13:18:54;-35.28
2025-05-08 13:18:53;-70.53
2025-05-08 13:18:52;-42.03
2025-05-08 13:18:51;-30.28
2025-05-08 13:18:50;-25.78
2025-05-08 13:18:49;-80.53
2025-05-08 13:18:48;-47.53
2025-05-08 13:18:47;-18.53
2025-05-08 13:18:46;-21.78
2025-05-08 13:18:45;-62.03
2025-05-08 13:18:44;-67.03
2025-05-08 13:18:43;-69.28
2025-05-08 13:18:42;-33.53
2025-05-08 13:18:41;-26.28
2025-05-08 13:18:40;-95.03
2025-05-08 13:18:39;-50.28
2025-05-08 13:18:38;-85.53
2025-05-08 13:18:37;-43.03
2025-05-08 13:18:36;-55.28
2025-05-08 13:18:35;-90.53
2025-05-08 13:18:34;-2.78
2025-05-08 13:18:33;-14.53
2025-05-08 13:18:32;-16.78
2025-05-08 13:18:31;-11.78
2025-05-08 13:18:30;-3.03
2025-05-08 13:18:29;-44.28
2025-05-08 13:18:28;-27.03
2025-05-08 13:18:27;-60.53
2025-05-08 13:18:26;-89.53
2025-05-08 13:18:25;-82.78
2025-05-08 13:18:24;-71.03
2025-05-08 13:18:23;-85.53
2025-05-08 13:18:22;-62.03
2025-05-08 13:18:21;-37.53
2025-05-08 13:18:20;-78.28
2025-05-08 13:18:19;-30.78
2025-05-08 13:18:18;-35.28
2025-05-08 13:18:17;-47.53
2025-05-08 13:18:16;-30.78
2025-05-08 13:18:15;-47.53
2025-05-08 13:18:14;-71.03
2025-05-08 13:18:13;-4.53
2025-05-08 13:18:12;-96.78
2025-05-08 13:18:11;-56.53
2025-05-08 13:18:10;-17.53
2025-05-08 13:18:09;-80.03
2025-05-08 13:18:08;-61.03
2025-05-08 13:18:07;-57.03
2025-05-08 13:18:06;-27.53
2025-05-08 13:18:05;-39.78
2025-05-08 13:18:04;-4.53
2025-05-08 13:18:03;-61.53
2025-05-08 13:18:02;-80.03
2025-05-08 13:18:01;-53.28
2025-05-08 13:18:00;-75.03
2025-05-08 13:17:59;-39.28
2025-05-08 13:17:58;-93.03
2025-05-08 13:17:57;-33.28
2025-05-08 13:17:56;-11.03
2025-05-08 13:17:55;-57.78
2025-05-08 13:17:54;-86.78
2025-05-08 13:17:53;-18.53
2025-05-08 13:17:52;-11.28
2025-05-08 13:17:51;-3.53
2025-05-08 13:17:50;-89.03
2025-05-08 13:17:49;-18.03
2025-05-08 13:17:48;-44.28
2025-05-08 13:17:47;-51.53
2025-05-08 13:17:46;-22.53
2025-05-08 13:17:45;-48.78
2025-05-08 13:17:44;-27.78
2025-05-08 13:17:43;-3.53
2025-05-08 13:17:42;-3.53
2025-05-08 13:17:41;-65.53
2025-05-08 13:17:40;-16.28
2025-05-08 13:17:39;-74.53
2025-05-08 13:17:38;-25.28
2025-05-08 13:17:37;-53.78
2025-05-08 13:17:36;-42.03
2025-05-08 13:17:35;-39.28
2025-05-08 13:17:34;-48.28
2025-05-08 13:17:33;-15.78
2025-05-08 13:17:32;-44.78
2025-05-08 13:17:31;-48.78
2025-05-08 13:17:30;-29.28
2025-05-08 13:17:29;-27.03
2025-05-08 13:17:28;-15.78
2025-05-08 13:17:27;-45.03
2025-05-08 13:17:26;-37.78
2025-05-08 13:17:25;-95.78
2025-05-08 13:17:24;-28.28
2025-05-08 13:17:23;-16.03
2025-05-08 13:17:22;-34.28
2025-05-08 13:17:21;-62.78
2025-05-08 13:17:20;-27.03
2025-05-08 13:17:19;-86.28
2025-05-08 13:17:18;-10.28
2025-05-08 13:17:17;-65.03
2025-05-08 13:17:16;-46.03
2025-05-08 13:17:15;-81.78
2025-05-08 13:17:14;-41.53
2025-05-08 13:17:13;-2.53
2025-05-08 13:17:12;-3.03
2025-05-08 13:17:11;-56.03
2025-05-08 13:17:10;-64.03
2025-05-08 13:17:09;-95.28
2025-05-08 13:17:08;-74.03
2025-05-08 13:17:07;-52.28
2025-05-08 13:17:06;-66.28
2025-05-08 13:17:05;-78.03
2025-05-08 13:17:04;-73.53
2025-05-08 13:17:03;-42.28
2025-05-08 13:17:02;-62.28
2025-05-08 13:17:01;-86.28
2025-05-08 13:17:00;-90.78
2025-05-08 13:16:59;-95.78
2025-05-08 13:16:58;-48.28
2025-05-08 13:16:57;-72.28
2025-05-08 13:16:56;-95.78
2025-05-08 13:16:55;-34.53
2025-05-08 13:16:54;-7.03
2025-05-08 13:16:53;-51.28
2025-05-08 13:16:52;-18.78
2025-05-08 13:16:51;-44.53
2025-05-08 13:16:50;-62.28
2025-05-08 13:16:49;-4.78
2025-05-08 13:16:48;-47.78
2025-05-08 13:16:47;-0.28
2025-05-08 13:16:46;-60.03
2025-05-08 13:16:45;-36.03
2025-05-08 13:16:44;-90.78
2025-05-08 13:16:43;-12.03
2025-05-08 13:16:42;-26.53
2025-05-08 13:16:41;-52.78
2025-05-08 13:16:40;-76.28
2025-05-08 13:16:39;-52.28
2025-05-08 13:16:38;-69.03
2025-05-08 13:16:37;-78.53
2025-05-08 13:16:36;-50.53
2025-05-08 13:16:35;-90.78
2025-05-08 13:16:34;-97.53
2025-05-08 13:16:33;-47.78
2025-05-08 13:16:32;-79.03
2025-05-08 13:16:31;-36.03
2025-05-08 13:16:30;-26.53
2025-05-08 13:16:29;-94.78
2025-05-08 13:16:28;-66.28
2025-05-08 13:16:27;-81.28
2025-05-08 13:16:26;-21.03
2025-05-08 13:16:25;-97.53
2025-05-08 13:16:24;-40.78
2025-05-08 13:16:23;-87.03
2025-05-08 13:16:22;-64.78
2025-05-08 13:16:21;-84.78
2025-05-08 13:16:20;-93.78
2025-05-08 13:16:19;-2.03
2025-05-08 13:16:18;-17.78
2025-05-08 13:16:17;-89.28
2025-05-08 13:16:16;-63.03
2025-05-08 13:16:15;-36.78
2025-05-08 13:16:14;-65.28
2025-05-08 13:16:13;-6.03
2025-05-08 13:16:12;-75.28
2025-05-08 13:16:11;-41.78
2025-05-08 13:16:10;-85.28
2025-05-08 13:16:09;-68.53
2025-05-08 13:16:08;-63.53
2025-05-08 13:16:07;-40.03
2025-05-08 13:16:06;-37.28
2025-05-08 13:16:05;-83.03
2025-05-08 13:16:04;-54.53
2025-05-08 13:16:03;-64.03
2025-05-08 13:16:02;-94.28
2025-05-08 13:16:01;-70.78
2025-05-08 13:16:00;-8.78
2025-05-08 13:15:59;-78.03
2025-05-08 13:15:58;-8.78
2025-05-08 13:15:57;-16.03
2025-05-08 13:15:56;-36.78
2025-05-08 13:15:55;-35.03
2025-05-08 13:15:54;-44.53
2025-05-08 13:15:53;-99.28
2025-05-08 13:15:52;-64.28
2025-05-08 13:15:51;-57.03
2025-05-08 13:15:50;-33.53
2025-05-08 13:15:49;-26.78
2025-05-08 13:15:48;-55.28
2025-05-08 13:15:47;-51.28
2025-05-08 13:15:46;-82.53
2025-05-08 13:15:45;-91.53
2025-05-08 13:15:44;-63.03
2025-05-08 13:15:43;-91.53
2025-05-08 13:15:42;-41.78
2025-05-08 13:15:41;-72.53
2025-05-08 13:15:40;-58.53
2025-05-08 13:15:39;-8.78
2025-05-08 13:15:38;-22.78
2025-05-08 13:15:37;-8.28
2025-05-08 13:15:36;-60.28
2025-05-08 13:15:35;-84.78
2025-05-08 13:15:34;-87.03
2025-05-08 13:15:33;-32.28
2025-05-08 13:15:32;-39.03
2025-05-08 13:15:31;-41.78
2025-05-08 13:15:30;-96.03
2025-05-08 13:15:29;-84.28
2025-05-08 13:15:28;-92.03
2025-05-08 13:15:27;-15.53
2025-05-08 13:15:26;-97.78
2025-05-08 13:15:25;-76.53
2025-05-08 13:15:24;-48.03
2025-05-08 13:15:23;-9.53
2025-05-08 13:15:22;-55.28
2025-05-08 13:15:21;-89.53
2025-05-08 13:15:20;-89.53
2025-05-08 13:15:19;-86.78
2025-05-08 13:15:18;-73.28
2025-05-08 13:15:17;-9.03
2025-05-08 13:15:16;-72.03
2025-05-08 13:15:15;-14.53
2025-05-08 13:15:14;-64.78
2025-05-08 13:15:13;-27.28
2025-05-08 13:15:12;-1.03
2025-05-08 13:15:11;-43.03
2025-05-08 13:15:10;-46.28
2025-05-08 13:15:09;-19.53
2025-05-08 13:15:08;-98.78
2025-05-08 13:15:07;-67.53
2025-05-08 13:15:06;-59.78
2025-05-08 13:15:05;-31.78
2025-05-08 13:15:04;-15.03
2025-05-08 13:15:03;-19.53
2025-05-08 13:15:02;-62.03
2025-05-08 13:15:01;-86.53
2025-05-08 13:15:00;-34.03
2025-05-08 13:14:59;-50.78
2025-05-08 13:14:58;-96.03
2025-05-08 13:14:57;-91.03
2025-05-08 13:14:56;-42.53
2025-05-08 13:14:55;-31.28
2025-05-08 13:14:54;-50.78
2025-05-08 13:14:53;-55.28
2025-05-08 13:14:52;-48.03
2025-05-08 13:14:51;-91.03
2025-05-08 13:14:50;-15.03
2025-05-08 13:14:49;-27.53
2025-05-08 13:14:48;-63.78
2025-05-08 13:14:47;-37.53
2025-05-08 13:14:46;-70.03
2025-05-08 13:14:45;-39.78
2025-05-08 13:14:44;-48.03
2025-05-08 13:14:43;-92.78
2025-05-08 13:14:42;-69.28
2025-05-08 13:14:41;-64.78
