Fecha y Hora;CV-3042 - Válvula control presión S-304
2025-05-08 13:26:33;-52.08
2025-05-08 13:26:32;-7.33
2025-05-08 13:26:31;-76.58
2025-05-08 13:26:30;-54.83
2025-05-08 13:26:29;-73.83
2025-05-08 13:26:28;-38.08
2025-05-08 13:26:27;-73.83
2025-05-08 13:26:26;-7.33
2025-05-08 13:26:25;-86.08
2025-05-08 13:26:24;-2.83
2025-05-08 13:26:23;-95.08
2025-05-08 13:26:22;-91.33
2025-05-08 13:26:21;-46.08
2025-05-08 13:26:20;-41.58
2025-05-08 13:26:19;-56.58
2025-05-08 13:26:18;-6.83
2025-05-08 13:26:17;-28.58
2025-05-08 13:26:16;-95.08
2025-05-08 13:26:15;-14.08
2025-05-08 13:26:14;-87.83
2025-05-08 13:26:13;-19.08
2025-05-08 13:26:12;-25.83
2025-05-08 13:26:11;-47.58
2025-05-08 13:26:10;-16.33
2025-05-08 13:26:09;-90.08
2025-05-08 13:26:08;-4.08
2025-05-08 13:26:07;-35.33
2025-05-08 13:26:06;-21.33
2025-05-08 13:26:05;-49.83
2025-05-08 13:26:04;-39.83
2025-05-08 13:26:03;-54.33
2025-05-08 13:26:02;-68.83
2025-05-08 13:26:01;-6.83
2025-05-08 13:26:00;-30.83
2025-05-08 13:25:59;-76.08
2025-05-08 13:25:58;-28.08
2025-05-08 13:25:57;-37.58
2025-05-08 13:25:56;-80.58
2025-05-08 13:25:55;-1.83
2025-05-08 13:25:54;-11.33
2025-05-08 13:25:53;-73.33
2025-05-08 13:25:52;-54.33
2025-05-08 13:25:51;-69.58
2025-05-08 13:25:50;-5.83
2025-05-08 13:25:49;-52.83
2025-05-08 13:25:48;-62.33
2025-05-08 13:25:47;-65.08
2025-05-08 13:25:46;-86.83
2025-05-08 13:25:45;-84.08
2025-05-08 13:25:44;-44.33
2025-05-08 13:25:43;-70.08
2025-05-08 13:25:42;-58.33
2025-05-08 13:25:41;-89.58
2025-05-08 13:25:40;-70.58
2025-05-08 13:25:39;-90.08
2025-05-08 13:25:38;-77.33
2025-05-08 13:25:37;-22.58
2025-05-08 13:25:36;-63.33
2025-05-08 13:25:35;-82.33
2025-05-08 13:25:34;-61.08
2025-05-08 13:25:33;-53.83
2025-05-08 13:25:32;-25.33
2025-05-08 13:25:31;-46.58
2025-05-08 13:25:30;-1.33
2025-05-08 13:25:29;-41.58
2025-05-08 13:25:28;-15.83
2025-05-08 13:25:27;-8.58
2025-05-08 13:25:26;-67.83
2025-05-08 13:25:25;-91.83
2025-05-08 13:25:24;-81.83
2025-05-08 13:25:23;-22.58
2025-05-08 13:25:22;-53.33
2025-05-08 13:25:21;-51.08
2025-05-08 13:25:20;-89.08
2025-05-08 13:25:19;-47.33
2025-05-08 13:25:18;-23.83
2025-05-08 13:25:17;-85.83
2025-05-08 13:25:16;-24.83
2025-05-08 13:25:15;-8.08
2025-05-08 13:25:14;-55.58
2025-05-08 13:25:13;-70.08
2025-05-08 13:25:12;-1.33
2025-05-08 13:25:11;-62.83
2025-05-08 13:25:10;-8.08
2025-05-08 13:25:09;-27.08
2025-05-08 13:25:08;-5.83
2025-05-08 13:25:07;-74.58
2025-05-08 13:25:06;-69.58
2025-05-08 13:25:05;-50.58
2025-05-08 13:25:04;-84.08
2025-05-08 13:25:03;-57.83
2025-05-08 13:25:02;-65.08
2025-05-08 13:25:01;-8.08
2025-05-08 13:25:00;-22.08
2025-05-08 13:24:59;-12.58
2025-05-08 13:24:58;-84.08
2025-05-08 13:24:57;-50.58
2025-05-08 13:24:56;-79.58
2025-05-08 13:24:55;-89.08
2025-05-08 13:24:54;-37.83
2025-05-08 13:24:53;-61.83
2025-05-08 13:24:52;-71.33
2025-05-08 13:24:51;-12.08
2025-05-08 13:24:50;-32.83
2025-05-08 13:24:49;-36.08
2025-05-08 13:24:48;-64.58
2025-05-08 13:24:47;-96.58
2025-05-08 13:24:46;-49.58
2025-05-08 13:24:45;-60.83
2025-05-08 13:24:44;-83.58
2025-05-08 13:24:43;-86.33
2025-05-08 13:24:42;-50.08
2025-05-08 13:24:41;-14.83
2025-05-08 13:24:40;-29.33
2025-05-08 13:24:39;-52.83
2025-05-08 13:24:38;-69.08
2025-05-08 13:24:37;-26.58
2025-05-08 13:24:36;-19.83
2025-05-08 13:24:35;-79.08
2025-05-08 13:24:34;-36.08
2025-05-08 13:24:33;-0.33
2025-05-08 13:24:32;-93.08
2025-05-08 13:24:31;-9.83
2025-05-08 13:24:30;-83.58
2025-05-08 13:24:29;-55.08
2025-05-08 13:24:28;-71.83
2025-05-08 13:24:27;-7.08
2025-05-08 13:24:26;-19.33
2025-05-08 13:24:25;-90.33
2025-05-08 13:24:24;-85.83
2025-05-08 13:24:23;-9.33
2025-05-08 13:24:22;-61.83
2025-05-08 13:24:21;-14.33
2025-05-08 13:24:20;-42.33
2025-05-08 13:24:19;-23.83
2025-05-08 13:24:18;-37.83
2025-05-08 13:24:17;-52.33
2025-05-08 13:24:16;-12.33
2025-05-08 13:24:15;-15.08
2025-05-08 13:24:14;-58.08
2025-05-08 13:24:13;-80.83
2025-05-08 13:24:12;-28.33
2025-05-08 13:24:11;-64.08
2025-05-08 13:24:10;-45.08
2025-05-08 13:24:09;-54.58
2025-05-08 13:24:08;-45.08
2025-05-08 13:24:07;-73.58
2025-05-08 13:24:06;-54.58
2025-05-08 13:24:05;-18.83
2025-05-08 13:24:04;-66.33
2025-05-08 13:24:03;-49.08
2025-05-08 13:24:02;-70.33
2025-05-08 13:24:01;-72.58
2025-05-08 13:24:00;-96.08
2025-05-08 13:23:59;-96.58
2025-05-08 13:23:58;-18.33
2025-05-08 13:23:57;-7.08
2025-05-08 13:23:56;-13.83
2025-05-08 13:23:55;-80.83
2025-05-08 13:23:54;-2.08
2025-05-08 13:23:53;-16.08
2025-05-08 13:23:52;-90.58
2025-05-08 13:23:51;-97.08
2025-05-08 13:23:50;-30.58
2025-05-08 13:23:49;-37.33
2025-05-08 13:23:48;-6.58
2025-05-08 13:23:47;-89.83
2025-05-08 13:23:46;-87.58
2025-05-08 13:23:45;-99.33
2025-05-08 13:23:44;-64.33
2025-05-08 13:23:43;-25.08
2025-05-08 13:23:42;-64.33
2025-05-08 13:23:41;-1.58
2025-05-08 13:23:40;-13.33
2025-05-08 13:23:39;-35.08
2025-05-08 13:23:38;-61.33
2025-05-08 13:23:37;-73.08
2025-05-08 13:23:36;-68.08
2025-05-08 13:23:35;-22.83
2025-05-08 13:23:34;-84.83
2025-05-08 13:23:33;-77.58
2025-05-08 13:23:32;-97.08
2025-05-08 13:23:31;-98.83
2025-05-08 13:23:30;-16.08
2025-05-08 13:23:29;-22.83
2025-05-08 13:23:28;-54.08
2025-05-08 13:23:27;-8.83
2025-05-08 13:23:26;-65.33
2025-05-08 13:23:25;-89.33
2025-05-08 13:23:24;-82.58
2025-05-08 13:23:23;-79.83
2025-05-08 13:23:22;-3.83
2025-05-08 13:23:21;-15.58
2025-05-08 13:23:20;-54.08
2025-05-08 13:23:19;-34.58
2025-05-08 13:23:18;-65.33
2025-05-08 13:23:17;-1.08
2025-05-08 13:23:16;-34.58
2025-05-08 13:23:15;-39.08
2025-05-08 13:23:14;-48.58
2025-05-08 13:23:13;-38.08
2025-05-08 13:23:12;-43.08
2025-05-08 13:23:11;-30.83
2025-05-08 13:23:10;-72.33
2025-05-08 13:23:09;-95.58
2025-05-08 13:23:08;-90.58
2025-05-08 13:23:07;-43.08
2025-05-08 13:23:06;-79.33
2025-05-08 13:23:05;-36.33
2025-05-08 13:23:04;-88.83
2025-05-08 13:23:03;-10.08
2025-05-08 13:23:02;-48.58
2025-05-08 13:23:01;-69.83
2025-05-08 13:23:00;-74.33
2025-05-08 13:22:59;-79.33
2025-05-08 13:22:58;-62.58
2025-05-08 13:22:57;-41.33
2025-05-08 13:22:56;-10.08
2025-05-08 13:22:55;-67.58
2025-05-08 13:22:54;-17.33
2025-05-08 13:22:53;-95.58
2025-05-08 13:22:52;-64.83
2025-05-08 13:22:51;-0.58
2025-05-08 13:22:50;-12.33
2025-05-08 13:22:49;-41.33
2025-05-08 13:22:48;-86.58
2025-05-08 13:22:47;-83.83
2025-05-08 13:22:46;-93.33
2025-05-08 13:22:45;-45.33
2025-05-08 13:22:44;-29.08
2025-05-08 13:22:43;-72.08
2025-05-08 13:22:42;-69.83
2025-05-08 13:22:41;-61.08
2025-05-08 13:22:40;-80.58
2025-05-08 13:22:39;-39.33
2025-05-08 13:22:38;-38.58
2025-05-08 13:22:37;-19.08
2025-05-08 13:22:36;-78.83
2025-05-08 13:22:35;-88.33
2025-05-08 13:22:34;-24.08
2025-05-08 13:22:33;-78.83
2025-05-08 13:22:32;-88.83
2025-05-08 13:22:31;-35.83
2025-05-08 13:22:30;-23.08
2025-05-08 13:22:29;-86.08
2025-05-08 13:22:28;-52.58
2025-05-08 13:22:27;-35.83
2025-05-08 13:22:26;-54.83
2025-05-08 13:22:25;-73.83
2025-05-08 13:22:24;-69.33
2025-05-08 13:22:23;-81.08
2025-05-08 13:22:22;-40.33
2025-05-08 13:22:21;-7.33
2025-05-08 13:22:20;-57.58
2025-05-08 13:22:19;-58.83
2025-05-08 13:22:18;-56.58
2025-05-08 13:22:17;-77.83
2025-05-08 13:22:16;-42.08
2025-05-08 13:22:15;-96.33
2025-05-08 13:22:14;-16.33
2025-05-08 13:22:13;-64.33
2025-05-08 13:22:12;-94.58
2025-05-08 13:22:11;-42.58
2025-05-08 13:22:10;-90.58
2025-05-08 13:22:09;-62.83
2025-05-08 13:22:08;-41.08
2025-05-08 13:22:07;-82.33
2025-05-08 13:22:06;-37.58
2025-05-08 13:22:05;-6.83
2025-05-08 13:22:04;-2.33
2025-05-08 13:22:03;-14.08
2025-05-08 13:22:02;-21.33
2025-05-08 13:22:01;-4.08
2025-05-08 13:22:00;-92.33
2025-05-08 13:21:59;-92.33
2025-05-08 13:21:58;-18.58
2025-05-08 13:21:57;-61.58
2025-05-08 13:21:56;-59.33
2025-05-08 13:21:55;-33.08
2025-05-08 13:21:54;-92.33
2025-05-08 13:21:53;-1.83
2025-05-08 13:21:52;-4.58
2025-05-08 13:21:51;-94.58
2025-05-08 13:21:50;-47.08
2025-05-08 13:21:49;-75.58
2025-05-08 13:21:48;-80.08
2025-05-08 13:21:47;-20.83
2025-05-08 13:21:46;-73.33
2025-05-08 13:21:45;-9.08
2025-05-08 13:21:44;-63.83
2025-05-08 13:21:43;-13.58
2025-05-08 13:21:42;-30.33
2025-05-08 13:21:41;-37.58
2025-05-08 13:21:40;-71.08
2025-05-08 13:21:39;-20.33
2025-05-08 13:21:38;-41.08
2025-05-08 13:21:37;-83.58
2025-05-08 13:21:36;-90.83
2025-05-08 13:21:35;-58.83
2025-05-08 13:21:34;-43.83
2025-05-08 13:21:33;-70.08
2025-05-08 13:21:32;-75.08
2025-05-08 13:21:31;-11.33
2025-05-08 13:21:30;-20.33
2025-05-08 13:21:29;-86.83
2025-05-08 13:21:28;-67.83
2025-05-08 13:21:27;-0.33
2025-05-08 13:21:26;-97.58
2025-05-08 13:21:25;-0.33
2025-05-08 13:21:24;-0.33
2025-05-08 13:21:23;-43.33
2025-05-08 13:21:22;-56.08
2025-05-08 13:21:21;-13.08
2025-05-08 13:21:20;-23.08
2025-05-08 13:21:19;-29.83
2025-05-08 13:21:18;-70.08
2025-05-08 13:21:17;-53.33
2025-05-08 13:21:16;-96.33
2025-05-08 13:21:15;-57.83
2025-05-08 13:21:14;-81.83
2025-05-08 13:21:13;-94.08
2025-05-08 13:21:12;-3.08
2025-05-08 13:21:11;-29.33
2025-05-08 13:21:10;-8.08
2025-05-08 13:21:09;-60.58
2025-05-08 13:21:08;-50.58
2025-05-08 13:21:07;-74.58
2025-05-08 13:21:06;-71.33
2025-05-08 13:21:05;-94.83
2025-05-08 13:21:04;-32.83
2025-05-08 13:21:03;-89.08
2025-05-08 13:21:02;-62.33
2025-05-08 13:21:01;-33.83
2025-05-08 13:21:00;-74.58
2025-05-08 13:20:59;-34.33
2025-05-08 13:20:58;-10.33
2025-05-08 13:20:57;-31.58
2025-05-08 13:20:56;-3.08
2025-05-08 13:20:55;-90.83
2025-05-08 13:20:54;-60.08
2025-05-08 13:20:53;-52.83
2025-05-08 13:20:52;-74.08
2025-05-08 13:20:51;-48.33
2025-05-08 13:20:50;-10.33
2025-05-08 13:20:49;-43.33
2025-05-08 13:20:48;-24.33
2025-05-08 13:20:47;-43.33
2025-05-08 13:20:46;-45.58
2025-05-08 13:20:45;-9.83
2025-05-08 13:20:44;-85.83
2025-05-08 13:20:43;-50.58
2025-05-08 13:20:42;-0.33
2025-05-08 13:20:41;-0.33
2025-05-08 13:20:40;-79.08
2025-05-08 13:20:39;-38.33
2025-05-08 13:20:38;-88.58
2025-05-08 13:20:37;-17.08
2025-05-08 13:20:36;-81.33
2025-05-08 13:20:35;-28.58
2025-05-08 13:20:34;-71.58
2025-05-08 13:20:33;-44.83
2025-05-08 13:20:32;-15.58
2025-05-08 13:20:31;-3.33
2025-05-08 13:20:30;-97.58
2025-05-08 13:20:29;-92.58
2025-05-08 13:20:28;-64.08
2025-05-08 13:20:27;-7.08
2025-05-08 13:20:26;-4.83
2025-05-08 13:20:25;-50.08
2025-05-08 13:20:24;-33.33
2025-05-08 13:20:23;-35.58
2025-05-08 13:20:22;-83.08
2025-05-08 13:20:21;-69.08
2025-05-08 13:20:20;-0.33
2025-05-08 13:20:19;-66.83
2025-05-08 13:20:18;-66.33
2025-05-08 13:20:17;-21.08
2025-05-08 13:20:16;-71.33
2025-05-08 13:20:15;-35.58
2025-05-08 13:20:14;-56.83
2025-05-08 13:20:13;-61.83
2025-05-08 13:20:12;-50.08
2025-05-08 13:20:11;-83.08
2025-05-08 13:20:10;-85.33
2025-05-08 13:20:09;-45.08
2025-05-08 13:20:08;-56.83
2025-05-08 13:20:07;-30.58
2025-05-08 13:20:06;-90.33
2025-05-08 13:20:05;-42.83
2025-05-08 13:20:04;-66.33
2025-05-08 13:20:03;-29.08
2025-05-08 13:20:02;-6.08
2025-05-08 13:20:01;-35.83
2025-05-08 13:20:00;-70.83
2025-05-08 13:19:59;-51.83
2025-05-08 13:19:58;-85.33
2025-05-08 13:19:57;-70.83
2025-05-08 13:19:56;-37.33
2025-05-08 13:19:55;-16.08
2025-05-08 13:19:54;-44.58
2025-05-08 13:19:53;-44.58
2025-05-08 13:19:52;-18.83
2025-05-08 13:19:51;-16.08
2025-05-08 13:19:50;-68.58
2025-05-08 13:19:49;-60.83
2025-05-08 13:19:48;-41.83
2025-05-08 13:19:47;-99.33
2025-05-08 13:19:46;-1.58
2025-05-08 13:19:45;-73.08
2025-05-08 13:19:44;-39.58
2025-05-08 13:19:43;-43.58
2025-05-08 13:19:42;-86.08
2025-05-08 13:19:41;-79.33
2025-05-08 13:19:40;-93.83
2025-05-08 13:19:39;-5.58
2025-05-08 13:19:38;-92.08
2025-05-08 13:19:37;-44.08
2025-05-08 13:19:36;-39.08
2025-05-08 13:19:35;-44.58
2025-05-08 13:19:34;-77.58
2025-05-08 13:19:33;-6.08
2025-05-08 13:19:32;-83.33
2025-05-08 13:19:31;-24.08
2025-05-08 13:19:30;-97.83
2025-05-08 13:19:29;-77.08
2025-05-08 13:19:28;-89.33
2025-05-08 13:19:27;-31.83
2025-05-08 13:19:26;-50.83
2025-05-08 13:19:25;-3.33
2025-05-08 13:19:24;-15.58
2025-05-08 13:19:23;-65.83
2025-05-08 13:19:22;-6.08
2025-05-08 13:19:21;-86.58
2025-05-08 13:19:20;-77.58
2025-05-08 13:19:19;-8.33
2025-05-08 13:19:18;-53.08
2025-05-08 13:19:17;-17.83
2025-05-08 13:19:16;-22.83
2025-05-08 13:19:15;-41.33
2025-05-08 13:19:14;-7.83
2025-05-08 13:19:13;-74.83
2025-05-08 13:19:12;-93.83
2025-05-08 13:19:11;-31.83
2025-05-08 13:19:10;-20.08
2025-05-08 13:19:09;-36.83
2025-05-08 13:19:08;-19.58
2025-05-08 13:19:07;-48.58
2025-05-08 13:19:06;-5.58
2025-05-08 13:19:05;-10.58
2025-05-08 13:19:04;-82.08
2025-05-08 13:19:03;-55.83
2025-05-08 13:19:02;-14.58
2025-05-08 13:19:01;-58.08
2025-05-08 13:19:00;-46.58
2025-05-08 13:18:59;-78.33
2025-05-08 13:18:58;-34.83
2025-05-08 13:18:57;-24.58
2025-05-08 13:18:56;-91.08
2025-05-08 13:18:55;-34.08
2025-05-08 13:18:54;-69.83
2025-05-08 13:18:53;-21.83
2025-05-08 13:18:52;-55.33
2025-05-08 13:18:51;-97.83
2025-05-08 13:18:50;-76.08
2025-05-08 13:18:49;-54.83
2025-05-08 13:18:48;-81.08
2025-05-08 13:18:47;-87.83
2025-05-08 13:18:46;-16.83
2025-05-08 13:18:45;-12.33
2025-05-08 13:18:44;-31.33
2025-05-08 13:18:43;-2.83
2025-05-08 13:18:42;-73.83
2025-05-08 13:18:41;-86.08
2025-05-08 13:18:40;-97.83
2025-05-08 13:18:39;-69.33
2025-05-08 13:18:38;-69.83
2025-05-08 13:18:37;-73.83
2025-05-08 13:18:36;-33.58
2025-05-08 13:18:35;-83.33
2025-05-08 13:18:34;-83.83
2025-05-08 13:18:33;-78.83
2025-05-08 13:18:32;-9.58
2025-05-08 13:18:31;-33.58
2025-05-08 13:18:30;-59.33
2025-05-08 13:18:29;-86.83
2025-05-08 13:18:28;-60.58
2025-05-08 13:18:27;-36.58
2025-05-08 13:18:26;-73.83
2025-05-08 13:18:25;-81.08
2025-05-08 13:18:24;-6.83
2025-05-08 13:18:23;-86.08
2025-05-08 13:18:22;-49.83
2025-05-08 13:18:21;-99.58
2025-05-08 13:18:20;-81.08
2025-05-08 13:18:19;-88.33
2025-05-08 13:18:18;-38.08
2025-05-08 13:18:17;-57.08
2025-05-08 13:18:16;-78.33
2025-05-08 13:18:15;-73.83
2025-05-08 13:18:14;-35.83
2025-05-08 13:18:13;-44.83
2025-05-08 13:18:12;-44.83
2025-05-08 13:18:11;-25.83
2025-05-08 13:18:10;-35.33
2025-05-08 13:18:09;-52.08
2025-05-08 13:18:08;-35.83
2025-05-08 13:18:07;-23.08
2025-05-08 13:18:06;-16.33
2025-05-08 13:18:05;-78.33
2025-05-08 13:18:04;-37.58
2025-05-08 13:18:03;-90.08
2025-05-08 13:18:02;-1.83
2025-05-08 13:18:01;-42.58
2025-05-08 13:18:00;-73.33
2025-05-08 13:17:59;-79.58
2025-05-08 13:17:58;-79.58
2025-05-08 13:17:57;-11.58
2025-05-08 13:17:56;-2.58
2025-05-08 13:17:55;-14.33
2025-05-08 13:17:54;-70.58
2025-05-08 13:17:53;-37.58
2025-05-08 13:17:52;-85.08
2025-05-08 13:17:51;-47.08
2025-05-08 13:17:50;-68.33
2025-05-08 13:17:49;-34.83
2025-05-08 13:17:48;-51.58
2025-05-08 13:17:47;-94.08
2025-05-08 13:17:46;-37.08
2025-05-08 13:17:45;-13.58
2025-05-08 13:17:44;-25.33
2025-05-08 13:17:43;-89.58
2025-05-08 13:17:42;-23.08
2025-05-08 13:17:41;-44.33
2025-05-08 13:17:40;-39.83
2025-05-08 13:17:39;-32.58
2025-05-08 13:17:38;-84.58
2025-05-08 13:17:37;-42.08
2025-05-08 13:17:36;-47.08
2025-05-08 13:17:35;-46.58
2025-05-08 13:17:34;-25.33
2025-05-08 13:17:33;-84.58
2025-05-08 13:17:32;-96.83
2025-05-08 13:17:31;-91.33
2025-05-08 13:17:30;-84.58
2025-05-08 13:17:29;-67.83
2025-05-08 13:17:28;-8.08
2025-05-08 13:17:27;-44.33
2025-05-08 13:17:26;-29.83
2025-05-08 13:17:25;-50.08
2025-05-08 13:17:24;-35.58
2025-05-08 13:17:23;-74.08
2025-05-08 13:17:22;-43.83
2025-05-08 13:17:21;-98.58
2025-05-08 13:17:20;-60.58
2025-05-08 13:17:19;-48.83
2025-05-08 13:17:18;-65.58
2025-05-08 13:17:17;-79.58
2025-05-08 13:17:16;-93.58
2025-05-08 13:17:15;-79.58
2025-05-08 13:17:14;-46.08
2025-05-08 13:17:13;-5.33
2025-05-08 13:17:12;-46.08
2025-05-08 13:17:11;-51.08
2025-05-08 13:17:10;-46.08
2025-05-08 13:17:09;-46.08
2025-05-08 13:17:08;-61.83
2025-05-08 13:17:07;-47.83
2025-05-08 13:17:06;-33.33
2025-05-08 13:17:05;-9.33
2025-05-08 13:17:04;-50.08
2025-05-08 13:17:03;-67.33
2025-05-08 13:17:02;-46.08
2025-05-08 13:17:01;-95.83
2025-05-08 13:17:00;-50.58
2025-05-08 13:16:59;-31.58
2025-05-08 13:16:58;-36.08
2025-05-08 13:16:57;-57.83
2025-05-08 13:16:56;-3.08
2025-05-08 13:16:55;-67.33
2025-05-08 13:16:54;62.67
2025-05-08 13:16:53;-13.83
2025-05-08 13:16:52;98.42
2025-05-08 13:16:51;-85.83
2025-05-08 13:16:50;-33.83
2025-05-08 13:16:49;-76.33
2025-05-08 13:16:48;-21.58
2025-05-08 13:16:47;-12.58
2025-05-08 13:16:46;-41.08
2025-05-08 13:16:45;-55.08
2025-05-08 13:16:44;-28.83
2025-05-08 13:16:43;-0.33
2025-05-08 13:16:42;-71.83
2025-05-08 13:16:41;-62.33
2025-05-08 13:16:40;-19.33
2025-05-08 13:16:39;-74.08
2025-05-08 13:16:38;-66.83
2025-05-08 13:16:37;-17.08
2025-05-08 13:16:36;-59.58
2025-05-08 13:16:35;-99.83
2025-05-08 13:16:34;-14.83
2025-05-08 13:16:33;-97.58
2025-05-08 13:16:32;-19.33
2025-05-08 13:16:31;-52.83
2025-05-08 13:16:30;-83.58
2025-05-08 13:16:29;-50.58
2025-05-08 13:16:28;-66.83
2025-05-08 13:16:27;-26.58
2025-05-08 13:16:26;-16.58
2025-05-08 13:16:25;-88.08
2025-05-08 13:16:24;-55.08
2025-05-08 13:16:23;-76.33
2025-05-08 13:16:22;26.92
2025-05-08 13:16:21;60.92
2025-05-08 13:16:20;-80.33
2025-05-08 13:16:19;-16.58
2025-05-08 13:16:18;-16.58
2025-05-08 13:16:17;-21.08
2025-05-08 13:16:16;86.67
2025-05-08 13:16:15;3.42
2025-05-08 13:16:14;67.67
2025-05-08 13:16:13;25.17
2025-05-08 13:16:12;60.42
2025-05-08 13:16:11;-80.33
2025-05-08 13:16:10;-92.58
2025-05-08 13:16:09;-99.83
2025-05-08 13:16:08;-83.08
2025-05-08 13:16:07;-11.58
2025-05-08 13:16:06;-30.58
2025-05-08 13:16:05;-45.08
2025-05-08 13:16:04;-2.08
2025-05-08 13:16:03;36.42
2025-05-08 13:16:02;-61.33
2025-05-08 13:16:01;43.67
2025-05-08 13:16:00;24.67
2025-05-08 13:15:59;-64.08
2025-05-08 13:15:58;-13.83
2025-05-08 13:15:57;17.42
2025-05-08 13:15:56;-54.58
2025-05-08 13:15:55;-21.08
2025-05-08 13:15:54;-87.58
2025-05-08 13:15:53;55.42
2025-05-08 13:15:52;79.42
2025-05-08 13:15:51;77.67
2025-05-08 13:15:50;3.92
2025-05-08 13:15:49;92.17
2025-05-08 13:15:48;60.42
2025-05-08 13:15:47;26.92
2025-05-08 13:15:46;77.17
2025-05-08 13:15:45;17.42
2025-05-08 13:15:44;69.92
2025-05-08 13:15:43;31.92
2025-05-08 13:15:42;15.17
2025-05-08 13:15:41;34.17
2025-05-08 13:15:40;45.92
2025-05-08 13:15:39;5.67
2025-05-08 13:15:38;93.92
2025-05-08 13:15:37;36.92
2025-05-08 13:15:36;34.17
2025-05-08 13:15:35;55.92
2025-05-08 13:15:34;-61.33
2025-05-08 13:15:33;-89.83
2025-05-08 13:15:32;67.67
2025-05-08 13:15:31;-89.83
2025-05-08 13:15:30;3.42
2025-05-08 13:15:29;3.42
2025-05-08 13:15:28;3.42
2025-05-08 13:15:27;27.42
2025-05-08 13:15:26;69.92
2025-05-08 13:15:25;79.42
2025-05-08 13:15:24;30.17
2025-05-08 13:15:23;39.67
2025-05-08 13:15:22;42.42
2025-05-08 13:15:21;46.92
2025-05-08 13:15:20;73.17
2025-05-08 13:15:19;13.92
2025-05-08 13:15:18;74.17
2025-05-08 13:15:17;55.17
2025-05-08 13:15:16;35.17
2025-05-08 13:15:15;11.17
2025-05-08 13:15:14;27.42
2025-05-08 13:15:13;55.92
2025-05-08 13:15:12;44.67
2025-05-08 13:15:11;85.42
2025-05-08 13:15:10;39.67
2025-05-08 13:15:09;18.42
2025-05-08 13:15:08;60.92
2025-05-08 13:15:07;49.17
2025-05-08 13:15:06;53.67
2025-05-08 13:15:05;32.42
2025-05-08 13:15:04;18.42
2025-05-08 13:15:03;25.67
2025-05-08 13:15:02;49.17
2025-05-08 13:15:01;51.42
2025-05-08 13:15:00;8.42
2025-05-08 13:14:59;25.17
2025-05-08 13:14:58;77.67
2025-05-08 13:14:57;84.92
2025-05-08 13:14:56;51.42
2025-05-08 13:14:55;4.42
2025-05-08 13:14:54;32.92
2025-05-08 13:14:53;32.42
2025-05-08 13:14:52;25.67
2025-05-08 13:14:51;89.92
2025-05-08 13:14:50;92.17
2025-05-08 13:14:49;94.42
2025-05-08 13:14:48;43.42
2025-05-08 13:14:47;96.42
2025-05-08 13:14:46;69.67
2025-05-08 13:14:45;85.42
2025-05-08 13:14:44;16.17
2025-05-08 13:14:43;89.92
2025-05-08 13:14:42;21.17
2025-05-08 13:14:41;99.42
