Fecha y Hora;DR-3047 - Indicador sobrepresión S-304
2025-05-08 13:25:04;-8953.00
2025-05-08 13:25:03;-5153.00
2025-05-08 13:25:02;-6103.00
2025-05-08 13:25:01;-7053.00
2025-05-08 13:25:00;-1303.00
2025-05-08 13:24:59;-2253.00
2025-05-08 13:24:58;-3528.00
2025-05-08 13:24:57;-8403.00
2025-05-08 13:24:56;-7453.00
2025-05-08 13:24:55;-1253.00
2025-05-08 13:24:54;-6228.00
2025-05-08 13:24:53;-6003.00
2025-05-08 13:24:52;-5053.00
2025-05-08 13:24:51;-7953.00
2025-05-08 13:24:50;-2878.00
2025-05-08 13:24:49;-6628.00
2025-05-08 13:24:48;-2103.00
2025-05-08 13:24:47;-6628.00
2025-05-08 13:24:46;-2653.00
2025-05-08 13:24:45;-4728.00
2025-05-08 13:24:44;-2703.00
2025-05-08 13:24:43;-128.00
2025-05-08 13:24:42;-4828.00
2025-05-08 13:24:41;-4653.00
2025-05-08 13:24:40;-6278.00
2025-05-08 13:24:39;-3878.00
2025-05-08 13:24:38;-803.00
2025-05-08 13:24:37;-2978.00
2025-05-08 13:24:36;-2028.00
2025-05-08 13:24:35;-3428.00
2025-05-08 13:24:34;-6553.00
2025-05-08 13:24:33;-1803.00
2025-05-08 13:24:32;-1078.00
2025-05-08 13:24:31;-2253.00
2025-05-08 13:24:30;-8128.00
2025-05-08 13:24:29;-578.00
2025-05-08 13:24:28;-4603.00
2025-05-08 13:24:27;-5503.00
2025-05-08 13:24:26;-7228.00
2025-05-08 13:24:25;-4103.00
2025-05-08 13:24:24;-8178.00
2025-05-08 13:24:23;-1978.00
2025-05-08 13:24:22;-6053.00
2025-05-08 13:24:21;-2703.00
2025-05-08 13:24:20;-9578.00
2025-05-08 13:24:19;-6278.00
2025-05-08 13:24:18;-2253.00
2025-05-08 13:24:17;-7528.00
2025-05-08 13:24:16;-9428.00
2025-05-08 13:24:15;-8528.00
2025-05-08 13:24:14;-7803.00
2025-05-08 13:24:13;-1153.00
2025-05-08 13:24:12;-1478.00
2025-05-08 13:24:11;-5278.00
2025-05-08 13:24:10;-9578.00
2025-05-08 13:24:09;-1703.00
2025-05-08 13:24:08;-6953.00
2025-05-08 13:24:07;-528.00
2025-05-08 13:24:06;-978.00
2025-05-08 13:24:05;-5453.00
2025-05-08 13:24:04;-6403.00
2025-05-08 13:24:03;-5228.00
2025-05-08 13:24:02;-653.00
2025-05-08 13:24:01;-6128.00
2025-05-08 13:24:00;-2328.00
2025-05-08 13:23:59;-6628.00
2025-05-08 13:23:58;-6403.00
2025-05-08 13:23:57;-6453.00
2025-05-08 13:23:56;-4328.00
2025-05-08 13:23:55;-1928.00
2025-05-08 13:23:54;-8353.00
2025-05-08 13:23:53;-9753.00
2025-05-08 13:23:52;-4728.00
2025-05-08 13:23:51;-1653.00
2025-05-08 13:23:50;-6903.00
2025-05-08 13:23:49;-6228.00
2025-05-08 13:23:48;-5953.00
2025-05-08 13:23:47;-2653.00
2025-05-08 13:23:46;-3178.00
2025-05-08 13:23:45;-7528.00
2025-05-08 13:23:44;-3678.00
2025-05-08 13:23:43;-5578.00
2025-05-08 13:23:42;-7303.00
2025-05-08 13:23:41;-2553.00
2025-05-08 13:23:40;-2553.00
2025-05-08 13:23:39;-8078.00
2025-05-08 13:23:38;-7128.00
2025-05-08 13:23:37;-4778.00
2025-05-08 13:23:36;-253.00
2025-05-08 13:23:35;-4728.00
2025-05-08 13:23:34;-1378.00
2025-05-08 13:23:33;-7128.00
2025-05-08 13:23:32;-2828.00
2025-05-08 13:23:31;-2603.00
2025-05-08 13:23:30;-1153.00
2025-05-08 13:23:29;-2828.00
2025-05-08 13:23:28;-8578.00
2025-05-08 13:23:27;-3328.00
2025-05-08 13:23:26;-1878.00
2025-05-08 13:23:25;-428.00
2025-05-08 13:23:24;-5178.00
2025-05-08 13:23:23;-703.00
2025-05-08 13:23:22;-7353.00
2025-05-08 13:23:21;-4003.00
2025-05-08 13:23:20;-4728.00
2025-05-08 13:23:19;-5128.00
2025-05-08 13:23:18;-4953.00
2025-05-08 13:23:17;-153.00
2025-05-08 13:23:16;-9703.00
2025-05-08 13:23:15;-8028.00
2025-05-08 13:23:14;-4253.00
2025-05-08 13:23:13;-3628.00
2025-05-08 13:23:12;-278.00
2025-05-08 13:23:11;-5928.00
2025-05-08 13:23:10;-4028.00
2025-05-08 13:23:09;-2003.00
2025-05-08 13:23:08;-4353.00
2025-05-08 13:23:07;-4403.00
2025-05-08 13:23:06;-7478.00
2025-05-08 13:23:05;-5628.00
2025-05-08 13:23:04;-5853.00
2025-05-08 13:23:03;-4403.00
2025-05-08 13:23:02;-7028.00
2025-05-08 13:23:01;-6353.00
2025-05-08 13:23:00;-1103.00
2025-05-08 13:22:59;-8928.00
2025-05-08 13:22:58;-8478.00
2025-05-08 13:22:57;-5178.00
2025-05-08 13:22:56;-2278.00
2025-05-08 13:22:55;-8028.00
2025-05-08 13:22:54;-2053.00
2025-05-08 13:22:53;-3003.00
2025-05-08 13:22:52;-1328.00
2025-05-08 13:22:51;-6303.00
2025-05-08 13:22:50;-2053.00
2025-05-08 13:22:49;-3003.00
2025-05-08 13:22:48;-4403.00
2025-05-08 13:22:47;-153.00
2025-05-08 13:22:46;-603.00
2025-05-08 13:22:45;-1053.00
2025-05-08 13:22:44;-7703.00
2025-05-08 13:22:43;-8153.00
2025-05-08 13:22:42;-2803.00
2025-05-08 13:22:41;-3628.00
2025-05-08 13:22:40;-2853.00
2025-05-08 13:22:39;-5478.00
2025-05-08 13:22:38;-6703.00
2025-05-08 13:22:37;-7978.00
2025-05-08 13:22:36;-2778.00
2025-05-08 13:22:35;-2228.00
2025-05-08 13:22:34;-5753.00
2025-05-08 13:22:33;-9153.00
2025-05-08 13:22:32;-3903.00
2025-05-08 13:22:31;-2903.00
2025-05-08 13:22:30;-7478.00
2025-05-08 13:22:29;-5078.00
2025-05-08 13:22:28;-3403.00
2025-05-08 13:22:27;-3853.00
2025-05-08 13:22:26;-1728.00
2025-05-08 13:22:25;-9828.00
2025-05-08 13:22:24;-5528.00
2025-05-08 13:22:23;-3903.00
2025-05-08 13:22:22;-903.00
2025-05-08 13:22:21;-453.00
2025-05-08 13:22:20;-7103.00
2025-05-08 13:22:19;-53.00
2025-05-08 13:22:18;-8003.00
2025-05-08 13:22:17;-5703.00
2025-05-08 13:22:16;-8553.00
2025-05-08 13:22:15;-1903.00
2025-05-08 13:22:14;-2128.00
2025-05-08 13:22:13;-4803.00
2025-05-08 13:22:12;-3453.00
2025-05-08 13:22:11;-8003.00
2025-05-08 13:22:10;-1853.00
2025-05-08 13:22:09;-1128.00
2025-05-08 13:22:08;-8378.00
2025-05-08 13:22:07;-8278.00
2025-05-08 13:22:06;-2953.00
2025-05-08 13:22:05;-8878.00
2025-05-08 13:22:04;-6753.00
2025-05-08 13:22:03;-4578.00
2025-05-08 13:22:02;-1728.00
2025-05-08 13:22:01;-6753.00
2025-05-08 13:22:00;-9828.00
2025-05-08 13:21:59;-1728.00
2025-05-08 13:21:58;-6253.00
2025-05-08 13:21:57;-4078.00
2025-05-08 13:21:56;-53.00
2025-05-08 13:21:55;-2403.00
2025-05-08 13:21:54;-8828.00
2025-05-08 13:21:53;-6203.00
2025-05-08 13:21:52;-3628.00
2025-05-08 13:21:51;-8153.00
2025-05-08 13:21:50;-2628.00
2025-05-08 13:21:49;-2903.00
2025-05-08 13:21:48;-5078.00
2025-05-08 13:21:47;-6703.00
2025-05-08 13:21:46;-6253.00
2025-05-08 13:21:45;-6928.00
2025-05-08 13:21:44;-503.00
2025-05-08 13:21:43;-728.00
2025-05-08 13:21:42;-2678.00
2025-05-08 13:21:41;-2628.00
2025-05-08 13:21:40;-8003.00
2025-05-08 13:21:39;-5603.00
2025-05-08 13:21:38;-3928.00
2025-05-08 13:21:37;-7003.00
2025-05-08 13:21:36;-1803.00
2025-05-08 13:21:35;9247.00
2025-05-08 13:21:34;-6653.00
2025-05-08 13:21:33;-2628.00
2025-05-08 13:21:32;-5753.00
2025-05-08 13:21:31;-6153.00
2025-05-08 13:21:30;-2753.00
2025-05-08 13:21:29;-9403.00
2025-05-08 13:21:28;-7278.00
2025-05-08 13:21:27;872.00
2025-05-08 13:21:26;-4878.00
2025-05-08 13:21:25;-8678.00
2025-05-08 13:21:24;1597.00
2025-05-08 13:21:23;-3203.00
2025-05-08 13:21:22;-7503.00
2025-05-08 13:21:21;-453.00
2025-05-08 13:21:20;-2578.00
2025-05-08 13:21:19;-903.00
2025-05-08 13:21:18;-3978.00
2025-05-08 13:21:17;-6828.00
2025-05-08 13:21:16;-3253.00
2025-05-08 13:21:15;-7103.00
2025-05-08 13:21:14;-128.00
2025-05-08 13:21:13;-7278.00
2025-05-08 13:21:12;-6103.00
2025-05-08 13:21:11;-8728.00
2025-05-08 13:21:10;-2753.00
2025-05-08 13:21:09;-2578.00
2025-05-08 13:21:08;-3703.00
2025-05-08 13:21:07;-3428.00
2025-05-08 13:21:06;1872.00
2025-05-08 13:21:05;-9178.00
2025-05-08 13:21:04;4447.00
2025-05-08 13:21:03;-1353.00
2025-05-08 13:21:02;-9678.00
2025-05-08 13:21:01;-5378.00
2025-05-08 13:21:00;-2078.00
2025-05-08 13:20:59;-8503.00
2025-05-08 13:20:58;-403.00
2025-05-08 13:20:57;-2978.00
2025-05-08 13:20:56;-1078.00
2025-05-08 13:20:55;-8678.00
2025-05-08 13:20:54;-6328.00
2025-05-08 13:20:53;4222.00
2025-05-08 13:20:52;-8003.00
2025-05-08 13:20:51;-5153.00
2025-05-08 13:20:50;-8453.00
2025-05-08 13:20:49;-353.00
2025-05-08 13:20:48;-9403.00
2025-05-08 13:20:47;-6828.00
2025-05-08 13:20:46;-6053.00
2025-05-08 13:20:45;-7728.00
2025-05-08 13:20:44;-5103.00
2025-05-08 13:20:43;-4153.00
2025-05-08 13:20:42;4447.00
2025-05-08 13:20:41;-353.00
2025-05-08 13:20:40;-4878.00
2025-05-08 13:20:39;-9903.00
2025-05-08 13:20:38;7622.00
2025-05-08 13:20:37;7447.00
2025-05-08 13:20:36;5422.00
2025-05-08 13:20:35;9397.00
2025-05-08 13:20:34;9997.00
2025-05-08 13:20:33;7097.00
2025-05-08 13:20:32;4022.00
2025-05-08 13:20:31;8672.00
2025-05-08 13:20:30;9472.00
2025-05-08 13:20:29;5672.00
2025-05-08 13:20:28;5172.00
2025-05-08 13:20:27;8522.00
2025-05-08 13:20:26;-2978.00
2025-05-08 13:20:25;3047.00
2025-05-08 13:20:24;8747.00
2025-05-08 13:20:23;4947.00
2025-05-08 13:20:22;3997.00
2025-05-08 13:20:21;4947.00
2025-05-08 13:20:20;2772.00
2025-05-08 13:20:19;7122.00
2025-05-08 13:20:18;1822.00
2025-05-08 13:20:17;2772.00
2025-05-08 13:20:16;7347.00
2025-05-08 13:20:15;7347.00
2025-05-08 13:20:14;247.00
2025-05-08 13:20:13;6397.00
2025-05-08 13:20:12;-4378.00
2025-05-08 13:20:11;4947.00
2025-05-08 13:20:10;2647.00
2025-05-08 13:20:09;3772.00
2025-05-08 13:20:08;1147.00
2025-05-08 13:20:07;-803.00
2025-05-08 13:20:06;1872.00
2025-05-08 13:20:05;6772.00
2025-05-08 13:20:04;7672.00
2025-05-08 13:20:03;4872.00
2025-05-08 13:20:02;297.00
2025-05-08 13:20:01;9172.00
2025-05-08 13:20:00;8522.00
2025-05-08 13:19:59;5222.00
2025-05-08 13:19:58;8797.00
2025-05-08 13:19:57;3772.00
2025-05-08 13:19:56;4047.00
2025-05-08 13:19:55;6397.00
2025-05-08 13:19:54;8297.00
2025-05-08 13:19:53;8072.00
2025-05-08 13:19:52;8122.00
2025-05-08 13:19:51;1197.00
2025-05-08 13:19:50;3372.00
2025-05-08 13:19:49;6897.00
2025-05-08 13:19:48;972.00
2025-05-08 13:19:47;9747.00
2025-05-08 13:19:46;4822.00
2025-05-08 13:19:45;572.00
2025-05-08 13:19:44;1022.00
2025-05-08 13:19:43;9172.00
2025-05-08 13:19:42;4872.00
2025-05-08 13:19:41;2472.00
2025-05-08 13:19:40;1297.00
2025-05-08 13:19:39;9847.00
2025-05-08 13:19:38;8397.00
2025-05-08 13:19:37;8847.00
2025-05-08 13:19:36;7672.00
2025-05-08 13:19:35;6172.00
2025-05-08 13:19:34;1647.00
2025-05-08 13:19:33;3247.00
2025-05-08 13:19:32;3697.00
2025-05-08 13:19:31;2797.00
2025-05-08 13:19:30;297.00
2025-05-08 13:19:29;9997.00
2025-05-08 13:19:28;3147.00
2025-05-08 13:19:27;3097.00
2025-05-08 13:19:26;5597.00
2025-05-08 13:19:25;7447.00
2025-05-08 13:19:24;6497.00
2025-05-08 13:19:23;4372.00
2025-05-08 13:19:22;2247.00
2025-05-08 13:19:21;2197.00
2025-05-08 13:19:20;7447.00
2025-05-08 13:19:19;1972.00
2025-05-08 13:19:18;347.00
2025-05-08 13:19:17;2422.00
2025-05-08 13:19:16;4547.00
2025-05-08 13:19:15;3872.00
2025-05-08 13:19:14;1072.00
2025-05-08 13:19:13;8622.00
2025-05-08 13:19:12;3647.00
2025-05-08 13:19:11;1972.00
2025-05-08 13:19:10;2922.00
2025-05-08 13:19:09;2697.00
2025-05-08 13:19:08;347.00
2025-05-08 13:19:07;4597.00
2025-05-08 13:19:06;7722.00
2025-05-08 13:19:05;1522.00
2025-05-08 13:19:04;972.00
2025-05-08 13:19:03;1472.00
2025-05-08 13:19:02;6922.00
2025-05-08 13:19:01;6697.00
2025-05-08 13:19:00;3072.00
2025-05-08 13:18:59;5472.00
2025-05-08 13:18:58;7647.00
2025-05-08 13:18:57;9397.00
2025-05-08 13:18:56;8447.00
2025-05-08 13:18:55;5597.00
2025-05-08 13:18:54;8997.00
2025-05-08 13:18:53;2847.00
2025-05-08 13:18:52;4747.00
2025-05-08 13:18:51;5697.00
2025-05-08 13:18:50;3522.00
2025-05-08 13:18:49;9722.00
2025-05-08 13:18:48;2072.00
2025-05-08 13:18:47;8997.00
2025-05-08 13:18:46;8447.00
2025-05-08 13:18:45;847.00
2025-05-08 13:18:44;2247.00
2025-05-08 13:18:43;2972.00
2025-05-08 13:18:42;122.00
2025-05-08 13:18:41;8222.00
2025-05-08 13:18:40;6597.00
2025-05-08 13:18:39;4872.00
2025-05-08 13:18:38;397.00
2025-05-08 13:18:37;4422.00
2025-05-08 13:18:36;3197.00
2025-05-08 13:18:35;4197.00
2025-05-08 13:18:34;9672.00
2025-05-08 13:18:33;9672.00
2025-05-08 13:18:32;3472.00
2025-05-08 13:18:31;5872.00
2025-05-08 13:18:30;9597.00
2025-05-08 13:18:29;9997.00
2025-05-08 13:18:28;6022.00
2025-05-08 13:18:27;3847.00
2025-05-08 13:18:26;7872.00
2025-05-08 13:18:25;7822.00
2025-05-08 13:18:24;4472.00
2025-05-08 13:18:23;5422.00
2025-05-08 13:18:22;2747.00
2025-05-08 13:18:21;8772.00
2025-05-08 13:18:20;5647.00
2025-05-08 13:18:19;2297.00
2025-05-08 13:18:18;2347.00
2025-05-08 13:18:17;7322.00
2025-05-08 13:18:16;9222.00
2025-05-08 13:18:15;7547.00
2025-05-08 13:18:14;4247.00
2025-05-08 13:18:13;3747.00
2025-05-08 13:18:12;2847.00
2025-05-08 13:18:11;6872.00
2025-05-08 13:18:10;4347.00
2025-05-08 13:18:09;947.00
2025-05-08 13:18:08;9772.00
2025-05-08 13:18:07;5872.00
2025-05-08 13:18:06;2397.00
2025-05-08 13:18:05;4972.00
2025-05-08 13:18:04;3747.00
2025-05-08 13:18:03;4247.00
2025-05-08 13:18:02;1947.00
2025-05-08 13:18:01;5072.00
2025-05-08 13:18:00;3622.00
2025-05-08 13:17:59;1097.00
2025-05-08 13:17:58;6072.00
2025-05-08 13:17:57;3722.00
2025-05-08 13:17:56;5497.00
2025-05-08 13:17:55;5572.00
2025-05-08 13:17:54;9322.00
2025-05-08 13:17:53;5922.00
2025-05-08 13:17:52;6647.00
2025-05-08 13:17:51;4572.00
2025-05-08 13:17:50;772.00
2025-05-08 13:17:49;8097.00
2025-05-08 13:17:48;4522.00
2025-05-08 13:17:47;272.00
2025-05-08 13:17:46;6472.00
2025-05-08 13:17:45;8597.00
2025-05-08 13:17:44;7172.00
2025-05-08 13:17:43;8597.00
2025-05-08 13:17:42;47.00
2025-05-08 13:17:41;4797.00
2025-05-08 13:17:40;8322.00
2025-05-08 13:17:39;4122.00
2025-05-08 13:17:38;7372.00
2025-05-08 13:17:37;4522.00
2025-05-08 13:17:36;8097.00
2025-05-08 13:17:35;2897.00
2025-05-08 13:17:34;3172.00
2025-05-08 13:17:33;6697.00
2025-05-08 13:17:32;1897.00
2025-05-08 13:17:31;9547.00
2025-05-08 13:17:30;3172.00
2025-05-08 13:17:29;7697.00
2025-05-08 13:17:28;8322.00
2025-05-08 13:17:27;2097.00
2025-05-08 13:17:26;647.00
2025-05-08 13:17:25;3947.00
2025-05-08 13:17:24;3997.00
2025-05-08 13:17:23;1872.00
2025-05-08 13:17:22;4347.00
2025-05-08 13:17:21;8147.00
2025-05-08 13:17:20;4122.00
2025-05-08 13:17:19;3897.00
2025-05-08 13:17:18;3397.00
2025-05-08 13:17:17;9597.00
2025-05-08 13:17:16;1272.00
2025-05-08 13:17:15;8647.00
2025-05-08 13:17:14;2447.00
2025-05-08 13:17:13;4172.00
2025-05-08 13:17:12;8647.00
2025-05-08 13:17:11;6072.00
2025-05-08 13:17:10;2547.00
2025-05-08 13:17:09;4897.00
2025-05-08 13:17:08;7022.00
2025-05-08 13:17:07;5172.00
2025-05-08 13:17:06;2597.00
2025-05-08 13:17:05;3547.00
2025-05-08 13:17:04;8022.00
2025-05-08 13:17:03;6397.00
2025-05-08 13:17:02;7022.00
2025-05-08 13:17:01;4847.00
2025-05-08 13:17:00;2497.00
2025-05-08 13:16:59;8197.00
2025-05-08 13:16:58;2222.00
2025-05-08 13:16:57;1497.00
2025-05-08 13:16:56;5572.00
2025-05-08 13:16:55;9072.00
2025-05-08 13:16:54;6347.00
2025-05-08 13:16:53;3597.00
2025-05-08 13:16:52;9472.00
2025-05-08 13:16:51;922.00
2025-05-08 13:16:50;147.00
2025-05-08 13:16:49;8472.00
2025-05-08 13:16:48;4672.00
2025-05-08 13:16:47;8922.00
2025-05-08 13:16:46;2997.00
2025-05-08 13:16:45;1547.00
2025-05-08 13:16:44;6072.00
2025-05-08 13:16:43;4172.00
2025-05-08 13:16:42;8472.00
2025-05-08 13:16:41;97.00
2025-05-08 13:16:40;1097.00
2025-05-08 13:16:39;3722.00
2025-05-08 13:16:38;1822.00
2025-05-08 13:16:37;8247.00
2025-05-08 13:16:36;4622.00
2025-05-08 13:16:35;6297.00
2025-05-08 13:16:34;872.00
2025-05-08 13:16:33;5122.00
2025-05-08 13:16:32;7247.00
2025-05-08 13:16:31;6572.00
2025-05-08 13:16:30;7247.00
2025-05-08 13:16:29;7347.00
2025-05-08 13:16:28;5672.00
2025-05-08 13:16:27;8697.00
2025-05-08 13:16:26;7347.00
2025-05-08 13:16:25;6347.00
2025-05-08 13:16:24;5147.00
2025-05-08 13:16:23;3822.00
2025-05-08 13:16:22;347.00
2025-05-08 13:16:21;472.00
2025-05-08 13:16:20;1522.00
2025-05-08 13:16:19;9697.00
2025-05-08 13:16:18;3372.00
2025-05-08 13:16:17;5272.00
2025-05-08 13:16:16;3597.00
2025-05-08 13:16:15;7672.00
2025-05-08 13:16:14;9572.00
2025-05-08 13:16:13;4547.00
2025-05-08 13:16:12;6897.00
2025-05-08 13:16:11;4772.00
2025-05-08 13:16:10;3047.00
2025-05-08 13:16:09;8297.00
2025-05-08 13:16:08;6172.00
2025-05-08 13:16:07;422.00
2025-05-08 13:16:06;8797.00
2025-05-08 13:16:05;2822.00
2025-05-08 13:16:04;872.00
2025-05-08 13:16:03;6122.00
2025-05-08 13:16:02;6447.00
2025-05-08 13:16:01;4497.00
2025-05-08 13:16:00;8072.00
2025-05-08 13:15:59;6397.00
2025-05-08 13:15:58;5947.00
2025-05-08 13:15:57;4272.00
2025-05-08 13:15:56;8622.00
2025-05-08 13:15:55;7847.00
2025-05-08 13:15:54;5947.00
2025-05-08 13:15:53;9172.00
2025-05-08 13:15:52;5147.00
2025-05-08 13:15:51;3022.00
2025-05-08 13:15:50;7272.00
2025-05-08 13:15:49;8897.00
2025-05-08 13:15:48;3422.00
2025-05-08 13:15:47;972.00
2025-05-08 13:15:46;7122.00
2025-05-08 13:15:45;3147.00
2025-05-08 13:15:44;3147.00
2025-05-08 13:15:43;6947.00
2025-05-08 13:15:42;4547.00
2025-05-08 13:15:41;4322.00
2025-05-08 13:15:40;5497.00
2025-05-08 13:15:39;247.00
2025-05-08 13:15:38;3097.00
2025-05-08 13:15:37;7897.00
2025-05-08 13:15:36;5547.00
2025-05-08 13:15:35;3597.00
2025-05-08 13:15:34;1697.00
2025-05-08 13:15:33;5722.00
2025-05-08 13:15:32;2922.00
2025-05-08 13:15:31;3597.00
2025-05-08 13:15:30;72.00
2025-05-08 13:15:29;5997.00
2025-05-08 13:15:28;2872.00
2025-05-08 13:15:27;6997.00
2025-05-08 13:15:26;8222.00
2025-05-08 13:15:25;1297.00
2025-05-08 13:15:24;9622.00
2025-05-08 13:15:23;3472.00
2025-05-08 13:15:22;5597.00
2025-05-08 13:15:21;7147.00
2025-05-08 13:15:20;5472.00
2025-05-08 13:15:19;7422.00
2025-05-08 13:15:18;8097.00
2025-05-08 13:15:17;9722.00
2025-05-08 13:15:16;6272.00
2025-05-08 13:15:15;9897.00
2025-05-08 13:15:14;2472.00
2025-05-08 13:15:13;4097.00
2025-05-08 13:15:12;6497.00
2025-05-08 13:15:11;2522.00
2025-05-08 13:15:10;5047.00
2025-05-08 13:15:09;9397.00
2025-05-08 13:15:08;8847.00
2025-05-08 13:15:07;5547.00
2025-05-08 13:15:06;9897.00
2025-05-08 13:15:05;1247.00
