Fecha y Hora;TT-402A - Temperatura estator bomba B-402A
2025-05-08 13:25:04;60.43
2025-05-08 13:25:03;79.43
2025-05-08 13:25:02;65.43
2025-05-08 13:25:01;70.43
2025-05-08 13:25:00;79.93
2025-05-08 13:24:59;1.68
2025-05-08 13:24:58;7.93
2025-05-08 13:24:57;1.18
2025-05-08 13:24:56;27.93
2025-05-08 13:24:55;47.43
2025-05-08 13:24:54;14.43
2025-05-08 13:24:53;83.18
2025-05-08 13:24:52;11.18
2025-05-08 13:24:51;44.68
2025-05-08 13:24:50;56.93
2025-05-08 13:24:49;53.68
2025-05-08 13:24:48;29.43
2025-05-08 13:24:47;95.93
2025-05-08 13:24:46;30.68
2025-05-08 13:24:45;9.93
2025-05-08 13:24:44;63.18
2025-05-08 13:24:43;41.93
2025-05-08 13:24:42;89.93
2025-05-08 13:24:41;17.93
2025-05-08 13:24:40;87.68
2025-05-08 13:24:39;56.93
2025-05-08 13:24:38;51.93
2025-05-08 13:24:37;53.68
2025-05-08 13:24:36;72.68
2025-05-08 13:24:35;36.93
2025-05-08 13:24:34;63.18
2025-05-08 13:24:33;25.18
2025-05-08 13:24:32;20.18
2025-05-08 13:24:31;44.18
2025-05-08 13:24:30;99.43
2025-05-08 13:24:29;96.68
2025-05-08 13:24:28;25.18
2025-05-08 13:24:27;11.68
2025-05-08 13:24:26;49.18
2025-05-08 13:24:25;44.68
2025-05-08 13:24:24;23.43
2025-05-08 13:24:23;41.93
2025-05-08 13:24:22;73.18
2025-05-08 13:24:21;51.93
2025-05-08 13:24:20;64.18
2025-05-08 13:24:19;20.68
2025-05-08 13:24:18;75.43
2025-05-08 13:24:17;70.18
2025-05-08 13:24:16;24.93
2025-05-08 13:24:15;19.93
2025-05-08 13:24:14;55.68
2025-05-08 13:24:13;93.68
2025-05-08 13:24:12;97.18
2025-05-08 13:24:11;78.18
2025-05-08 13:24:10;47.43
2025-05-08 13:24:09;63.68
2025-05-08 13:24:08;49.68
2025-05-08 13:24:07;56.93
2025-05-08 13:24:06;97.18
2025-05-08 13:24:05;76.43
2025-05-08 13:24:04;28.93
2025-05-08 13:24:03;26.68
2025-05-08 13:24:02;50.68
2025-05-08 13:24:01;88.68
2025-05-08 13:24:00;43.43
2025-05-08 13:23:59;57.93
2025-05-08 13:23:58;86.43
2025-05-08 13:23:57;40.68
2025-05-08 13:23:56;52.43
2025-05-08 13:23:55;69.18
2025-05-08 13:23:54;66.93
2025-05-08 13:23:53;88.18
2025-05-08 13:23:52;93.18
2025-05-08 13:23:51;92.68
2025-05-08 13:23:50;66.43
2025-05-08 13:23:49;33.43
2025-05-08 13:23:48;21.18
2025-05-08 13:23:47;59.68
2025-05-08 13:23:46;59.68
2025-05-08 13:23:45;13.18
2025-05-08 13:23:44;46.68
2025-05-08 13:23:43;49.43
2025-05-08 13:23:42;86.93
2025-05-08 13:23:41;53.43
2025-05-08 13:23:40;74.68
2025-05-08 13:23:39;79.18
2025-05-08 13:23:38;45.18
2025-05-08 13:23:37;38.43
2025-05-08 13:23:36;69.18
2025-05-08 13:23:35;93.18
2025-05-08 13:23:34;47.93
2025-05-08 13:23:33;45.18
2025-05-08 13:23:32;33.43
2025-05-08 13:23:31;36.18
2025-05-08 13:23:30;90.93
2025-05-08 13:23:29;45.68
2025-05-08 13:23:28;47.93
2025-05-08 13:23:27;90.93
2025-05-08 13:23:26;33.93
2025-05-08 13:23:25;62.43
2025-05-08 13:23:24;50.68
2025-05-08 13:23:23;7.68
2025-05-08 13:23:22;98.18
2025-05-08 13:23:21;33.93
2025-05-08 13:23:20;64.68
2025-05-08 13:23:19;65.68
2025-05-08 13:23:18;12.18
2025-05-08 13:23:17;76.93
2025-05-08 13:23:16;27.18
2025-05-08 13:23:15;5.43
2025-05-08 13:23:14;49.43
2025-05-08 13:23:13;-30.28
2025-05-08 13:23:12;-25.28
2025-05-08 13:23:11;-43.78
2025-05-08 13:23:10;-5.78
2025-05-08 13:23:09;61.18
2025-05-08 13:23:08;23.18
2025-05-08 13:23:07;51.68
2025-05-08 13:23:06;89.68
2025-05-08 13:23:05;12.68
2025-05-08 13:23:04;79.68
2025-05-08 13:23:03;98.68
2025-05-08 13:23:02;48.93
2025-05-08 13:23:01;91.43
2025-05-08 13:23:00;27.18
2025-05-08 13:22:59;36.68
2025-05-08 13:22:58;36.68
2025-05-08 13:22:57;67.43
2025-05-08 13:22:56;79.68
2025-05-08 13:22:55;91.43
2025-05-08 13:22:54;96.43
2025-05-08 13:22:53;75.18
2025-05-08 13:22:52;8.18
2025-05-08 13:22:51;84.68
2025-05-08 13:22:50;94.18
2025-05-08 13:22:49;27.18
2025-05-08 13:22:48;58.43
2025-05-08 13:22:47;27.18
2025-05-08 13:22:46;99.18
2025-05-08 13:22:45;29.93
2025-05-08 13:22:44;65.68
2025-05-08 13:22:43;79.68
2025-05-08 13:22:42;-72.28
2025-05-08 13:22:41;-54.28
2025-05-08 13:22:40;-32.03
2025-05-08 13:22:39;-39.28
2025-05-08 13:22:38;-28.03
2025-05-08 13:22:37;63.43
2025-05-08 13:22:36;22.68
2025-05-08 13:22:35;53.93
2025-05-08 13:22:34;-82.78
2025-05-08 13:22:33;5.93
2025-05-08 13:22:32;15.93
2025-05-08 13:22:31;58.93
2025-05-08 13:22:30;13.68
2025-05-08 13:22:29;82.43
2025-05-08 13:22:28;-63.78
2025-05-08 13:22:27;32.68
2025-05-08 13:22:26;53.93
2025-05-08 13:22:25;-9.03
2025-05-08 13:22:24;39.93
2025-05-08 13:22:23;56.68
2025-05-08 13:22:22;47.18
2025-05-08 13:22:21;-79.53
2025-05-08 13:22:20;-24.78
2025-05-08 13:22:19;-58.78
2025-05-08 13:22:18;-67.28
2025-05-08 13:22:17;-53.28
2025-05-08 13:22:16;-53.28
2025-05-08 13:22:15;-5.78
2025-05-08 13:22:14;-51.53
2025-05-08 13:22:13;23.18
2025-05-08 13:22:12;8.68
2025-05-08 13:22:11;39.93
2025-05-08 13:22:10;-17.53
2025-05-08 13:22:09;-50.53
2025-05-08 13:22:08;-58.78
2025-05-08 13:22:07;-69.53
2025-05-08 13:22:06;11.43
2025-05-08 13:22:05;-63.78
2025-05-08 13:22:04;82.93
2025-05-08 13:22:03;-56.53
2025-05-08 13:22:02;-68.28
2025-05-08 13:22:01;-44.78
2025-05-08 13:22:00;-11.28
2025-05-08 13:21:59;-13.53
2025-05-08 13:21:58;-75.53
2025-05-08 13:21:57;-47.03
2025-05-08 13:21:56;-63.78
2025-05-08 13:21:55;-37.03
2025-05-08 13:21:54;-87.28
2025-05-08 13:21:53;-44.28
2025-05-08 13:21:52;-66.03
2025-05-08 13:21:51;-13.53
2025-05-08 13:21:50;-82.28
2025-05-08 13:21:49;-82.78
2025-05-08 13:21:48;-82.78
2025-05-08 13:21:47;-6.28
2025-05-08 13:21:46;-47.03
2025-05-08 13:21:45;-39.78
2025-05-08 13:21:44;-56.03
2025-05-08 13:21:43;-56.03
2025-05-08 13:21:42;-11.28
2025-05-08 13:21:41;-77.28
2025-05-08 13:21:40;-53.78
2025-05-08 13:21:39;-23.78
2025-05-08 13:21:38;-26.03
2025-05-08 13:21:37;-35.53
2025-05-08 13:21:36;-33.78
2025-05-08 13:21:35;-2.03
2025-05-08 13:21:34;-56.03
2025-05-08 13:21:33;-48.78
2025-05-08 13:21:32;-80.03
2025-05-08 13:21:31;-51.03
2025-05-08 13:21:30;-67.78
2025-05-08 13:21:29;-23.78
2025-05-08 13:21:28;-83.53
2025-05-08 13:21:27;-2.53
2025-05-08 13:21:26;-85.78
2025-05-08 13:21:25;-57.28
2025-05-08 13:21:24;-21.03
2025-05-08 13:21:23;-71.28
2025-05-08 13:21:22;-36.03
2025-05-08 13:21:21;-24.78
2025-05-08 13:21:20;-27.03
2025-05-08 13:21:19;-15.28
2025-05-08 13:21:18;-0.78
2025-05-08 13:21:17;-81.78
2025-05-08 13:21:16;-65.03
2025-05-08 13:21:15;-55.53
2025-05-08 13:21:14;-48.28
2025-05-08 13:21:13;-2.53
2025-05-08 13:21:12;-8.03
2025-05-08 13:21:11;-71.78
2025-05-08 13:21:10;-5.28
2025-05-08 13:21:09;-65.03
2025-05-08 13:21:08;-0.78
2025-05-08 13:21:07;-56.78
2025-05-08 13:21:06;-82.53
2025-05-08 13:21:05;-47.78
2025-05-08 13:21:04;-4.28
2025-05-08 13:21:03;-45.53
2025-05-08 13:21:02;-74.03
2025-05-08 13:21:01;-57.28
2025-05-08 13:21:00;-69.53
2025-05-08 13:20:59;-52.78
2025-05-08 13:20:58;-52.78
2025-05-08 13:20:57;-66.78
2025-05-08 13:20:56;-98.03
2025-05-08 13:20:55;-90.78
2025-05-08 13:20:54;-40.53
2025-05-08 13:20:53;-99.78
2025-05-08 13:20:52;-31.53
2025-05-08 13:20:51;-36.03
2025-05-08 13:20:50;-0.28
2025-05-08 13:20:49;-7.03
2025-05-08 13:20:48;-26.53
2025-05-08 13:20:47;-17.03
2025-05-08 13:20:46;-57.28
2025-05-08 13:20:45;-90.28
2025-05-08 13:20:44;-83.03
2025-05-08 13:20:43;-45.03
2025-05-08 13:20:42;-68.53
2025-05-08 13:20:41;-98.03
2025-05-08 13:20:40;-83.53
2025-05-08 13:20:39;-85.78
2025-05-08 13:20:38;-78.53
2025-05-08 13:20:37;-86.53
2025-05-08 13:20:36;-44.78
2025-05-08 13:20:35;-38.03
2025-05-08 13:20:34;-96.78
2025-05-08 13:20:33;-78.28
2025-05-08 13:20:32;-11.28
2025-05-08 13:20:31;-64.78
2025-05-08 13:20:30;-9.28
2025-05-08 13:20:29;-23.28
2025-05-08 13:20:28;-28.28
2025-05-08 13:20:27;-99.28
2025-05-08 13:20:26;-95.28
2025-05-08 13:20:25;-80.28
2025-05-08 13:20:24;-33.28
2025-05-08 13:20:23;-80.28
2025-05-08 13:20:22;-2.03
2025-05-08 13:20:21;-73.03
2025-05-08 13:20:20;-54.53
2025-05-08 13:20:19;-77.53
2025-05-08 13:20:18;-94.78
2025-05-08 13:20:17;-11.53
2025-05-08 13:20:16;-64.03
2025-05-08 13:20:15;-59.03
2025-05-08 13:20:14;-35.03
2025-05-08 13:20:13;-3.78
2025-05-08 13:20:12;-21.03
2025-05-08 13:20:11;-73.53
2025-05-08 13:20:10;-30.03
2025-05-08 13:20:09;-1.53
2025-05-08 13:20:08;-37.28
2025-05-08 13:20:07;-54.53
2025-05-08 13:20:06;-94.28
2025-05-08 13:20:05;-49.53
2025-05-08 13:20:04;-26.78
2025-05-08 13:20:03;-0.03
2025-05-08 13:20:02;-19.53
2025-05-08 13:20:01;-16.78
2025-05-08 13:20:00;-92.03
2025-05-08 13:19:59;-25.03
2025-05-08 13:19:58;-13.78
2025-05-08 13:19:57;-84.78
2025-05-08 13:19:56;-65.78
2025-05-08 13:19:55;-4.28
2025-05-08 13:19:54;-97.03
2025-05-08 13:19:53;-27.78
2025-05-08 13:19:52;-20.53
2025-05-08 13:19:51;-44.03
2025-05-08 13:19:50;-22.78
2025-05-08 13:19:49;-18.28
2025-05-08 13:19:48;-32.28
2025-05-08 13:19:47;-68.03
2025-05-08 13:19:46;-44.53
2025-05-08 13:19:45;-83.78
2025-05-08 13:19:44;-83.78
2025-05-08 13:19:43;-47.53
2025-05-08 13:19:42;-52.53
2025-05-08 13:19:41;-86.03
2025-05-08 13:19:40;-12.28
2025-05-08 13:19:39;-57.53
2025-05-08 13:19:38;-15.03
2025-05-08 13:19:37;-98.78
2025-05-08 13:19:36;-81.53
2025-05-08 13:19:35;-6.03
2025-05-08 13:19:34;-77.53
2025-05-08 13:19:33;-80.53
2025-05-08 13:19:32;-0.03
2025-05-08 13:19:31;-37.53
2025-05-08 13:19:30;-17.28
2025-05-08 13:19:29;-30.28
2025-05-08 13:19:28;-1.03
2025-05-08 13:19:27;-36.78
2025-05-08 13:19:26;-47.53
2025-05-08 13:19:25;-0.53
2025-05-08 13:19:24;-91.53
2025-05-08 13:19:23;-98.28
2025-05-08 13:19:22;-15.03
2025-05-08 13:19:21;-0.53
2025-05-08 13:19:20;-17.28
2025-05-08 13:19:19;-29.03
2025-05-08 13:19:18;-33.53
2025-05-08 13:19:17;-50.78
2025-05-08 13:19:16;-86.53
2025-05-08 13:19:15;-48.53
2025-05-08 13:19:14;-38.53
2025-05-08 13:19:13;-1.03
2025-05-08 13:19:12;-74.28
2025-05-08 13:19:11;-58.03
2025-05-08 13:19:10;-93.28
2025-05-08 13:19:09;-20.03
2025-05-08 13:19:08;-45.28
2025-05-08 13:19:07;-96.03
2025-05-08 13:19:06;-35.78
2025-05-08 13:19:05;-41.28
2025-05-08 13:19:04;-31.78
2025-05-08 13:19:03;-22.28
2025-05-08 13:19:02;-72.03
2025-05-08 13:19:01;-98.53
2025-05-08 13:19:00;-82.28
2025-05-08 13:18:59;-94.03
2025-05-08 13:18:58;-37.03
2025-05-08 13:18:57;-5.03
2025-05-08 13:18:56;-48.03
2025-05-08 13:18:55;-14.53
2025-05-08 13:18:54;-86.03
2025-05-08 13:18:53;-58.28
2025-05-08 13:18:52;-84.53
2025-05-08 13:18:51;-8.53
2025-05-08 13:18:50;-28.03
2025-05-08 13:18:49;-4.03
2025-05-08 13:18:48;-9.03
2025-05-08 13:18:47;-61.03
2025-05-08 13:18:46;-43.03
2025-05-08 13:18:45;-4.53
2025-05-08 13:18:44;-71.53
2025-05-08 13:18:43;-2.28
2025-05-08 13:18:42;-76.03
2025-05-08 13:18:41;-23.53
2025-05-08 13:18:40;-23.53
2025-05-08 13:18:39;-47.53
2025-05-08 13:18:38;-28.03
2025-05-08 13:18:37;-49.78
2025-05-08 13:18:36;-71.53
2025-05-08 13:18:35;-80.53
2025-05-08 13:18:34;-19.03
2025-05-08 13:18:33;-21.28
2025-05-08 13:18:32;-71.53
2025-05-08 13:18:31;-90.03
2025-05-08 13:18:30;-90.78
2025-05-08 13:18:29;-77.28
2025-05-08 13:18:28;-79.03
2025-05-08 13:18:27;-58.28
2025-05-08 13:18:26;-15.78
2025-05-08 13:18:25;-73.28
2025-05-08 13:18:24;-92.28
2025-05-08 13:18:23;-37.53
2025-05-08 13:18:22;-4.53
2025-05-08 13:18:21;-56.53
2025-05-08 13:18:20;-20.78
2025-05-08 13:18:19;-28.03
2025-05-08 13:18:18;-42.03
2025-05-08 13:18:17;-9.03
2025-05-08 13:18:16;-63.78
2025-05-08 13:18:15;-9.53
2025-05-08 13:18:14;-33.03
2025-05-08 13:18:13;-56.53
2025-05-08 13:18:12;-32.53
2025-05-08 13:18:11;-99.03
2025-05-08 13:18:10;-72.28
2025-05-08 13:18:09;-77.28
2025-05-08 13:18:08;-96.78
2025-05-08 13:18:07;-85.53
2025-05-08 13:18:06;-72.78
2025-05-08 13:18:05;-27.53
2025-05-08 13:18:04;-11.28
2025-05-08 13:18:03;-71.03
2025-05-08 13:18:02;-75.53
2025-05-08 13:18:01;-95.78
2025-05-08 13:18:00;-27.03
2025-05-08 13:17:59;-81.78
2025-05-08 13:17:58;-35.53
2025-05-08 13:17:57;-9.28
2025-05-08 13:17:56;-44.03
2025-05-08 13:17:55;-9.78
2025-05-08 13:17:54;-84.53
2025-05-08 13:17:53;-70.53
2025-05-08 13:17:52;-63.28
2025-05-08 13:17:51;-20.28
2025-05-08 13:17:50;-65.03
2025-05-08 13:17:49;-70.03
2025-05-08 13:17:48;-58.28
2025-05-08 13:17:47;-3.53
2025-05-08 13:17:46;-84.03
2025-05-08 13:17:45;-46.53
2025-05-08 13:17:44;-44.03
2025-05-08 13:17:43;-13.03
2025-05-08 13:17:42;-19.78
2025-05-08 13:17:41;-91.78
2025-05-08 13:17:40;-77.78
2025-05-08 13:17:39;-57.78
2025-05-08 13:17:38;-22.53
2025-05-08 13:17:37;-96.28
2025-05-08 13:17:36;-65.53
2025-05-08 13:17:35;-75.03
2025-05-08 13:17:34;-90.78
2025-05-08 13:17:33;-87.28
2025-05-08 13:17:32;-53.78
2025-05-08 13:17:31;-27.03
2025-05-08 13:17:30;-19.78
2025-05-08 13:17:29;-17.53
2025-05-08 13:17:28;-13.03
2025-05-08 13:17:27;-46.03
2025-05-08 13:17:26;-70.78
2025-05-08 13:17:25;-50.03
2025-05-08 13:17:24;-90.28
2025-05-08 13:17:23;-23.28
2025-05-08 13:17:22;-33.78
2025-05-08 13:17:21;-14.78
2025-05-08 13:17:20;-34.28
2025-05-08 13:17:19;-45.53
2025-05-08 13:17:18;-8.03
2025-05-08 13:17:17;-22.03
2025-05-08 13:17:16;-62.78
2025-05-08 13:17:15;-70.03
2025-05-08 13:17:14;-29.28
2025-05-08 13:17:13;-26.03
2025-05-08 13:17:12;-0.78
2025-05-08 13:17:11;-27.03
2025-05-08 13:17:10;-87.53
2025-05-08 13:17:09;-37.78
2025-05-08 13:17:08;-71.28
2025-05-08 13:17:07;-94.78
2025-05-08 13:17:06;-18.78
2025-05-08 13:17:05;-75.78
2025-05-08 13:17:04;-25.53
2025-05-08 13:17:03;-99.28
2025-05-08 13:17:02;-5.28
2025-05-08 13:17:01;-83.53
2025-05-08 13:17:00;-28.78
2025-05-08 13:16:59;-48.28
2025-05-08 13:16:58;-48.28
2025-05-08 13:16:57;-43.28
2025-05-08 13:16:56;-86.28
2025-05-08 13:16:55;-77.03
2025-05-08 13:16:54;-90.28
2025-05-08 13:16:53;-84.28
2025-05-08 13:16:52;-80.78
2025-05-08 13:16:51;-68.03
2025-05-08 13:16:50;-42.78
2025-05-08 13:16:49;-47.78
2025-05-08 13:16:48;-45.53
2025-05-08 13:16:47;-42.78
2025-05-08 13:16:46;-9.78
2025-05-08 13:16:45;-28.78
2025-05-08 13:16:44;-33.28
2025-05-08 13:16:43;-99.78
2025-05-08 13:16:42;-69.03
2025-05-08 13:16:41;-40.53
2025-05-08 13:16:40;-9.28
2025-05-08 13:16:39;-30.53
2025-05-08 13:16:38;-30.53
2025-05-08 13:16:37;-45.03
2025-05-08 13:16:36;-12.03
2025-05-08 13:16:35;-42.78
2025-05-08 13:16:34;-7.03
2025-05-08 13:16:33;-61.78
2025-05-08 13:16:32;-12.03
2025-05-08 13:16:31;-97.53
2025-05-08 13:16:30;-23.78
2025-05-08 13:16:29;-92.53
2025-05-08 13:16:28;-73.53
2025-05-08 13:16:27;-14.28
2025-05-08 13:16:26;-30.53
2025-05-08 13:16:25;-97.53
2025-05-08 13:16:24;-68.53
2025-05-08 13:16:23;-29.53
2025-05-08 13:16:22;-17.28
2025-05-08 13:16:21;-82.03
2025-05-08 13:16:20;-19.53
2025-05-08 13:16:19;-78.03
2025-05-08 13:16:18;-25.53
2025-05-08 13:16:17;-58.03
2025-05-08 13:16:16;-15.03
2025-05-08 13:16:15;-79.28
2025-05-08 13:16:14;-77.03
2025-05-08 13:16:13;-15.53
2025-05-08 13:16:12;-8.28
2025-05-08 13:16:11;-58.03
2025-05-08 13:16:10;-68.53
2025-05-08 13:16:09;-61.28
2025-05-08 13:16:08;-6.03
2025-05-08 13:16:07;-37.28
2025-05-08 13:16:06;-37.28
2025-05-08 13:16:05;-80.28
2025-05-08 13:16:04;-97.03
2025-05-08 13:16:03;-73.53
2025-05-08 13:16:02;-92.03
2025-05-08 13:16:01;-99.28
2025-05-08 13:16:00;-6.53
2025-05-08 13:15:59;-68.03
2025-05-08 13:15:58;-54.03
2025-05-08 13:15:57;-78.03
2025-05-08 13:15:56;-79.28
2025-05-08 13:15:55;-97.03
2025-05-08 13:15:54;-61.28
2025-05-08 13:15:53;-96.53
2025-05-08 13:15:52;-64.28
2025-05-08 13:15:51;-28.03
2025-05-08 13:15:50;-88.28
2025-05-08 13:15:49;-17.28
2025-05-08 13:15:48;-62.03
2025-05-08 13:15:47;-41.78
2025-05-08 13:15:46;-15.53
2025-05-08 13:15:45;-98.78
2025-05-08 13:15:44;-82.03
2025-05-08 13:15:43;-91.53
2025-05-08 13:15:42;-74.78
2025-05-08 13:15:41;-50.78
2025-05-08 13:15:40;-20.53
2025-05-08 13:15:39;-44.03
2025-05-08 13:15:38;-65.28
2025-05-08 13:15:37;-96.03
2025-05-08 13:15:36;-60.28
2025-05-08 13:15:35;-1.03
2025-05-08 13:15:34;-25.03
2025-05-08 13:15:33;-65.28
2025-05-08 13:15:32;-46.28
2025-05-08 13:15:31;-65.28
2025-05-08 13:15:30;-57.53
2025-05-08 13:15:29;-36.28
2025-05-08 13:15:28;-98.78
2025-05-08 13:15:27;-86.53
2025-05-08 13:15:26;-40.28
2025-05-08 13:15:25;-54.78
2025-05-08 13:15:24;-81.03
2025-05-08 13:15:23;-6.78
2025-05-08 13:15:22;-35.78
2025-05-08 13:15:21;-31.28
2025-05-08 13:15:20;-41.53
2025-05-08 13:15:19;-34.28
2025-05-08 13:15:18;-63.28
2025-05-08 13:15:17;-92.28
2025-05-08 13:15:16;-5.03
2025-05-08 13:15:15;-76.53
2025-05-08 13:15:14;-97.78
2025-05-08 13:15:13;-69.78
2025-05-08 13:15:12;-53.03
2025-05-08 13:15:11;-50.28
2025-05-08 13:15:10;-43.53
2025-05-08 13:15:09;-26.78
2025-05-08 13:15:08;-98.28
2025-05-08 13:15:07;-64.78
2025-05-08 13:15:06;-21.78
2025-05-08 13:15:05;-64.78
2025-05-08 13:15:04;-22.28
2025-05-08 13:15:03;-17.28
2025-05-08 13:15:02;-14.53
2025-05-08 13:15:01;-96.03
2025-05-08 13:15:00;-12.28
2025-05-08 13:14:59;-55.28
2025-05-08 13:14:58;-74.28
2025-05-08 13:14:57;-33.53
2025-05-08 13:14:56;-95.03
2025-05-08 13:14:55;-90.53
2025-05-08 13:14:54;-74.28
2025-05-08 13:14:53;-64.78
2025-05-08 13:14:52;-21.78
2025-05-08 13:14:51;-76.53
2025-05-08 13:14:50;-93.28
2025-05-08 13:14:49;-15.78
2025-05-08 13:14:48;-70.53
2025-05-08 13:14:47;-58.78
2025-05-08 13:14:46;-3.03
2025-05-08 13:14:45;-20.28
2025-05-08 13:14:44;-9.53
2025-05-08 13:14:43;-40.28
2025-05-08 13:14:42;-11.78
2025-05-08 13:14:41;-71.53
2025-05-08 13:14:40;-14.03
2025-05-08 13:14:39;-26.28
2025-05-08 13:14:38;-45.28
2025-05-08 13:14:37;-59.28
2025-05-08 13:14:36;-52.53
2025-05-08 13:14:35;-47.53
2025-05-08 13:14:34;-72.78
2025-05-08 13:14:33;-23.03
2025-05-08 13:14:32;-84.53
2025-05-08 13:14:31;-32.03
2025-05-08 13:14:30;-58.28
2025-05-08 13:14:29;-75.03
