Fecha y Hora;PIT-8012 - Presión Caldera HE-801
2025-05-08 13:20:27;72.72
2025-05-08 13:20:26;57.72
2025-05-08 13:20:25;27.47
2025-05-08 13:20:24;29.72
2025-05-08 13:20:23;36.97
2025-05-08 13:20:22;69.97
2025-05-08 13:20:21;8.47
2025-05-08 13:20:20;67.72
2025-05-08 13:20:19;77.72
2025-05-08 13:20:18;67.72
2025-05-08 13:20:17;31.97
2025-05-08 13:20:16;70.47
2025-05-08 13:20:15;32.47
2025-05-08 13:20:14;99.47
2025-05-08 13:20:13;68.22
2025-05-08 13:20:12;50.97
2025-05-08 13:20:11;91.72
2025-05-08 13:20:10;68.72
2025-05-08 13:20:09;41.97
2025-05-08 13:20:08;15.72
2025-05-08 13:20:07;98.47
2025-05-08 13:20:06;77.72
2025-05-08 13:20:05;74.22
2025-05-08 13:20:04;18.97
2025-05-08 13:20:03;98.22
2025-05-08 13:20:02;52.47
2025-05-08 13:20:01;66.97
2025-05-08 13:20:00;44.22
2025-05-08 13:19:59;11.22
2025-05-08 13:19:58;75.47
2025-05-08 13:19:57;34.72
2025-05-08 13:19:56;54.22
2025-05-08 13:19:55;6.22
2025-05-08 13:19:54;41.97
2025-05-08 13:19:53;84.97
2025-05-08 13:19:52;78.22
2025-05-08 13:19:51;44.72
2025-05-08 13:19:50;54.22
2025-05-08 13:19:49;27.97
2025-05-08 13:19:48;97.22
2025-05-08 13:19:47;49.22
2025-05-08 13:19:46;45.22
2025-05-08 13:19:45;66.97
2025-05-08 13:19:44;52.47
2025-05-08 13:19:43;95.97
2025-05-08 13:19:42;98.22
2025-05-08 13:19:41;21.72
2025-05-08 13:19:40;62.47
2025-05-08 13:19:39;40.72
2025-05-08 13:19:38;23.97
2025-05-08 13:19:37;85.47
2025-05-08 13:19:36;64.22
2025-05-08 13:19:35;56.47
2025-05-08 13:19:34;37.97
2025-05-08 13:19:33;36.72
2025-05-08 13:19:32;41.22
2025-05-08 13:19:31;22.72
2025-05-08 13:19:30;52.47
2025-05-08 13:19:29;96.97
2025-05-08 13:19:28;99.97
2025-05-08 13:19:27;25.72
2025-05-08 13:19:26;88.72
2025-05-08 13:19:25;80.97
2025-05-08 13:19:24;7.22
2025-05-08 13:19:23;18.97
2025-05-08 13:19:22;9.97
2025-05-08 13:19:21;18.97
2025-05-08 13:19:20;23.97
2025-05-08 13:19:19;26.22
2025-05-08 13:19:18;90.97
2025-05-08 13:19:17;28.47
2025-05-08 13:19:16;49.72
2025-05-08 13:19:15;80.97
2025-05-08 13:19:14;31.22
2025-05-08 13:19:13;99.97
2025-05-08 13:19:12;78.72
2025-05-08 13:19:11;78.72
2025-05-08 13:19:10;78.72
2025-05-08 13:19:09;23.97
2025-05-08 13:19:08;0.47
2025-05-08 13:19:07;33.47
2025-05-08 13:19:06;55.22
2025-05-08 13:19:05;2.72
2025-05-08 13:19:04;13.97
2025-05-08 13:19:03;9.47
2025-05-08 13:19:02;20.97
2025-05-08 13:19:01;54.47
2025-05-08 13:19:00;80.22
2025-05-08 13:18:59;75.72
2025-05-08 13:18:58;51.72
2025-05-08 13:18:57;98.22
2025-05-08 13:18:56;26.72
2025-05-08 13:18:55;34.47
2025-05-08 13:18:54;32.22
2025-05-08 13:18:53;15.97
2025-05-08 13:18:52;96.97
2025-05-08 13:18:51;53.97
2025-05-08 13:18:50;29.97
2025-05-08 13:18:49;39.47
2025-05-08 13:18:48;62.97
2025-05-08 13:18:47;29.97
2025-05-08 13:18:46;24.47
2025-05-08 13:18:45;57.97
2025-05-08 13:18:44;17.22
2025-05-08 13:18:43;33.97
2025-05-08 13:18:42;5.47
2025-05-08 13:18:41;31.72
2025-05-08 13:18:40;70.22
2025-05-08 13:18:39;52.97
2025-05-08 13:18:38;53.47
2025-05-08 13:18:37;60.22
2025-05-08 13:18:36;83.72
2025-05-08 13:18:35;48.47
2025-05-08 13:18:34;36.72
2025-05-08 13:18:33;71.97
2025-05-08 13:18:32;93.72
2025-05-08 13:18:31;53.97
2025-05-08 13:18:30;90.72
2025-05-08 13:18:29;42.22
2025-05-08 13:18:28;81.22
2025-05-08 13:18:27;25.97
2025-05-08 13:18:26;11.47
2025-05-08 13:18:25;27.72
2025-05-08 13:18:24;39.47
2025-05-08 13:18:23;32.22
2025-05-08 13:18:22;31.72
2025-05-08 13:18:21;91.97
2025-05-08 13:18:20;5.97
2025-05-08 13:18:19;72.47
2025-05-08 13:18:18;65.72
2025-05-08 13:18:17;15.47
2025-05-08 13:18:16;34.47
2025-05-08 13:18:15;98.72
2025-05-08 13:18:14;75.22
2025-05-08 13:18:13;79.72
2025-05-08 13:18:12;42.22
2025-05-08 13:18:11;56.22
2025-05-08 13:18:10;47.72
2025-05-08 13:18:09;4.22
2025-05-08 13:18:08;39.97
2025-05-08 13:18:07;62.97
2025-05-08 13:18:06;82.97
2025-05-08 13:18:05;46.72
2025-05-08 13:18:04;43.97
2025-05-08 13:18:03;54.47
2025-05-08 13:18:02;35.47
2025-05-08 13:18:01;38.22
2025-05-08 13:18:00;1.97
2025-05-08 13:17:59;5.72
2025-05-08 13:17:58;10.22
2025-05-08 13:17:57;31.97
2025-05-08 13:17:56;30.22
2025-05-08 13:17:55;95.72
2025-05-08 13:17:54;35.47
2025-05-08 13:17:53;56.22
2025-05-08 13:17:52;53.97
2025-05-08 13:17:51;42.72
2025-05-08 13:17:50;57.22
2025-05-08 13:17:49;77.97
2025-05-08 13:17:48;49.47
2025-05-08 13:17:47;63.97
2025-05-08 13:17:46;35.47
2025-05-08 13:17:45;82.97
2025-05-08 13:17:44;87.72
2025-05-08 13:17:43;44.97
2025-05-08 13:17:42;33.22
2025-05-08 13:17:41;90.22
2025-05-08 13:17:40;34.97
2025-05-08 13:17:39;90.72
2025-05-08 13:17:38;23.22
2025-05-08 13:17:37;94.72
2025-05-08 13:17:36;87.47
2025-05-08 13:17:35;71.22
2025-05-08 13:17:34;73.97
2025-05-08 13:17:33;9.22
2025-05-08 13:17:32;25.47
2025-05-08 13:17:31;44.97
2025-05-08 13:17:30;35.97
2025-05-08 13:17:29;64.47
2025-05-08 13:17:28;80.22
2025-05-08 13:17:27;15.72
2025-05-08 13:17:26;55.97
2025-05-08 13:17:25;55.47
2025-05-08 13:17:24;27.47
2025-05-08 13:17:23;15.72
2025-05-08 13:17:22;49.97
2025-05-08 13:17:21;21.47
2025-05-08 13:17:20;38.22
2025-05-08 13:17:19;71.72
2025-05-08 13:17:18;21.47
2025-05-08 13:17:17;90.72
2025-05-08 13:17:16;54.97
2025-05-08 13:17:15;19.22
2025-05-08 13:17:14;44.97
2025-05-08 13:17:13;81.72
2025-05-08 13:17:12;73.97
2025-05-08 13:17:11;83.97
2025-05-08 13:17:10;12.97
2025-05-08 13:17:09;34.22
2025-05-08 13:17:08;74.47
2025-05-08 13:17:07;1.22
2025-05-08 13:17:06;13.47
2025-05-08 13:17:05;77.72
2025-05-08 13:17:04;22.47
2025-05-08 13:17:03;3.97
2025-05-08 13:17:02;21.97
2025-05-08 13:17:01;45.47
2025-05-08 13:17:00;29.22
2025-05-08 13:16:59;14.72
2025-05-08 13:16:58;81.22
2025-05-08 13:16:57;66.72
2025-05-08 13:16:56;69.47
2025-05-08 13:16:55;30.72
2025-05-08 13:16:54;67.72
2025-05-08 13:16:53;78.22
2025-05-08 13:16:52;36.97
2025-05-08 13:16:51;58.72
2025-05-08 13:16:50;7.97
2025-05-08 13:16:49;72.22
2025-05-08 13:16:48;34.22
2025-05-08 13:16:47;83.97
2025-05-08 13:16:46;50.47
2025-05-08 13:16:45;19.72
2025-05-08 13:16:44;57.72
2025-05-08 13:16:43;83.97
2025-05-08 13:16:42;36.47
2025-05-08 13:16:41;97.97
2025-05-08 13:16:40;98.47
2025-05-08 13:16:39;79.47
2025-05-08 13:16:38;50.97
2025-05-08 13:16:37;31.97
2025-05-08 13:16:36;88.47
2025-05-08 13:16:35;12.47
2025-05-08 13:16:34;12.97
2025-05-08 13:16:33;45.97
2025-05-08 13:16:32;21.97
2025-05-08 13:16:31;31.47
2025-05-08 13:16:30;12.47
2025-05-08 13:16:29;60.97
2025-05-08 13:16:28;44.22
2025-05-08 13:16:27;29.22
2025-05-08 13:16:26;32.47
2025-05-08 13:16:25;67.72
2025-05-08 13:16:24;62.47
2025-05-08 13:16:23;25.72
2025-05-08 13:16:22;90.97
2025-05-08 13:16:21;44.72
2025-05-08 13:16:20;12.22
2025-05-08 13:16:19;54.22
2025-05-08 13:16:18;47.47
2025-05-08 13:16:17;94.97
2025-05-08 13:16:16;75.97
2025-05-08 13:16:15;18.97
2025-05-08 13:16:14;90.47
2025-05-08 13:16:13;4.47
2025-05-08 13:16:12;27.97
2025-05-08 13:16:11;42.47
2025-05-08 13:16:10;44.22
2025-05-08 13:16:09;77.72
2025-05-08 13:16:08;49.22
2025-05-08 13:16:07;8.47
2025-05-08 13:16:06;1.72
2025-05-08 13:16:05;3.47
2025-05-08 13:16:04;58.22
2025-05-08 13:16:03;65.47
2025-05-08 13:16:02;97.22
2025-05-08 13:16:01;58.72
2025-05-08 13:16:00;68.22
2025-05-08 13:15:59;70.47
2025-05-08 13:15:58;46.97
2025-05-08 13:15:57;30.22
2025-05-08 13:15:56;26.22
2025-05-08 13:15:55;75.47
2025-05-08 13:15:54;1.72
2025-05-08 13:15:53;21.72
2025-05-08 13:15:52;10.47
2025-05-08 13:15:51;36.72
2025-05-08 13:15:50;31.72
2025-05-08 13:15:49;47.97
2025-05-08 13:15:48;83.72
2025-05-08 13:15:47;68.72
2025-05-08 13:15:46;75.47
2025-05-08 13:15:45;73.72
2025-05-08 13:15:44;45.22
2025-05-08 13:15:43;83.22
2025-05-08 13:15:42;32.97
2025-05-08 13:15:41;30.72
2025-05-08 13:15:40;87.72
2025-05-08 13:15:39;99.47
2025-05-08 13:15:38;70.97
2025-05-08 13:15:37;21.22
2025-05-08 13:15:36;59.72
2025-05-08 13:15:35;11.22
2025-05-08 13:15:34;75.97
2025-05-08 13:15:33;51.97
2025-05-08 13:15:32;16.72
2025-05-08 13:15:31;85.47
2025-05-08 13:15:30;7.22
2025-05-08 13:15:29;47.47
2025-05-08 13:15:28;3.97
2025-05-08 13:15:27;64.72
2025-05-08 13:15:26;79.22
2025-05-08 13:15:25;55.22
2025-05-08 13:15:24;45.72
2025-05-08 13:15:23;29.47
2025-05-08 13:15:22;76.47
2025-05-08 13:15:21;58.97
2025-05-08 13:15:20;4.22
2025-05-08 13:15:19;23.72
2025-05-08 13:15:18;42.22
2025-05-08 13:15:17;1.47
2025-05-08 13:15:16;59.72
2025-05-08 13:15:15;41.22
2025-05-08 13:15:14;66.97
2025-05-08 13:15:13;90.47
2025-05-08 13:15:12;40.22
2025-05-08 13:15:11;57.97
2025-05-08 13:15:10;47.47
2025-05-08 13:15:09;90.97
2025-05-08 13:15:08;94.97
2025-05-08 13:15:07;40.72
2025-05-08 13:15:06;86.47
2025-05-08 13:15:05;52.47
2025-05-08 13:15:04;52.47
2025-05-08 13:15:03;45.72
2025-05-08 13:15:02;93.72
2025-05-08 13:15:01;33.47
2025-05-08 13:15:00;85.97
2025-05-08 13:14:59;95.47
2025-05-08 13:14:58;16.72
2025-05-08 13:14:57;83.72
2025-05-08 13:14:56;3.72
2025-05-08 13:14:55;14.97
2025-05-08 13:14:54;78.72
2025-05-08 13:14:53;55.22
2025-05-08 13:14:52;90.97
2025-05-08 13:14:51;74.22
2025-05-08 13:14:50;56.22
2025-05-08 13:14:49;28.22
2025-05-08 13:14:48;84.72
2025-05-08 13:14:47;72.97
2025-05-08 13:14:46;14.22
2025-05-08 13:14:45;63.47
2025-05-08 13:14:44;0.47
2025-05-08 13:14:43;60.72
2025-05-08 13:14:42;24.47
2025-05-08 13:14:41;28.97
2025-05-08 13:14:40;88.72
2025-05-08 13:14:39;3.22
2025-05-08 13:14:38;48.47
2025-05-08 13:14:37;74.72
2025-05-08 13:14:36;86.47
2025-05-08 13:14:35;42.22
2025-05-08 13:14:34;84.72
2025-05-08 13:14:33;46.72
2025-05-08 13:14:32;94.72
2025-05-08 13:14:31;47.22
2025-05-08 13:14:30;32.72
2025-05-08 13:14:29;82.97
2025-05-08 13:14:28;37.22
2025-05-08 13:14:27;15.97
2025-05-08 13:14:26;77.47
2025-05-08 13:14:25;32.22
2025-05-08 13:14:24;46.22
2025-05-08 13:14:23;13.22
2025-05-08 13:14:22;94.22
2025-05-08 13:14:21;10.47
2025-05-08 13:14:20;96.47
