Fecha y Hora;CV-3023 - Válvula control presión entrada R-303
2025-05-08 13:25:02;-19.33
2025-05-08 13:25:01;10.63
2025-05-08 13:25:00;-64.58
2025-05-08 13:24:59;-21.58
2025-05-08 13:24:58;96.13
2025-05-08 13:24:57;-59.58
2025-05-08 13:24:56;67.63
2025-05-08 13:24:55;58.13
2025-05-08 13:24:54;-35.08
2025-05-08 13:24:53;-78.08
2025-05-08 13:24:52;-68.58
2025-05-08 13:24:51;-37.83
2025-05-08 13:24:50;-65.83
2025-05-08 13:24:49;-33.33
2025-05-08 13:24:48;-35.58
2025-05-08 13:24:47;-41.33
2025-05-08 13:24:46;-87.58
2025-05-08 13:24:45;-15.08
2025-05-08 13:24:44;-83.08
2025-05-08 13:24:43;-12.08
2025-05-08 13:24:42;-31.08
2025-05-08 13:24:41;-66.83
2025-05-08 13:24:40;-45.58
2025-05-08 13:24:39;-23.83
2025-05-08 13:24:38;-78.08
2025-05-08 13:24:37;-45.08
2025-05-08 13:24:36;-36.08
2025-05-08 13:24:35;-95.33
2025-05-08 13:24:34;-35.58
2025-05-08 13:24:33;-71.33
2025-05-08 13:24:32;-9.33
2025-05-08 13:24:31;-83.58
2025-05-08 13:24:30;-71.33
2025-05-08 13:24:29;-33.33
2025-05-08 13:24:28;-42.83
2025-05-08 13:24:27;-6.58
2025-05-08 13:24:26;-45.08
2025-05-08 13:24:25;-32.83
2025-05-08 13:24:24;-30.58
2025-05-08 13:24:23;-63.58
2025-05-08 13:24:22;-68.58
2025-05-08 13:24:21;-47.33
2025-05-08 13:24:20;-49.08
2025-05-08 13:24:19;-32.83
2025-05-08 13:24:18;-54.08
2025-05-08 13:24:17;-13.83
2025-05-08 13:24:16;-7.33
2025-05-08 13:24:15;-24.08
2025-05-08 13:24:14;-38.58
2025-05-08 13:24:13;-23.33
2025-05-08 13:24:12;-23.33
2025-05-08 13:24:11;-8.83
2025-05-08 13:24:10;-59.08
2025-05-08 13:24:09;-63.58
2025-05-08 13:24:08;-44.58
2025-05-08 13:24:07;-66.33
2025-05-08 13:24:06;-82.58
2025-05-08 13:24:05;-16.08
2025-05-08 13:24:04;-8.83
2025-05-08 13:24:03;-32.83
2025-05-08 13:24:02;-67.58
2025-05-08 13:24:01;-53.08
2025-05-08 13:24:00;-29.08
2025-05-08 13:23:59;-50.83
2025-05-08 13:23:58;-79.83
2025-05-08 13:23:57;-78.08
2025-05-08 13:23:56;-13.33
2025-05-08 13:23:55;-35.08
2025-05-08 13:23:54;-56.33
2025-05-08 13:23:53;-54.08
2025-05-08 13:23:52;-87.83
2025-05-08 13:23:51;-84.83
2025-05-08 13:23:50;-63.58
2025-05-08 13:23:49;-36.83
2025-05-08 13:23:48;-58.58
2025-05-08 13:23:47;-6.08
2025-05-08 13:23:46;-13.33
2025-05-08 13:23:45;-82.58
2025-05-08 13:23:44;-16.33
2025-05-08 13:23:43;-50.83
2025-05-08 13:23:42;-16.33
2025-05-08 13:23:41;-8.33
2025-05-08 13:23:40;-55.83
2025-05-08 13:23:39;-44.08
2025-05-08 13:23:38;-70.33
2025-05-08 13:23:37;-44.08
2025-05-08 13:23:36;-31.83
2025-05-08 13:23:35;-74.83
2025-05-08 13:23:34;-84.33
2025-05-08 13:23:33;-96.08
2025-05-08 13:23:32;-79.83
2025-05-08 13:23:31;-46.33
2025-05-08 13:23:30;-96.58
2025-05-08 13:23:29;-67.58
2025-05-08 13:23:28;-79.83
2025-05-08 13:23:27;-70.33
2025-05-08 13:23:26;-91.58
2025-05-08 13:23:25;-31.83
2025-05-08 13:23:24;-8.33
2025-05-08 13:23:23;-77.08
2025-05-08 13:23:22;-74.83
2025-05-08 13:23:21;-79.33
2025-05-08 13:23:20;-34.58
2025-05-08 13:23:19;-98.33
2025-05-08 13:23:18;-74.33
2025-05-08 13:23:17;-84.33
2025-05-08 13:23:16;-43.58
2025-05-08 13:23:15;-38.58
2025-05-08 13:23:14;-93.33
2025-05-08 13:23:13;-5.58
2025-05-08 13:23:12;-59.33
2025-05-08 13:23:11;-19.08
2025-05-08 13:23:10;-14.83
2025-05-08 13:23:09;-49.83
2025-05-08 13:23:08;-87.83
2025-05-08 13:23:07;-14.08
2025-05-08 13:23:06;-57.58
2025-05-08 13:23:05;-90.58
2025-05-08 13:23:04;-88.33
2025-05-08 13:23:03;-19.08
2025-05-08 13:23:02;-57.58
2025-05-08 13:23:01;-12.33
2025-05-08 13:23:00;-83.33
2025-05-08 13:22:59;-33.58
2025-05-08 13:22:58;-78.83
2025-05-08 13:22:57;-67.08
2025-05-08 13:22:56;-19.08
2025-05-08 13:22:55;-40.83
2025-05-08 13:22:54;-26.33
2025-05-08 13:22:53;-4.58
2025-05-08 13:22:52;-73.83
2025-05-08 13:22:51;-43.08
2025-05-08 13:22:50;-21.33
2025-05-08 13:22:49;-57.58
2025-05-08 13:22:48;-57.58
2025-05-08 13:22:47;-90.58
2025-05-08 13:22:46;-86.08
2025-05-08 13:22:45;-33.08
2025-05-08 13:22:44;-38.08
2025-05-08 13:22:43;-7.33
2025-05-08 13:22:42;-95.58
2025-05-08 13:22:41;-5.83
2025-05-08 13:22:40;-28.08
2025-05-08 13:22:39;-55.58
2025-05-08 13:22:38;-54.83
2025-05-08 13:22:37;-52.08
2025-05-08 13:22:36;-97.33
2025-05-08 13:22:35;-6.83
2025-05-08 13:22:34;-30.83
2025-05-08 13:22:33;-95.08
2025-05-08 13:22:32;-24.08
2025-05-08 13:22:31;-25.83
2025-05-08 13:22:30;-32.08
2025-05-08 13:22:29;-57.08
2025-05-08 13:22:28;-35.83
2025-05-08 13:22:27;-87.83
2025-05-08 13:22:26;-52.08
2025-05-08 13:22:25;-80.58
2025-05-08 13:22:24;-76.08
2025-05-08 13:22:23;-90.08
2025-05-08 13:22:22;-4.08
2025-05-08 13:22:21;-71.08
2025-05-08 13:22:20;-19.08
2025-05-08 13:22:19;-85.58
2025-05-08 13:22:18;-56.08
2025-05-08 13:22:17;-15.83
2025-05-08 13:22:16;-67.83
2025-05-08 13:22:15;-57.83
2025-05-08 13:22:14;-32.58
2025-05-08 13:22:13;-92.33
2025-05-08 13:22:12;-56.08
2025-05-08 13:22:11;-6.33
2025-05-08 13:22:10;-9.08
2025-05-08 13:22:09;-81.33
2025-05-08 13:22:08;-88.58
2025-05-08 13:22:07;-17.58
2025-05-08 13:22:06;-1.33
2025-05-08 13:22:05;-54.33
2025-05-08 13:22:04;-82.83
2025-05-08 13:22:03;-23.08
2025-05-08 13:22:02;-1.83
2025-05-08 13:22:01;-58.33
2025-05-08 13:22:00;-56.08
2025-05-08 13:21:59;-63.33
2025-05-08 13:21:58;-58.83
2025-05-08 13:21:57;-68.33
2025-05-08 13:21:56;-32.58
2025-05-08 13:21:55;-68.33
2025-05-08 13:21:54;-65.58
2025-05-08 13:21:53;-44.33
2025-05-08 13:21:52;-4.08
2025-05-08 13:21:51;-18.08
2025-05-08 13:21:50;-91.83
2025-05-08 13:21:49;-77.83
2025-05-08 13:21:48;-41.58
2025-05-08 13:21:47;-63.33
2025-05-08 13:21:46;-37.08
2025-05-08 13:21:45;-72.83
2025-05-08 13:21:44;-99.08
2025-05-08 13:21:43;-82.33
2025-05-08 13:21:42;-1.33
2025-05-08 13:21:41;-18.08
2025-05-08 13:21:40;-6.33
2025-05-08 13:21:39;-98.58
2025-05-08 13:21:38;-38.33
2025-05-08 13:21:37;-2.08
2025-05-08 13:21:36;-52.33
2025-05-08 13:21:35;-84.58
2025-05-08 13:21:34;-76.83
2025-05-08 13:21:33;-31.58
2025-05-08 13:21:32;-32.08
2025-05-08 13:21:31;-37.08
2025-05-08 13:21:30;-17.58
2025-05-08 13:21:29;-38.83
2025-05-08 13:21:28;-46.08
2025-05-08 13:21:27;-33.33
2025-05-08 13:21:26;-21.08
2025-05-08 13:21:25;-80.83
2025-05-08 13:21:24;-52.33
2025-05-08 13:21:23;-50.08
2025-05-08 13:21:22;-17.58
2025-05-08 13:21:21;-74.58
2025-05-08 13:21:20;-94.08
2025-05-08 13:21:19;-0.83
2025-05-08 13:21:18;-79.08
2025-05-08 13:21:17;-5.33
2025-05-08 13:21:16;-50.58
2025-05-08 13:21:15;-9.83
2025-05-08 13:21:14;-5.33
2025-05-08 13:21:13;-55.58
2025-05-08 13:21:12;-2.58
2025-05-08 13:21:11;-83.58
2025-05-08 13:21:10;-36.58
2025-05-08 13:21:09;-3.08
2025-05-08 13:21:08;-12.08
2025-05-08 13:21:07;-26.58
2025-05-08 13:21:06;-13.83
2025-05-08 13:21:05;-11.08
2025-05-08 13:21:04;-77.58
2025-05-08 13:21:03;-95.83
2025-05-08 13:21:02;-95.33
2025-05-08 13:21:01;-33.33
2025-05-08 13:21:00;-45.58
2025-05-08 13:20:59;-5.33
2025-05-08 13:20:58;-90.83
2025-05-08 13:20:57;-76.33
2025-05-08 13:20:56;-86.33
2025-05-08 13:20:55;-88.08
2025-05-08 13:20:54;-85.83
2025-05-08 13:20:53;-50.08
2025-05-08 13:20:52;-45.08
2025-05-08 13:20:51;-47.83
2025-05-08 13:20:50;-36.08
2025-05-08 13:20:49;-26.58
2025-05-08 13:20:48;-78.58
2025-05-08 13:20:47;-42.83
2025-05-08 13:20:46;-78.58
2025-05-08 13:20:45;-80.83
2025-05-08 13:20:44;-47.33
2025-05-08 13:20:43;-12.08
2025-05-08 13:20:42;-35.58
2025-05-08 13:20:41;-97.58
2025-05-08 13:20:40;-7.08
2025-05-08 13:20:39;-83.08
2025-05-08 13:20:38;-50.08
2025-05-08 13:20:37;-26.08
2025-05-08 13:20:36;-33.33
2025-05-08 13:20:35;-82.83
2025-05-08 13:20:34;-87.83
2025-05-08 13:20:33;-61.08
2025-05-08 13:20:32;-77.08
2025-05-08 13:20:31;-74.33
2025-05-08 13:20:30;-80.83
2025-05-08 13:20:29;-35.08
2025-05-08 13:20:28;-61.33
2025-05-08 13:20:27;-59.08
2025-05-08 13:20:26;-56.83
2025-05-08 13:20:25;-47.33
2025-05-08 13:20:24;-21.08
2025-05-08 13:20:23;-16.08
2025-05-08 13:20:22;-80.33
2025-05-08 13:20:21;-85.33
2025-05-08 13:20:20;-7.08
2025-05-08 13:20:19;-18.83
2025-05-08 13:20:18;-99.33
2025-05-08 13:20:17;-54.08
2025-05-08 13:20:16;-32.83
2025-05-08 13:20:15;-80.33
2025-05-08 13:20:14;-63.58
2025-05-08 13:20:13;-68.58
2025-05-08 13:20:12;-21.08
2025-05-08 13:20:11;-27.83
2025-05-08 13:20:10;-37.33
2025-05-08 13:20:09;-92.58
2025-05-08 13:20:08;-35.08
2025-05-08 13:20:07;-1.58
2025-05-08 13:20:06;-61.33
2025-05-08 13:20:05;-6.58
2025-05-08 13:20:04;-20.58
2025-05-08 13:20:03;-0.08
2025-05-08 13:20:02;-77.08
2025-05-08 13:20:01;-33.08
2025-05-08 13:20:00;-87.08
2025-05-08 13:19:59;-94.33
2025-05-08 13:19:58;-46.83
2025-05-08 13:19:57;-6.08
2025-05-08 13:19:56;-36.83
2025-05-08 13:19:55;-22.83
2025-05-08 13:19:54;-98.83
2025-05-08 13:19:53;-41.83
2025-05-08 13:19:52;-44.58
2025-05-08 13:19:51;-32.33
2025-05-08 13:19:50;-84.83
2025-05-08 13:19:49;-5.58
2025-05-08 13:19:48;-5.58
2025-05-08 13:19:47;-70.33
2025-05-08 13:19:46;-63.08
2025-05-08 13:19:45;-11.08
2025-05-08 13:19:44;-12.83
2025-05-08 13:19:43;-59.83
2025-05-08 13:19:42;-83.33
2025-05-08 13:19:41;-50.33
2025-05-08 13:19:40;-0.58
2025-05-08 13:19:39;-43.58
2025-05-08 13:19:38;-39.58
2025-05-08 13:19:37;-62.58
2025-05-08 13:19:36;-81.58
2025-05-08 13:19:35;-72.58
2025-05-08 13:19:34;-65.33
2025-05-08 13:19:33;-77.08
2025-05-08 13:19:32;-71.08
2025-05-08 13:19:31;-76.08
2025-05-08 13:19:30;-14.08
2025-05-08 13:19:29;-93.33
2025-05-08 13:19:28;-36.83
2025-05-08 13:19:27;-29.08
2025-05-08 13:19:26;-88.83
2025-05-08 13:19:25;-0.58
2025-05-08 13:19:24;-48.58
2025-05-08 13:19:23;-20.08
2025-05-08 13:19:22;-69.83
2025-05-08 13:19:21;-76.58
2025-05-08 13:19:20;-20.08
2025-05-08 13:19:19;-7.83
2025-05-08 13:19:18;-79.33
2025-05-08 13:19:17;-79.33
2025-05-08 13:19:16;-74.83
2025-05-08 13:19:15;-76.58
2025-05-08 13:19:14;-71.58
2025-05-08 13:19:13;-91.08
2025-05-08 13:19:12;-86.58
2025-05-08 13:19:11;-57.58
2025-05-08 13:19:10;-43.58
2025-05-08 13:19:09;-0.58
2025-05-08 13:19:08;-90.58
2025-05-08 13:19:07;-55.33
2025-05-08 13:19:06;-59.83
2025-05-08 13:19:05;-62.58
2025-05-08 13:19:04;-79.33
2025-05-08 13:19:03;-64.83
2025-05-08 13:19:02;-23.58
2025-05-08 13:19:01;-29.08
2025-05-08 13:19:00;-70.08
2025-05-08 13:18:59;-20.83
2025-05-08 13:18:58;-51.08
2025-05-08 13:18:57;-86.08
2025-05-08 13:18:56;-93.33
2025-05-08 13:18:55;-95.58
2025-05-08 13:18:54;-88.33
2025-05-08 13:18:53;-30.83
2025-05-08 13:18:52;-62.08
2025-05-08 13:18:51;-14.08
2025-05-08 13:18:50;-1.83
2025-05-08 13:18:49;-80.58
2025-05-08 13:18:48;-44.83
2025-05-08 13:18:47;-58.83
2025-05-08 13:18:46;-25.83
2025-05-08 13:18:45;-76.08
2025-05-08 13:18:44;-69.33
2025-05-08 13:18:43;-73.83
2025-05-08 13:18:42;-16.33
2025-05-08 13:18:41;-2.33
2025-05-08 13:18:40;-40.33
2025-05-08 13:18:39;-78.33
2025-05-08 13:18:38;-76.58
2025-05-08 13:18:37;-28.08
2025-05-08 13:18:36;-16.83
2025-05-08 13:18:35;-82.83
2025-05-08 13:18:34;-47.58
2025-05-08 13:18:33;-40.33
2025-05-08 13:18:32;-47.58
2025-05-08 13:18:31;-40.33
2025-05-08 13:18:30;-1.83
2025-05-08 13:18:29;-46.08
2025-05-08 13:18:28;-67.33
2025-05-08 13:18:27;-7.58
2025-05-08 13:18:26;-44.83
2025-05-08 13:18:25;-33.08
2025-05-08 13:18:24;-58.83
2025-05-08 13:18:23;-92.83
2025-05-08 13:18:22;-1.83
2025-05-08 13:18:21;-8.58
2025-05-08 13:18:20;-6.83
2025-05-08 13:18:19;-59.33
2025-05-08 13:18:18;-47.08
2025-05-08 13:18:17;-66.08
2025-05-08 13:18:16;-66.08
2025-05-08 13:18:15;-35.33
2025-05-08 13:18:14;-6.83
2025-05-08 13:18:13;-87.33
2025-05-08 13:18:12;-96.83
2025-05-08 13:18:11;-63.83
2025-05-08 13:18:10;-44.33
2025-05-08 13:18:09;-58.83
2025-05-08 13:18:08;-52.08
2025-05-08 13:18:07;-42.08
2025-05-08 13:18:06;-23.08
2025-05-08 13:18:05;-39.83
2025-05-08 13:18:04;-1.33
2025-05-08 13:18:03;-42.08
2025-05-08 13:18:02;-10.83
2025-05-08 13:18:01;-6.33
2025-05-08 13:18:00;-82.33
2025-05-08 13:17:59;-31.58
2025-05-08 13:17:58;-60.58
2025-05-08 13:17:57;-37.33
2025-05-08 13:17:56;-73.58
2025-05-08 13:17:55;-21.08
2025-05-08 13:17:54;-5.83
2025-05-08 13:17:53;-89.58
2025-05-08 13:17:52;-29.83
2025-05-08 13:17:51;-63.33
2025-05-08 13:17:50;-65.58
2025-05-08 13:17:49;-34.33
2025-05-08 13:17:48;-77.33
2025-05-08 13:17:47;-81.83
2025-05-08 13:17:46;-62.83
2025-05-08 13:17:45;-22.58
2025-05-08 13:17:44;-53.83
2025-05-08 13:17:43;-96.33
2025-05-08 13:17:42;-32.08
2025-05-08 13:17:41;-98.58
2025-05-08 13:17:40;-91.83
2025-05-08 13:17:39;-3.58
2025-05-08 13:17:38;-91.33
2025-05-08 13:17:37;-58.33
2025-05-08 13:17:36;-27.58
2025-05-08 13:17:35;-46.08
2025-05-08 13:17:34;-86.83
2025-05-08 13:17:33;-36.58
2025-05-08 13:17:32;-70.08
2025-05-08 13:17:31;-62.33
2025-05-08 13:17:30;-84.08
2025-05-08 13:17:29;-29.33
2025-05-08 13:17:28;-5.33
2025-05-08 13:17:27;-15.33
2025-05-08 13:17:26;-38.83
2025-05-08 13:17:25;-21.08
2025-05-08 13:17:24;-97.08
2025-05-08 13:17:23;-80.83
2025-05-08 13:17:22;-60.08
2025-05-08 13:17:21;-7.58
2025-05-08 13:17:20;-22.08
2025-05-08 13:17:19;-74.58
2025-05-08 13:17:18;-36.58
2025-05-08 13:17:17;-48.33
2025-05-08 13:17:16;-17.08
2025-05-08 13:17:15;-41.08
2025-05-08 13:17:14;-7.58
2025-05-08 13:17:13;-66.83
2025-05-08 13:17:12;-98.08
2025-05-08 13:17:11;-12.58
2025-05-08 13:17:10;-52.83
2025-05-08 13:17:09;-71.83
2025-05-08 13:17:08;-47.83
2025-05-08 13:17:07;-9.33
2025-05-08 13:17:06;-49.58
2025-05-08 13:17:05;-13.83
2025-05-08 13:17:04;-4.33
2025-05-08 13:17:03;-21.58
2025-05-08 13:17:02;-0.33
2025-05-08 13:17:01;-50.08
2025-05-08 13:17:00;-50.08
2025-05-08 13:16:59;-24.33
2025-05-08 13:16:58;-16.58
2025-05-08 13:16:57;-55.08
2025-05-08 13:16:56;-64.58
2025-05-08 13:16:55;-21.58
2025-05-08 13:16:54;-79.83
2025-05-08 13:16:53;-75.33
2025-05-08 13:16:52;-72.58
2025-05-08 13:16:51;-47.33
2025-05-08 13:16:50;-4.83
2025-05-08 13:16:49;-64.08
2025-05-08 13:16:48;-11.58
2025-05-08 13:16:47;-21.58
2025-05-08 13:16:46;-0.33
2025-05-08 13:16:45;-88.08
2025-05-08 13:16:44;-90.33
2025-05-08 13:16:43;-23.83
2025-05-08 13:16:42;-26.08
2025-05-08 13:16:41;-71.33
2025-05-08 13:16:40;-16.58
2025-05-08 13:16:39;-83.08
2025-05-08 13:16:38;-18.83
2025-05-08 13:16:37;-33.33
2025-05-08 13:16:36;-47.33
2025-05-08 13:16:35;-18.33
2025-05-08 13:16:34;-95.33
2025-05-08 13:16:33;-11.58
2025-05-08 13:16:32;-37.83
2025-05-08 13:16:31;-16.58
2025-05-08 13:16:30;-83.08
2025-05-08 13:16:29;-23.83
2025-05-08 13:16:28;-73.58
2025-05-08 13:16:27;-88.08
2025-05-08 13:16:26;-13.83
2025-05-08 13:16:25;-75.83
2025-05-08 13:16:24;-80.83
2025-05-08 13:16:23;-30.58
2025-05-08 13:16:22;-44.08
2025-05-08 13:16:21;-10.08
2025-05-08 13:16:20;-41.83
2025-05-08 13:16:19;-59.08
2025-05-08 13:16:18;-64.08
2025-05-08 13:16:17;-84.83
2025-05-08 13:16:16;-94.33
2025-05-08 13:16:15;-77.08
2025-05-08 13:16:14;-48.58
2025-05-08 13:16:13;-17.33
2025-05-08 13:16:12;-87.08
2025-05-08 13:16:11;-32.33
2025-05-08 13:16:10;-18.33
2025-05-08 13:16:09;-63.58
2025-05-08 13:16:08;-92.08
2025-05-08 13:16:07;-20.58
2025-05-08 13:16:06;-92.08
2025-05-08 13:16:05;-25.58
2025-05-08 13:16:04;-18.33
2025-05-08 13:16:03;-60.83
2025-05-08 13:16:02;-44.58
2025-05-08 13:16:01;-53.58
2025-05-08 13:16:00;-68.08
2025-05-08 13:15:59;-27.83
2025-05-08 13:15:58;-97.08
2025-05-08 13:15:57;-89.83
2025-05-08 13:15:56;-82.58
2025-05-08 13:15:55;-73.08
2025-05-08 13:15:54;-51.33
2025-05-08 13:15:53;-87.08
2025-05-08 13:15:52;-27.33
2025-05-08 13:15:51;-38.58
2025-05-08 13:15:50;-31.33
2025-05-08 13:15:49;-33.58
2025-05-08 13:15:48;-55.83
2025-05-08 13:15:47;-34.58
2025-05-08 13:15:46;-74.83
2025-05-08 13:15:45;-34.58
2025-05-08 13:15:44;-82.08
2025-05-08 13:15:43;-93.83
2025-05-08 13:15:42;-46.33
2025-05-08 13:15:41;-84.33
2025-05-08 13:15:40;-25.08
2025-05-08 13:15:39;-46.33
2025-05-08 13:15:38;-22.33
2025-05-08 13:15:37;-17.33
2025-05-08 13:15:36;-1.08
2025-05-08 13:15:35;-62.58
2025-05-08 13:15:34;-22.83
2025-05-08 13:15:33;-77.58
2025-05-08 13:15:32;-3.33
2025-05-08 13:15:31;-6.08
2025-05-08 13:15:30;-5.58
2025-05-08 13:15:29;-96.08
2025-05-08 13:15:28;-50.83
2025-05-08 13:15:27;-81.58
2025-05-08 13:15:26;-63.08
2025-05-08 13:15:25;-27.33
2025-05-08 13:15:24;-41.33
2025-05-08 13:15:23;-86.08
2025-05-08 13:15:22;-0.08
2025-05-08 13:15:21;-88.33
2025-05-08 13:15:20;-24.08
2025-05-08 13:15:19;-49.83
2025-05-08 13:15:18;-32.58
2025-05-08 13:15:17;-51.58
2025-05-08 13:15:16;-62.08
2025-05-08 13:15:15;-43.08
2025-05-08 13:15:14;-43.58
2025-05-08 13:15:13;-62.58
2025-05-08 13:15:12;-16.83
2025-05-08 13:15:11;-2.33
2025-05-08 13:15:10;-21.83
2025-05-08 13:15:09;-81.08
2025-05-08 13:15:08;-19.58
2025-05-08 13:15:07;-2.83
2025-05-08 13:15:06;-17.33
2025-05-08 13:15:05;-31.33
2025-05-08 13:15:04;-90.58
2025-05-08 13:15:03;-54.83
2025-05-08 13:15:02;-59.83
2025-05-08 13:15:01;-55.33
2025-05-08 13:15:00;-55.33
2025-05-08 13:14:59;-38.58
2025-05-08 13:14:58;-2.83
2025-05-08 13:14:57;-69.33
2025-05-08 13:14:56;-19.58
2025-05-08 13:14:55;-57.08
2025-05-08 13:14:54;-5.08
2025-05-08 13:14:53;-48.08
2025-05-08 13:14:52;-71.58
2025-05-08 13:14:51;-73.83
2025-05-08 13:14:50;-59.83
2025-05-08 13:14:49;-76.58
2025-05-08 13:14:48;-11.33
2025-05-08 13:14:47;-91.33
2025-05-08 13:14:46;-37.08
2025-05-08 13:14:45;-78.33
2025-05-08 13:14:44;-73.83
2025-05-08 13:14:43;-16.83
2025-05-08 13:14:42;-49.83
2025-05-08 13:14:41;-26.33
2025-05-08 13:14:40;-54.33
2025-05-08 13:14:39;-97.33
2025-05-08 13:14:38;-66.58
