Fecha y Hora;TT-402B - Temperatura estator bomba B-402B
2025-05-08 13:25:02;87.68
2025-05-08 13:25:01;75.93
2025-05-08 13:25:00;97.68
2025-05-08 13:24:59;52.43
2025-05-08 13:24:58;22.93
2025-05-08 13:24:57;37.93
2025-05-08 13:24:56;55.18
2025-05-08 13:24:55;62.43
2025-05-08 13:24:54;84.18
2025-05-08 13:24:53;43.43
2025-05-08 13:24:52;38.43
2025-05-08 13:24:51;59.68
2025-05-08 13:24:50;74.68
2025-05-08 13:24:49;30.68
2025-05-08 13:24:48;80.18
2025-05-08 13:24:47;18.18
2025-05-08 13:24:46;48.43
2025-05-08 13:24:45;82.43
2025-05-08 13:24:44;80.93
2025-05-08 13:24:43;47.43
2025-05-08 13:24:42;71.93
2025-05-08 13:24:41;18.93
2025-05-08 13:24:40;57.43
2025-05-08 13:24:39;26.68
2025-05-08 13:24:38;2.68
2025-05-08 13:24:37;35.68
2025-05-08 13:24:36;54.68
2025-05-08 13:24:35;54.68
2025-05-08 13:24:34;45.18
2025-05-08 13:24:33;30.68
2025-05-08 13:24:32;2.18
2025-05-08 13:24:31;61.93
2025-05-08 13:24:30;26.68
2025-05-08 13:24:29;23.93
2025-05-08 13:24:28;52.43
2025-05-08 13:24:27;38.93
2025-05-08 13:24:26;76.43
2025-05-08 13:24:25;62.43
2025-05-08 13:24:24;28.93
2025-05-08 13:24:23;23.93
2025-05-08 13:24:22;78.68
2025-05-08 13:24:21;12.18
2025-05-08 13:24:20;24.43
2025-05-08 13:24:19;93.18
2025-05-08 13:24:18;35.68
2025-05-08 13:24:17;92.43
2025-05-08 13:24:16;1.93
2025-05-08 13:24:15;34.93
2025-05-08 13:24:14;77.93
2025-05-08 13:24:13;63.43
2025-05-08 13:24:12;79.18
2025-05-08 13:24:11;14.93
2025-05-08 13:24:10;98.18
2025-05-08 13:24:09;90.93
2025-05-08 13:24:08;26.68
2025-05-08 13:24:07;24.43
2025-05-08 13:24:06;66.93
2025-05-08 13:24:05;13.18
2025-05-08 13:24:04;65.68
2025-05-08 13:24:03;86.93
2025-05-08 13:24:02;13.68
2025-05-08 13:24:01;25.43
2025-05-08 13:24:00;25.43
2025-05-08 13:23:59;63.43
2025-05-08 13:23:58;56.18
2025-05-08 13:23:57;91.43
2025-05-08 13:23:56;12.68
2025-05-08 13:23:55;74.68
2025-05-08 13:23:54;72.43
2025-05-08 13:23:53;15.43
2025-05-08 13:23:52;10.93
2025-05-08 13:23:51;91.43
2025-05-08 13:23:50;38.93
2025-05-08 13:23:49;93.68
2025-05-08 13:23:48;48.43
2025-05-08 13:23:47;74.68
2025-05-08 13:23:46;86.93
2025-05-08 13:23:45;-82.78
2025-05-08 13:23:44;-8.53
2025-05-08 13:23:43;-53.78
2025-05-08 13:23:42;92.43
2025-05-08 13:23:41;13.68
2025-05-08 13:23:40;34.93
2025-05-08 13:23:39;39.43
2025-05-08 13:23:38;17.68
2025-05-08 13:23:37;8.18
2025-05-08 13:23:36;91.43
2025-05-08 13:23:35;10.93
2025-05-08 13:23:34;65.68
2025-05-08 13:23:33;17.68
2025-05-08 13:23:32;5.93
2025-05-08 13:23:31;58.43
2025-05-08 13:23:30;63.43
2025-05-08 13:23:29;18.18
2025-05-08 13:23:28;8.18
2025-05-08 13:23:27;96.43
2025-05-08 13:23:26;48.93
2025-05-08 13:23:25;80.18
2025-05-08 13:23:24;10.93
2025-05-08 13:23:23;67.93
2025-05-08 13:23:22;65.68
2025-05-08 13:23:21;34.93
2025-05-08 13:23:20;37.18
2025-05-08 13:23:19;-1.78
2025-05-08 13:23:18;29.93
2025-05-08 13:23:17;46.68
2025-05-08 13:23:16;77.93
2025-05-08 13:23:15;42.18
2025-05-08 13:23:14;-10.78
2025-05-08 13:23:13;-24.78
2025-05-08 13:23:12;-65.03
2025-05-08 13:23:11;-93.03
2025-05-08 13:23:10;-28.78
2025-05-08 13:23:09;-89.53
2025-05-08 13:23:08;-77.28
2025-05-08 13:23:07;-6.28
2025-05-08 13:23:06;-37.03
2025-05-08 13:23:05;39.93
2025-05-08 13:23:04;-75.53
2025-05-08 13:23:03;-92.28
2025-05-08 13:23:02;-23.03
2025-05-08 13:23:01;58.93
2025-05-08 13:23:00;-28.03
2025-05-08 13:22:59;-18.53
2025-05-08 13:22:58;-63.78
2025-05-08 13:22:57;89.68
2025-05-08 13:22:56;-11.28
2025-05-08 13:22:55;13.68
2025-05-08 13:22:54;-9.03
2025-05-08 13:22:53;-92.28
2025-05-08 13:22:52;-92.28
2025-05-08 13:22:51;-61.03
2025-05-08 13:22:50;-73.28
2025-05-08 13:22:49;-73.28
2025-05-08 13:22:48;-32.53
2025-05-08 13:22:47;-63.78
2025-05-08 13:22:46;-68.28
2025-05-08 13:22:45;-61.03
2025-05-08 13:22:44;-37.53
2025-05-08 13:22:43;-20.78
2025-05-08 13:22:42;-71.28
2025-05-08 13:22:41;-53.28
2025-05-08 13:22:40;-71.78
2025-05-08 13:22:39;-33.78
2025-05-08 13:22:38;-91.28
2025-05-08 13:22:37;-87.28
2025-05-08 13:22:36;37.68
2025-05-08 13:22:35;-91.78
2025-05-08 13:22:34;-46.03
2025-05-08 13:22:33;-49.28
2025-05-08 13:22:32;-1.28
2025-05-08 13:22:31;-41.53
2025-05-08 13:22:30;-37.03
2025-05-08 13:22:29;-63.28
2025-05-08 13:22:28;-41.53
2025-05-08 13:22:27;-22.53
2025-05-08 13:22:26;-1.28
2025-05-08 13:22:25;-48.78
2025-05-08 13:22:24;-51.03
2025-05-08 13:22:23;-1.28
2025-05-08 13:22:22;-8.03
2025-05-08 13:22:21;-2.53
2025-05-08 13:22:20;-47.78
2025-05-08 13:22:19;-89.03
2025-05-08 13:22:18;-61.78
2025-05-08 13:22:17;-47.78
2025-05-08 13:22:16;-47.78
2025-05-08 13:22:15;-36.03
2025-05-08 13:22:14;-33.78
2025-05-08 13:22:13;-32.03
2025-05-08 13:22:12;-42.03
2025-05-08 13:22:11;-20.28
2025-05-08 13:22:10;-35.53
2025-05-08 13:22:09;-73.53
2025-05-08 13:22:08;-81.78
2025-05-08 13:22:07;-99.78
2025-05-08 13:22:06;-91.78
2025-05-08 13:22:05;-41.53
2025-05-08 13:22:04;-29.78
2025-05-08 13:22:03;-34.28
2025-05-08 13:22:02;-53.28
2025-05-08 13:22:01;-75.03
2025-05-08 13:22:00;-79.53
2025-05-08 13:21:59;-43.78
2025-05-08 13:21:58;-70.03
2025-05-08 13:21:57;-29.28
2025-05-08 13:21:56;-91.28
2025-05-08 13:21:55;-31.53
2025-05-08 13:21:54;-69.53
2025-05-08 13:21:53;-98.03
2025-05-08 13:21:52;-60.53
2025-05-08 13:21:51;-8.03
2025-05-08 13:21:50;-14.78
2025-05-08 13:21:49;-65.03
2025-05-08 13:21:48;-67.78
2025-05-08 13:21:47;-84.03
2025-05-08 13:21:46;-41.53
2025-05-08 13:21:45;-67.28
2025-05-08 13:21:44;-86.28
2025-05-08 13:21:43;-79.03
2025-05-08 13:21:42;-43.78
2025-05-08 13:21:41;-7.53
2025-05-08 13:21:40;-76.78
2025-05-08 13:21:39;-1.53
2025-05-08 13:21:38;-20.53
2025-05-08 13:21:37;-13.28
2025-05-08 13:21:36;-61.28
2025-05-08 13:21:35;-32.28
2025-05-08 13:21:34;-19.28
2025-05-08 13:21:33;-88.53
2025-05-08 13:21:32;-65.03
2025-05-08 13:21:31;-23.78
2025-05-08 13:21:30;-85.78
2025-05-08 13:21:29;-18.28
2025-05-08 13:21:28;-78.03
2025-05-08 13:21:27;-75.28
2025-05-08 13:21:26;-30.03
2025-05-08 13:21:25;-11.03
2025-05-08 13:21:24;-70.28
2025-05-08 13:21:23;-65.78
2025-05-08 13:21:22;-18.28
2025-05-08 13:21:21;-74.03
2025-05-08 13:21:20;-59.53
2025-05-08 13:21:19;-33.28
2025-05-08 13:21:18;-83.03
2025-05-08 13:21:17;-9.28
2025-05-08 13:21:16;-92.53
2025-05-08 13:21:15;-33.28
2025-05-08 13:21:14;-21.03
2025-05-08 13:21:13;-97.03
2025-05-08 13:21:12;-90.28
2025-05-08 13:21:11;-49.53
2025-05-08 13:21:10;-32.78
2025-05-08 13:21:09;-14.28
2025-05-08 13:21:08;-23.78
2025-05-08 13:21:07;-51.28
2025-05-08 13:21:06;-60.28
2025-05-08 13:21:05;-25.53
2025-05-08 13:21:04;-44.03
2025-05-08 13:21:03;-30.53
2025-05-08 13:21:02;-4.28
2025-05-08 13:21:01;-51.78
2025-05-08 13:21:00;-9.28
2025-05-08 13:20:59;-47.28
2025-05-08 13:20:58;-37.78
2025-05-08 13:20:57;-89.78
2025-05-08 13:20:56;-80.28
2025-05-08 13:20:55;-18.28
2025-05-08 13:20:54;-80.28
2025-05-08 13:20:53;-72.53
2025-05-08 13:20:52;-59.03
2025-05-08 13:20:51;-68.53
2025-05-08 13:20:50;-63.53
2025-05-08 13:20:49;-92.03
2025-05-08 13:20:48;-8.78
2025-05-08 13:20:47;-11.53
2025-05-08 13:20:46;-84.78
2025-05-08 13:20:45;-84.78
2025-05-08 13:20:44;-13.28
2025-05-08 13:20:43;-94.28
2025-05-08 13:20:42;-63.03
2025-05-08 13:20:41;-25.53
2025-05-08 13:20:40;-56.28
2025-05-08 13:20:39;-16.03
2025-05-08 13:20:38;-56.28
2025-05-08 13:20:37;-59.28
2025-05-08 13:20:36;-72.28
2025-05-08 13:20:35;-77.78
2025-05-08 13:20:34;-69.53
2025-05-08 13:20:33;-60.53
2025-05-08 13:20:32;-38.78
2025-05-08 13:20:31;-47.03
2025-05-08 13:20:30;-82.03
2025-05-08 13:20:29;-50.78
2025-05-08 13:20:28;-1.03
2025-05-08 13:20:27;-93.78
2025-05-08 13:20:26;-27.78
2025-05-08 13:20:25;-58.03
2025-05-08 13:20:24;-15.53
2025-05-08 13:20:23;-29.53
2025-05-08 13:20:22;-87.03
2025-05-08 13:20:21;-12.78
2025-05-08 13:20:20;-39.53
2025-05-08 13:20:19;-26.78
2025-05-08 13:20:18;-79.78
2025-05-08 13:20:17;-96.53
2025-05-08 13:20:16;-91.53
2025-05-08 13:20:15;-96.03
2025-05-08 13:20:14;-72.03
2025-05-08 13:20:13;-88.78
2025-05-08 13:20:12;-6.03
2025-05-08 13:20:11;-91.53
2025-05-08 13:20:10;-57.53
2025-05-08 13:20:09;-86.53
2025-05-08 13:20:08;-77.03
2025-05-08 13:20:07;-32.28
2025-05-08 13:20:06;-79.28
2025-05-08 13:20:05;-82.03
2025-05-08 13:20:04;-21.28
2025-05-08 13:20:03;-85.03
2025-05-08 13:20:02;-4.53
2025-05-08 13:20:01;-15.78
2025-05-08 13:20:00;-67.53
2025-05-08 13:19:59;-55.28
2025-05-08 13:19:58;-41.28
2025-05-08 13:19:57;-34.03
2025-05-08 13:19:56;-48.03
2025-05-08 13:19:55;-31.78
2025-05-08 13:19:54;-15.03
2025-05-08 13:19:53;-60.28
2025-05-08 13:19:52;-2.78
2025-05-08 13:19:51;-38.53
2025-05-08 13:19:50;-7.78
2025-05-08 13:19:49;-0.53
2025-05-08 13:19:48;-59.78
2025-05-08 13:19:47;-91.03
2025-05-08 13:19:46;-26.78
2025-05-08 13:19:45;-56.53
2025-05-08 13:19:44;-33.03
2025-05-08 13:19:43;-70.53
2025-05-08 13:19:42;-85.03
2025-05-08 13:19:41;-9.03
2025-05-08 13:19:40;-39.78
2025-05-08 13:19:39;-35.28
2025-05-08 13:19:38;-47.53
2025-05-08 13:19:37;-26.28
2025-05-08 13:19:36;-76.03
2025-05-08 13:19:35;-91.03
2025-05-08 13:19:34;-26.78
2025-05-08 13:19:33;-65.53
2025-05-08 13:19:32;-77.78
2025-05-08 13:19:31;-70.03
2025-05-08 13:19:30;-95.03
2025-05-08 13:19:29;-12.53
2025-05-08 13:19:28;-28.53
2025-05-08 13:19:27;-21.78
2025-05-08 13:19:26;-96.78
2025-05-08 13:19:25;-95.03
2025-05-08 13:19:24;-28.53
2025-05-08 13:19:23;-83.28
2025-05-08 13:19:22;-52.03
2025-05-08 13:19:21;-95.03
2025-05-08 13:19:20;-2.28
2025-05-08 13:19:19;-23.53
2025-05-08 13:19:18;-66.03
2025-05-08 13:19:17;-73.78
2025-05-08 13:19:16;-71.53
2025-05-08 13:19:15;-30.78
2025-05-08 13:19:14;-68.78
2025-05-08 13:19:13;-83.28
2025-05-08 13:19:12;-97.28
2025-05-08 13:19:11;-95.03
2025-05-08 13:19:10;-33.03
2025-05-08 13:19:09;-2.28
2025-05-08 13:19:08;-39.78
2025-05-08 13:19:07;-78.28
2025-05-08 13:19:06;-30.28
2025-05-08 13:19:05;-14.03
2025-05-08 13:19:04;-16.78
2025-05-08 13:19:03;-0.03
2025-05-08 13:19:02;-95.03
2025-05-08 13:19:01;-31.03
2025-05-08 13:19:00;-67.28
2025-05-08 13:18:59;-71.78
2025-05-08 13:18:58;-22.03
2025-05-08 13:18:57;-77.78
2025-05-08 13:18:56;-30.28
2025-05-08 13:18:55;-32.53
2025-05-08 13:18:54;-13.53
2025-05-08 13:18:53;-7.53
2025-05-08 13:18:52;-69.53
2025-05-08 13:18:51;-31.53
2025-05-08 13:18:50;-5.78
2025-05-08 13:18:49;-81.78
2025-05-08 13:18:48;-86.78
2025-05-08 13:18:47;-46.03
2025-05-08 13:18:46;-75.53
2025-05-08 13:18:45;-89.53
2025-05-08 13:18:44;-56.53
2025-05-08 13:18:43;-42.03
2025-05-08 13:18:42;-61.03
2025-05-08 13:18:41;-53.78
2025-05-08 13:18:40;-5.78
2025-05-08 13:18:39;-32.53
2025-05-08 13:18:38;-13.03
2025-05-08 13:18:37;-99.03
2025-05-08 13:18:36;-49.28
2025-05-08 13:18:35;-75.03
2025-05-08 13:18:34;-82.28
2025-05-08 13:18:33;-75.03
2025-05-08 13:18:32;-44.28
2025-05-08 13:18:31;-84.53
2025-05-08 13:18:30;-75.78
2025-05-08 13:18:29;-26.53
2025-05-08 13:18:28;-56.78
2025-05-08 13:18:27;-85.78
2025-05-08 13:18:26;-43.28
2025-05-08 13:18:25;-0.78
2025-05-08 13:18:24;-70.03
2025-05-08 13:18:23;-32.03
2025-05-08 13:18:22;-89.53
2025-05-08 13:18:21;-84.03
2025-05-08 13:18:20;-60.53
2025-05-08 13:18:19;-13.03
2025-05-08 13:18:18;-19.78
2025-05-08 13:18:17;-41.53
2025-05-08 13:18:16;-96.28
2025-05-08 13:18:15;-27.53
2025-05-08 13:18:14;-5.78
2025-05-08 13:18:13;-89.03
2025-05-08 13:18:12;-14.78
2025-05-08 13:18:11;-48.28
2025-05-08 13:18:10;-54.53
2025-05-08 13:18:09;-7.53
2025-05-08 13:18:08;-24.28
2025-05-08 13:18:07;-13.03
2025-05-08 13:18:06;-0.28
2025-05-08 13:18:05;-22.03
2025-05-08 13:18:04;-60.53
2025-05-08 13:18:03;-53.28
2025-05-08 13:18:02;-60.53
2025-05-08 13:18:01;-45.03
2025-05-08 13:18:00;-80.78
2025-05-08 13:17:59;-66.78
2025-05-08 13:17:58;-75.28
2025-05-08 13:17:57;-41.78
2025-05-08 13:17:56;-97.78
2025-05-08 13:17:55;-94.78
2025-05-08 13:17:54;-66.78
2025-05-08 13:17:53;-48.28
2025-05-08 13:17:52;-57.78
2025-05-08 13:17:51;-2.53
2025-05-08 13:17:50;-88.03
2025-05-08 13:17:49;-64.53
2025-05-08 13:17:48;-98.03
2025-05-08 13:17:47;-66.78
2025-05-08 13:17:46;-78.53
2025-05-08 13:17:45;-74.03
2025-05-08 13:17:44;-16.78
2025-05-08 13:17:43;-85.78
2025-05-08 13:17:42;-4.78
2025-05-08 13:17:41;-74.03
2025-05-08 13:17:40;-95.78
2025-05-08 13:17:39;-85.28
2025-05-08 13:17:38;-7.53
2025-05-08 13:17:37;-81.28
2025-05-08 13:17:36;-98.03
2025-05-08 13:17:35;-2.53
2025-05-08 13:17:34;-40.03
2025-05-08 13:17:33;-14.78
2025-05-08 13:17:32;-17.03
2025-05-08 13:17:31;-66.78
2025-05-08 13:17:30;-11.53
2025-05-08 13:17:29;-35.53
2025-05-08 13:17:28;-62.28
2025-05-08 13:17:27;-95.28
2025-05-08 13:17:26;-55.78
2025-05-08 13:17:25;-22.78
2025-05-08 13:17:24;-63.03
2025-05-08 13:17:23;-5.53
2025-05-08 13:17:22;-28.28
2025-05-08 13:17:21;-45.03
2025-05-08 13:17:20;-16.53
2025-05-08 13:17:19;-94.78
2025-05-08 13:17:18;-35.53
2025-05-08 13:17:17;-99.78
2025-05-08 13:17:16;-45.03
2025-05-08 13:17:15;-52.28
2025-05-08 13:17:14;-28.28
2025-05-08 13:17:13;-11.03
2025-05-08 13:17:12;-28.28
2025-05-08 13:17:11;-54.53
2025-05-08 13:17:10;-91.53
2025-05-08 13:17:09;-77.53
2025-05-08 13:17:08;-56.28
2025-05-08 13:17:07;-79.78
2025-05-08 13:17:06;-46.28
2025-05-08 13:17:05;-58.03
2025-05-08 13:17:04;-20.03
2025-05-08 13:17:03;-31.78
2025-05-08 13:17:02;-42.28
2025-05-08 13:17:01;-32.78
2025-05-08 13:17:00;-1.53
2025-05-08 13:16:59;-21.03
2025-05-08 13:16:58;-30.53
2025-05-08 13:16:57;-66.28
2025-05-08 13:16:56;-23.28
2025-05-08 13:16:55;-16.78
2025-05-08 13:16:54;-63.03
2025-05-08 13:16:53;-7.28
2025-05-08 13:16:52;-8.28
2025-05-08 13:16:51;-53.03
2025-05-08 13:16:50;-60.78
2025-05-08 13:16:49;-84.78
2025-05-08 13:16:48;-27.78
2025-05-08 13:16:47;-82.53
2025-05-08 13:16:46;-94.78
2025-05-08 13:16:45;-1.53
2025-05-08 13:16:44;-65.78
2025-05-08 13:16:43;-94.28
2025-05-08 13:16:42;-8.78
2025-05-08 13:16:41;-89.78
2025-05-08 13:16:40;-41.78
2025-05-08 13:16:39;-79.78
2025-05-08 13:16:38;-70.28
2025-05-08 13:16:37;-77.53
2025-05-08 13:16:36;-89.78
2025-05-08 13:16:35;-73.03
2025-05-08 13:16:34;-79.78
2025-05-08 13:16:33;-46.78
2025-05-08 13:16:32;-89.78
2025-05-08 13:16:31;-96.53
2025-05-08 13:16:30;-8.78
2025-05-08 13:16:29;-20.03
2025-05-08 13:16:28;-46.28
2025-05-08 13:16:27;-92.03
2025-05-08 13:16:26;-48.53
2025-05-08 13:16:25;-79.78
2025-05-08 13:16:24;-25.78
2025-05-08 13:16:23;-24.03
2025-05-08 13:16:22;-90.03
2025-05-08 13:16:21;-67.03
2025-05-08 13:16:20;-82.78
2025-05-08 13:16:19;-65.28
2025-05-08 13:16:18;-45.28
2025-05-08 13:16:17;-35.78
2025-05-08 13:16:16;-0.03
2025-05-08 13:16:15;-57.03
2025-05-08 13:16:14;-0.03
2025-05-08 13:16:13;-97.78
2025-05-08 13:16:12;-38.53
2025-05-08 13:16:11;-43.03
2025-05-08 13:16:10;-5.53
2025-05-08 13:16:09;-93.78
2025-05-08 13:16:08;-0.53
2025-05-08 13:16:07;-67.53
2025-05-08 13:16:06;-19.53
2025-05-08 13:16:05;-34.03
2025-05-08 13:16:04;-82.03
2025-05-08 13:16:03;-46.28
2025-05-08 13:16:02;-74.28
2025-05-08 13:16:01;-81.53
2025-05-08 13:16:00;-88.78
2025-05-08 13:15:59;-62.53
2025-05-08 13:15:58;-26.78
2025-05-08 13:15:57;-15.03
2025-05-08 13:15:56;-19.03
2025-05-08 13:15:55;-79.28
2025-05-08 13:15:54;-34.03
2025-05-08 13:15:53;-45.78
2025-05-08 13:15:52;-82.28
2025-05-08 13:15:51;-22.53
2025-05-08 13:15:50;-70.53
2025-05-08 13:15:49;-99.53
2025-05-08 13:15:48;-92.28
2025-05-08 13:15:47;-24.03
2025-05-08 13:15:46;-0.53
2025-05-08 13:15:45;-26.28
2025-05-08 13:15:44;-9.53
2025-05-08 13:15:43;-19.03
2025-05-08 13:15:42;-52.53
2025-05-08 13:15:41;-45.28
2025-05-08 13:15:40;-93.28
2025-05-08 13:15:39;-67.03
2025-05-08 13:15:38;-50.28
2025-05-08 13:15:37;-28.53
2025-05-08 13:15:36;-33.03
2025-05-08 13:15:35;-45.28
2025-05-08 13:15:34;-52.53
2025-05-08 13:15:33;-5.03
2025-05-08 13:15:32;-28.53
2025-05-08 13:15:31;-43.03
2025-05-08 13:15:30;-6.78
2025-05-08 13:15:29;-30.78
2025-05-08 13:15:28;-97.78
2025-05-08 13:15:27;-81.03
2025-05-08 13:15:26;-34.78
2025-05-08 13:15:25;-4.03
2025-05-08 13:15:24;-11.28
2025-05-08 13:15:23;-37.03
2025-05-08 13:15:22;-34.78
2025-05-08 13:15:21;-16.28
2025-05-08 13:15:20;-71.78
2025-05-08 13:15:19;-7.03
2025-05-08 13:15:18;-26.53
2025-05-08 13:15:17;-19.78
2025-05-08 13:15:16;-54.28
2025-05-08 13:15:15;-49.28
2025-05-08 13:15:14;-37.53
2025-05-08 13:15:13;-54.78
2025-05-08 13:15:12;-52.03
2025-05-08 13:15:11;-77.78
2025-05-08 13:15:10;-21.28
2025-05-08 13:15:09;-99.53
2025-05-08 13:15:08;-92.78
2025-05-08 13:15:07;-4.53
2025-05-08 13:15:06;-94.53
2025-05-08 13:15:05;-95.03
2025-05-08 13:15:04;-4.53
2025-05-08 13:15:03;-99.53
2025-05-08 13:15:02;-96.78
2025-05-08 13:15:01;-14.03
2025-05-08 13:15:00;-90.03
2025-05-08 13:14:59;-85.53
2025-05-08 13:14:58;-59.28
2025-05-08 13:14:57;-66.03
2025-05-08 13:14:56;-32.03
2025-05-08 13:14:55;-75.53
2025-05-08 13:14:54;-6.78
2025-05-08 13:14:53;-92.28
2025-05-08 13:14:52;-4.03
2025-05-08 13:14:51;-99.53
2025-05-08 13:14:50;-25.78
2025-05-08 13:14:49;-52.78
2025-05-08 13:14:48;-55.53
2025-05-08 13:14:47;-91.28
2025-05-08 13:14:46;-33.28
2025-05-08 13:14:45;-14.78
2025-05-08 13:14:44;-94.53
2025-05-08 13:14:43;-22.53
2025-05-08 13:14:42;-96.78
2025-05-08 13:14:41;-94.53
2025-05-08 13:14:40;-63.28
2025-05-08 13:14:39;-63.28
2025-05-08 13:14:38;-82.28
2025-05-08 13:14:37;-8.53
2025-05-08 13:14:36;-70.53
2025-05-08 13:14:35;-20.28
2025-05-08 13:14:34;-12.53
2025-05-08 13:14:33;-86.28
2025-05-08 13:14:32;-79.03
2025-05-08 13:14:31;-64.53
