Fecha y Hora;CV-5011 - Válvula control temperatura E-501
2025-05-08 13:23:22;-67.08
2025-05-08 13:23:21;-93.33
2025-05-08 13:23:20;-39.08
2025-05-08 13:23:19;-12.33
2025-05-08 13:23:18;-88.33
2025-05-08 13:23:17;-95.58
2025-05-08 13:23:16;-12.33
2025-05-08 13:23:15;-62.08
2025-05-08 13:23:14;-26.33
2025-05-08 13:23:13;-56.08
2025-05-08 13:23:12;-73.33
2025-05-08 13:23:11;-61.08
2025-05-08 13:23:10;-35.58
2025-05-08 13:23:09;-28.08
2025-05-08 13:23:08;-85.08
2025-05-08 13:23:07;-61.08
2025-05-08 13:23:06;-97.33
2025-05-08 13:23:05;-14.08
2025-05-08 13:23:04;-66.58
2025-05-08 13:23:03;-42.58
2025-05-08 13:23:02;-76.08
2025-05-08 13:23:01;-87.83
2025-05-08 13:23:00;-52.08
2025-05-08 13:22:59;-11.83
2025-05-08 13:22:58;-85.58
2025-05-08 13:22:57;-59.33
2025-05-08 13:22:56;-33.08
2025-05-08 13:22:55;-95.08
2025-05-08 13:22:54;-95.08
2025-05-08 13:22:53;-73.33
2025-05-08 13:22:52;-97.33
2025-05-08 13:22:51;-18.58
2025-05-08 13:22:50;-35.33
2025-05-08 13:22:49;-95.08
2025-05-08 13:22:48;-95.08
2025-05-08 13:22:47;-23.58
2025-05-08 13:22:46;-33.08
2025-05-08 13:22:45;-68.33
2025-05-08 13:22:44;-52.08
2025-05-08 13:22:43;-35.33
2025-05-08 13:22:42;-87.83
2025-05-08 13:22:41;-79.08
2025-05-08 13:22:40;-20.33
2025-05-08 13:22:39;-24.33
2025-05-08 13:22:38;-1.83
2025-05-08 13:22:37;-91.83
2025-05-08 13:22:36;-11.33
2025-05-08 13:22:35;-66.08
2025-05-08 13:22:34;-77.83
2025-05-08 13:22:33;-23.08
2025-05-08 13:22:32;-6.83
2025-05-08 13:22:31;-68.33
2025-05-08 13:22:30;-46.08
2025-05-08 13:22:29;-4.08
2025-05-08 13:22:28;-92.33
2025-05-08 13:22:27;-30.33
2025-05-08 13:22:26;-63.33
2025-05-08 13:22:25;-68.33
2025-05-08 13:22:24;-68.33
2025-05-08 13:22:23;-4.08
2025-05-08 13:22:22;-18.08
2025-05-08 13:22:21;-85.08
2025-05-08 13:22:20;-1.83
2025-05-08 13:22:19;-98.58
2025-05-08 13:22:18;-79.58
2025-05-08 13:22:17;-17.58
2025-05-08 13:22:16;-5.33
2025-05-08 13:22:15;-95.33
2025-05-08 13:22:14;-70.08
2025-05-08 13:22:13;-91.83
2025-05-08 13:22:12;-38.83
2025-05-08 13:22:11;-70.08
2025-05-08 13:22:10;-18.08
2025-05-08 13:22:09;-35.58
2025-05-08 13:22:08;-80.83
2025-05-08 13:22:07;-45.58
2025-05-08 13:22:06;-70.08
2025-05-08 13:22:05;-1.33
2025-05-08 13:22:04;-75.08
2025-05-08 13:22:03;-91.83
2025-05-08 13:22:02;-84.58
2025-05-08 13:22:01;-81.83
2025-05-08 13:22:00;-15.33
2025-05-08 13:21:59;-10.33
2025-05-08 13:21:58;-91.33
2025-05-08 13:21:57;-56.08
2025-05-08 13:21:56;-86.83
2025-05-08 13:21:55;-51.08
2025-05-08 13:21:54;-15.33
2025-05-08 13:21:53;-65.08
2025-05-08 13:21:52;-27.58
2025-05-08 13:21:51;-22.08
2025-05-08 13:21:50;-77.33
2025-05-08 13:21:49;-70.08
2025-05-08 13:21:48;-74.58
2025-05-08 13:21:47;-84.08
2025-05-08 13:21:46;-96.33
2025-05-08 13:21:45;-32.08
2025-05-08 13:21:44;-46.08
2025-05-08 13:21:43;-76.83
2025-05-08 13:21:42;-48.33
2025-05-08 13:21:41;-10.33
2025-05-08 13:21:40;-89.08
2025-05-08 13:21:39;-5.33
2025-05-08 13:21:38;-94.83
2025-05-08 13:21:37;-44.58
2025-05-08 13:21:36;-85.33
2025-05-08 13:21:35;-98.58
2025-05-08 13:21:34;-21.58
2025-05-08 13:21:33;-64.58
2025-05-08 13:21:32;-69.58
2025-05-08 13:21:31;-29.33
2025-05-08 13:21:30;-14.83
2025-05-08 13:21:29;-81.33
2025-05-08 13:21:28;-31.08
2025-05-08 13:21:27;-99.33
2025-05-08 13:21:26;-70.33
2025-05-08 13:21:25;-85.33
2025-05-08 13:21:24;-40.08
2025-05-08 13:21:23;-51.83
2025-05-08 13:21:22;-19.33
2025-05-08 13:21:21;-31.08
2025-05-08 13:21:20;-8.08
2025-05-08 13:21:19;-2.58
2025-05-08 13:21:18;-47.83
2025-05-08 13:21:17;-93.08
2025-05-08 13:21:16;-88.08
2025-05-08 13:21:15;-52.33
2025-05-08 13:21:14;-45.08
2025-05-08 13:21:13;-12.08
2025-05-08 13:21:12;-35.58
2025-05-08 13:21:11;-61.83
2025-05-08 13:21:10;-57.33
2025-05-08 13:21:09;-50.08
2025-05-08 13:21:08;-35.58
2025-05-08 13:21:07;-83.08
2025-05-08 13:21:06;-11.08
2025-05-08 13:21:05;-3.33
2025-05-08 13:21:04;-10.58
2025-05-08 13:21:03;-33.33
2025-05-08 13:21:02;-80.33
2025-05-08 13:21:01;-66.33
2025-05-08 13:21:00;-92.58
2025-05-08 13:20:59;-64.58
2025-05-08 13:20:58;-73.58
2025-05-08 13:20:57;-99.83
2025-05-08 13:20:56;-97.58
2025-05-08 13:20:55;-30.58
2025-05-08 13:20:54;-23.33
2025-05-08 13:20:53;-25.58
2025-05-08 13:20:52;-92.08
2025-05-08 13:20:51;-71.33
2025-05-08 13:20:50;-18.83
2025-05-08 13:20:49;-37.83
2025-05-08 13:20:48;-47.33
2025-05-08 13:20:47;-75.83
2025-05-08 13:20:46;-63.58
2025-05-08 13:20:45;-87.58
2025-05-08 13:20:44;-25.58
2025-05-08 13:20:43;-59.08
2025-05-08 13:20:42;-18.33
2025-05-08 13:20:41;-73.08
2025-05-08 13:20:40;-6.58
2025-05-08 13:20:39;-61.33
2025-05-08 13:20:38;-51.83
2025-05-08 13:20:37;-94.83
2025-05-08 13:20:36;-80.33
2025-05-08 13:20:35;-10.83
2025-05-08 13:20:34;-89.58
2025-05-08 13:20:33;-75.08
2025-05-08 13:20:32;-10.08
2025-05-08 13:20:31;-33.58
2025-05-08 13:20:30;-37.33
2025-05-08 13:20:29;-87.08
2025-05-08 13:20:28;-3.83
2025-05-08 13:20:27;-1.58
2025-05-08 13:20:26;-89.83
2025-05-08 13:20:25;-49.08
2025-05-08 13:20:24;-77.58
2025-05-08 13:20:23;-75.33
2025-05-08 13:20:22;-77.58
2025-05-08 13:20:21;-32.33
2025-05-08 13:20:20;-44.58
2025-05-08 13:20:19;-75.33
2025-05-08 13:20:18;-29.58
2025-05-08 13:20:17;-84.33
2025-05-08 13:20:16;-56.33
2025-05-08 13:20:15;-13.33
2025-05-08 13:20:14;-51.33
2025-05-08 13:20:13;-25.08
2025-05-08 13:20:12;-58.58
2025-05-08 13:20:11;-60.83
2025-05-08 13:20:10;-79.83
2025-05-08 13:20:09;-39.58
2025-05-08 13:20:08;-20.08
2025-05-08 13:20:07;-93.83
2025-05-08 13:20:06;-63.08
2025-05-08 13:20:05;-70.33
2025-05-08 13:20:04;-98.83
2025-05-08 13:20:03;-47.08
2025-05-08 13:20:02;-14.58
2025-05-08 13:20:01;-20.83
2025-05-08 13:20:00;-79.33
2025-05-08 13:19:59;-15.08
2025-05-08 13:19:58;-29.58
2025-05-08 13:19:57;-55.83
2025-05-08 13:19:56;-15.08
2025-05-08 13:19:55;-10.58
2025-05-08 13:19:54;-67.58
2025-05-08 13:19:53;-39.08
2025-05-08 13:19:52;-91.58
2025-05-08 13:19:51;-24.58
2025-05-08 13:19:50;-86.58
2025-05-08 13:19:49;-83.83
2025-05-08 13:19:48;-74.33
2025-05-08 13:19:47;-17.33
2025-05-08 13:19:46;-96.08
2025-05-08 13:19:45;-22.33
2025-05-08 13:19:44;-68.83
2025-05-08 13:19:43;-28.58
2025-05-08 13:19:42;-39.83
2025-05-08 13:19:41;-42.58
2025-05-08 13:19:40;-33.58
2025-05-08 13:19:39;-45.33
2025-05-08 13:19:38;-86.58
2025-05-08 13:19:37;-21.83
2025-05-08 13:19:36;-71.58
2025-05-08 13:19:35;-72.08
2025-05-08 13:19:34;-86.08
2025-05-08 13:19:33;-36.33
2025-05-08 13:19:32;-46.58
2025-05-08 13:19:31;-68.33
2025-05-08 13:19:30;-61.08
2025-05-08 13:19:29;-52.58
2025-05-08 13:19:28;-83.83
2025-05-08 13:19:27;-71.58
2025-05-08 13:19:26;-45.33
2025-05-08 13:19:25;-43.08
2025-05-08 13:19:24;-78.83
2025-05-08 13:19:23;-43.58
2025-05-08 13:19:22;-29.08
2025-05-08 13:19:21;-64.33
2025-05-08 13:19:20;-50.33
2025-05-08 13:19:19;-86.08
2025-05-08 13:19:18;-47.58
2025-05-08 13:19:17;-81.08
2025-05-08 13:19:16;-76.58
2025-05-08 13:19:15;-26.33
2025-05-08 13:19:14;-40.33
2025-05-08 13:19:13;-83.33
2025-05-08 13:19:12;-33.58
2025-05-08 13:19:11;-85.58
2025-05-08 13:19:10;-38.08
2025-05-08 13:19:09;-9.58
2025-05-08 13:19:08;-4.58
2025-05-08 13:19:07;-47.58
2025-05-08 13:19:06;-28.58
2025-05-08 13:19:05;-5.08
2025-05-08 13:19:04;-71.58
2025-05-08 13:19:03;-78.83
2025-05-08 13:19:02;-47.08
2025-05-08 13:19:01;-21.33
2025-05-08 13:19:00;-64.58
2025-05-08 13:18:59;-96.33
2025-05-08 13:18:58;-52.83
2025-05-08 13:18:57;-64.33
2025-05-08 13:18:56;-85.58
2025-05-08 13:18:55;-33.08
2025-05-08 13:18:54;-97.33
2025-05-08 13:18:53;-99.58
2025-05-08 13:18:52;-40.33
2025-05-08 13:18:51;-15.83
2025-05-08 13:18:50;-94.08
2025-05-08 13:18:49;-72.83
2025-05-08 13:18:48;-4.08
2025-05-08 13:18:47;-10.83
2025-05-08 13:18:46;-39.83
2025-05-08 13:18:45;-35.33
2025-05-08 13:18:44;-71.08
2025-05-08 13:18:43;-20.83
2025-05-08 13:18:42;-13.58
2025-05-08 13:18:41;-30.33
2025-05-08 13:18:40;-61.08
2025-05-08 13:18:39;-47.08
2025-05-08 13:18:38;-68.83
2025-05-08 13:18:37;-51.58
2025-05-08 13:18:36;-28.08
2025-05-08 13:18:35;-61.08
2025-05-08 13:18:34;-61.58
2025-05-08 13:18:33;-87.33
2025-05-08 13:18:32;-94.58
2025-05-08 13:18:31;-73.33
2025-05-08 13:18:30;-44.33
2025-05-08 13:18:29;-26.58
2025-05-08 13:18:28;-59.58
2025-05-08 13:18:27;-12.08
2025-05-08 13:18:26;-18.08
2025-05-08 13:18:25;-20.83
2025-05-08 13:18:24;-1.33
2025-05-08 13:18:23;-4.08
2025-05-08 13:18:22;-89.58
2025-05-08 13:18:21;-22.58
2025-05-08 13:18:20;-44.33
2025-05-08 13:18:19;-6.33
2025-05-08 13:18:18;-15.83
2025-05-08 13:18:17;-80.08
2025-05-08 13:18:16;-96.33
2025-05-08 13:18:15;-37.08
2025-05-08 13:18:14;-99.08
2025-05-08 13:18:13;-84.58
2025-05-08 13:18:12;-84.58
2025-05-08 13:18:11;-65.58
2025-05-08 13:18:10;-13.08
2025-05-08 13:18:09;-46.58
2025-05-08 13:18:08;-99.08
2025-05-08 13:18:07;-62.83
2025-05-08 13:18:06;-56.08
2025-05-08 13:18:05;-72.83
2025-05-08 13:18:04;-70.08
2025-05-08 13:18:03;-84.58
2025-05-08 13:18:02;-79.58
2025-05-08 13:18:01;-20.33
2025-05-08 13:18:00;-47.83
2025-05-08 13:17:59;-19.33
2025-05-08 13:17:58;-83.58
2025-05-08 13:17:57;3.42
2025-05-08 13:17:56;88.92
2025-05-08 13:17:55;0.67
2025-05-08 13:17:54;-55.58
2025-05-08 13:17:53;-81.83
2025-05-08 13:17:52;-36.58
2025-05-08 13:17:51;-65.08
2025-05-08 13:17:50;-67.33
2025-05-08 13:17:49;-57.83
2025-05-08 13:17:48;-14.83
2025-05-08 13:17:47;-71.83
2025-05-08 13:17:46;-22.08
2025-05-08 13:17:45;-46.08
2025-05-08 13:17:44;-74.58
2025-05-08 13:17:43;-84.08
2025-05-08 13:17:42;-0.83
2025-05-08 13:17:41;-22.08
2025-05-08 13:17:40;-93.58
2025-05-08 13:17:39;-95.83
2025-05-08 13:17:38;-79.08
2025-05-08 13:17:37;-14.83
2025-05-08 13:17:36;-65.08
2025-05-08 13:17:35;-69.58
2025-05-08 13:17:34;-69.58
2025-05-08 13:17:33;-57.33
2025-05-08 13:17:32;-74.58
2025-05-08 13:17:31;-21.58
2025-05-08 13:17:30;-62.33
2025-05-08 13:17:29;-62.33
2025-05-08 13:17:28;-85.83
2025-05-08 13:17:27;-17.08
2025-05-08 13:17:26;-52.83
2025-05-08 13:17:25;-80.33
2025-05-08 13:17:24;69.92
2025-05-08 13:17:23;72.17
2025-05-08 13:17:22;-74.08
2025-05-08 13:17:21;-76.33
2025-05-08 13:17:20;-55.08
2025-05-08 13:17:19;-66.83
2025-05-08 13:17:18;-38.33
2025-05-08 13:17:17;-7.08
2025-05-08 13:17:16;-21.08
2025-05-08 13:17:15;-19.33
2025-05-08 13:17:14;-9.33
2025-05-08 13:17:13;-4.33
2025-05-08 13:17:12;-40.58
2025-05-08 13:17:11;-45.58
2025-05-08 13:17:10;-40.58
2025-05-08 13:17:09;-31.08
2025-05-08 13:17:08;20.17
2025-05-08 13:17:07;-32.83
2025-05-08 13:17:06;81.67
2025-05-08 13:17:05;60.42
2025-05-08 13:17:04;81.67
2025-05-08 13:17:03;-45.08
2025-05-08 13:17:02;-23.83
2025-05-08 13:17:01;-73.58
2025-05-08 13:17:00;-28.33
2025-05-08 13:16:59;-80.83
2025-05-08 13:16:58;-21.08
2025-05-08 13:16:57;-47.33
2025-05-08 13:16:56;-21.08
2025-05-08 13:16:55;-45.08
2025-05-08 13:16:54;89.92
2025-05-08 13:16:53;41.92
2025-05-08 13:16:52;35.17
2025-05-08 13:16:51;-70.83
2025-05-08 13:16:50;-51.83
2025-05-08 13:16:49;15.17
2025-05-08 13:16:48;-6.58
2025-05-08 13:16:47;-35.58
2025-05-08 13:16:46;-68.58
2025-05-08 13:16:45;26.92
2025-05-08 13:16:44;17.42
2025-05-08 13:16:43;-94.83
2025-05-08 13:16:42;-49.58
2025-05-08 13:16:41;-40.08
2025-05-08 13:16:40;7.92
2025-05-08 13:16:39;-97.08
2025-05-08 13:16:38;79.42
2025-05-08 13:16:37;-35.08
2025-05-08 13:16:36;22.42
2025-05-08 13:16:35;77.17
2025-05-08 13:16:34;-32.83
2025-05-08 13:16:33;62.67
2025-05-08 13:16:32;-42.33
2025-05-08 13:16:31;-80.33
2025-05-08 13:16:30;55.42
2025-05-08 13:16:29;-78.08
2025-05-08 13:16:28;69.92
2025-05-08 13:16:27;-35.08
2025-05-08 13:16:26;98.42
2025-05-08 13:16:25;72.17
2025-05-08 13:16:24;26.92
2025-05-08 13:16:23;83.17
2025-05-08 13:16:22;63.67
2025-05-08 13:16:21;97.67
2025-05-08 13:16:20;25.17
2025-05-08 13:16:19;65.42
2025-05-08 13:16:18;88.92
2025-05-08 13:16:17;1.17
2025-05-08 13:16:16;99.42
2025-05-08 13:16:15;94.92
2025-05-08 13:16:14;49.67
2025-05-08 13:16:13;61.92
2025-05-08 13:16:12;20.67
2025-05-08 13:16:11;79.92
2025-05-08 13:16:10;44.17
2025-05-08 13:16:09;27.42
2025-05-08 13:16:08;39.17
2025-05-08 13:16:07;65.42
2025-05-08 13:16:06;74.92
2025-05-08 13:16:05;36.92
2025-05-08 13:16:04;34.67
2025-05-08 13:16:03;41.92
2025-05-08 13:16:02;53.67
2025-05-08 13:16:01;49.17
2025-05-08 13:16:00;84.92
2025-05-08 13:15:59;58.17
2025-05-08 13:15:58;91.67
2025-05-08 13:15:57;84.92
2025-05-08 13:15:56;17.92
2025-05-08 13:15:55;70.42
2025-05-08 13:15:54;84.92
2025-05-08 13:15:53;15.67
2025-05-08 13:15:52;84.92
2025-05-08 13:15:51;59.67
2025-05-08 13:15:50;85.92
2025-05-08 13:15:49;28.92
2025-05-08 13:15:48;75.42
2025-05-08 13:15:47;37.42
2025-05-08 13:15:46;82.67
2025-05-08 13:15:45;73.17
2025-05-08 13:15:44;30.17
2025-05-08 13:15:43;68.67
2025-05-08 13:15:42;70.92
2025-05-08 13:15:41;56.42
2025-05-08 13:15:40;92.17
2025-05-08 13:15:39;51.92
2025-05-08 13:15:38;63.67
2025-05-08 13:15:37;13.92
2025-05-08 13:15:36;70.92
2025-05-08 13:15:35;32.92
2025-05-08 13:15:34;65.92
2025-05-08 13:15:33;1.67
2025-05-08 13:15:32;82.67
2025-05-08 13:15:31;1.67
2025-05-08 13:15:30;97.17
2025-05-08 13:15:29;25.67
2025-05-08 13:15:28;25.67
2025-05-08 13:15:27;49.67
2025-05-08 13:15:26;51.92
2025-05-08 13:15:25;80.42
2025-05-08 13:15:24;21.67
2025-05-08 13:15:23;21.67
2025-05-08 13:15:22;57.42
2025-05-08 13:15:21;74.17
2025-05-08 13:15:20;64.67
2025-05-08 13:15:19;90.92
2025-05-08 13:15:18;46.67
2025-05-08 13:15:17;22.67
2025-05-08 13:15:16;95.42
2025-05-08 13:15:15;88.17
2025-05-08 13:15:14;64.17
2025-05-08 13:15:13;73.67
2025-05-08 13:15:12;50.17
2025-05-08 13:15:11;7.67
2025-05-08 13:15:10;45.17
2025-05-08 13:15:09;85.92
2025-05-08 13:15:08;33.42
2025-05-08 13:15:07;9.42
2025-05-08 13:15:06;35.67
2025-05-08 13:15:05;64.17
2025-05-08 13:15:04;40.67
2025-05-08 13:15:03;95.42
2025-05-08 13:15:02;71.42
2025-05-08 13:15:01;11.67
2025-05-08 13:15:00;35.67
2025-05-08 13:14:59;52.42
2025-05-08 13:14:58;69.17
2025-05-08 13:14:57;61.92
2025-05-08 13:14:56;33.42
2025-05-08 13:14:55;26.67
2025-05-08 13:14:54;93.17
2025-05-08 13:14:53;69.17
2025-05-08 13:14:52;85.92
2025-05-08 13:14:51;57.42
2025-05-08 13:14:50;47.92
2025-05-08 13:14:49;31.17
2025-05-08 13:14:48;48.92
2025-05-08 13:14:47;23.67
2025-05-08 13:14:46;15.92
2025-05-08 13:14:45;7.67
2025-05-08 13:14:44;52.92
2025-05-08 13:14:43;26.67
2025-05-08 13:14:42;36.17
2025-05-08 13:14:41;69.17
2025-05-08 13:14:40;22.17
2025-05-08 13:14:39;52.92
