Fecha y Hora;PIC-3032 - Presión reactor R-303
2025-05-08 13:25:19;82.18
2025-05-08 13:25:18;94.43
2025-05-08 13:25:17;30.68
2025-05-08 13:25:16;47.43
2025-05-08 13:25:15;34.18
2025-05-08 13:25:14;31.93
2025-05-08 13:25:13;65.43
2025-05-08 13:25:12;41.93
2025-05-08 13:25:11;69.93
2025-05-08 13:25:10;67.68
2025-05-08 13:25:09;83.93
2025-05-08 13:25:08;53.68
2025-05-08 13:25:07;48.68
2025-05-08 13:25:06;8.43
2025-05-08 13:25:05;65.43
2025-05-08 13:25:04;74.93
2025-05-08 13:25:03;29.68
2025-05-08 13:25:02;67.68
2025-05-08 13:25:01;27.43
2025-05-08 13:25:00;39.68
2025-05-08 13:24:59;96.68
2025-05-08 13:24:58;64.93
2025-05-08 13:24:57;17.93
2025-05-08 13:24:56;27.93
2025-05-08 13:24:55;70.93
2025-05-08 13:24:54;37.93
2025-05-08 13:24:53;87.68
2025-05-08 13:24:52;35.18
2025-05-08 13:24:51;37.43
2025-05-08 13:24:50;26.18
2025-05-08 13:24:49;65.43
2025-05-08 13:24:48;98.18
2025-05-08 13:24:47;98.18
2025-05-08 13:24:46;45.18
2025-05-08 13:24:45;45.68
2025-05-08 13:24:44;22.93
2025-05-08 13:24:43;91.68
2025-05-08 13:24:42;11.18
2025-05-08 13:24:41;96.18
2025-05-08 13:24:40;56.43
2025-05-08 13:24:39;89.93
2025-05-08 13:24:38;82.68
2025-05-08 13:24:37;60.93
2025-05-08 13:24:36;17.93
2025-05-08 13:24:35;51.43
2025-05-08 13:24:34;32.43
2025-05-08 13:24:33;20.18
2025-05-08 13:24:32;25.18
2025-05-08 13:24:31;68.18
2025-05-08 13:24:30;13.93
2025-05-08 13:24:29;30.18
2025-05-08 13:24:28;84.93
2025-05-08 13:24:27;92.68
2025-05-08 13:24:26;27.93
2025-05-08 13:24:25;18.43
2025-05-08 13:24:24;30.18
2025-05-08 13:24:23;96.68
2025-05-08 13:24:22;25.18
2025-05-08 13:24:21;46.93
2025-05-08 13:24:20;54.18
2025-05-08 13:24:19;27.93
2025-05-08 13:24:18;68.18
2025-05-08 13:24:17;16.68
2025-05-08 13:24:16;0.93
2025-05-08 13:24:15;7.68
2025-05-08 13:24:14;95.93
2025-05-08 13:24:13;5.43
2025-05-08 13:24:12;11.68
2025-05-08 13:24:11;49.68
2025-05-08 13:24:10;87.68
2025-05-08 13:24:09;78.18
2025-05-08 13:24:08;87.68
2025-05-08 13:24:07;59.18
2025-05-08 13:24:06;8.93
2025-05-08 13:24:05;27.93
2025-05-08 13:24:04;45.68
2025-05-08 13:24:03;64.68
2025-05-08 13:24:02;31.68
2025-05-08 13:24:01;69.68
2025-05-08 13:24:00;69.68
2025-05-08 13:23:59;83.68
2025-05-08 13:23:58;45.68
2025-05-08 13:23:57;26.18
2025-05-08 13:23:56;85.43
2025-05-08 13:23:55;99.93
2025-05-08 13:23:54;61.93
2025-05-08 13:23:53;66.93
2025-05-08 13:23:52;71.93
2025-05-08 13:23:51;71.43
2025-05-08 13:23:50;35.68
2025-05-08 13:23:49;26.18
2025-05-08 13:23:48;45.18
2025-05-08 13:23:47;37.93
2025-05-08 13:23:46;74.18
2025-05-08 13:23:45;98.68
2025-05-08 13:23:44;51.68
2025-05-08 13:23:43;72.93
2025-05-08 13:23:42;53.43
2025-05-08 13:23:41;93.68
2025-05-08 13:23:40;81.43
2025-05-08 13:23:39;93.18
2025-05-08 13:23:38;50.18
2025-05-08 13:23:37;88.18
2025-05-08 13:23:36;16.68
2025-05-08 13:23:35;98.18
2025-05-08 13:23:34;62.43
2025-05-08 13:23:33;95.43
2025-05-08 13:23:32;83.68
2025-05-08 13:23:31;83.68
2025-05-08 13:23:30;17.18
2025-05-08 13:23:29;50.68
2025-05-08 13:23:28;80.93
2025-05-08 13:23:27;16.68
2025-05-08 13:23:26;81.43
2025-05-08 13:23:25;14.43
2025-05-08 13:23:24;0.43
2025-05-08 13:23:23;31.18
2025-05-08 13:23:22;45.68
2025-05-08 13:23:21;93.18
2025-05-08 13:23:20;33.93
2025-05-08 13:23:19;70.18
2025-05-08 13:23:18;7.68
2025-05-08 13:23:17;52.93
2025-05-08 13:23:16;76.93
2025-05-08 13:23:15;31.68
2025-05-08 13:23:14;84.18
2025-05-08 13:23:13;22.68
2025-05-08 13:23:12;68.93
2025-05-08 13:23:11;43.18
2025-05-08 13:23:10;14.68
2025-05-08 13:23:09;46.68
2025-05-08 13:23:08;32.68
2025-05-08 13:23:07;8.68
2025-05-08 13:23:06;29.93
2025-05-08 13:23:05;27.18
2025-05-08 13:23:04;48.93
2025-05-08 13:23:03;13.18
2025-05-08 13:23:02;8.18
2025-05-08 13:23:01;84.18
2025-05-08 13:23:00;41.68
2025-05-08 13:22:59;41.68
2025-05-08 13:22:58;41.68
2025-05-08 13:22:57;60.18
2025-05-08 13:22:56;51.18
2025-05-08 13:22:55;12.68
2025-05-08 13:22:54;98.68
2025-05-08 13:22:53;91.43
2025-05-08 13:22:52;15.43
2025-05-08 13:22:51;8.68
2025-05-08 13:22:50;98.68
2025-05-08 13:22:49;72.43
2025-05-08 13:22:48;39.43
2025-05-08 13:22:47;15.43
2025-05-08 13:22:46;34.43
2025-05-08 13:22:45;82.43
2025-05-08 13:22:44;3.68
2025-05-08 13:22:43;32.18
2025-05-08 13:22:42;1.43
2025-05-08 13:22:41;42.18
2025-05-08 13:22:40;81.18
2025-05-08 13:22:39;19.18
2025-05-08 13:22:38;80.68
2025-05-08 13:22:37;22.68
2025-05-08 13:22:36;96.43
2025-05-08 13:22:35;58.93
2025-05-08 13:22:34;52.18
2025-05-08 13:22:33;65.68
2025-05-08 13:22:32;84.68
2025-05-08 13:22:31;39.93
2025-05-08 13:22:30;15.93
2025-05-08 13:22:29;42.18
2025-05-08 13:22:28;23.18
2025-05-08 13:22:27;47.18
2025-05-08 13:22:26;23.18
2025-05-08 13:22:25;13.68
2025-05-08 13:22:24;18.68
2025-05-08 13:22:23;89.68
2025-05-08 13:22:22;28.18
2025-05-08 13:22:21;85.18
2025-05-08 13:22:20;69.43
2025-05-08 13:22:19;71.18
2025-05-08 13:22:18;57.68
2025-05-08 13:22:17;40.93
2025-05-08 13:22:16;83.43
2025-05-08 13:22:15;64.43
2025-05-08 13:22:14;90.68
2025-05-08 13:22:13;37.68
2025-05-08 13:22:12;65.68
2025-05-08 13:22:11;96.93
2025-05-08 13:22:10;72.18
2025-05-08 13:22:09;34.18
2025-05-08 13:22:08;25.93
2025-05-08 13:22:07;7.93
2025-05-08 13:22:06;58.93
2025-05-08 13:22:05;11.43
2025-05-08 13:22:04;80.18
2025-05-08 13:22:03;47.18
2025-05-08 13:22:02;28.18
2025-05-08 13:22:01;75.68
2025-05-08 13:22:00;28.18
2025-05-08 13:21:59;82.93
2025-05-08 13:21:58;82.93
2025-05-08 13:21:57;95.18
2025-05-08 13:21:56;49.93
2025-05-08 13:21:55;82.93
2025-05-08 13:21:54;90.68
2025-05-08 13:21:53;33.18
2025-05-08 13:21:52;11.43
2025-05-08 13:21:51;35.43
2025-05-08 13:21:50;49.93
2025-05-08 13:21:49;52.18
2025-05-08 13:21:48;28.18
2025-05-08 13:21:47;49.93
2025-05-08 13:21:46;1.93
2025-05-08 13:21:45;92.93
2025-05-08 13:21:44;95.18
2025-05-08 13:21:43;73.93
2025-05-08 13:21:42;90.18
2025-05-08 13:21:41;64.43
2025-05-08 13:21:40;76.18
2025-05-08 13:21:39;27.43
2025-05-08 13:21:38;34.68
2025-05-08 13:21:37;13.43
2025-05-08 13:21:36;89.43
2025-05-08 13:21:35;73.18
2025-05-08 13:21:34;62.18
2025-05-08 13:21:33;57.18
2025-05-08 13:21:32;71.18
2025-05-08 13:21:31;0.68
2025-05-08 13:21:30;95.68
2025-05-08 13:21:29;83.93
2025-05-08 13:21:28;3.43
2025-05-08 13:21:27;94.43
2025-05-08 13:21:26;1.18
2025-05-08 13:21:25;29.68
2025-05-08 13:21:24;1.68
2025-05-08 13:21:23;41.93
2025-05-08 13:21:22;96.68
2025-05-08 13:21:21;52.68
2025-05-08 13:21:20;12.43
2025-05-08 13:21:19;81.68
2025-05-08 13:21:18;26.93
2025-05-08 13:21:17;24.68
2025-05-08 13:21:16;41.43
2025-05-08 13:21:15;29.18
2025-05-08 13:21:14;58.18
2025-05-08 13:21:13;10.68
2025-05-08 13:21:12;34.18
2025-05-08 13:21:11;41.43
2025-05-08 13:21:10;91.68
2025-05-08 13:21:09;76.68
2025-05-08 13:21:08;19.68
2025-05-08 13:21:07;56.43
2025-05-08 13:21:06;92.68
2025-05-08 13:21:05;82.18
2025-05-08 13:21:04;6.68
2025-05-08 13:21:03;29.68
2025-05-08 13:21:02;31.93
2025-05-08 13:21:01;10.68
2025-05-08 13:21:00;45.93
2025-05-08 13:20:59;91.18
2025-05-08 13:20:58;53.18
2025-05-08 13:20:57;91.68
2025-05-08 13:20:56;82.18
2025-05-08 13:20:55;15.68
2025-05-08 13:20:54;46.43
2025-05-08 13:20:53;54.18
2025-05-08 13:20:52;65.43
2025-05-08 13:20:51;22.43
2025-05-08 13:20:50;63.18
2025-05-08 13:20:49;98.93
2025-05-08 13:20:48;70.43
2025-05-08 13:20:47;86.68
2025-05-08 13:20:46;49.18
2025-05-08 13:20:45;32.43
2025-05-08 13:20:44;22.93
2025-05-08 13:20:43;17.93
2025-05-08 13:20:42;11.18
2025-05-08 13:20:41;8.43
2025-05-08 13:20:40;87.18
2025-05-08 13:20:39;20.18
2025-05-08 13:20:38;79.93
2025-05-08 13:20:37;94.43
2025-05-08 13:20:36;0.93
2025-05-08 13:20:35;18.18
2025-05-08 13:20:34;21.43
2025-05-08 13:20:33;54.43
2025-05-08 13:20:32;66.68
2025-05-08 13:20:31;98.68
2025-05-08 13:20:30;42.43
2025-05-08 13:20:29;83.18
2025-05-08 13:20:28;23.43
2025-05-08 13:20:27;78.18
2025-05-08 13:20:26;34.68
2025-05-08 13:20:25;59.18
2025-05-08 13:20:24;63.68
2025-05-08 13:20:23;97.18
2025-05-08 13:20:22;82.68
2025-05-08 13:20:21;32.93
2025-05-08 13:20:20;75.43
2025-05-08 13:20:19;35.68
2025-05-08 13:20:18;65.93
2025-05-08 13:20:17;27.93
2025-05-08 13:20:16;42.43
2025-05-08 13:20:15;4.43
2025-05-08 13:20:14;71.43
2025-05-08 13:20:13;90.43
2025-05-08 13:20:12;54.18
2025-05-08 13:20:11;13.93
2025-05-08 13:20:10;31.18
2025-05-08 13:20:09;13.93
2025-05-08 13:20:08;68.68
2025-05-08 13:20:07;30.18
2025-05-08 13:20:06;66.43
2025-05-08 13:20:05;25.68
2025-05-08 13:20:04;14.93
2025-05-08 13:20:03;84.68
2025-05-08 13:20:02;41.18
2025-05-08 13:20:01;79.68
2025-05-08 13:20:00;83.18
2025-05-08 13:19:59;99.93
2025-05-08 13:19:58;18.93
2025-05-08 13:19:57;56.93
2025-05-08 13:19:56;14.43
2025-05-08 13:19:55;37.93
2025-05-08 13:19:54;90.43
2025-05-08 13:19:53;66.43
2025-05-08 13:19:52;66.93
2025-05-08 13:19:51;88.18
2025-05-08 13:19:50;37.93
2025-05-08 13:19:49;69.18
2025-05-08 13:19:48;64.68
2025-05-08 13:19:47;71.43
2025-05-08 13:19:46;52.43
2025-05-08 13:19:45;53.43
2025-05-08 13:19:44;67.43
2025-05-08 13:19:43;91.93
2025-05-08 13:19:42;32.18
2025-05-08 13:19:41;89.18
2025-05-08 13:19:40;56.18
2025-05-08 13:19:39;62.93
2025-05-08 13:19:38;79.18
2025-05-08 13:19:37;98.18
2025-05-08 13:19:36;17.18
2025-05-08 13:19:35;78.68
2025-05-08 13:19:34;54.68
2025-05-08 13:19:33;90.93
2025-05-08 13:19:32;39.43
2025-05-08 13:19:31;92.43
2025-05-08 13:19:30;57.93
2025-05-08 13:19:29;21.43
2025-05-08 13:19:28;95.93
2025-05-08 13:19:27;47.93
2025-05-08 13:19:26;84.68
2025-05-08 13:19:25;22.18
2025-05-08 13:19:24;50.68
2025-05-08 13:19:23;95.93
2025-05-08 13:19:22;27.18
2025-05-08 13:19:21;12.68
2025-05-08 13:19:20;88.68
2025-05-08 13:19:19;22.18
2025-05-08 13:19:18;43.93
2025-05-08 13:19:17;62.43
2025-05-08 13:19:16;7.68
2025-05-08 13:19:15;3.18
2025-05-08 13:19:14;19.93
2025-05-08 13:19:13;33.93
2025-05-08 13:19:12;55.68
2025-05-08 13:19:11;22.18
2025-05-08 13:19:10;12.68
2025-05-08 13:19:09;67.43
2025-05-08 13:19:08;41.68
2025-05-08 13:19:07;55.68
2025-05-08 13:19:06;84.18
2025-05-08 13:19:05;19.93
2025-05-08 13:19:04;7.68
2025-05-08 13:19:03;7.68
2025-05-08 13:19:02;67.43
2025-05-08 13:19:01;33.68
2025-05-08 13:19:00;49.93
2025-05-08 13:18:59;0.18
2025-05-08 13:18:58;57.18
2025-05-08 13:18:57;91.93
2025-05-08 13:18:56;13.18
2025-05-08 13:18:55;94.18
2025-05-08 13:18:54;65.68
2025-05-08 13:18:53;85.68
2025-05-08 13:18:52;21.43
2025-05-08 13:18:51;76.18
2025-05-08 13:18:50;56.68
2025-05-08 13:18:49;25.93
2025-05-08 13:18:48;85.18
2025-05-08 13:18:47;99.68
2025-05-08 13:18:46;22.68
2025-05-08 13:18:45;1.43
2025-05-08 13:18:44;58.43
2025-05-08 13:18:43;48.93
2025-05-08 13:18:42;18.18
2025-05-08 13:18:41;82.43
2025-05-08 13:18:40;73.43
2025-05-08 13:18:39;22.68
2025-05-08 13:18:38;32.68
2025-05-08 13:18:37;82.43
2025-05-08 13:18:36;94.18
2025-05-08 13:18:35;72.93
2025-05-08 13:18:34;53.93
2025-05-08 13:18:33;56.18
2025-05-08 13:18:32;6.43
2025-05-08 13:18:31;87.43
2025-05-08 13:18:30;90.18
2025-05-08 13:18:29;0.18
2025-05-08 13:18:28;60.43
2025-05-08 13:18:27;38.68
2025-05-08 13:18:26;35.93
2025-05-08 13:18:25;90.18
2025-05-08 13:18:24;92.43
2025-05-08 13:18:23;94.68
2025-05-08 13:18:22;80.18
2025-05-08 13:18:21;95.18
2025-05-08 13:18:20;94.68
2025-05-08 13:18:19;47.18
2025-05-08 13:18:18;44.93
2025-05-08 13:18:17;30.43
2025-05-08 13:18:16;20.93
2025-05-08 13:18:15;42.18
2025-05-08 13:18:14;28.18
2025-05-08 13:18:13;18.68
2025-05-08 13:18:12;73.93
2025-05-08 13:18:11;68.93
2025-05-08 13:18:10;81.68
2025-05-08 13:18:09;92.93
2025-05-08 13:18:08;54.93
2025-05-08 13:18:07;1.93
2025-05-08 13:18:06;78.93
2025-05-08 13:18:05;9.18
2025-05-08 13:18:04;20.93
2025-05-08 13:18:03;71.18
2025-05-08 13:18:02;9.18
2025-05-08 13:18:01;83.93
2025-05-08 13:18:00;59.93
2025-05-08 13:17:59;48.18
2025-05-08 13:17:58;13.43
2025-05-08 13:17:57;65.93
2025-05-08 13:17:56;61.93
2025-05-08 13:17:55;55.93
2025-05-08 13:17:54;67.18
2025-05-08 13:17:53;87.93
2025-05-08 13:17:52;14.18
2025-05-08 13:17:51;86.18
2025-05-08 13:17:50;74.43
2025-05-08 13:17:49;11.93
2025-05-08 13:17:48;47.68
2025-05-08 13:17:47;5.18
2025-05-08 13:17:46;29.18
2025-05-08 13:17:45;5.18
2025-05-08 13:17:44;28.93
2025-05-08 13:17:43;38.68
2025-05-08 13:17:42;76.68
2025-05-08 13:17:41;97.93
2025-05-08 13:17:40;76.18
2025-05-08 13:17:39;5.68
2025-05-08 13:17:38;47.68
2025-05-08 13:17:37;59.93
2025-05-08 13:17:36;0.18
2025-05-08 13:17:35;21.93
2025-05-08 13:17:34;62.68
2025-05-08 13:17:33;45.43
2025-05-08 13:17:32;64.43
2025-05-08 13:17:31;2.93
2025-05-08 13:17:30;31.93
2025-05-08 13:17:29;88.93
2025-05-08 13:17:28;9.68
2025-05-08 13:17:27;67.18
2025-05-08 13:17:26;68.68
2025-05-08 13:17:25;58.68
2025-05-08 13:17:24;61.43
2025-05-08 13:17:23;73.68
2025-05-08 13:17:22;81.68
2025-05-08 13:17:21;50.93
2025-05-08 13:17:20;62.68
2025-05-08 13:17:19;77.18
2025-05-08 13:17:18;98.43
2025-05-08 13:17:17;62.68
2025-05-08 13:17:16;48.18
2025-05-08 13:17:15;36.43
2025-05-08 13:17:14;40.93
2025-05-08 13:17:13;70.43
2025-05-08 13:17:12;60.43
2025-05-08 13:17:11;81.68
2025-05-08 13:17:10;74.93
2025-05-08 13:17:09;41.93
2025-05-08 13:17:08;77.68
2025-05-08 13:17:07;99.43
2025-05-08 13:17:06;42.43
2025-05-08 13:17:05;30.68
2025-05-08 13:17:04;87.68
2025-05-08 13:17:03;75.93
2025-05-08 13:17:02;36.93
2025-05-08 13:17:01;84.43
2025-05-08 13:17:00;77.68
2025-05-08 13:16:59;93.93
2025-05-08 13:16:58;3.43
2025-05-08 13:16:57;86.68
2025-05-08 13:16:56;55.93
2025-05-08 13:16:55;79.93
2025-05-08 13:16:54;6.68
2025-05-08 13:16:53;45.68
2025-05-08 13:16:52;6.68
2025-05-08 13:16:51;42.93
2025-05-08 13:16:50;68.18
2025-05-08 13:16:49;3.93
2025-05-08 13:16:48;51.43
2025-05-08 13:16:47;63.18
2025-05-08 13:16:46;10.68
2025-05-08 13:16:45;25.18
2025-05-08 13:16:44;63.18
2025-05-08 13:16:43;17.93
2025-05-08 13:16:42;17.93
2025-05-08 13:16:41;36.93
2025-05-08 13:16:40;11.18
2025-05-08 13:16:39;18.43
2025-05-08 13:16:38;11.18
2025-05-08 13:16:37;3.93
2025-05-08 13:16:36;8.43
2025-05-08 13:16:35;87.18
2025-05-08 13:16:34;35.18
2025-05-08 13:16:33;58.68
2025-05-08 13:16:32;53.68
2025-05-08 13:16:31;53.68
2025-05-08 13:16:30;41.93
2025-05-08 13:16:29;23.43
2025-05-08 13:16:28;87.68
2025-05-08 13:16:27;6.18
2025-05-08 13:16:26;32.93
2025-05-08 13:16:25;99.43
2025-05-08 13:16:24;75.93
2025-05-08 13:16:23;83.68
2025-05-08 13:16:22;53.43
2025-05-08 13:16:21;59.68
2025-05-08 13:16:20;89.18
2025-05-08 13:16:19;51.93
2025-05-08 13:16:18;35.68
2025-05-08 13:16:17;28.93
2025-05-08 13:16:16;14.93
2025-05-08 13:16:15;60.18
2025-05-08 13:16:14;7.68
2025-05-08 13:16:13;26.68
2025-05-08 13:16:12;52.43
2025-05-08 13:16:11;2.68
2025-05-08 13:16:10;83.18
2025-05-08 13:16:09;78.18
2025-05-08 13:16:08;71.43
2025-05-08 13:16:07;68.68
2025-05-08 13:16:06;50.18
2025-05-08 13:16:05;80.43
2025-05-08 13:16:04;78.18
2025-05-08 13:16:03;32.93
2025-05-08 13:16:02;95.43
2025-05-08 13:16:01;7.18
2025-05-08 13:16:00;54.68
2025-05-08 13:15:59;9.43
2025-05-08 13:15:58;33.43
2025-05-08 13:15:57;54.68
2025-05-08 13:15:56;62.43
2025-05-08 13:15:55;64.18
2025-05-08 13:15:54;80.93
2025-05-08 13:15:53;7.18
2025-05-08 13:15:52;54.68
2025-05-08 13:15:51;13.68
2025-05-08 13:15:50;72.93
2025-05-08 13:15:49;89.18
2025-05-08 13:15:48;98.68
2025-05-08 13:15:47;19.43
2025-05-08 13:15:46;90.43
2025-05-08 13:15:45;7.68
2025-05-08 13:15:44;90.93
2025-05-08 13:15:43;98.18
2025-05-08 13:15:42;45.68
2025-05-08 13:15:41;71.93
2025-05-08 13:15:40;31.18
2025-05-08 13:15:39;7.18
2025-05-08 13:15:38;85.93
2025-05-08 13:15:37;43.43
2025-05-08 13:15:36;27.18
2025-05-08 13:15:35;50.18
2025-05-08 13:15:34;7.68
2025-05-08 13:15:33;78.68
2025-05-08 13:15:32;41.18
2025-05-08 13:15:31;28.93
2025-05-08 13:15:30;84.18
2025-05-08 13:15:29;86.43
2025-05-08 13:15:28;78.68
2025-05-08 13:15:27;55.18
2025-05-08 13:15:26;31.68
2025-05-08 13:15:25;96.43
2025-05-08 13:15:24;24.93
2025-05-08 13:15:23;44.43
2025-05-08 13:15:22;51.18
2025-05-08 13:15:21;27.18
2025-05-08 13:15:20;-29.78
2025-05-08 13:15:19;-0.78
2025-05-08 13:15:18;-53.78
2025-05-08 13:15:17;-68.28
2025-05-08 13:15:16;62.93
2025-05-08 13:15:15;75.18
2025-05-08 13:15:14;98.68
2025-05-08 13:15:13;74.18
2025-05-08 13:15:12;79.18
2025-05-08 13:15:11;77.43
2025-05-08 13:15:10;50.68
2025-05-08 13:15:09;79.68
2025-05-08 13:15:08;52.93
2025-05-08 13:15:07;19.93
2025-05-08 13:15:06;51.18
2025-05-08 13:15:05;48.43
2025-05-08 13:15:04;65.18
2025-05-08 13:15:03;79.68
2025-05-08 13:15:02;91.93
2025-05-08 13:15:01;67.43
2025-05-08 13:15:00;72.43
2025-05-08 13:14:59;84.18
2025-05-08 13:14:58;0.93
2025-05-08 13:14:57;60.68
2025-05-08 13:14:56;13.68
2025-05-08 13:14:55;48.93
2025-05-08 13:14:54;91.43
2025-05-08 13:14:53;77.43
2025-05-08 13:14:52;20.43
2025-05-08 13:14:51;72.43
2025-05-08 13:14:50;36.68
2025-05-08 13:14:49;84.68
2025-05-08 13:14:48;-58.78
2025-05-08 13:14:47;-92.28
2025-05-08 13:14:46;-70.03
2025-05-08 13:14:45;-70.53
2025-05-08 13:14:44;39.43
2025-05-08 13:14:43;56.68
2025-05-08 13:14:42;39.43
2025-05-08 13:14:41;32.18
2025-05-08 13:14:40;99.18
2025-05-08 13:14:39;8.68
2025-05-08 13:14:38;6.43
2025-05-08 13:14:37;37.18
2025-05-08 13:14:36;89.68
2025-05-08 13:14:35;39.93
2025-05-08 13:14:34;89.68
2025-05-08 13:14:33;-87.28
2025-05-08 13:14:32;-89.53
2025-05-08 13:14:31;-8.53
2025-05-08 13:14:30;-8.53
2025-05-08 13:14:29;-65.53
2025-05-08 13:14:28;-11.28
2025-05-08 13:14:27;-42.03
2025-05-08 13:14:26;11.43
2025-05-08 13:14:25;92.43
2025-05-08 13:14:24;4.18
2025-05-08 13:14:23;37.68
2025-05-08 13:14:22;75.68
2025-05-08 13:14:21;44.43
2025-05-08 13:14:20;-63.78
2025-05-08 13:14:19;37.68
2025-05-08 13:14:18;77.93
2025-05-08 13:14:17;-3.03
2025-05-08 13:14:16;-93.03
2025-05-08 13:14:15;-63.28
2025-05-08 13:14:14;-17.03
2025-05-08 13:14:13;-68.28
2025-05-08 13:14:12;-9.03
2025-05-08 13:14:11;-4.03
2025-05-08 13:14:10;77.93
2025-05-08 13:14:09;-77.78
2025-05-08 13:14:08;-49.28
2025-05-08 13:14:07;-15.78
2025-05-08 13:14:06;-77.78
2025-05-08 13:14:05;-30.28
2025-05-08 13:14:04;20.93
2025-05-08 13:14:03;-25.28
