Fecha y Hora;TT-3035 - Temperatura reactor R-303
2025-05-08 13:26:35;38.43
2025-05-08 13:26:34;33.43
2025-05-08 13:26:33;16.18
2025-05-08 13:26:32;37.93
2025-05-08 13:26:31;56.43
2025-05-08 13:26:30;71.43
2025-05-08 13:26:29;99.93
2025-05-08 13:26:28;26.18
2025-05-08 13:26:27;97.68
2025-05-08 13:26:26;47.43
2025-05-08 13:26:25;28.43
2025-05-08 13:26:24;70.93
2025-05-08 13:26:23;75.18
2025-05-08 13:26:22;56.18
2025-05-08 13:26:21;75.18
2025-05-08 13:26:20;21.68
2025-05-08 13:26:19;74.18
2025-05-08 13:26:18;85.43
2025-05-08 13:26:17;90.43
2025-05-08 13:26:16;37.93
2025-05-08 13:26:15;64.18
2025-05-08 13:26:14;31.18
2025-05-08 13:26:13;76.43
2025-05-08 13:26:12;74.18
2025-05-08 13:26:11;99.93
2025-05-08 13:26:10;83.18
2025-05-08 13:26:09;78.68
2025-05-08 13:26:08;66.43
2025-05-08 13:26:07;31.18
2025-05-08 13:26:06;83.68
2025-05-08 13:26:05;73.68
2025-05-08 13:26:04;16.68
2025-05-08 13:26:03;85.93
2025-05-08 13:26:02;78.68
2025-05-08 13:26:01;28.43
2025-05-08 13:26:00;33.93
2025-05-08 13:25:59;31.18
2025-05-08 13:25:58;0.43
2025-05-08 13:25:57;78.18
2025-05-08 13:25:56;7.18
2025-05-08 13:25:55;33.43
2025-05-08 13:25:54;88.18
2025-05-08 13:25:53;83.18
2025-05-08 13:25:52;34.93
2025-05-08 13:25:51;79.68
2025-05-08 13:25:50;3.68
2025-05-08 13:25:49;-56.03
2025-05-08 13:25:48;-6.28
2025-05-08 13:25:47;84.68
2025-05-08 13:25:46;38.93
2025-05-08 13:25:45;57.93
2025-05-08 13:25:44;46.18
2025-05-08 13:25:43;1.43
2025-05-08 13:25:42;51.68
2025-05-08 13:25:41;45.68
2025-05-08 13:25:40;55.18
2025-05-08 13:25:39;65.18
2025-05-08 13:25:38;31.68
2025-05-08 13:25:37;86.43
2025-05-08 13:25:36;81.43
2025-05-08 13:25:35;79.68
2025-05-08 13:25:34;72.43
2025-05-08 13:25:33;77.43
2025-05-08 13:25:32;48.43
2025-05-08 13:25:31;76.93
2025-05-08 13:25:30;36.68
2025-05-08 13:25:29;41.18
2025-05-08 13:25:28;36.18
2025-05-08 13:25:27;3.68
2025-05-08 13:25:26;19.93
2025-05-08 13:25:25;98.68
2025-05-08 13:25:24;41.68
2025-05-08 13:25:23;19.93
2025-05-08 13:25:22;69.68
2025-05-08 13:25:21;39.43
2025-05-08 13:25:20;-34.28
2025-05-08 13:25:19;80.18
2025-05-08 13:25:18;-1.78
2025-05-08 13:25:17;-91.78
2025-05-08 13:25:16;-63.28
2025-05-08 13:25:15;41.68
2025-05-08 13:25:14;67.93
2025-05-08 13:25:13;1.43
2025-05-08 13:25:12;-44.78
2025-05-08 13:25:11;13.18
2025-05-08 13:25:10;75.18
2025-05-08 13:25:09;91.43
2025-05-08 13:25:08;70.68
2025-05-08 13:25:07;44.43
2025-05-08 13:25:06;25.43
2025-05-08 13:25:05;96.93
2025-05-08 13:25:04;82.43
2025-05-08 13:25:03;10.93
2025-05-08 13:25:02;46.68
2025-05-08 13:25:01;63.43
2025-05-08 13:25:00;56.68
2025-05-08 13:24:59;94.68
2025-05-08 13:24:58;17.68
2025-05-08 13:24:57;-30.28
2025-05-08 13:24:56;-11.28
2025-05-08 13:24:55;-61.03
2025-05-08 13:24:54;-94.03
2025-05-08 13:24:53;-23.03
2025-05-08 13:24:52;-85.03
2025-05-08 13:24:51;-92.28
2025-05-08 13:24:50;-94.03
2025-05-08 13:24:49;25.43
2025-05-08 13:24:48;-95.78
2025-05-08 13:24:47;-12.53
2025-05-08 13:24:46;-29.78
2025-05-08 13:24:45;-41.03
2025-05-08 13:24:44;94.68
2025-05-08 13:24:43;53.93
2025-05-08 13:24:42;-94.53
2025-05-08 13:24:41;94.18
2025-05-08 13:24:40;-75.53
2025-05-08 13:24:39;-51.53
2025-05-08 13:24:38;-28.03
2025-05-08 13:24:37;87.43
2025-05-08 13:24:36;70.68
2025-05-08 13:24:35;13.68
2025-05-08 13:24:34;39.93
2025-05-08 13:24:33;37.18
2025-05-08 13:24:32;51.68
2025-05-08 13:24:31;92.43
2025-05-08 13:24:30;-42.03
2025-05-08 13:24:29;82.93
2025-05-08 13:24:28;11.43
2025-05-08 13:24:27;-29.78
2025-05-08 13:24:26;-92.28
2025-05-08 13:24:25;-61.03
2025-05-08 13:24:24;-82.78
2025-05-08 13:24:23;-54.28
2025-05-08 13:24:22;85.18
2025-05-08 13:24:21;-28.03
2025-05-08 13:24:20;-96.78
2025-05-08 13:24:19;-20.78
2025-05-08 13:24:18;75.68
2025-05-08 13:24:17;-85.78
2025-05-08 13:24:16;-83.53
2025-05-08 13:24:15;-88.53
2025-05-08 13:24:14;-62.28
2025-05-08 13:24:13;-69.53
2025-05-08 13:24:12;-44.28
2025-05-08 13:24:11;-51.53
2025-05-08 13:24:10;-68.28
2025-05-08 13:24:09;-87.28
2025-05-08 13:24:08;-51.53
2025-05-08 13:24:07;-18.03
2025-05-08 13:24:06;-11.28
2025-05-08 13:24:05;-38.78
2025-05-08 13:24:04;-10.28
2025-05-08 13:24:03;-36.53
2025-05-08 13:24:02;-0.28
2025-05-08 13:24:01;-50.53
2025-05-08 13:24:00;-31.53
2025-05-08 13:23:59;-22.03
2025-05-08 13:23:58;-76.78
2025-05-08 13:23:57;-94.03
2025-05-08 13:23:56;-10.78
2025-05-08 13:23:55;-10.78
2025-05-08 13:23:54;-13.03
2025-05-08 13:23:53;-8.03
2025-05-08 13:23:52;-48.28
2025-05-08 13:23:51;-32.03
2025-05-08 13:23:50;-29.78
2025-05-08 13:23:49;-75.03
2025-05-08 13:23:48;-75.03
2025-05-08 13:23:47;-58.28
2025-05-08 13:23:46;-81.78
2025-05-08 13:23:45;-50.03
2025-05-08 13:23:44;-4.28
2025-05-08 13:23:43;-13.78
2025-05-08 13:23:42;-31.03
2025-05-08 13:23:41;-71.78
2025-05-08 13:23:40;-5.28
2025-05-08 13:23:39;-29.28
2025-05-08 13:23:38;-51.03
2025-05-08 13:23:37;-70.03
2025-05-08 13:23:36;-94.03
2025-05-08 13:23:35;-86.28
2025-05-08 13:23:34;-48.28
2025-05-08 13:23:33;-51.03
2025-05-08 13:23:32;-53.28
2025-05-08 13:23:31;-81.78
2025-05-08 13:23:30;-93.53
2025-05-08 13:23:29;-50.53
2025-05-08 13:23:28;-67.78
2025-05-08 13:23:27;-70.03
2025-05-08 13:23:26;-29.28
2025-05-08 13:23:25;-72.28
2025-05-08 13:23:24;-29.28
2025-05-08 13:23:23;-65.03
2025-05-08 13:23:22;-65.03
2025-05-08 13:23:21;-17.53
2025-05-08 13:23:20;-41.03
2025-05-08 13:23:19;-95.28
2025-05-08 13:23:18;-84.03
2025-05-08 13:23:17;-76.78
2025-05-08 13:23:16;-62.28
2025-05-08 13:23:15;-33.78
2025-05-08 13:23:14;-16.03
2025-05-08 13:23:13;-27.78
2025-05-08 13:23:12;-15.53
2025-05-08 13:23:11;-86.53
2025-05-08 13:23:10;-24.53
2025-05-08 13:23:09;-47.28
2025-05-08 13:23:08;-56.28
2025-05-08 13:23:07;-11.53
2025-05-08 13:23:06;-61.78
2025-05-08 13:23:05;-28.78
2025-05-08 13:23:04;-16.53
2025-05-08 13:23:03;-42.78
2025-05-08 13:23:02;-57.28
2025-05-08 13:23:01;-81.28
2025-05-08 13:23:00;-69.03
2025-05-08 13:22:59;-14.28
2025-05-08 13:22:58;-4.78
2025-05-08 13:22:57;-33.78
2025-05-08 13:22:56;-4.78
2025-05-08 13:22:55;-17.03
2025-05-08 13:22:54;-21.53
2025-05-08 13:22:53;-50.03
2025-05-08 13:22:52;-88.03
2025-05-08 13:22:51;-66.28
2025-05-08 13:22:50;-12.03
2025-05-08 13:22:49;-33.28
2025-05-08 13:22:48;-26.03
2025-05-08 13:22:47;-59.53
2025-05-08 13:22:46;-35.53
2025-05-08 13:22:45;-11.53
2025-05-08 13:22:44;-42.78
2025-05-08 13:22:43;-7.03
2025-05-08 13:22:42;-50.78
2025-05-08 13:22:41;-87.53
2025-05-08 13:22:40;-84.28
2025-05-08 13:22:39;-65.28
2025-05-08 13:22:38;-75.28
2025-05-08 13:22:37;-45.03
2025-05-08 13:22:36;-95.28
2025-05-08 13:22:35;-32.78
2025-05-08 13:22:34;-49.03
2025-05-08 13:22:33;-45.03
2025-05-08 13:22:32;-80.78
2025-05-08 13:22:31;-1.53
2025-05-08 13:22:30;-40.03
2025-05-08 13:22:29;-59.03
2025-05-08 13:22:28;-82.53
2025-05-08 13:22:27;-63.53
2025-05-08 13:22:26;-51.78
2025-05-08 13:22:25;-97.03
2025-05-08 13:22:24;-1.53
2025-05-08 13:22:23;-16.03
2025-05-08 13:22:22;-94.28
2025-05-08 13:22:21;-5.53
2025-05-08 13:22:20;-72.03
2025-05-08 13:22:19;-58.53
2025-05-08 13:22:18;-19.53
2025-05-08 13:22:17;-5.53
2025-05-08 13:22:16;-5.53
2025-05-08 13:22:15;-41.28
2025-05-08 13:22:14;-29.53
2025-05-08 13:22:13;-73.03
2025-05-08 13:22:12;-99.78
2025-05-08 13:22:11;-7.28
2025-05-08 13:22:10;-83.78
2025-05-08 13:22:09;-40.78
2025-05-08 13:22:08;-39.53
2025-05-08 13:22:07;-5.03
2025-05-08 13:22:06;-42.28
2025-05-08 13:22:05;-54.03
2025-05-08 13:22:04;-68.53
2025-05-08 13:22:03;-1.53
2025-05-08 13:22:02;-49.03
2025-05-08 13:22:01;-8.78
2025-05-08 13:22:00;-82.53
2025-05-08 13:21:59;-49.03
2025-05-08 13:21:58;-8.78
2025-05-08 13:21:57;-15.53
2025-05-08 13:21:56;-41.78
2025-05-08 13:21:55;-98.78
2025-05-08 13:21:54;-65.28
2025-05-08 13:21:53;-22.78
2025-05-08 13:21:52;-8.78
2025-05-08 13:21:51;-20.53
2025-05-08 13:21:50;-72.53
2025-05-08 13:21:49;-51.28
2025-05-08 13:21:48;-18.28
2025-05-08 13:21:47;-96.53
2025-05-08 13:21:46;-25.53
2025-05-08 13:21:45;-53.53
2025-05-08 13:21:44;-91.53
2025-05-08 13:21:43;-36.78
2025-05-08 13:21:42;-46.78
2025-05-08 13:21:41;-58.03
2025-05-08 13:21:40;-34.53
2025-05-08 13:21:39;-59.28
2025-05-08 13:21:38;-68.78
2025-05-08 13:21:37;-71.03
2025-05-08 13:21:36;-57.03
2025-05-08 13:21:35;-92.28
2025-05-08 13:21:34;-3.28
2025-05-08 13:21:33;-1.03
2025-05-08 13:21:32;-25.03
2025-05-08 13:21:31;-19.53
2025-05-08 13:21:30;-24.53
2025-05-08 13:21:29;-4.53
2025-05-08 13:21:28;-26.28
2025-05-08 13:21:27;-71.03
2025-05-08 13:21:26;-9.53
2025-05-08 13:21:25;-83.28
2025-05-08 13:21:24;-56.53
2025-05-08 13:21:23;-33.03
2025-05-08 13:21:22;-68.78
2025-05-08 13:21:21;-60.28
2025-05-08 13:21:20;-62.53
2025-05-08 13:21:19;-83.78
2025-05-08 13:21:18;-33.53
2025-05-08 13:21:17;-59.78
2025-05-08 13:21:16;-88.28
2025-05-08 13:21:15;-45.78
2025-05-08 13:21:14;-71.53
2025-05-08 13:21:13;-64.28
2025-05-08 13:21:12;-31.28
2025-05-08 13:21:11;-7.28
2025-05-08 13:21:10;-28.53
2025-05-08 13:21:09;-7.78
2025-05-08 13:21:08;-91.03
2025-05-08 13:21:07;-63.78
2025-05-08 13:21:06;-27.53
2025-05-08 13:21:05;-83.28
2025-05-08 13:21:04;-49.28
2025-05-08 13:21:03;-45.28
2025-05-08 13:21:02;-64.28
2025-05-08 13:21:01;-9.53
2025-05-08 13:21:00;-48.03
2025-05-08 13:20:59;-59.78
2025-05-08 13:20:58;-7.28
2025-05-08 13:20:57;-47.53
2025-05-08 13:20:56;-76.03
2025-05-08 13:20:55;-68.78
2025-05-08 13:20:54;-40.28
2025-05-08 13:20:53;-66.03
2025-05-08 13:20:52;-0.03
2025-05-08 13:20:51;-26.28
2025-05-08 13:20:50;-11.78
2025-05-08 13:20:49;-6.78
2025-05-08 13:20:48;-95.03
2025-05-08 13:20:47;-14.53
2025-05-08 13:20:46;-80.53
2025-05-08 13:20:45;-97.28
2025-05-08 13:20:44;-28.03
2025-05-08 13:20:43;-61.53
2025-05-08 13:20:42;-30.28
2025-05-08 13:20:41;-76.03
2025-05-08 13:20:40;-52.03
2025-05-08 13:20:39;-21.28
2025-05-08 13:20:38;-23.53
2025-05-08 13:20:37;-52.78
2025-05-08 13:20:36;-22.78
2025-05-08 13:20:35;-37.78
2025-05-08 13:20:34;-55.78
2025-05-08 13:20:33;-1.53
2025-05-08 13:20:32;-89.28
2025-05-08 13:20:31;-61.78
2025-05-08 13:20:30;-32.53
2025-05-08 13:20:29;-56.03
2025-05-08 13:20:28;-61.03
2025-05-08 13:20:27;-51.53
2025-05-08 13:20:26;-95.03
2025-05-08 13:20:25;-15.78
2025-05-08 13:20:24;-20.78
2025-05-08 13:20:23;-87.28
2025-05-08 13:20:22;-47.03
2025-05-08 13:20:21;-18.03
2025-05-08 13:20:20;-44.78
2025-05-08 13:20:19;-20.28
2025-05-08 13:20:18;-94.53
2025-05-08 13:20:17;-11.28
2025-05-08 13:20:16;-87.28
2025-05-08 13:20:15;-91.78
2025-05-08 13:20:14;-13.03
2025-05-08 13:20:13;-94.03
2025-05-08 13:20:12;-20.78
2025-05-08 13:20:11;-96.78
2025-05-08 13:20:10;-53.28
2025-05-08 13:20:09;-91.78
2025-05-08 13:20:08;-82.28
2025-05-08 13:20:07;-99.53
2025-05-08 13:20:06;-39.28
2025-05-08 13:20:05;-94.53
2025-05-08 13:20:04;-33.78
2025-05-08 13:20:03;-90.28
2025-05-08 13:20:02;-64.53
2025-05-08 13:20:01;-50.03
2025-05-08 13:20:00;-72.78
2025-05-08 13:19:59;-60.53
2025-05-08 13:19:58;-91.78
2025-05-08 13:19:57;-91.78
2025-05-08 13:19:56;-43.78
2025-05-08 13:19:55;-27.53
2025-05-08 13:19:54;-20.28
2025-05-08 13:19:53;-72.78
2025-05-08 13:19:52;-98.53
2025-05-08 13:19:51;-15.28
2025-05-08 13:19:50;-13.03
2025-05-08 13:19:49;-86.78
2025-05-08 13:19:48;-10.28
2025-05-08 13:19:47;-48.78
2025-05-08 13:19:46;-60.03
2025-05-08 13:19:45;-59.53
2025-05-08 13:19:44;-45.53
2025-05-08 13:19:43;-49.53
2025-05-08 13:19:42;-52.28
2025-05-08 13:19:41;-59.53
2025-05-08 13:19:40;-90.28
2025-05-08 13:19:39;-93.03
2025-05-08 13:19:38;-62.28
2025-05-08 13:19:37;-22.03
2025-05-08 13:19:36;-79.03
2025-05-08 13:19:35;-96.28
2025-05-08 13:19:34;-48.78
2025-05-08 13:19:33;-16.03
2025-05-08 13:19:32;-18.78
2025-05-08 13:19:31;-84.78
2025-05-08 13:19:30;-74.03
2025-05-08 13:19:29;-8.28
2025-05-08 13:19:28;-24.28
2025-05-08 13:19:27;-27.03
2025-05-08 13:19:26;-18.78
2025-05-08 13:19:25;-88.53
2025-05-08 13:19:24;-69.53
2025-05-08 13:19:23;-43.28
2025-05-08 13:19:22;-38.28
2025-05-08 13:19:21;-17.03
2025-05-08 13:19:20;-7.53
2025-05-08 13:19:19;-17.03
2025-05-08 13:19:18;-42.78
2025-05-08 13:19:17;-31.53
2025-05-08 13:19:16;-76.78
2025-05-08 13:19:15;-17.03
2025-05-08 13:19:14;-19.28
2025-05-08 13:19:13;-79.03
2025-05-08 13:19:12;-9.78
2025-05-08 13:19:11;-90.78
2025-05-08 13:19:10;-93.03
2025-05-08 13:19:09;-33.78
2025-05-08 13:19:08;-71.28
2025-05-08 13:19:07;-28.78
2025-05-08 13:19:06;-97.53
2025-05-08 13:19:05;-64.53
2025-05-08 13:19:04;-22.03
2025-05-08 13:19:03;-67.28
2025-05-08 13:19:02;-52.78
2025-05-08 13:19:01;-43.53
2025-05-08 13:19:00;-82.03
2025-05-08 13:18:59;-39.03
2025-05-08 13:18:58;-72.53
2025-05-08 13:18:57;-83.03
2025-05-08 13:18:56;-26.03
2025-05-08 13:18:55;-80.78
2025-05-08 13:18:54;-82.53
2025-05-08 13:18:53;-74.78
2025-05-08 13:18:52;-84.28
2025-05-08 13:18:51;-98.78
2025-05-08 13:18:50;-30.03
2025-05-08 13:18:49;-94.28
2025-05-08 13:18:48;-54.03
2025-05-08 13:18:47;-6.03
2025-05-08 13:18:46;-42.78
2025-05-08 13:18:45;-49.53
2025-05-08 13:18:44;-61.78
2025-05-08 13:18:43;-11.53
2025-05-08 13:18:42;-66.28
2025-05-08 13:18:41;-13.78
2025-05-08 13:18:40;-1.53
2025-05-08 13:18:39;-83.03
2025-05-08 13:18:38;-18.28
2025-05-08 13:18:37;-30.53
2025-05-08 13:18:36;-52.28
2025-05-08 13:18:35;-78.03
2025-05-08 13:18:34;-75.78
2025-05-08 13:18:33;-9.28
2025-05-08 13:18:32;-85.28
2025-05-08 13:18:31;-97.03
2025-05-08 13:18:30;-45.28
2025-05-08 13:18:29;-93.78
2025-05-08 13:18:28;-78.78
2025-05-08 13:18:27;-91.03
2025-05-08 13:18:26;-93.78
2025-05-08 13:18:25;-6.03
2025-05-08 13:18:24;-75.28
2025-05-08 13:18:23;-63.53
2025-05-08 13:18:22;-49.53
2025-05-08 13:18:21;-44.03
2025-05-08 13:18:20;-65.78
2025-05-08 13:18:19;-18.28
2025-05-08 13:18:18;-32.28
2025-05-08 13:18:17;-99.28
2025-05-08 13:18:16;-37.28
2025-05-08 13:18:15;-78.03
2025-05-08 13:18:14;-1.53
2025-05-08 13:18:13;-1.53
2025-05-08 13:18:12;-65.28
2025-05-08 13:18:11;-6.03
2025-05-08 13:18:10;-24.03
2025-05-08 13:18:09;-67.53
2025-05-08 13:18:08;-20.03
2025-05-08 13:18:07;-8.78
2025-05-08 13:18:06;-96.03
2025-05-08 13:18:05;-44.03
2025-05-08 13:18:04;-8.78
2025-05-08 13:18:03;-39.53
2025-05-08 13:18:02;-81.53
2025-05-08 13:18:01;-12.28
2025-05-08 13:18:00;-15.03
2025-05-08 13:17:59;-26.78
2025-05-08 13:17:58;-25.78
2025-05-08 13:17:57;-47.03
2025-05-08 13:17:56;-32.03
2025-05-08 13:17:55;-0.03
2025-05-08 13:17:54;-62.53
2025-05-08 13:17:53;-60.78
2025-05-08 13:17:52;-60.78
2025-05-08 13:17:51;-43.53
2025-05-08 13:17:50;-29.03
2025-05-08 13:17:49;-22.28
2025-05-08 13:17:48;-58.03
2025-05-08 13:17:47;-60.28
2025-05-08 13:17:46;-72.03
2025-05-08 13:17:45;-69.78
2025-05-08 13:17:44;-48.28
2025-05-08 13:17:43;-81.53
2025-05-08 13:17:42;-53.03
2025-05-08 13:17:41;-69.78
2025-05-08 13:17:40;-44.03
2025-05-08 13:17:39;-35.78
2025-05-08 13:17:38;-67.53
2025-05-08 13:17:37;-96.03
2025-05-08 13:17:36;-55.78
2025-05-08 13:17:35;-7.78
2025-05-08 13:17:34;-43.03
2025-05-08 13:17:33;-55.78
2025-05-08 13:17:32;-65.28
2025-05-08 13:17:31;-72.03
2025-05-08 13:17:30;-52.53
2025-05-08 13:17:29;-40.78
2025-05-08 13:17:28;-20.03
2025-05-08 13:17:27;-11.28
2025-05-08 13:17:26;-80.03
2025-05-08 13:17:25;-16.28
2025-05-08 13:17:24;-13.53
2025-05-08 13:17:23;-46.53
2025-05-08 13:17:22;-76.53
2025-05-08 13:17:21;-5.03
2025-05-08 13:17:20;-12.28
2025-05-08 13:17:19;-16.78
2025-05-08 13:17:18;-86.03
2025-05-08 13:17:17;-5.03
2025-05-08 13:17:16;-95.53
2025-05-08 13:17:15;-48.03
2025-05-08 13:17:14;-7.78
2025-05-08 13:17:13;-16.28
2025-05-08 13:17:12;-33.53
2025-05-08 13:17:11;-2.78
2025-05-08 13:17:10;-68.28
2025-05-08 13:17:09;-92.28
2025-05-08 13:17:08;-61.53
2025-05-08 13:17:07;-94.53
2025-05-08 13:17:06;-96.78
2025-05-08 13:17:05;-99.03
2025-05-08 13:17:04;-77.78
2025-05-08 13:17:03;-91.78
2025-05-08 13:17:02;-83.28
2025-05-08 13:17:01;-35.78
2025-05-08 13:17:00;-6.78
2025-05-08 13:16:59;-71.53
2025-05-08 13:16:58;-71.53
2025-05-08 13:16:57;-24.03
2025-05-08 13:16:56;-19.03
2025-05-08 13:16:55;-31.53
2025-05-08 13:16:54;-68.28
2025-05-08 13:16:53;-19.78
2025-05-08 13:16:52;-4.03
2025-05-08 13:16:51;-13.03
2025-05-08 13:16:50;-9.03
2025-05-08 13:16:49;-80.53
2025-05-08 13:16:48;-33.03
2025-05-08 13:16:47;-87.78
2025-05-08 13:16:46;-90.53
2025-05-08 13:16:45;-97.28
2025-05-08 13:16:44;-68.78
2025-05-08 13:16:43;-6.78
2025-05-08 13:16:42;-57.03
2025-05-08 13:16:41;-47.53
2025-05-08 13:16:40;-37.53
2025-05-08 13:16:39;-92.28
2025-05-08 13:16:38;-63.78
2025-05-08 13:16:37;-44.78
2025-05-08 13:16:36;-2.28
2025-05-08 13:16:35;-78.28
2025-05-08 13:16:34;-75.53
2025-05-08 13:16:33;-6.78
2025-05-08 13:16:32;-57.03
2025-05-08 13:16:31;-30.78
2025-05-08 13:16:30;-68.78
2025-05-08 13:16:29;-15.78
2025-05-08 13:16:28;-96.78
2025-05-08 13:16:27;-59.28
2025-05-08 13:16:26;-6.28
2025-05-08 13:16:25;-20.78
2025-05-08 13:16:24;-7.03
2025-05-08 13:16:23;-36.53
2025-05-08 13:16:22;-40.53
2025-05-08 13:16:21;-81.78
2025-05-08 13:16:20;-85.78
2025-05-08 13:16:19;-34.78
2025-05-08 13:16:18;-48.28
2025-05-08 13:16:17;-38.78
2025-05-08 13:16:16;-5.28
2025-05-08 13:16:15;-60.03
2025-05-08 13:16:14;-22.03
2025-05-08 13:16:13;-84.03
2025-05-08 13:16:12;-43.78
2025-05-08 13:16:11;-48.28
2025-05-08 13:16:10;-46.53
2025-05-08 13:16:09;-18.03
2025-05-08 13:16:08;-13.03
2025-05-08 13:16:07;-72.78
2025-05-08 13:16:06;-60.53
2025-05-08 13:16:05;-13.53
2025-05-08 13:16:04;-87.28
2025-05-08 13:16:03;-42.03
2025-05-08 13:16:02;-24.78
2025-05-08 13:16:01;-77.28
2025-05-08 13:16:00;-84.53
2025-05-08 13:15:59;-10.78
2025-05-08 13:15:58;-22.53
2025-05-08 13:15:57;-56.03
2025-05-08 13:15:56;-79.03
2025-05-08 13:15:55;-75.03
2025-05-08 13:15:54;-94.03
2025-05-08 13:15:53;-3.53
2025-05-08 13:15:52;-75.78
2025-05-08 13:15:51;-16.03
2025-05-08 13:15:50;-11.53
2025-05-08 13:15:49;-95.28
2025-05-08 13:15:48;-42.78
2025-05-08 13:15:47;-74.53
2025-05-08 13:15:46;-5.78
2025-05-08 13:15:45;-12.53
2025-05-08 13:15:44;-48.28
2025-05-08 13:15:43;-14.78
2025-05-08 13:15:42;-65.03
2025-05-08 13:15:41;-12.53
2025-05-08 13:15:40;-43.78
2025-05-08 13:15:39;-70.03
2025-05-08 13:15:38;-0.78
2025-05-08 13:15:37;-41.03
2025-05-08 13:15:36;-83.53
2025-05-08 13:15:35;-24.78
2025-05-08 13:15:34;-3.03
2025-05-08 13:15:33;-55.53
2025-05-08 13:15:32;-69.53
2025-05-08 13:15:31;-38.78
2025-05-08 13:15:30;-38.28
2025-05-08 13:15:29;-33.78
2025-05-08 13:15:28;-86.78
2025-05-08 13:15:27;-29.28
2025-05-08 13:15:26;-47.28
2025-05-08 13:15:25;-7.03
2025-05-08 13:15:24;-16.53
2025-05-08 13:15:23;-51.78
2025-05-08 13:15:22;-4.78
2025-05-08 13:15:21;-84.28
2025-05-08 13:15:20;-22.28
2025-05-08 13:15:19;-48.03
2025-05-08 13:15:18;-10.53
2025-05-08 13:15:17;-15.53
2025-05-08 13:15:16;-66.78
2025-05-08 13:15:15;-90.28
2025-05-08 13:15:14;-50.03
2025-05-08 13:15:13;-69.53
2025-05-08 13:15:12;-41.03
2025-05-08 13:15:11;-18.78
2025-05-08 13:15:10;-24.28
2025-05-08 13:15:09;-50.03
2025-05-08 13:15:08;-86.28
2025-05-08 13:15:07;-9.78
2025-05-08 13:15:06;-90.28
2025-05-08 13:15:05;-45.53
2025-05-08 13:15:04;-45.53
2025-05-08 13:15:03;-95.28
2025-05-08 13:15:02;-37.78
2025-05-08 13:15:01;-7.53
2025-05-08 13:15:00;-12.03
2025-05-08 13:14:59;-90.78
2025-05-08 13:14:58;-64.53
2025-05-08 13:14:57;-23.78
2025-05-08 13:14:56;-73.03
2025-05-08 13:14:55;-71.28
2025-05-08 13:14:54;-57.28
2025-05-08 13:14:53;-33.28
2025-05-08 13:14:52;-64.03
2025-05-08 13:14:51;-57.28
2025-05-08 13:14:50;-38.28
2025-05-08 13:14:49;-48.53
2025-05-08 13:14:48;-51.28
2025-05-08 13:14:47;-87.03
2025-05-08 13:14:46;-93.28
2025-05-08 13:14:45;-53.53
2025-05-08 13:14:44;-90.28
2025-05-08 13:14:43;-8.78
2025-05-08 13:14:42;-2.03
2025-05-08 13:14:41;-42.78
2025-05-08 13:14:40;-75.78
2025-05-08 13:14:39;-94.78
2025-05-08 13:14:38;-23.28
2025-05-08 13:14:37;-21.03
2025-05-08 13:14:36;-21.03
