Fecha y Hora;HE-801 - Caldera Mixta
2025-05-08 13:23:03;7763.00
2025-05-08 13:23:02;7488.00
2025-05-08 13:23:01;4138.00
2025-05-08 13:23:00;9438.00
2025-05-08 13:22:59;3688.00
2025-05-08 13:22:58;6313.00
2025-05-08 13:22:57;563.00
2025-05-08 13:22:56;3963.00
2025-05-08 13:22:55;4638.00
2025-05-08 13:22:54;7038.00
2025-05-08 13:22:53;163.00
2025-05-08 13:22:52;5638.00
2025-05-08 13:22:51;2738.00
2025-05-08 13:22:50;6588.00
2025-05-08 13:22:49;9163.00
2025-05-08 13:22:48;8213.00
2025-05-08 13:22:47;3688.00
2025-05-08 13:22:46;5363.00
2025-05-08 13:22:45;6088.00
2025-05-08 13:22:44;3963.00
2025-05-08 13:22:43;7038.00
2025-05-08 13:22:42;8213.00
2025-05-08 13:22:41;2288.00
2025-05-08 13:22:40;7588.00
2025-05-08 13:22:39;4838.00
2025-05-08 13:22:38;3963.00
2025-05-08 13:22:37;3738.00
2025-05-08 13:22:36;1613.00
2025-05-08 13:22:35;663.00
2025-05-08 13:22:34;5638.00
2025-05-08 13:22:33;888.00
2025-05-08 13:22:32;5138.00
2025-05-08 13:22:31;663.00
2025-05-08 13:22:30;3838.00
2025-05-08 13:22:29;7763.00
2025-05-08 13:22:28;6813.00
2025-05-08 13:22:27;9663.00
2025-05-08 13:22:26;7538.00
2025-05-08 13:22:25;3238.00
2025-05-08 13:22:24;3013.00
2025-05-08 13:22:23;2338.00
2025-05-08 13:22:22;3788.00
2025-05-08 13:22:21;4238.00
2025-05-08 13:22:20;9438.00
2025-05-08 13:22:19;5413.00
2025-05-08 13:22:18;7313.00
2025-05-08 13:22:17;9038.00
2025-05-08 13:22:16;5513.00
2025-05-08 13:22:15;4113.00
2025-05-08 13:22:14;3288.00
2025-05-08 13:22:13;3063.00
2025-05-08 13:22:12;7863.00
2025-05-08 13:22:11;3788.00
2025-05-08 13:22:10;438.00
2025-05-08 13:22:09;5463.00
2025-05-08 13:22:08;7963.00
2025-05-08 13:22:07;6738.00
2025-05-08 13:22:06;5738.00
2025-05-08 13:22:05;438.00
2025-05-08 13:22:04;8538.00
2025-05-08 13:22:03;5463.00
2025-05-08 13:22:02;2838.00
2025-05-08 13:22:01;1938.00
2025-05-08 13:22:00;488.00
2025-05-08 13:21:59;713.00
2025-05-08 13:21:58;4738.00
2025-05-08 13:21:57;8988.00
2025-05-08 13:21:56;6638.00
2025-05-08 13:21:55;438.00
2025-05-08 13:21:54;5738.00
2025-05-08 13:21:53;3563.00
2025-05-08 13:21:52;7138.00
2025-05-08 13:21:51;5013.00
2025-05-08 13:21:50;3113.00
2025-05-08 13:21:49;7863.00
2025-05-08 13:21:48;6688.00
2025-05-08 13:21:47;4288.00
2025-05-08 13:21:46;9538.00
2025-05-08 13:21:45;9538.00
2025-05-08 13:21:44;1888.00
2025-05-08 13:21:43;8813.00
2025-05-08 13:21:42;5963.00
2025-05-08 13:21:41;6913.00
2025-05-08 13:21:40;4288.00
2025-05-08 13:21:39;8138.00
2025-05-08 13:21:38;8813.00
2025-05-08 13:21:37;4938.00
2025-05-08 13:21:36;6563.00
2025-05-08 13:21:35;1438.00
2025-05-08 13:21:34;7413.00
2025-05-08 13:21:33;38.00
2025-05-08 13:21:32;4563.00
2025-05-08 13:21:31;6688.00
2025-05-08 13:21:30;1213.00
2025-05-08 13:21:29;38.00
2025-05-08 13:21:28;1713.00
2025-05-08 13:21:27;3388.00
2025-05-08 13:21:26;6513.00
2025-05-08 13:21:25;1588.00
2025-05-08 13:21:24;1313.00
2025-05-08 13:21:23;1813.00
2025-05-08 13:21:22;1488.00
2025-05-08 13:21:21;313.00
2025-05-08 13:21:20;5513.00
2025-05-08 13:21:19;6738.00
2025-05-08 13:21:18;7238.00
2025-05-08 13:21:17;4113.00
2025-05-08 13:21:16;3888.00
2025-05-08 13:21:15;5788.00
2025-05-08 13:21:14;1263.00
2025-05-08 13:21:13;6963.00
2025-05-08 13:21:12;9413.00
2025-05-08 13:21:11;5838.00
2025-05-08 13:21:10;1263.00
2025-05-08 13:21:09;4838.00
2025-05-08 13:21:08;8463.00
2025-05-08 13:21:07;8913.00
2025-05-08 13:21:06;7463.00
2025-05-08 13:21:05;1188.00
2025-05-08 13:21:04;8338.00
2025-05-08 13:21:03;88.00
2025-05-08 13:21:02;4163.00
2025-05-08 13:21:01;7288.00
2025-05-08 13:21:00;588.00
2025-05-08 13:20:59;8913.00
2025-05-08 13:20:58;588.00
2025-05-08 13:20:57;9413.00
2025-05-08 13:20:56;813.00
2025-05-08 13:20:55;5113.00
2025-05-08 13:20:54;3438.00
2025-05-08 13:20:53;7738.00
2025-05-08 13:20:52;5613.00
2025-05-08 13:20:51;9413.00
2025-05-08 13:20:50;7738.00
2025-05-08 13:20:49;4163.00
2025-05-08 13:20:48;1813.00
2025-05-08 13:20:47;863.00
2025-05-08 13:20:46;2988.00
2025-05-08 13:20:45;2538.00
2025-05-08 13:20:44;6563.00
2025-05-08 13:20:43;138.00
2025-05-08 13:20:42;1088.00
2025-05-08 13:20:41;2038.00
2025-05-08 13:20:40;7288.00
2025-05-08 13:20:39;4938.00
2025-05-08 13:20:38;3938.00
2025-05-08 13:20:37;1588.00
2025-05-08 13:20:36;4438.00
2025-05-08 13:20:35;9188.00
2025-05-08 13:20:34;6663.00
2025-05-08 13:20:33;6188.00
2025-05-08 13:20:32;3363.00
2025-05-08 13:20:31;8663.00
2025-05-08 13:20:30;5163.00
2025-05-08 13:20:29;8738.00
2025-05-08 13:20:28;638.00
2025-05-08 13:20:27;8738.00
2025-05-08 13:20:26;9913.00
2025-05-08 13:20:25;9463.00
2025-05-08 13:20:24;2088.00
2025-05-08 13:20:23;4488.00
2025-05-08 13:20:22;3988.00
2025-05-08 13:20:21;3988.00
2025-05-08 13:20:20;8963.00
2025-05-08 13:20:19;1588.00
2025-05-08 13:20:18;5438.00
2025-05-08 13:20:17;1863.00
2025-05-08 13:20:16;2588.00
2025-05-08 13:20:15;7113.00
2025-05-08 13:20:14;9238.00
2025-05-08 13:20:13;2088.00
2025-05-08 13:20:12;188.00
2025-05-08 13:20:11;4988.00
2025-05-08 13:20:10;2813.00
2025-05-08 13:20:09;3763.00
2025-05-08 13:20:08;2813.00
2025-05-08 13:20:07;2363.00
2025-05-08 13:20:06;2588.00
2025-05-08 13:20:05;8063.00
2025-05-08 13:20:04;7613.00
2025-05-08 13:20:03;6163.00
2025-05-08 13:20:02;4588.00
2025-05-08 13:20:01;838.00
2025-05-08 13:20:00;6663.00
2025-05-08 13:19:59;463.00
2025-05-08 13:19:58;9513.00
2025-05-08 13:19:57;8113.00
2025-05-08 13:19:56;6213.00
2025-05-08 13:19:55;2363.00
2025-05-08 13:19:54;1913.00
2025-05-08 13:19:53;9513.00
2025-05-08 13:19:52;463.00
2025-05-08 13:19:51;463.00
2025-05-08 13:19:50;1913.00
2025-05-08 13:19:49;1238.00
2025-05-08 13:19:48;288.00
2025-05-08 13:19:47;2638.00
2025-05-08 13:19:46;3813.00
2025-05-08 13:19:45;238.00
2025-05-08 13:19:44;1238.00
2025-05-08 13:19:43;8113.00
2025-05-08 13:19:42;7038.00
2025-05-08 13:19:41;3688.00
2025-05-08 13:19:40;2688.00
2025-05-08 13:19:39;6988.00
2025-05-08 13:19:38;5488.00
2025-05-08 13:19:37;3413.00
2025-05-08 13:19:36;3413.00
2025-05-08 13:19:35;8838.00
2025-05-08 13:19:34;3363.00
2025-05-08 13:19:33;1738.00
2025-05-08 13:19:32;513.00
2025-05-08 13:19:31;388.00
2025-05-08 13:19:30;5638.00
2025-05-08 13:19:29;2238.00
2025-05-08 13:19:28;2188.00
2025-05-08 13:19:27;6488.00
2025-05-08 13:19:26;1013.00
2025-05-08 13:19:25;5538.00
2025-05-08 13:19:24;1463.00
2025-05-08 13:19:23;288.00
2025-05-08 13:19:22;3638.00
2025-05-08 13:19:21;2013.00
2025-05-08 13:19:20;6938.00
2025-05-08 13:19:19;6038.00
2025-05-08 13:19:18;788.00
2025-05-08 13:19:17;4363.00
2025-05-08 13:19:16;3863.00
2025-05-08 13:19:15;3913.00
2025-05-08 13:19:14;2013.00
2025-05-08 13:19:13;8888.00
2025-05-08 13:19:12;1738.00
2025-05-08 13:19:11;3413.00
2025-05-08 13:19:10;6488.00
2025-05-08 13:19:09;563.00
2025-05-08 13:19:08;6088.00
2025-05-08 13:19:07;8663.00
2025-05-08 13:19:06;3638.00
2025-05-08 13:19:05;2913.00
2025-05-08 13:19:04;4363.00
2025-05-08 13:19:03;8438.00
2025-05-08 13:19:02;2788.00
2025-05-08 13:19:01;2238.00
2025-05-08 13:19:00;1563.00
2025-05-08 13:18:59;663.00
2025-05-08 13:18:58;3613.00
2025-05-08 13:18:57;6038.00
2025-05-08 13:18:56;3688.00
2025-05-08 13:18:55;3688.00
2025-05-08 13:18:54;3688.00
2025-05-08 13:18:53;1113.00
2025-05-08 13:18:52;4188.00
2025-05-08 13:18:51;9388.00
2025-05-08 13:18:50;4963.00
2025-05-08 13:18:49;663.00
2025-05-08 13:18:48;8763.00
2025-05-08 13:18:47;213.00
2025-05-08 13:18:46;7088.00
2025-05-08 13:18:45;6588.00
2025-05-08 13:18:44;6088.00
2025-05-08 13:18:43;9663.00
2025-05-08 13:18:42;8488.00
2025-05-08 13:18:41;9213.00
2025-05-08 13:18:40;3238.00
2025-05-08 13:18:39;6813.00
2025-05-08 13:18:38;3688.00
2025-05-08 13:18:37;5188.00
2025-05-08 13:18:36;4188.00
2025-05-08 13:18:35;4238.00
2025-05-08 13:18:34;1113.00
2025-05-08 13:18:33;3738.00
2025-05-08 13:18:32;8263.00
2025-05-08 13:18:31;613.00
2025-05-08 13:18:30;4688.00
2025-05-08 13:18:29;4688.00
2025-05-08 13:18:28;8638.00
2025-05-08 13:18:27;2488.00
2025-05-08 13:18:26;1613.00
2025-05-08 13:18:25;1338.00
2025-05-08 13:18:24;4463.00
2025-05-08 13:18:23;8488.00
2025-05-08 13:18:22;6363.00
2025-05-08 13:18:21;3338.00
2025-05-08 13:18:20;2563.00
2025-05-08 13:18:19;5413.00
2025-05-08 13:18:18;8538.00
2025-05-08 13:18:17;4963.00
2025-05-08 13:18:16;663.00
2025-05-08 13:18:15;4463.00
2025-05-08 13:18:14;3513.00
2025-05-08 13:18:13;2563.00
2025-05-08 13:18:12;438.00
2025-05-08 13:18:11;6863.00
2025-05-08 13:18:10;5238.00
2025-05-08 13:18:09;7813.00
2025-05-08 13:18:08;8763.00
2025-05-08 13:18:07;938.00
2025-05-08 13:18:06;7088.00
2025-05-08 13:18:05;5913.00
2025-05-08 13:18:04;1438.00
2025-05-08 13:18:03;7588.00
2025-05-08 13:18:02;4063.00
2025-05-08 13:18:01;6188.00
2025-05-08 13:18:00;2388.00
2025-05-08 13:17:59;8088.00
2025-05-08 13:17:58;1938.00
2025-05-08 13:17:57;8863.00
2025-05-08 13:17:56;1363.00
2025-05-08 13:17:55;638.00
2025-05-08 13:17:54;9088.00
2025-05-08 13:17:53;7863.00
2025-05-08 13:17:52;2163.00
2025-05-08 13:17:51;488.00
2025-05-08 13:17:50;6913.00
2025-05-08 13:17:49;7188.00
2025-05-08 13:17:48;6688.00
2025-05-08 13:17:47;2438.00
2025-05-08 13:17:46;9813.00
2025-05-08 13:17:45;1938.00
2025-05-08 13:17:44;2388.00
2025-05-08 13:17:43;2163.00
2025-05-08 13:17:42;38.00
2025-05-08 13:17:41;8863.00
2025-05-08 13:17:40;3113.00
2025-05-08 13:17:39;5513.00
2025-05-08 13:17:38;9313.00
2025-05-08 13:17:37;3838.00
2025-05-08 13:17:36;5013.00
2025-05-08 13:17:35;7688.00
2025-05-08 13:17:34;4563.00
2025-05-08 13:17:33;1713.00
2025-05-08 13:17:32;2438.00
2025-05-08 13:17:31;1038.00
2025-05-08 13:17:30;8638.00
2025-05-08 13:17:29;6238.00
2025-05-08 13:17:28;6463.00
2025-05-08 13:17:27;1713.00
2025-05-08 13:17:26;538.00
2025-05-08 13:17:25;4338.00
2025-05-08 13:17:24;3988.00
2025-05-08 13:17:23;1813.00
2025-05-08 13:17:22;6288.00
2025-05-08 13:17:21;5338.00
2025-05-08 13:17:20;6013.00
2025-05-08 13:17:19;313.00
2025-05-08 13:17:18;4113.00
2025-05-08 13:17:17;4838.00
2025-05-08 13:17:16;8188.00
2025-05-08 13:17:15;4113.00
2025-05-08 13:17:14;8638.00
2025-05-08 13:17:13;588.00
2025-05-08 13:17:12;9363.00
2025-05-08 13:17:11;1488.00
2025-05-08 13:17:10;7463.00
2025-05-08 13:17:09;588.00
2025-05-08 13:17:08;6788.00
2025-05-08 13:17:07;1263.00
2025-05-08 13:17:06;6388.00
2025-05-08 13:17:05;7563.00
2025-05-08 13:17:04;188.00
2025-05-08 13:17:03;2988.00
2025-05-08 13:17:02;7738.00
2025-05-08 13:17:01;1813.00
2025-05-08 13:17:00;6563.00
2025-05-08 13:16:59;588.00
2025-05-08 13:16:58;8013.00
2025-05-08 13:16:57;1313.00
2025-05-08 13:16:56;4888.00
2025-05-08 13:16:55;1088.00
2025-05-08 13:16:54;3713.00
2025-05-08 13:16:53;3313.00
2025-05-08 13:16:52;5263.00
2025-05-08 13:16:51;5888.00
2025-05-08 13:16:50;5113.00
2025-05-08 13:16:49;2763.00
2025-05-08 13:16:48;6613.00
2025-05-08 13:16:47;4663.00
2025-05-08 13:16:46;6788.00
2025-05-08 13:16:45;3938.00
2025-05-08 13:16:44;638.00
2025-05-08 13:16:43;1313.00
2025-05-08 13:16:42;638.00
2025-05-08 13:16:41;8738.00
2025-05-08 13:16:40;2038.00
2025-05-08 13:16:39;6838.00
2025-05-08 13:16:38;9913.00
2025-05-08 13:16:37;2538.00
2025-05-08 13:16:36;638.00
2025-05-08 13:16:35;3313.00
2025-05-08 13:16:34;8238.00
2025-05-08 13:16:33;3713.00
2025-05-08 13:16:32;188.00
2025-05-08 13:16:31;2538.00
2025-05-08 13:16:30;3263.00
2025-05-08 13:16:29;5613.00
2025-05-08 13:16:28;9913.00
2025-05-08 13:16:27;9913.00
2025-05-08 13:16:26;3488.00
2025-05-08 13:16:25;8238.00
2025-05-08 13:16:24;8738.00
2025-05-08 13:16:23;3038.00
2025-05-08 13:16:22;6838.00
2025-05-08 13:16:21;6763.00
2025-05-08 13:16:20;8563.00
2025-05-08 13:16:19;1363.00
2025-05-08 13:16:18;8513.00
2025-05-08 13:16:17;238.00
2025-05-08 13:16:16;2138.00
2025-05-08 13:16:15;4988.00
2025-05-08 13:16:14;9563.00
2025-05-08 13:16:13;2913.00
2025-05-08 13:16:12;6438.00
2025-05-08 13:16:11;4263.00
2025-05-08 13:16:10;5938.00
2025-05-08 13:16:09;5213.00
2025-05-08 13:16:08;5938.00
2025-05-08 13:16:07;8563.00
2025-05-08 13:16:06;3763.00
2025-05-08 13:16:05;7113.00
2025-05-08 13:16:04;3313.00
2025-05-08 13:16:03;4038.00
2025-05-08 13:16:02;2363.00
2025-05-08 13:16:01;4988.00
2025-05-08 13:16:00;9513.00
2025-05-08 13:15:59;2363.00
2025-05-08 13:15:58;5213.00
2025-05-08 13:15:57;6163.00
2025-05-08 13:15:56;7838.00
2025-05-08 13:15:55;4988.00
2025-05-08 13:15:54;4538.00
2025-05-08 13:15:53;4988.00
2025-05-08 13:15:52;9513.00
2025-05-08 13:15:51;13.00
2025-05-08 13:15:50;8213.00
2025-05-08 13:15:49;7038.00
2025-05-08 13:15:48;5488.00
2025-05-08 13:15:47;8113.00
2025-05-08 13:15:46;1913.00
2025-05-08 13:15:45;9788.00
2025-05-08 13:15:44;7388.00
2025-05-08 13:15:43;13.00
2025-05-08 13:15:42;9563.00
2025-05-08 13:15:41;2188.00
2025-05-08 13:15:40;9788.00
2025-05-08 13:15:39;9563.00
2025-05-08 13:15:38;9338.00
2025-05-08 13:15:37;3413.00
2025-05-08 13:15:36;9788.00
2025-05-08 13:15:35;8888.00
2025-05-08 13:15:34;8113.00
2025-05-08 13:15:33;6213.00
2025-05-08 13:15:32;1463.00
2025-05-08 13:15:31;3588.00
2025-05-08 13:15:30;6488.00
2025-05-08 13:15:29;3638.00
2025-05-08 13:15:28;1013.00
2025-05-08 13:15:27;4363.00
2025-05-08 13:15:26;513.00
2025-05-08 13:15:25;5038.00
2025-05-08 13:15:24;2688.00
2025-05-08 13:15:23;6938.00
2025-05-08 13:15:22;4188.00
2025-05-08 13:15:21;9163.00
2025-05-08 13:15:20;338.00
2025-05-08 13:15:19;6038.00
2025-05-08 13:15:18;9263.00
2025-05-08 13:15:17;6863.00
2025-05-08 13:15:16;1513.00
2025-05-08 13:15:15;4413.00
2025-05-08 13:15:14;9113.00
2025-05-08 13:15:13;788.00
2025-05-08 13:15:12;6988.00
2025-05-08 13:15:11;2238.00
2025-05-08 13:15:10;2463.00
2025-05-08 13:15:09;7038.00
2025-05-08 13:15:08;5313.00
2025-05-08 13:15:07;4363.00
2025-05-08 13:15:06;5088.00
2025-05-08 13:15:05;2013.00
2025-05-08 13:15:04;9888.00
2025-05-08 13:15:03;3238.00
2025-05-08 13:15:02;1288.00
2025-05-08 13:15:01;9113.00
2025-05-08 13:15:00;5088.00
2025-05-08 13:14:59;338.00
2025-05-08 13:14:58;6988.00
2025-05-08 13:14:57;4638.00
2025-05-08 13:14:56;7488.00
2025-05-08 13:14:55;8488.00
2025-05-08 13:14:54;1063.00
2025-05-08 13:14:53;8438.00
