Fecha y Hora;KV-4012 - Válvula venteo S-401
2025-05-08 13:23:08;20130.00
2025-05-08 13:23:07;48630.00
2025-05-08 13:23:06;9630.00
2025-05-08 13:23:05;83880.00
2025-05-08 13:23:04;67130.00
2025-05-08 13:23:03;630.00
2025-05-08 13:23:02;71630.00
2025-05-08 13:23:01;73880.00
2025-05-08 13:23:00;26880.00
2025-05-08 13:22:59;69380.00
2025-05-08 13:22:58;95630.00
2025-05-08 13:22:57;50380.00
2025-05-08 13:22:56;72130.00
2025-05-08 13:22:55;62130.00
2025-05-08 13:22:54;83880.00
2025-05-08 13:22:53;15130.00
2025-05-08 13:22:52;26880.00
2025-05-08 13:22:51;59880.00
2025-05-08 13:22:50;88880.00
2025-05-08 13:22:49;69380.00
2025-05-08 13:22:48;5130.00
2025-05-08 13:22:47;62630.00
2025-05-08 13:22:46;17380.00
2025-05-08 13:22:45;96130.00
2025-05-08 13:22:44;72130.00
2025-05-08 13:22:43;48130.00
2025-05-08 13:22:42;5130.00
2025-05-08 13:22:41;19630.00
2025-05-08 13:22:40;94380.00
2025-05-08 13:22:39;61880.00
2025-05-08 13:22:38;17380.00
2025-05-08 13:22:37;5630.00
2025-05-08 13:22:36;3380.00
2025-05-08 13:22:35;3380.00
2025-05-08 13:22:34;12880.00
2025-05-08 13:22:33;86630.00
2025-05-08 13:22:32;93380.00
2025-05-08 13:22:31;48630.00
2025-05-08 13:22:30;97130.00
2025-05-08 13:22:29;81630.00
2025-05-08 13:22:28;41380.00
2025-05-08 13:22:27;20130.00
2025-05-08 13:22:26;79380.00
2025-05-08 13:22:25;58130.00
2025-05-08 13:22:24;53130.00
2025-05-08 13:22:23;55880.00
2025-05-08 13:22:22;6130.00
2025-05-08 13:22:21;93880.00
2025-05-08 13:22:20;53130.00
2025-05-08 13:22:19;77130.00
2025-05-08 13:22:18;18380.00
2025-05-08 13:22:17;70880.00
2025-05-08 13:22:16;59130.00
2025-05-08 13:22:15;80880.00
2025-05-08 13:22:14;58630.00
2025-05-08 13:22:13;46380.00
2025-05-08 13:22:12;37380.00
2025-05-08 13:22:11;41880.00
2025-05-08 13:22:10;39130.00
2025-05-08 13:22:09;93130.00
2025-05-08 13:22:08;79130.00
2025-05-08 13:22:07;90380.00
2025-05-08 13:22:06;63630.00
2025-05-08 13:22:05;68130.00
2025-05-08 13:22:04;53630.00
2025-05-08 13:22:03;32380.00
2025-05-08 13:22:02;70380.00
2025-05-08 13:22:01;42380.00
2025-05-08 13:22:00;27880.00
2025-05-08 13:21:59;20630.00
2025-05-08 13:21:58;79880.00
2025-05-08 13:21:57;6130.00
2025-05-08 13:21:56;6130.00
2025-05-08 13:21:55;49130.00
2025-05-08 13:21:54;80380.00
2025-05-08 13:21:53;58630.00
2025-05-08 13:21:52;41880.00
2025-05-08 13:21:51;63630.00
2025-05-08 13:21:50;8880.00
2025-05-08 13:21:49;61380.00
2025-05-08 13:21:48;56880.00
2025-05-08 13:21:47;65880.00
2025-05-08 13:21:46;73130.00
2025-05-08 13:21:45;92130.00
2025-05-08 13:21:44;8880.00
2025-05-08 13:21:43;84880.00
2025-05-08 13:21:42;73130.00
2025-05-08 13:21:41;27880.00
2025-05-08 13:21:40;39630.00
2025-05-08 13:21:39;23380.00
2025-05-08 13:21:38;51880.00
2025-05-08 13:21:37;27130.00
2025-05-08 13:21:36;10380.00
2025-05-08 13:21:35;13880.00
2025-05-08 13:21:34;61880.00
2025-05-08 13:21:33;28380.00
2025-05-08 13:21:32;16630.00
2025-05-08 13:21:31;35130.00
2025-05-08 13:21:30;64130.00
2025-05-08 13:21:29;69130.00
2025-05-08 13:21:28;30630.00
2025-05-08 13:21:27;78630.00
2025-05-08 13:21:26;65130.00
2025-05-08 13:21:25;65130.00
2025-05-08 13:21:24;19880.00
2025-05-08 13:21:23;31630.00
2025-05-08 13:21:22;64130.00
2025-05-08 13:21:21;61880.00
2025-05-08 13:21:20;87630.00
2025-05-08 13:21:19;80880.00
2025-05-08 13:21:18;85880.00
2025-05-08 13:21:17;57380.00
2025-05-08 13:21:16;35630.00
2025-05-08 13:21:15;52880.00
2025-05-08 13:21:14;16630.00
2025-05-08 13:21:13;54630.00
2025-05-08 13:21:12;7630.00
2025-05-08 13:21:11;36130.00
2025-05-08 13:21:10;66880.00
2025-05-08 13:21:09;42880.00
2025-05-08 13:21:08;24380.00
2025-05-08 13:21:07;12130.00
2025-05-08 13:21:06;3630.00
2025-05-08 13:21:05;25380.00
2025-05-08 13:21:04;6380.00
2025-05-08 13:21:03;4880.00
2025-05-08 13:21:02;36130.00
2025-05-08 13:21:01;76880.00
2025-05-08 13:21:00;9880.00
2025-05-08 13:20:59;95380.00
2025-05-08 13:20:58;9880.00
2025-05-08 13:20:57;71880.00
2025-05-08 13:20:56;62380.00
2025-05-08 13:20:55;84130.00
2025-05-08 13:20:54;50630.00
2025-05-08 13:20:53;81380.00
2025-05-08 13:20:52;36630.00
2025-05-08 13:20:51;71880.00
2025-05-08 13:20:50;90880.00
2025-05-08 13:20:49;50630.00
2025-05-08 13:20:48;95880.00
2025-05-08 13:20:47;22130.00
2025-05-08 13:20:46;98130.00
2025-05-08 13:20:45;12630.00
2025-05-08 13:20:44;24880.00
2025-05-08 13:20:43;79130.00
2025-05-08 13:20:42;46130.00
2025-05-08 13:20:41;33880.00
2025-05-08 13:20:40;95880.00
2025-05-08 13:20:39;91380.00
2025-05-08 13:20:38;98130.00
2025-05-08 13:20:37;48380.00
2025-05-08 13:20:36;48380.00
2025-05-08 13:20:35;5380.00
2025-05-08 13:20:34;93880.00
2025-05-08 13:20:33;-61830.00
2025-05-08 13:20:32;57130.00
2025-05-08 13:20:31;35880.00
2025-05-08 13:20:30;51130.00
2025-05-08 13:20:29;82380.00
2025-05-08 13:20:28;1380.00
2025-05-08 13:20:27;3630.00
2025-05-08 13:20:26;60630.00
2025-05-08 13:20:25;53380.00
2025-05-08 13:20:24;79630.00
2025-05-08 13:20:23;3630.00
2025-05-08 13:20:22;65630.00
2025-05-08 13:20:21;24880.00
2025-05-08 13:20:20;38880.00
2025-05-08 13:20:19;8130.00
2025-05-08 13:20:18;13130.00
2025-05-08 13:20:17;13130.00
2025-05-08 13:20:16;3630.00
2025-05-08 13:20:15;13130.00
2025-05-08 13:20:14;44380.00
2025-05-08 13:20:13;58380.00
2025-05-08 13:20:12;5880.00
2025-05-08 13:20:11;27630.00
2025-05-08 13:20:10;34880.00
2025-05-08 13:20:09;1380.00
2025-05-08 13:20:08;41630.00
2025-05-08 13:20:07;82380.00
2025-05-08 13:20:06;94130.00
2025-05-08 13:20:05;24880.00
2025-05-08 13:20:04;44380.00
2025-05-08 13:20:03;45880.00
2025-05-08 13:20:02;49880.00
2025-05-08 13:20:01;7880.00
2025-05-08 13:20:00;13630.00
2025-05-08 13:19:59;8630.00
2025-05-08 13:19:58;53880.00
2025-05-08 13:19:57;94630.00
2025-05-08 13:19:56;11380.00
2025-05-08 13:19:55;49380.00
2025-05-08 13:19:54;30380.00
2025-05-08 13:19:53;75630.00
2025-05-08 13:19:52;27630.00
2025-05-08 13:19:51;30380.00
2025-05-08 13:19:50;32630.00
2025-05-08 13:19:49;23630.00
2025-05-08 13:19:48;25880.00
2025-05-08 13:19:47;85130.00
2025-05-08 13:19:46;9130.00
2025-05-08 13:19:45;47130.00
2025-05-08 13:19:44;97380.00
2025-05-08 13:19:43;16380.00
2025-05-08 13:19:42;88880.00
2025-05-08 13:19:41;76630.00
2025-05-08 13:19:40;97880.00
2025-05-08 13:19:39;43130.00
2025-05-08 13:19:38;54380.00
2025-05-08 13:19:37;92880.00
2025-05-08 13:19:36;38130.00
2025-05-08 13:19:35;30380.00
2025-05-08 13:19:34;1880.00
2025-05-08 13:19:33;30880.00
2025-05-08 13:19:32;78380.00
2025-05-08 13:19:31;81630.00
2025-05-08 13:19:30;86630.00
2025-05-08 13:19:29;26380.00
2025-05-08 13:19:28;30880.00
2025-05-08 13:19:27;24130.00
2025-05-08 13:19:26;52630.00
2025-05-08 13:19:25;90630.00
2025-05-08 13:19:24;18630.00
2025-05-08 13:19:23;99630.00
2025-05-08 13:19:22;23630.00
2025-05-08 13:19:21;78880.00
2025-05-08 13:19:20;92380.00
2025-05-08 13:19:19;47630.00
2025-05-08 13:19:18;16880.00
2025-05-08 13:19:17;11880.00
2025-05-08 13:19:16;71130.00
2025-05-08 13:19:15;62130.00
2025-05-08 13:19:14;43130.00
2025-05-08 13:19:13;83380.00
2025-05-08 13:19:12;16880.00
2025-05-08 13:19:11;69380.00
2025-05-08 13:19:10;68880.00
2025-05-08 13:19:09;11880.00
2025-05-08 13:19:08;74380.00
2025-05-08 13:19:07;130.00
2025-05-08 13:19:06;43130.00
2025-05-08 13:19:05;90630.00
2025-05-08 13:19:04;11880.00
2025-05-08 13:19:03;45380.00
2025-05-08 13:19:02;77130.00
2025-05-08 13:19:01;16880.00
2025-05-08 13:19:00;-2080.00
2025-05-08 13:18:59;65380.00
2025-05-08 13:18:58;-97080.00
2025-05-08 13:18:57;21880.00
2025-05-08 13:18:56;45880.00
2025-05-08 13:18:55;95630.00
2025-05-08 13:18:54;14630.00
2025-05-08 13:18:53;79380.00
2025-05-08 13:18:52;64880.00
2025-05-08 13:18:51;43130.00
2025-05-08 13:18:50;-93080.00
2025-05-08 13:18:49;20130.00
2025-05-08 13:18:48;65380.00
2025-05-08 13:18:47;-12080.00
2025-05-08 13:18:46;39130.00
2025-05-08 13:18:45;34130.00
2025-05-08 13:18:44;79380.00
2025-05-08 13:18:43;53130.00
2025-05-08 13:18:42;65380.00
2025-05-08 13:18:41;5630.00
2025-05-08 13:18:40;91130.00
2025-05-08 13:18:39;81630.00
2025-05-08 13:18:38;59880.00
2025-05-08 13:18:37;-90830.00
2025-05-08 13:18:36;22380.00
2025-05-08 13:18:35;10630.00
2025-05-08 13:18:34;53130.00
2025-05-08 13:18:33;50880.00
2025-05-08 13:18:32;-45580.00
2025-05-08 13:18:31;31880.00
2025-05-08 13:18:30;-31080.00
2025-05-08 13:18:29;-55080.00
2025-05-08 13:18:28;-3830.00
2025-05-08 13:18:27;-98830.00
2025-05-08 13:18:26;20130.00
2025-05-08 13:18:25;29630.00
2025-05-08 13:18:24;-69080.00
2025-05-08 13:18:23;34130.00
2025-05-08 13:18:22;-57330.00
2025-05-08 13:18:21;-16580.00
2025-05-08 13:18:20;84380.00
2025-05-08 13:18:19;58130.00
2025-05-08 13:18:18;-9830.00
2025-05-08 13:18:17;-19330.00
2025-05-08 13:18:16;10630.00
2025-05-08 13:18:15;74880.00
2025-05-08 13:18:14;84380.00
2025-05-08 13:18:13;-42830.00
2025-05-08 13:18:12;-42830.00
2025-05-08 13:18:11;-50080.00
2025-05-08 13:18:10;-7080.00
2025-05-08 13:18:09;-14330.00
2025-05-08 13:18:08;10630.00
2025-05-08 13:18:07;-37830.00
2025-05-08 13:18:06;-66830.00
2025-05-08 13:18:05;-14330.00
2025-05-08 13:18:04;-99830.00
2025-05-08 13:18:03;-26080.00
2025-05-08 13:18:02;-18830.00
2025-05-08 13:18:01;-78580.00
2025-05-08 13:18:00;-90330.00
2025-05-08 13:17:59;-58580.00
2025-05-08 13:17:58;-92080.00
2025-05-08 13:17:57;-25580.00
2025-05-08 13:17:56;-74330.00
2025-05-08 13:17:55;-50330.00
2025-05-08 13:17:54;-13830.00
2025-05-08 13:17:53;-80830.00
2025-05-08 13:17:52;-37830.00
2025-05-08 13:17:51;-64080.00
2025-05-08 13:17:50;-45080.00
2025-05-08 13:17:49;-97080.00
2025-05-08 13:17:48;-2080.00
2025-05-08 13:17:47;-89830.00
2025-05-08 13:17:46;-70830.00
2025-05-08 13:17:45;-85330.00
2025-05-08 13:17:44;-49580.00
2025-05-08 13:17:43;-6580.00
2025-05-08 13:17:42;-30580.00
2025-05-08 13:17:41;-61330.00
2025-05-08 13:17:40;-28330.00
2025-05-08 13:17:39;-4330.00
2025-05-08 13:17:38;-65830.00
2025-05-08 13:17:37;-49580.00
2025-05-08 13:17:36;-28330.00
2025-05-08 13:17:35;-27830.00
2025-05-08 13:17:34;-21080.00
2025-05-08 13:17:33;-78080.00
2025-05-08 13:17:32;-42330.00
2025-05-08 13:17:31;-32330.00
2025-05-08 13:17:30;-27830.00
2025-05-08 13:17:29;-84830.00
2025-05-08 13:17:28;-39580.00
2025-05-08 13:17:27;-61330.00
2025-05-08 13:17:26;-27830.00
2025-05-08 13:17:25;-2830.00
2025-05-08 13:17:24;-62080.00
2025-05-08 13:17:23;-15080.00
2025-05-08 13:17:22;-32330.00
2025-05-08 13:17:21;-60830.00
2025-05-08 13:17:20;-32330.00
2025-05-08 13:17:19;-75330.00
2025-05-08 13:17:18;-82580.00
2025-05-08 13:17:17;-75330.00
2025-05-08 13:17:16;-87080.00
2025-05-08 13:17:15;-96580.00
2025-05-08 13:17:14;-25080.00
2025-05-08 13:17:13;-72580.00
2025-05-08 13:17:12;-63080.00
2025-05-08 13:17:11;-77580.00
2025-05-08 13:17:10;-72580.00
2025-05-08 13:17:09;-44080.00
2025-05-08 13:17:08;-46330.00
2025-05-08 13:17:07;-81580.00
2025-05-08 13:17:06;-31330.00
2025-05-08 13:17:05;-59830.00
2025-05-08 13:17:04;-2830.00
2025-05-08 13:17:03;-84330.00
2025-05-08 13:17:02;-27330.00
2025-05-08 13:17:01;-48580.00
2025-05-08 13:17:00;-58080.00
2025-05-08 13:16:59;-58080.00
2025-05-08 13:16:58;-24580.00
2025-05-08 13:16:57;-91580.00
2025-05-08 13:16:56;-74830.00
2025-05-08 13:16:55;-39080.00
2025-05-08 13:16:54;-48580.00
2025-05-08 13:16:53;-80.00
2025-05-08 13:16:52;-90080.00
2025-05-08 13:16:51;-64830.00
2025-05-08 13:16:50;-31830.00
2025-05-08 13:16:49;-60330.00
2025-05-08 13:16:48;-57580.00
2025-05-08 13:16:47;-93830.00
2025-05-08 13:16:46;-91580.00
2025-05-08 13:16:45;-65330.00
2025-05-08 13:16:44;-72080.00
2025-05-08 13:16:43;-79330.00
2025-05-08 13:16:42;-43580.00
2025-05-08 13:16:41;-7830.00
2025-05-08 13:16:40;-12830.00
2025-05-08 13:16:39;-55330.00
2025-05-08 13:16:38;-88830.00
2025-05-08 13:16:37;-88830.00
2025-05-08 13:16:36;-43580.00
2025-05-08 13:16:35;-62080.00
2025-05-08 13:16:34;-31830.00
2025-05-08 13:16:33;-10080.00
2025-05-08 13:16:32;-29080.00
2025-05-08 13:16:31;-86580.00
2025-05-08 13:16:30;-62580.00
2025-05-08 13:16:29;-39080.00
2025-05-08 13:16:28;-24580.00
2025-05-08 13:16:27;-88830.00
2025-05-08 13:16:26;-24080.00
2025-05-08 13:16:25;-76580.00
2025-05-08 13:16:24;-7830.00
2025-05-08 13:16:23;-38580.00
2025-05-08 13:16:22;-71080.00
2025-05-08 13:16:21;-1330.00
2025-05-08 13:16:20;-6830.00
2025-05-08 13:16:19;-580.00
2025-05-08 13:16:18;-43080.00
2025-05-08 13:16:17;-11830.00
2025-05-08 13:16:16;-2330.00
2025-05-08 13:16:15;-75580.00
2025-05-08 13:16:14;-28080.00
2025-05-08 13:16:13;-4080.00
2025-05-08 13:16:12;-28080.00
2025-05-08 13:16:11;-42580.00
2025-05-08 13:16:10;-9580.00
2025-05-08 13:16:09;-88330.00
2025-05-08 13:16:08;-9580.00
2025-05-08 13:16:07;-38080.00
2025-05-08 13:16:06;-11830.00
2025-05-08 13:16:05;-33580.00
2025-05-08 13:16:04;-80.00
2025-05-08 13:16:03;-25830.00
2025-05-08 13:16:02;-4580.00
2025-05-08 13:16:01;-63830.00
2025-05-08 13:16:00;-97330.00
2025-05-08 13:15:59;-45330.00
2025-05-08 13:15:58;-21330.00
2025-05-08 13:15:57;-30830.00
2025-05-08 13:15:56;-52580.00
2025-05-08 13:15:55;-83330.00
2025-05-08 13:15:54;-95080.00
2025-05-08 13:15:53;-6830.00
2025-05-08 13:15:52;-63830.00
2025-05-08 13:15:51;-49830.00
2025-05-08 13:15:50;-22580.00
2025-05-08 13:15:49;-43830.00
2025-05-08 13:15:48;-92330.00
2025-05-08 13:15:47;-78330.00
2025-05-08 13:15:46;-20830.00
2025-05-08 13:15:45;-16330.00
2025-05-08 13:15:44;-28080.00
2025-05-08 13:15:43;-66080.00
2025-05-08 13:15:42;-9080.00
2025-05-08 13:15:41;-56580.00
2025-05-08 13:15:40;-61580.00
2025-05-08 13:15:39;-37580.00
2025-05-08 13:15:38;-56580.00
2025-05-08 13:15:37;-34830.00
2025-05-08 13:15:36;-28080.00
2025-05-08 13:15:35;-96830.00
2025-05-08 13:15:34;-78330.00
2025-05-08 13:15:33;-87830.00
2025-05-08 13:15:32;-32580.00
2025-05-08 13:15:31;-52080.00
2025-05-08 13:15:30;-20830.00
2025-05-08 13:15:29;-13580.00
2025-05-08 13:15:28;-49330.00
2025-05-08 13:15:27;-25330.00
2025-05-08 13:15:26;-18580.00
2025-05-08 13:15:25;-9080.00
2025-05-08 13:15:24;-4080.00
2025-05-08 13:15:23;-18080.00
2025-05-08 13:15:22;-27080.00
2025-05-08 13:15:21;-22580.00
2025-05-08 13:15:20;-56080.00
2025-05-08 13:15:19;-38830.00
2025-05-08 13:15:18;-66830.00
2025-05-08 13:15:17;-7080.00
2025-05-08 13:15:16;-27080.00
2025-05-08 13:15:15;-5830.00
2025-05-08 13:15:14;-44330.00
2025-05-08 13:15:13;-23080.00
2025-05-08 13:15:12;-8080.00
2025-05-08 13:15:11;-81830.00
2025-05-08 13:15:10;-86830.00
2025-05-08 13:15:09;-43830.00
2025-05-08 13:15:08;-37080.00
2025-05-08 13:15:07;-3580.00
2025-05-08 13:15:06;-8580.00
2025-05-08 13:15:05;-39330.00
2025-05-08 13:15:04;-15330.00
2025-05-08 13:15:03;-17580.00
2025-05-08 13:15:02;-46580.00
2025-05-08 13:15:01;-10830.00
2025-05-08 13:15:00;-80080.00
2025-05-08 13:14:59;-37080.00
2025-05-08 13:14:58;-29830.00
2025-05-08 13:14:57;-77330.00
