Fecha y Hora;SV-4017 - Indicador sobrepresión S-401
2025-05-08 13:26:22;-4603.00
2025-05-08 13:26:21;-528.00
2025-05-08 13:26:20;-6603.00
2025-05-08 13:26:19;-3028.00
2025-05-08 13:26:18;-2353.00
2025-05-08 13:26:17;-2353.00
2025-05-08 13:26:16;-6428.00
2025-05-08 13:26:15;-4978.00
2025-05-08 13:26:14;-1628.00
2025-05-08 13:26:13;-8053.00
2025-05-08 13:26:12;-7778.00
2025-05-08 13:26:11;-3528.00
2025-05-08 13:26:10;-3303.00
2025-05-08 13:26:09;-6878.00
2025-05-08 13:26:08;-5703.00
2025-05-08 13:26:07;-1128.00
2025-05-08 13:26:06;-6103.00
2025-05-08 13:26:05;-7328.00
2025-05-08 13:26:04;-6378.00
2025-05-08 13:26:03;-3528.00
2025-05-08 13:26:02;-5203.00
2025-05-08 13:26:01;-1628.00
2025-05-08 13:26:00;-3478.00
2025-05-08 13:25:59;-4478.00
2025-05-08 13:25:58;-403.00
2025-05-08 13:25:57;-5978.00
2025-05-08 13:25:56;-453.00
2025-05-08 13:25:55;-7328.00
2025-05-08 13:25:54;-5428.00
2025-05-08 13:25:53;-1628.00
2025-05-08 13:25:52;-6453.00
2025-05-08 13:25:51;-1028.00
2025-05-08 13:25:50;-8803.00
2025-05-08 13:25:49;-6628.00
2025-05-08 13:25:48;-3278.00
2025-05-08 13:25:47;-5053.00
2025-05-08 13:25:46;-9853.00
2025-05-08 13:25:45;-3203.00
2025-05-08 13:25:44;-6053.00
2025-05-08 13:25:43;-2203.00
2025-05-08 13:25:42;-4103.00
2025-05-08 13:25:41;-2303.00
2025-05-08 13:25:40;-5378.00
2025-05-08 13:25:39;-5828.00
2025-05-08 13:25:38;-8953.00
2025-05-08 13:25:37;-5603.00
2025-05-08 13:25:36;-403.00
2025-05-08 13:25:35;-6278.00
2025-05-08 13:25:34;-3928.00
2025-05-08 13:25:33;-1253.00
2025-05-08 13:25:32;-853.00
2025-05-08 13:25:31;-8953.00
2025-05-08 13:25:30;-7228.00
2025-05-08 13:25:29;-853.00
2025-05-08 13:25:28;-3928.00
2025-05-08 13:25:27;-8628.00
2025-05-08 13:25:26;-3928.00
2025-05-08 13:25:25;-6778.00
2025-05-08 13:25:24;-6053.00
2025-05-08 13:25:23;-3928.00
2025-05-08 13:25:22;-1303.00
2025-05-08 13:25:21;-378.00
2025-05-08 13:25:20;-9928.00
2025-05-08 13:25:19;-9803.00
2025-05-08 13:25:18;-8303.00
2025-05-08 13:25:17;-8978.00
2025-05-08 13:25:16;-7353.00
2025-05-08 13:25:15;-8178.00
2025-05-08 13:25:14;-3153.00
2025-05-08 13:25:13;-2203.00
2025-05-08 13:25:12;-478.00
2025-05-08 13:25:11;-4103.00
2025-05-08 13:25:10;-4603.00
2025-05-08 13:25:09;-7228.00
2025-05-08 13:25:08;-2203.00
2025-05-08 13:25:07;-9803.00
2025-05-08 13:25:06;-7403.00
2025-05-08 13:25:05;-8853.00
2025-05-08 13:25:04;-1253.00
2025-05-08 13:25:03;-1978.00
2025-05-08 13:25:02;-2428.00
2025-05-08 13:25:01;-78.00
2025-05-08 13:25:00;-9078.00
2025-05-08 13:24:59;-5278.00
2025-05-08 13:24:58;-803.00
2025-05-08 13:24:57;-5953.00
2025-05-08 13:24:56;-1428.00
2025-05-08 13:24:55;-8528.00
2025-05-08 13:24:54;-8978.00
2025-05-08 13:24:53;-2328.00
2025-05-08 13:24:52;-3553.00
2025-05-08 13:24:51;-5228.00
2025-05-08 13:24:50;-653.00
2025-05-08 13:24:49;-4178.00
2025-05-08 13:24:48;-603.00
2025-05-08 13:24:47;-8428.00
2025-05-08 13:24:46;-9478.00
2025-05-08 13:24:45;-7028.00
2025-05-08 13:24:44;-5728.00
2025-05-08 13:24:43;-28.00
2025-05-08 13:24:42;-8803.00
2025-05-08 13:24:41;-4103.00
2025-05-08 13:24:40;-4503.00
2025-05-08 13:24:39;-1153.00
2025-05-08 13:24:38;-9303.00
2025-05-08 13:24:37;-6953.00
2025-05-08 13:24:36;-6003.00
2025-05-08 13:24:35;-6453.00
2025-05-08 13:24:34;-8853.00
2025-05-08 13:24:33;-6228.00
2025-05-08 13:24:32;-4103.00
2025-05-08 13:24:31;-4553.00
2025-05-08 13:24:30;-1153.00
2025-05-08 13:24:29;-8353.00
2025-05-08 13:24:28;-7628.00
2025-05-08 13:24:27;-7803.00
2025-05-08 13:24:26;-5003.00
2025-05-08 13:24:25;-6403.00
2025-05-08 13:24:24;-8078.00
2025-05-08 13:24:23;-5003.00
2025-05-08 13:24:22;-2378.00
2025-05-08 13:24:21;-5728.00
2025-05-08 13:24:20;-9478.00
2025-05-08 13:24:19;-8578.00
2025-05-08 13:24:18;-5003.00
2025-05-08 13:24:17;-3853.00
2025-05-08 13:24:16;-5753.00
2025-05-08 13:24:15;-1278.00
2025-05-08 13:24:14;-4128.00
2025-05-08 13:24:13;-9378.00
2025-05-08 13:24:12;-9253.00
2025-05-08 13:24:11;-9253.00
2025-05-08 13:24:10;-8528.00
2025-05-08 13:24:09;-4728.00
2025-05-08 13:24:08;-3278.00
2025-05-08 13:24:07;-2328.00
2025-05-08 13:24:06;-3728.00
2025-05-08 13:24:05;-7753.00
2025-05-08 13:24:04;-4178.00
2025-05-08 13:24:03;-2503.00
2025-05-08 13:24:02;-8428.00
2025-05-08 13:24:01;-103.00
2025-05-08 13:24:00;-6303.00
2025-05-08 13:23:59;-9653.00
2025-05-08 13:23:58;-3678.00
2025-05-08 13:23:57;-4953.00
2025-05-08 13:23:56;-1603.00
2025-05-08 13:23:55;-4953.00
2025-05-08 13:23:54;-6853.00
2025-05-08 13:23:53;-2053.00
2025-05-08 13:23:52;-7028.00
2025-05-08 13:23:51;-4678.00
2025-05-08 13:23:50;-5403.00
2025-05-08 13:23:49;-2553.00
2025-05-08 13:23:48;-8978.00
2025-05-08 13:23:47;-5403.00
2025-05-08 13:23:46;-1678.00
2025-05-08 13:23:45;-4803.00
2025-05-08 13:23:44;-1453.00
2025-05-08 13:23:43;-8328.00
2025-05-08 13:23:42;-4578.00
2025-05-08 13:23:41;-103.00
2025-05-08 13:23:40;-5578.00
2025-05-08 13:23:39;-828.00
2025-05-08 13:23:38;-5628.00
2025-05-08 13:23:37;-7528.00
2025-05-08 13:23:36;-6578.00
2025-05-08 13:23:35;-1553.00
2025-05-08 13:23:34;-4403.00
2025-05-08 13:23:33;-5628.00
2025-05-08 13:23:32;-1328.00
2025-05-08 13:23:31;-9878.00
2025-05-08 13:23:30;-8928.00
2025-05-08 13:23:29;-603.00
2025-05-08 13:23:28;-3003.00
2025-05-08 13:23:27;-7753.00
2025-05-08 13:23:26;-4628.00
2025-05-08 13:23:25;-9878.00
2025-05-08 13:23:24;-5078.00
2025-05-08 13:23:23;-7978.00
2025-05-08 13:23:22;-3678.00
2025-05-08 13:23:21;-7978.00
2025-05-08 13:23:20;-2503.00
2025-05-08 13:23:19;-2403.00
2025-05-08 13:23:18;-7978.00
2025-05-08 13:23:17;-9603.00
2025-05-08 13:23:16;-3678.00
2025-05-08 13:23:15;-5803.00
2025-05-08 13:23:14;-2978.00
2025-05-08 13:23:13;-3528.00
2025-05-08 13:23:12;-2078.00
2025-05-08 13:23:11;-353.00
2025-05-08 13:23:10;-4878.00
2025-05-08 13:23:09;-3803.00
2025-05-08 13:23:08;-2128.00
2025-05-08 13:23:07;-1678.00
2025-05-08 13:23:06;-6928.00
2025-05-08 13:23:05;-8653.00
2025-05-08 13:23:04;-3628.00
2025-05-08 13:23:03;-7428.00
2025-05-08 13:23:02;-1003.00
2025-05-08 13:23:01;-9103.00
2025-05-08 13:23:00;-8878.00
2025-05-08 13:22:59;-1953.00
2025-05-08 13:22:58;-6253.00
2025-05-08 13:22:57;-6978.00
2025-05-08 13:22:56;-1728.00
2025-05-08 13:22:55;-9828.00
2025-05-08 13:22:54;-8378.00
2025-05-08 13:22:53;-1503.00
2025-05-08 13:22:52;-3628.00
2025-05-08 13:22:51;-8603.00
2025-05-08 13:22:50;-6478.00
2025-05-08 13:22:49;-778.00
2025-05-08 13:22:48;-2178.00
2025-05-08 13:22:47;-7928.00
2025-05-08 13:22:46;-3628.00
2025-05-08 13:22:45;-3353.00
2025-05-08 13:22:44;-1678.00
2025-05-08 13:22:43;-9953.00
2025-05-08 13:22:42;-2253.00
2025-05-08 13:22:41;-3078.00
2025-05-08 13:22:40;-5878.00
2025-05-08 13:22:39;-5378.00
2025-05-08 13:22:38;-678.00
2025-05-08 13:22:37;-9778.00
2025-05-08 13:22:36;-5528.00
2025-05-08 13:22:35;-5253.00
2025-05-08 13:22:34;-9728.00
2025-05-08 13:22:33;-2178.00
2025-05-08 13:22:32;-7878.00
2025-05-08 13:22:31;-678.00
2025-05-08 13:22:30;-8328.00
2025-05-08 13:22:29;-8103.00
2025-05-08 13:22:28;-9728.00
2025-05-08 13:22:27;-6878.00
2025-05-08 13:22:26;-228.00
2025-05-08 13:22:25;-2578.00
2025-05-08 13:22:24;-8553.00
2025-05-08 13:22:23;-2128.00
2025-05-08 13:22:22;-1753.00
2025-05-08 13:22:21;-1303.00
2025-05-08 13:22:20;-9853.00
2025-05-08 13:22:19;-7328.00
2025-05-08 13:22:18;4722.00
2025-05-08 13:22:17;-8728.00
2025-05-08 13:22:16;-7053.00
2025-05-08 13:22:15;-9178.00
2025-05-08 13:22:14;-5153.00
2025-05-08 13:22:13;-7828.00
2025-05-08 13:22:12;-9778.00
2025-05-08 13:22:11;8972.00
2025-05-08 13:22:10;-9628.00
2025-05-08 13:22:09;7072.00
2025-05-08 13:22:08;-4703.00
2025-05-08 13:22:07;8972.00
2025-05-08 13:22:06;-228.00
2025-05-08 13:22:05;-6153.00
2025-05-08 13:22:04;-1178.00
2025-05-08 13:22:03;-6378.00
2025-05-08 13:22:02;-3528.00
2025-05-08 13:22:01;-4028.00
2025-05-08 13:22:00;-5203.00
2025-05-08 13:21:59;-9003.00
2025-05-08 13:21:58;-678.00
2025-05-08 13:21:57;-1853.00
2025-05-08 13:21:56;-2353.00
2025-05-08 13:21:55;-5428.00
2025-05-08 13:21:54;-1128.00
2025-05-08 13:21:53;-178.00
2025-05-08 13:21:52;-4478.00
2025-05-08 13:21:51;-6653.00
2025-05-08 13:21:50;-3478.00
2025-05-08 13:21:49;-5203.00
2025-05-08 13:21:48;-2353.00
2025-05-08 13:21:47;-7553.00
2025-05-08 13:21:46;-678.00
2025-05-08 13:21:45;-3753.00
2025-05-08 13:21:44;-3253.00
2025-05-08 13:21:43;-7053.00
2025-05-08 13:21:42;-9003.00
2025-05-08 13:21:41;-9903.00
2025-05-08 13:21:40;2547.00
2025-05-08 13:21:39;8072.00
2025-05-08 13:21:38;1647.00
2025-05-08 13:21:37;6672.00
2025-05-08 13:21:36;422.00
2025-05-08 13:21:35;5272.00
2025-05-08 13:21:34;-4428.00
2025-05-08 13:21:33;-5653.00
2025-05-08 13:21:32;-3028.00
2025-05-08 13:21:31;-8453.00
2025-05-08 13:21:30;9472.00
2025-05-08 13:21:29;7572.00
2025-05-08 13:21:28;6397.00
2025-05-08 13:21:27;7847.00
2025-05-08 13:21:26;1147.00
2025-05-08 13:21:25;1872.00
2025-05-08 13:21:24;747.00
2025-05-08 13:21:23;3772.00
2025-05-08 13:21:22;197.00
2025-05-08 13:21:21;-353.00
2025-05-08 13:21:20;-3428.00
2025-05-08 13:21:19;-3203.00
2025-05-08 13:21:18;-6278.00
2025-05-08 13:21:17;-9853.00
2025-05-08 13:21:16;-1753.00
2025-05-08 13:21:15;-3428.00
2025-05-08 13:21:14;1372.00
2025-05-08 13:21:13;9697.00
2025-05-08 13:21:12;6347.00
2025-05-08 13:21:11;4947.00
2025-05-08 13:21:10;8747.00
2025-05-08 13:21:09;-7003.00
2025-05-08 13:21:08;9022.00
2025-05-08 13:21:07;3547.00
2025-05-08 13:21:06;72.00
2025-05-08 13:21:05;4497.00
2025-05-08 13:21:04;6222.00
2025-05-08 13:21:03;5897.00
2025-05-08 13:21:02;7572.00
2025-05-08 13:21:01;647.00
2025-05-08 13:21:00;3497.00
2025-05-08 13:20:59;-1528.00
2025-05-08 13:20:58;1372.00
2025-05-08 13:20:57;6172.00
2025-05-08 13:20:56;6622.00
2025-05-08 13:20:55;2822.00
2025-05-08 13:20:54;6397.00
2025-05-08 13:20:53;972.00
2025-05-08 13:20:52;8747.00
2025-05-08 13:20:51;8522.00
2025-05-08 13:20:50;9247.00
2025-05-08 13:20:49;6897.00
2025-05-08 13:20:48;2097.00
2025-05-08 13:20:47;-5328.00
2025-05-08 13:20:46;6172.00
2025-05-08 13:20:45;3772.00
2025-05-08 13:20:44;7622.00
2025-05-08 13:20:43;7347.00
2025-05-08 13:20:42;6897.00
2025-05-08 13:20:41;6622.00
2025-05-08 13:20:40;2822.00
2025-05-08 13:20:39;7347.00
2025-05-08 13:20:38;4872.00
2025-05-08 13:20:37;772.00
2025-05-08 13:20:36;3122.00
2025-05-08 13:20:35;6647.00
2025-05-08 13:20:34;2222.00
2025-05-08 13:20:33;4797.00
2025-05-08 13:20:32;5522.00
2025-05-08 13:20:31;6372.00
2025-05-08 13:20:30;972.00
2025-05-08 13:20:29;7897.00
2025-05-08 13:20:28;2872.00
2025-05-08 13:20:27;22.00
2025-05-08 13:20:26;5222.00
2025-05-08 13:20:25;2197.00
2025-05-08 13:20:24;247.00
2025-05-08 13:20:23;6447.00
2025-05-08 13:20:22;22.00
2025-05-08 13:20:21;3147.00
2025-05-08 13:20:20;4547.00
2025-05-08 13:20:19;2697.00
2025-05-08 13:20:18;4547.00
2025-05-08 13:20:17;5497.00
2025-05-08 13:20:16;9797.00
2025-05-08 13:20:15;9572.00
2025-05-08 13:20:14;1747.00
2025-05-08 13:20:13;9122.00
2025-05-08 13:20:12;2872.00
2025-05-08 13:20:11;1922.00
2025-05-08 13:20:10;9622.00
2025-05-08 13:20:09;6497.00
2025-05-08 13:20:08;3872.00
2025-05-08 13:20:07;3822.00
2025-05-08 13:20:06;5547.00
2025-05-08 13:20:05;6872.00
2025-05-08 13:20:04;9172.00
2025-05-08 13:20:03;7597.00
2025-05-08 13:20:02;3022.00
2025-05-08 13:20:01;5197.00
2025-05-08 13:20:00;6722.00
2025-05-08 13:19:59;3422.00
2025-05-08 13:19:58;5772.00
2025-05-08 13:19:57;747.00
2025-05-08 13:19:56;1747.00
2025-05-08 13:19:55;7897.00
2025-05-08 13:19:54;5997.00
2025-05-08 13:19:53;797.00
2025-05-08 13:19:52;5097.00
2025-05-08 13:19:51;8447.00
2025-05-08 13:19:50;3922.00
2025-05-08 13:19:49;9122.00
2025-05-08 13:19:48;2472.00
2025-05-08 13:19:47;3422.00
2025-05-08 13:19:46;8497.00
2025-05-08 13:19:45;6597.00
2025-05-08 13:19:44;2522.00
2025-05-08 13:19:43;1897.00
2025-05-08 13:19:42;7597.00
2025-05-08 13:19:41;6147.00
2025-05-08 13:19:40;3522.00
2025-05-08 13:19:39;8047.00
2025-05-08 13:19:38;5647.00
2025-05-08 13:19:37;1297.00
2025-05-08 13:19:36;3697.00
2025-05-08 13:19:35;3422.00
2025-05-08 13:19:34;5147.00
2025-05-08 13:19:33;1447.00
2025-05-08 13:19:32;947.00
2025-05-08 13:19:31;5522.00
2025-05-08 13:19:30;3022.00
2025-05-08 13:19:29;6972.00
2025-05-08 13:19:28;847.00
2025-05-08 13:19:27;347.00
2025-05-08 13:19:26;7097.00
2025-05-08 13:19:25;3022.00
2025-05-08 13:19:24;7997.00
2025-05-08 13:19:23;397.00
2025-05-08 13:19:22;3747.00
2025-05-08 13:19:21;9172.00
2025-05-08 13:19:20;172.00
2025-05-08 13:19:19;6597.00
2025-05-08 13:19:18;8547.00
2025-05-08 13:19:17;622.00
2025-05-08 13:19:16;7272.00
2025-05-08 13:19:15;847.00
2025-05-08 13:19:14;7097.00
2025-05-08 13:19:13;6322.00
2025-05-08 13:19:12;1847.00
2025-05-08 13:19:11;9672.00
2025-05-08 13:19:10;5647.00
2025-05-08 13:19:09;9672.00
2025-05-08 13:19:08;9497.00
2025-05-08 13:19:07;6097.00
2025-05-08 13:19:06;3747.00
2025-05-08 13:19:05;8497.00
2025-05-08 13:19:04;3697.00
2025-05-08 13:19:03;8722.00
2025-05-08 13:19:02;2947.00
2025-05-08 13:19:01;4897.00
2025-05-08 13:19:00;322.00
2025-05-08 13:18:59;8197.00
2025-05-08 13:18:58;3672.00
2025-05-08 13:18:57;7097.00
2025-05-08 13:18:56;9947.00
2025-05-08 13:18:55;1622.00
2025-05-08 13:18:54;497.00
2025-05-08 13:18:53;9822.00
2025-05-08 13:18:52;1997.00
2025-05-08 13:18:51;9372.00
2025-05-08 13:18:50;772.00
2025-05-08 13:18:49;7922.00
2025-05-08 13:18:48;5747.00
2025-05-08 13:18:47;6247.00
2025-05-08 13:18:46;1172.00
2025-05-08 13:18:45;3572.00
2025-05-08 13:18:44;4022.00
2025-05-08 13:18:43;5697.00
2025-05-08 13:18:42;2847.00
2025-05-08 13:18:41;5472.00
2025-05-08 13:18:40;8822.00
2025-05-08 13:18:39;7597.00
2025-05-08 13:18:38;7647.00
2025-05-08 13:18:37;5472.00
2025-05-08 13:18:36;2347.00
2025-05-08 13:18:35;4297.00
2025-05-08 13:18:34;6422.00
2025-05-08 13:18:33;4747.00
2025-05-08 13:18:32;5697.00
2025-05-08 13:18:31;1897.00
2025-05-08 13:18:30;6847.00
2025-05-08 13:18:29;6972.00
2025-05-08 13:18:28;3272.00
2025-05-08 13:18:27;822.00
2025-05-08 13:18:26;9372.00
2025-05-08 13:18:25;4572.00
2025-05-08 13:18:24;1722.00
2025-05-08 13:18:23;7197.00
2025-05-08 13:18:22;5472.00
2025-05-08 13:18:21;997.00
2025-05-08 13:18:20;2897.00
2025-05-08 13:18:19;9547.00
2025-05-08 13:18:18;6022.00
2025-05-08 13:18:17;997.00
2025-05-08 13:18:16;8372.00
2025-05-08 13:18:15;9997.00
2025-05-08 13:18:14;272.00
2025-05-08 13:18:13;7422.00
2025-05-08 13:18:12;547.00
2025-05-08 13:18:11;8372.00
2025-05-08 13:18:10;1097.00
2025-05-08 13:18:09;9147.00
2025-05-08 13:18:08;1272.00
2025-05-08 13:18:07;8097.00
2025-05-08 13:18:06;4622.00
2025-05-08 13:18:05;1947.00
2025-05-08 13:18:04;8372.00
2025-05-08 13:18:03;6472.00
2025-05-08 13:18:02;7972.00
2025-05-08 13:18:01;2047.00
2025-05-08 13:18:00;8697.00
2025-05-08 13:17:59;8347.00
2025-05-08 13:17:58;8797.00
2025-05-08 13:17:57;972.00
2025-05-08 13:17:56;1522.00
2025-05-08 13:17:55;7347.00
2025-05-08 13:17:54;822.00
2025-05-08 13:17:53;9597.00
2025-05-08 13:17:52;322.00
2025-05-08 13:17:51;1547.00
2025-05-08 13:17:50;8972.00
2025-05-08 13:17:49;9597.00
2025-05-08 13:17:48;7247.00
2025-05-08 13:17:47;822.00
2025-05-08 13:17:46;7522.00
2025-05-08 13:17:45;97.00
2025-05-08 13:17:44;3197.00
2025-05-08 13:17:43;822.00
2025-05-08 13:17:42;2772.00
2025-05-08 13:17:41;6297.00
2025-05-08 13:17:40;3397.00
2025-05-08 13:17:39;6347.00
2025-05-08 13:17:38;97.00
2025-05-08 13:17:37;1772.00
2025-05-08 13:17:36;7247.00
2025-05-08 13:17:35;9872.00
2025-05-08 13:17:34;4672.00
2025-05-08 13:17:33;3672.00
2025-05-08 13:17:32;7922.00
2025-05-08 13:17:31;2272.00
2025-05-08 13:17:30;5397.00
2025-05-08 13:17:29;9197.00
2025-05-08 13:17:28;5297.00
2025-05-08 13:17:27;9347.00
2025-05-08 13:17:26;3372.00
2025-05-08 13:17:25;5447.00
2025-05-08 13:17:24;972.00
2025-05-08 13:17:23;8847.00
2025-05-08 13:17:22;4447.00
2025-05-08 13:17:21;5397.00
2025-05-08 13:17:20;1097.00
2025-05-08 13:17:19;5397.00
2025-05-08 13:17:18;4897.00
2025-05-08 13:17:17;6847.00
2025-05-08 13:17:16;8247.00
2025-05-08 13:17:15;5622.00
2025-05-08 13:17:14;2997.00
2025-05-08 13:17:13;5947.00
2025-05-08 13:17:12;147.00
2025-05-08 13:17:11;5672.00
2025-05-08 13:17:10;4047.00
2025-05-08 13:17:09;6672.00
2025-05-08 13:17:08;5222.00
2025-05-08 13:17:07;2422.00
2025-05-08 13:17:06;4097.00
2025-05-08 13:17:05;9572.00
2025-05-08 13:17:04;9522.00
2025-05-08 13:17:03;8172.00
2025-05-08 13:17:02;3997.00
2025-05-08 13:17:01;1822.00
2025-05-08 13:17:00;4722.00
2025-05-08 13:16:59;9697.00
2025-05-08 13:16:58;4447.00
2025-05-08 13:16:57;647.00
2025-05-08 13:16:56;7797.00
2025-05-08 13:16:55;6322.00
2025-05-08 13:16:54;3097.00
2025-05-08 13:16:53;1797.00
2025-05-08 13:16:52;6447.00
2025-05-08 13:16:51;8172.00
2025-05-08 13:16:50;6172.00
2025-05-08 13:16:49;9972.00
2025-05-08 13:16:48;6172.00
2025-05-08 13:16:47;1647.00
2025-05-08 13:16:46;3547.00
2025-05-08 13:16:45;3772.00
2025-05-08 13:16:44;4272.00
2025-05-08 13:16:43;5672.00
2025-05-08 13:16:42;3097.00
2025-05-08 13:16:41;7072.00
2025-05-08 13:16:40;9297.00
2025-05-08 13:16:39;697.00
2025-05-08 13:16:38;4547.00
2025-05-08 13:16:37;5497.00
2025-05-08 13:16:36;8297.00
2025-05-08 13:16:35;3547.00
2025-05-08 13:16:34;3097.00
2025-05-08 13:16:33;2372.00
2025-05-08 13:16:32;9972.00
2025-05-08 13:16:31;1647.00
2025-05-08 13:16:30;9022.00
2025-05-08 13:16:29;4322.00
2025-05-08 13:16:28;2647.00
2025-05-08 13:16:27;6897.00
2025-05-08 13:16:26;4097.00
2025-05-08 13:16:25;8572.00
2025-05-08 13:16:24;222.00
2025-05-08 13:16:23;5322.00
2025-05-08 13:16:22;1847.00
2025-05-08 13:16:21;7722.00
2025-05-08 13:16:20;6597.00
2025-05-08 13:16:19;8672.00
2025-05-08 13:16:18;5597.00
2025-05-08 13:16:17;8947.00
2025-05-08 13:16:16;5372.00
2025-05-08 13:16:15;1347.00
2025-05-08 13:16:14;1347.00
2025-05-08 13:16:13;1297.00
2025-05-08 13:16:12;5097.00
2025-05-08 13:16:11;6547.00
2025-05-08 13:16:10;5272.00
2025-05-08 13:16:09;5547.00
2025-05-08 13:16:08;7672.00
2025-05-08 13:16:07;8622.00
2025-05-08 13:16:06;6497.00
2025-05-08 13:16:05;8847.00
2025-05-08 13:16:04;3597.00
2025-05-08 13:16:03;8347.00
2025-05-08 13:16:02;7947.00
2025-05-08 13:16:01;2197.00
2025-05-08 13:16:00;9572.00
2025-05-08 13:15:59;1972.00
2025-05-08 13:15:58;7447.00
2025-05-08 13:15:57;297.00
2025-05-08 13:15:56;5872.00
2025-05-08 13:15:55;4822.00
2025-05-08 13:15:54;7447.00
2025-05-08 13:15:53;5197.00
2025-05-08 13:15:52;7372.00
2025-05-08 13:15:51;7647.00
2025-05-08 13:15:50;9497.00
2025-05-08 13:15:49;5647.00
2025-05-08 13:15:48;6147.00
2025-05-08 13:15:47;8672.00
2025-05-08 13:15:46;9847.00
2025-05-08 13:15:45;122.00
2025-05-08 13:15:44;5372.00
2025-05-08 13:15:43;4647.00
2025-05-08 13:15:42;7272.00
2025-05-08 13:15:41;5822.00
2025-05-08 13:15:40;6997.00
2025-05-08 13:15:39;3922.00
2025-05-08 13:15:38;5822.00
2025-05-08 13:15:37;6097.00
2025-05-08 13:15:36;2297.00
2025-05-08 13:15:35;4147.00
2025-05-08 13:15:34;3922.00
2025-05-08 13:15:33;7497.00
2025-05-08 13:15:32;4422.00
2025-05-08 13:15:31;6322.00
2025-05-08 13:15:30;5647.00
2025-05-08 13:15:29;7497.00
2025-05-08 13:15:28;3422.00
2025-05-08 13:15:27;9722.00
2025-05-08 13:15:26;5197.00
2025-05-08 13:15:25;2797.00
2025-05-08 13:15:24;6872.00
2025-05-08 13:15:23;5247.00
2025-05-08 13:15:22;6147.00
2025-05-08 13:15:21;8647.00
2025-05-08 13:15:20;8197.00
2025-05-08 13:15:19;9647.00
2025-05-08 13:15:18;4122.00
2025-05-08 13:15:17;6472.00
2025-05-08 13:15:16;3247.00
2025-05-08 13:15:15;1397.00
2025-05-08 13:15:14;3972.00
2025-05-08 13:15:13;6822.00
2025-05-08 13:15:12;7047.00
2025-05-08 13:15:11;4022.00
2025-05-08 13:15:10;4197.00
2025-05-08 13:15:09;6372.00
2025-05-08 13:15:08;8947.00
2025-05-08 13:15:07;1847.00
2025-05-08 13:15:06;6872.00
2025-05-08 13:15:05;8497.00
2025-05-08 13:15:04;7997.00
2025-05-08 13:15:03;6372.00
2025-05-08 13:15:02;1172.00
