Fecha y Hora;LSH-1012 - Nivel alto silo H-101
2025-05-08 13:21:12;-3758.00
2025-05-08 13:21:11;-1858.00
2025-05-08 13:21:10;-3808.00
2025-05-08 13:21:09;-5708.00
2025-05-08 13:21:08;-9458.00
2025-05-08 13:21:07;-83.00
2025-05-08 13:21:06;-8958.00
2025-05-08 13:21:05;-9133.00
2025-05-08 13:21:04;-6733.00
2025-05-08 13:21:03;-3083.00
2025-05-08 13:21:02;-1358.00
2025-05-08 13:21:01;-6833.00
2025-05-08 13:21:00;-7108.00
2025-05-08 13:20:59;-4258.00
2025-05-08 13:20:58;-5208.00
2025-05-08 13:20:57;-7783.00
2025-05-08 13:20:56;-3308.00
2025-05-08 13:20:55;-6383.00
2025-05-08 13:20:54;-1133.00
2025-05-08 13:20:53;-3483.00
2025-05-08 13:20:52;-7058.00
2025-05-08 13:20:51;-8283.00
2025-05-08 13:20:50;-683.00
2025-05-08 13:20:49;-7333.00
2025-05-08 13:20:48;-408.00
2025-05-08 13:20:47;-7783.00
2025-05-08 13:20:46;-633.00
2025-05-08 13:20:45;-9908.00
2025-05-08 13:20:44;-3983.00
2025-05-08 13:20:43;-4708.00
2025-05-08 13:20:42;-5158.00
2025-05-08 13:20:41;-633.00
2025-05-08 13:20:40;-4208.00
2025-05-08 13:20:39;-6333.00
2025-05-08 13:20:38;-8508.00
2025-05-08 13:20:37;-9683.00
2025-05-08 13:20:36;-3258.00
2025-05-08 13:20:35;6317.00
2025-05-08 13:20:34;2242.00
2025-05-08 13:20:33;5642.00
2025-05-08 13:20:32;-3383.00
2025-05-08 13:20:31;-1158.00
2025-05-08 13:20:30;-7283.00
2025-05-08 13:20:29;-5608.00
2025-05-08 13:20:28;-8233.00
2025-05-08 13:20:27;-7058.00
2025-05-08 13:20:26;-6833.00
2025-05-08 13:20:25;-133.00
2025-05-08 13:20:24;-8458.00
2025-05-08 13:20:23;-5333.00
2025-05-08 13:20:22;-1083.00
2025-05-08 13:20:21;-7508.00
2025-05-08 13:20:20;-6108.00
2025-05-08 13:20:19;-1808.00
2025-05-08 13:20:18;-7233.00
2025-05-08 13:20:17;-2708.00
2025-05-08 13:20:16;-2483.00
2025-05-08 13:20:15;-6058.00
2025-05-08 13:20:14;-2033.00
2025-05-08 13:20:13;-5833.00
2025-05-08 13:20:12;-5608.00
2025-05-08 13:20:11;-7233.00
2025-05-08 13:20:10;-5833.00
2025-05-08 13:20:09;-6558.00
2025-05-08 13:20:08;-6283.00
2025-05-08 13:20:07;-2708.00
2025-05-08 13:20:06;-8683.00
2025-05-08 13:20:05;-583.00
2025-05-08 13:20:04;-5558.00
2025-05-08 13:20:03;-1608.00
2025-05-08 13:20:02;-4783.00
2025-05-08 13:20:01;67.00
2025-05-08 13:20:00;-1258.00
2025-05-08 13:19:59;-5783.00
2025-05-08 13:19:58;-2708.00
2025-05-08 13:19:57;-2433.00
2025-05-08 13:19:56;-7183.00
2025-05-08 13:19:55;-7958.00
2025-05-08 13:19:54;-7908.00
2025-05-08 13:19:53;-6283.00
2025-05-08 13:19:52;-2483.00
2025-05-08 13:19:51;-1258.00
2025-05-08 13:19:50;-6508.00
2025-05-08 13:19:49;-9533.00
2025-05-08 13:19:48;-8583.00
2025-05-08 13:19:47;-9583.00
2025-05-08 13:19:46;-7458.00
2025-05-08 13:19:45;-4833.00
2025-05-08 13:19:44;-9483.00
2025-05-08 13:19:43;-5183.00
2025-05-08 13:19:42;6267.00
2025-05-08 13:19:41;-3058.00
2025-05-08 13:19:40;-258.00
2025-05-08 13:19:39;-9033.00
2025-05-08 13:19:38;-2208.00
2025-05-08 13:19:37;-6908.00
2025-05-08 13:19:36;-2833.00
2025-05-08 13:19:35;-9808.00
2025-05-08 13:19:34;-7408.00
2025-05-08 13:19:33;-483.00
2025-05-08 13:19:32;1067.00
2025-05-08 13:19:31;1517.00
2025-05-08 13:19:30;5092.00
2025-05-08 13:19:29;-2108.00
2025-05-08 13:19:28;-7408.00
2025-05-08 13:19:27;-9533.00
2025-05-08 13:19:26;-3558.00
2025-05-08 13:19:25;-6683.00
2025-05-08 13:19:24;-1208.00
2025-05-08 13:19:23;-983.00
2025-05-08 13:19:22;-8583.00
2025-05-08 13:19:21;-6633.00
2025-05-08 13:19:20;-8358.00
2025-05-08 13:19:19;-5233.00
2025-05-08 13:19:18;-9258.00
2025-05-08 13:19:17;-1433.00
2025-05-08 13:19:16;-2883.00
2025-05-08 13:19:15;-4008.00
2025-05-08 13:19:14;-658.00
2025-05-08 13:19:13;-2608.00
2025-05-08 13:19:12;-6908.00
2025-05-08 13:19:11;-7358.00
2025-05-08 13:19:10;-2608.00
2025-05-08 13:19:09;-9983.00
2025-05-08 13:19:08;8167.00
2025-05-08 13:19:07;-4508.00
2025-05-08 13:19:06;-8533.00
2025-05-08 13:19:05;-8358.00
2025-05-08 13:19:04;-7858.00
2025-05-08 13:19:03;-3558.00
2025-05-08 13:19:02;9617.00
2025-05-08 13:19:01;-5458.00
2025-05-08 13:19:00;1167.00
2025-05-08 13:18:59;7992.00
2025-05-08 13:18:58;1392.00
2025-05-08 13:18:57;-8808.00
2025-05-08 13:18:56;-7583.00
2025-05-08 13:18:55;-4008.00
2025-05-08 13:18:54;-7808.00
2025-05-08 13:18:53;9842.00
2025-05-08 13:18:52;9892.00
2025-05-08 13:18:51;9617.00
2025-05-08 13:18:50;7267.00
2025-05-08 13:18:49;4867.00
2025-05-08 13:18:48;9392.00
2025-05-08 13:18:47;6592.00
2025-05-08 13:18:46;342.00
2025-05-08 13:18:45;6267.00
2025-05-08 13:18:44;-6133.00
2025-05-08 13:18:43;5542.00
2025-05-08 13:18:42;6267.00
2025-05-08 13:18:41;2692.00
2025-05-08 13:18:40;567.00
2025-05-08 13:18:39;5092.00
2025-05-08 13:18:38;-7583.00
2025-05-08 13:18:37;9167.00
2025-05-08 13:18:36;8167.00
2025-05-08 13:18:35;8217.00
2025-05-08 13:18:34;4592.00
2025-05-08 13:18:33;2467.00
2025-05-08 13:18:32;2467.00
2025-05-08 13:18:31;-4233.00
2025-05-08 13:18:30;7717.00
2025-05-08 13:18:29;9492.00
2025-05-08 13:18:28;4292.00
2025-05-08 13:18:27;7417.00
2025-05-08 13:18:26;7492.00
2025-05-08 13:18:25;-3508.00
2025-05-08 13:18:24;7492.00
2025-05-08 13:18:23;6267.00
2025-05-08 13:18:22;4142.00
2025-05-08 13:18:21;7542.00
2025-05-08 13:18:20;2242.00
2025-05-08 13:18:19;1517.00
2025-05-08 13:18:18;8217.00
2025-05-08 13:18:17;1792.00
2025-05-08 13:18:16;3467.00
2025-05-08 13:18:15;8442.00
2025-05-08 13:18:14;1292.00
2025-05-08 13:18:13;3692.00
2025-05-08 13:18:12;9167.00
2025-05-08 13:18:11;3467.00
2025-05-08 13:18:10;3017.00
2025-05-08 13:18:09;7267.00
2025-05-08 13:18:08;7717.00
2025-05-08 13:18:07;6592.00
2025-05-08 13:18:06;2017.00
2025-05-08 13:18:05;1292.00
2025-05-08 13:18:04;3742.00
2025-05-08 13:18:03;117.00
2025-05-08 13:18:02;1842.00
2025-05-08 13:18:01;2292.00
2025-05-08 13:18:00;8092.00
2025-05-08 13:17:59;5692.00
2025-05-08 13:17:58;6192.00
2025-05-08 13:17:57;8967.00
2025-05-08 13:17:56;92.00
2025-05-08 13:17:55;8642.00
2025-05-08 13:17:54;7592.00
2025-05-08 13:17:53;6592.00
2025-05-08 13:17:52;6142.00
2025-05-08 13:17:51;167.00
2025-05-08 13:17:50;8992.00
2025-05-08 13:17:49;3067.00
2025-05-08 13:17:48;5192.00
2025-05-08 13:17:47;3567.00
2025-05-08 13:17:46;942.00
2025-05-08 13:17:45;5192.00
2025-05-08 13:17:44;8992.00
2025-05-08 13:17:43;8267.00
2025-05-08 13:17:42;9717.00
2025-05-08 13:17:41;7592.00
2025-05-08 13:17:40;892.00
2025-05-08 13:17:39;7092.00
2025-05-08 13:17:38;5192.00
2025-05-08 13:17:37;8542.00
2025-05-08 13:17:36;5642.00
2025-05-08 13:17:35;2842.00
2025-05-08 13:17:34;3292.00
2025-05-08 13:17:33;9767.00
2025-05-08 13:17:32;5692.00
2025-05-08 13:17:31;992.00
2025-05-08 13:17:30;4517.00
2025-05-08 13:17:29;6867.00
2025-05-08 13:17:28;6692.00
2025-05-08 13:17:27;4967.00
2025-05-08 13:17:26;8467.00
2025-05-08 13:17:25;592.00
2025-05-08 13:17:24;4617.00
2025-05-08 13:17:23;7467.00
2025-05-08 13:17:22;1217.00
2025-05-08 13:17:21;7642.00
2025-05-08 13:17:20;7592.00
2025-05-08 13:17:19;9992.00
2025-05-08 13:17:18;9267.00
2025-05-08 13:17:17;4067.00
2025-05-08 13:17:16;1717.00
2025-05-08 13:17:15;5692.00
2025-05-08 13:17:14;5742.00
2025-05-08 13:17:13;5292.00
2025-05-08 13:17:12;3567.00
2025-05-08 13:17:11;4017.00
2025-05-08 13:17:10;7142.00
2025-05-08 13:17:09;42.00
2025-05-08 13:17:08;8692.00
2025-05-08 13:17:07;4392.00
2025-05-08 13:17:06;1317.00
2025-05-08 13:17:05;9192.00
2025-05-08 13:17:04;5842.00
2025-05-08 13:17:03;9817.00
2025-05-08 13:17:02;992.00
2025-05-08 13:17:01;2442.00
2025-05-08 13:17:00;6967.00
2025-05-08 13:16:59;3842.00
2025-05-08 13:16:58;6517.00
2025-05-08 13:16:57;5517.00
2025-05-08 13:16:56;4567.00
2025-05-08 13:16:55;5292.00
2025-05-08 13:16:54;5667.00
2025-05-08 13:16:53;8967.00
2025-05-08 13:16:52;3767.00
2025-05-08 13:16:51;592.00
2025-05-08 13:16:50;542.00
2025-05-08 13:16:49;8192.00
2025-05-08 13:16:48;3442.00
2025-05-08 13:16:47;6242.00
2025-05-08 13:16:46;5067.00
2025-05-08 13:16:45;317.00
2025-05-08 13:16:44;1992.00
2025-05-08 13:16:43;2667.00
2025-05-08 13:16:42;9367.00
2025-05-08 13:16:41;5792.00
2025-05-08 13:16:40;2942.00
2025-05-08 13:16:39;92.00
2025-05-08 13:16:38;4617.00
2025-05-08 13:16:37;8642.00
2025-05-08 13:16:36;4392.00
2025-05-08 13:16:35;8467.00
2025-05-08 13:16:34;4342.00
2025-05-08 13:16:33;4842.00
2025-05-08 13:16:32;6517.00
2025-05-08 13:16:31;9367.00
2025-05-08 13:16:30;2717.00
2025-05-08 13:16:29;9592.00
2025-05-08 13:16:28;5567.00
2025-05-08 13:16:27;8642.00
2025-05-08 13:16:26;2942.00
2025-05-08 13:16:25;4842.00
2025-05-08 13:16:24;5792.00
2025-05-08 13:16:23;4767.00
2025-05-08 13:16:22;3992.00
2025-05-08 13:16:21;7392.00
2025-05-08 13:16:20;9192.00
2025-05-08 13:16:19;3217.00
2025-05-08 13:16:18;6292.00
2025-05-08 13:16:17;5392.00
2025-05-08 13:16:16;2367.00
2025-05-08 13:16:15;692.00
2025-05-08 13:16:14;1642.00
2025-05-08 13:16:13;8842.00
2025-05-08 13:16:12;8517.00
2025-05-08 13:16:11;142.00
2025-05-08 13:16:10;2042.00
2025-05-08 13:16:09;4667.00
2025-05-08 13:16:08;8242.00
2025-05-08 13:16:07;1817.00
2025-05-08 13:16:06;592.00
2025-05-08 13:16:05;5842.00
2025-05-08 13:16:04;5617.00
2025-05-08 13:16:03;1817.00
2025-05-08 13:16:02;1817.00
2025-05-08 13:16:01;8017.00
2025-05-08 13:16:00;417.00
2025-05-08 13:15:59;5617.00
2025-05-08 13:15:58;1092.00
2025-05-08 13:15:57;3267.00
2025-05-08 13:15:56;8242.00
2025-05-08 13:15:55;5892.00
2025-05-08 13:15:54;9467.00
2025-05-08 13:15:53;1867.00
2025-05-08 13:15:52;642.00
2025-05-08 13:15:51;3592.00
2025-05-08 13:15:50;4317.00
2025-05-08 13:15:49;3142.00
2025-05-08 13:15:48;642.00
2025-05-08 13:15:47;7567.00
2025-05-08 13:15:46;1367.00
2025-05-08 13:15:45;3042.00
2025-05-08 13:15:44;642.00
2025-05-08 13:15:43;9017.00
2025-05-08 13:15:42;6392.00
2025-05-08 13:15:41;917.00
2025-05-08 13:15:40;4942.00
2025-05-08 13:15:39;9967.00
2025-05-08 13:15:38;4042.00
2025-05-08 13:15:37;3592.00
2025-05-08 13:15:36;4717.00
2025-05-08 13:15:35;8567.00
2025-05-08 13:15:34;8742.00
2025-05-08 13:15:33;1367.00
2025-05-08 13:15:32;6617.00
2025-05-08 13:15:31;6842.00
2025-05-08 13:15:30;3092.00
2025-05-08 13:15:29;1417.00
2025-05-08 13:15:28;6892.00
2025-05-08 13:15:27;3817.00
2025-05-08 13:15:26;6392.00
2025-05-08 13:15:25;8292.00
2025-05-08 13:15:24;517.00
2025-05-08 13:15:23;2192.00
2025-05-08 13:15:22;4367.00
2025-05-08 13:15:21;1967.00
2025-05-08 13:15:20;8267.00
2025-05-08 13:15:19;3417.00
2025-05-08 13:15:18;5642.00
2025-05-08 13:15:17;6092.00
2025-05-08 13:15:16;1692.00
2025-05-08 13:15:15;3142.00
2025-05-08 13:15:14;3092.00
2025-05-08 13:15:13;9292.00
2025-05-08 13:15:12;2642.00
2025-05-08 13:15:11;567.00
2025-05-08 13:15:10;2142.00
