Fecha y Hora;B-402B - Bomba B flash
2025-05-08 13:20:13;3338.00
2025-05-08 13:20:12;488.00
2025-05-08 13:20:11;8863.00
2025-05-08 13:20:10;6238.00
2025-05-08 13:20:09;488.00
2025-05-08 13:20:08;9538.00
2025-05-08 13:20:07;9088.00
2025-05-08 13:20:06;1938.00
2025-05-08 13:20:05;4788.00
2025-05-08 13:20:04;7913.00
2025-05-08 13:20:03;9588.00
2025-05-08 13:20:02;363.00
2025-05-08 13:20:01;7788.00
2025-05-08 13:20:00;1488.00
2025-05-08 13:19:59;7188.00
2025-05-08 13:19:58;2663.00
2025-05-08 13:19:57;8413.00
2025-05-08 13:19:56;6513.00
2025-05-08 13:19:55;1263.00
2025-05-08 13:19:54;2213.00
2025-05-08 13:19:53;8413.00
2025-05-08 13:19:52;4338.00
2025-05-08 13:19:51;8138.00
2025-05-08 13:19:50;2213.00
2025-05-08 13:19:49;1538.00
2025-05-08 13:19:48;9638.00
2025-05-08 13:19:47;7463.00
2025-05-08 13:19:46;7238.00
2025-05-08 13:19:45;763.00
2025-05-08 13:19:44;1538.00
2025-05-08 13:19:43;588.00
2025-05-08 13:19:42;7563.00
2025-05-08 13:19:41;8738.00
2025-05-08 13:19:40;638.00
2025-05-08 13:19:39;9413.00
2025-05-08 13:19:38;1263.00
2025-05-08 13:19:37;8238.00
2025-05-08 13:19:36;3713.00
2025-05-08 13:19:35;4613.00
2025-05-08 13:19:34;1038.00
2025-05-08 13:19:33;6563.00
2025-05-08 13:19:32;1763.00
2025-05-08 13:19:31;8288.00
2025-05-08 13:19:30;5938.00
2025-05-08 13:19:29;1588.00
2025-05-08 13:19:28;8188.00
2025-05-08 13:19:27;4388.00
2025-05-08 13:19:26;3438.00
2025-05-08 13:19:25;8963.00
2025-05-08 13:19:24;2713.00
2025-05-08 13:19:23;9638.00
2025-05-08 13:19:22;8463.00
2025-05-08 13:19:21;2313.00
2025-05-08 13:19:20;8188.00
2025-05-08 13:19:19;9913.00
2025-05-08 13:19:18;2263.00
2025-05-08 13:19:17;4663.00
2025-05-08 13:19:16;588.00
2025-05-08 13:19:15;3263.00
2025-05-08 13:19:14;6838.00
2025-05-08 13:19:13;4663.00
2025-05-08 13:19:12;9413.00
2025-05-08 13:19:11;138.00
2025-05-08 13:19:10;7738.00
2025-05-08 13:19:09;2763.00
2025-05-08 13:19:08;1863.00
2025-05-08 13:19:07;4438.00
2025-05-08 13:19:06;6113.00
2025-05-08 13:19:05;6338.00
2025-05-08 13:19:04;6563.00
2025-05-08 13:19:03;3263.00
2025-05-08 13:19:02;1188.00
2025-05-08 13:19:01;7063.00
2025-05-08 13:19:00;913.00
2025-05-08 13:18:59;2863.00
2025-05-08 13:18:58;8438.00
2025-05-08 13:18:57;8513.00
2025-05-08 13:18:56;6113.00
2025-05-08 13:18:55;4938.00
2025-05-08 13:18:54;413.00
2025-05-08 13:18:53;5938.00
2025-05-08 13:18:52;9963.00
2025-05-08 13:18:51;9688.00
2025-05-08 13:18:50;913.00
2025-05-08 13:18:49;4538.00
2025-05-08 13:18:48;3588.00
2025-05-08 13:18:47;5038.00
2025-05-08 13:18:46;6438.00
2025-05-08 13:18:45;1413.00
2025-05-08 13:18:44;7563.00
2025-05-08 13:18:43;4488.00
2025-05-08 13:18:42;5438.00
2025-05-08 13:18:41;6888.00
2025-05-08 13:18:40;913.00
2025-05-08 13:18:39;6163.00
2025-05-08 13:18:38;413.00
2025-05-08 13:18:37;5488.00
2025-05-08 13:18:36;9238.00
2025-05-08 13:18:35;13.00
2025-05-08 13:18:34;463.00
2025-05-08 13:18:33;4038.00
2025-05-08 13:18:32;9513.00
2025-05-08 13:18:31;4038.00
2025-05-08 13:18:30;1638.00
2025-05-08 13:18:29;2638.00
2025-05-08 13:18:28;6438.00
2025-05-08 13:18:27;7313.00
2025-05-08 13:18:26;8338.00
2025-05-08 13:18:25;238.00
2025-05-08 13:18:24;463.00
2025-05-08 13:18:23;7838.00
2025-05-08 13:18:22;8838.00
2025-05-08 13:18:21;2688.00
2025-05-08 13:18:20;7388.00
2025-05-08 13:18:19;5713.00
2025-05-08 13:18:18;7888.00
2025-05-08 13:18:17;5263.00
2025-05-08 13:18:16;1913.00
2025-05-08 13:18:15;9288.00
2025-05-08 13:18:14;9288.00
2025-05-08 13:18:13;4038.00
2025-05-08 13:18:12;2913.00
2025-05-08 13:18:11;3813.00
2025-05-08 13:18:10;9113.00
2025-05-08 13:18:09;5763.00
2025-05-08 13:18:08;4538.00
2025-05-08 13:18:07;6713.00
2025-05-08 13:18:06;8338.00
2025-05-08 13:18:05;3863.00
2025-05-08 13:18:04;6263.00
2025-05-08 13:18:03;5538.00
2025-05-08 13:18:02;3413.00
2025-05-08 13:18:01;4588.00
2025-05-08 13:18:00;6263.00
2025-05-08 13:17:59;4813.00
2025-05-08 13:17:58;563.00
2025-05-08 13:17:57;113.00
2025-05-08 13:17:56;9988.00
2025-05-08 13:17:55;9538.00
2025-05-08 13:17:54;9388.00
2025-05-08 13:17:53;63.00
2025-05-08 13:17:52;2463.00
2025-05-08 13:17:51;9838.00
2025-05-08 13:17:50;6263.00
2025-05-08 13:17:49;6538.00
2025-05-08 13:17:48;3413.00
2025-05-08 13:17:47;1788.00
2025-05-08 13:17:46;4638.00
2025-05-08 13:17:45;1288.00
2025-05-08 13:17:44;3638.00
2025-05-08 13:17:43;5588.00
2025-05-08 13:17:42;4863.00
2025-05-08 13:17:41;3688.00
2025-05-08 13:17:40;9838.00
2025-05-08 13:17:39;5813.00
2025-05-08 13:17:38;9838.00
2025-05-08 13:17:37;8663.00
2025-05-08 13:17:36;9838.00
2025-05-08 13:17:35;7038.00
2025-05-08 13:17:34;9613.00
2025-05-08 13:17:33;7488.00
2025-05-08 13:17:32;838.00
2025-05-08 13:17:31;1338.00
2025-05-08 13:17:30;7988.00
2025-05-08 13:17:29;4188.00
2025-05-08 13:17:28;3413.00
2025-05-08 13:17:27;2013.00
2025-05-08 13:17:26;9888.00
2025-05-08 13:17:25;5813.00
2025-05-08 13:17:24;6463.00
2025-05-08 13:17:23;3063.00
2025-05-08 13:17:22;7538.00
2025-05-08 13:17:21;3738.00
2025-05-08 13:17:20;8488.00
2025-05-08 13:17:19;613.00
2025-05-08 13:17:18;3463.00
2025-05-08 13:17:17;1563.00
2025-05-08 13:17:16;3013.00
2025-05-08 13:17:15;7538.00
2025-05-08 13:17:14;9888.00
2025-05-08 13:17:13;4463.00
2025-05-08 13:17:12;2788.00
2025-05-08 13:17:11;9438.00
2025-05-08 13:17:10;9938.00
2025-05-08 13:17:09;5413.00
2025-05-08 13:17:08;6138.00
2025-05-08 13:17:07;4688.00
2025-05-08 13:17:06;6688.00
2025-05-08 13:17:05;6913.00
2025-05-08 13:17:04;9538.00
2025-05-08 13:17:03;7813.00
2025-05-08 13:17:02;2563.00
2025-05-08 13:17:01;1163.00
2025-05-08 13:17:00;2338.00
2025-05-08 13:16:59;6588.00
2025-05-08 13:16:58;7363.00
2025-05-08 13:16:57;3513.00
2025-05-08 13:16:56;9713.00
2025-05-08 13:16:55;438.00
2025-05-08 13:16:54;8538.00
2025-05-08 13:16:53;6688.00
2025-05-08 13:16:52;4613.00
2025-05-08 13:16:51;713.00
2025-05-08 13:16:50;1838.00
2025-05-08 13:16:49;9488.00
2025-05-08 13:16:48;7863.00
2025-05-08 13:16:47;4013.00
2025-05-08 13:16:46;2563.00
2025-05-08 13:16:45;6138.00
2025-05-08 13:16:44;7363.00
2025-05-08 13:16:43;9263.00
2025-05-08 13:16:42;9988.00
2025-05-08 13:16:41;9038.00
2025-05-08 13:16:40;8763.00
2025-05-08 13:16:39;6188.00
2025-05-08 13:16:38;213.00
2025-05-08 13:16:37;1888.00
2025-05-08 13:16:36;7363.00
2025-05-08 13:16:35;2663.00
2025-05-08 13:16:34;2113.00
2025-05-08 13:16:33;1663.00
2025-05-08 13:16:32;4063.00
2025-05-08 13:16:31;2838.00
2025-05-08 13:16:30;3563.00
2025-05-08 13:16:29;1388.00
2025-05-08 13:16:28;2113.00
2025-05-08 13:16:27;213.00
2025-05-08 13:16:26;4963.00
2025-05-08 13:16:25;4238.00
2025-05-08 13:16:24;3563.00
2025-05-08 13:16:23;7863.00
2025-05-08 13:16:22;6188.00
2025-05-08 13:16:21;1588.00
2025-05-08 13:16:20;7463.00
2025-05-08 13:16:19;8088.00
2025-05-08 13:16:18;9038.00
2025-05-08 13:16:17;4113.00
2025-05-08 13:16:16;6013.00
2025-05-08 13:16:15;3613.00
2025-05-08 13:16:14;1763.00
2025-05-08 13:16:13;4163.00
2025-05-08 13:16:12;6963.00
2025-05-08 13:16:11;2213.00
2025-05-08 13:16:10;7188.00
2025-05-08 13:16:09;6463.00
2025-05-08 13:16:08;5288.00
2025-05-08 13:16:07;2438.00
2025-05-08 13:16:06;6188.00
2025-05-08 13:16:05;3838.00
2025-05-08 13:16:04;3613.00
2025-05-08 13:16:03;1988.00
2025-05-08 13:16:02;8363.00
2025-05-08 13:16:01;1938.00
2025-05-08 13:16:00;4563.00
2025-05-08 13:15:59;1713.00
2025-05-08 13:15:58;988.00
2025-05-08 13:15:57;3838.00
2025-05-08 13:15:56;9088.00
2025-05-08 13:15:55;5288.00
2025-05-08 13:15:54;313.00
2025-05-08 13:15:53;3888.00
2025-05-08 13:15:52;6463.00
2025-05-08 13:15:51;9363.00
2025-05-08 13:15:50;3988.00
2025-05-08 13:15:49;1863.00
2025-05-08 13:15:48;8913.00
2025-05-08 13:15:47;2938.00
2025-05-08 13:15:46;2438.00
2025-05-08 13:15:45;6513.00
2025-05-08 13:15:44;6288.00
2025-05-08 13:15:43;2213.00
2025-05-08 13:15:42;7238.00
2025-05-08 13:15:41;6063.00
2025-05-08 13:15:40;1988.00
2025-05-08 13:15:39;1763.00
2025-05-08 13:15:38;3213.00
2025-05-08 13:15:37;3713.00
2025-05-08 13:15:36;1988.00
2025-05-08 13:15:35;8238.00
2025-05-08 13:15:34;8413.00
2025-05-08 13:15:33;5563.00
2025-05-08 13:15:32;3938.00
2025-05-08 13:15:31;9363.00
2025-05-08 13:15:30;1313.00
2025-05-08 13:15:29;8463.00
2025-05-08 13:15:28;363.00
2025-05-08 13:15:27;4663.00
2025-05-08 13:15:26;9863.00
2025-05-08 13:15:25;2713.00
2025-05-08 13:15:24;2988.00
2025-05-08 13:15:23;813.00
2025-05-08 13:15:22;9013.00
2025-05-08 13:15:21;8513.00
2025-05-08 13:15:20;2538.00
2025-05-08 13:15:19;5388.00
2025-05-08 13:15:18;5988.00
2025-05-08 13:15:17;5763.00
2025-05-08 13:15:16;8463.00
2025-05-08 13:15:15;8288.00
2025-05-08 13:15:14;5838.00
2025-05-08 13:15:13;2038.00
2025-05-08 13:15:12;8463.00
2025-05-08 13:15:11;8238.00
2025-05-08 13:15:10;1363.00
2025-05-08 13:15:09;7338.00
2025-05-08 13:15:08;7513.00
2025-05-08 13:15:07;6838.00
2025-05-08 13:15:06;9913.00
2025-05-08 13:15:05;1363.00
2025-05-08 13:15:04;4713.00
2025-05-08 13:15:03;9013.00
2025-05-08 13:15:02;638.00
2025-05-08 13:15:01;2538.00
2025-05-08 13:15:00;7288.00
2025-05-08 13:14:59;1588.00
2025-05-08 13:14:58;9188.00
2025-05-08 13:14:57;3988.00
