Fecha y Hora;CV-3031 - Válvula control nivel R-303
2025-05-08 13:24:42;-3.83
2025-05-08 13:24:41;-97.08
2025-05-08 13:24:40;-99.33
2025-05-08 13:24:39;-18.33
2025-05-08 13:24:38;-72.58
2025-05-08 13:24:37;-30.08
2025-05-08 13:24:36;-21.08
2025-05-08 13:24:35;-94.33
2025-05-08 13:24:34;-30.08
2025-05-08 13:24:33;-70.33
2025-05-08 13:24:32;-49.08
2025-05-08 13:24:31;-65.83
2025-05-08 13:24:30;-20.58
2025-05-08 13:24:29;-87.08
2025-05-08 13:24:28;-96.58
2025-05-08 13:24:27;-1.08
2025-05-08 13:24:26;-44.08
2025-05-08 13:24:25;-27.33
2025-05-08 13:24:24;-25.08
2025-05-08 13:24:23;-3.33
2025-05-08 13:24:22;-63.08
2025-05-08 13:24:21;-74.83
2025-05-08 13:24:20;-43.58
2025-05-08 13:24:19;-72.58
2025-05-08 13:24:18;-31.83
2025-05-08 13:24:17;-98.83
2025-05-08 13:24:16;-66.08
2025-05-08 13:24:15;-87.33
2025-05-08 13:24:14;-37.58
2025-05-08 13:24:13;-72.58
2025-05-08 13:24:12;-88.83
2025-05-08 13:24:11;-58.08
2025-05-08 13:24:10;-89.33
2025-05-08 13:24:09;-58.08
2025-05-08 13:24:08;-39.08
2025-05-08 13:24:07;-48.58
2025-05-08 13:24:06;-0.58
2025-05-08 13:24:05;-55.83
2025-05-08 13:24:04;-93.83
2025-05-08 13:24:03;-31.83
2025-05-08 13:24:02;-62.08
2025-05-08 13:24:01;-30.83
2025-05-08 13:24:00;-66.08
2025-05-08 13:23:59;-0.08
2025-05-08 13:23:58;-74.33
2025-05-08 13:23:57;-22.33
2025-05-08 13:23:56;-7.83
2025-05-08 13:23:55;-7.83
2025-05-08 13:23:54;-50.83
2025-05-08 13:23:53;-81.58
2025-05-08 13:23:52;-82.33
2025-05-08 13:23:51;-67.08
2025-05-08 13:23:50;-48.58
2025-05-08 13:23:49;-31.33
2025-05-08 13:23:48;-12.33
2025-05-08 13:23:47;-59.83
2025-05-08 13:23:46;-67.08
2025-05-08 13:23:45;-64.83
2025-05-08 13:23:44;-1.33
2025-05-08 13:23:43;-28.58
2025-05-08 13:23:42;-56.08
2025-05-08 13:23:41;-48.08
2025-05-08 13:23:40;-92.83
2025-05-08 13:23:39;-38.58
2025-05-08 13:23:38;-10.08
2025-05-08 13:23:37;-43.08
2025-05-08 13:23:36;-71.58
2025-05-08 13:23:35;-24.08
2025-05-08 13:23:34;-33.58
2025-05-08 13:23:33;-90.58
2025-05-08 13:23:32;-97.83
2025-05-08 13:23:31;-19.08
2025-05-08 13:23:30;-40.83
2025-05-08 13:23:29;-62.08
2025-05-08 13:23:28;-33.58
2025-05-08 13:23:27;-69.33
2025-05-08 13:23:26;-54.83
2025-05-08 13:23:25;-4.58
2025-05-08 13:23:24;-62.08
2025-05-08 13:23:23;-26.33
2025-05-08 13:23:22;-64.33
2025-05-08 13:23:21;-19.08
2025-05-08 13:23:20;-67.08
2025-05-08 13:23:19;-38.08
2025-05-08 13:23:18;-14.08
2025-05-08 13:23:17;-66.58
2025-05-08 13:23:16;-38.08
2025-05-08 13:23:15;-33.08
2025-05-08 13:23:14;-87.83
2025-05-08 13:23:13;-4.58
2025-05-08 13:23:12;-91.83
2025-05-08 13:23:11;-4.08
2025-05-08 13:23:10;-87.58
2025-05-08 13:23:09;-44.33
2025-05-08 13:23:08;-82.33
2025-05-08 13:23:07;-13.08
2025-05-08 13:23:06;-94.58
2025-05-08 13:23:05;-85.08
2025-05-08 13:23:04;-82.83
2025-05-08 13:23:03;-58.83
2025-05-08 13:23:02;-30.33
2025-05-08 13:23:01;-94.58
2025-05-08 13:23:00;-77.83
2025-05-08 13:22:59;-28.08
2025-05-08 13:22:58;-18.58
2025-05-08 13:22:57;-66.08
2025-05-08 13:22:56;-13.58
2025-05-08 13:22:55;-58.83
2025-05-08 13:22:54;-66.08
2025-05-08 13:22:53;-44.33
2025-05-08 13:22:52;-68.33
2025-05-08 13:22:51;-25.33
2025-05-08 13:22:50;-61.08
2025-05-08 13:22:49;-1.83
2025-05-08 13:22:48;-56.58
2025-05-08 13:22:47;-85.08
2025-05-08 13:22:46;-58.83
2025-05-08 13:22:45;-65.58
2025-05-08 13:22:44;-32.58
2025-05-08 13:22:43;-42.08
2025-05-08 13:22:42;-94.58
2025-05-08 13:22:41;-23.83
2025-05-08 13:22:40;-0.83
2025-05-08 13:22:39;-33.33
2025-05-08 13:22:38;-99.08
2025-05-08 13:22:37;-79.58
2025-05-08 13:22:36;-91.83
2025-05-08 13:22:35;-46.58
2025-05-08 13:22:34;-15.83
2025-05-08 13:22:33;-25.33
2025-05-08 13:22:32;-68.33
2025-05-08 13:22:31;-20.33
2025-05-08 13:22:30;-26.58
2025-05-08 13:22:29;-56.08
2025-05-08 13:22:28;-63.33
2025-05-08 13:22:27;-27.58
2025-05-08 13:22:26;-79.58
2025-05-08 13:22:25;-20.33
2025-05-08 13:22:24;-6.33
2025-05-08 13:22:23;-29.83
2025-05-08 13:22:22;-43.83
2025-05-08 13:22:21;-10.83
2025-05-08 13:22:20;-49.33
2025-05-08 13:22:19;-95.83
2025-05-08 13:22:18;-50.58
2025-05-08 13:22:17;-98.08
2025-05-08 13:22:16;-12.08
2025-05-08 13:22:15;-42.83
2025-05-08 13:22:14;-31.58
2025-05-08 13:22:13;-55.58
2025-05-08 13:22:12;-86.33
2025-05-08 13:22:11;-69.58
2025-05-08 13:22:10;-27.08
2025-05-08 13:22:09;-44.58
2025-05-08 13:22:08;-61.33
2025-05-08 13:22:07;-61.83
2025-05-08 13:22:06;-95.83
2025-05-08 13:22:05;-72.33
2025-05-08 13:22:04;-81.83
2025-05-08 13:22:03;-62.83
2025-05-08 13:22:02;-46.08
2025-05-08 13:22:01;-98.08
2025-05-08 13:22:00;-95.83
2025-05-08 13:21:59;-7.58
2025-05-08 13:21:58;-89.08
2025-05-08 13:21:57;-8.08
2025-05-08 13:21:56;-50.58
2025-05-08 13:21:55;-67.33
2025-05-08 13:21:54;-5.33
2025-05-08 13:21:53;-81.33
2025-05-08 13:21:52;-43.83
2025-05-08 13:21:51;-3.08
2025-05-08 13:21:50;-14.83
2025-05-08 13:21:49;-50.58
2025-05-08 13:21:48;-81.33
2025-05-08 13:21:47;-71.83
2025-05-08 13:21:46;-76.83
2025-05-08 13:21:45;-12.58
2025-05-08 13:21:44;-88.58
2025-05-08 13:21:43;-64.58
2025-05-08 13:21:42;-0.33
2025-05-08 13:21:41;-62.33
2025-05-08 13:21:40;-50.58
2025-05-08 13:21:39;-93.08
2025-05-08 13:21:38;-78.08
2025-05-08 13:21:37;-41.83
2025-05-08 13:21:36;-37.33
2025-05-08 13:21:35;-69.58
2025-05-08 13:21:34;-54.58
2025-05-08 13:21:33;-26.08
2025-05-08 13:21:32;-50.08
2025-05-08 13:21:31;-36.08
2025-05-08 13:21:30;-66.83
2025-05-08 13:21:29;-33.33
2025-05-08 13:21:28;-73.58
2025-05-08 13:21:27;-73.08
2025-05-08 13:21:26;-3.33
2025-05-08 13:21:25;-49.08
2025-05-08 13:21:24;-92.08
2025-05-08 13:21:23;-49.08
2025-05-08 13:21:22;-61.83
2025-05-08 13:21:21;-28.33
2025-05-08 13:21:20;-71.83
2025-05-08 13:21:19;-54.58
2025-05-08 13:21:18;-18.83
2025-05-08 13:21:17;-54.58
2025-05-08 13:21:16;-23.33
2025-05-08 13:21:15;-4.33
2025-05-08 13:21:14;-32.83
2025-05-08 13:21:13;-9.33
2025-05-08 13:21:12;-97.08
2025-05-08 13:21:11;-78.08
2025-05-08 13:21:10;-18.83
2025-05-08 13:21:09;-88.08
2025-05-08 13:21:08;-89.83
2025-05-08 13:21:07;-11.58
2025-05-08 13:21:06;-53.58
2025-05-08 13:21:05;-55.33
2025-05-08 13:21:04;-72.08
2025-05-08 13:21:03;-26.08
2025-05-08 13:21:02;-77.58
2025-05-08 13:21:01;-27.83
2025-05-08 13:21:00;-89.83
2025-05-08 13:20:59;-83.08
2025-05-08 13:20:58;-89.83
2025-05-08 13:20:57;-70.83
2025-05-08 13:20:56;-68.58
2025-05-08 13:20:55;-82.58
2025-05-08 13:20:54;-84.83
2025-05-08 13:20:53;-32.33
2025-05-08 13:20:52;-34.58
2025-05-08 13:20:51;-42.33
2025-05-08 13:20:50;-80.33
2025-05-08 13:20:49;-54.08
2025-05-08 13:20:48;-73.08
2025-05-08 13:20:47;-37.33
2025-05-08 13:20:46;-60.83
2025-05-08 13:20:45;-30.08
2025-05-08 13:20:44;-41.83
2025-05-08 13:20:43;-56.33
2025-05-08 13:20:42;-34.58
2025-05-08 13:20:41;-79.83
2025-05-08 13:20:40;-25.08
2025-05-08 13:20:39;-77.58
2025-05-08 13:20:38;-58.58
2025-05-08 13:20:37;-65.83
2025-05-08 13:20:36;-63.58
2025-05-08 13:20:35;-19.83
2025-05-08 13:20:34;-86.83
2025-05-08 13:20:33;-38.83
2025-05-08 13:20:32;-71.58
2025-05-08 13:20:31;-52.08
2025-05-08 13:20:30;-53.58
2025-05-08 13:20:29;-74.83
2025-05-08 13:20:28;-10.58
2025-05-08 13:20:27;-53.58
2025-05-08 13:20:26;-6.08
2025-05-08 13:20:25;-32.33
2025-05-08 13:20:24;-6.08
2025-05-08 13:20:23;-39.08
2025-05-08 13:20:22;-29.58
2025-05-08 13:20:21;-39.08
2025-05-08 13:20:20;-92.08
2025-05-08 13:20:19;-17.83
2025-05-08 13:20:18;-81.58
2025-05-08 13:20:17;-36.33
2025-05-08 13:20:16;-65.33
2025-05-08 13:20:15;-20.08
2025-05-08 13:20:14;-58.08
2025-05-08 13:20:13;-22.33
2025-05-08 13:20:12;-65.33
2025-05-08 13:20:11;-22.33
2025-05-08 13:20:10;-86.58
2025-05-08 13:20:09;-20.08
2025-05-08 13:20:08;-62.58
2025-05-08 13:20:07;-45.83
2025-05-08 13:20:06;-15.08
2025-05-08 13:20:05;-69.83
2025-05-08 13:20:04;-15.08
2025-05-08 13:20:03;-53.83
2025-05-08 13:20:02;-21.33
2025-05-08 13:20:01;-27.58
2025-05-08 13:20:00;-31.33
2025-05-08 13:19:59;-21.83
2025-05-08 13:19:58;-31.83
2025-05-08 13:19:57;-83.83
2025-05-08 13:19:56;-86.08
2025-05-08 13:19:55;-62.58
2025-05-08 13:19:54;-38.58
2025-05-08 13:19:53;-36.33
2025-05-08 13:19:52;-43.58
2025-05-08 13:19:51;-76.58
2025-05-08 13:19:50;-38.58
2025-05-08 13:19:49;-0.08
2025-05-08 13:19:48;-0.08
2025-05-08 13:19:47;-69.33
2025-05-08 13:19:46;-2.83
2025-05-08 13:19:45;-38.58
2025-05-08 13:19:44;-97.83
2025-05-08 13:19:43;-37.58
2025-05-08 13:19:42;-68.33
2025-05-08 13:19:41;-94.58
2025-05-08 13:19:40;-95.08
2025-05-08 13:19:39;-16.33
2025-05-08 13:19:38;-67.08
2025-05-08 13:19:37;-2.33
2025-05-08 13:19:36;-59.33
2025-05-08 13:19:35;-35.83
2025-05-08 13:19:34;-47.58
2025-05-08 13:19:33;-54.83
2025-05-08 13:19:32;-89.08
2025-05-08 13:19:31;-15.83
2025-05-08 13:19:30;-58.33
2025-05-08 13:19:29;-71.08
2025-05-08 13:19:28;-9.58
2025-05-08 13:19:27;-78.33
2025-05-08 13:19:26;-61.58
2025-05-08 13:19:25;-49.83
2025-05-08 13:19:24;-85.58
2025-05-08 13:19:23;-14.58
2025-05-08 13:19:22;-64.33
2025-05-08 13:19:21;-71.08
2025-05-08 13:19:20;-2.33
2025-05-08 13:19:19;-2.33
2025-05-08 13:19:18;-97.33
2025-05-08 13:19:17;-33.08
2025-05-08 13:19:16;-59.83
2025-05-08 13:19:15;-54.33
2025-05-08 13:19:14;-66.08
2025-05-08 13:19:13;-35.33
2025-05-08 13:19:12;-14.08
2025-05-08 13:19:11;-1.83
2025-05-08 13:19:10;-80.58
2025-05-08 13:19:09;-63.83
2025-05-08 13:19:08;-23.08
2025-05-08 13:19:07;-40.33
2025-05-08 13:19:06;-54.33
2025-05-08 13:19:05;-57.08
2025-05-08 13:19:04;-19.08
2025-05-08 13:19:03;-49.83
2025-05-08 13:19:02;-18.08
2025-05-08 13:19:01;-18.58
2025-05-08 13:19:00;-61.83
2025-05-08 13:18:59;-3.08
2025-05-08 13:18:58;-50.08
2025-05-08 13:18:57;-80.58
2025-05-08 13:18:56;-20.83
2025-05-08 13:18:55;-80.58
2025-05-08 13:18:54;-6.33
2025-05-08 13:18:53;-25.33
2025-05-08 13:18:52;-49.33
2025-05-08 13:18:51;-67.83
2025-05-08 13:18:50;-55.58
2025-05-08 13:18:49;-79.58
2025-05-08 13:18:48;-84.58
2025-05-08 13:18:47;-98.58
2025-05-08 13:18:46;-65.58
2025-05-08 13:18:45;-70.58
2025-05-08 13:18:44;-42.08
2025-05-08 13:18:43;-27.58
2025-05-08 13:18:42;-10.83
2025-05-08 13:18:41;-42.08
2025-05-08 13:18:40;-22.58
2025-05-08 13:18:39;-18.08
2025-05-08 13:18:38;-6.83
2025-05-08 13:18:37;-77.33
2025-05-08 13:18:36;-99.08
2025-05-08 13:18:35;-77.33
2025-05-08 13:18:34;-42.08
2025-05-08 13:18:33;-39.33
2025-05-08 13:18:32;-29.83
2025-05-08 13:18:31;-34.83
2025-05-08 13:18:30;-41.58
2025-05-08 13:18:29;-14.33
2025-05-08 13:18:28;-7.08
2025-05-08 13:18:27;-40.08
2025-05-08 13:18:26;-75.08
2025-05-08 13:18:25;-72.83
2025-05-08 13:18:24;-53.33
2025-05-08 13:18:23;-46.58
2025-05-08 13:18:22;-96.33
2025-05-08 13:18:21;-48.33
2025-05-08 13:18:20;-51.08
2025-05-08 13:18:19;-58.33
2025-05-08 13:18:18;-86.83
2025-05-08 13:18:17;-60.58
2025-05-08 13:18:16;-3.08
2025-05-08 13:18:15;-79.58
2025-05-08 13:18:14;-60.58
2025-05-08 13:18:13;-36.58
2025-05-08 13:18:12;-91.33
2025-05-08 13:18:11;-36.58
2025-05-08 13:18:10;-84.08
2025-05-08 13:18:09;-53.33
2025-05-08 13:18:08;-51.08
2025-05-08 13:18:07;-79.08
2025-05-08 13:18:06;-62.83
2025-05-08 13:18:05;-34.33
2025-05-08 13:18:04;-41.08
2025-05-08 13:18:03;-91.33
2025-05-08 13:18:02;-50.58
2025-05-08 13:18:01;-46.08
2025-05-08 13:18:00;-22.08
2025-05-08 13:17:59;-26.08
2025-05-08 13:17:58;-78.58
2025-05-08 13:17:57;-15.08
2025-05-08 13:17:56;-72.58
2025-05-08 13:17:55;-70.33
2025-05-08 13:17:54;-83.58
2025-05-08 13:17:53;-74.58
2025-05-08 13:17:52;-69.58
2025-05-08 13:17:51;-62.33
2025-05-08 13:17:50;-50.58
2025-05-08 13:17:49;-74.08
2025-05-08 13:17:48;-66.83
2025-05-08 13:17:47;-59.58
2025-05-08 13:17:46;-95.33
2025-05-08 13:17:45;-7.58
2025-05-08 13:17:44;-81.33
2025-05-08 13:17:43;-45.58
2025-05-08 13:17:42;-26.58
2025-05-08 13:17:41;-93.08
2025-05-08 13:17:40;-76.83
2025-05-08 13:17:39;-47.83
2025-05-08 13:17:38;-40.58
2025-05-08 13:17:37;-57.33
2025-05-08 13:17:36;-71.83
2025-05-08 13:17:35;-95.33
2025-05-08 13:17:34;-62.33
2025-05-08 13:17:33;-73.58
2025-05-08 13:17:32;-9.83
2025-05-08 13:17:31;-40.08
2025-05-08 13:17:30;-78.58
2025-05-08 13:17:29;-23.83
2025-05-08 13:17:28;-83.08
2025-05-08 13:17:27;-14.33
2025-05-08 13:17:26;-78.58
2025-05-08 13:17:25;-44.08
2025-05-08 13:17:24;-36.83
2025-05-08 13:17:23;-65.83
2025-05-08 13:17:22;-92.58
2025-05-08 13:17:21;-47.33
2025-05-08 13:17:20;-61.83
2025-05-08 13:17:19;-73.58
2025-05-08 13:17:18;-35.58
2025-05-08 13:17:17;-33.33
2025-05-08 13:17:16;-47.33
2025-05-08 13:17:15;-80.83
2025-05-08 13:17:14;-61.33
2025-05-08 13:17:13;-51.83
2025-05-08 13:17:12;-47.33
2025-05-08 13:17:11;-7.08
2025-05-08 13:17:10;-47.33
2025-05-08 13:17:09;-49.58
2025-05-08 13:17:08;-87.58
2025-05-08 13:17:07;-41.83
2025-05-08 13:17:06;-27.33
2025-05-08 13:17:05;-36.83
2025-05-08 13:17:04;-44.08
2025-05-08 13:17:03;-61.33
2025-05-08 13:17:02;-94.83
2025-05-08 13:17:01;-44.58
2025-05-08 13:17:00;-44.58
2025-05-08 13:16:59;-51.83
2025-05-08 13:16:58;-39.58
2025-05-08 13:16:57;-94.83
2025-05-08 13:16:56;-18.33
2025-05-08 13:16:55;-61.33
2025-05-08 13:16:54;-97.83
2025-05-08 13:16:53;-60.33
2025-05-08 13:16:52;-71.58
2025-05-08 13:16:51;-79.83
2025-05-08 13:16:50;-3.83
2025-05-08 13:16:49;-46.33
2025-05-08 13:16:48;-89.33
2025-05-08 13:16:47;-16.08
2025-05-08 13:16:46;-56.33
2025-05-08 13:16:45;-25.08
2025-05-08 13:16:44;-20.58
2025-05-08 13:16:43;-18.33
2025-05-08 13:16:42;-20.58
2025-05-08 13:16:41;-11.08
2025-05-08 13:16:40;-98.83
2025-05-08 13:16:39;-22.83
2025-05-08 13:16:38;-49.08
2025-05-08 13:16:37;-87.08
2025-05-08 13:16:36;-74.83
2025-05-08 13:16:35;-58.08
2025-05-08 13:16:34;-94.33
2025-05-08 13:16:33;-6.08
2025-05-08 13:16:32;-77.58
2025-05-08 13:16:31;-79.83
2025-05-08 13:16:30;-77.58
2025-05-08 13:16:29;-96.58
2025-05-08 13:16:28;-46.33
2025-05-08 13:16:27;-87.08
2025-05-08 13:16:26;-63.08
2025-05-08 13:16:25;-25.08
2025-05-08 13:16:24;-79.83
2025-05-08 13:16:23;-15.58
2025-05-08 13:16:22;-97.83
2025-05-08 13:16:21;-9.08
2025-05-08 13:16:20;-81.58
2025-05-08 13:16:19;-86.58
2025-05-08 13:16:18;-91.58
2025-05-08 13:16:17;-69.83
2025-05-08 13:16:16;-88.83
2025-05-08 13:16:15;-76.08
2025-05-08 13:16:14;-2.33
2025-05-08 13:16:13;-99.58
2025-05-08 13:16:12;-69.33
2025-05-08 13:16:11;-26.83
2025-05-08 13:16:10;-62.58
2025-05-08 13:16:09;-81.58
2025-05-08 13:16:08;-86.58
2025-05-08 13:16:07;-60.33
2025-05-08 13:16:06;-86.58
2025-05-08 13:16:05;-24.58
2025-05-08 13:16:04;-62.58
2025-05-08 13:16:03;-55.33
2025-05-08 13:16:02;-81.58
2025-05-08 13:16:01;-2.83
2025-05-08 13:16:00;-40.83
2025-05-08 13:15:59;-67.58
2025-05-08 13:15:58;-79.33
2025-05-08 13:15:57;-72.08
2025-05-08 13:15:56;-45.83
2025-05-08 13:15:55;-26.83
2025-05-08 13:15:54;-24.08
2025-05-08 13:15:53;-36.33
2025-05-08 13:15:52;-21.83
2025-05-08 13:15:51;-92.33
2025-05-08 13:15:50;-30.33
2025-05-08 13:15:49;-32.58
2025-05-08 13:15:48;-95.58
2025-05-08 13:15:47;-19.58
2025-05-08 13:15:46;-14.58
2025-05-08 13:15:45;-19.58
2025-05-08 13:15:44;-76.58
2025-05-08 13:15:43;-38.08
2025-05-08 13:15:42;-76.58
2025-05-08 13:15:41;-24.08
2025-05-08 13:15:40;-0.58
2025-05-08 13:15:39;-31.33
2025-05-08 13:15:38;-0.08
2025-05-08 13:15:37;-57.08
2025-05-08 13:15:36;-45.33
2025-05-08 13:15:35;-2.33
2025-05-08 13:15:34;-76.58
2025-05-08 13:15:33;-59.83
2025-05-08 13:15:32;-88.33
2025-05-08 13:15:31;-5.08
2025-05-08 13:15:30;-0.08
2025-05-08 13:15:29;-90.58
2025-05-08 13:15:28;-45.33
2025-05-08 13:15:27;-21.33
2025-05-08 13:15:26;-62.08
2025-05-08 13:15:25;-12.33
2025-05-08 13:15:24;-81.08
2025-05-08 13:15:23;-39.83
2025-05-08 13:15:22;-94.58
2025-05-08 13:15:21;-87.33
2025-05-08 13:15:20;-96.83
2025-05-08 13:15:19;-44.33
2025-05-08 13:15:18;-41.08
2025-05-08 13:15:17;-46.08
2025-05-08 13:15:16;-11.33
2025-05-08 13:15:15;-37.58
2025-05-08 13:15:14;-87.83
2025-05-08 13:15:13;-80.58
2025-05-08 13:15:12;-11.33
2025-05-08 13:15:11;-34.83
2025-05-08 13:15:10;-61.58
2025-05-08 13:15:09;-75.58
2025-05-08 13:15:08;-18.58
2025-05-08 13:15:07;-97.33
2025-05-08 13:15:06;-71.08
2025-05-08 13:15:05;-25.83
2025-05-08 13:15:04;-85.08
2025-05-08 13:15:03;-32.58
2025-05-08 13:15:02;-99.58
2025-05-08 13:15:01;-49.83
2025-05-08 13:15:00;-63.83
2025-05-08 13:14:59;-56.58
2025-05-08 13:14:58;-47.08
2025-05-08 13:14:57;-9.08
2025-05-08 13:14:56;-73.33
2025-05-08 13:14:55;-51.58
2025-05-08 13:14:54;-32.58
2025-05-08 13:14:53;-92.33
2025-05-08 13:14:52;-66.08
2025-05-08 13:14:51;-13.58
2025-05-08 13:14:50;-44.83
2025-05-08 13:14:49;-20.83
2025-05-08 13:14:48;-57.83
2025-05-08 13:14:47;-28.33
2025-05-08 13:14:46;-22.08
2025-05-08 13:14:45;-18.08
2025-05-08 13:14:44;-18.08
2025-05-08 13:14:43;-25.33
2025-05-08 13:14:42;-27.58
2025-05-08 13:14:41;-58.83
2025-05-08 13:14:40;-94.08
