Fecha y Hora;KV-001 - Válvula vapor de caldera
2025-05-08 13:24:55;-41120.00
2025-05-08 13:24:54;-12120.00
2025-05-08 13:24:53;12380.00
2025-05-08 13:24:52;86130.00
2025-05-08 13:24:51;90630.00
2025-05-08 13:24:50;55380.00
2025-05-08 13:24:49;-69120.00
2025-05-08 13:24:48;-85870.00
2025-05-08 13:24:47;-64620.00
2025-05-08 13:24:46;43630.00
2025-05-08 13:24:45;41880.00
2025-05-08 13:24:44;28630.00
2025-05-08 13:24:43;-64620.00
2025-05-08 13:24:42;54880.00
2025-05-08 13:24:41;-2620.00
2025-05-08 13:24:40;-71870.00
2025-05-08 13:24:39;-52370.00
2025-05-08 13:24:38;35880.00
2025-05-08 13:24:37;19130.00
2025-05-08 13:24:36;-28870.00
2025-05-08 13:24:35;-31120.00
2025-05-08 13:24:34;83380.00
2025-05-08 13:24:33;-85870.00
2025-05-08 13:24:32;-7120.00
2025-05-08 13:24:31;-7120.00
2025-05-08 13:24:30;45380.00
2025-05-08 13:24:29;-12120.00
2025-05-08 13:24:28;-33370.00
2025-05-08 13:24:27;95630.00
2025-05-08 13:24:26;-50120.00
2025-05-08 13:24:25;21880.00
2025-05-08 13:24:24;16880.00
2025-05-08 13:24:23;48130.00
2025-05-08 13:24:22;95630.00
2025-05-08 13:24:21;28630.00
2025-05-08 13:24:20;93380.00
2025-05-08 13:24:19;5130.00
2025-05-08 13:24:18;74380.00
2025-05-08 13:24:17;12380.00
2025-05-08 13:24:16;55380.00
2025-05-08 13:24:15;90380.00
2025-05-08 13:24:14;73130.00
2025-05-08 13:24:13;57630.00
2025-05-08 13:24:12;69380.00
2025-05-08 13:24:11;64880.00
2025-05-08 13:24:10;21880.00
2025-05-08 13:24:09;29130.00
2025-05-08 13:24:08;57630.00
2025-05-08 13:24:07;81630.00
2025-05-08 13:24:06;60380.00
2025-05-08 13:24:05;29130.00
2025-05-08 13:24:04;45880.00
2025-05-08 13:24:03;67130.00
2025-05-08 13:24:02;43630.00
2025-05-08 13:24:01;94380.00
2025-05-08 13:24:00;20630.00
2025-05-08 13:23:59;87130.00
2025-05-08 13:23:58;1130.00
2025-05-08 13:23:57;67130.00
2025-05-08 13:23:56;53130.00
2025-05-08 13:23:55;43630.00
2025-05-08 13:23:54;17380.00
2025-05-08 13:23:53;88880.00
2025-05-08 13:23:52;35630.00
2025-05-08 13:23:51;81630.00
2025-05-08 13:23:50;62630.00
2025-05-08 13:23:49;10630.00
2025-05-08 13:23:48;69880.00
2025-05-08 13:23:47;3380.00
2025-05-08 13:23:46;34130.00
2025-05-08 13:23:45;1130.00
2025-05-08 13:23:44;79380.00
2025-05-08 13:23:43;77630.00
2025-05-08 13:23:42;83630.00
2025-05-08 13:23:41;93880.00
2025-05-08 13:23:40;55880.00
2025-05-08 13:23:39;29630.00
2025-05-08 13:23:38;12880.00
2025-05-08 13:23:37;84380.00
2025-05-08 13:23:36;41880.00
2025-05-08 13:23:35;91630.00
2025-05-08 13:23:34;89380.00
2025-05-08 13:23:33;87130.00
2025-05-08 13:23:32;70380.00
2025-05-08 13:23:31;68130.00
2025-05-08 13:23:30;31880.00
2025-05-08 13:23:29;25130.00
2025-05-08 13:23:28;93880.00
2025-05-08 13:23:27;22380.00
2025-05-08 13:23:26;70380.00
2025-05-08 13:23:25;98880.00
2025-05-08 13:23:24;84380.00
2025-05-08 13:23:23;3880.00
2025-05-08 13:23:22;98880.00
2025-05-08 13:23:21;68130.00
2025-05-08 13:23:20;46380.00
2025-05-08 13:23:19;30130.00
2025-05-08 13:23:18;1630.00
2025-05-08 13:23:17;1630.00
2025-05-08 13:23:16;39630.00
2025-05-08 13:23:15;44630.00
2025-05-08 13:23:14;8880.00
2025-05-08 13:23:13;34630.00
2025-05-08 13:23:12;33380.00
2025-05-08 13:23:11;80880.00
2025-05-08 13:23:10;41130.00
2025-05-08 13:23:09;33380.00
2025-05-08 13:23:08;52380.00
2025-05-08 13:23:07;14380.00
2025-05-08 13:23:06;44630.00
2025-05-08 13:23:05;49630.00
2025-05-08 13:23:04;4380.00
2025-05-08 13:23:03;37880.00
2025-05-08 13:23:02;21130.00
2025-05-08 13:23:01;63630.00
2025-05-08 13:23:00;54630.00
2025-05-08 13:22:59;97130.00
2025-05-08 13:22:58;68630.00
2025-05-08 13:22:57;27880.00
2025-05-08 13:22:56;45130.00
2025-05-08 13:22:55;92630.00
2025-05-08 13:22:54;30630.00
2025-05-08 13:22:53;7130.00
2025-05-08 13:22:52;61880.00
2025-05-08 13:22:51;4380.00
2025-05-08 13:22:50;26130.00
2025-05-08 13:22:49;61380.00
2025-05-08 13:22:48;51880.00
2025-05-08 13:22:47;54630.00
2025-05-08 13:22:46;90380.00
2025-05-08 13:22:45;78630.00
2025-05-08 13:22:44;99880.00
2025-05-08 13:22:43;40130.00
2025-05-08 13:22:42;51880.00
2025-05-08 13:22:41;73630.00
2025-05-08 13:22:40;3130.00
2025-05-08 13:22:39;99130.00
2025-05-08 13:22:38;54630.00
2025-05-08 13:22:37;59630.00
2025-05-08 13:22:36;21630.00
2025-05-08 13:22:35;57380.00
2025-05-08 13:22:34;33380.00
2025-05-08 13:22:33;76380.00
2025-05-08 13:22:32;21130.00
2025-05-08 13:22:31;12130.00
2025-05-08 13:22:30;5880.00
2025-05-08 13:22:29;92630.00
2025-05-08 13:22:28;4880.00
2025-05-08 13:22:27;42880.00
2025-05-08 13:22:26;42880.00
2025-05-08 13:22:25;4880.00
2025-05-08 13:22:24;7130.00
2025-05-08 13:22:23;19380.00
2025-05-08 13:22:22;43380.00
2025-05-08 13:22:21;2630.00
2025-05-08 13:22:20;61880.00
2025-05-08 13:22:19;23880.00
2025-05-08 13:22:18;380.00
2025-05-08 13:22:17;36630.00
2025-05-08 13:22:16;24880.00
2025-05-08 13:22:15;63380.00
2025-05-08 13:22:14;380.00
2025-05-08 13:22:13;31630.00
2025-05-08 13:22:12;29380.00
2025-05-08 13:22:11;29380.00
2025-05-08 13:22:10;50630.00
2025-05-08 13:22:09;14880.00
2025-05-08 13:22:08;71130.00
2025-05-08 13:22:07;82380.00
2025-05-08 13:22:06;62880.00
2025-05-08 13:22:05;5380.00
2025-05-08 13:22:04;55130.00
2025-05-08 13:22:03;14880.00
2025-05-08 13:22:02;98130.00
2025-05-08 13:22:01;79630.00
2025-05-08 13:22:00;55630.00
2025-05-08 13:21:59;22130.00
2025-05-08 13:21:58;24380.00
2025-05-08 13:21:57;43380.00
2025-05-08 13:21:56;12630.00
2025-05-08 13:21:55;81380.00
2025-05-08 13:21:54;17630.00
2025-05-08 13:21:53;3130.00
2025-05-08 13:21:52;76880.00
2025-05-08 13:21:51;72380.00
2025-05-08 13:21:50;91380.00
2025-05-08 13:21:49;15380.00
2025-05-08 13:21:48;39380.00
2025-05-08 13:21:47;12630.00
2025-05-08 13:21:46;880.00
2025-05-08 13:21:45;46130.00
2025-05-08 13:21:44;41130.00
2025-05-08 13:21:43;65130.00
2025-05-08 13:21:42;74630.00
2025-05-08 13:21:41;84130.00
2025-05-08 13:21:40;12630.00
2025-05-08 13:21:39;32130.00
2025-05-08 13:21:38;70130.00
2025-05-08 13:21:37;9630.00
2025-05-08 13:21:36;92880.00
2025-05-08 13:21:35;86880.00
2025-05-08 13:21:34;1380.00
2025-05-08 13:21:33;46630.00
2025-05-08 13:21:32;27630.00
2025-05-08 13:21:31;81880.00
2025-05-08 13:21:30;29880.00
2025-05-08 13:21:29;72880.00
2025-05-08 13:21:28;84630.00
2025-05-08 13:21:27;6380.00
2025-05-08 13:21:26;70630.00
2025-05-08 13:21:25;21380.00
2025-05-08 13:21:24;76130.00
2025-05-08 13:21:23;33130.00
2025-05-08 13:21:22;29880.00
2025-05-08 13:21:21;18130.00
2025-05-08 13:21:20;60630.00
2025-05-08 13:21:19;37130.00
2025-05-08 13:21:18;77880.00
2025-05-08 13:21:17;13630.00
2025-05-08 13:21:16;39880.00
2025-05-08 13:21:15;94630.00
2025-05-08 13:21:14;34880.00
2025-05-08 13:21:13;29880.00
2025-05-08 13:21:12;44880.00
2025-05-08 13:21:11;63880.00
2025-05-08 13:21:10;94630.00
2025-05-08 13:21:09;15880.00
2025-05-08 13:21:08;35380.00
2025-05-08 13:21:07;85130.00
2025-05-08 13:21:06;34880.00
2025-05-08 13:21:05;26880.00
2025-05-08 13:21:04;88880.00
2025-05-08 13:21:03;68380.00
2025-05-08 13:21:02;9130.00
2025-05-08 13:21:01;78380.00
2025-05-08 13:21:00;20880.00
2025-05-08 13:20:59;49380.00
2025-05-08 13:20:58;20880.00
2025-05-08 13:20:57;99630.00
2025-05-08 13:20:56;90130.00
2025-05-08 13:20:55;33130.00
2025-05-08 13:20:54;1880.00
2025-05-08 13:20:53;90130.00
2025-05-08 13:20:52;23630.00
2025-05-08 13:20:51;44880.00
2025-05-08 13:20:50;92380.00
2025-05-08 13:20:49;23630.00
2025-05-08 13:20:48;23630.00
2025-05-08 13:20:47;14130.00
2025-05-08 13:20:46;52130.00
2025-05-08 13:20:45;76130.00
2025-05-08 13:20:44;83380.00
2025-05-08 13:20:43;16380.00
2025-05-08 13:20:42;33130.00
2025-05-08 13:20:41;42630.00
2025-05-08 13:20:40;64380.00
2025-05-08 13:20:39;130.00
2025-05-08 13:20:38;54380.00
2025-05-08 13:20:37;21380.00
2025-05-08 13:20:36;66630.00
2025-05-08 13:20:35;14130.00
2025-05-08 13:20:34;54630.00
2025-05-08 13:20:33;12630.00
2025-05-08 13:20:32;60880.00
2025-05-08 13:20:31;46880.00
2025-05-08 13:20:30;33630.00
2025-05-08 13:20:29;14630.00
2025-05-08 13:20:28;78880.00
2025-05-08 13:20:27;5130.00
2025-05-08 13:20:26;62130.00
2025-05-08 13:20:25;62130.00
2025-05-08 13:20:24;43130.00
2025-05-08 13:20:23;50380.00
2025-05-08 13:20:22;12380.00
2025-05-08 13:20:21;54880.00
2025-05-08 13:20:20;57130.00
2025-05-08 13:20:19;83380.00
2025-05-08 13:20:18;31380.00
2025-05-08 13:20:17;86130.00
2025-05-08 13:20:16;31380.00
2025-05-08 13:20:15;76630.00
2025-05-08 13:20:14;45880.00
2025-05-08 13:20:13;88380.00
2025-05-08 13:20:12;62130.00
2025-05-08 13:20:11;55380.00
2025-05-08 13:20:10;630.00
2025-05-08 13:20:09;29130.00
2025-05-08 13:20:08;95630.00
2025-05-08 13:20:07;45880.00
2025-05-08 13:20:06;40880.00
2025-05-08 13:20:05;26880.00
2025-05-08 13:20:04;81630.00
2025-05-08 13:20:03;34130.00
2025-05-08 13:20:02;6130.00
2025-05-08 13:20:01;80880.00
2025-05-08 13:20:00;81630.00
2025-05-08 13:19:59;72130.00
2025-05-08 13:19:58;62630.00
2025-05-08 13:19:57;31880.00
2025-05-08 13:19:56;12880.00
2025-05-08 13:19:55;86630.00
2025-05-08 13:19:54;24630.00
2025-05-08 13:19:53;67630.00
2025-05-08 13:19:52;19630.00
2025-05-08 13:19:51;26880.00
2025-05-08 13:19:50;88880.00
2025-05-08 13:19:49;17880.00
2025-05-08 13:19:48;8380.00
2025-05-08 13:19:47;41380.00
2025-05-08 13:19:46;1130.00
2025-05-08 13:19:45;74880.00
2025-05-08 13:19:44;17880.00
2025-05-08 13:19:43;98880.00
2025-05-08 13:19:42;75880.00
2025-05-08 13:19:41;6630.00
2025-05-08 13:19:40;44630.00
2025-05-08 13:19:39;6630.00
2025-05-08 13:19:38;46380.00
2025-05-08 13:19:37;39630.00
2025-05-08 13:19:36;39630.00
2025-05-08 13:19:35;34630.00
2025-05-08 13:19:34;55880.00
2025-05-08 13:19:33;22880.00
2025-05-08 13:19:32;51380.00
2025-05-08 13:19:31;9380.00
2025-05-08 13:19:30;71380.00
2025-05-08 13:19:29;27880.00
2025-05-08 13:19:28;3880.00
2025-05-08 13:19:27;37380.00
2025-05-08 13:19:26;1630.00
2025-05-08 13:19:25;82630.00
2025-05-08 13:19:24;36880.00
2025-05-08 13:19:23;53630.00
2025-05-08 13:19:22;87130.00
2025-05-08 13:19:21;80380.00
2025-05-08 13:19:20;91630.00
2025-05-08 13:19:19;65880.00
2025-05-08 13:19:18;89880.00
2025-05-08 13:19:17;13380.00
2025-05-08 13:19:16;15630.00
2025-05-08 13:19:15;89880.00
2025-05-08 13:19:14;80380.00
2025-05-08 13:19:13;3880.00
2025-05-08 13:19:12;18380.00
2025-05-08 13:19:11;56380.00
2025-05-08 13:19:10;87130.00
2025-05-08 13:19:09;61380.00
2025-05-08 13:19:08;66380.00
2025-05-08 13:19:07;54130.00
2025-05-08 13:19:06;54130.00
2025-05-08 13:19:05;46880.00
2025-05-08 13:19:04;65880.00
2025-05-08 13:19:03;89880.00
2025-05-08 13:19:02;78630.00
2025-05-08 13:19:01;37380.00
2025-05-08 13:19:00;21130.00
2025-05-08 13:18:59;28880.00
2025-05-08 13:18:58;51130.00
2025-05-08 13:18:57;32880.00
2025-05-08 13:18:56;64130.00
2025-05-08 13:18:55;59130.00
2025-05-08 13:18:54;28380.00
2025-05-08 13:18:53;61880.00
2025-05-08 13:18:52;47380.00
2025-05-08 13:18:51;8880.00
2025-05-08 13:18:50;9880.00
2025-05-08 13:18:49;21630.00
2025-05-08 13:18:48;47880.00
2025-05-08 13:18:47;7630.00
2025-05-08 13:18:46;76380.00
2025-05-08 13:18:45;16630.00
2025-05-08 13:18:44;97630.00
2025-05-08 13:18:43;56880.00
2025-05-08 13:18:42;21630.00
2025-05-08 13:18:41;59630.00
2025-05-08 13:18:40;99880.00
2025-05-08 13:18:39;73630.00
2025-05-08 13:18:38;13880.00
2025-05-08 13:18:37;2630.00
2025-05-08 13:18:36;69130.00
2025-05-08 13:18:35;47880.00
2025-05-08 13:18:34;61880.00
2025-05-08 13:18:33;52380.00
2025-05-08 13:18:32;19380.00
2025-05-08 13:18:31;69130.00
2025-05-08 13:18:30;28880.00
2025-05-08 13:18:29;55130.00
2025-05-08 13:18:28;72880.00
2025-05-08 13:18:27;85130.00
2025-05-08 13:18:26;93130.00
2025-05-08 13:18:25;76380.00
2025-05-08 13:18:24;81380.00
2025-05-08 13:18:23;99880.00
2025-05-08 13:18:22;26630.00
2025-05-08 13:18:21;93630.00
2025-05-08 13:18:20;40630.00
2025-05-08 13:18:19;23880.00
2025-05-08 13:18:18;90880.00
2025-05-08 13:18:17;55130.00
2025-05-08 13:18:16;74130.00
2025-05-08 13:18:15;4880.00
2025-05-08 13:18:14;50130.00
2025-05-08 13:18:13;52880.00
2025-05-08 13:18:12;76880.00
2025-05-08 13:18:11;50630.00
2025-05-08 13:18:10;3130.00
2025-05-08 13:18:09;95880.00
2025-05-08 13:18:08;57380.00
2025-05-08 13:18:07;55630.00
2025-05-08 13:18:06;62380.00
2025-05-08 13:18:05;86380.00
2025-05-08 13:18:04;19880.00
2025-05-08 13:18:03;93630.00
2025-05-08 13:18:02;91380.00
2025-05-08 13:18:01;12630.00
2025-05-08 13:18:00;74630.00
2025-05-08 13:17:59;81880.00
2025-05-08 13:17:58;20380.00
2025-05-08 13:17:57;58380.00
2025-05-08 13:17:56;28630.00
2025-05-08 13:17:55;24130.00
2025-05-08 13:17:54;41630.00
2025-05-08 13:17:53;880.00
2025-05-08 13:17:52;27130.00
2025-05-08 13:17:51;19880.00
2025-05-08 13:17:50;65130.00
2025-05-08 13:17:49;77380.00
2025-05-08 13:17:48;34380.00
2025-05-08 13:17:47;75130.00
2025-05-08 13:17:46;3630.00
2025-05-08 13:17:45;70130.00
2025-05-08 13:17:44;15380.00
2025-05-08 13:17:43;94130.00
2025-05-08 13:17:42;5880.00
2025-05-08 13:17:41;94130.00
2025-05-08 13:17:40;8130.00
2025-05-08 13:17:39;70130.00
2025-05-08 13:17:38;20380.00
2025-05-08 13:17:37;98630.00
2025-05-08 13:17:36;65130.00
2025-05-08 13:17:35;82380.00
2025-05-08 13:17:34;5880.00
2025-05-08 13:17:33;94130.00
2025-05-08 13:17:32;75130.00
2025-05-08 13:17:31;68380.00
2025-05-08 13:17:30;37130.00
2025-05-08 13:17:29;89630.00
2025-05-08 13:17:28;91880.00
2025-05-08 13:17:27;32130.00
2025-05-08 13:17:26;56130.00
2025-05-08 13:17:25;61130.00
2025-05-08 13:17:24;57630.00
2025-05-08 13:17:23;85630.00
2025-05-08 13:17:22;68380.00
2025-05-08 13:17:21;58880.00
2025-05-08 13:17:20;77880.00
2025-05-08 13:17:19;18130.00
2025-05-08 13:17:18;56130.00
2025-05-08 13:17:17;15880.00
2025-05-08 13:17:16;87380.00
2025-05-08 13:17:15;13630.00
2025-05-08 13:17:14;63380.00
2025-05-08 13:17:13;11380.00
2025-05-08 13:17:12;20880.00
2025-05-08 13:17:11;32630.00
2025-05-08 13:17:10;47130.00
2025-05-08 13:17:09;11380.00
2025-05-08 13:17:08;18630.00
2025-05-08 13:17:07;30380.00
2025-05-08 13:17:06;31380.00
2025-05-08 13:17:05;81130.00
2025-05-08 13:17:04;7380.00
2025-05-08 13:17:03;35380.00
2025-05-08 13:17:02;82880.00
2025-05-08 13:17:01;78380.00
2025-05-08 13:17:00;71130.00
2025-05-08 13:16:59;87880.00
2025-05-08 13:16:58;30880.00
2025-05-08 13:16:57;35380.00
2025-05-08 13:16:56;63880.00
2025-05-08 13:16:55;61630.00
2025-05-08 13:16:54;42630.00
2025-05-08 13:16:53;38630.00
2025-05-08 13:16:52;67630.00
2025-05-08 13:16:51;64380.00
2025-05-08 13:16:50;28130.00
2025-05-08 13:16:49;49880.00
2025-05-08 13:16:48;16880.00
2025-05-08 13:16:47;52130.00
2025-05-08 13:16:46;37630.00
2025-05-08 13:16:45;6880.00
2025-05-08 13:16:44;73880.00
2025-05-08 13:16:43;30880.00
2025-05-08 13:16:42;57130.00
2025-05-08 13:16:41;47630.00
2025-05-08 13:16:40;42630.00
2025-05-08 13:16:39;19130.00
2025-05-08 13:16:38;4630.00
2025-05-08 13:16:37;40380.00
2025-05-08 13:16:36;73880.00
2025-05-08 13:16:35;38630.00
2025-05-08 13:16:34;97380.00
2025-05-08 13:16:33;54880.00
2025-05-08 13:16:32;52630.00
2025-05-08 13:16:31;62130.00
2025-05-08 13:16:30;38130.00
2025-05-08 13:16:29;47630.00
2025-05-08 13:16:28;66630.00
2025-05-08 13:16:27;14130.00
2025-05-08 13:16:26;62130.00
2025-05-08 13:16:25;9630.00
2025-05-08 13:16:24;2380.00
2025-05-08 13:16:23;81130.00
2025-05-08 13:16:22;73880.00
2025-05-08 13:16:21;82630.00
2025-05-08 13:16:20;58130.00
2025-05-08 13:16:19;90630.00
2025-05-08 13:16:18;12380.00
2025-05-08 13:16:17;62630.00
2025-05-08 13:16:16;72130.00
2025-05-08 13:16:15;64880.00
2025-05-08 13:16:14;17880.00
2025-05-08 13:16:13;96630.00
2025-05-08 13:16:12;36880.00
2025-05-08 13:16:11;5630.00
2025-05-08 13:16:10;74380.00
2025-05-08 13:16:09;43630.00
2025-05-08 13:16:08;55380.00
2025-05-08 13:16:07;36380.00
2025-05-08 13:16:06;64880.00
2025-05-08 13:16:05;38630.00
2025-05-08 13:16:04;93380.00
2025-05-08 13:16:03;67630.00
2025-05-08 13:16:02;5630.00
2025-05-08 13:16:01;77130.00
2025-05-08 13:16:00;22380.00
2025-05-08 13:15:59;74380.00
2025-05-08 13:15:58;98380.00
2025-05-08 13:15:57;53130.00
2025-05-08 13:15:56;69880.00
2025-05-08 13:15:55;64880.00
2025-05-08 13:15:54;82130.00
2025-05-08 13:15:53;77130.00
2025-05-08 13:15:52;77130.00
2025-05-08 13:15:51;5630.00
2025-05-08 13:15:50;97130.00
2025-05-08 13:15:49;85380.00
2025-05-08 13:15:48;72630.00
2025-05-08 13:15:47;31880.00
2025-05-08 13:15:46;46380.00
2025-05-08 13:15:45;65380.00
2025-05-08 13:15:44;91630.00
2025-05-08 13:15:43;67630.00
2025-05-08 13:15:42;17880.00
2025-05-08 13:15:41;82130.00
2025-05-08 13:15:40;74880.00
2025-05-08 13:15:39;8380.00
2025-05-08 13:15:38;44130.00
2025-05-08 13:15:37;84880.00
2025-05-08 13:15:36;20130.00
2025-05-08 13:15:35;94380.00
2025-05-08 13:15:34;96130.00
2025-05-08 13:15:33;22380.00
2025-05-08 13:15:32;32380.00
2025-05-08 13:15:31;96130.00
2025-05-08 13:15:30;70380.00
2025-05-08 13:15:29;87130.00
2025-05-08 13:15:28;15630.00
2025-05-08 13:15:27;94380.00
2025-05-08 13:15:26;20130.00
2025-05-08 13:15:25;63130.00
2025-05-08 13:15:24;22880.00
2025-05-08 13:15:23;84380.00
2025-05-08 13:15:22;92630.00
2025-05-08 13:15:21;6630.00
2025-05-08 13:15:20;25630.00
2025-05-08 13:15:19;20630.00
2025-05-08 13:15:18;84130.00
2025-05-08 13:15:17;76880.00
2025-05-08 13:15:16;42380.00
2025-05-08 13:15:15;49630.00
2025-05-08 13:15:14;13380.00
2025-05-08 13:15:13;99380.00
2025-05-08 13:15:12;42380.00
2025-05-08 13:15:11;49630.00
2025-05-08 13:15:10;42380.00
2025-05-08 13:15:09;75880.00
2025-05-08 13:15:08;75380.00
2025-05-08 13:15:07;16130.00
2025-05-08 13:15:06;20630.00
2025-05-08 13:15:05;70880.00
2025-05-08 13:15:04;4380.00
2025-05-08 13:15:03;92630.00
2025-05-08 13:15:02;63630.00
2025-05-08 13:15:01;54130.00
2025-05-08 13:15:00;97130.00
2025-05-08 13:14:59;94880.00
2025-05-08 13:14:58;82630.00
2025-05-08 13:14:57;97130.00
2025-05-08 13:14:56;44630.00
2025-05-08 13:14:55;35630.00
