Fecha y Hora;LIT-3039 - Nivel reactor R-303
2025-05-08 13:25:00;-60.33
2025-05-08 13:24:59;-50.83
2025-05-08 13:24:58;-58.08
2025-05-08 13:24:57;-5.58
2025-05-08 13:24:56;-84.33
2025-05-08 13:24:55;-43.08
2025-05-08 13:24:54;-6.83
2025-05-08 13:24:53;-78.83
2025-05-08 13:24:52;-23.58
2025-05-08 13:24:51;-7.33
2025-05-08 13:24:50;-92.33
2025-05-08 13:24:49;-10.08
2025-05-08 13:24:48;-25.83
2025-05-08 13:24:47;-61.08
2025-05-08 13:24:46;-59.33
2025-05-08 13:24:45;-46.58
2025-05-08 13:24:44;-93.33
2025-05-08 13:24:43;-55.33
2025-05-08 13:24:42;-14.58
2025-05-08 13:24:41;-55.33
2025-05-08 13:24:40;-34.08
2025-05-08 13:24:39;-26.83
2025-05-08 13:24:38;-69.33
2025-05-08 13:24:37;-36.33
2025-05-08 13:24:36;-15.08
2025-05-08 13:24:35;-38.58
2025-05-08 13:24:34;-45.83
2025-05-08 13:24:33;-86.08
2025-05-08 13:24:32;-67.08
2025-05-08 13:24:31;-74.33
2025-05-08 13:24:30;-21.83
2025-05-08 13:24:29;-59.83
2025-05-08 13:24:28;-31.33
2025-05-08 13:24:27;-57.08
2025-05-08 13:24:26;-59.83
2025-05-08 13:24:25;-64.33
2025-05-08 13:24:24;-69.33
2025-05-08 13:24:23;-73.83
2025-05-08 13:24:22;-81.08
2025-05-08 13:24:21;-38.08
2025-05-08 13:24:20;-71.08
2025-05-08 13:24:19;-78.83
2025-05-08 13:24:18;-38.08
2025-05-08 13:24:17;-21.33
2025-05-08 13:24:16;-41.08
2025-05-08 13:24:15;-67.33
2025-05-08 13:24:14;-62.83
2025-05-08 13:24:13;-0.08
2025-05-08 13:24:12;-42.58
2025-05-08 13:24:11;-38.08
2025-05-08 13:24:10;-97.33
2025-05-08 13:24:09;-73.83
2025-05-08 13:24:08;-9.58
2025-05-08 13:24:07;-92.83
2025-05-08 13:24:06;-59.33
2025-05-08 13:24:05;-97.33
2025-05-08 13:24:04;-52.08
2025-05-08 13:24:03;-51.58
2025-05-08 13:24:02;-96.83
2025-05-08 13:24:01;-72.83
2025-05-08 13:24:00;-65.08
2025-05-08 13:23:59;-61.08
2025-05-08 13:23:58;-25.83
2025-05-08 13:23:57;-66.58
2025-05-08 13:23:56;-78.33
2025-05-08 13:23:55;-33.08
2025-05-08 13:23:54;-95.08
2025-05-08 13:23:53;-42.58
2025-05-08 13:23:52;-81.33
2025-05-08 13:23:51;-20.83
2025-05-08 13:23:50;-63.83
2025-05-08 13:23:49;-11.33
2025-05-08 13:23:48;-39.83
2025-05-08 13:23:47;-39.83
2025-05-08 13:23:46;-73.33
2025-05-08 13:23:45;-71.08
2025-05-08 13:23:44;-35.58
2025-05-08 13:23:43;-99.08
2025-05-08 13:23:42;-28.83
2025-05-08 13:23:41;-6.33
2025-05-08 13:23:40;-18.08
2025-05-08 13:23:39;-35.33
2025-05-08 13:23:38;-25.83
2025-05-08 13:23:37;-25.33
2025-05-08 13:23:36;-32.58
2025-05-08 13:23:35;-87.33
2025-05-08 13:23:34;-49.33
2025-05-08 13:23:33;-87.33
2025-05-08 13:23:32;-66.08
2025-05-08 13:23:31;-39.33
2025-05-08 13:23:30;-66.08
2025-05-08 13:23:29;-77.83
2025-05-08 13:23:28;-68.33
2025-05-08 13:23:27;-87.33
2025-05-08 13:23:26;-56.08
2025-05-08 13:23:25;-22.58
2025-05-08 13:23:24;-25.33
2025-05-08 13:23:23;-8.58
2025-05-08 13:23:22;-63.33
2025-05-08 13:23:21;-44.33
2025-05-08 13:23:20;-80.58
2025-05-08 13:23:19;-63.33
2025-05-08 13:23:18;-29.83
2025-05-08 13:23:17;-72.83
2025-05-08 13:23:16;-82.33
2025-05-08 13:23:15;-3.58
2025-05-08 13:23:14;-13.08
2025-05-08 13:23:13;-16.58
2025-05-08 13:23:12;-50.08
2025-05-08 13:23:11;-57.33
2025-05-08 13:23:10;32.42
2025-05-08 13:23:09;-69.58
2025-05-08 13:23:08;-55.08
2025-05-08 13:23:07;-31.08
2025-05-08 13:23:06;-84.08
2025-05-08 13:23:05;-46.08
2025-05-08 13:23:04;-8.08
2025-05-08 13:23:03;-74.58
2025-05-08 13:23:02;-98.58
2025-05-08 13:23:01;-19.83
2025-05-08 13:23:00;-38.83
2025-05-08 13:22:59;-81.83
2025-05-08 13:22:58;-81.83
2025-05-08 13:22:57;-36.58
2025-05-08 13:22:56;-55.58
2025-05-08 13:22:55;-36.58
2025-05-08 13:22:54;-46.08
2025-05-08 13:22:53;-50.58
2025-05-08 13:22:52;-74.58
2025-05-08 13:22:51;-50.58
2025-05-08 13:22:50;-22.08
2025-05-08 13:22:49;-81.83
2025-05-08 13:22:48;-65.08
2025-05-08 13:22:47;-14.83
2025-05-08 13:22:46;-65.08
2025-05-08 13:22:45;-90.83
2025-05-08 13:22:44;-84.08
2025-05-08 13:22:43;-22.08
2025-05-08 13:22:42;-65.08
2025-05-08 13:22:41;15.17
2025-05-08 13:22:40;-64.08
2025-05-08 13:22:39;86.67
2025-05-08 13:22:38;-88.58
2025-05-08 13:22:37;-23.83
2025-05-08 13:22:36;-62.33
2025-05-08 13:22:35;-52.83
2025-05-08 13:22:34;-12.08
2025-05-08 13:22:33;-55.08
2025-05-08 13:22:32;-29.33
2025-05-08 13:22:31;-0.33
2025-05-08 13:22:30;-78.08
2025-05-08 13:22:29;-36.08
2025-05-08 13:22:28;-19.33
2025-05-08 13:22:27;-66.83
2025-05-08 13:22:26;-23.83
2025-05-08 13:22:25;-57.33
2025-05-08 13:22:24;-64.58
2025-05-08 13:22:23;-90.83
2025-05-08 13:22:22;-50.08
2025-05-08 13:22:21;-17.08
2025-05-08 13:22:20;-17.08
2025-05-08 13:22:19;-85.33
2025-05-08 13:22:18;-94.83
2025-05-08 13:22:17;-35.08
2025-05-08 13:22:16;53.17
2025-05-08 13:22:15;6.17
2025-05-08 13:22:14;-56.83
2025-05-08 13:22:13;-78.58
2025-05-08 13:22:12;91.17
2025-05-08 13:22:11;-75.83
2025-05-08 13:22:10;89.42
2025-05-08 13:22:09;32.42
2025-05-08 13:22:08;94.42
2025-05-08 13:22:07;77.17
2025-05-08 13:22:06;-47.33
2025-05-08 13:22:05;-78.58
2025-05-08 13:22:04;-73.58
2025-05-08 13:22:03;-42.83
2025-05-08 13:22:02;-26.08
2025-05-08 13:22:01;-23.33
2025-05-08 13:22:00;-32.83
2025-05-08 13:21:59;-87.58
2025-05-08 13:21:58;-89.83
2025-05-08 13:21:57;-9.33
2025-05-08 13:21:56;-18.83
2025-05-08 13:21:55;-28.33
2025-05-08 13:21:54;-28.33
2025-05-08 13:21:53;-87.58
2025-05-08 13:21:52;-50.08
2025-05-08 13:21:51;62.67
2025-05-08 13:21:50;-92.58
2025-05-08 13:21:49;-11.58
2025-05-08 13:21:48;-89.83
2025-05-08 13:21:47;-6.58
2025-05-08 13:21:46;-64.08
2025-05-08 13:21:45;-99.83
2025-05-08 13:21:44;-87.58
2025-05-08 13:21:43;0.67
2025-05-08 13:21:42;36.42
2025-05-08 13:21:41;-78.08
2025-05-08 13:21:40;-78.08
2025-05-08 13:21:39;62.67
2025-05-08 13:21:38;61.42
2025-05-08 13:21:37;32.92
2025-05-08 13:21:36;63.67
2025-05-08 13:21:35;-68.58
2025-05-08 13:21:34;55.92
2025-05-08 13:21:33;77.17
2025-05-08 13:21:32;12.92
2025-05-08 13:21:31;-25.58
2025-05-08 13:21:30;69.92
2025-05-08 13:21:29;20.17
2025-05-08 13:21:28;70.92
2025-05-08 13:21:27;21.17
2025-05-08 13:21:26;42.92
2025-05-08 13:21:25;78.17
2025-05-08 13:21:24;99.42
2025-05-08 13:21:23;97.17
2025-05-08 13:21:22;39.17
2025-05-08 13:21:21;36.92
2025-05-08 13:21:20;-4.33
2025-05-08 13:21:19;55.92
2025-05-08 13:21:18;10.67
2025-05-08 13:21:17;53.67
2025-05-08 13:21:16;41.92
2025-05-08 13:21:15;3.92
2025-05-08 13:21:14;94.42
2025-05-08 13:21:13;10.67
2025-05-08 13:21:12;77.67
2025-05-08 13:21:11;51.42
2025-05-08 13:21:10;55.92
2025-05-08 13:21:09;98.92
2025-05-08 13:21:08;97.17
2025-05-08 13:21:07;71.92
2025-05-08 13:21:06;47.42
2025-05-08 13:21:05;81.42
2025-05-08 13:21:04;47.92
2025-05-08 13:21:03;79.92
2025-05-08 13:21:02;78.17
2025-05-08 13:21:01;92.17
2025-05-08 13:21:00;30.17
2025-05-08 13:20:59;48.67
2025-05-08 13:20:58;49.17
2025-05-08 13:20:57;1.67
2025-05-08 13:20:56;70.42
2025-05-08 13:20:55;35.17
2025-05-08 13:20:54;35.17
2025-05-08 13:20:53;56.92
2025-05-08 13:20:52;21.17
2025-05-08 13:20:51;41.92
2025-05-08 13:20:50;94.42
2025-05-08 13:20:49;82.67
2025-05-08 13:20:48;65.92
2025-05-08 13:20:47;27.92
2025-05-08 13:20:46;94.92
2025-05-08 13:20:45;80.42
2025-05-08 13:20:44;13.92
2025-05-08 13:20:43;54.17
2025-05-08 13:20:42;4.42
2025-05-08 13:20:41;40.17
2025-05-08 13:20:40;4.42
2025-05-08 13:20:39;61.42
2025-05-08 13:20:38;6.67
2025-05-08 13:20:37;18.42
2025-05-08 13:20:36;72.42
2025-05-08 13:20:35;73.92
2025-05-08 13:20:34;14.17
2025-05-08 13:20:33;64.42
2025-05-08 13:20:32;29.42
2025-05-08 13:20:31;96.42
2025-05-08 13:20:30;37.92
2025-05-08 13:20:29;23.92
2025-05-08 13:20:28;80.92
2025-05-08 13:20:27;64.17
2025-05-08 13:20:26;30.67
2025-05-08 13:20:25;35.67
2025-05-08 13:20:24;35.67
2025-05-08 13:20:23;80.92
2025-05-08 13:20:22;14.42
2025-05-08 13:20:21;61.92
2025-05-08 13:20:20;11.67
2025-05-08 13:20:19;37.92
2025-05-08 13:20:18;28.92
2025-05-08 13:20:17;74.17
2025-05-08 13:20:16;90.42
2025-05-08 13:20:15;18.92
2025-05-08 13:20:14;88.17
2025-05-08 13:20:13;88.17
2025-05-08 13:20:12;90.42
2025-05-08 13:20:11;42.92
2025-05-08 13:20:10;76.42
2025-05-08 13:20:09;37.92
2025-05-08 13:20:08;93.17
2025-05-08 13:20:07;19.42
2025-05-08 13:20:06;69.17
2025-05-08 13:20:05;97.67
2025-05-08 13:20:04;96.42
2025-05-08 13:20:03;11.42
2025-05-08 13:20:02;98.67
2025-05-08 13:20:01;35.42
2025-05-08 13:20:00;33.92
2025-05-08 13:19:59;33.92
2025-05-08 13:19:58;0.42
2025-05-08 13:19:57;74.67
2025-05-08 13:19:56;52.92
2025-05-08 13:19:55;0.42
2025-05-08 13:19:54;0.42
2025-05-08 13:19:53;45.67
2025-05-08 13:19:52;66.92
2025-05-08 13:19:51;88.67
2025-05-08 13:19:50;26.67
2025-05-08 13:19:49;84.17
2025-05-08 13:19:48;74.67
2025-05-08 13:19:47;95.92
2025-05-08 13:19:46;88.67
2025-05-08 13:19:45;7.67
2025-05-08 13:19:44;13.67
2025-05-08 13:19:43;27.67
2025-05-08 13:19:42;90.17
2025-05-08 13:19:41;61.17
2025-05-08 13:19:40;51.17
2025-05-08 13:19:39;20.42
2025-05-08 13:19:38;98.17
2025-05-08 13:19:37;10.42
2025-05-08 13:19:36;96.42
2025-05-08 13:19:35;5.42
2025-05-08 13:19:34;27.17
2025-05-08 13:19:33;57.92
2025-05-08 13:19:32;11.92
2025-05-08 13:19:31;52.17
2025-05-08 13:19:30;42.67
2025-05-08 13:19:29;22.67
2025-05-08 13:19:28;29.42
2025-05-08 13:19:27;84.67
2025-05-08 13:19:26;29.92
2025-05-08 13:19:25;41.67
2025-05-08 13:19:24;79.67
2025-05-08 13:19:23;14.92
2025-05-08 13:19:22;93.67
2025-05-08 13:19:21;58.42
2025-05-08 13:19:20;8.17
2025-05-08 13:19:19;72.42
2025-05-08 13:19:18;56.17
2025-05-08 13:19:17;41.67
2025-05-08 13:19:16;98.67
2025-05-08 13:19:15;29.92
2025-05-08 13:19:14;53.92
2025-05-08 13:19:13;75.17
2025-05-08 13:19:12;79.67
2025-05-08 13:19:11;82.42
2025-05-08 13:19:10;65.67
2025-05-08 13:19:09;48.92
2025-05-08 13:19:08;61.17
2025-05-08 13:19:07;46.67
2025-05-08 13:19:06;75.17
2025-05-08 13:19:05;70.17
2025-05-08 13:19:04;48.92
2025-05-08 13:19:03;53.42
2025-05-08 13:19:02;11.42
2025-05-08 13:19:01;11.92
2025-05-08 13:19:00;58.17
2025-05-08 13:18:59;90.67
2025-05-08 13:18:58;60.42
2025-05-08 13:18:57;65.67
2025-05-08 13:18:56;89.67
2025-05-08 13:18:55;32.67
2025-05-08 13:18:54;70.67
2025-05-08 13:18:53;77.92
2025-05-08 13:18:52;71.67
2025-05-08 13:18:51;78.42
2025-05-08 13:18:50;9.67
2025-05-08 13:18:49;95.17
2025-05-08 13:18:48;73.42
2025-05-08 13:18:47;71.67
2025-05-08 13:18:46;44.92
2025-05-08 13:18:45;32.67
2025-05-08 13:18:44;77.92
2025-05-08 13:18:43;47.17
2025-05-08 13:18:42;52.17
2025-05-08 13:18:41;63.92
2025-05-08 13:18:40;97.42
2025-05-08 13:18:39;75.67
2025-05-08 13:18:38;34.92
2025-05-08 13:18:37;16.42
2025-05-08 13:18:36;85.17
2025-05-08 13:18:35;6.92
2025-05-08 13:18:34;25.42
2025-05-08 13:18:33;25.92
2025-05-08 13:18:32;61.67
2025-05-08 13:18:31;11.42
2025-05-08 13:18:30;76.17
2025-05-08 13:18:29;65.42
2025-05-08 13:18:28;15.67
2025-05-08 13:18:27;44.17
2025-05-08 13:18:26;64.42
2025-05-08 13:18:25;99.67
2025-05-08 13:18:24;19.17
2025-05-08 13:18:23;63.92
2025-05-08 13:18:22;21.42
2025-05-08 13:18:21;90.67
2025-05-08 13:18:20;14.17
2025-05-08 13:18:19;25.92
2025-05-08 13:18:18;68.92
2025-05-08 13:18:17;59.42
2025-05-08 13:18:16;35.92
2025-05-08 13:18:15;11.92
2025-05-08 13:18:14;59.42
2025-05-08 13:18:13;45.42
2025-05-08 13:18:12;81.17
2025-05-08 13:18:11;28.67
2025-05-08 13:18:10;0.17
2025-05-08 13:18:09;71.67
2025-05-08 13:18:08;4.67
2025-05-08 13:18:07;0.67
2025-05-08 13:18:06;11.92
2025-05-08 13:18:05;2.42
2025-05-08 13:18:04;97.92
2025-05-08 13:18:03;35.92
2025-05-08 13:18:02;78.92
2025-05-08 13:18:01;38.17
2025-05-08 13:18:00;8.42
2025-05-08 13:17:59;46.42
2025-05-08 13:17:58;55.92
2025-05-08 13:17:57;69.17
2025-05-08 13:17:56;92.67
2025-05-08 13:17:55;40.17
2025-05-08 13:17:54;57.67
2025-05-08 13:17:53;57.67
2025-05-08 13:17:52;76.67
2025-05-08 13:17:51;48.17
2025-05-08 13:17:50;96.17
2025-05-08 13:17:49;72.17
2025-05-08 13:17:48;34.17
2025-05-08 13:17:47;86.67
2025-05-08 13:17:46;7.92
2025-05-08 13:17:45;67.17
2025-05-08 13:17:44;48.17
2025-05-08 13:17:43;7.92
2025-05-08 13:17:42;86.17
2025-05-08 13:17:41;81.67
2025-05-08 13:17:40;36.42
2025-05-08 13:17:39;72.17
2025-05-08 13:17:38;5.67
2025-05-08 13:17:37;86.67
2025-05-08 13:17:36;2.92
2025-05-08 13:17:35;34.17
2025-05-08 13:17:34;34.17
2025-05-08 13:17:33;89.42
2025-05-08 13:17:32;36.42
2025-05-08 13:17:31;8.42
2025-05-08 13:17:30;69.92
2025-05-08 13:17:29;22.42
2025-05-08 13:17:28;91.67
2025-05-08 13:17:27;31.92
2025-05-08 13:17:26;83.67
2025-05-08 13:17:25;49.67
2025-05-08 13:17:24;54.67
2025-05-08 13:17:23;2.17
2025-05-08 13:17:22;10.67
2025-05-08 13:17:21;72.67
2025-05-08 13:17:20;20.17
2025-05-08 13:17:19;91.67
2025-05-08 13:17:18;10.67
2025-05-08 13:17:17;13.42
2025-05-08 13:17:16;99.42
2025-05-08 13:17:15;91.67
2025-05-08 13:17:14;3.92
2025-05-08 13:17:13;44.67
2025-05-08 13:17:12;60.92
2025-05-08 13:17:11;39.17
2025-05-08 13:17:10;25.17
2025-05-08 13:17:09;82.17
2025-05-08 13:17:08;14.42
2025-05-08 13:17:07;80.92
2025-05-08 13:17:06;37.92
2025-05-08 13:17:05;83.67
2025-05-08 13:17:04;45.17
2025-05-08 13:17:03;13.42
2025-05-08 13:17:02;25.17
2025-05-08 13:17:01;30.17
2025-05-08 13:17:00;11.17
2025-05-08 13:16:59;63.67
2025-05-08 13:16:58;44.67
2025-05-08 13:16:57;82.67
2025-05-08 13:16:56;18.42
2025-05-08 13:16:55;68.17
2025-05-08 13:16:54;93.67
2025-05-08 13:16:53;52.92
2025-05-08 13:16:52;29.42
2025-05-08 13:16:51;49.67
2025-05-08 13:16:50;51.92
2025-05-08 13:16:49;83.17
2025-05-08 13:16:48;56.92
2025-05-08 13:16:47;32.42
2025-05-08 13:16:46;70.92
2025-05-08 13:16:45;30.67
2025-05-08 13:16:44;28.42
2025-05-08 13:16:43;61.42
2025-05-08 13:16:42;8.92
2025-05-08 13:16:41;73.17
2025-05-08 13:16:40;56.92
2025-05-08 13:16:39;87.67
2025-05-08 13:16:38;37.92
2025-05-08 13:16:37;32.92
2025-05-08 13:16:36;80.92
2025-05-08 13:16:35;99.92
2025-05-08 13:16:34;89.92
2025-05-08 13:16:33;47.42
2025-05-08 13:16:32;80.42
2025-05-08 13:16:31;23.42
2025-05-08 13:16:30;97.17
2025-05-08 13:16:29;35.17
2025-05-08 13:16:28;47.42
2025-05-08 13:16:27;59.17
2025-05-08 13:16:26;9.42
2025-05-08 13:16:25;28.42
2025-05-08 13:16:24;85.42
2025-05-08 13:16:23;29.92
2025-05-08 13:16:22;31.67
2025-05-08 13:16:21;91.92
2025-05-08 13:16:20;45.67
2025-05-08 13:16:19;78.67
2025-05-08 13:16:18;28.42
2025-05-08 13:16:17;69.17
2025-05-08 13:16:16;38.92
2025-05-08 13:16:15;79.67
2025-05-08 13:16:14;62.92
2025-05-08 13:16:13;25.42
2025-05-08 13:16:12;95.92
2025-05-08 13:16:11;45.67
2025-05-08 13:16:10;12.17
2025-05-08 13:16:09;40.67
2025-05-08 13:16:08;97.67
2025-05-08 13:16:07;33.42
2025-05-08 13:16:06;69.17
2025-05-08 13:16:05;85.92
2025-05-08 13:16:04;93.17
2025-05-08 13:16:03;17.17
2025-05-08 13:16:02;12.17
2025-05-08 13:16:01;79.17
2025-05-08 13:16:00;69.67
2025-05-08 13:15:59;71.42
2025-05-08 13:15:58;21.67
2025-05-08 13:15:57;79.17
2025-05-08 13:15:56;21.67
2025-05-08 13:15:55;41.17
2025-05-08 13:15:54;43.42
2025-05-08 13:15:53;88.67
2025-05-08 13:15:52;14.92
2025-05-08 13:15:51;27.67
2025-05-08 13:15:50;34.92
2025-05-08 13:15:49;58.92
2025-05-08 13:15:48;50.67
2025-05-08 13:15:47;93.67
2025-05-08 13:15:46;57.92
2025-05-08 13:15:45;3.17
2025-05-08 13:15:44;5.42
2025-05-08 13:15:43;91.42
2025-05-08 13:15:42;46.17
2025-05-08 13:15:41;24.42
2025-05-08 13:15:40;86.42
2025-05-08 13:15:39;17.67
2025-05-08 13:15:38;76.92
2025-05-08 13:15:37;60.67
2025-05-08 13:15:36;3.17
2025-05-08 13:15:35;19.92
2025-05-08 13:15:34;79.17
2025-05-08 13:15:33;14.92
2025-05-08 13:15:32;29.42
2025-05-08 13:15:31;60.17
2025-05-08 13:15:30;10.42
2025-05-08 13:15:29;29.42
2025-05-08 13:15:28;65.17
2025-05-08 13:15:27;53.42
2025-05-08 13:15:26;10.42
2025-05-08 13:15:25;65.17
2025-05-08 13:15:24;70.67
2025-05-08 13:15:23;68.42
2025-05-08 13:15:22;23.17
2025-05-08 13:15:21;56.67
2025-05-08 13:15:20;0.67
2025-05-08 13:15:19;49.42
2025-05-08 13:15:18;50.42
2025-05-08 13:15:17;40.92
2025-05-08 13:15:16;96.92
2025-05-08 13:15:15;1.42
2025-05-08 13:15:14;32.17
2025-05-08 13:15:13;41.67
2025-05-08 13:15:12;96.92
2025-05-08 13:15:11;75.67
2025-05-08 13:15:10;46.67
2025-05-08 13:15:09;89.67
2025-05-08 13:15:08;15.92
2025-05-08 13:15:07;20.42
2025-05-08 13:15:06;39.42
2025-05-08 13:15:05;63.42
2025-05-08 13:15:04;89.67
2025-05-08 13:15:03;25.42
2025-05-08 13:15:02;56.17
2025-05-08 13:15:01;51.17
2025-05-08 13:15:00;84.67
2025-05-08 13:14:59;15.92
2025-05-08 13:14:58;27.67
2025-05-08 13:14:57;65.67
2025-05-08 13:14:56;82.42
2025-05-08 13:14:55;30.42
2025-05-08 13:14:54;32.67
2025-05-08 13:14:53;25.42
2025-05-08 13:14:52;25.42
2025-05-08 13:14:51;15.92
2025-05-08 13:14:50;77.92
2025-05-08 13:14:49;80.17
2025-05-08 13:14:48;5.17
2025-05-08 13:14:47;46.42
2025-05-08 13:14:46;72.17
2025-05-08 13:14:45;75.67
2025-05-08 13:14:44;80.67
2025-05-08 13:14:43;94.67
2025-05-08 13:14:42;30.42
2025-05-08 13:14:41;91.92
2025-05-08 13:14:40;16.42
2025-05-08 13:14:39;28.17
2025-05-08 13:14:38;92.42
2025-05-08 13:14:37;94.67
2025-05-08 13:14:36;25.92
2025-05-08 13:14:35;75.67
2025-05-08 13:14:34;61.17
2025-05-08 13:14:33;74.42
2025-05-08 13:14:32;71.67
2025-05-08 13:14:31;26.92
2025-05-08 13:14:30;97.92
2025-05-08 13:14:29;93.92
2025-05-08 13:14:28;3.42
2025-05-08 13:14:27;16.42
2025-05-08 13:14:26;97.42
2025-05-08 13:14:25;59.42
2025-05-08 13:14:24;54.42
2025-05-08 13:14:23;76.17
2025-05-08 13:14:22;52.17
2025-05-08 13:14:21;76.67
