Fecha y Hora;CV-2042 - Válvula control alimentación vapor arranque
2025-05-08 13:25:29;8.63
2025-05-08 13:25:28;53.38
2025-05-08 13:25:27;5.88
2025-05-08 13:25:26;41.63
2025-05-08 13:25:25;58.38
2025-05-08 13:25:24;77.88
2025-05-08 13:25:23;91.88
2025-05-08 13:25:22;61.13
2025-05-08 13:25:21;99.13
2025-05-08 13:25:20;25.38
2025-05-08 13:25:19;21.88
2025-05-08 13:25:18;45.38
2025-05-08 13:25:17;83.38
2025-05-08 13:25:16;34.88
2025-05-08 13:25:15;42.13
2025-05-08 13:25:14;94.63
2025-05-08 13:25:13;89.63
2025-05-08 13:25:12;13.13
2025-05-08 13:25:11;51.63
2025-05-08 13:25:10;15.88
2025-05-08 13:25:09;99.13
2025-05-08 13:25:08;63.38
2025-05-08 13:25:07;85.13
2025-05-08 13:25:06;63.88
2025-05-08 13:25:05;99.63
2025-05-08 13:25:04;75.63
2025-05-08 13:25:03;87.38
2025-05-08 13:25:02;94.63
2025-05-08 13:25:01;15.88
2025-05-08 13:25:00;47.13
2025-05-08 13:24:59;82.88
2025-05-08 13:24:58;75.63
2025-05-08 13:24:57;63.88
2025-05-08 13:24:56;80.13
2025-05-08 13:24:55;61.13
2025-05-08 13:24:54;31.38
2025-05-08 13:24:53;33.63
2025-05-08 13:24:52;97.88
2025-05-08 13:24:51;28.63
2025-05-08 13:24:50;12.38
2025-05-08 13:24:49;78.38
2025-05-08 13:24:48;40.38
2025-05-08 13:24:47;-0.33
2025-05-08 13:24:46;19.63
2025-05-08 13:24:45;-74.08
2025-05-08 13:24:44;87.88
2025-05-08 13:24:43;28.13
2025-05-08 13:24:42;21.38
2025-05-08 13:24:41;63.88
2025-05-08 13:24:40;75.63
2025-05-08 13:24:39;87.88
2025-05-08 13:24:38;9.63
2025-05-08 13:24:37;23.63
2025-05-08 13:24:36;20.88
2025-05-08 13:24:35;90.13
2025-05-08 13:24:34;23.63
2025-05-08 13:24:33;49.88
2025-05-08 13:24:32;47.63
2025-05-08 13:24:31;68.88
2025-05-08 13:24:30;95.13
2025-05-08 13:24:29;97.38
2025-05-08 13:24:28;78.38
2025-05-08 13:24:27;52.63
2025-05-08 13:24:26;30.88
2025-05-08 13:24:25;88.38
2025-05-08 13:24:24;38.13
2025-05-08 13:24:23;5.13
2025-05-08 13:24:22;52.63
2025-05-08 13:24:21;30.88
2025-05-08 13:24:20;29.13
2025-05-08 13:24:19;54.88
2025-05-08 13:24:18;40.88
2025-05-08 13:24:17;97.88
2025-05-08 13:24:16;91.13
2025-05-08 13:24:15;-18.83
2025-05-08 13:24:14;-80.83
2025-05-08 13:24:13;33.63
2025-05-08 13:24:12;7.38
2025-05-08 13:24:11;95.63
2025-05-08 13:24:10;97.88
2025-05-08 13:24:09;59.88
2025-05-08 13:24:08;97.88
2025-05-08 13:24:07;76.63
2025-05-08 13:24:06;69.38
2025-05-08 13:24:05;50.38
2025-05-08 13:24:04;67.13
2025-05-08 13:24:03;97.88
2025-05-08 13:24:02;-19.33
2025-05-08 13:24:01;-50.08
2025-05-08 13:24:00;-23.83
2025-05-08 13:23:59;-0.33
2025-05-08 13:23:58;31.88
2025-05-08 13:23:57;97.88
2025-05-08 13:23:56;29.13
2025-05-08 13:23:55;62.13
2025-05-08 13:23:54;12.38
2025-05-08 13:23:53;43.63
2025-05-08 13:23:52;-27.83
2025-05-08 13:23:51;93.38
2025-05-08 13:23:50;57.63
2025-05-08 13:23:49;31.88
2025-05-08 13:23:48;62.63
2025-05-08 13:23:47;69.88
2025-05-08 13:23:46;36.38
2025-05-08 13:23:45;60.38
2025-05-08 13:23:44;-49.08
2025-05-08 13:23:43;-55.08
2025-05-08 13:23:42;-32.33
2025-05-08 13:23:41;41.38
2025-05-08 13:23:40;22.38
2025-05-08 13:23:39;79.38
2025-05-08 13:23:38;62.63
2025-05-08 13:23:37;31.88
2025-05-08 13:23:36;-45.58
2025-05-08 13:23:35;-36.08
2025-05-08 13:23:34;84.38
2025-05-08 13:23:33;-71.83
2025-05-08 13:23:32;43.63
2025-05-08 13:23:31;-66.83
2025-05-08 13:23:30;43.63
2025-05-08 13:23:29;-17.08
2025-05-08 13:23:28;50.88
2025-05-08 13:23:27;5.63
2025-05-08 13:23:26;31.88
2025-05-08 13:23:25;-71.83
2025-05-08 13:23:24;12.88
2025-05-08 13:23:23;-28.83
2025-05-08 13:23:22;65.38
2025-05-08 13:23:21;-38.33
2025-05-08 13:23:20;50.88
2025-05-08 13:23:19;-2.58
2025-05-08 13:23:18;-23.83
2025-05-08 13:23:17;-50.08
2025-05-08 13:23:16;-57.33
2025-05-08 13:23:15;-42.83
2025-05-08 13:23:14;-42.83
2025-05-08 13:23:13;-83.58
2025-05-08 13:23:12;-46.83
2025-05-08 13:23:11;-13.83
2025-05-08 13:23:10;-0.08
2025-05-08 13:23:09;-54.08
2025-05-08 13:23:08;-3.83
2025-05-08 13:23:07;-65.83
2025-05-08 13:23:06;-52.33
2025-05-08 13:23:05;-94.83
2025-05-08 13:23:04;-92.58
2025-05-08 13:23:03;-68.58
2025-05-08 13:23:02;-97.58
2025-05-08 13:23:01;-7.08
2025-05-08 13:23:00;-42.33
2025-05-08 13:22:59;-92.58
2025-05-08 13:22:58;-9.33
2025-05-08 13:22:57;-9.33
2025-05-08 13:22:56;-78.08
2025-05-08 13:22:55;-45.08
2025-05-08 13:22:54;-85.33
2025-05-08 13:22:53;-54.08
2025-05-08 13:22:52;-32.83
2025-05-08 13:22:51;-2.08
2025-05-08 13:22:50;-35.08
2025-05-08 13:22:49;-99.83
2025-05-08 13:22:48;-45.08
2025-05-08 13:22:47;-61.33
2025-05-08 13:22:46;-51.83
2025-05-08 13:22:45;-99.33
2025-05-08 13:22:44;-97.08
2025-05-08 13:22:43;-94.83
2025-05-08 13:22:42;-92.58
2025-05-08 13:22:41;-72.08
2025-05-08 13:22:40;-93.83
2025-05-08 13:22:39;-52.58
2025-05-08 13:22:38;-97.08
2025-05-08 13:22:37;-92.08
2025-05-08 13:22:36;-56.33
2025-05-08 13:22:35;-11.08
2025-05-08 13:22:34;-46.83
2025-05-08 13:22:33;-46.83
2025-05-08 13:22:32;-11.58
2025-05-08 13:22:31;-65.83
2025-05-08 13:22:30;-36.33
2025-05-08 13:22:29;-54.08
2025-05-08 13:22:28;-1.58
2025-05-08 13:22:27;-94.33
2025-05-08 13:22:26;-46.83
2025-05-08 13:22:25;-32.33
2025-05-08 13:22:24;-99.33
2025-05-08 13:22:23;-49.08
2025-05-08 13:22:22;-63.08
2025-05-08 13:22:21;-56.33
2025-05-08 13:22:20;-80.33
2025-05-08 13:22:19;-27.83
2025-05-08 13:22:18;-60.33
2025-05-08 13:22:17;-36.33
2025-05-08 13:22:16;-55.33
2025-05-08 13:22:15;-35.83
2025-05-08 13:22:14;-55.83
2025-05-08 13:22:13;-41.83
2025-05-08 13:22:12;-79.33
2025-05-08 13:22:11;-10.58
2025-05-08 13:22:10;-58.58
2025-05-08 13:22:09;-66.58
2025-05-08 13:22:08;-63.83
2025-05-08 13:22:07;-59.83
2025-05-08 13:22:06;-5.58
2025-05-08 13:22:05;-46.33
2025-05-08 13:22:04;-34.58
2025-05-08 13:22:03;-82.08
2025-05-08 13:22:02;-89.33
2025-05-08 13:22:01;-17.33
2025-05-08 13:22:00;-15.08
2025-05-08 13:21:59;-60.33
2025-05-08 13:21:58;-82.08
2025-05-08 13:21:57;-29.58
2025-05-08 13:21:56;-27.33
2025-05-08 13:21:55;-10.58
2025-05-08 13:21:54;-24.58
2025-05-08 13:21:53;-39.08
2025-05-08 13:21:52;-8.33
2025-05-08 13:21:51;-24.58
2025-05-08 13:21:50;-79.33
2025-05-08 13:21:49;-53.08
2025-05-08 13:21:48;-2.83
2025-05-08 13:21:47;-15.08
2025-05-08 13:21:46;-77.08
2025-05-08 13:21:45;-77.08
2025-05-08 13:21:44;-96.08
2025-05-08 13:21:43;-31.83
2025-05-08 13:21:42;-7.83
2025-05-08 13:21:41;-15.08
2025-05-08 13:21:40;-3.33
2025-05-08 13:21:39;-12.33
2025-05-08 13:21:38;-35.33
2025-05-08 13:21:37;-61.08
2025-05-08 13:21:36;-13.58
2025-05-08 13:21:35;-45.83
2025-05-08 13:21:34;-97.83
2025-05-08 13:21:33;-97.83
2025-05-08 13:21:32;-62.08
2025-05-08 13:21:31;-34.08
2025-05-08 13:21:30;-33.58
2025-05-08 13:21:29;-45.33
2025-05-08 13:21:28;-95.58
2025-05-08 13:21:27;-45.33
2025-05-08 13:21:26;-70.58
2025-05-08 13:21:25;-13.58
2025-05-08 13:21:24;-58.83
2025-05-08 13:21:23;-37.58
2025-05-08 13:21:22;-5.08
2025-05-08 13:21:21;-16.83
2025-05-08 13:21:20;-98.33
2025-05-08 13:21:19;-97.83
2025-05-08 13:21:18;-28.58
2025-05-08 13:21:17;-66.58
2025-05-08 13:21:16;-90.58
2025-05-08 13:21:15;-16.33
2025-05-08 13:21:14;-90.58
2025-05-08 13:21:13;-52.58
2025-05-08 13:21:12;-52.08
2025-05-08 13:21:11;-87.83
2025-05-08 13:21:10;-11.83
2025-05-08 13:21:09;-64.33
2025-05-08 13:21:08;-99.58
2025-05-08 13:21:07;-4.58
2025-05-08 13:21:06;-65.58
2025-05-08 13:21:05;-98.58
2025-05-08 13:21:04;-8.08
2025-05-08 13:21:03;-2.33
2025-05-08 13:21:02;-90.08
2025-05-08 13:21:01;-92.33
2025-05-08 13:21:00;-87.83
2025-05-08 13:20:59;-92.83
2025-05-08 13:20:58;-33.08
2025-05-08 13:20:57;-6.83
2025-05-08 13:20:56;-61.58
2025-05-08 13:20:55;-94.58
2025-05-08 13:20:54;-63.83
2025-05-08 13:20:53;-99.58
2025-05-08 13:20:52;-77.83
2025-05-08 13:20:51;-78.33
2025-05-08 13:20:50;-78.33
2025-05-08 13:20:49;-47.08
2025-05-08 13:20:48;-82.83
2025-05-08 13:20:47;-1.83
2025-05-08 13:20:46;-18.58
2025-05-08 13:20:45;-66.08
2025-05-08 13:20:44;-63.33
2025-05-08 13:20:43;-9.08
2025-05-08 13:20:42;-23.08
2025-05-08 13:20:41;-37.58
2025-05-08 13:20:40;-56.58
2025-05-08 13:20:39;-77.83
2025-05-08 13:20:38;-37.58
2025-05-08 13:20:37;-56.58
2025-05-08 13:20:36;-94.58
2025-05-08 13:20:35;-20.58
2025-05-08 13:20:34;-75.33
2025-05-08 13:20:33;-3.33
2025-05-08 13:20:32;-2.58
2025-05-08 13:20:31;-16.58
2025-05-08 13:20:30;-1.33
2025-05-08 13:20:29;-41.58
2025-05-08 13:20:28;-67.83
2025-05-08 13:20:27;-10.83
2025-05-08 13:20:26;-18.08
2025-05-08 13:20:25;-8.58
2025-05-08 13:20:24;-27.58
2025-05-08 13:20:23;-48.83
2025-05-08 13:20:22;-41.58
2025-05-08 13:20:21;-27.58
2025-05-08 13:20:20;-13.58
2025-05-08 13:20:19;-51.58
2025-05-08 13:20:18;-48.83
2025-05-08 13:20:17;-20.33
2025-05-08 13:20:16;-75.08
2025-05-08 13:20:15;-75.08
2025-05-08 13:20:14;-70.08
2025-05-08 13:20:13;-56.08
2025-05-08 13:20:12;-63.33
2025-05-08 13:20:11;-86.83
2025-05-08 13:20:10;-98.58
2025-05-08 13:20:09;-13.08
2025-05-08 13:20:08;-84.58
2025-05-08 13:20:07;-43.83
2025-05-08 13:20:06;-3.58
2025-05-08 13:20:05;-46.58
2025-05-08 13:20:04;-79.58
2025-05-08 13:20:03;-51.83
2025-05-08 13:20:02;-64.58
2025-05-08 13:20:01;-73.08
2025-05-08 13:20:00;-29.33
2025-05-08 13:19:59;-60.58
2025-05-08 13:19:58;-53.33
2025-05-08 13:19:57;-93.58
2025-05-08 13:19:56;-41.08
2025-05-08 13:19:55;-29.33
2025-05-08 13:19:54;-3.08
2025-05-08 13:19:53;-48.33
2025-05-08 13:19:52;-86.83
2025-05-08 13:19:51;-74.58
2025-05-08 13:19:50;-81.83
2025-05-08 13:19:49;-64.58
2025-05-08 13:19:48;-64.58
2025-05-08 13:19:47;-67.33
2025-05-08 13:19:46;-24.33
2025-05-08 13:19:45;-41.08
2025-05-08 13:19:44;-71.83
2025-05-08 13:19:43;-2.08
2025-05-08 13:19:42;-44.58
2025-05-08 13:19:41;-83.08
2025-05-08 13:19:40;-7.08
2025-05-08 13:19:39;-18.83
2025-05-08 13:19:38;-14.83
2025-05-08 13:19:37;-12.08
2025-05-08 13:19:36;-85.83
2025-05-08 13:19:35;-67.33
2025-05-08 13:19:34;-5.33
2025-05-08 13:19:33;-74.08
2025-05-08 13:19:32;-26.58
2025-05-08 13:19:31;-89.83
2025-05-08 13:19:30;-1.58
2025-05-08 13:19:29;-80.83
2025-05-08 13:19:28;-2.58
2025-05-08 13:19:27;-45.08
2025-05-08 13:19:26;-54.58
2025-05-08 13:19:25;-61.83
2025-05-08 13:19:24;-43.33
2025-05-08 13:19:23;-69.58
2025-05-08 13:19:22;-0.33
2025-05-08 13:19:21;-80.83
2025-05-08 13:19:20;-69.58
2025-05-08 13:19:19;-12.08
2025-05-08 13:19:18;-99.83
2025-05-08 13:19:17;-66.83
2025-05-08 13:19:16;-81.33
2025-05-08 13:19:15;-18.83
2025-05-08 13:19:14;-21.08
2025-05-08 13:19:13;-69.08
2025-05-08 13:19:12;-7.08
2025-05-08 13:19:11;-90.33
2025-05-08 13:19:10;-12.08
2025-05-08 13:19:09;-95.33
2025-05-08 13:19:08;-87.58
2025-05-08 13:19:07;-61.83
2025-05-08 13:19:06;-35.58
2025-05-08 13:19:05;-78.58
2025-05-08 13:19:04;-31.08
2025-05-08 13:19:03;-14.33
2025-05-08 13:19:02;-82.58
2025-05-08 13:19:01;-16.58
2025-05-08 13:19:00;-19.58
2025-05-08 13:18:59;-15.58
2025-05-08 13:18:58;-93.33
2025-05-08 13:18:57;-92.58
2025-05-08 13:18:56;-13.83
2025-05-08 13:18:55;-2.08
2025-05-08 13:18:54;-83.08
2025-05-08 13:18:53;-89.83
2025-05-08 13:18:52;-4.33
2025-05-08 13:18:51;-1.58
2025-05-08 13:18:50;-98.83
2025-05-08 13:18:49;-22.83
2025-05-08 13:18:48;-39.58
2025-05-08 13:18:47;-17.83
2025-05-08 13:18:46;-39.58
2025-05-08 13:18:45;-80.33
2025-05-08 13:18:44;-89.83
2025-05-08 13:18:43;-70.83
2025-05-08 13:18:42;-77.58
2025-05-08 13:18:41;-54.08
2025-05-08 13:18:40;-35.08
2025-05-08 13:18:39;-82.58
2025-05-08 13:18:38;-83.08
2025-05-08 13:18:37;-32.33
2025-05-08 13:18:36;-92.08
2025-05-08 13:18:35;-58.58
2025-05-08 13:18:34;-97.08
2025-05-08 13:18:33;-82.58
2025-05-08 13:18:32;-77.58
2025-05-08 13:18:31;-92.08
2025-05-08 13:18:30;-17.83
2025-05-08 13:18:29;-70.33
2025-05-08 13:18:28;-73.83
2025-05-08 13:18:27;-4.58
2025-05-08 13:18:26;-96.58
2025-05-08 13:18:25;-39.58
2025-05-08 13:18:24;-20.08
2025-05-08 13:18:23;-35.08
2025-05-08 13:18:22;-8.33
2025-05-08 13:18:21;-22.33
2025-05-08 13:18:20;-3.83
2025-05-08 13:18:19;-1.58
2025-05-08 13:18:18;-6.08
2025-05-08 13:18:17;-70.33
2025-05-08 13:18:16;-15.58
2025-05-08 13:18:15;-22.83
2025-05-08 13:18:14;-75.33
2025-05-08 13:18:13;-84.33
2025-05-08 13:18:12;-48.58
2025-05-08 13:18:11;-84.33
2025-05-08 13:18:10;-3.33
2025-05-08 13:18:09;-65.33
2025-05-08 13:18:08;-49.08
2025-05-08 13:18:07;-62.58
2025-05-08 13:18:06;-98.83
2025-05-08 13:18:05;-1.08
2025-05-08 13:18:04;-86.58
2025-05-08 13:18:03;-3.33
2025-05-08 13:18:02;-24.58
2025-05-08 13:18:01;-20.08
2025-05-08 13:18:00;-31.83
2025-05-08 13:17:59;-47.58
2025-05-08 13:17:58;-81.08
2025-05-08 13:17:57;-70.08
2025-05-08 13:17:56;-61.08
2025-05-08 13:17:55;-82.33
2025-05-08 13:17:54;-48.08
2025-05-08 13:17:53;-50.83
2025-05-08 13:17:52;-34.08
2025-05-08 13:17:51;-60.33
2025-05-08 13:17:50;-88.83
2025-05-08 13:17:49;-48.08
2025-05-08 13:17:48;-64.83
2025-05-08 13:17:47;-31.33
2025-05-08 13:17:46;-50.33
2025-05-08 13:17:45;-81.58
2025-05-08 13:17:44;-91.08
2025-05-08 13:17:43;-57.58
2025-05-08 13:17:42;-62.58
2025-05-08 13:17:41;-57.58
2025-05-08 13:17:40;-53.08
2025-05-08 13:17:39;-45.83
2025-05-08 13:17:38;-97.83
2025-05-08 13:17:37;-45.83
2025-05-08 13:17:36;-15.08
2025-05-08 13:17:35;-5.08
2025-05-08 13:17:34;-10.08
2025-05-08 13:17:33;-31.33
2025-05-08 13:17:32;-29.08
2025-05-08 13:17:31;-49.83
2025-05-08 13:17:30;-78.83
2025-05-08 13:17:29;-81.08
2025-05-08 13:17:28;-81.08
2025-05-08 13:17:27;-57.58
2025-05-08 13:17:26;-43.08
2025-05-08 13:17:25;-8.58
2025-05-08 13:17:24;-3.58
2025-05-08 13:17:23;-4.08
2025-05-08 13:17:22;-2.33
2025-05-08 13:17:21;-66.58
2025-05-08 13:17:20;-28.58
2025-05-08 13:17:19;-16.83
2025-05-08 13:17:18;-33.58
2025-05-08 13:17:17;-0.08
2025-05-08 13:17:16;-85.58
2025-05-08 13:17:15;-57.08
2025-05-08 13:17:14;-76.08
2025-05-08 13:17:13;-25.83
2025-05-08 13:17:12;-14.08
2025-05-08 13:17:11;-19.08
2025-05-08 13:17:10;-68.83
2025-05-08 13:17:09;-21.33
2025-05-08 13:17:08;-52.08
2025-05-08 13:17:07;-96.83
2025-05-08 13:17:06;-82.33
2025-05-08 13:17:05;-56.08
2025-05-08 13:17:04;-63.33
2025-05-08 13:17:03;-35.33
2025-05-08 13:17:02;-14.08
2025-05-08 13:17:01;-99.58
2025-05-08 13:17:00;-54.33
2025-05-08 13:16:59;-44.83
2025-05-08 13:16:58;-58.83
2025-05-08 13:16:57;-6.83
2025-05-08 13:16:56;-61.58
2025-05-08 13:16:55;-71.08
2025-05-08 13:16:54;-92.33
2025-05-08 13:16:53;-98.58
2025-05-08 13:16:52;-14.83
2025-05-08 13:16:51;-89.58
2025-05-08 13:16:50;-73.33
2025-05-08 13:16:49;-4.08
2025-05-08 13:16:48;-99.08
2025-05-08 13:16:47;-80.58
2025-05-08 13:16:46;-87.83
2025-05-08 13:16:45;-82.83
2025-05-08 13:16:44;-51.58
2025-05-08 13:16:43;-75.58
2025-05-08 13:16:42;-30.33
2025-05-08 13:16:41;-20.83
2025-05-08 13:16:40;-56.58
2025-05-08 13:16:39;-42.08
2025-05-08 13:16:38;-42.08
2025-05-08 13:16:37;-75.58
2025-05-08 13:16:36;-96.83
2025-05-08 13:16:35;-3.58
2025-05-08 13:16:34;-92.33
2025-05-08 13:16:33;-72.83
2025-05-08 13:16:32;-96.83
2025-05-08 13:16:31;-11.33
2025-05-08 13:16:30;-58.83
2025-05-08 13:16:29;-99.58
2025-05-08 13:16:28;-13.58
2025-05-08 13:16:27;-85.08
2025-05-08 13:16:26;-20.33
2025-05-08 13:16:25;-82.33
2025-05-08 13:16:24;-77.83
2025-05-08 13:16:23;-89.58
2025-05-08 13:16:22;-95.83
2025-05-08 13:16:21;-52.33
2025-05-08 13:16:20;-3.08
2025-05-08 13:16:19;-63.33
2025-05-08 13:16:18;-29.83
2025-05-08 13:16:17;-43.83
2025-05-08 13:16:16;-53.33
2025-05-08 13:16:15;-64.58
2025-05-08 13:16:14;-90.83
2025-05-08 13:16:13;-57.33
2025-05-08 13:16:12;-52.83
2025-05-08 13:16:11;-84.08
2025-05-08 13:16:10;-5.83
2025-05-08 13:16:09;-67.83
2025-05-08 13:16:08;-51.08
2025-05-08 13:16:07;-24.83
2025-05-08 13:16:06;-98.58
2025-05-08 13:16:05;-77.33
2025-05-08 13:16:04;-5.83
2025-05-08 13:16:03;-22.08
2025-05-08 13:16:02;-65.08
2025-05-08 13:16:01;-60.08
2025-05-08 13:16:00;-88.58
2025-05-08 13:15:59;-32.08
2025-05-08 13:15:58;-17.58
2025-05-08 13:15:57;-27.08
2025-05-08 13:15:56;-77.33
2025-05-08 13:15:55;-15.33
2025-05-08 13:15:54;-46.08
2025-05-08 13:15:53;-48.33
2025-05-08 13:15:52;-88.58
2025-05-08 13:15:51;-26.08
2025-05-08 13:15:50;-18.83
2025-05-08 13:15:49;-75.83
2025-05-08 13:15:48;-52.83
2025-05-08 13:15:47;-57.83
2025-05-08 13:15:46;-36.08
2025-05-08 13:15:45;-41.08
2025-05-08 13:15:44;-33.83
2025-05-08 13:15:43;-52.83
2025-05-08 13:15:42;-98.08
2025-05-08 13:15:41;-98.08
2025-05-08 13:15:40;-86.33
2025-05-08 13:15:39;-7.58
2025-05-08 13:15:38;-98.08
2025-05-08 13:15:37;-21.58
2025-05-08 13:15:36;-69.58
2025-05-08 13:15:35;-38.33
2025-05-08 13:15:34;-19.83
2025-05-08 13:15:33;-19.83
2025-05-08 13:15:32;-9.83
2025-05-08 13:15:31;-93.58
2025-05-08 13:15:30;-26.58
2025-05-08 13:15:29;-45.58
2025-05-08 13:15:28;-64.58
2025-05-08 13:15:27;-12.08
2025-05-08 13:15:26;-5.33
2025-05-08 13:15:25;-79.08
2025-05-08 13:15:24;-36.08
2025-05-08 13:15:23;-83.08
2025-05-08 13:15:22;-23.33
2025-05-08 13:15:21;-30.58
2025-05-08 13:15:20;-18.83
2025-05-08 13:15:19;-54.08
2025-05-08 13:15:18;-1.08
2025-05-08 13:15:17;-58.08
2025-05-08 13:15:16;-23.33
2025-05-08 13:15:15;-11.58
2025-05-08 13:15:14;-31.08
2025-05-08 13:15:13;-66.83
2025-05-08 13:15:12;-32.83
2025-05-08 13:15:11;-23.33
2025-05-08 13:15:10;-83.08
2025-05-08 13:15:09;-85.33
2025-05-08 13:15:08;-88.08
2025-05-08 13:15:07;-9.33
2025-05-08 13:15:06;-59.58
2025-05-08 13:15:05;-90.33
2025-05-08 13:15:04;-40.08
2025-05-08 13:15:03;-51.83
2025-05-08 13:15:02;-18.83
2025-05-08 13:15:01;-7.08
2025-05-08 13:15:00;-95.33
2025-05-08 13:14:59;-33.33
2025-05-08 13:14:58;-71.33
2025-05-08 13:14:57;-73.58
2025-05-08 13:14:56;-61.83
2025-05-08 13:14:55;-61.33
2025-05-08 13:14:54;-25.58
2025-05-08 13:14:53;-45.08
2025-05-08 13:14:52;-78.08
2025-05-08 13:14:51;-32.83
2025-05-08 13:14:50;-11.58
2025-05-08 13:14:49;-18.83
2025-05-08 13:14:48;-58.08
2025-05-08 13:14:47;-86.08
2025-05-08 13:14:46;-69.83
2025-05-08 13:14:45;-37.33
2025-05-08 13:14:44;-61.33
2025-05-08 13:14:43;-4.33
2025-05-08 13:14:42;-82.58
2025-05-08 13:14:41;-59.08
2025-05-08 13:14:40;-13.33
2025-05-08 13:14:39;-75.33
2025-05-08 13:14:38;-73.08
2025-05-08 13:14:37;-44.58
2025-05-08 13:14:36;-22.83
2025-05-08 13:14:35;-94.83
2025-05-08 13:14:34;-70.83
2025-05-08 13:14:33;-92.08
