Fecha y Hora;PIT-5011 - Presión salida E-501
2025-05-08 13:25:42;90.18
2025-05-08 13:25:41;65.18
2025-05-08 13:25:40;13.18
2025-05-08 13:25:39;84.68
2025-05-08 13:25:38;41.68
2025-05-08 13:25:37;51.18
2025-05-08 13:25:36;91.43
2025-05-08 13:25:35;44.43
2025-05-08 13:25:34;75.68
2025-05-08 13:25:33;63.93
2025-05-08 13:25:32;84.68
2025-05-08 13:25:31;96.43
2025-05-08 13:25:30;66.18
2025-05-08 13:25:29;60.68
2025-05-08 13:25:28;58.43
2025-05-08 13:25:27;73.43
2025-05-08 13:25:26;82.43
2025-05-08 13:25:25;89.68
2025-05-08 13:25:24;80.68
2025-05-08 13:25:23;18.18
2025-05-08 13:25:22;10.93
2025-05-08 13:25:21;87.93
2025-05-08 13:25:20;51.43
2025-05-08 13:25:19;66.68
2025-05-08 13:25:18;78.93
2025-05-08 13:25:17;31.93
2025-05-08 13:25:16;58.18
2025-05-08 13:25:15;15.93
2025-05-08 13:25:14;33.18
2025-05-08 13:25:13;1.93
2025-05-08 13:25:12;14.68
2025-05-08 13:25:11;33.18
2025-05-08 13:25:10;94.68
2025-05-08 13:25:09;11.43
2025-05-08 13:25:08;64.43
2025-05-08 13:25:07;76.18
2025-05-08 13:25:06;90.18
2025-05-08 13:25:05;16.43
2025-05-08 13:25:04;1.93
2025-05-08 13:25:03;20.93
2025-05-08 13:25:02;61.68
2025-05-08 13:25:01;2.43
2025-05-08 13:25:00;11.93
2025-05-08 13:24:59;62.18
2025-05-08 13:24:58;94.68
2025-05-08 13:24:57;97.43
2025-05-08 13:24:56;78.93
2025-05-08 13:24:55;43.68
2025-05-08 13:24:54;55.93
2025-05-08 13:24:53;88.93
2025-05-08 13:24:52;62.18
2025-05-08 13:24:51;40.93
2025-05-08 13:24:50;98.43
2025-05-08 13:24:49;59.43
2025-05-08 13:24:48;25.68
2025-05-08 13:24:47;92.18
2025-05-08 13:24:46;72.18
2025-05-08 13:24:45;60.93
2025-05-08 13:24:44;95.18
2025-05-08 13:24:43;92.93
2025-05-08 13:24:42;52.68
2025-05-08 13:24:41;59.43
2025-05-08 13:24:40;29.18
2025-05-08 13:24:39;7.93
2025-05-08 13:24:38;48.18
2025-05-08 13:24:37;30.93
2025-05-08 13:24:36;59.43
2025-05-08 13:24:35;23.68
2025-05-08 13:24:34;4.68
2025-05-08 13:24:33;11.93
2025-05-08 13:24:32;16.43
2025-05-08 13:24:31;95.18
2025-05-08 13:24:30;40.93
2025-05-08 13:24:29;47.68
2025-05-08 13:24:28;21.43
2025-05-08 13:24:27;53.18
2025-05-08 13:24:26;54.93
2025-05-08 13:24:25;7.43
2025-05-08 13:24:24;19.68
2025-05-08 13:24:23;28.68
2025-05-08 13:24:22;14.68
2025-05-08 13:24:21;2.93
2025-05-08 13:24:20;24.68
2025-05-08 13:24:19;16.93
2025-05-08 13:24:18;16.93
2025-05-08 13:24:17;98.43
2025-05-08 13:24:16;75.93
2025-05-08 13:24:15;70.93
2025-05-08 13:24:14;97.18
2025-05-08 13:24:13;99.43
2025-05-08 13:24:12;38.68
2025-05-08 13:24:11;74.43
2025-05-08 13:24:10;79.43
2025-05-08 13:24:09;59.93
2025-05-08 13:24:08;91.18
2025-05-08 13:24:07;62.68
2025-05-08 13:24:06;93.43
2025-05-08 13:24:05;45.93
2025-05-08 13:24:04;70.43
2025-05-08 13:24:03;68.18
2025-05-08 13:24:02;13.43
2025-05-08 13:24:01;39.68
2025-05-08 13:24:00;39.68
2025-05-08 13:23:59;54.18
2025-05-08 13:23:58;27.93
2025-05-08 13:23:57;27.43
2025-05-08 13:23:56;48.68
2025-05-08 13:23:55;65.43
2025-05-08 13:23:54;17.93
2025-05-08 13:23:53;93.93
2025-05-08 13:23:52;44.18
2025-05-08 13:23:51;43.68
2025-05-08 13:23:50;53.18
2025-05-08 13:23:49;29.68
2025-05-08 13:23:48;26.93
2025-05-08 13:23:47;1.18
2025-05-08 13:23:46;65.43
2025-05-08 13:23:45;73.68
2025-05-08 13:23:44;88.18
2025-05-08 13:23:43;45.68
2025-05-08 13:23:42;92.68
2025-05-08 13:23:41;49.68
2025-05-08 13:23:40;16.18
2025-05-08 13:23:39;20.68
2025-05-08 13:23:38;31.93
2025-05-08 13:23:37;15.68
2025-05-08 13:23:36;65.43
2025-05-08 13:23:35;25.18
2025-05-08 13:23:34;89.43
2025-05-08 13:23:33;77.18
2025-05-08 13:23:32;1.18
2025-05-08 13:23:31;22.93
2025-05-08 13:23:30;87.18
2025-05-08 13:23:29;32.43
2025-05-08 13:23:28;89.43
2025-05-08 13:23:27;96.68
2025-05-08 13:23:26;75.43
2025-05-08 13:23:25;51.43
2025-05-08 13:23:24;1.68
2025-05-08 13:23:23;94.43
2025-05-08 13:23:22;84.93
2025-05-08 13:23:21;75.43
2025-05-08 13:23:20;15.68
2025-05-08 13:23:19;61.93
2025-05-08 13:23:18;34.68
2025-05-08 13:23:17;63.68
2025-05-08 13:23:16;13.93
2025-05-08 13:23:15;56.43
2025-05-08 13:23:14;1.68
2025-05-08 13:23:13;76.43
2025-05-08 13:23:12;8.18
2025-05-08 13:23:11;89.68
2025-05-08 13:23:10;8.68
2025-05-08 13:23:09;2.68
2025-05-08 13:23:08;28.93
2025-05-08 13:23:07;57.43
2025-05-08 13:23:06;21.68
2025-05-08 13:23:05;8.93
2025-05-08 13:23:04;75.93
2025-05-08 13:23:03;94.93
2025-05-08 13:23:02;35.68
2025-05-08 13:23:01;87.68
2025-05-08 13:23:00;68.68
2025-05-08 13:22:59;13.93
2025-05-08 13:22:58;78.18
2025-05-08 13:22:57;54.18
2025-05-08 13:22:56;66.43
2025-05-08 13:22:55;87.68
2025-05-08 13:22:54;92.68
2025-05-08 13:22:53;7.18
2025-05-08 13:22:52;49.68
2025-05-08 13:22:51;80.93
2025-05-08 13:22:50;35.68
2025-05-08 13:22:49;68.68
2025-05-08 13:22:48;54.68
2025-05-08 13:22:47;59.18
2025-05-08 13:22:46;95.43
2025-05-08 13:22:45;80.93
2025-05-08 13:22:44;97.68
2025-05-08 13:22:43;21.18
2025-05-08 13:22:42;25.43
2025-05-08 13:22:41;24.43
2025-05-08 13:22:40;82.43
2025-05-08 13:22:39;65.68
2025-05-08 13:22:38;5.43
2025-05-08 13:22:37;26.18
2025-05-08 13:22:36;54.68
2025-05-08 13:22:35;40.68
2025-05-08 13:22:34;86.43
2025-05-08 13:22:33;92.68
2025-05-08 13:22:32;47.93
2025-05-08 13:22:31;0.43
2025-05-08 13:22:30;64.68
2025-05-08 13:22:29;23.93
2025-05-08 13:22:28;17.18
2025-05-08 13:22:27;19.43
2025-05-08 13:22:26;4.93
2025-05-08 13:22:25;60.18
2025-05-08 13:22:24;45.68
2025-05-08 13:22:23;52.93
2025-05-08 13:22:22;9.93
2025-05-08 13:22:21;0.93
2025-05-08 13:22:20;53.93
2025-05-08 13:22:19;65.18
2025-05-08 13:22:18;56.68
2025-05-08 13:22:17;6.43
2025-05-08 13:22:16;34.93
2025-05-08 13:22:15;53.93
2025-05-08 13:22:14;8.18
2025-05-08 13:22:13;64.68
2025-05-08 13:22:12;40.68
2025-05-08 13:22:11;90.93
2025-05-08 13:22:10;87.43
2025-05-08 13:22:09;28.18
2025-05-08 13:22:08;55.68
2025-05-08 13:22:07;90.18
2025-05-08 13:22:06;62.43
2025-05-08 13:22:05;5.43
2025-05-08 13:22:04;69.68
2025-05-08 13:22:03;12.68
2025-05-08 13:22:02;91.43
2025-05-08 13:22:01;24.43
2025-05-08 13:22:00;3.18
2025-05-08 13:21:59;55.68
2025-05-08 13:21:58;29.43
2025-05-08 13:21:57;67.43
2025-05-08 13:21:56;41.18
2025-05-08 13:21:55;43.93
2025-05-08 13:21:54;72.43
2025-05-08 13:21:53;24.93
2025-05-08 13:21:52;3.18
2025-05-08 13:21:51;0.93
2025-05-08 13:21:50;96.43
2025-05-08 13:21:49;76.93
2025-05-08 13:21:48;86.43
2025-05-08 13:21:47;43.93
2025-05-08 13:21:46;57.93
2025-05-08 13:21:45;65.18
2025-05-08 13:21:44;58.43
2025-05-08 13:21:43;13.18
2025-05-08 13:21:42;38.93
2025-05-08 13:21:41;37.18
2025-05-08 13:21:40;70.18
2025-05-08 13:21:39;90.68
2025-05-08 13:21:38;69.43
2025-05-08 13:21:37;24.18
2025-05-08 13:21:36;25.93
2025-05-08 13:21:35;57.68
2025-05-08 13:21:34;3.68
2025-05-08 13:21:33;91.93
2025-05-08 13:21:32;34.43
2025-05-08 13:21:31;37.18
2025-05-08 13:21:30;46.68
2025-05-08 13:21:29;46.68
2025-05-08 13:21:28;40.43
2025-05-08 13:21:27;76.18
2025-05-08 13:21:26;92.93
2025-05-08 13:21:25;2.43
2025-05-08 13:21:24;93.43
2025-05-08 13:21:23;97.93
2025-05-08 13:21:22;23.68
2025-05-08 13:21:21;89.68
2025-05-08 13:21:20;51.68
2025-05-08 13:21:19;63.43
2025-05-08 13:21:18;68.43
2025-05-08 13:21:17;87.43
2025-05-08 13:21:16;13.68
2025-05-08 13:21:15;68.43
2025-05-08 13:21:14;75.68
2025-05-08 13:21:13;66.68
2025-05-08 13:21:12;61.18
2025-05-08 13:21:11;97.43
2025-05-08 13:21:10;18.68
2025-05-08 13:21:09;13.68
2025-05-08 13:21:08;4.18
2025-05-08 13:21:07;12.43
2025-05-08 13:21:06;31.93
2025-05-08 13:21:05;76.18
2025-05-08 13:21:04;10.18
2025-05-08 13:21:03;78.43
2025-05-08 13:21:02;40.43
2025-05-08 13:21:01;66.68
2025-05-08 13:21:00;54.43
2025-05-08 13:20:59;61.68
2025-05-08 13:20:58;71.18
2025-05-08 13:20:57;21.43
2025-05-08 13:20:56;71.18
2025-05-08 13:20:55;87.93
2025-05-08 13:20:54;19.18
2025-05-08 13:20:53;59.93
2025-05-08 13:20:52;82.93
2025-05-08 13:20:51;33.18
2025-05-08 13:20:50;33.18
2025-05-08 13:20:49;16.93
2025-05-08 13:20:48;97.43
2025-05-08 13:20:47;52.18
2025-05-08 13:20:46;30.93
2025-05-08 13:20:45;43.18
2025-05-08 13:20:44;31.43
2025-05-08 13:20:43;33.68
2025-05-08 13:20:42;21.93
2025-05-08 13:20:41;25.93
2025-05-08 13:20:40;30.93
2025-05-08 13:20:39;92.93
2025-05-08 13:20:38;0.18
2025-05-08 13:20:37;5.18
2025-05-08 13:20:36;73.18
2025-05-08 13:20:35;21.68
2025-05-08 13:20:34;81.93
2025-05-08 13:20:33;26.68
2025-05-08 13:20:32;93.68
2025-05-08 13:20:31;4.43
2025-05-08 13:20:30;69.43
2025-05-08 13:20:29;55.43
2025-05-08 13:20:28;5.18
2025-05-08 13:20:27;34.18
2025-05-08 13:20:26;73.93
2025-05-08 13:20:25;43.68
2025-05-08 13:20:24;35.93
2025-05-08 13:20:23;53.18
2025-05-08 13:20:22;12.43
2025-05-08 13:20:21;96.18
2025-05-08 13:20:20;59.93
2025-05-08 13:20:19;27.43
2025-05-08 13:20:18;74.43
2025-05-08 13:20:17;12.43
2025-05-08 13:20:16;59.93
2025-05-08 13:20:15;0.68
2025-05-08 13:20:14;34.18
2025-05-08 13:20:13;29.68
2025-05-08 13:20:12;93.43
2025-05-08 13:20:11;50.43
2025-05-08 13:20:10;93.93
2025-05-08 13:20:09;77.18
2025-05-08 13:20:08;31.93
2025-05-08 13:20:07;69.43
2025-05-08 13:20:06;84.43
2025-05-08 13:20:05;10.18
2025-05-08 13:20:04;6.68
2025-05-08 13:20:03;23.93
2025-05-08 13:20:02;49.68
2025-05-08 13:20:01;42.93
2025-05-08 13:20:00;31.93
2025-05-08 13:19:59;53.68
2025-05-08 13:19:58;0.68
2025-05-08 13:19:57;93.93
2025-05-08 13:19:56;93.93
2025-05-08 13:19:55;64.93
2025-05-08 13:19:54;72.18
2025-05-08 13:19:53;50.93
2025-05-08 13:19:52;93.93
2025-05-08 13:19:51;89.43
2025-05-08 13:19:50;55.93
2025-05-08 13:19:49;41.43
2025-05-08 13:19:48;91.68
2025-05-08 13:19:47;55.93
2025-05-08 13:19:46;34.18
2025-05-08 13:19:45;94.93
2025-05-08 13:19:44;59.18
2025-05-08 13:19:43;85.93
2025-05-08 13:19:42;16.68
2025-05-08 13:19:41;28.43
2025-05-08 13:19:40;92.68
2025-05-08 13:19:39;11.68
2025-05-08 13:19:38;8.93
2025-05-08 13:19:37;79.93
2025-05-08 13:19:36;42.43
2025-05-08 13:19:35;8.43
2025-05-08 13:19:34;46.43
2025-05-08 13:19:33;71.93
2025-05-08 13:19:32;78.68
2025-05-08 13:19:31;41.18
2025-05-08 13:19:30;51.93
2025-05-08 13:19:29;48.43
2025-05-08 13:19:28;22.93
2025-05-08 13:19:27;87.18
2025-05-08 13:19:26;12.18
2025-05-08 13:19:25;23.43
2025-05-08 13:19:24;77.68
2025-05-08 13:19:23;70.93
2025-05-08 13:19:22;54.18
2025-05-08 13:19:21;23.43
2025-05-08 13:19:20;97.18
2025-05-08 13:19:19;4.43
2025-05-08 13:19:18;35.68
2025-05-08 13:19:17;73.18
2025-05-08 13:19:16;82.68
2025-05-08 13:19:15;75.43
2025-05-08 13:19:14;85.43
2025-05-08 13:19:13;22.93
2025-05-08 13:19:12;49.68
2025-05-08 13:19:11;65.93
2025-05-08 13:19:10;75.93
2025-05-08 13:19:09;39.68
2025-05-08 13:19:08;78.68
2025-05-08 13:19:07;82.68
2025-05-08 13:19:06;99.93
2025-05-08 13:19:05;37.43
2025-05-08 13:19:04;46.93
2025-05-08 13:19:03;46.93
2025-05-08 13:19:02;51.93
2025-05-08 13:19:01;89.68
2025-05-08 13:19:00;32.18
2025-05-08 13:18:59;84.68
2025-05-08 13:18:58;77.43
2025-05-08 13:18:57;64.18
2025-05-08 13:18:56;30.68
2025-05-08 13:18:55;9.43
2025-05-08 13:18:54;37.93
2025-05-08 13:18:53;84.68
2025-05-08 13:18:52;84.68
2025-05-08 13:18:51;60.68
2025-05-08 13:18:50;86.43
2025-05-08 13:18:49;65.18
2025-05-08 13:18:48;33.93
2025-05-08 13:18:47;17.68
2025-05-08 13:18:46;16.68
2025-05-08 13:18:45;19.43
2025-05-08 13:18:44;42.93
2025-05-08 13:18:43;57.43
2025-05-08 13:18:42;12.18
2025-05-08 13:18:41;36.18
2025-05-08 13:18:40;45.68
2025-05-08 13:18:39;31.18
2025-05-08 13:18:38;95.93
2025-05-08 13:18:37;64.68
2025-05-08 13:18:36;42.93
2025-05-08 13:18:35;43.43
2025-05-08 13:18:34;59.68
2025-05-08 13:18:33;47.93
2025-05-08 13:18:32;33.43
2025-05-08 13:18:31;43.43
2025-05-08 13:18:30;7.68
2025-05-08 13:18:29;65.68
2025-05-08 13:18:28;-82.78
2025-05-08 13:18:27;20.43
2025-05-08 13:18:26;8.18
2025-05-08 13:18:25;95.93
2025-05-08 13:18:24;86.43
2025-05-08 13:18:23;31.68
2025-05-08 13:18:22;28.93
2025-05-08 13:18:21;22.18
2025-05-08 13:18:20;57.93
2025-05-08 13:18:19;31.68
2025-05-08 13:18:18;27.18
2025-05-08 13:18:17;69.68
2025-05-08 13:18:16;5.43
2025-05-08 13:18:15;69.18
2025-05-08 13:18:14;9.93
2025-05-08 13:18:13;67.43
2025-05-08 13:18:12;91.43
2025-05-08 13:18:11;70.18
2025-05-08 13:18:10;42.18
2025-05-08 13:18:09;91.93
2025-05-08 13:18:08;72.43
2025-05-08 13:18:07;28.93
2025-05-08 13:18:06;41.68
2025-05-08 13:18:05;5.93
2025-05-08 13:18:04;12.68
2025-05-08 13:18:03;88.68
2025-05-08 13:18:02;48.43
2025-05-08 13:18:01;-99.53
2025-05-08 13:18:00;96.93
2025-05-08 13:17:59;96.93
2025-05-08 13:17:58;-29.78
2025-05-08 13:17:57;-13.03
2025-05-08 13:17:56;-28.78
2025-05-08 13:17:55;-13.53
2025-05-08 13:17:54;29.93
2025-05-08 13:17:53;17.68
2025-05-08 13:17:52;5.93
2025-05-08 13:17:51;3.68
2025-05-08 13:17:50;13.68
2025-05-08 13:17:49;18.18
2025-05-08 13:17:48;10.93
2025-05-08 13:17:47;65.68
2025-05-08 13:17:46;75.68
2025-05-08 13:17:45;77.43
2025-05-08 13:17:44;-83.53
2025-05-08 13:17:43;75.18
2025-05-08 13:17:42;58.93
2025-05-08 13:17:41;32.18
2025-05-08 13:17:40;91.43
2025-05-08 13:17:39;66.18
2025-05-08 13:17:38;56.18
2025-05-08 13:17:37;8.68
2025-05-08 13:17:36;58.43
2025-05-08 13:17:35;94.18
2025-05-08 13:17:34;-39.78
2025-05-08 13:17:33;27.18
2025-05-08 13:17:32;24.93
2025-05-08 13:17:31;96.93
2025-05-08 13:17:30;4.18
2025-05-08 13:17:29;15.93
2025-05-08 13:17:28;10.93
2025-05-08 13:17:27;77.93
2025-05-08 13:17:26;-19.78
2025-05-08 13:17:25;-53.78
2025-05-08 13:17:24;-84.53
2025-05-08 13:17:23;-81.78
2025-05-08 13:17:22;-92.28
2025-05-08 13:17:21;-73.28
2025-05-08 13:17:20;80.18
2025-05-08 13:17:19;-85.03
2025-05-08 13:17:18;25.43
2025-05-08 13:17:17;1.93
2025-05-08 13:17:16;37.18
2025-05-08 13:17:15;53.93
2025-05-08 13:17:14;4.18
2025-05-08 13:17:13;-75.03
2025-05-08 13:17:12;23.18
2025-05-08 13:17:11;32.68
2025-05-08 13:17:10;-47.03
2025-05-08 13:17:09;-77.28
2025-05-08 13:17:08;-20.28
2025-05-08 13:17:07;-89.03
2025-05-08 13:17:06;-13.03
2025-05-08 13:17:05;-34.28
2025-05-08 13:17:04;-74.53
2025-05-08 13:17:03;-3.03
2025-05-08 13:17:02;-18.53
2025-05-08 13:17:01;-87.28
2025-05-08 13:17:00;-68.28
2025-05-08 13:16:59;66.18
2025-05-08 13:16:58;30.43
2025-05-08 13:16:57;-47.03
2025-05-08 13:16:56;82.93
2025-05-08 13:16:55;-32.53
2025-05-08 13:16:54;-29.78
2025-05-08 13:16:53;-33.28
2025-05-08 13:16:52;-84.53
2025-05-08 13:16:51;-81.28
2025-05-08 13:16:50;-37.03
2025-05-08 13:16:49;-6.28
2025-05-08 13:16:48;-94.53
2025-05-08 13:16:47;-1.28
2025-05-08 13:16:46;-58.78
2025-05-08 13:16:45;-32.53
2025-05-08 13:16:44;-53.78
2025-05-08 13:16:43;-48.78
2025-05-08 13:16:42;-8.53
2025-05-08 13:16:41;-63.28
2025-05-08 13:16:40;-67.78
2025-05-08 13:16:39;-43.78
2025-05-08 13:16:38;-24.78
2025-05-08 13:16:37;-29.78
2025-05-08 13:16:36;-70.53
2025-05-08 13:16:35;-46.53
2025-05-08 13:16:34;-65.53
2025-05-08 13:16:33;-75.03
2025-05-08 13:16:32;-70.53
2025-05-08 13:16:31;-37.03
2025-05-08 13:16:30;-37.03
2025-05-08 13:16:29;-77.28
2025-05-08 13:16:28;-22.53
2025-05-08 13:16:27;-72.78
2025-05-08 13:16:26;-79.53
2025-05-08 13:16:25;-1.28
2025-05-08 13:16:24;-62.78
2025-05-08 13:16:23;-33.28
2025-05-08 13:16:22;-2.03
2025-05-08 13:16:21;-31.03
2025-05-08 13:16:20;-13.78
2025-05-08 13:16:19;-72.28
2025-05-08 13:16:18;-65.03
2025-05-08 13:16:17;-52.28
2025-05-08 13:16:16;-18.78
2025-05-08 13:16:15;-64.03
2025-05-08 13:16:14;-35.53
2025-05-08 13:16:13;-64.53
2025-05-08 13:16:12;-57.28
2025-05-08 13:16:11;-7.03
2025-05-08 13:16:10;-27.03
2025-05-08 13:16:09;-0.78
2025-05-08 13:16:08;-90.78
2025-05-08 13:16:07;-76.78
2025-05-08 13:16:06;-5.28
2025-05-08 13:16:05;-74.53
2025-05-08 13:16:04;-0.78
2025-05-08 13:16:03;-13.03
2025-05-08 13:16:02;-41.03
2025-05-08 13:16:01;-48.28
2025-05-08 13:16:00;-55.53
2025-05-08 13:15:59;-71.78
2025-05-08 13:15:58;-12.53
2025-05-08 13:15:57;-91.28
2025-05-08 13:15:56;-92.53
2025-05-08 13:15:55;-46.03
2025-05-08 13:15:54;-65.03
2025-05-08 13:15:53;-45.53
2025-05-08 13:15:52;-82.53
2025-05-08 13:15:51;-86.53
2025-05-08 13:15:50;-37.28
2025-05-08 13:15:49;-66.28
2025-05-08 13:15:48;-56.28
2025-05-08 13:15:47;-36.03
2025-05-08 13:15:46;-19.28
2025-05-08 13:15:45;-47.78
2025-05-08 13:15:44;-76.28
2025-05-08 13:15:43;-57.28
2025-05-08 13:15:42;-88.03
2025-05-08 13:15:41;-99.78
2025-05-08 13:15:40;-69.53
2025-05-08 13:15:39;-38.28
2025-05-08 13:15:38;-4.78
2025-05-08 13:15:37;-90.28
2025-05-08 13:15:36;-64.03
2025-05-08 13:15:35;-14.28
2025-05-08 13:15:34;-93.03
2025-05-08 13:15:33;-57.28
2025-05-08 13:15:32;-95.28
2025-05-08 13:15:31;-59.53
2025-05-08 13:15:30;-6.53
2025-05-08 13:15:29;-75.78
2025-05-08 13:15:28;-57.28
2025-05-08 13:15:27;-80.78
2025-05-08 13:15:26;-28.28
2025-05-08 13:15:25;-84.78
2025-05-08 13:15:24;-75.28
2025-05-08 13:15:23;-20.03
2025-05-08 13:15:22;-84.78
2025-05-08 13:15:21;-25.53
2025-05-08 13:15:20;-35.78
2025-05-08 13:15:19;-28.53
2025-05-08 13:15:18;-48.03
2025-05-08 13:15:17;-41.28
2025-05-08 13:15:16;-99.28
2025-05-08 13:15:15;-25.53
2025-05-08 13:15:14;-46.78
2025-05-08 13:15:13;-45.03
2025-05-08 13:15:12;-56.78
2025-05-08 13:15:11;-99.28
2025-05-08 13:15:10;-37.78
2025-05-08 13:15:09;-11.53
2025-05-08 13:15:08;-92.53
2025-05-08 13:15:07;-13.78
2025-05-08 13:15:06;-70.78
2025-05-08 13:15:05;-4.28
2025-05-08 13:15:04;-35.53
2025-05-08 13:15:03;-75.78
2025-05-08 13:15:02;-18.28
2025-05-08 13:15:01;-90.28
2025-05-08 13:15:00;-16.03
2025-05-08 13:14:59;-4.28
2025-05-08 13:14:58;-78.03
2025-05-08 13:14:57;-73.03
2025-05-08 13:14:56;-98.78
2025-05-08 13:14:55;-84.78
2025-05-08 13:14:54;-23.28
2025-05-08 13:14:53;-13.78
2025-05-08 13:14:52;-80.28
2025-05-08 13:14:51;-61.28
2025-05-08 13:14:50;-42.28
2025-05-08 13:14:49;-16.03
2025-05-08 13:14:48;-64.78
2025-05-08 13:14:47;-62.53
2025-05-08 13:14:46;-6.78
2025-05-08 13:14:45;-78.78
2025-05-08 13:14:44;-94.28
2025-05-08 13:14:43;-89.28
2025-05-08 13:14:42;-6.03
2025-05-08 13:14:41;-65.78
2025-05-08 13:14:40;-72.53
2025-05-08 13:14:39;-20.53
2025-05-08 13:14:38;-94.28
2025-05-08 13:14:37;-8.28
2025-05-08 13:14:36;-46.78
2025-05-08 13:14:35;-6.03
2025-05-08 13:14:34;-22.78
2025-05-08 13:14:33;-72.03
2025-05-08 13:14:32;-88.28
2025-05-08 13:14:31;-81.03
2025-05-08 13:14:30;-43.03
2025-05-08 13:14:29;-14.53
2025-05-08 13:14:28;-81.53
2025-05-08 13:14:27;-69.28
2025-05-08 13:14:26;-89.28
2025-05-08 13:14:25;-62.53
2025-05-08 13:14:24;-63.03
2025-05-08 13:14:23;-0.53
2025-05-08 13:14:22;-41.28
2025-05-08 13:14:21;-65.28
2025-05-08 13:14:20;-17.28
2025-05-08 13:14:19;-65.28
2025-05-08 13:14:18;-24.53
2025-05-08 13:14:17;-56.53
2025-05-08 13:14:16;-18.03
2025-05-08 13:14:15;-26.28
2025-05-08 13:14:14;-80.03
2025-05-08 13:14:13;-19.53
2025-05-08 13:14:12;-60.28
2025-05-08 13:14:11;-86.53
