Fecha y Hora;CV-3022 - Válvula control temperatura salida X-302
2025-05-08 13:23:29;-49.58
2025-05-08 13:23:28;-85.33
2025-05-08 13:23:27;-75.83
2025-05-08 13:23:26;-68.58
2025-05-08 13:23:25;-99.33
2025-05-08 13:23:24;-68.58
2025-05-08 13:23:23;-23.33
2025-05-08 13:23:22;-80.33
2025-05-08 13:23:21;-16.08
2025-05-08 13:23:20;-61.83
2025-05-08 13:23:19;-89.83
2025-05-08 13:23:18;-56.33
2025-05-08 13:23:17;-44.58
2025-05-08 13:23:16;-80.33
2025-05-08 13:23:15;-20.58
2025-05-08 13:23:14;-75.33
2025-05-08 13:23:13;-11.08
2025-05-08 13:23:12;-31.83
2025-05-08 13:23:11;-1.08
2025-05-08 13:23:10;-27.58
2025-05-08 13:23:09;-86.58
2025-05-08 13:23:08;-98.33
2025-05-08 13:23:07;-29.08
2025-05-08 13:23:06;-25.08
2025-05-08 13:23:05;-72.58
2025-05-08 13:23:04;-70.33
2025-05-08 13:23:03;-46.33
2025-05-08 13:23:02;-79.83
2025-05-08 13:23:01;-34.58
2025-05-08 13:23:00;-20.08
2025-05-08 13:22:59;-70.33
2025-05-08 13:22:58;-60.83
2025-05-08 13:22:57;-27.33
2025-05-08 13:22:56;-1.08
2025-05-08 13:22:55;-63.08
2025-05-08 13:22:54;-63.08
2025-05-08 13:22:53;-31.83
2025-05-08 13:22:52;-65.33
2025-05-08 13:22:51;-10.58
2025-05-08 13:22:50;-58.08
2025-05-08 13:22:49;-17.83
2025-05-08 13:22:48;-17.83
2025-05-08 13:22:47;-46.33
2025-05-08 13:22:46;-1.08
2025-05-08 13:22:45;-50.83
2025-05-08 13:22:44;-74.83
2025-05-08 13:22:43;-12.83
2025-05-08 13:22:42;-55.83
2025-05-08 13:22:41;-18.58
2025-05-08 13:22:40;-43.08
2025-05-08 13:22:39;-82.83
2025-05-08 13:22:38;-15.08
2025-05-08 13:22:37;-74.33
2025-05-08 13:22:36;-34.08
2025-05-08 13:22:35;-43.58
2025-05-08 13:22:34;-91.08
2025-05-08 13:22:33;-0.58
2025-05-08 13:22:32;-29.58
2025-05-08 13:22:31;-62.58
2025-05-08 13:22:30;-14.08
2025-05-08 13:22:29;-17.33
2025-05-08 13:22:28;-50.83
2025-05-08 13:22:27;-88.83
2025-05-08 13:22:26;-74.33
2025-05-08 13:22:25;-26.83
2025-05-08 13:22:24;-81.58
2025-05-08 13:22:23;-81.58
2025-05-08 13:22:22;-40.83
2025-05-08 13:22:21;-7.83
2025-05-08 13:22:20;-79.33
2025-05-08 13:22:19;-45.83
2025-05-08 13:22:18;-38.08
2025-05-08 13:22:17;-30.83
2025-05-08 13:22:16;-73.33
2025-05-08 13:22:15;-63.33
2025-05-08 13:22:14;-47.58
2025-05-08 13:22:13;-14.58
2025-05-08 13:22:12;-16.33
2025-05-08 13:22:11;-83.33
2025-05-08 13:22:10;-31.33
2025-05-08 13:22:09;-3.58
2025-05-08 13:22:08;-58.33
2025-05-08 13:22:07;-23.08
2025-05-08 13:22:06;-92.83
2025-05-08 13:22:05;-69.33
2025-05-08 13:22:04;-97.83
2025-05-08 13:22:03;-59.83
2025-05-08 13:22:02;-7.33
2025-05-08 13:22:01;-95.08
2025-05-08 13:22:00;-92.83
2025-05-08 13:21:59;-68.83
2025-05-08 13:21:58;-64.33
2025-05-08 13:21:57;-69.33
2025-05-08 13:21:56;-54.83
2025-05-08 13:21:55;-28.58
2025-05-08 13:21:54;-47.58
2025-05-08 13:21:53;-11.83
2025-05-08 13:21:52;-40.83
2025-05-08 13:21:51;-78.33
2025-05-08 13:21:50;-64.33
2025-05-08 13:21:49;-92.83
2025-05-08 13:21:48;-42.58
2025-05-08 13:21:47;-78.33
2025-05-08 13:21:46;-73.83
2025-05-08 13:21:45;-9.58
2025-05-08 13:21:44;-59.33
2025-05-08 13:21:43;-4.58
2025-05-08 13:21:42;-16.33
2025-05-08 13:21:41;-78.33
2025-05-08 13:21:40;-11.83
2025-05-08 13:21:39;-90.08
2025-05-08 13:21:38;-43.83
2025-05-08 13:21:37;-38.83
2025-05-08 13:21:36;-8.08
2025-05-08 13:21:35;-30.83
2025-05-08 13:21:34;-49.33
2025-05-08 13:21:33;-49.33
2025-05-08 13:21:32;-56.58
2025-05-08 13:21:31;-42.58
2025-05-08 13:21:30;-28.08
2025-05-08 13:21:29;-39.83
2025-05-08 13:21:28;-13.58
2025-05-08 13:21:27;-84.08
2025-05-08 13:21:26;-43.33
2025-05-08 13:21:25;-98.58
2025-05-08 13:21:24;-98.58
2025-05-08 13:21:23;-10.33
2025-05-08 13:21:22;-23.08
2025-05-08 13:21:21;-25.33
2025-05-08 13:21:20;-11.83
2025-05-08 13:21:19;-15.83
2025-05-08 13:21:18;-61.08
2025-05-08 13:21:17;-61.08
2025-05-08 13:21:16;-72.83
2025-05-08 13:21:15;-10.83
2025-05-08 13:21:14;-72.83
2025-05-08 13:21:13;-61.08
2025-05-08 13:21:12;-29.83
2025-05-08 13:21:11;-20.33
2025-05-08 13:21:10;-6.33
2025-05-08 13:21:09;-63.33
2025-05-08 13:21:08;-84.58
2025-05-08 13:21:07;-32.08
2025-05-08 13:21:06;-60.08
2025-05-08 13:21:05;-16.58
2025-05-08 13:21:04;-14.33
2025-05-08 13:21:03;-1.33
2025-05-08 13:21:02;-17.58
2025-05-08 13:21:01;-70.08
2025-05-08 13:21:00;-51.08
2025-05-08 13:20:59;-77.83
2025-05-08 13:20:58;-96.33
2025-05-08 13:20:57;-67.83
2025-05-08 13:20:56;-56.08
2025-05-08 13:20:55;-89.08
2025-05-08 13:20:54;-0.83
2025-05-08 13:20:53;-72.33
2025-05-08 13:20:52;-50.58
2025-05-08 13:20:51;-84.58
2025-05-08 13:20:50;-41.58
2025-05-08 13:20:49;-41.58
2025-05-08 13:20:48;-60.58
2025-05-08 13:20:47;-79.58
2025-05-08 13:20:46;-91.33
2025-05-08 13:20:45;-17.58
2025-05-08 13:20:44;-3.08
2025-05-08 13:20:43;-72.33
2025-05-08 13:20:42;-41.08
2025-05-08 13:20:41;-65.08
2025-05-08 13:20:40;-29.33
2025-05-08 13:20:39;-10.33
2025-05-08 13:20:38;-55.58
2025-05-08 13:20:37;-62.83
2025-05-08 13:20:36;-38.83
2025-05-08 13:20:35;-95.58
2025-05-08 13:20:34;-48.08
2025-05-08 13:20:33;-88.33
2025-05-08 13:20:32;-42.33
2025-05-08 13:20:31;-1.58
2025-05-08 13:20:30;-95.83
2025-05-08 13:20:29;-81.33
2025-05-08 13:20:28;-62.33
2025-05-08 13:20:27;-5.33
2025-05-08 13:20:26;-57.83
2025-05-08 13:20:25;-7.58
2025-05-08 13:20:24;-81.33
2025-05-08 13:20:23;-79.08
2025-05-08 13:20:22;-36.08
2025-05-08 13:20:21;-45.58
2025-05-08 13:20:20;-12.58
2025-05-08 13:20:19;-24.33
2025-05-08 13:20:18;-76.33
2025-05-08 13:20:17;-21.58
2025-05-08 13:20:16;-60.08
2025-05-08 13:20:15;-7.58
2025-05-08 13:20:14;-9.83
2025-05-08 13:20:13;-28.83
2025-05-08 13:20:12;-81.33
2025-05-08 13:20:11;-19.33
2025-05-08 13:20:10;-93.08
2025-05-08 13:20:09;-7.58
2025-05-08 13:20:08;-2.58
2025-05-08 13:20:07;-61.83
2025-05-08 13:20:06;-66.83
2025-05-08 13:20:05;-74.08
2025-05-08 13:20:04;-57.33
2025-05-08 13:20:03;-60.33
2025-05-08 13:20:02;-37.33
2025-05-08 13:20:01;-5.58
2025-05-08 13:20:00;-47.33
2025-05-08 13:19:59;-61.83
2025-05-08 13:19:58;-7.08
2025-05-08 13:19:57;-78.58
2025-05-08 13:19:56;-18.83
2025-05-08 13:19:55;-69.08
2025-05-08 13:19:54;-80.83
2025-05-08 13:19:53;-97.58
2025-05-08 13:19:52;-4.83
2025-05-08 13:19:51;-47.33
2025-05-08 13:19:50;-90.33
2025-05-08 13:19:49;-87.58
2025-05-08 13:19:48;-42.33
2025-05-08 13:19:47;-30.58
2025-05-08 13:19:46;-64.08
2025-05-08 13:19:45;-35.58
2025-05-08 13:19:44;-49.58
2025-05-08 13:19:43;-87.08
2025-05-08 13:19:42;-88.83
2025-05-08 13:19:41;-1.08
2025-05-08 13:19:40;-46.83
2025-05-08 13:19:39;-58.58
2025-05-08 13:19:38;-9.33
2025-05-08 13:19:37;-44.58
2025-05-08 13:19:36;-8.83
2025-05-08 13:19:35;-94.83
2025-05-08 13:19:34;-32.83
2025-05-08 13:19:33;-4.33
2025-05-08 13:19:32;-2.83
2025-05-08 13:19:31;-81.58
2025-05-08 13:19:30;-74.33
2025-05-08 13:19:29;-65.83
2025-05-08 13:19:28;-51.83
2025-05-08 13:19:27;-30.08
2025-05-08 13:19:26;-3.83
2025-05-08 13:19:25;-1.58
2025-05-08 13:19:24;-70.83
2025-05-08 13:19:23;-2.08
2025-05-08 13:19:22;-51.83
2025-05-08 13:19:21;-58.58
2025-05-08 13:19:20;-42.33
2025-05-08 13:19:19;-99.33
2025-05-08 13:19:18;-39.58
2025-05-08 13:19:17;-84.83
2025-05-08 13:19:16;-80.33
2025-05-08 13:19:15;-3.83
2025-05-08 13:19:14;-53.58
2025-05-08 13:19:13;-87.08
2025-05-08 13:19:12;-56.33
2025-05-08 13:19:11;-63.08
2025-05-08 13:19:10;-65.83
2025-05-08 13:19:09;-22.83
2025-05-08 13:19:08;-17.83
2025-05-08 13:19:07;-15.58
2025-05-08 13:19:06;-87.08
2025-05-08 13:19:05;-18.33
2025-05-08 13:19:04;-84.83
2025-05-08 13:19:03;-46.83
2025-05-08 13:19:02;-60.33
2025-05-08 13:19:01;-34.58
2025-05-08 13:19:00;-37.58
2025-05-08 13:18:59;-88.33
2025-05-08 13:18:58;-56.58
2025-05-08 13:18:57;-32.33
2025-05-08 13:18:56;-63.08
2025-05-08 13:18:55;-46.33
2025-05-08 13:18:54;-10.58
2025-05-08 13:18:53;-22.33
2025-05-08 13:18:52;-34.58
2025-05-08 13:18:51;-19.58
2025-05-08 13:18:50;-62.08
2025-05-08 13:18:49;-86.08
2025-05-08 13:18:48;-72.08
2025-05-08 13:18:47;-95.58
2025-05-08 13:18:46;-17.33
2025-05-08 13:18:45;-58.08
2025-05-08 13:18:44;-84.33
2025-05-08 13:18:43;-34.08
2025-05-08 13:18:42;-72.08
2025-05-08 13:18:41;-7.83
2025-05-08 13:18:40;-62.58
2025-05-08 13:18:39;-15.08
2025-05-08 13:18:38;-82.08
2025-05-08 13:18:37;-10.08
2025-05-08 13:18:36;-86.58
2025-05-08 13:18:35;-64.83
2025-05-08 13:18:34;-29.58
2025-05-08 13:18:33;-45.83
2025-05-08 13:18:32;-62.58
2025-05-08 13:18:31;-86.58
2025-05-08 13:18:30;-12.33
2025-05-08 13:18:29;-10.08
2025-05-08 13:18:28;-27.58
2025-05-08 13:18:27;-34.83
2025-05-08 13:18:26;-95.58
2025-05-08 13:18:25;-79.33
2025-05-08 13:18:24;-59.83
2025-05-08 13:18:23;-98.33
2025-05-08 13:18:22;-2.83
2025-05-08 13:18:21;-0.08
2025-05-08 13:18:20;-67.08
2025-05-08 13:18:19;-74.33
2025-05-08 13:18:18;-83.83
2025-05-08 13:18:17;-48.08
2025-05-08 13:18:16;-88.33
2025-05-08 13:18:15;-40.83
2025-05-08 13:18:14;-12.33
2025-05-08 13:18:13;-24.08
2025-05-08 13:18:12;-43.08
2025-05-08 13:18:11;-78.83
2025-05-08 13:18:10;-81.08
2025-05-08 13:18:09;-59.83
2025-05-08 13:18:08;-12.33
2025-05-08 13:18:07;-57.08
2025-05-08 13:18:06;-40.83
2025-05-08 13:18:05;-40.83
2025-05-08 13:18:04;-38.08
2025-05-08 13:18:03;-43.08
2025-05-08 13:18:02;-2.33
2025-05-08 13:18:01;-97.83
2025-05-08 13:18:00;-9.58
2025-05-08 13:17:59;-87.33
2025-05-08 13:17:58;-75.58
2025-05-08 13:17:57;-55.08
2025-05-08 13:17:56;-79.08
2025-05-08 13:17:55;-22.08
2025-05-08 13:17:54;-33.08
2025-05-08 13:17:53;-49.83
2025-05-08 13:17:52;-11.83
2025-05-08 13:17:51;-23.58
2025-05-08 13:17:50;-71.08
2025-05-08 13:17:49;-25.83
2025-05-08 13:17:48;-37.58
2025-05-08 13:17:47;-54.33
2025-05-08 13:17:46;-35.33
2025-05-08 13:17:45;-59.33
2025-05-08 13:17:44;-68.83
2025-05-08 13:17:43;-97.33
2025-05-08 13:17:42;-14.08
2025-05-08 13:17:41;-35.33
2025-05-08 13:17:40;-52.08
2025-05-08 13:17:39;-9.08
2025-05-08 13:17:38;-92.33
2025-05-08 13:17:37;-63.83
2025-05-08 13:17:36;-87.83
2025-05-08 13:17:35;-28.08
2025-05-08 13:17:34;-92.33
2025-05-08 13:17:33;-58.83
2025-05-08 13:17:32;-6.83
2025-05-08 13:17:31;-34.83
2025-05-08 13:17:30;-11.33
2025-05-08 13:17:29;-75.58
2025-05-08 13:17:28;-32.58
2025-05-08 13:17:27;-20.83
2025-05-08 13:17:26;-75.58
2025-05-08 13:17:25;-38.83
2025-05-08 13:17:24;-43.33
2025-05-08 13:17:23;-41.08
2025-05-08 13:17:22;-32.58
2025-05-08 13:17:21;-44.33
2025-05-08 13:17:20;-23.08
2025-05-08 13:17:19;-80.08
2025-05-08 13:17:18;-42.08
2025-05-08 13:17:17;-99.08
2025-05-08 13:17:16;-22.58
2025-05-08 13:17:15;-96.83
2025-05-08 13:17:14;-13.08
2025-05-08 13:17:13;-72.33
2025-05-08 13:17:12;-53.83
2025-05-08 13:17:11;-58.83
2025-05-08 13:17:10;-8.58
2025-05-08 13:17:09;-44.33
2025-05-08 13:17:08;-29.83
2025-05-08 13:17:07;-27.08
2025-05-08 13:17:06;-67.33
2025-05-08 13:17:05;-41.08
2025-05-08 13:17:04;-86.33
2025-05-08 13:17:03;-58.33
2025-05-08 13:17:02;-91.83
2025-05-08 13:17:01;-32.08
2025-05-08 13:17:00;-32.08
2025-05-08 13:16:59;-39.33
2025-05-08 13:16:58;-89.08
2025-05-08 13:16:57;-15.33
2025-05-08 13:16:56;-79.58
2025-05-08 13:16:55;-3.58
2025-05-08 13:16:54;-56.83
2025-05-08 13:16:53;-35.58
2025-05-08 13:16:52;-78.08
2025-05-08 13:16:51;-19.83
2025-05-08 13:16:50;-65.08
2025-05-08 13:16:49;-31.58
2025-05-08 13:16:48;-84.08
2025-05-08 13:16:47;-58.33
2025-05-08 13:16:46;-5.83
2025-05-08 13:16:45;-55.58
2025-05-08 13:16:44;-41.08
2025-05-08 13:16:43;-70.08
2025-05-08 13:16:42;-62.83
2025-05-08 13:16:41;-53.33
2025-05-08 13:16:40;-29.33
2025-05-08 13:16:39;-65.08
2025-05-08 13:16:38;-24.33
2025-05-08 13:16:37;-38.83
2025-05-08 13:16:36;-14.83
2025-05-08 13:16:35;-9.83
2025-05-08 13:16:34;-0.83
2025-05-08 13:16:33;-67.33
2025-05-08 13:16:32;-19.83
2025-05-08 13:16:31;-38.83
2025-05-08 13:16:30;-10.33
2025-05-08 13:16:29;-46.08
2025-05-08 13:16:28;-41.08
2025-05-08 13:16:27;-48.33
2025-05-08 13:16:26;-14.83
2025-05-08 13:16:25;-31.58
2025-05-08 13:16:24;-41.08
2025-05-08 13:16:23;-12.58
2025-05-08 13:16:22;-4.33
2025-05-08 13:16:21;-70.33
2025-05-08 13:16:20;-97.58
2025-05-08 13:16:19;-26.58
2025-05-08 13:16:18;-24.33
2025-05-08 13:16:17;-66.83
2025-05-08 13:16:16;-31.08
2025-05-08 13:16:15;-82.58
2025-05-08 13:16:14;-54.08
2025-05-08 13:16:13;-84.83
2025-05-08 13:16:12;-2.08
2025-05-08 13:16:11;-23.83
2025-05-08 13:16:10;-23.83
2025-05-08 13:16:09;-85.83
2025-05-08 13:16:08;-28.83
2025-05-08 13:16:07;-57.33
2025-05-08 13:16:06;-93.08
2025-05-08 13:16:05;-40.58
2025-05-08 13:16:04;-23.83
2025-05-08 13:16:03;-16.58
2025-05-08 13:16:02;-59.58
2025-05-08 13:16:01;-54.58
2025-05-08 13:16:00;-83.08
2025-05-08 13:15:59;-9.83
2025-05-08 13:15:58;-12.08
2025-05-08 13:15:57;-4.83
2025-05-08 13:15:56;-50.08
2025-05-08 13:15:55;-33.33
2025-05-08 13:15:54;-28.33
2025-05-08 13:15:53;-88.08
2025-05-08 13:15:52;-83.08
2025-05-08 13:15:51;-44.08
2025-05-08 13:15:50;-36.83
2025-05-08 13:15:49;-39.08
2025-05-08 13:15:48;-47.33
2025-05-08 13:15:47;-94.83
2025-05-08 13:15:46;-75.83
2025-05-08 13:15:45;-85.33
2025-05-08 13:15:44;-28.33
2025-05-08 13:15:43;-99.33
2025-05-08 13:15:42;-97.08
2025-05-08 13:15:41;-75.83
2025-05-08 13:15:40;-30.58
2025-05-08 13:15:39;-6.58
2025-05-08 13:15:38;-40.08
2025-05-08 13:15:37;-44.58
2025-05-08 13:15:36;-6.58
2025-05-08 13:15:35;-44.58
2025-05-08 13:15:34;-83.08
2025-05-08 13:15:33;-83.08
2025-05-08 13:15:32;-4.33
2025-05-08 13:15:31;-11.58
2025-05-08 13:15:30;-87.58
2025-05-08 13:15:29;-78.08
2025-05-08 13:15:28;-87.58
2025-05-08 13:15:27;-89.83
2025-05-08 13:15:26;-23.33
2025-05-08 13:15:25;-32.83
2025-05-08 13:15:24;-68.58
2025-05-08 13:15:23;-91.58
2025-05-08 13:15:22;-53.58
2025-05-08 13:15:21;-93.83
2025-05-08 13:15:20;-46.33
2025-05-08 13:15:19;-31.83
2025-05-08 13:15:18;-92.83
2025-05-08 13:15:17;-52.58
2025-05-08 13:15:16;-17.83
2025-05-08 13:15:15;-34.58
2025-05-08 13:15:14;-49.08
2025-05-08 13:15:13;-84.83
2025-05-08 13:15:12;-17.83
2025-05-08 13:15:11;-74.83
2025-05-08 13:15:10;-77.58
2025-05-08 13:15:09;-63.08
2025-05-08 13:15:08;-25.08
2025-05-08 13:15:07;-3.83
2025-05-08 13:15:06;-68.08
2025-05-08 13:15:05;-68.08
2025-05-08 13:15:04;-17.83
2025-05-08 13:15:03;-82.08
2025-05-08 13:15:02;-96.58
2025-05-08 13:15:01;-46.83
2025-05-08 13:15:00;-22.83
2025-05-08 13:14:59;-15.58
2025-05-08 13:14:58;-8.33
2025-05-08 13:14:57;-51.33
2025-05-08 13:14:56;-25.08
2025-05-08 13:14:55;-39.08
2025-05-08 13:14:54;-20.08
2025-05-08 13:14:53;-8.33
2025-05-08 13:14:52;-17.83
2025-05-08 13:14:51;-10.58
2025-05-08 13:14:50;-65.33
2025-05-08 13:14:49;-36.83
2025-05-08 13:14:48;-71.58
2025-05-08 13:14:47;-4.08
2025-05-08 13:14:46;-42.58
2025-05-08 13:14:45;-60.33
2025-05-08 13:14:44;-79.33
2025-05-08 13:14:43;-22.33
2025-05-08 13:14:42;-67.58
2025-05-08 13:14:41;-44.08
2025-05-08 13:14:40;-36.33
2025-05-08 13:14:39;-15.08
2025-05-08 13:14:38;-12.83
2025-05-08 13:14:37;-50.83
2025-05-08 13:14:36;-17.33
2025-05-08 13:14:35;-3.33
