Fecha y Hora;KV-2010 - Válvula agua a M-201
2025-05-08 13:20:58;83880.00
2025-05-08 13:20:57;14630.00
2025-05-08 13:20:56;57630.00
2025-05-08 13:20:55;10130.00
2025-05-08 13:20:54;29130.00
2025-05-08 13:20:53;62630.00
2025-05-08 13:20:52;60380.00
2025-05-08 13:20:51;14630.00
2025-05-08 13:20:50;64880.00
2025-05-08 13:20:49;91130.00
2025-05-08 13:20:48;10130.00
2025-05-08 13:20:47;45880.00
2025-05-08 13:20:46;79380.00
2025-05-08 13:20:45;91130.00
2025-05-08 13:20:44;5630.00
2025-05-08 13:20:43;88880.00
2025-05-08 13:20:42;15130.00
2025-05-08 13:20:41;15130.00
2025-05-08 13:20:40;24630.00
2025-05-08 13:20:39;15130.00
2025-05-08 13:20:38;17380.00
2025-05-08 13:20:37;98380.00
2025-05-08 13:20:36;39130.00
2025-05-08 13:20:35;96130.00
2025-05-08 13:20:34;5880.00
2025-05-08 13:20:33;56630.00
2025-05-08 13:20:32;83130.00
2025-05-08 13:20:31;81380.00
2025-05-08 13:20:30;1130.00
2025-05-08 13:20:29;82130.00
2025-05-08 13:20:28;36880.00
2025-05-08 13:20:27;17880.00
2025-05-08 13:20:26;74880.00
2025-05-08 13:20:25;34630.00
2025-05-08 13:20:24;70380.00
2025-05-08 13:20:23;39630.00
2025-05-08 13:20:22;25130.00
2025-05-08 13:20:21;63130.00
2025-05-08 13:20:20;84380.00
2025-05-08 13:20:19;65380.00
2025-05-08 13:20:18;3880.00
2025-05-08 13:20:17;13380.00
2025-05-08 13:20:16;84880.00
2025-05-08 13:20:15;91630.00
2025-05-08 13:20:14;13380.00
2025-05-08 13:20:13;15630.00
2025-05-08 13:20:12;79880.00
2025-05-08 13:20:11;87130.00
2025-05-08 13:20:10;94380.00
2025-05-08 13:20:09;89380.00
2025-05-08 13:20:08;77630.00
2025-05-08 13:20:07;27880.00
2025-05-08 13:20:06;49130.00
2025-05-08 13:20:05;32380.00
2025-05-08 13:20:04;58630.00
2025-05-08 13:20:03;82630.00
2025-05-08 13:20:02;23880.00
2025-05-08 13:20:01;57880.00
2025-05-08 13:20:00;63630.00
2025-05-08 13:19:59;54130.00
2025-05-08 13:19:58;89880.00
2025-05-08 13:19:57;75880.00
2025-05-08 13:19:56;44630.00
2025-05-08 13:19:55;8880.00
2025-05-08 13:19:54;56380.00
2025-05-08 13:19:53;89880.00
2025-05-08 13:19:52;82630.00
2025-05-08 13:19:51;8880.00
2025-05-08 13:19:50;61380.00
2025-05-08 13:19:49;49630.00
2025-05-08 13:19:48;40130.00
2025-05-08 13:19:47;4380.00
2025-05-08 13:19:46;23380.00
2025-05-08 13:19:45;97130.00
2025-05-08 13:19:44;94880.00
2025-05-08 13:19:43;21130.00
2025-05-08 13:19:42;10380.00
2025-05-08 13:19:41;24380.00
2025-05-08 13:19:40;66880.00
2025-05-08 13:19:39;74130.00
2025-05-08 13:19:38;51880.00
2025-05-08 13:19:37;16630.00
2025-05-08 13:19:36;16630.00
2025-05-08 13:19:35;2130.00
2025-05-08 13:19:34;37880.00
2025-05-08 13:19:33;66880.00
2025-05-08 13:19:32;11630.00
2025-05-08 13:19:31;17630.00
2025-05-08 13:19:30;89130.00
2025-05-08 13:19:29;17130.00
2025-05-08 13:19:28;26130.00
2025-05-08 13:19:27;97630.00
2025-05-08 13:19:26;69130.00
2025-05-08 13:19:25;50130.00
2025-05-08 13:19:24;54630.00
2025-05-08 13:19:23;68630.00
2025-05-08 13:19:22;2130.00
2025-05-08 13:19:21;2630.00
2025-05-08 13:19:20;64130.00
2025-05-08 13:19:19;90380.00
2025-05-08 13:19:18;12130.00
2025-05-08 13:19:17;21630.00
2025-05-08 13:19:16;97630.00
2025-05-08 13:19:15;33880.00
2025-05-08 13:19:14;12130.00
2025-05-08 13:19:13;66880.00
2025-05-08 13:19:12;23880.00
2025-05-08 13:19:11;93130.00
2025-05-08 13:19:10;59630.00
2025-05-08 13:19:09;28880.00
2025-05-08 13:19:08;19880.00
2025-05-08 13:19:07;81380.00
2025-05-08 13:19:06;76380.00
2025-05-08 13:19:05;59630.00
2025-05-08 13:19:04;93130.00
2025-05-08 13:19:03;59630.00
2025-05-08 13:19:02;880.00
2025-05-08 13:19:01;380.00
2025-05-08 13:19:00;52880.00
2025-05-08 13:18:59;46630.00
2025-05-08 13:18:58;95130.00
2025-05-08 13:18:57;45630.00
2025-05-08 13:18:56;86380.00
2025-05-08 13:18:55;86380.00
2025-05-08 13:18:54;95880.00
2025-05-08 13:18:53;76880.00
2025-05-08 13:18:52;91380.00
2025-05-08 13:18:51;52880.00
2025-05-08 13:18:50;18130.00
2025-05-08 13:18:49;84630.00
2025-05-08 13:18:48;62880.00
2025-05-08 13:18:47;94130.00
2025-05-08 13:18:46;53380.00
2025-05-08 13:18:45;48380.00
2025-05-08 13:18:44;65130.00
2025-05-08 13:18:43;55630.00
2025-05-08 13:18:42;70130.00
2025-05-08 13:18:41;41630.00
2025-05-08 13:18:40;36630.00
2025-05-08 13:18:39;5380.00
2025-05-08 13:18:38;41130.00
2025-05-08 13:18:37;79630.00
2025-05-08 13:18:36;29380.00
2025-05-08 13:18:35;34380.00
2025-05-08 13:18:34;31630.00
2025-05-08 13:18:33;70130.00
2025-05-08 13:18:32;70130.00
2025-05-08 13:18:31;36630.00
2025-05-08 13:18:30;96380.00
2025-05-08 13:18:29;77380.00
2025-05-08 13:18:28;45380.00
2025-05-08 13:18:27;64880.00
2025-05-08 13:18:26;65630.00
2025-05-08 13:18:25;43880.00
2025-05-08 13:18:24;86880.00
2025-05-08 13:18:23;8130.00
2025-05-08 13:18:22;75130.00
2025-05-08 13:18:21;70630.00
2025-05-08 13:18:20;58380.00
2025-05-08 13:18:19;41630.00
2025-05-08 13:18:18;22630.00
2025-05-08 13:18:17;77380.00
2025-05-08 13:18:16;46630.00
2025-05-08 13:18:15;94130.00
2025-05-08 13:18:14;67880.00
2025-05-08 13:18:13;20380.00
2025-05-08 13:18:12;34880.00
2025-05-08 13:18:11;18130.00
2025-05-08 13:18:10;34880.00
2025-05-08 13:18:09;63380.00
2025-05-08 13:18:08;84630.00
2025-05-08 13:18:07;13630.00
2025-05-08 13:18:06;22630.00
2025-05-08 13:18:05;8630.00
2025-05-08 13:18:04;42130.00
2025-05-08 13:18:03;15880.00
2025-05-08 13:18:02;77880.00
2025-05-08 13:18:01;27630.00
2025-05-08 13:18:00;6380.00
2025-05-08 13:17:59;49380.00
2025-05-08 13:17:58;59380.00
2025-05-08 13:17:57;66630.00
2025-05-08 13:17:56;72630.00
2025-05-08 13:17:55;91630.00
2025-05-08 13:17:54;49880.00
2025-05-08 13:17:53;28130.00
2025-05-08 13:17:52;4130.00
2025-05-08 13:17:51;73380.00
2025-05-08 13:17:50;54380.00
2025-05-08 13:17:49;54380.00
2025-05-08 13:17:48;61630.00
2025-05-08 13:17:47;97380.00
2025-05-08 13:17:46;92880.00
2025-05-08 13:17:45;47130.00
2025-05-08 13:17:44;20880.00
2025-05-08 13:17:43;16380.00
2025-05-08 13:17:42;20880.00
2025-05-08 13:17:41;16380.00
2025-05-08 13:17:40;80630.00
2025-05-08 13:17:39;87880.00
2025-05-08 13:17:38;87880.00
2025-05-08 13:17:37;16380.00
2025-05-08 13:17:36;82880.00
2025-05-08 13:17:35;14130.00
2025-05-08 13:17:34;6880.00
2025-05-08 13:17:33;66630.00
2025-05-08 13:17:32;44880.00
2025-05-08 13:17:31;31380.00
2025-05-08 13:17:30;59380.00
2025-05-08 13:17:29;57130.00
2025-05-08 13:17:28;52130.00
2025-05-08 13:17:27;95130.00
2025-05-08 13:17:26;87880.00
2025-05-08 13:17:25;83380.00
2025-05-08 13:17:24;25130.00
2025-05-08 13:17:23;93880.00
2025-05-08 13:17:22;40880.00
2025-05-08 13:17:21;35880.00
2025-05-08 13:17:20;130.00
2025-05-08 13:17:19;81130.00
2025-05-08 13:17:18;73880.00
2025-05-08 13:17:17;97880.00
2025-05-08 13:17:16;40880.00
2025-05-08 13:17:15;90630.00
2025-05-08 13:17:14;35880.00
2025-05-08 13:17:13;45880.00
2025-05-08 13:17:12;69380.00
2025-05-08 13:17:11;130.00
2025-05-08 13:17:10;69380.00
2025-05-08 13:17:09;19630.00
2025-05-08 13:17:08;95630.00
2025-05-08 13:17:07;24130.00
2025-05-08 13:17:06;77630.00
2025-05-08 13:17:05;15630.00
2025-05-08 13:17:04;84380.00
2025-05-08 13:17:03;12380.00
2025-05-08 13:17:02;97880.00
2025-05-08 13:17:01;93380.00
2025-05-08 13:17:00;93380.00
2025-05-08 13:16:59;55380.00
2025-05-08 13:16:58;29630.00
2025-05-08 13:16:57;17380.00
2025-05-08 13:16:56;26880.00
2025-05-08 13:16:55;76630.00
2025-05-08 13:16:54;50880.00
2025-05-08 13:16:53;82630.00
2025-05-08 13:16:52;11630.00
2025-05-08 13:16:51;8380.00
2025-05-08 13:16:50;55380.00
2025-05-08 13:16:49;58130.00
2025-05-08 13:16:48;6130.00
2025-05-08 13:16:47;12380.00
2025-05-08 13:16:46;55380.00
2025-05-08 13:16:45;34130.00
2025-05-08 13:16:44;91630.00
2025-05-08 13:16:43;43630.00
2025-05-08 13:16:42;72130.00
2025-05-08 13:16:41;79380.00
2025-05-08 13:16:40;60380.00
2025-05-08 13:16:39;50880.00
2025-05-08 13:16:38;93880.00
2025-05-08 13:16:37;93880.00
2025-05-08 13:16:36;46380.00
2025-05-08 13:16:35;53630.00
2025-05-08 13:16:34;15130.00
2025-05-08 13:16:33;22380.00
2025-05-08 13:16:32;39130.00
2025-05-08 13:16:31;67630.00
2025-05-08 13:16:30;53130.00
2025-05-08 13:16:29;69880.00
2025-05-08 13:16:28;93880.00
2025-05-08 13:16:27;22380.00
2025-05-08 13:16:26;29630.00
2025-05-08 13:16:25;31880.00
2025-05-08 13:16:24;65380.00
2025-05-08 13:16:23;12880.00
2025-05-08 13:16:22;5630.00
2025-05-08 13:16:21;90880.00
2025-05-08 13:16:20;25630.00
2025-05-08 13:16:19;63130.00
2025-05-08 13:16:18;34630.00
2025-05-08 13:16:17;30130.00
2025-05-08 13:16:16;3880.00
2025-05-08 13:16:15;8880.00
2025-05-08 13:16:14;90380.00
2025-05-08 13:16:13;14380.00
2025-05-08 13:16:12;59130.00
2025-05-08 13:16:11;99380.00
2025-05-08 13:16:10;92130.00
2025-05-08 13:16:09;11130.00
2025-05-08 13:16:08;25130.00
2025-05-08 13:16:07;13380.00
2025-05-08 13:16:06;87130.00
2025-05-08 13:16:05;20630.00
2025-05-08 13:16:04;1630.00
2025-05-08 13:16:03;16130.00
2025-05-08 13:16:02;73130.00
2025-05-08 13:16:01;44630.00
2025-05-08 13:16:00;89880.00
2025-05-08 13:15:59;51380.00
2025-05-08 13:15:58;3880.00
2025-05-08 13:15:57;58630.00
2025-05-08 13:15:56;46880.00
2025-05-08 13:15:55;18380.00
2025-05-08 13:15:54;4380.00
2025-05-08 13:15:53;89880.00
2025-05-08 13:15:52;99380.00
2025-05-08 13:15:51;20630.00
2025-05-08 13:15:50;14880.00
2025-05-08 13:15:49;93630.00
2025-05-08 13:15:48;40130.00
2025-05-08 13:15:47;21130.00
2025-05-08 13:15:46;13880.00
2025-05-08 13:15:45;37880.00
2025-05-08 13:15:44;59130.00
2025-05-08 13:15:43;4380.00
2025-05-08 13:15:42;45130.00
2025-05-08 13:15:41;4380.00
2025-05-08 13:15:40;2130.00
2025-05-08 13:15:39;26130.00
2025-05-08 13:15:38;52380.00
2025-05-08 13:15:37;61880.00
2025-05-08 13:15:36;11630.00
2025-05-08 13:15:35;9380.00
2025-05-08 13:15:34;59130.00
2025-05-08 13:15:33;40130.00
2025-05-08 13:15:32;99880.00
2025-05-08 13:15:31;59130.00
2025-05-08 13:15:30;40130.00
2025-05-08 13:15:29;2130.00
2025-05-08 13:15:28;47380.00
2025-05-08 13:15:27;54630.00
2025-05-08 13:15:26;83130.00
2025-05-08 13:15:25;99880.00
2025-05-08 13:15:24;37880.00
2025-05-08 13:15:23;92630.00
2025-05-08 13:15:22;55630.00
2025-05-08 13:15:21;24380.00
2025-05-08 13:15:20;52880.00
2025-05-08 13:15:19;97630.00
2025-05-08 13:15:18;51630.00
2025-05-08 13:15:17;25380.00
2025-05-08 13:15:16;55130.00
2025-05-08 13:15:15;71880.00
2025-05-08 13:15:14;95380.00
2025-05-08 13:15:13;66880.00
2025-05-08 13:15:12;64630.00
2025-05-08 13:15:11;9880.00
2025-05-08 13:15:10;55130.00
2025-05-08 13:15:09;98130.00
2025-05-08 13:15:08;47880.00
2025-05-08 13:15:07;28880.00
2025-05-08 13:15:06;38380.00
2025-05-08 13:15:05;47880.00
2025-05-08 13:15:04;36130.00
2025-05-08 13:15:03;46130.00
2025-05-08 13:15:02;40630.00
2025-05-08 13:15:01;21630.00
2025-05-08 13:15:00;74130.00
2025-05-08 13:14:59;71880.00
2025-05-08 13:14:58;9880.00
2025-05-08 13:14:57;19380.00
2025-05-08 13:14:56;7630.00
2025-05-08 13:14:55;57880.00
2025-05-08 13:14:54;50630.00
2025-05-08 13:14:53;7630.00
2025-05-08 13:14:52;60130.00
