Fecha y Hora;LIC-2011 - Nivel mezclador M-201
2025-05-08 13:22:48;-96.58
2025-05-08 13:22:47;-5.58
2025-05-08 13:22:46;-77.08
2025-05-08 13:22:45;-64.83
2025-05-08 13:22:44;-3.33
2025-05-08 13:22:43;-53.58
2025-05-08 13:22:42;-96.58
2025-05-08 13:22:41;-68.33
2025-05-08 13:22:40;-73.83
2025-05-08 13:22:39;-32.58
2025-05-08 13:22:38;-55.83
2025-05-08 13:22:37;-0.58
2025-05-08 13:22:36;-17.33
2025-05-08 13:22:35;-62.58
2025-05-08 13:22:34;-53.08
2025-05-08 13:22:33;-98.33
2025-05-08 13:22:32;-70.33
2025-05-08 13:22:31;-74.33
2025-05-08 13:22:30;-97.33
2025-05-08 13:22:29;-67.58
2025-05-08 13:22:28;-2.83
2025-05-08 13:22:27;-19.58
2025-05-08 13:22:26;-81.58
2025-05-08 13:22:25;-19.58
2025-05-08 13:22:24;-34.08
2025-05-08 13:22:23;-55.33
2025-05-08 13:22:22;-24.08
2025-05-08 13:22:21;-81.58
2025-05-08 13:22:20;-31.83
2025-05-08 13:22:19;-97.33
2025-05-08 13:22:18;-85.58
2025-05-08 13:22:17;-61.58
2025-05-08 13:22:16;-78.33
2025-05-08 13:22:15;-25.33
2025-05-08 13:22:14;-88.33
2025-05-08 13:22:13;-71.58
2025-05-08 13:22:12;-68.83
2025-05-08 13:22:11;-49.83
2025-05-08 13:22:10;-20.33
2025-05-08 13:22:09;-15.33
2025-05-08 13:22:08;-79.58
2025-05-08 13:22:07;-9.08
2025-05-08 13:22:06;-11.83
2025-05-08 13:22:05;-54.83
2025-05-08 13:22:04;-5.08
2025-05-08 13:22:03;-88.33
2025-05-08 13:22:02;-93.33
2025-05-08 13:22:01;-78.33
2025-05-08 13:22:00;-42.58
2025-05-08 13:21:59;-64.33
2025-05-08 13:21:58;-85.58
2025-05-08 13:21:57;-83.33
2025-05-08 13:21:56;-66.58
2025-05-08 13:21:55;-59.83
2025-05-08 13:21:54;-57.08
2025-05-08 13:21:53;-73.83
2025-05-08 13:21:52;-59.83
2025-05-08 13:21:51;-52.08
2025-05-08 13:21:50;-40.33
2025-05-08 13:21:49;-78.33
2025-05-08 13:21:48;-71.08
2025-05-08 13:21:47;-47.58
2025-05-08 13:21:46;-83.33
2025-05-08 13:21:45;-73.83
2025-05-08 13:21:44;-19.08
2025-05-08 13:21:43;-40.33
2025-05-08 13:21:42;-95.08
2025-05-08 13:21:41;-64.33
2025-05-08 13:21:40;-64.33
2025-05-08 13:21:39;-58.83
2025-05-08 13:21:38;-24.83
2025-05-08 13:21:37;-31.58
2025-05-08 13:21:36;-17.58
2025-05-08 13:21:35;-95.08
2025-05-08 13:21:34;-72.83
2025-05-08 13:21:33;-51.58
2025-05-08 13:21:32;-58.83
2025-05-08 13:21:31;-47.58
2025-05-08 13:21:30;-20.83
2025-05-08 13:21:29;-96.83
2025-05-08 13:21:28;-13.58
2025-05-08 13:21:27;-19.83
2025-05-08 13:21:26;-43.33
2025-05-08 13:21:25;-31.58
2025-05-08 13:21:24;-36.58
2025-05-08 13:21:23;-70.08
2025-05-08 13:21:22;-37.58
2025-05-08 13:21:21;-94.58
2025-05-08 13:21:20;-25.83
2025-05-08 13:21:19;-66.08
2025-05-08 13:21:18;-99.08
2025-05-08 13:21:17;-44.33
2025-05-08 13:21:16;-77.33
2025-05-08 13:21:15;-48.83
2025-05-08 13:21:14;-63.33
2025-05-08 13:21:13;-20.83
2025-05-08 13:21:12;-86.83
2025-05-08 13:21:11;-13.08
2025-05-08 13:21:10;-10.83
2025-05-08 13:21:09;-89.58
2025-05-08 13:21:08;-89.08
2025-05-08 13:21:07;-95.33
2025-05-08 13:21:06;-17.08
2025-05-08 13:21:05;-76.33
2025-05-08 13:21:04;-61.83
2025-05-08 13:21:03;-8.58
2025-05-08 13:21:02;-98.58
2025-05-08 13:21:01;-17.58
2025-05-08 13:21:00;-56.08
2025-05-08 13:20:59;-82.33
2025-05-08 13:20:58;-82.33
2025-05-08 13:20:57;-72.33
2025-05-08 13:20:56;-51.08
2025-05-08 13:20:55;-91.33
2025-05-08 13:20:54;-41.58
2025-05-08 13:20:53;-19.83
2025-05-08 13:20:52;-10.33
2025-05-08 13:20:51;-32.08
2025-05-08 13:20:50;-37.08
2025-05-08 13:20:49;-46.08
2025-05-08 13:20:48;-43.83
2025-05-08 13:20:47;-27.08
2025-05-08 13:20:46;-36.58
2025-05-08 13:20:45;-38.83
2025-05-08 13:20:44;-67.33
2025-05-08 13:20:43;-77.33
2025-05-08 13:20:42;-36.58
2025-05-08 13:20:41;-91.33
2025-05-08 13:20:40;-95.83
2025-05-08 13:20:39;-12.58
2025-05-08 13:20:38;-70.08
2025-05-08 13:20:37;-91.33
2025-05-08 13:20:36;-10.33
2025-05-08 13:20:35;64.17
2025-05-08 13:20:34;37.42
2025-05-08 13:20:33;16.67
2025-05-08 13:20:32;-51.83
2025-05-08 13:20:31;48.67
2025-05-08 13:20:30;-90.83
2025-05-08 13:20:29;-83.58
2025-05-08 13:20:28;-64.58
2025-05-08 13:20:27;-52.83
2025-05-08 13:20:26;-50.58
2025-05-08 13:20:25;-79.08
2025-05-08 13:20:24;-62.33
2025-05-08 13:20:23;-93.08
2025-05-08 13:20:22;-38.33
2025-05-08 13:20:21;-60.08
2025-05-08 13:20:20;-93.58
2025-05-08 13:20:19;-48.33
2025-05-08 13:20:18;-57.33
2025-05-08 13:20:17;-57.33
2025-05-08 13:20:16;-19.33
2025-05-08 13:20:15;-55.08
2025-05-08 13:20:14;-47.83
2025-05-08 13:20:13;-43.33
2025-05-08 13:20:12;-95.83
2025-05-08 13:20:11;-66.83
2025-05-08 13:20:10;-76.33
2025-05-08 13:20:09;-83.58
2025-05-08 13:20:08;-93.08
2025-05-08 13:20:07;-12.08
2025-05-08 13:20:06;-17.08
2025-05-08 13:20:05;-95.33
2025-05-08 13:20:04;-50.08
2025-05-08 13:20:03;53.67
2025-05-08 13:20:02;-32.83
2025-05-08 13:20:01;27.92
2025-05-08 13:20:00;-42.83
2025-05-08 13:19:59;-42.83
2025-05-08 13:19:58;-4.83
2025-05-08 13:19:57;-2.08
2025-05-08 13:19:56;-66.33
2025-05-08 13:19:55;-61.83
2025-05-08 13:19:54;-18.83
2025-05-08 13:19:53;-35.58
2025-05-08 13:19:52;-9.83
2025-05-08 13:19:51;-42.83
2025-05-08 13:19:50;-50.08
2025-05-08 13:19:49;-35.08
2025-05-08 13:19:48;-80.33
2025-05-08 13:19:47;-80.83
2025-05-08 13:19:46;-47.33
2025-05-08 13:19:45;-11.58
2025-05-08 13:19:44;27.42
2025-05-08 13:19:43;63.17
2025-05-08 13:19:42;84.92
2025-05-08 13:19:41;84.42
2025-05-08 13:19:40;69.92
2025-05-08 13:19:39;46.42
2025-05-08 13:19:38;-40.08
2025-05-08 13:19:37;36.42
2025-05-08 13:19:36;86.67
2025-05-08 13:19:35;-97.08
2025-05-08 13:19:34;-59.08
2025-05-08 13:19:33;-89.83
2025-05-08 13:19:32;25.67
2025-05-08 13:19:31;92.17
2025-05-08 13:19:30;65.92
2025-05-08 13:19:29;84.42
2025-05-08 13:19:28;17.42
2025-05-08 13:19:27;67.67
2025-05-08 13:19:26;1.17
2025-05-08 13:19:25;60.42
2025-05-08 13:19:24;-42.33
2025-05-08 13:19:23;-49.58
2025-05-08 13:19:22;-80.33
2025-05-08 13:19:21;93.92
2025-05-08 13:19:20;-68.58
2025-05-08 13:19:19;7.92
2025-05-08 13:19:18;44.17
2025-05-08 13:19:17;55.42
2025-05-08 13:19:16;-61.33
2025-05-08 13:19:15;20.17
2025-05-08 13:19:14;98.92
2025-05-08 13:19:13;43.67
2025-05-08 13:19:12;22.42
2025-05-08 13:19:11;96.17
2025-05-08 13:19:10;88.92
2025-05-08 13:19:09;55.92
2025-05-08 13:19:08;41.92
2025-05-08 13:19:07;77.17
2025-05-08 13:19:06;74.92
2025-05-08 13:19:05;43.67
2025-05-08 13:19:04;43.67
2025-05-08 13:19:03;69.92
2025-05-08 13:19:02;1.67
2025-05-08 13:19:01;60.42
2025-05-08 13:19:00;81.42
2025-05-08 13:18:59;4.42
2025-05-08 13:18:58;83.67
2025-05-08 13:18:57;29.67
2025-05-08 13:18:56;60.92
2025-05-08 13:18:55;91.67
2025-05-08 13:18:54;68.17
2025-05-08 13:18:53;58.67
2025-05-08 13:18:52;13.92
2025-05-08 13:18:51;65.92
2025-05-08 13:18:50;87.67
2025-05-08 13:18:49;73.17
2025-05-08 13:18:48;54.17
2025-05-08 13:18:47;71.42
2025-05-08 13:18:46;63.67
2025-05-08 13:18:45;13.42
2025-05-08 13:18:44;30.17
2025-05-08 13:18:43;70.42
2025-05-08 13:18:42;44.67
2025-05-08 13:18:41;3.92
2025-05-08 13:18:40;20.67
2025-05-08 13:18:39;56.42
2025-05-08 13:18:38;91.67
2025-05-08 13:18:37;97.17
2025-05-08 13:18:36;18.42
2025-05-08 13:18:35;87.67
2025-05-08 13:18:34;6.17
2025-05-08 13:18:33;94.42
2025-05-08 13:18:32;6.67
2025-05-08 13:18:31;30.17
2025-05-08 13:18:30;4.42
2025-05-08 13:18:29;12.67
2025-05-08 13:18:28;65.17
2025-05-08 13:18:27;79.67
2025-05-08 13:18:26;51.92
2025-05-08 13:18:25;92.17
2025-05-08 13:18:24;47.42
2025-05-08 13:18:23;32.42
2025-05-08 13:18:22;68.67
2025-05-08 13:18:21;80.92
2025-05-08 13:18:20;37.42
2025-05-08 13:18:19;84.92
2025-05-08 13:18:18;32.92
2025-05-08 13:18:17;78.17
2025-05-08 13:18:16;49.67
2025-05-08 13:18:15;99.42
2025-05-08 13:18:14;73.17
2025-05-08 13:18:13;64.17
2025-05-08 13:18:12;18.92
2025-05-08 13:18:11;71.42
2025-05-08 13:18:10;90.42
2025-05-08 13:18:09;54.67
2025-05-08 13:18:08;92.17
2025-05-08 13:18:07;93.17
2025-05-08 13:18:06;92.67
2025-05-08 13:18:05;40.17
2025-05-08 13:18:04;42.92
2025-05-08 13:18:03;73.67
2025-05-08 13:18:02;69.17
2025-05-08 13:18:01;83.17
2025-05-08 13:18:00;3.17
2025-05-08 13:17:59;84.17
2025-05-08 13:17:58;43.92
2025-05-08 13:17:57;95.17
2025-05-08 13:17:56;15.92
2025-05-08 13:17:55;58.92
2025-05-08 13:17:54;90.92
2025-05-08 13:17:53;88.17
2025-05-08 13:17:52;66.92
2025-05-08 13:17:51;71.42
2025-05-08 13:17:50;12.17
2025-05-08 13:17:49;81.42
2025-05-08 13:17:48;66.92
2025-05-08 13:17:47;41.17
2025-05-08 13:17:46;69.67
2025-05-08 13:17:45;57.42
2025-05-08 13:17:44;71.92
2025-05-08 13:17:43;55.17
2025-05-08 13:17:42;57.42
2025-05-08 13:17:41;81.42
2025-05-08 13:17:40;31.17
2025-05-08 13:17:39;40.67
2025-05-08 13:17:38;24.42
2025-05-08 13:17:37;55.17
2025-05-08 13:17:36;26.17
2025-05-08 13:17:35;33.92
2025-05-08 13:17:34;55.17
2025-05-08 13:17:33;67.42
2025-05-08 13:17:32;62.42
2025-05-08 13:17:31;70.17
2025-05-08 13:17:30;50.67
2025-05-08 13:17:29;95.92
2025-05-08 13:17:28;72.42
2025-05-08 13:17:27;19.42
2025-05-08 13:17:26;52.17
2025-05-08 13:17:25;11.42
2025-05-08 13:17:24;63.92
2025-05-08 13:17:23;42.17
2025-05-08 13:17:22;17.67
2025-05-08 13:17:21;36.67
2025-05-08 13:17:20;48.42
2025-05-08 13:17:19;14.92
2025-05-08 13:17:18;52.92
2025-05-08 13:17:17;62.92
2025-05-08 13:17:16;39.42
2025-05-08 13:17:15;84.17
2025-05-08 13:17:14;72.42
2025-05-08 13:17:13;75.17
2025-05-08 13:17:12;8.17
2025-05-08 13:17:11;12.67
2025-05-08 13:17:10;53.42
2025-05-08 13:17:09;60.67
2025-05-08 13:17:08;56.67
2025-05-08 13:17:07;4.17
2025-05-08 13:17:06;73.42
2025-05-08 13:17:05;97.42
2025-05-08 13:17:04;63.92
2025-05-08 13:17:03;58.42
2025-05-08 13:17:02;15.42
2025-05-08 13:17:01;75.17
2025-05-08 13:17:00;75.17
2025-05-08 13:16:59;65.67
2025-05-08 13:16:58;70.67
2025-05-08 13:16:57;22.67
2025-05-08 13:16:56;15.42
2025-05-08 13:16:55;13.17
2025-05-08 13:16:54;71.67
2025-05-08 13:16:53;11.92
2025-05-08 13:16:52;52.67
2025-05-08 13:16:51;66.17
2025-05-08 13:16:50;20.42
2025-05-08 13:16:49;51.67
2025-05-08 13:16:48;56.67
2025-05-08 13:16:47;22.67
2025-05-08 13:16:46;51.67
2025-05-08 13:16:45;18.17
2025-05-08 13:16:44;96.92
2025-05-08 13:16:43;99.17
2025-05-08 13:16:42;99.17
2025-05-08 13:16:41;8.67
2025-05-08 13:16:40;99.17
2025-05-08 13:16:39;6.42
2025-05-08 13:16:38;68.42
2025-05-08 13:16:37;1.42
2025-05-08 13:16:36;58.92
2025-05-08 13:16:35;90.17
2025-05-08 13:16:34;13.17
2025-05-08 13:16:33;75.67
2025-05-08 13:16:32;15.92
2025-05-08 13:16:31;39.92
2025-05-08 13:16:30;32.67
2025-05-08 13:16:29;42.17
2025-05-08 13:16:28;70.67
2025-05-08 13:16:27;56.17
2025-05-08 13:16:26;1.92
2025-05-08 13:16:25;20.92
2025-05-08 13:16:24;72.92
2025-05-08 13:16:23;62.67
2025-05-08 13:16:22;54.92
2025-05-08 13:16:21;88.92
2025-05-08 13:16:20;19.17
2025-05-08 13:16:19;47.17
2025-05-08 13:16:18;99.67
2025-05-08 13:16:17;59.42
2025-05-08 13:16:16;29.17
2025-05-08 13:16:15;21.92
2025-05-08 13:16:14;86.17
2025-05-08 13:16:13;48.67
2025-05-08 13:16:12;67.17
2025-05-08 13:16:11;73.92
2025-05-08 13:16:10;35.42
2025-05-08 13:16:09;47.67
2025-05-08 13:16:08;87.92
2025-05-08 13:16:07;78.42
2025-05-08 13:16:06;23.67
2025-05-08 13:16:05;73.42
2025-05-08 13:16:04;16.42
2025-05-08 13:16:03;45.42
2025-05-08 13:16:02;45.42
2025-05-08 13:16:01;97.92
2025-05-08 13:16:00;86.17
2025-05-08 13:15:59;61.67
2025-05-08 13:15:58;92.92
2025-05-08 13:15:57;5.17
2025-05-08 13:15:56;38.17
2025-05-08 13:15:55;31.42
2025-05-08 13:15:54;40.92
2025-05-08 13:15:53;78.92
2025-05-08 13:15:52;33.67
2025-05-08 13:15:51;96.17
2025-05-08 13:15:50;58.17
2025-05-08 13:15:49;1.17
2025-05-08 13:15:48;24.17
2025-05-08 13:15:47;97.92
2025-05-08 13:15:46;31.42
2025-05-08 13:15:45;43.17
2025-05-08 13:15:44;24.17
2025-05-08 13:15:43;59.92
2025-05-08 13:15:42;86.17
2025-05-08 13:15:41;69.42
2025-05-08 13:15:40;71.67
2025-05-08 13:15:39;76.67
2025-05-08 13:15:38;0.67
2025-05-08 13:15:37;41.42
2025-05-08 13:15:36;62.17
2025-05-08 13:15:35;91.17
2025-05-08 13:15:34;2.42
2025-05-08 13:15:33;83.42
2025-05-08 13:15:32;38.67
2025-05-08 13:15:31;83.42
2025-05-08 13:15:30;45.92
2025-05-08 13:15:29;74.42
2025-05-08 13:15:28;29.17
2025-05-08 13:15:27;43.67
2025-05-08 13:15:26;33.67
2025-05-08 13:15:25;5.17
2025-05-08 13:15:24;27.42
2025-05-08 13:15:23;91.67
2025-05-08 13:15:22;49.17
2025-05-08 13:15:21;34.67
2025-05-08 13:15:20;0.42
2025-05-08 13:15:19;39.67
2025-05-08 13:15:18;57.42
2025-05-08 13:15:17;33.42
2025-05-08 13:15:16;98.92
2025-05-08 13:15:15;91.67
2025-05-08 13:15:14;55.42
2025-05-08 13:15:13;93.92
2025-05-08 13:15:12;44.17
2025-05-08 13:15:11;65.92
2025-05-08 13:15:10;93.92
2025-05-08 13:15:09;34.67
2025-05-08 13:15:08;93.92
2025-05-08 13:15:07;3.42
2025-05-08 13:15:06;17.42
2025-05-08 13:15:05;36.92
2025-05-08 13:15:04;98.92
2025-05-08 13:15:03;41.92
2025-05-08 13:15:02;74.92
2025-05-08 13:15:01;60.42
2025-05-08 13:15:00;46.42
2025-05-08 13:14:59;68.17
2025-05-08 13:14:58;50.92
2025-05-08 13:14:57;10.67
2025-05-08 13:14:56;24.67
2025-05-08 13:14:55;75.42
2025-05-08 13:14:54;11.17
2025-05-08 13:14:53;67.67
2025-05-08 13:14:52;89.42
2025-05-08 13:14:51;6.17
2025-05-08 13:14:50;63.17
2025-05-08 13:14:49;67.67
2025-05-08 13:14:48;85.92
2025-05-08 13:14:47;14.92
2025-05-08 13:14:46;85.92
2025-05-08 13:14:45;65.92
2025-05-08 13:14:44;58.67
2025-05-08 13:14:43;63.17
2025-05-08 13:14:42;82.67
2025-05-08 13:14:41;60.92
2025-05-08 13:14:40;16.17
2025-05-08 13:14:39;99.42
2025-05-08 13:14:38;49.17
2025-05-08 13:14:37;84.92
2025-05-08 13:14:36;99.42
2025-05-08 13:14:35;82.67
2025-05-08 13:14:34;3.92
2025-05-08 13:14:33;25.67
2025-05-08 13:14:32;61.92
2025-05-08 13:14:31;50.17
2025-05-08 13:14:30;66.42
2025-05-08 13:14:29;71.92
2025-05-08 13:14:28;45.67
