Fecha y Hora;KV-1010 - Aislar Silo alimentación HT
2025-05-08 13:24:08;-3620.00
2025-05-08 13:24:07;-22620.00
2025-05-08 13:24:06;-870.00
2025-05-08 13:24:05;-56120.00
2025-05-08 13:24:04;-39370.00
2025-05-08 13:24:03;-98620.00
2025-05-08 13:24:02;-43870.00
2025-05-08 13:24:01;-2620.00
2025-05-08 13:24:00;-55120.00
2025-05-08 13:23:59;-28870.00
2025-05-08 13:23:58;-76870.00
2025-05-08 13:23:57;-53370.00
2025-05-08 13:23:56;-62870.00
2025-05-08 13:23:55;-8120.00
2025-05-08 13:23:54;-89120.00
2025-05-08 13:23:53;-17620.00
2025-05-08 13:23:52;78880.00
2025-05-08 13:23:51;-13120.00
2025-05-08 13:23:50;-86870.00
2025-05-08 13:23:49;-95870.00
2025-05-08 13:23:48;-5370.00
2025-05-08 13:23:47;-62370.00
2025-05-08 13:23:46;-60620.00
2025-05-08 13:23:45;-57870.00
2025-05-08 13:23:44;-95870.00
2025-05-08 13:23:43;-55120.00
2025-05-08 13:23:42;24630.00
2025-05-08 13:23:41;-55620.00
2025-05-08 13:23:40;-3120.00
2025-05-08 13:23:39;-76870.00
2025-05-08 13:23:38;-93620.00
2025-05-08 13:23:37;-90870.00
2025-05-08 13:23:36;-74120.00
2025-05-08 13:23:35;-67370.00
2025-05-08 13:23:34;-71870.00
2025-05-08 13:23:33;-19370.00
2025-05-08 13:23:32;-81370.00
2025-05-08 13:23:31;-36120.00
2025-05-08 13:23:30;-53370.00
2025-05-08 13:23:29;-81370.00
2025-05-08 13:23:28;-26620.00
2025-05-08 13:23:27;-52870.00
2025-05-08 13:23:26;-36120.00
2025-05-08 13:23:25;-41120.00
2025-05-08 13:23:24;-45620.00
2025-05-08 13:23:23;-28870.00
2025-05-08 13:23:22;-31120.00
2025-05-08 13:23:21;-2620.00
2025-05-08 13:23:20;-50620.00
2025-05-08 13:23:19;-85870.00
2025-05-08 13:23:18;-59620.00
2025-05-08 13:23:17;-14370.00
2025-05-08 13:23:16;-66870.00
2025-05-08 13:23:15;83380.00
2025-05-08 13:23:14;-97620.00
2025-05-08 13:23:13;-40620.00
2025-05-08 13:23:12;-14370.00
2025-05-08 13:23:11;29130.00
2025-05-08 13:23:10;89380.00
2025-05-08 13:23:09;72130.00
2025-05-08 13:23:08;2880.00
2025-05-08 13:23:07;39130.00
2025-05-08 13:23:06;-50120.00
2025-05-08 13:23:05;43130.00
2025-05-08 13:23:04;43130.00
2025-05-08 13:23:03;31380.00
2025-05-08 13:23:02;69380.00
2025-05-08 13:23:01;-31120.00
2025-05-08 13:23:00;48130.00
2025-05-08 13:22:59;81130.00
2025-05-08 13:22:58;16880.00
2025-05-08 13:22:57;-12120.00
2025-05-08 13:22:56;93380.00
2025-05-08 13:22:55;40880.00
2025-05-08 13:22:54;69380.00
2025-05-08 13:22:53;630.00
2025-05-08 13:22:52;55380.00
2025-05-08 13:22:51;54880.00
2025-05-08 13:22:50;64880.00
2025-05-08 13:22:49;40880.00
2025-05-08 13:22:48;21880.00
2025-05-08 13:22:47;21880.00
2025-05-08 13:22:46;76630.00
2025-05-08 13:22:45;91130.00
2025-05-08 13:22:44;48130.00
2025-05-08 13:22:43;64880.00
2025-05-08 13:22:42;21880.00
2025-05-08 13:22:41;50380.00
2025-05-08 13:22:40;8380.00
2025-05-08 13:22:39;47380.00
2025-05-08 13:22:38;79380.00
2025-05-08 13:22:37;19630.00
2025-05-08 13:22:36;60380.00
2025-05-08 13:22:35;5630.00
2025-05-08 13:22:34;29130.00
2025-05-08 13:22:33;45880.00
2025-05-08 13:22:32;91130.00
2025-05-08 13:22:31;60380.00
2025-05-08 13:22:30;37380.00
2025-05-08 13:22:29;72130.00
2025-05-08 13:22:28;91130.00
2025-05-08 13:22:27;74380.00
2025-05-08 13:22:26;67130.00
2025-05-08 13:22:25;62630.00
2025-05-08 13:22:24;57630.00
2025-05-08 13:22:23;12880.00
2025-05-08 13:22:22;46380.00
2025-05-08 13:22:21;41380.00
2025-05-08 13:22:20;76630.00
2025-05-08 13:22:19;48630.00
2025-05-08 13:22:18;50880.00
2025-05-08 13:22:17;84880.00
2025-05-08 13:22:16;49630.00
2025-05-08 13:22:15;23380.00
2025-05-08 13:22:14;69880.00
2025-05-08 13:22:13;70380.00
2025-05-08 13:22:12;77630.00
2025-05-08 13:22:11;32380.00
2025-05-08 13:22:10;98880.00
2025-05-08 13:22:09;63130.00
2025-05-08 13:22:08;19380.00
2025-05-08 13:22:07;61880.00
2025-05-08 13:22:06;56380.00
2025-05-08 13:22:05;89380.00
2025-05-08 13:22:04;79880.00
2025-05-08 13:22:03;53630.00
2025-05-08 13:22:02;68130.00
2025-05-08 13:22:01;73130.00
2025-05-08 13:22:00;3880.00
2025-05-08 13:21:59;1630.00
2025-05-08 13:21:58;20130.00
2025-05-08 13:21:57;20130.00
2025-05-08 13:21:56;60880.00
2025-05-08 13:21:55;86630.00
2025-05-08 13:21:54;11130.00
2025-05-08 13:21:53;63130.00
2025-05-08 13:21:52;15630.00
2025-05-08 13:21:51;77630.00
2025-05-08 13:21:50;84880.00
2025-05-08 13:21:49;1630.00
2025-05-08 13:21:48;97130.00
2025-05-08 13:21:47;37380.00
2025-05-08 13:21:46;49130.00
2025-05-08 13:21:45;84880.00
2025-05-08 13:21:44;46380.00
2025-05-08 13:21:43;6130.00
2025-05-08 13:21:42;99380.00
2025-05-08 13:21:41;8880.00
2025-05-08 13:21:40;37380.00
2025-05-08 13:21:39;25630.00
2025-05-08 13:21:38;65880.00
2025-05-08 13:21:37;3130.00
2025-05-08 13:21:36;95880.00
2025-05-08 13:21:35;99380.00
2025-05-08 13:21:34;6630.00
2025-05-08 13:21:33;94880.00
2025-05-08 13:21:32;23380.00
2025-05-08 13:21:31;61380.00
2025-05-08 13:21:30;97130.00
2025-05-08 13:21:29;32880.00
2025-05-08 13:21:28;8880.00
2025-05-08 13:21:27;64130.00
2025-05-08 13:21:26;9380.00
2025-05-08 13:21:25;69630.00
2025-05-08 13:21:24;98130.00
2025-05-08 13:21:23;67380.00
2025-05-08 13:21:22;54630.00
2025-05-08 13:21:21;97630.00
2025-05-08 13:21:20;27880.00
2025-05-08 13:21:19;16630.00
2025-05-08 13:21:18;71380.00
2025-05-08 13:21:17;80880.00
2025-05-08 13:21:16;33380.00
2025-05-08 13:21:15;35630.00
2025-05-08 13:21:14;4380.00
2025-05-08 13:21:13;18880.00
2025-05-08 13:21:12;93130.00
2025-05-08 13:21:11;12130.00
2025-05-08 13:21:10;90380.00
2025-05-08 13:21:09;85380.00
2025-05-08 13:21:08;83630.00
2025-05-08 13:21:07;33380.00
2025-05-08 13:21:06;69130.00
2025-05-08 13:21:05;6380.00
2025-05-08 13:21:04;82380.00
2025-05-08 13:21:03;28380.00
2025-05-08 13:21:02;59630.00
2025-05-08 13:21:01;71880.00
2025-05-08 13:21:00;45630.00
2025-05-08 13:20:59;7130.00
2025-05-08 13:20:58;380.00
2025-05-08 13:20:57;38380.00
2025-05-08 13:20:56;85880.00
2025-05-08 13:20:55;28880.00
2025-05-08 13:20:54;26130.00
2025-05-08 13:20:53;4880.00
2025-05-08 13:20:52;93130.00
2025-05-08 13:20:51;47880.00
2025-05-08 13:20:50;71880.00
2025-05-08 13:20:49;19380.00
2025-05-08 13:20:48;71880.00
2025-05-08 13:20:47;7630.00
2025-05-08 13:20:46;12130.00
2025-05-08 13:20:45;24380.00
2025-05-08 13:20:44;43380.00
2025-05-08 13:20:43;95880.00
2025-05-08 13:20:42;47880.00
2025-05-08 13:20:41;93130.00
2025-05-08 13:20:40;67380.00
2025-05-08 13:20:39;48380.00
2025-05-08 13:20:38;33880.00
2025-05-08 13:20:37;24380.00
2025-05-08 13:20:36;71880.00
2025-05-08 13:20:35;74130.00
2025-05-08 13:20:34;51630.00
2025-05-08 13:20:33;15630.00
2025-05-08 13:20:32;9130.00
2025-05-08 13:20:31;30880.00
2025-05-08 13:20:30;74630.00
2025-05-08 13:20:29;65130.00
2025-05-08 13:20:28;84130.00
2025-05-08 13:20:27;72380.00
2025-05-08 13:20:26;29380.00
2025-05-08 13:20:25;57880.00
2025-05-08 13:20:24;3130.00
2025-05-08 13:20:23;43880.00
2025-05-08 13:20:22;24880.00
2025-05-08 13:20:21;89130.00
2025-05-08 13:20:20;71880.00
2025-05-08 13:20:19;7630.00
2025-05-08 13:20:18;36630.00
2025-05-08 13:20:17;10380.00
2025-05-08 13:20:16;24880.00
2025-05-08 13:20:15;70130.00
2025-05-08 13:20:14;77380.00
2025-05-08 13:20:13;48380.00
2025-05-08 13:20:12;51130.00
2025-05-08 13:20:11;94130.00
2025-05-08 13:20:10;58380.00
2025-05-08 13:20:09;32130.00
2025-05-08 13:20:08;65130.00
2025-05-08 13:20:07;51130.00
2025-05-08 13:20:06;20380.00
2025-05-08 13:20:05;75130.00
2025-05-08 13:20:04;29880.00
2025-05-08 13:20:03;1380.00
2025-05-08 13:20:02;49880.00
2025-05-08 13:20:01;86130.00
2025-05-08 13:20:00;61130.00
2025-05-08 13:19:59;41630.00
2025-05-08 13:19:58;86880.00
2025-05-08 13:19:57;89630.00
2025-05-08 13:19:56;15880.00
2025-05-08 13:19:55;63380.00
2025-05-08 13:19:54;27630.00
2025-05-08 13:19:53;80130.00
2025-05-08 13:19:52;44380.00
2025-05-08 13:19:51;96380.00
2025-05-08 13:19:50;68380.00
2025-05-08 13:19:49;66130.00
2025-05-08 13:19:48;1880.00
2025-05-08 13:19:47;75630.00
2025-05-08 13:19:46;23130.00
2025-05-08 13:19:45;80130.00
2025-05-08 13:19:44;20880.00
2025-05-08 13:19:43;11380.00
2025-05-08 13:19:42;43130.00
2025-05-08 13:19:41;40880.00
2025-05-08 13:19:40;11880.00
2025-05-08 13:19:39;47630.00
2025-05-08 13:19:38;94630.00
2025-05-08 13:19:37;33130.00
2025-05-08 13:19:36;87880.00
2025-05-08 13:19:35;28130.00
2025-05-08 13:19:34;25380.00
2025-05-08 13:19:33;71130.00
2025-05-08 13:19:32;54380.00
2025-05-08 13:19:31;50380.00
2025-05-08 13:19:30;5630.00
2025-05-08 13:19:29;21380.00
2025-05-08 13:19:28;99630.00
2025-05-08 13:19:27;52130.00
2025-05-08 13:19:26;97380.00
2025-05-08 13:19:25;40380.00
2025-05-08 13:19:24;42130.00
2025-05-08 13:19:23;1880.00
2025-05-08 13:19:22;90130.00
2025-05-08 13:19:21;28630.00
2025-05-08 13:19:20;96880.00
2025-05-08 13:19:19;59380.00
2025-05-08 13:19:18;85630.00
2025-05-08 13:19:17;92880.00
2025-05-08 13:19:16;20880.00
2025-05-08 13:19:15;38130.00
2025-05-08 13:19:14;19130.00
2025-05-08 13:19:13;38130.00
2025-05-08 13:19:12;66630.00
2025-05-08 13:19:11;16380.00
2025-05-08 13:19:10;92380.00
2025-05-08 13:19:09;130.00
2025-05-08 13:19:08;69380.00
2025-05-08 13:19:07;14130.00
2025-05-08 13:19:06;66630.00
2025-05-08 13:19:05;14130.00
2025-05-08 13:19:04;80630.00
2025-05-08 13:19:03;38130.00
2025-05-08 13:19:02;72130.00
2025-05-08 13:19:01;71630.00
2025-05-08 13:19:00;59880.00
2025-05-08 13:18:59;43630.00
2025-05-08 13:18:58;85380.00
2025-05-08 13:18:57;45380.00
2025-05-08 13:18:56;14630.00
2025-05-08 13:18:55;64380.00
2025-05-08 13:18:54;86130.00
2025-05-08 13:18:53;64880.00
2025-05-08 13:18:52;50380.00
2025-05-08 13:18:51;88380.00
2025-05-08 13:18:50;53630.00
2025-05-08 13:18:49;91630.00
2025-05-08 13:18:48;41380.00
2025-05-08 13:18:47;1130.00
2025-05-08 13:18:46;15130.00
2025-05-08 13:18:45;19630.00
2025-05-08 13:18:44;93380.00
2025-05-08 13:18:43;91130.00
2025-05-08 13:18:42;62630.00
2025-05-08 13:18:41;29130.00
2025-05-08 13:18:40;24130.00
2025-05-08 13:18:39;12380.00
2025-05-08 13:18:38;19130.00
2025-05-08 13:18:37;50880.00
2025-05-08 13:18:36;19630.00
2025-05-08 13:18:35;50880.00
2025-05-08 13:18:34;64880.00
2025-05-08 13:18:33;31880.00
2025-05-08 13:18:32;22380.00
2025-05-08 13:18:31;91130.00
2025-05-08 13:18:30;24630.00
2025-05-08 13:18:29;77130.00
2025-05-08 13:18:28;69880.00
2025-05-08 13:18:27;23880.00
2025-05-08 13:18:26;43630.00
2025-05-08 13:18:25;98380.00
2025-05-08 13:18:24;22380.00
2025-05-08 13:18:23;79380.00
2025-05-08 13:18:22;93880.00
2025-05-08 13:18:21;32380.00
2025-05-08 13:18:20;20130.00
2025-05-08 13:18:19;3380.00
2025-05-08 13:18:18;29630.00
2025-05-08 13:18:17;3380.00
2025-05-08 13:18:16;34130.00
2025-05-08 13:18:15;93880.00
2025-05-08 13:18:14;84380.00
2025-05-08 13:18:13;58130.00
2025-05-08 13:18:12;34630.00
2025-05-08 13:18:11;1130.00
2025-05-08 13:18:10;96630.00
2025-05-08 13:18:09;8380.00
2025-05-08 13:18:08;82130.00
2025-05-08 13:18:07;3880.00
2025-05-08 13:18:06;65380.00
2025-05-08 13:18:05;44130.00
2025-05-08 13:18:04;68130.00
2025-05-08 13:18:03;6130.00
2025-05-08 13:18:02;39630.00
2025-05-08 13:18:01;6130.00
2025-05-08 13:18:00;22880.00
2025-05-08 13:17:59;20630.00
2025-05-08 13:17:58;13880.00
2025-05-08 13:17:57;92630.00
2025-05-08 13:17:56;8130.00
2025-05-08 13:17:55;91380.00
2025-05-08 13:17:54;44630.00
2025-05-08 13:17:53;15630.00
2025-05-08 13:17:52;75380.00
2025-05-08 13:17:51;54130.00
2025-05-08 13:17:50;13380.00
2025-05-08 13:17:49;70880.00
2025-05-08 13:17:48;94380.00
2025-05-08 13:17:47;23380.00
2025-05-08 13:17:46;51880.00
2025-05-08 13:17:45;63630.00
2025-05-08 13:17:44;73130.00
2025-05-08 13:17:43;6630.00
2025-05-08 13:17:42;99380.00
2025-05-08 13:17:41;87630.00
2025-05-08 13:17:40;13380.00
2025-05-08 13:17:39;4380.00
2025-05-08 13:17:38;16130.00
2025-05-08 13:17:37;42380.00
2025-05-08 13:17:36;89880.00
2025-05-08 13:17:35;75880.00
2025-05-08 13:17:34;18380.00
2025-05-08 13:17:33;89880.00
2025-05-08 13:17:32;68630.00
2025-05-08 13:17:31;18880.00
2025-05-08 13:17:30;85380.00
2025-05-08 13:17:29;47380.00
2025-05-08 13:17:28;42380.00
2025-05-08 13:17:27;66380.00
2025-05-08 13:17:26;4380.00
2025-05-08 13:17:25;75880.00
2025-05-08 13:17:24;70130.00
2025-05-08 13:17:23;45630.00
2025-05-08 13:17:22;26130.00
2025-05-08 13:17:21;42880.00
2025-05-08 13:17:20;90380.00
2025-05-08 13:17:19;7130.00
2025-05-08 13:17:18;35630.00
2025-05-08 13:17:17;30630.00
2025-05-08 13:17:16;35630.00
2025-05-08 13:17:15;26130.00
2025-05-08 13:17:14;13880.00
2025-05-08 13:17:13;4880.00
2025-05-08 13:17:12;78630.00
2025-05-08 13:17:11;45130.00
2025-05-08 13:17:10;4880.00
2025-05-08 13:17:09;59630.00
2025-05-08 13:17:08;66880.00
2025-05-08 13:17:07;97630.00
2025-05-08 13:17:06;17630.00
2025-05-08 13:17:05;74630.00
2025-05-08 13:17:04;880.00
2025-05-08 13:17:03;28880.00
2025-05-08 13:17:02;31130.00
2025-05-08 13:17:01;62380.00
2025-05-08 13:17:00;74130.00
2025-05-08 13:16:59;38380.00
2025-05-08 13:16:58;79130.00
2025-05-08 13:16:57;50130.00
2025-05-08 13:16:56;98130.00
2025-05-08 13:16:55;9880.00
2025-05-08 13:16:54;36130.00
2025-05-08 13:16:53;24880.00
2025-05-08 13:16:52;47130.00
2025-05-08 13:16:51;67380.00
2025-05-08 13:16:50;78630.00
2025-05-08 13:16:49;9880.00
2025-05-08 13:16:48;29380.00
2025-05-08 13:16:47;90880.00
2025-05-08 13:16:46;17130.00
2025-05-08 13:16:45;76380.00
2025-05-08 13:16:44;33880.00
2025-05-08 13:16:43;52880.00
2025-05-08 13:16:42;50630.00
2025-05-08 13:16:41;41130.00
2025-05-08 13:16:40;2630.00
2025-05-08 13:16:39;67380.00
2025-05-08 13:16:38;52880.00
2025-05-08 13:16:37;19880.00
2025-05-08 13:16:36;88630.00
2025-05-08 13:16:35;77380.00
2025-05-08 13:16:34;76880.00
2025-05-08 13:16:33;22130.00
2025-05-08 13:16:32;880.00
2025-05-08 13:16:31;65130.00
2025-05-08 13:16:30;86380.00
2025-05-08 13:16:29;50630.00
2025-05-08 13:16:28;36130.00
2025-05-08 13:16:27;3130.00
2025-05-08 13:16:26;67380.00
2025-05-08 13:16:25;14880.00
2025-05-08 13:16:24;36630.00
2025-05-08 13:16:23;84130.00
2025-05-08 13:16:22;12630.00
2025-05-08 13:16:21;16880.00
2025-05-08 13:16:20;70630.00
2025-05-08 13:16:19;41130.00
2025-05-08 13:16:18;62880.00
2025-05-08 13:16:17;46630.00
2025-05-08 13:16:16;65630.00
2025-05-08 13:16:15;44380.00
2025-05-08 13:16:14;32630.00
2025-05-08 13:16:13;11380.00
2025-05-08 13:16:12;87380.00
2025-05-08 13:16:11;27630.00
2025-05-08 13:16:10;8630.00
2025-05-08 13:16:09;91880.00
2025-05-08 13:16:08;13130.00
2025-05-08 13:16:07;29880.00
2025-05-08 13:16:06;70130.00
2025-05-08 13:16:05;53380.00
2025-05-08 13:16:04;82380.00
2025-05-08 13:16:03;70630.00
2025-05-08 13:16:02;56130.00
2025-05-08 13:16:01;82380.00
2025-05-08 13:16:00;18130.00
2025-05-08 13:15:59;22630.00
2025-05-08 13:15:58;91880.00
2025-05-08 13:15:57;56130.00
2025-05-08 13:15:56;18130.00
2025-05-08 13:15:55;99130.00
2025-05-08 13:15:54;85130.00
2025-05-08 13:15:53;34880.00
2025-05-08 13:15:52;72880.00
2025-05-08 13:15:51;44380.00
2025-05-08 13:15:50;31380.00
2025-05-08 13:15:49;64880.00
2025-05-08 13:15:48;39880.00
2025-05-08 13:15:47;80130.00
2025-05-08 13:15:46;51630.00
2025-05-08 13:15:45;25380.00
2025-05-08 13:15:44;58880.00
2025-05-08 13:15:43;37130.00
2025-05-08 13:15:42;32630.00
2025-05-08 13:15:41;20880.00
2025-05-08 13:15:40;34880.00
2025-05-08 13:15:39;77880.00
2025-05-08 13:15:38;37630.00
2025-05-08 13:15:37;87880.00
2025-05-08 13:15:36;34880.00
2025-05-08 13:15:35;87880.00
2025-05-08 13:15:34;30380.00
2025-05-08 13:15:33;56630.00
2025-05-08 13:15:32;44880.00
2025-05-08 13:15:31;85130.00
2025-05-08 13:15:30;18630.00
2025-05-08 13:15:29;90130.00
2025-05-08 13:15:28;9130.00
2025-05-08 13:15:27;52130.00
2025-05-08 13:15:26;99630.00
2025-05-08 13:15:25;87380.00
2025-05-08 13:15:24;35380.00
2025-05-08 13:15:23;63880.00
2025-05-08 13:15:22;95630.00
2025-05-08 13:15:21;40880.00
2025-05-08 13:15:20;40380.00
2025-05-08 13:15:19;14130.00
2025-05-08 13:15:18;87130.00
2025-05-08 13:15:17;8380.00
2025-05-08 13:15:16;92880.00
2025-05-08 13:15:15;88380.00
2025-05-08 13:15:14;73380.00
2025-05-08 13:15:13;47630.00
2025-05-08 13:15:12;2380.00
2025-05-08 13:15:11;130.00
2025-05-08 13:15:10;64380.00
2025-05-08 13:15:09;24130.00
2025-05-08 13:15:08;35380.00
2025-05-08 13:15:07;73880.00
2025-05-08 13:15:06;45380.00
2025-05-08 13:15:05;19130.00
2025-05-08 13:15:04;52630.00
2025-05-08 13:15:03;40880.00
2025-05-08 13:15:02;11880.00
2025-05-08 13:15:01;76130.00
2025-05-08 13:15:00;45380.00
