Fecha y Hora;TT-2015 - Temperatura mezclador M-201
2025-05-08 13:18:49;-99.78
2025-05-08 13:18:48;-59.53
2025-05-08 13:18:47;-28.28
2025-05-08 13:18:46;-48.28
2025-05-08 13:18:45;-17.03
2025-05-08 13:18:44;-38.78
2025-05-08 13:18:43;-24.28
2025-05-08 13:18:42;-33.78
2025-05-08 13:18:41;-36.03
2025-05-08 13:18:40;-28.78
2025-05-08 13:18:39;-60.03
2025-05-08 13:18:38;-40.53
2025-05-08 13:18:37;-98.03
2025-05-08 13:18:36;-12.53
2025-05-08 13:18:35;-83.53
2025-05-08 13:18:34;-31.53
2025-05-08 13:18:33;-24.28
2025-05-08 13:18:32;-22.03
2025-05-08 13:18:31;-69.53
2025-05-08 13:18:30;-12.78
2025-05-08 13:18:29;-11.53
2025-05-08 13:18:28;-29.53
2025-05-08 13:18:27;-18.28
2025-05-08 13:18:26;-21.03
2025-05-08 13:18:25;-33.28
2025-05-08 13:18:24;-42.78
2025-05-08 13:18:23;-85.78
2025-05-08 13:18:22;-17.03
2025-05-08 13:18:21;-16.53
2025-05-08 13:18:20;-88.03
2025-05-08 13:18:19;-40.53
2025-05-08 13:18:18;-37.78
2025-05-08 13:18:17;-4.78
2025-05-08 13:18:16;-59.53
2025-05-08 13:18:15;-5.28
2025-05-08 13:18:14;-83.53
2025-05-08 13:18:13;-7.03
2025-05-08 13:18:12;-2.03
2025-05-08 13:18:11;-33.28
2025-05-08 13:18:10;-87.03
2025-05-08 13:18:09;-44.53
2025-05-08 13:18:08;-47.28
2025-05-08 13:18:07;-90.78
2025-05-08 13:18:06;-78.03
2025-05-08 13:18:05;-61.78
2025-05-08 13:18:04;-14.28
2025-05-08 13:18:03;-76.28
2025-05-08 13:18:02;-88.03
2025-05-08 13:18:01;-30.03
2025-05-08 13:18:00;-75.28
2025-05-08 13:17:59;-49.03
2025-05-08 13:17:58;-48.03
2025-05-08 13:17:57;-69.28
2025-05-08 13:17:56;-47.03
2025-05-08 13:17:55;-22.28
2025-05-08 13:17:54;-99.28
2025-05-08 13:17:53;-21.03
2025-05-08 13:17:52;-66.28
2025-05-08 13:17:51;-80.28
2025-05-08 13:17:50;-51.28
2025-05-08 13:17:49;-49.53
2025-05-08 13:17:48;-80.28
2025-05-08 13:17:47;-16.03
2025-05-08 13:17:46;-77.53
2025-05-08 13:17:45;-51.78
2025-05-08 13:17:44;-56.53
2025-05-08 13:17:43;-63.53
2025-05-08 13:17:42;-58.53
2025-05-08 13:17:41;-51.78
2025-05-08 13:17:40;-90.28
2025-05-08 13:17:39;-63.03
2025-05-08 13:17:38;-35.03
2025-05-08 13:17:37;-63.53
2025-05-08 13:17:36;-61.28
2025-05-08 13:17:35;-35.03
2025-05-08 13:17:34;-25.03
2025-05-08 13:17:33;-37.78
2025-05-08 13:17:32;-56.78
2025-05-08 13:17:31;-94.28
2025-05-08 13:17:30;-34.53
2025-05-08 13:17:29;-68.03
2025-05-08 13:17:28;-92.53
2025-05-08 13:17:27;-88.28
2025-05-08 13:17:26;-38.03
2025-05-08 13:17:25;-62.53
2025-05-08 13:17:24;-95.53
2025-05-08 13:17:23;-83.28
2025-05-08 13:17:22;-82.03
2025-05-08 13:17:21;-72.53
2025-05-08 13:17:20;-94.28
2025-05-08 13:17:19;-34.53
2025-05-08 13:17:18;-68.03
2025-05-08 13:17:17;-17.78
2025-05-08 13:17:16;-77.53
2025-05-08 13:17:15;-84.78
2025-05-08 13:17:14;-77.53
2025-05-08 13:17:13;-38.53
2025-05-08 13:17:12;-60.78
2025-05-08 13:17:11;-49.03
2025-05-08 13:17:10;-76.53
2025-05-08 13:17:09;-59.78
2025-05-08 13:17:08;-29.03
2025-05-08 13:17:07;-62.03
2025-05-08 13:17:06;-78.78
2025-05-08 13:17:05;-35.78
2025-05-08 13:17:04;-5.03
2025-05-08 13:17:03;-4.53
2025-05-08 13:17:02;-20.03
2025-05-08 13:17:01;-63.03
2025-05-08 13:17:00;-34.03
2025-05-08 13:16:59;-53.53
2025-05-08 13:16:58;-53.53
2025-05-08 13:16:57;-29.53
2025-05-08 13:16:56;-55.78
2025-05-08 13:16:55;-8.53
2025-05-08 13:16:54;-50.28
2025-05-08 13:16:53;-25.28
2025-05-08 13:16:52;-86.03
2025-05-08 13:16:51;-35.28
2025-05-08 13:16:50;-55.28
2025-05-08 13:16:49;-17.28
2025-05-08 13:16:48;-60.28
2025-05-08 13:16:47;-55.28
2025-05-08 13:16:46;-67.53
2025-05-08 13:16:45;-79.28
2025-05-08 13:16:44;-29.03
2025-05-08 13:16:43;-34.03
2025-05-08 13:16:42;-62.53
2025-05-08 13:16:41;-74.78
2025-05-08 13:16:40;-59.78
2025-05-08 13:16:39;-64.78
2025-05-08 13:16:38;-69.28
2025-05-08 13:16:37;-40.78
2025-05-08 13:16:36;-62.53
2025-05-08 13:16:35;-55.28
2025-05-08 13:16:34;-57.53
2025-05-08 13:16:33;-74.28
2025-05-08 13:16:32;-62.53
2025-05-08 13:16:31;-91.03
2025-05-08 13:16:30;-91.03
2025-05-08 13:16:29;-43.03
2025-05-08 13:16:28;-69.28
2025-05-08 13:16:27;-64.78
2025-05-08 13:16:26;-97.78
2025-05-08 13:16:25;-57.53
2025-05-08 13:16:24;-65.03
2025-05-08 13:16:23;-9.03
2025-05-08 13:16:22;-22.53
2025-05-08 13:16:21;-4.03
2025-05-08 13:16:20;-32.03
2025-05-08 13:16:19;-28.53
2025-05-08 13:16:18;-85.03
2025-05-08 13:16:17;-53.78
2025-05-08 13:16:16;-82.28
2025-05-08 13:16:15;-65.53
2025-05-08 13:16:14;-72.78
2025-05-08 13:16:13;-20.78
2025-05-08 13:16:12;-66.03
2025-05-08 13:16:11;-70.53
2025-05-08 13:16:10;-28.53
2025-05-08 13:16:09;-11.78
2025-05-08 13:16:08;-85.53
2025-05-08 13:16:07;-40.28
2025-05-08 13:16:06;-97.28
2025-05-08 13:16:05;-83.28
2025-05-08 13:16:04;-9.53
2025-05-08 13:16:03;-69.28
2025-05-08 13:16:02;-52.03
2025-05-08 13:16:01;-14.03
2025-05-08 13:16:00;-21.28
2025-05-08 13:15:59;-61.53
2025-05-08 13:15:58;-49.78
2025-05-08 13:15:57;-92.78
2025-05-08 13:15:56;-1.28
2025-05-08 13:15:55;-57.03
2025-05-08 13:15:54;-66.53
2025-05-08 13:15:53;-30.78
2025-05-08 13:15:52;-76.78
2025-05-08 13:15:51;-21.53
2025-05-08 13:15:50;-93.53
2025-05-08 13:15:49;-32.03
2025-05-08 13:15:48;-65.03
2025-05-08 13:15:47;-56.53
2025-05-08 13:15:46;-73.28
2025-05-08 13:15:45;-4.03
2025-05-08 13:15:44;-49.28
2025-05-08 13:15:43;-96.78
2025-05-08 13:15:42;-25.28
2025-05-08 13:15:41;-30.28
2025-05-08 13:15:40;-71.03
2025-05-08 13:15:39;-30.28
2025-05-08 13:15:38;-23.03
2025-05-08 13:15:37;-1.28
2025-05-08 13:15:36;-20.28
2025-05-08 13:15:35;-39.78
2025-05-08 13:15:34;-85.03
2025-05-08 13:15:33;-32.53
2025-05-08 13:15:32;-51.53
2025-05-08 13:15:31;-61.03
2025-05-08 13:15:30;-60.53
2025-05-08 13:15:29;-61.03
2025-05-08 13:15:28;-47.03
2025-05-08 13:15:27;-34.78
2025-05-08 13:15:26;-19.78
2025-05-08 13:15:25;-34.28
2025-05-08 13:15:24;-38.78
2025-05-08 13:15:23;-19.28
2025-05-08 13:15:22;-74.53
2025-05-08 13:15:21;-54.53
2025-05-08 13:15:20;-99.28
2025-05-08 13:15:19;-30.03
2025-05-08 13:15:18;-21.03
2025-05-08 13:15:17;-97.53
2025-05-08 13:15:16;-39.28
2025-05-08 13:15:15;-27.03
2025-05-08 13:15:14;-22.53
2025-05-08 13:15:13;-91.78
2025-05-08 13:15:12;-56.03
2025-05-08 13:15:11;-0.78
2025-05-08 13:15:10;-84.53
2025-05-08 13:15:09;-32.03
2025-05-08 13:15:08;-91.78
2025-05-08 13:15:07;-86.78
2025-05-08 13:15:06;-72.28
2025-05-08 13:15:05;-67.78
2025-05-08 13:15:04;-37.03
2025-05-08 13:15:03;-32.03
2025-05-08 13:15:02;-74.53
2025-05-08 13:15:01;-8.53
2025-05-08 13:15:00;-17.53
2025-05-08 13:14:59;-13.03
2025-05-08 13:14:58;-32.03
2025-05-08 13:14:57;-84.03
2025-05-08 13:14:56;-9.78
2025-05-08 13:14:55;-48.28
2025-05-08 13:14:54;-24.78
2025-05-08 13:14:53;-15.28
2025-05-08 13:14:52;-27.03
2025-05-08 13:14:51;-72.28
2025-05-08 13:14:50;-43.78
2025-05-08 13:14:49;-30.53
2025-05-08 13:14:48;-28.28
2025-05-08 13:14:47;-54.53
2025-05-08 13:14:46;-60.78
2025-05-08 13:14:45;-59.03
2025-05-08 13:14:44;-67.28
2025-05-08 13:14:43;-90.78
2025-05-08 13:14:42;-24.28
2025-05-08 13:14:41;-3.03
2025-05-08 13:14:40;-48.28
2025-05-08 13:14:39;-86.28
2025-05-08 13:14:38;-5.28
2025-05-08 13:14:37;-93.53
2025-05-08 13:14:36;-3.03
2025-05-08 13:14:35;-43.28
2025-05-08 13:14:34;-97.53
