Fecha y Hora;PIT-5010 - Presión entrada E-501
2025-05-08 13:26:33;65.93
2025-05-08 13:26:32;13.93
2025-05-08 13:26:31;82.68
2025-05-08 13:26:30;52.43
2025-05-08 13:26:29;85.43
2025-05-08 13:26:28;75.93
2025-05-08 13:26:27;37.93
2025-05-08 13:26:26;32.93
2025-05-08 13:26:25;52.43
2025-05-08 13:26:24;87.68
2025-05-08 13:26:23;89.18
2025-05-08 13:26:22;51.18
2025-05-08 13:26:21;27.18
2025-05-08 13:26:20;71.43
2025-05-08 13:26:19;33.43
2025-05-08 13:26:18;89.93
2025-05-08 13:26:17;40.18
2025-05-08 13:26:16;75.93
2025-05-08 13:26:15;4.43
2025-05-08 13:26:14;45.18
2025-05-08 13:26:13;80.93
2025-05-08 13:26:12;36.18
2025-05-08 13:26:11;47.43
2025-05-08 13:26:10;83.18
2025-05-08 13:26:09;35.68
2025-05-08 13:26:08;83.18
2025-05-08 13:26:07;93.18
2025-05-08 13:26:06;52.43
2025-05-08 13:26:05;78.18
2025-05-08 13:26:04;50.18
2025-05-08 13:26:03;80.93
2025-05-08 13:26:02;83.18
2025-05-08 13:26:01;42.43
2025-05-08 13:26:00;19.43
2025-05-08 13:25:59;71.43
2025-05-08 13:25:58;33.43
2025-05-08 13:25:57;35.18
2025-05-08 13:25:56;75.93
2025-05-08 13:25:55;18.93
2025-05-08 13:25:54;23.93
2025-05-08 13:25:53;45.18
2025-05-08 13:25:52;16.68
2025-05-08 13:25:51;22.68
2025-05-08 13:25:50;79.68
2025-05-08 13:25:49;44.43
2025-05-08 13:25:48;25.93
2025-05-08 13:25:47;27.68
2025-05-08 13:25:46;74.68
2025-05-08 13:25:45;36.68
2025-05-08 13:25:44;86.43
2025-05-08 13:25:43;51.18
2025-05-08 13:25:42;20.43
2025-05-08 13:25:41;50.18
2025-05-08 13:25:40;40.68
2025-05-08 13:25:39;14.93
2025-05-08 13:25:38;26.68
2025-05-08 13:25:37;81.43
2025-05-08 13:25:36;21.68
2025-05-08 13:25:35;38.93
2025-05-08 13:25:34;57.93
2025-05-08 13:25:33;81.93
2025-05-08 13:25:32;17.18
2025-05-08 13:25:31;26.68
2025-05-08 13:25:30;29.43
2025-05-08 13:25:29;45.68
2025-05-08 13:25:28;7.68
2025-05-08 13:25:27;46.18
2025-05-08 13:25:26;14.93
2025-05-08 13:25:25;12.68
2025-05-08 13:25:24;34.43
2025-05-08 13:25:23;95.93
2025-05-08 13:25:22;38.43
2025-05-08 13:25:21;5.93
2025-05-08 13:25:20;69.43
2025-05-08 13:25:19;15.93
2025-05-08 13:25:18;6.43
2025-05-08 13:25:17;68.93
2025-05-08 13:25:16;57.18
2025-05-08 13:25:15;46.18
2025-05-08 13:25:14;96.43
2025-05-08 13:25:13;32.18
2025-05-08 13:25:12;54.43
2025-05-08 13:25:11;27.68
2025-05-08 13:25:10;79.68
2025-05-08 13:25:09;51.18
2025-05-08 13:25:08;18.18
2025-05-08 13:25:07;70.68
2025-05-08 13:25:06;75.18
2025-05-08 13:25:05;56.18
2025-05-08 13:25:04;86.93
2025-05-08 13:25:03;51.18
2025-05-08 13:25:02;43.93
2025-05-08 13:25:01;1.43
2025-05-08 13:25:00;51.68
2025-05-08 13:24:59;51.68
2025-05-08 13:24:58;43.93
2025-05-08 13:24:57;20.43
2025-05-08 13:24:56;1.93
2025-05-08 13:24:55;38.18
2025-05-08 13:24:54;5.18
2025-05-08 13:24:53;97.43
2025-05-08 13:24:52;1.93
2025-05-08 13:24:51;35.43
2025-05-08 13:24:50;83.43
2025-05-08 13:24:49;86.93
2025-05-08 13:24:48;24.68
2025-05-08 13:24:47;19.68
2025-05-08 13:24:46;57.18
2025-05-08 13:24:45;45.93
2025-05-08 13:24:44;80.18
2025-05-08 13:24:43;46.68
2025-05-08 13:24:42;20.93
2025-05-08 13:24:41;44.43
2025-05-08 13:24:40;23.68
2025-05-08 13:24:39;2.43
2025-05-08 13:24:38;1.93
2025-05-08 13:24:37;8.68
2025-05-08 13:24:36;37.18
2025-05-08 13:24:35;63.43
2025-05-08 13:24:34;89.68
2025-05-08 13:24:33;75.18
2025-05-08 13:24:32;91.93
2025-05-08 13:24:31;25.43
2025-05-08 13:24:30;25.93
2025-05-08 13:24:29;87.43
2025-05-08 13:24:28;6.43
2025-05-08 13:24:27;83.43
2025-05-08 13:24:26;85.18
2025-05-08 13:24:25;92.43
2025-05-08 13:24:24;82.93
2025-05-08 13:24:23;13.68
2025-05-08 13:24:22;77.93
2025-05-08 13:24:21;1.93
2025-05-08 13:24:20;42.68
2025-05-08 13:24:19;56.68
2025-05-08 13:24:18;11.43
2025-05-08 13:24:17;83.43
2025-05-08 13:24:16;93.93
2025-05-08 13:24:15;65.43
2025-05-08 13:24:14;79.43
2025-05-08 13:24:13;93.93
2025-05-08 13:24:12;68.93
2025-05-08 13:24:11;97.43
2025-05-08 13:24:10;42.68
2025-05-08 13:24:09;44.93
2025-05-08 13:24:08;63.93
2025-05-08 13:24:07;35.43
2025-05-08 13:24:06;87.93
2025-05-08 13:24:05;85.68
2025-05-08 13:24:04;48.18
2025-05-08 13:24:03;62.68
2025-05-08 13:24:02;98.43
2025-05-08 13:24:01;17.43
2025-05-08 13:24:00;62.68
2025-05-08 13:23:59;36.43
2025-05-08 13:23:58;67.68
2025-05-08 13:23:57;81.18
2025-05-08 13:23:56;97.93
2025-05-08 13:23:55;9.68
2025-05-08 13:23:54;71.68
2025-05-08 13:23:53;78.93
2025-05-08 13:23:52;29.18
2025-05-08 13:23:51;28.68
2025-05-08 13:23:50;38.18
2025-05-08 13:23:49;24.18
2025-05-08 13:23:48;57.18
2025-05-08 13:23:47;95.68
2025-05-08 13:23:46;50.43
2025-05-08 13:23:45;55.93
2025-05-08 13:23:44;18.43
2025-05-08 13:23:43;85.43
2025-05-08 13:23:42;41.93
2025-05-08 13:23:41;93.93
2025-05-08 13:23:40;43.68
2025-05-08 13:23:39;15.18
2025-05-08 13:23:38;16.93
2025-05-08 13:23:37;10.18
2025-05-08 13:23:36;92.93
2025-05-08 13:23:35;10.18
2025-05-08 13:23:34;19.68
2025-05-08 13:23:33;7.43
2025-05-08 13:23:32;95.68
2025-05-08 13:23:31;5.18
2025-05-08 13:23:30;64.93
2025-05-08 13:23:29;17.43
2025-05-08 13:23:28;97.93
2025-05-08 13:23:27;59.93
2025-05-08 13:23:26;24.68
2025-05-08 13:23:25;91.18
2025-05-08 13:23:24;45.93
2025-05-08 13:23:23;88.93
2025-05-08 13:23:22;67.18
2025-05-08 13:23:21;15.18
2025-05-08 13:23:20;45.93
2025-05-08 13:23:19;79.93
2025-05-08 13:23:18;19.68
2025-05-08 13:23:17;58.18
2025-05-08 13:23:16;12.93
2025-05-08 13:23:15;34.18
2025-05-08 13:23:14;86.68
2025-05-08 13:23:13;94.43
2025-05-08 13:23:12;2.68
2025-05-08 13:23:11;52.93
2025-05-08 13:23:10;36.18
2025-05-08 13:23:09;84.93
2025-05-08 13:23:08;68.68
2025-05-08 13:23:07;6.68
2025-05-08 13:23:06;6.68
2025-05-08 13:23:05;93.93
2025-05-08 13:23:04;6.18
2025-05-08 13:23:03;25.18
2025-05-08 13:23:02;30.18
2025-05-08 13:23:01;15.18
2025-05-08 13:23:00;53.68
2025-05-08 13:22:59;44.18
2025-05-08 13:22:58;8.43
2025-05-08 13:22:57;36.43
2025-05-08 13:22:56;44.18
2025-05-08 13:22:55;60.43
2025-05-08 13:22:54;74.93
2025-05-08 13:22:53;89.43
2025-05-08 13:22:52;89.43
2025-05-08 13:22:51;65.93
2025-05-08 13:22:50;98.93
2025-05-08 13:22:49;98.93
2025-05-08 13:22:48;87.18
2025-05-08 13:22:47;89.43
2025-05-08 13:22:46;32.43
2025-05-08 13:22:45;65.93
2025-05-08 13:22:44;37.43
2025-05-08 13:22:43;6.18
2025-05-08 13:22:42;29.43
2025-05-08 13:22:41;64.18
2025-05-08 13:22:40;81.43
2025-05-08 13:22:39;38.43
2025-05-08 13:22:38;83.18
2025-05-08 13:22:37;44.18
2025-05-08 13:22:36;94.43
2025-05-08 13:22:35;70.93
2025-05-08 13:22:34;9.43
2025-05-08 13:22:33;32.43
2025-05-08 13:22:32;87.68
2025-05-08 13:22:31;78.18
2025-05-08 13:22:30;82.68
2025-05-08 13:22:29;54.18
2025-05-08 13:22:28;44.68
2025-05-08 13:22:27;4.43
2025-05-08 13:22:26;89.93
2025-05-08 13:22:25;78.18
2025-05-08 13:22:24;75.93
2025-05-08 13:22:23;92.68
2025-05-08 13:22:22;94.93
2025-05-08 13:22:21;28.43
2025-05-08 13:22:20;81.43
2025-05-08 13:22:19;59.68
2025-05-08 13:22:18;29.43
2025-05-08 13:22:17;50.68
2025-05-08 13:22:16;62.43
2025-05-08 13:22:15;48.43
2025-05-08 13:22:14;93.18
2025-05-08 13:22:13;4.43
2025-05-08 13:22:12;13.43
2025-05-08 13:22:11;8.93
2025-05-08 13:22:10;65.18
2025-05-08 13:22:09;55.68
2025-05-08 13:22:08;83.18
2025-05-08 13:22:07;84.68
2025-05-08 13:22:06;56.93
2025-05-08 13:22:05;87.68
2025-05-08 13:22:04;32.93
2025-05-08 13:22:03;40.18
2025-05-08 13:22:02;40.68
2025-05-08 13:22:01;18.93
2025-05-08 13:22:00;21.18
2025-05-08 13:21:59;95.43
2025-05-08 13:21:58;47.43
2025-05-08 13:21:57;97.68
2025-05-08 13:21:56;71.43
2025-05-08 13:21:55;80.93
2025-05-08 13:21:54;2.68
2025-05-08 13:21:53;19.43
2025-05-08 13:21:52;21.18
2025-05-08 13:21:51;99.93
2025-05-08 13:21:50;14.43
2025-05-08 13:21:49;61.93
2025-05-08 13:21:48;80.93
2025-05-08 13:21:47;71.43
2025-05-08 13:21:46;66.43
2025-05-08 13:21:45;95.43
2025-05-08 13:21:44;52.93
2025-05-08 13:21:43;85.93
2025-05-08 13:21:42;66.43
2025-05-08 13:21:41;76.93
2025-05-08 13:21:40;97.68
2025-05-08 13:21:39;72.93
2025-05-08 13:21:38;87.43
2025-05-08 13:21:37;6.43
2025-05-08 13:21:36;10.93
2025-05-08 13:21:35;97.43
2025-05-08 13:21:34;26.68
2025-05-08 13:21:33;74.18
2025-05-08 13:21:32;28.93
2025-05-08 13:21:31;22.18
2025-05-08 13:21:30;79.18
2025-05-08 13:21:29;31.68
2025-05-08 13:21:28;58.43
2025-05-08 13:21:27;61.18
2025-05-08 13:21:26;32.68
2025-05-08 13:21:25;96.93
2025-05-08 13:21:24;11.43
2025-05-08 13:21:23;51.68
2025-05-08 13:21:22;8.68
2025-05-08 13:21:21;7.68
2025-05-08 13:21:20;79.18
2025-05-08 13:21:19;3.18
2025-05-08 13:21:18;53.43
2025-05-08 13:21:17;27.18
2025-05-08 13:21:16;53.43
2025-05-08 13:21:15;95.93
2025-05-08 13:21:14;15.43
2025-05-08 13:21:13;20.43
2025-05-08 13:21:12;46.18
2025-05-08 13:21:11;70.18
2025-05-08 13:21:10;48.93
2025-05-08 13:21:09;31.68
2025-05-08 13:21:08;41.18
2025-05-08 13:21:07;56.68
2025-05-08 13:21:06;14.18
2025-05-08 13:21:05;48.93
2025-05-08 13:21:04;4.68
2025-05-08 13:21:03;72.93
2025-05-08 13:21:02;89.68
2025-05-08 13:21:01;65.68
2025-05-08 13:21:00;17.68
2025-05-08 13:20:59;43.93
2025-05-08 13:20:58;65.68
2025-05-08 13:20:57;84.68
2025-05-08 13:20:56;56.18
2025-05-08 13:20:55;72.93
2025-05-08 13:20:54;13.68
2025-05-08 13:20:53;92.43
2025-05-08 13:20:52;67.93
2025-05-08 13:20:51;5.93
2025-05-08 13:20:50;10.93
2025-05-08 13:20:49;11.43
2025-05-08 13:20:48;82.43
2025-05-08 13:20:47;96.43
2025-05-08 13:20:46;15.93
2025-05-08 13:20:45;87.43
2025-05-08 13:20:44;25.93
2025-05-08 13:20:43;15.93
2025-05-08 13:20:42;20.93
2025-05-08 13:20:41;65.68
2025-05-08 13:20:40;15.93
2025-05-08 13:20:39;87.43
2025-05-08 13:20:38;37.18
2025-05-08 13:20:37;58.93
2025-05-08 13:20:36;58.18
2025-05-08 13:20:35;61.43
2025-05-08 13:20:34;59.68
2025-05-08 13:20:33;11.68
2025-05-08 13:20:32;78.68
2025-05-08 13:20:31;89.43
2025-05-08 13:20:30;99.68
2025-05-08 13:20:29;95.18
2025-05-08 13:20:28;90.18
2025-05-08 13:20:27;87.93
2025-05-08 13:20:26;56.18
2025-05-08 13:20:25;71.18
2025-05-08 13:20:24;20.93
2025-05-08 13:20:23;52.18
2025-05-08 13:20:22;61.68
2025-05-08 13:20:21;45.43
2025-05-08 13:20:20;54.43
2025-05-08 13:20:19;90.68
2025-05-08 13:20:18;23.68
2025-05-08 13:20:17;6.93
2025-05-08 13:20:16;90.18
2025-05-08 13:20:15;85.68
2025-05-08 13:20:14;19.18
2025-05-08 13:20:13;78.93
2025-05-08 13:20:12;42.68
2025-05-08 13:20:11;35.43
2025-05-08 13:20:10;33.68
2025-05-08 13:20:09;71.68
2025-05-08 13:20:08;26.43
2025-05-08 13:20:07;96.93
2025-05-08 13:20:06;78.93
2025-05-08 13:20:05;92.43
2025-05-08 13:20:04;15.18
2025-05-08 13:20:03;18.43
2025-05-08 13:20:02;44.18
2025-05-08 13:20:01;37.43
2025-05-08 13:20:00;26.43
2025-05-08 13:19:59;2.93
2025-05-08 13:19:58;30.93
2025-05-08 13:19:57;92.93
2025-05-08 13:19:56;78.93
2025-05-08 13:19:55;49.93
2025-05-08 13:19:54;57.18
2025-05-08 13:19:53;78.43
2025-05-08 13:19:52;78.93
2025-05-08 13:19:51;52.68
2025-05-08 13:19:50;95.68
2025-05-08 13:19:49;26.43
2025-05-08 13:19:48;76.68
2025-05-08 13:19:47;83.43
2025-05-08 13:19:46;73.93
2025-05-08 13:19:45;17.93
2025-05-08 13:19:44;58.18
2025-05-08 13:19:43;3.93
2025-05-08 13:19:42;98.93
2025-05-08 13:19:41;55.93
2025-05-08 13:19:40;77.68
2025-05-08 13:19:39;84.43
2025-05-08 13:19:38;91.18
2025-05-08 13:19:37;64.93
2025-05-08 13:19:36;69.93
2025-05-08 13:19:35;57.68
2025-05-08 13:19:34;9.68
2025-05-08 13:19:33;94.93
2025-05-08 13:19:32;51.43
2025-05-08 13:19:31;68.68
2025-05-08 13:19:30;79.43
2025-05-08 13:19:29;33.43
2025-05-08 13:19:28;53.18
2025-05-08 13:19:27;81.68
2025-05-08 13:19:26;65.93
2025-05-08 13:19:25;31.93
2025-05-08 13:19:24;7.93
2025-05-08 13:19:23;65.43
2025-05-08 13:19:22;39.18
2025-05-08 13:19:21;31.93
2025-05-08 13:19:20;91.68
2025-05-08 13:19:19;77.18
2025-05-08 13:19:18;98.93
2025-05-08 13:19:17;0.68
2025-05-08 13:19:16;77.18
2025-05-08 13:19:15;60.43
2025-05-08 13:19:14;34.68
2025-05-08 13:19:13;7.93
2025-05-08 13:19:12;77.18
2025-05-08 13:19:11;50.93
2025-05-08 13:19:10;70.43
2025-05-08 13:19:09;24.68
2025-05-08 13:19:08;96.68
2025-05-08 13:19:07;67.68
2025-05-08 13:19:06;36.93
2025-05-08 13:19:05;22.43
2025-05-08 13:19:04;41.43
2025-05-08 13:19:03;74.43
2025-05-08 13:19:02;24.68
2025-05-08 13:19:01;71.93
2025-05-08 13:19:00;26.68
2025-05-08 13:18:59;66.93
2025-05-08 13:18:58;17.18
2025-05-08 13:18:57;49.18
2025-05-08 13:18:56;15.68
2025-05-08 13:18:55;41.93
2025-05-08 13:18:54;22.93
2025-05-08 13:18:53;76.43
2025-05-08 13:18:52;79.18
2025-05-08 13:18:51;88.18
2025-05-08 13:18:50;68.68
2025-05-08 13:18:49;47.43
2025-05-08 13:18:48;61.43
2025-05-08 13:18:47;21.68
2025-05-08 13:18:46;44.18
2025-05-08 13:18:45;13.93
2025-05-08 13:18:44;92.18
2025-05-08 13:18:43;51.93
2025-05-08 13:18:42;6.68
2025-05-08 13:18:41;30.68
2025-05-08 13:18:40;30.68
2025-05-08 13:18:39;80.43
2025-05-08 13:18:38;90.43
2025-05-08 13:18:37;92.18
2025-05-08 13:18:36;15.68
2025-05-08 13:18:35;16.18
2025-05-08 13:18:34;92.18
2025-05-08 13:18:33;87.68
2025-05-08 13:18:32;8.93
2025-05-08 13:18:31;87.68
2025-05-08 13:18:30;92.68
2025-05-08 13:18:29;9.93
2025-05-08 13:18:28;27.18
2025-05-08 13:18:27;5.43
2025-05-08 13:18:26;47.93
2025-05-08 13:18:25;26.18
2025-05-08 13:18:24;59.18
2025-05-08 13:18:23;94.93
2025-05-08 13:18:22;23.43
2025-05-08 13:18:21;52.43
2025-05-08 13:18:20;52.43
2025-05-08 13:18:19;26.18
2025-05-08 13:18:18;54.68
2025-05-08 13:18:17;42.43
2025-05-08 13:18:16;32.93
2025-05-08 13:18:15;8.93
2025-05-08 13:18:14;94.93
2025-05-08 13:18:13;40.18
2025-05-08 13:18:12;76.43
2025-05-08 13:18:11;69.18
2025-05-08 13:18:10;27.18
2025-05-08 13:18:09;41.18
2025-05-08 13:18:08;12.18
2025-05-08 13:18:07;68.68
2025-05-08 13:18:06;81.43
2025-05-08 13:18:05;42.93
2025-05-08 13:18:04;30.68
2025-05-08 13:18:03;73.68
2025-05-08 13:18:02;42.93
2025-05-08 13:18:01;19.93
2025-05-08 13:18:00;91.43
2025-05-08 13:17:59;91.43
2025-05-08 13:17:58;92.43
2025-05-08 13:17:57;42.18
2025-05-08 13:17:56;-89.03
2025-05-08 13:17:55;99.18
2025-05-08 13:17:54;69.68
2025-05-08 13:17:53;45.18
2025-05-08 13:17:52;23.93
2025-05-08 13:17:51;88.68
2025-05-08 13:17:50;86.43
2025-05-08 13:17:49;0.43
2025-05-08 13:17:48;5.43
2025-05-08 13:17:47;43.43
2025-05-08 13:17:46;84.18
2025-05-08 13:17:45;62.43
2025-05-08 13:17:44;-60.53
2025-05-08 13:17:43;5.43
2025-05-08 13:17:42;76.93
2025-05-08 13:17:41;17.18
2025-05-08 13:17:40;23.93
2025-05-08 13:17:39;96.43
2025-05-08 13:17:38;50.68
2025-05-08 13:17:37;3.18
2025-05-08 13:17:36;31.18
2025-05-08 13:17:35;79.18
2025-05-08 13:17:34;15.43
2025-05-08 13:17:33;66.93
2025-05-08 13:17:32;2.68
2025-05-08 13:17:31;46.18
2025-05-08 13:17:30;34.43
2025-05-08 13:17:29;0.93
2025-05-08 13:17:28;64.68
2025-05-08 13:17:27;31.68
2025-05-08 13:17:26;-25.28
2025-05-08 13:17:25;51.68
2025-05-08 13:17:24;-44.78
2025-05-08 13:17:23;-42.03
2025-05-08 13:17:22;53.43
2025-05-08 13:17:21;48.93
2025-05-08 13:17:20;65.18
2025-05-08 13:17:19;86.93
2025-05-08 13:17:18;10.43
2025-05-08 13:17:17;19.93
2025-05-08 13:17:16;22.18
2025-05-08 13:17:15;38.93
2025-05-08 13:17:14;98.68
2025-05-08 13:17:13;92.43
2025-05-08 13:17:12;62.93
2025-05-08 13:17:11;10.43
2025-05-08 13:17:10;3.68
2025-05-08 13:17:09;-28.03
2025-05-08 13:17:08;92.43
2025-05-08 13:17:07;-39.78
2025-05-08 13:17:06;-73.28
2025-05-08 13:17:05;-94.53
2025-05-08 13:17:04;-20.78
2025-05-08 13:17:03;-20.78
2025-05-08 13:17:02;94.18
2025-05-08 13:17:01;84.68
2025-05-08 13:17:00;89.68
2025-05-08 13:16:59;51.18
2025-05-08 13:16:58;60.68
2025-05-08 13:16:57;53.43
2025-05-08 13:16:56;13.18
2025-05-08 13:16:55;72.93
2025-05-08 13:16:54;-99.53
2025-05-08 13:16:53;-5.78
2025-05-08 13:16:52;-44.78
2025-05-08 13:16:51;-32.03
2025-05-08 13:16:50;68.43
2025-05-08 13:16:49;6.43
2025-05-08 13:16:48;63.43
2025-05-08 13:16:47;75.68
2025-05-08 13:16:46;8.68
2025-05-08 13:16:45;25.43
2025-05-08 13:16:44;46.68
2025-05-08 13:16:43;51.68
2025-05-08 13:16:42;27.68
2025-05-08 13:16:41;63.43
2025-05-08 13:16:40;87.43
2025-05-08 13:16:39;37.68
2025-05-08 13:16:38;66.18
2025-05-08 13:16:37;15.93
2025-05-08 13:16:36;84.68
2025-05-08 13:16:35;75.68
2025-05-08 13:16:34;92.43
2025-05-08 13:16:33;37.68
2025-05-08 13:16:32;84.68
2025-05-08 13:16:31;30.43
2025-05-08 13:16:30;30.43
2025-05-08 13:16:29;-92.28
2025-05-08 13:16:28;-28.03
2025-05-08 13:16:27;82.43
2025-05-08 13:16:26;-1.78
2025-05-08 13:16:25;11.43
2025-05-08 13:16:24;-23.03
2025-05-08 13:16:23;-34.28
2025-05-08 13:16:22;-62.28
2025-05-08 13:16:21;-36.53
2025-05-08 13:16:20;-26.53
2025-05-08 13:16:19;-99.53
2025-05-08 13:16:18;-80.03
2025-05-08 13:16:17;-24.78
2025-05-08 13:16:16;-24.28
2025-05-08 13:16:15;-91.28
2025-05-08 13:16:14;-53.28
2025-05-08 13:16:13;-34.28
2025-05-08 13:16:12;-8.03
2025-05-08 13:16:11;-12.53
2025-05-08 13:16:10;-87.28
2025-05-08 13:16:09;-28.03
2025-05-08 13:16:08;-91.78
2025-05-08 13:16:07;-27.53
2025-05-08 13:16:06;-75.03
2025-05-08 13:16:05;-80.03
2025-05-08 13:16:04;-51.53
2025-05-08 13:16:03;-28.03
2025-05-08 13:16:02;-56.03
2025-05-08 13:16:01;-63.28
2025-05-08 13:16:00;-15.78
2025-05-08 13:15:59;-8.53
2025-05-08 13:15:58;-72.78
2025-05-08 13:15:57;-61.03
2025-05-08 13:15:56;-98.03
2025-05-08 13:15:55;-51.53
2025-05-08 13:15:54;-80.03
2025-05-08 13:15:53;-1.28
2025-05-08 13:15:52;-78.53
2025-05-08 13:15:51;-4.28
2025-05-08 13:15:50;-52.28
2025-05-08 13:15:49;-81.28
2025-05-08 13:15:48;-61.78
2025-05-08 13:15:47;-96.28
2025-05-08 13:15:46;-24.78
2025-05-08 13:15:45;-62.78
2025-05-08 13:15:44;-98.53
2025-05-08 13:15:43;-72.28
2025-05-08 13:15:42;-60.53
2025-05-08 13:15:41;-46.03
2025-05-08 13:15:40;-29.78
2025-05-08 13:15:39;-65.53
2025-05-08 13:15:38;-10.28
2025-05-08 13:15:37;-8.03
2025-05-08 13:15:36;-79.03
2025-05-08 13:15:35;-74.53
2025-05-08 13:15:34;-8.03
2025-05-08 13:15:33;-62.78
2025-05-08 13:15:32;-10.28
2025-05-08 13:15:31;-32.03
2025-05-08 13:15:30;-33.78
2025-05-08 13:15:29;-76.78
2025-05-08 13:15:28;-8.03
2025-05-08 13:15:27;-62.78
2025-05-08 13:15:26;-50.53
2025-05-08 13:15:25;-85.78
2025-05-08 13:15:24;-80.78
2025-05-08 13:15:23;-70.78
2025-05-08 13:15:22;-45.03
2025-05-08 13:15:21;-76.28
2025-05-08 13:15:20;-41.28
2025-05-08 13:15:19;-88.78
2025-05-08 13:15:18;-25.03
2025-05-08 13:15:17;-1.53
2025-05-08 13:15:16;-55.03
2025-05-08 13:15:15;-40.53
2025-05-08 13:15:14;-2.53
2025-05-08 13:15:13;-95.78
2025-05-08 13:15:12;-17.03
2025-05-08 13:15:11;-69.03
2025-05-08 13:15:10;-65.03
2025-05-08 13:15:09;-26.53
2025-05-08 13:15:08;-74.53
2025-05-08 13:15:07;-64.53
2025-05-08 13:15:06;-85.78
2025-05-08 13:15:05;-55.03
2025-05-08 13:15:04;-95.78
2025-05-08 13:15:03;-81.28
2025-05-08 13:15:02;-78.53
2025-05-08 13:15:01;-12.53
2025-05-08 13:15:00;-33.78
2025-05-08 13:14:59;-55.03
2025-05-08 13:14:58;-83.53
2025-05-08 13:14:57;-90.78
2025-05-08 13:14:56;-23.28
2025-05-08 13:14:55;-35.53
2025-05-08 13:14:54;-5.28
2025-05-08 13:14:53;-83.53
2025-05-08 13:14:52;-95.28
2025-05-08 13:14:51;-33.78
2025-05-08 13:14:50;-24.28
2025-05-08 13:14:49;-31.03
2025-05-08 13:14:48;-15.53
2025-05-08 13:14:47;-35.03
2025-05-08 13:14:46;-12.28
2025-05-08 13:14:45;-6.03
2025-05-08 13:14:44;-54.53
2025-05-08 13:14:43;-4.28
2025-05-08 13:14:42;-11.53
2025-05-08 13:14:41;-83.53
2025-05-08 13:14:40;-64.03
2025-05-08 13:14:39;-90.28
2025-05-08 13:14:38;-9.28
2025-05-08 13:14:37;-54.53
2025-05-08 13:14:36;-61.78
2025-05-08 13:14:35;-21.03
2025-05-08 13:14:34;-90.28
2025-05-08 13:14:33;-94.28
2025-05-08 13:14:32;-25.03
2025-05-08 13:14:31;-98.78
2025-05-08 13:14:30;-25.03
2025-05-08 13:14:29;-74.78
2025-05-08 13:14:28;-87.03
2025-05-08 13:14:27;-20.03
2025-05-08 13:14:26;-4.28
2025-05-08 13:14:25;-22.78
2025-05-08 13:14:24;-85.28
2025-05-08 13:14:23;-8.78
2025-05-08 13:14:22;-68.53
2025-05-08 13:14:21;-70.78
2025-05-08 13:14:20;-18.28
2025-05-08 13:14:19;-87.53
2025-05-08 13:14:18;-42.28
2025-05-08 13:14:17;-83.78
2025-05-08 13:14:16;-81.03
2025-05-08 13:14:15;-72.53
2025-05-08 13:14:14;-43.03
2025-05-08 13:14:13;-37.28
2025-05-08 13:14:12;-73.03
2025-05-08 13:14:11;-1.53
2025-05-08 13:14:10;-40.03
2025-05-08 13:14:09;-11.03
