Fecha y Hora;TT-3036 - Temperatura salida reactor R-303
2025-05-08 13:22:38;-89.78
2025-05-08 13:22:37;-38.28
2025-05-08 13:22:36;-95.78
2025-05-08 13:22:35;-45.03
2025-05-08 13:22:34;-80.28
2025-05-08 13:22:33;-59.53
2025-05-08 13:22:32;-16.53
2025-05-08 13:22:31;-87.53
2025-05-08 13:22:30;-97.53
2025-05-08 13:22:29;-83.03
2025-05-08 13:22:28;-11.53
2025-05-08 13:22:27;-97.03
2025-05-08 13:22:26;-30.53
2025-05-08 13:22:25;-83.03
2025-05-08 13:22:24;-59.03
2025-05-08 13:22:23;-61.78
2025-05-08 13:22:22;-27.78
2025-05-08 13:22:21;-8.28
2025-05-08 13:22:20;-93.78
2025-05-08 13:22:19;-94.78
2025-05-08 13:22:18;-26.78
2025-05-08 13:22:17;-89.28
2025-05-08 13:22:16;-98.78
2025-05-08 13:22:15;-87.03
2025-05-08 13:22:14;-44.03
2025-05-08 13:22:13;-51.78
2025-05-08 13:22:12;-57.28
2025-05-08 13:22:11;-64.78
2025-05-08 13:22:10;-41.28
2025-05-08 13:22:09;-79.28
2025-05-08 13:22:08;-51.78
2025-05-08 13:22:07;-41.28
2025-05-08 13:22:06;-33.28
2025-05-08 13:22:05;-66.28
2025-05-08 13:22:04;-80.78
2025-05-08 13:22:03;-13.78
2025-05-08 13:22:02;-85.28
2025-05-08 13:22:01;-80.78
2025-05-08 13:22:00;-11.53
2025-05-08 13:21:59;-85.28
2025-05-08 13:21:58;-30.53
2025-05-08 13:21:57;-99.28
2025-05-08 13:21:56;-23.28
2025-05-08 13:21:55;-46.78
2025-05-08 13:21:54;-11.03
2025-05-08 13:21:53;-39.53
2025-05-08 13:21:52;-94.78
2025-05-08 13:21:51;-4.28
2025-05-08 13:21:50;-94.28
2025-05-08 13:21:49;-6.53
2025-05-08 13:21:48;-64.03
2025-05-08 13:21:47;-35.03
2025-05-08 13:21:46;-85.28
2025-05-08 13:21:45;-37.28
2025-05-08 13:21:44;-27.78
2025-05-08 13:21:43;-75.28
2025-05-08 13:21:42;-85.28
2025-05-08 13:21:41;-94.28
2025-05-08 13:21:40;-63.53
2025-05-08 13:21:39;-88.28
2025-05-08 13:21:38;-16.78
2025-05-08 13:21:37;-92.78
2025-05-08 13:21:36;-40.78
2025-05-08 13:21:35;-39.78
2025-05-08 13:21:34;-44.03
2025-05-08 13:21:33;-49.03
2025-05-08 13:21:32;-70.78
2025-05-08 13:21:31;-74.78
2025-05-08 13:21:30;-29.53
2025-05-08 13:21:29;-43.03
2025-05-08 13:21:28;-31.28
2025-05-08 13:21:27;-59.28
2025-05-08 13:21:26;-81.03
2025-05-08 13:21:25;-0.03
2025-05-08 13:21:24;-23.53
2025-05-08 13:21:23;-0.03
2025-05-08 13:21:22;-78.78
2025-05-08 13:21:21;-17.78
2025-05-08 13:21:20;-29.53
2025-05-08 13:21:19;-67.53
2025-05-08 13:21:18;-34.03
2025-05-08 13:21:17;-81.53
2025-05-08 13:21:16;-0.53
2025-05-08 13:21:15;-84.28
2025-05-08 13:21:14;-69.28
2025-05-08 13:21:13;-76.53
2025-05-08 13:21:12;-64.78
2025-05-08 13:21:11;-55.28
2025-05-08 13:21:10;-40.78
2025-05-08 13:21:09;-39.03
2025-05-08 13:21:08;-40.78
2025-05-08 13:21:07;-92.78
2025-05-08 13:21:06;-94.53
2025-05-08 13:21:05;-5.03
2025-05-08 13:21:04;-14.03
2025-05-08 13:21:03;-91.03
2025-05-08 13:21:02;-64.78
2025-05-08 13:21:01;-2.78
2025-05-08 13:21:00;-24.53
2025-05-08 13:20:59;-43.53
2025-05-08 13:20:58;-98.28
2025-05-08 13:20:57;-88.28
2025-05-08 13:20:56;-24.03
2025-05-08 13:20:55;-90.53
2025-05-08 13:20:54;-31.28
2025-05-08 13:20:53;-71.03
2025-05-08 13:20:52;-38.53
2025-05-08 13:20:51;-74.28
2025-05-08 13:20:50;-43.03
2025-05-08 13:20:49;-16.78
2025-05-08 13:20:48;-52.53
2025-05-08 13:20:47;-26.78
2025-05-08 13:20:46;-73.78
2025-05-08 13:20:45;-90.53
2025-05-08 13:20:44;-64.28
2025-05-08 13:20:43;-0.03
2025-05-08 13:20:42;-68.78
2025-05-08 13:20:41;-26.28
2025-05-08 13:20:40;-16.78
2025-05-08 13:20:39;-57.53
2025-05-08 13:20:38;-71.53
2025-05-08 13:20:37;-74.53
2025-05-08 13:20:36;-78.03
2025-05-08 13:20:35;-28.78
2025-05-08 13:20:34;-13.28
2025-05-08 13:20:33;-75.78
2025-05-08 13:20:32;-82.53
2025-05-08 13:20:31;-71.78
2025-05-08 13:20:30;-73.28
2025-05-08 13:20:29;-11.28
2025-05-08 13:20:28;-16.28
2025-05-08 13:20:27;-18.53
2025-05-08 13:20:26;-33.53
2025-05-08 13:20:25;-37.53
2025-05-08 13:20:24;-90.03
2025-05-08 13:20:23;-99.53
2025-05-08 13:20:22;-28.03
2025-05-08 13:20:21;-18.53
2025-05-08 13:20:20;-9.53
2025-05-08 13:20:19;-61.03
2025-05-08 13:20:18;-95.03
2025-05-08 13:20:17;-76.03
2025-05-08 13:20:16;-9.03
2025-05-08 13:20:15;-85.03
2025-05-08 13:20:14;-10.78
2025-05-08 13:20:13;-39.78
2025-05-08 13:20:12;-66.53
2025-05-08 13:20:11;-63.78
2025-05-08 13:20:10;-32.03
2025-05-08 13:20:09;-11.28
2025-05-08 13:20:08;-56.53
2025-05-08 13:20:07;-21.28
2025-05-08 13:20:06;-85.03
2025-05-08 13:20:05;-17.03
2025-05-08 13:20:04;-81.78
2025-05-08 13:20:03;-64.53
2025-05-08 13:20:02;-29.28
2025-05-08 13:20:01;-85.78
2025-05-08 13:20:00;-28.03
2025-05-08 13:19:59;-61.03
2025-05-08 13:19:58;-4.03
2025-05-08 13:19:57;-85.03
2025-05-08 13:19:56;-27.53
2025-05-08 13:19:55;-49.28
2025-05-08 13:19:54;-20.78
2025-05-08 13:19:53;-77.78
2025-05-08 13:19:52;-86.78
2025-05-08 13:19:51;-27.53
2025-05-08 13:19:50;-24.78
2025-05-08 13:19:49;-44.28
2025-05-08 13:19:48;-13.03
2025-05-08 13:19:47;-15.78
2025-05-08 13:19:46;-19.78
2025-05-08 13:19:45;-7.53
2025-05-08 13:19:44;-12.53
2025-05-08 13:19:43;-40.53
2025-05-08 13:19:42;-74.03
2025-05-08 13:19:41;-98.03
2025-05-08 13:19:40;-9.78
2025-05-08 13:19:39;-24.28
2025-05-08 13:19:38;-38.78
2025-05-08 13:19:37;-43.78
2025-05-08 13:19:36;-91.28
2025-05-08 13:19:35;-15.78
2025-05-08 13:19:34;-61.03
2025-05-08 13:19:33;-90.28
2025-05-08 13:19:32;-31.03
2025-05-08 13:19:31;-85.28
2025-05-08 13:19:30;-65.03
2025-05-08 13:19:29;-58.53
2025-05-08 13:19:28;-72.28
2025-05-08 13:19:27;-72.78
2025-05-08 13:19:26;-76.28
2025-05-08 13:19:25;-38.78
2025-05-08 13:19:24;-3.03
2025-05-08 13:19:23;-79.03
2025-05-08 13:19:22;-81.28
2025-05-08 13:19:21;-0.78
2025-05-08 13:19:20;-17.53
2025-05-08 13:19:19;-3.03
2025-05-08 13:19:18;-9.78
2025-05-08 13:19:17;-24.78
2025-05-08 13:19:16;-77.28
2025-05-08 13:19:15;-74.53
2025-05-08 13:19:14;-12.03
2025-05-08 13:19:13;-72.28
2025-05-08 13:19:12;-76.78
2025-05-08 13:19:11;-93.53
2025-05-08 13:19:10;-48.28
2025-05-08 13:19:09;-76.78
2025-05-08 13:19:08;-74.03
2025-05-08 13:19:07;-86.28
2025-05-08 13:19:06;-90.78
2025-05-08 13:19:05;-52.78
2025-05-08 13:19:04;-13.03
2025-05-08 13:19:03;-62.78
2025-05-08 13:19:02;-3.78
2025-05-08 13:19:01;-10.53
2025-05-08 13:19:00;-37.28
2025-05-08 13:18:59;-22.78
2025-05-08 13:18:58;-91.53
2025-05-08 13:18:57;-83.53
2025-05-08 13:18:56;-38.28
2025-05-08 13:18:55;-66.78
2025-05-08 13:18:54;-78.03
2025-05-08 13:18:53;-58.53
2025-05-08 13:18:52;-75.28
2025-05-08 13:18:51;-56.28
2025-05-08 13:18:50;-87.53
2025-05-08 13:18:49;-70.78
2025-05-08 13:18:48;-92.53
2025-05-08 13:18:47;-51.78
2025-05-08 13:18:46;-83.53
2025-05-08 13:18:45;-85.78
2025-05-08 13:18:44;-0.28
2025-05-08 13:18:43;-2.53
2025-05-08 13:18:42;-57.28
2025-05-08 13:18:41;-4.78
2025-05-08 13:18:40;-2.03
2025-05-08 13:18:39;-19.28
2025-05-08 13:18:38;-64.03
2025-05-08 13:18:37;-78.53
2025-05-08 13:18:36;-36.03
2025-05-08 13:18:35;-80.78
2025-05-08 13:18:34;-71.28
2025-05-08 13:18:33;-16.53
2025-05-08 13:18:32;-78.53
2025-05-08 13:18:31;-45.03
2025-05-08 13:18:30;-36.28
2025-05-08 13:18:29;-77.53
2025-05-08 13:18:28;-7.78
2025-05-08 13:18:27;-93.78
2025-05-08 13:18:26;-98.78
2025-05-08 13:18:25;-44.53
2025-05-08 13:18:24;-78.03
2025-05-08 13:18:23;-11.53
2025-05-08 13:18:22;-95.28
2025-05-08 13:18:21;-99.28
2025-05-08 13:18:20;-11.53
2025-05-08 13:18:19;-99.78
2025-05-08 13:18:18;-80.28
2025-05-08 13:18:17;-83.03
2025-05-08 13:18:16;-75.78
2025-05-08 13:18:15;-11.53
2025-05-08 13:18:14;-80.28
2025-05-08 13:18:13;-40.03
2025-05-08 13:18:12;-94.28
2025-05-08 13:18:11;-89.78
2025-05-08 13:18:10;-69.78
2025-05-08 13:18:09;-58.53
2025-05-08 13:18:08;-60.78
2025-05-08 13:18:07;-54.53
2025-05-08 13:18:06;-34.53
2025-05-08 13:18:05;-73.03
2025-05-08 13:18:04;-40.03
2025-05-08 13:18:03;-59.03
2025-05-08 13:18:02;-58.03
2025-05-08 13:18:01;-41.28
2025-05-08 13:18:00;-31.78
2025-05-08 13:17:59;-17.78
2025-05-08 13:17:58;-7.28
2025-05-08 13:17:57;-49.78
2025-05-08 13:17:56;-58.28
2025-05-08 13:17:55;-36.28
2025-05-08 13:17:54;-20.03
2025-05-08 13:17:53;-8.78
2025-05-08 13:17:52;-1.53
2025-05-08 13:17:51;-12.78
2025-05-08 13:17:50;-41.28
2025-05-08 13:17:49;-41.78
2025-05-08 13:17:48;-68.03
2025-05-08 13:17:47;-65.28
2025-05-08 13:17:46;-12.78
2025-05-08 13:17:45;-91.53
2025-05-08 13:17:44;-86.78
2025-05-08 13:17:43;-46.28
2025-05-08 13:17:42;-29.53
2025-05-08 13:17:41;-65.28
2025-05-08 13:17:40;-39.53
2025-05-08 13:17:39;-36.28
2025-05-08 13:17:38;-49.03
2025-05-08 13:17:37;-32.28
2025-05-08 13:17:36;-32.28
2025-05-08 13:17:35;-48.53
2025-05-08 13:17:34;-36.28
2025-05-08 13:17:33;-25.03
2025-05-08 13:17:32;-13.28
2025-05-08 13:17:31;-72.53
2025-05-08 13:17:30;-36.28
2025-05-08 13:17:29;-91.03
2025-05-08 13:17:28;-3.78
2025-05-08 13:17:27;-16.28
2025-05-08 13:17:26;-6.78
2025-05-08 13:17:25;-64.28
2025-05-08 13:17:24;-82.78
2025-05-08 13:17:23;-49.28
2025-05-08 13:17:22;-79.28
2025-05-08 13:17:21;-41.28
2025-05-08 13:17:20;-81.53
2025-05-08 13:17:19;-74.28
2025-05-08 13:17:18;-98.28
2025-05-08 13:17:17;-72.03
2025-05-08 13:17:16;-91.03
2025-05-08 13:17:15;-26.78
2025-05-08 13:17:14;-98.28
2025-05-08 13:17:13;-81.03
2025-05-08 13:17:12;-91.03
2025-05-08 13:17:11;-69.78
2025-05-08 13:17:10;-97.28
2025-05-08 13:17:09;-73.78
2025-05-08 13:17:08;-97.78
2025-05-08 13:17:07;-95.03
2025-05-08 13:17:06;-20.78
2025-05-08 13:17:05;-32.53
2025-05-08 13:17:04;-52.03
2025-05-08 13:17:03;-58.78
2025-05-08 13:17:02;-7.28
2025-05-08 13:17:01;-64.78
2025-05-08 13:17:00;-52.53
2025-05-08 13:16:59;-5.03
2025-05-08 13:16:58;-0.53
2025-05-08 13:16:57;-53.03
2025-05-08 13:16:56;-57.53
2025-05-08 13:16:55;-13.03
2025-05-08 13:16:54;-59.28
2025-05-08 13:16:53;-86.78
2025-05-08 13:16:52;-61.53
2025-05-08 13:16:51;-68.28
2025-05-08 13:16:50;-21.28
2025-05-08 13:16:49;-38.03
2025-05-08 13:16:48;-90.53
2025-05-08 13:16:47;-78.78
2025-05-08 13:16:46;-38.03
2025-05-08 13:16:45;-16.78
2025-05-08 13:16:44;-71.53
2025-05-08 13:16:43;-90.53
2025-05-08 13:16:42;-54.78
2025-05-08 13:16:41;-76.53
2025-05-08 13:16:40;-11.78
2025-05-08 13:16:39;-30.78
2025-05-08 13:16:38;-59.28
2025-05-08 13:16:37;-40.28
2025-05-08 13:16:36;-31.28
2025-05-08 13:16:35;-69.28
2025-05-08 13:16:34;-59.28
2025-05-08 13:16:33;-26.28
2025-05-08 13:16:32;-14.53
2025-05-08 13:16:31;-2.28
2025-05-08 13:16:30;-5.03
2025-05-08 13:16:29;-4.03
2025-05-08 13:16:28;-66.03
2025-05-08 13:16:27;-35.78
2025-05-08 13:16:26;-73.28
2025-05-08 13:16:25;-59.28
2025-05-08 13:16:24;92.97
2025-05-08 13:16:23;-75.03
2025-05-08 13:16:22;80.72
2025-05-08 13:16:21;-63.28
2025-05-08 13:16:20;92.47
2025-05-08 13:16:19;-71.03
2025-05-08 13:16:18;-24.78
2025-05-08 13:16:17;-24.78
2025-05-08 13:16:16;-32.03
2025-05-08 13:16:15;18.22
2025-05-08 13:16:14;72.97
2025-05-08 13:16:13;-3.53
2025-05-08 13:16:12;-44.28
2025-05-08 13:16:11;-65.53
2025-05-08 13:16:10;-37.53
2025-05-08 13:16:09;-30.28
2025-05-08 13:16:08;-42.03
2025-05-08 13:16:07;-54.28
2025-05-08 13:16:06;-80.03
2025-05-08 13:16:05;-30.28
2025-05-08 13:16:04;-14.03
2025-05-08 13:16:03;-61.53
2025-05-08 13:16:02;-3.53
2025-05-08 13:16:01;-23.03
2025-05-08 13:16:00;-42.03
2025-05-08 13:15:59;-58.78
2025-05-08 13:15:58;-63.28
2025-05-08 13:15:57;-70.53
2025-05-08 13:15:56;-5.78
2025-05-08 13:15:55;-34.78
2025-05-08 13:15:54;-8.53
2025-05-08 13:15:53;-23.03
2025-05-08 13:15:52;92.97
2025-05-08 13:15:51;62.22
2025-05-08 13:15:50;68.97
2025-05-08 13:15:49;75.72
2025-05-08 13:15:48;75.72
2025-05-08 13:15:47;-58.28
2025-05-08 13:15:46;-96.78
2025-05-08 13:15:45;8.72
2025-05-08 13:15:44;-60.53
2025-05-08 13:15:43;-98.53
2025-05-08 13:15:42;-32.03
2025-05-08 13:15:41;-70.03
2025-05-08 13:15:40;-91.78
2025-05-08 13:15:39;-44.28
2025-05-08 13:15:38;-91.78
2025-05-08 13:15:37;-43.78
2025-05-08 13:15:36;32.72
2025-05-08 13:15:35;-86.78
2025-05-08 13:15:34;-29.78
2025-05-08 13:15:33;-65.53
2025-05-08 13:15:32;6.47
2025-05-08 13:15:31;-86.78
2025-05-08 13:15:30;68.47
2025-05-08 13:15:29;-17.53
2025-05-08 13:15:28;-48.78
2025-05-08 13:15:27;-5.78
2025-05-08 13:15:26;68.97
2025-05-08 13:15:25;99.72
2025-05-08 13:15:24;37.72
2025-05-08 13:15:23;66.72
2025-05-08 13:15:22;97.47
2025-05-08 13:15:21;67.72
2025-05-08 13:15:20;41.47
2025-05-08 13:15:19;6.22
2025-05-08 13:15:18;67.72
2025-05-08 13:15:17;83.97
2025-05-08 13:15:16;49.47
2025-05-08 13:15:15;85.72
2025-05-08 13:15:14;1.97
2025-05-08 13:15:13;-5.78
2025-05-08 13:15:12;51.72
2025-05-08 13:15:11;2.47
2025-05-08 13:15:10;27.72
2025-05-08 13:15:09;47.22
2025-05-08 13:15:08;-89.03
2025-05-08 13:15:07;53.97
2025-05-08 13:15:06;76.22
2025-05-08 13:15:05;53.97
2025-05-08 13:15:04;51.72
2025-05-08 13:15:03;35.47
2025-05-08 13:15:02;38.22
2025-05-08 13:15:01;61.22
2025-05-08 13:15:00;85.22
2025-05-08 13:14:59;61.72
2025-05-08 13:14:58;34.97
2025-05-08 13:14:57;18.72
2025-05-08 13:14:56;2.97
2025-05-08 13:14:55;35.97
2025-05-08 13:14:54;68.47
2025-05-08 13:14:53;82.97
2025-05-08 13:14:52;54.47
2025-05-08 13:14:51;56.72
2025-05-08 13:14:50;49.47
2025-05-08 13:14:49;72.72
2025-05-08 13:14:48;67.22
2025-05-08 13:14:47;10.22
2025-05-08 13:14:46;60.97
2025-05-08 13:14:45;79.47
2025-05-08 13:14:44;82.97
2025-05-08 13:14:43;64.47
