Fecha y Hora;TC-5011 - Control temperatura a digestión
2025-05-08 13:26:30;-84.03
2025-05-08 13:26:29;-41.53
2025-05-08 13:26:28;-74.53
2025-05-08 13:26:27;-71.78
2025-05-08 13:26:26;-72.28
2025-05-08 13:26:25;-65.03
2025-05-08 13:26:24;-92.53
2025-05-08 13:26:23;-63.53
2025-05-08 13:26:22;-61.28
2025-05-08 13:26:21;-97.03
2025-05-08 13:26:20;-93.03
2025-05-08 13:26:19;-36.03
2025-05-08 13:26:18;-70.03
2025-05-08 13:26:17;-50.53
2025-05-08 13:26:16;-36.53
2025-05-08 13:26:15;-10.28
2025-05-08 13:26:14;-86.28
2025-05-08 13:26:13;-41.03
2025-05-08 13:26:12;-17.03
2025-05-08 13:26:11;-91.28
2025-05-08 13:26:10;-62.78
2025-05-08 13:26:09;-50.53
2025-05-08 13:26:08;-41.53
2025-05-08 13:26:07;-5.28
2025-05-08 13:26:06;-62.28
2025-05-08 13:26:05;-67.28
2025-05-08 13:26:04;-57.78
2025-05-08 13:26:03;-7.53
2025-05-08 13:26:02;-22.03
2025-05-08 13:26:01;-8.03
2025-05-08 13:26:00;-52.28
2025-05-08 13:25:59;-60.03
2025-05-08 13:25:58;-41.03
2025-05-08 13:25:57;-51.03
2025-05-08 13:25:56;-74.53
2025-05-08 13:25:55;-45.53
2025-05-08 13:25:54;-48.28
2025-05-08 13:25:53;-55.53
2025-05-08 13:25:52;-75.28
2025-05-08 13:25:51;-59.03
2025-05-08 13:25:50;-42.28
2025-05-08 13:25:49;-36.28
2025-05-08 13:25:48;-79.28
2025-05-08 13:25:47;-99.28
2025-05-08 13:25:46;-2.03
2025-05-08 13:25:45;-71.28
2025-05-08 13:25:44;-61.78
2025-05-08 13:25:43;-92.03
2025-05-08 13:25:42;-56.28
2025-05-08 13:25:41;-95.28
2025-05-08 13:25:40;-55.03
2025-05-08 13:25:39;-75.78
2025-05-08 13:25:38;-59.53
2025-05-08 13:25:37;-83.03
2025-05-08 13:25:36;-64.53
2025-05-08 13:25:35;-89.78
2025-05-08 13:25:34;-2.03
2025-05-08 13:25:33;-23.28
2025-05-08 13:25:32;-36.03
2025-05-08 13:25:31;-95.28
2025-05-08 13:25:30;-37.78
2025-05-08 13:25:29;-80.78
2025-05-08 13:25:28;-33.28
2025-05-08 13:25:27;-23.28
2025-05-08 13:25:26;-99.78
2025-05-08 13:25:25;-50.03
2025-05-08 13:25:24;-32.78
2025-05-08 13:25:23;-76.28
2025-05-08 13:25:22;-31.03
2025-05-08 13:25:21;-10.03
2025-05-08 13:25:20;-35.78
2025-05-08 13:25:19;-46.78
2025-05-08 13:25:18;-84.28
2025-05-08 13:25:17;-81.53
2025-05-08 13:25:16;-55.28
2025-05-08 13:25:15;-63.53
2025-05-08 13:25:14;-51.78
2025-05-08 13:25:13;-58.53
2025-05-08 13:25:12;-53.53
2025-05-08 13:25:11;-80.28
2025-05-08 13:25:10;-16.03
2025-05-08 13:25:09;-11.53
2025-05-08 13:25:08;-94.28
2025-05-08 13:25:07;-92.03
2025-05-08 13:25:06;-89.28
2025-05-08 13:25:05;-3.78
2025-05-08 13:25:04;-27.78
2025-05-08 13:25:03;-89.78
2025-05-08 13:25:02;-70.78
2025-05-08 13:25:01;-92.03
2025-05-08 13:25:00;-51.28
2025-05-08 13:24:59;-34.53
2025-05-08 13:24:58;-47.28
2025-05-08 13:24:57;-60.28
2025-05-08 13:24:56;-96.53
2025-05-08 13:24:55;-34.03
2025-05-08 13:24:54;-93.28
2025-05-08 13:24:53;-69.78
2025-05-08 13:24:52;-72.03
2025-05-08 13:24:51;-55.78
2025-05-08 13:24:50;-21.78
2025-05-08 13:24:49;-23.53
2025-05-08 13:24:48;-87.78
2025-05-08 13:24:47;-30.78
2025-05-08 13:24:46;-64.78
2025-05-08 13:24:45;-95.03
2025-05-08 13:24:44;-84.28
2025-05-08 13:24:43;-56.28
2025-05-08 13:24:42;-79.78
2025-05-08 13:24:41;-35.03
2025-05-08 13:24:40;-84.28
2025-05-08 13:24:39;-60.28
2025-05-08 13:24:38;-20.03
2025-05-08 13:24:37;-6.53
2025-05-08 13:24:36;-6.53
2025-05-08 13:24:35;-46.28
2025-05-08 13:24:34;-3.78
2025-05-08 13:24:33;-73.03
2025-05-08 13:24:32;-22.78
2025-05-08 13:24:31;-60.78
2025-05-08 13:24:30;-48.03
2025-05-08 13:24:29;-8.28
2025-05-08 13:24:28;-3.28
2025-05-08 13:24:27;-48.03
2025-05-08 13:24:26;-20.03
2025-05-08 13:24:25;-88.78
2025-05-08 13:24:24;-91.53
2025-05-08 13:24:23;-86.53
2025-05-08 13:24:22;-15.53
2025-05-08 13:24:21;-39.03
2025-05-08 13:24:20;-60.28
2025-05-08 13:24:19;-10.53
2025-05-08 13:24:18;-89.28
2025-05-08 13:24:17;-94.53
2025-05-08 13:24:16;-13.53
2025-05-08 13:24:15;-61.53
2025-05-08 13:24:14;-97.28
2025-05-08 13:24:13;-87.78
2025-05-08 13:24:12;-62.53
2025-05-08 13:24:11;-84.28
2025-05-08 13:24:10;-50.78
2025-05-08 13:24:09;-74.28
2025-05-08 13:24:08;-34.03
2025-05-08 13:24:07;-17.28
2025-05-08 13:24:06;-48.53
2025-05-08 13:24:05;-57.03
2025-05-08 13:24:04;-11.78
2025-05-08 13:24:03;-73.78
2025-05-08 13:24:02;-90.03
2025-05-08 13:24:01;-38.03
2025-05-08 13:24:00;-0.03
2025-05-08 13:23:59;-23.53
2025-05-08 13:23:58;-40.28
2025-05-08 13:23:57;-40.78
2025-05-08 13:23:56;-64.78
2025-05-08 13:23:55;-76.53
2025-05-08 13:23:54;-5.03
2025-05-08 13:23:53;-0.03
2025-05-08 13:23:52;-85.53
2025-05-08 13:23:51;-73.78
2025-05-08 13:23:50;-26.28
2025-05-08 13:23:49;-83.78
2025-05-08 13:23:48;-16.78
2025-05-08 13:23:47;-57.53
2025-05-08 13:23:46;-43.78
2025-05-08 13:23:45;-49.28
2025-05-08 13:23:44;-39.28
2025-05-08 13:23:43;-41.53
2025-05-08 13:23:42;-49.28
2025-05-08 13:23:41;-37.53
2025-05-08 13:23:40;-16.28
2025-05-08 13:23:39;-47.53
2025-05-08 13:23:38;-47.53
2025-05-08 13:23:37;-33.53
2025-05-08 13:23:36;-57.53
2025-05-08 13:23:35;-30.78
2025-05-08 13:23:34;-80.53
2025-05-08 13:23:33;-92.78
2025-05-08 13:23:32;-95.03
2025-05-08 13:23:31;-0.03
2025-05-08 13:23:30;-4.53
2025-05-08 13:23:29;-85.53
2025-05-08 13:23:28;-50.28
2025-05-08 13:23:27;-43.03
2025-05-08 13:23:26;-40.28
2025-05-08 13:23:25;-47.53
2025-05-08 13:23:24;-16.28
2025-05-08 13:23:23;-28.53
2025-05-08 13:23:22;-83.28
2025-05-08 13:23:21;-83.28
2025-05-08 13:23:20;-49.78
2025-05-08 13:23:19;-15.78
2025-05-08 13:23:18;-71.03
2025-05-08 13:23:17;-44.78
2025-05-08 13:23:16;-63.78
2025-05-08 13:23:15;-37.53
2025-05-08 13:23:14;-80.78
2025-05-08 13:23:13;-10.28
2025-05-08 13:23:12;-33.78
2025-05-08 13:23:11;-23.78
2025-05-08 13:23:10;-50.03
2025-05-08 13:23:09;-94.03
2025-05-08 13:23:08;-46.03
2025-05-08 13:23:07;-56.03
2025-05-08 13:23:06;-72.78
2025-05-08 13:23:05;-77.78
2025-05-08 13:23:04;-61.03
2025-05-08 13:23:03;-65.53
2025-05-08 13:23:02;-68.28
2025-05-08 13:23:01;-94.53
2025-05-08 13:23:00;-13.53
2025-05-08 13:22:59;-10.78
2025-05-08 13:22:58;-87.28
2025-05-08 13:22:57;-16.28
2025-05-08 13:22:56;-54.28
2025-05-08 13:22:55;-90.03
2025-05-08 13:22:54;-39.78
2025-05-08 13:22:53;-42.03
2025-05-08 13:22:52;-61.03
2025-05-08 13:22:51;-65.53
2025-05-08 13:22:50;-39.78
2025-05-08 13:22:49;-32.53
2025-05-08 13:22:48;-82.28
2025-05-08 13:22:47;-4.03
2025-05-08 13:22:46;-72.78
2025-05-08 13:22:45;-58.28
2025-05-08 13:22:44;-29.78
2025-05-08 13:22:43;-70.53
2025-05-08 13:22:42;-71.28
2025-05-08 13:22:41;-89.03
2025-05-08 13:22:40;-50.03
2025-05-08 13:22:39;-74.03
2025-05-08 13:22:38;-8.03
2025-05-08 13:22:37;-44.28
2025-05-08 13:22:36;-13.53
2025-05-08 13:22:35;-98.53
2025-05-08 13:22:34;-43.78
2025-05-08 13:22:33;-13.03
2025-05-08 13:22:32;-91.78
2025-05-08 13:22:31;-22.03
2025-05-08 13:22:30;-94.03
2025-05-08 13:22:29;-81.78
2025-05-08 13:22:28;-53.28
2025-05-08 13:22:27;-95.78
2025-05-08 13:22:26;-38.78
2025-05-08 13:22:25;-34.28
2025-05-08 13:22:24;-22.03
2025-05-08 13:22:23;-34.28
2025-05-08 13:22:22;-54.53
2025-05-08 13:22:21;-14.28
2025-05-08 13:22:20;-56.78
2025-05-08 13:22:19;-31.53
2025-05-08 13:22:18;-6.53
2025-05-08 13:22:17;-42.78
2025-05-08 13:22:16;-52.28
2025-05-08 13:22:15;-95.28
2025-05-08 13:22:14;-42.78
2025-05-08 13:22:13;-14.78
2025-05-08 13:22:12;-53.78
2025-05-08 13:22:11;-92.03
2025-05-08 13:22:10;-21.03
2025-05-08 13:22:09;-30.53
2025-05-08 13:22:08;-48.28
2025-05-08 13:22:07;-59.03
2025-05-08 13:22:06;-5.78
2025-05-08 13:22:05;-62.78
2025-05-08 13:22:04;-77.28
2025-05-08 13:22:03;-65.03
2025-05-08 13:22:02;-93.53
2025-05-08 13:22:01;-43.78
2025-05-08 13:22:00;-17.53
2025-05-08 13:21:59;-93.53
2025-05-08 13:21:58;-81.78
2025-05-08 13:21:57;-88.53
2025-05-08 13:21:56;-3.03
2025-05-08 13:21:55;-55.03
2025-05-08 13:21:54;-90.78
2025-05-08 13:21:53;-69.53
2025-05-08 13:21:52;-46.03
2025-05-08 13:21:51;-3.03
2025-05-08 13:21:50;-90.78
2025-05-08 13:21:49;-76.78
2025-05-08 13:21:48;-72.28
2025-05-08 13:21:47;-76.78
2025-05-08 13:21:46;-81.78
2025-05-08 13:21:45;-71.78
2025-05-08 13:21:44;-36.03
2025-05-08 13:21:43;-71.78
2025-05-08 13:21:42;-91.28
2025-05-08 13:21:41;-57.28
2025-05-08 13:21:40;-45.03
2025-05-08 13:21:39;-75.28
2025-05-08 13:21:38;-13.28
2025-05-08 13:21:37;-44.03
2025-05-08 13:21:36;-20.53
2025-05-08 13:21:35;-60.28
2025-05-08 13:21:34;-52.78
2025-05-08 13:21:33;-2.53
2025-05-08 13:21:32;-33.78
2025-05-08 13:21:31;-64.03
2025-05-08 13:21:30;-20.53
2025-05-08 13:21:29;-6.03
2025-05-08 13:21:28;-37.28
2025-05-08 13:21:27;-12.78
2025-05-08 13:21:26;-56.28
2025-05-08 13:21:25;-30.03
2025-05-08 13:21:24;-84.28
2025-05-08 13:21:23;-53.53
2025-05-08 13:21:22;-68.03
2025-05-08 13:21:21;-69.03
2025-05-08 13:21:20;-35.53
2025-05-08 13:21:19;-56.78
2025-05-08 13:21:18;-32.78
2025-05-08 13:21:17;-44.53
2025-05-08 13:21:16;-44.53
2025-05-08 13:21:15;-35.53
2025-05-08 13:21:14;-22.78
2025-05-08 13:21:13;-39.53
2025-05-08 13:21:12;-73.03
2025-05-08 13:21:11;-6.53
2025-05-08 13:21:10;-49.03
2025-05-08 13:21:09;-35.53
2025-05-08 13:21:08;-13.28
2025-05-08 13:21:07;-91.53
2025-05-08 13:21:06;-0.53
2025-05-08 13:21:05;-56.28
2025-05-08 13:21:04;-31.78
2025-05-08 13:21:03;-99.28
2025-05-08 13:21:02;-27.78
2025-05-08 13:21:01;-20.53
2025-05-08 13:21:00;-30.53
2025-05-08 13:20:59;-6.53
2025-05-08 13:20:58;-70.78
2025-05-08 13:20:57;-39.53
2025-05-08 13:20:56;-58.53
2025-05-08 13:20:55;-53.53
2025-05-08 13:20:54;-94.28
2025-05-08 13:20:53;-89.28
2025-05-08 13:20:52;-73.03
2025-05-08 13:20:51;-70.78
2025-05-08 13:20:50;-32.28
2025-05-08 13:20:49;-79.78
2025-05-08 13:20:48;-60.78
2025-05-08 13:20:47;-80.28
2025-05-08 13:20:46;-8.28
2025-05-08 13:20:45;-89.28
2025-05-08 13:20:44;-27.28
2025-05-08 13:20:43;-8.28
2025-05-08 13:20:42;-31.78
2025-05-08 13:20:41;-79.78
2025-05-08 13:20:40;-96.53
2025-05-08 13:20:39;-65.78
2025-05-08 13:20:38;-54.78
2025-05-08 13:20:37;-18.53
2025-05-08 13:20:36;96.97
2025-05-08 13:20:35;-37.03
2025-05-08 13:20:34;61.72
2025-05-08 13:20:33;68.47
2025-05-08 13:20:32;63.97
2025-05-08 13:20:31;-61.03
2025-05-08 13:20:30;-26.78
2025-05-08 13:20:29;-91.03
2025-05-08 13:20:28;-96.03
2025-05-08 13:20:27;-81.53
2025-05-08 13:20:26;-94.28
2025-05-08 13:20:25;-34.03
2025-05-08 13:20:24;-34.03
2025-05-08 13:20:23;-7.78
2025-05-08 13:20:22;-58.03
2025-05-08 13:20:21;-81.53
2025-05-08 13:20:20;-10.53
2025-05-08 13:20:19;-2.78
2025-05-08 13:20:18;-58.03
2025-05-08 13:20:17;-93.78
2025-05-08 13:20:16;-72.03
2025-05-08 13:20:15;-19.53
2025-05-08 13:20:14;-54.78
2025-05-08 13:20:13;-57.53
2025-05-08 13:20:12;-74.78
2025-05-08 13:20:11;-17.28
2025-05-08 13:20:10;-40.28
2025-05-08 13:20:09;-83.78
2025-05-08 13:20:08;-19.53
2025-05-08 13:20:07;-72.53
2025-05-08 13:20:06;-2.78
2025-05-08 13:20:05;-96.78
2025-05-08 13:20:04;-35.28
2025-05-08 13:20:03;-72.78
2025-05-08 13:20:02;-82.78
2025-05-08 13:20:01;-61.03
2025-05-08 13:20:00;-45.78
2025-05-08 13:19:59;-78.78
2025-05-08 13:19:58;-57.53
2025-05-08 13:19:57;-29.03
2025-05-08 13:19:56;-52.53
2025-05-08 13:19:55;-48.03
2025-05-08 13:19:54;-64.78
2025-05-08 13:19:53;-40.78
2025-05-08 13:19:52;-30.78
2025-05-08 13:19:51;-69.28
2025-05-08 13:19:50;-54.78
2025-05-08 13:19:49;-78.78
2025-05-08 13:19:48;-57.03
2025-05-08 13:19:47;-67.03
2025-05-08 13:19:46;-71.03
2025-05-08 13:19:45;-80.53
2025-05-08 13:19:44;-11.28
2025-05-08 13:19:43;-39.28
2025-05-08 13:19:42;-82.28
2025-05-08 13:19:41;-39.78
2025-05-08 13:19:40;-44.28
2025-05-08 13:19:39;-66.03
2025-05-08 13:19:38;-1.78
2025-05-08 13:19:37;-33.03
2025-05-08 13:19:36;-44.78
2025-05-08 13:19:35;-24.03
2025-05-08 13:19:34;-48.03
2025-05-08 13:19:33;-43.78
2025-05-08 13:19:32;-94.03
2025-05-08 13:19:31;6.47
2025-05-08 13:19:30;-73.28
2025-05-08 13:19:29;42.72
2025-05-08 13:19:28;-6.78
2025-05-08 13:19:27;-35.78
2025-05-08 13:19:26;-75.03
2025-05-08 13:19:25;-80.53
2025-05-08 13:19:24;-1.78
2025-05-08 13:19:23;-54.28
2025-05-08 13:19:22;-44.28
2025-05-08 13:19:21;-99.53
2025-05-08 13:19:20;-18.53
2025-05-08 13:19:19;-63.78
2025-05-08 13:19:18;-6.28
2025-05-08 13:19:17;-33.03
2025-05-08 13:19:16;-40.28
2025-05-08 13:19:15;-73.28
2025-05-08 13:19:14;-87.28
2025-05-08 13:19:13;-61.53
2025-05-08 13:19:12;-28.03
2025-05-08 13:19:11;-28.03
2025-05-08 13:19:10;-47.03
2025-05-08 13:19:09;-85.03
2025-05-08 13:19:08;-70.53
2025-05-08 13:19:07;-85.03
2025-05-08 13:19:06;-89.53
2025-05-08 13:19:05;-6.28
2025-05-08 13:19:04;-66.53
2025-05-08 13:19:03;-16.28
2025-05-08 13:19:02;47.22
2025-05-08 13:19:01;47.72
2025-05-08 13:19:00;99.72
2025-05-08 13:18:59;25.97
2025-05-08 13:18:58;33.22
2025-05-08 13:18:57;-53.78
2025-05-08 13:18:56;-91.78
2025-05-08 13:18:55;-85.03
2025-05-08 13:18:54;68.47
2025-05-08 13:18:53;97.47
2025-05-08 13:18:52;61.72
2025-05-08 13:18:51;56.72
2025-05-08 13:18:50;49.47
2025-05-08 13:18:49;32.72
2025-05-08 13:18:48;-8.03
2025-05-08 13:18:47;49.47
2025-05-08 13:18:46;-91.78
2025-05-08 13:18:45;-22.53
2025-05-08 13:18:44;-63.28
2025-05-08 13:18:43;-56.03
2025-05-08 13:18:42;-65.53
2025-05-08 13:18:41;-58.28
2025-05-08 13:18:40;72.97
2025-05-08 13:18:39;-27.53
2025-05-08 13:18:38;-17.53
2025-05-08 13:18:37;-84.53
2025-05-08 13:18:36;-32.53
2025-05-08 13:18:35;-32.03
2025-05-08 13:18:34;-34.78
2025-05-08 13:18:33;-1.28
2025-05-08 13:18:32;-13.03
2025-05-08 13:18:31;-8.03
2025-05-08 13:18:30;64.97
2025-05-08 13:18:29;78.47
2025-05-08 13:18:28;40.97
2025-05-08 13:18:27;7.47
2025-05-08 13:18:26;2.47
2025-05-08 13:18:25;20.97
2025-05-08 13:18:24;68.47
2025-05-08 13:18:23;-17.53
2025-05-08 13:18:22;-48.78
2025-05-08 13:18:21;85.22
2025-05-08 13:18:20;25.47
2025-05-08 13:18:19;-53.28
2025-05-08 13:18:18;13.72
2025-05-08 13:18:17;53.97
2025-05-08 13:18:16;72.97
2025-05-08 13:18:15;44.47
2025-05-08 13:18:14;75.72
2025-05-08 13:18:13;63.47
2025-05-08 13:18:12;25.97
2025-05-08 13:18:11;56.72
2025-05-08 13:18:10;95.72
2025-05-08 13:18:09;33.22
2025-05-08 13:18:08;85.72
2025-05-08 13:18:07;-89.03
2025-05-08 13:18:06;76.22
2025-05-08 13:18:05;18.72
2025-05-08 13:18:04;63.47
2025-05-08 13:18:03;94.72
2025-05-08 13:18:02;78.47
2025-05-08 13:18:01;5.22
2025-05-08 13:18:00;83.47
2025-05-08 13:17:59;44.22
2025-05-08 13:17:58;84.47
2025-05-08 13:17:57;96.72
2025-05-08 13:17:56;66.47
2025-05-08 13:17:55;62.72
2025-05-08 13:17:54;71.72
2025-05-08 13:17:53;94.72
2025-05-08 13:17:52;1.97
2025-05-08 13:17:51;33.72
2025-05-08 13:17:50;40.97
2025-05-08 13:17:49;14.22
2025-05-08 13:17:48;68.97
2025-05-08 13:17:47;71.22
2025-05-08 13:17:46;54.97
2025-05-08 13:17:45;64.47
2025-05-08 13:17:44;40.22
2025-05-08 13:17:43;83.47
2025-05-08 13:17:42;28.72
2025-05-08 13:17:41;90.72
2025-05-08 13:17:40;6.47
2025-05-08 13:17:39;93.47
2025-05-08 13:17:38;97.47
2025-05-08 13:17:37;59.47
2025-05-08 13:17:36;71.22
2025-05-08 13:17:35;7.47
2025-05-08 13:17:34;64.97
2025-05-08 13:17:33;21.47
2025-05-08 13:17:32;32.72
2025-05-08 13:17:31;19.22
2025-05-08 13:17:30;83.97
2025-05-08 13:17:29;10.22
2025-05-08 13:17:28;6.97
2025-05-08 13:17:27;37.47
2025-05-08 13:17:26;84.97
2025-05-08 13:17:25;17.47
2025-05-08 13:17:24;27.97
2025-05-08 13:17:23;6.72
2025-05-08 13:17:22;24.22
2025-05-08 13:17:21;95.72
2025-05-08 13:17:20;19.72
2025-05-08 13:17:19;26.97
2025-05-08 13:17:18;48.22
2025-05-08 13:17:17;74.47
2025-05-08 13:17:16;0.72
2025-05-08 13:17:15;29.22
2025-05-08 13:17:14;26.47
2025-05-08 13:17:13;55.97
2025-05-08 13:17:12;64.97
2025-05-08 13:17:11;66.72
2025-05-08 13:17:10;3.97
2025-05-08 13:17:09;72.72
2025-05-08 13:17:08;48.72
2025-05-08 13:17:07;58.72
2025-05-08 13:17:06;25.72
2025-05-08 13:17:05;59.22
2025-05-08 13:17:04;13.47
2025-05-08 13:17:03;32.97
2025-05-08 13:17:02;48.72
2025-05-08 13:17:01;81.72
2025-05-08 13:17:00;22.47
2025-05-08 13:16:59;60.47
2025-05-08 13:16:58;19.72
2025-05-08 13:16:57;95.72
2025-05-08 13:16:56;7.97
2025-05-08 13:16:55;69.22
2025-05-08 13:16:54;15.72
2025-05-08 13:16:53;16.72
2025-05-08 13:16:52;94.47
2025-05-08 13:16:51;78.22
2025-05-08 13:16:50;69.97
2025-05-08 13:16:49;17.97
2025-05-08 13:16:48;1.22
2025-05-08 13:16:47;12.97
2025-05-08 13:16:46;31.97
2025-05-08 13:16:45;58.22
2025-05-08 13:16:44;41.47
2025-05-08 13:16:43;65.47
2025-05-08 13:16:42;65.47
2025-05-08 13:16:41;88.97
2025-05-08 13:16:40;36.97
2025-05-08 13:16:39;25.22
2025-05-08 13:16:38;98.97
2025-05-08 13:16:37;60.97
2025-05-08 13:16:36;26.97
2025-05-08 13:16:35;86.72
2025-05-08 13:16:34;60.97
2025-05-08 13:16:33;65.47
2025-05-08 13:16:32;43.72
2025-05-08 13:16:31;67.72
2025-05-08 13:16:30;41.47
2025-05-08 13:16:29;97.22
2025-05-08 13:16:28;89.97
2025-05-08 13:16:27;67.72
2025-05-08 13:16:26;25.72
2025-05-08 13:16:25;15.72
2025-05-08 13:16:24;62.97
2025-05-08 13:16:23;71.47
2025-05-08 13:16:22;36.72
2025-05-08 13:16:21;73.72
2025-05-08 13:16:20;28.97
2025-05-08 13:16:19;75.47
2025-05-08 13:16:18;40.72
2025-05-08 13:16:17;42.97
2025-05-08 13:16:16;4.97
2025-05-08 13:16:15;21.72
2025-05-08 13:16:14;9.97
2025-05-08 13:16:13;16.72
2025-05-08 13:16:12;47.47
2025-05-08 13:16:11;71.47
2025-05-08 13:16:10;37.47
2025-05-08 13:16:09;61.47
2025-05-08 13:16:08;59.22
2025-05-08 13:16:07;82.72
2025-05-08 13:16:06;94.97
2025-05-08 13:16:05;84.97
2025-05-08 13:16:04;32.47
2025-05-08 13:16:03;58.72
2025-05-08 13:16:02;97.72
2025-05-08 13:16:01;97.22
2025-05-08 13:16:00;68.72
2025-05-08 13:15:59;44.72
2025-05-08 13:15:58;37.97
2025-05-08 13:15:57;85.47
2025-05-08 13:15:56;93.22
2025-05-08 13:15:55;66.47
2025-05-08 13:15:54;37.97
2025-05-08 13:15:53;86.47
2025-05-08 13:15:52;13.22
2025-05-08 13:15:51;10.97
2025-05-08 13:15:50;79.72
2025-05-08 13:15:49;50.72
2025-05-08 13:15:48;67.47
2025-05-08 13:15:47;16.72
2025-05-08 13:15:46;49.72
2025-05-08 13:15:45;64.72
2025-05-08 13:15:44;93.22
2025-05-08 13:15:43;66.97
2025-05-08 13:15:42;26.22
2025-05-08 13:15:41;21.72
2025-05-08 13:15:40;64.22
2025-05-08 13:15:39;37.97
2025-05-08 13:15:38;54.72
2025-05-08 13:15:37;14.47
2025-05-08 13:15:36;52.97
2025-05-08 13:15:35;47.47
2025-05-08 13:15:34;23.97
2025-05-08 13:15:33;80.97
2025-05-08 13:15:32;62.47
2025-05-08 13:15:31;16.72
2025-05-08 13:15:30;26.72
2025-05-08 13:15:29;2.72
2025-05-08 13:15:28;75.97
2025-05-08 13:15:27;52.47
2025-05-08 13:15:26;15.47
2025-05-08 13:15:25;0.97
2025-05-08 13:15:24;29.47
2025-05-08 13:15:23;13.22
2025-05-08 13:15:22;57.97
2025-05-08 13:15:21;4.72
2025-05-08 13:15:20;87.97
2025-05-08 13:15:19;26.47
2025-05-08 13:15:18;94.72
2025-05-08 13:15:17;4.22
2025-05-08 13:15:16;5.47
2025-05-08 13:15:15;86.97
2025-05-08 13:15:14;57.97
2025-05-08 13:15:13;47.97
2025-05-08 13:15:12;21.72
2025-05-08 13:15:11;3.72
2025-05-08 13:15:10;40.72
2025-05-08 13:15:09;48.47
2025-05-08 13:15:08;69.22
2025-05-08 13:15:07;62.47
2025-05-08 13:15:06;77.47
2025-05-08 13:15:05;36.22
2025-05-08 13:15:04;52.97
2025-05-08 13:15:03;36.72
2025-05-08 13:15:02;84.72
2025-05-08 13:15:01;26.72
2025-05-08 13:15:00;33.97
2025-05-08 13:14:59;31.72
2025-05-08 13:14:58;36.22
2025-05-08 13:14:57;22.22
2025-05-08 13:14:56;49.47
2025-05-08 13:14:55;51.22
2025-05-08 13:14:54;17.22
2025-05-08 13:14:53;48.47
2025-05-08 13:14:52;29.47
2025-05-08 13:14:51;57.97
2025-05-08 13:14:50;52.97
2025-05-08 13:14:49;83.47
2025-05-08 13:14:48;58.97
2025-05-08 13:14:47;1.97
2025-05-08 13:14:46;97.97
2025-05-08 13:14:45;37.72
2025-05-08 13:14:44;74.72
2025-05-08 13:14:43;63.47
2025-05-08 13:14:42;53.47
2025-05-08 13:14:41;12.72
2025-05-08 13:14:40;15.47
2025-05-08 13:14:39;51.22
2025-05-08 13:14:38;60.72
2025-05-08 13:14:37;32.22
2025-05-08 13:14:36;79.72
2025-05-08 13:14:35;80.72
2025-05-08 13:14:34;75.72
2025-05-08 13:14:33;34.97
2025-05-08 13:14:32;87.97
