Fecha y Hora;CV-5041 - Válvula control agua de dilución
2025-05-08 13:25:42;-28.33
2025-05-08 13:25:41;-30.58
2025-05-08 13:25:40;-28.33
2025-05-08 13:25:39;-40.58
2025-05-08 13:25:38;-44.58
2025-05-08 13:25:37;-61.33
2025-05-08 13:25:36;-68.58
2025-05-08 13:25:35;-68.58
2025-05-08 13:25:34;-9.33
2025-05-08 13:25:33;-92.58
2025-05-08 13:25:32;-11.58
2025-05-08 13:25:31;-42.33
2025-05-08 13:25:30;-87.58
2025-05-08 13:25:29;-54.08
2025-05-08 13:25:28;-73.58
2025-05-08 13:25:27;-66.33
2025-05-08 13:25:26;-70.83
2025-05-08 13:25:25;-32.83
2025-05-08 13:25:24;-20.58
2025-05-08 13:25:23;-80.33
2025-05-08 13:25:22;-84.83
2025-05-08 13:25:21;-11.08
2025-05-08 13:25:20;-39.58
2025-05-08 13:25:19;-43.08
2025-05-08 13:25:18;-26.83
2025-05-08 13:25:17;-72.08
2025-05-08 13:25:16;-65.83
2025-05-08 13:25:15;-58.58
2025-05-08 13:25:14;-96.58
2025-05-08 13:25:13;-49.58
2025-05-08 13:25:12;-87.58
2025-05-08 13:25:11;-87.58
2025-05-08 13:25:10;-46.83
2025-05-08 13:25:09;-32.33
2025-05-08 13:25:08;-92.08
2025-05-08 13:25:07;-70.33
2025-05-08 13:25:06;-17.83
2025-05-08 13:25:05;-98.83
2025-05-08 13:25:04;-22.83
2025-05-08 13:25:03;-25.08
2025-05-08 13:25:02;-15.58
2025-05-08 13:25:01;-49.08
2025-05-08 13:25:00;-70.33
2025-05-08 13:24:59;-98.83
2025-05-08 13:24:58;-63.58
2025-05-08 13:24:57;-82.08
2025-05-08 13:24:56;-82.58
2025-05-08 13:24:55;-91.08
2025-05-08 13:24:54;-31.33
2025-05-08 13:24:53;-0.58
2025-05-08 13:24:52;-10.08
2025-05-08 13:24:51;-15.08
2025-05-08 13:24:50;-54.83
2025-05-08 13:24:49;-74.83
2025-05-08 13:24:48;-22.33
2025-05-08 13:24:47;-37.58
2025-05-08 13:24:46;-74.33
2025-05-08 13:24:45;-56.58
2025-05-08 13:24:44;-69.83
2025-05-08 13:24:43;-98.83
2025-05-08 13:24:42;-84.33
2025-05-08 13:24:41;-8.33
2025-05-08 13:24:40;-87.08
2025-05-08 13:24:39;-36.83
2025-05-08 13:24:38;-64.83
2025-05-08 13:24:37;-67.58
2025-05-08 13:24:36;-3.83
2025-05-08 13:24:35;-27.33
2025-05-08 13:24:34;-77.08
2025-05-08 13:24:33;-58.08
2025-05-08 13:24:32;-86.58
2025-05-08 13:24:31;-34.58
2025-05-08 13:24:30;-22.33
2025-05-08 13:24:29;-22.33
2025-05-08 13:24:28;-29.58
2025-05-08 13:24:27;-48.08
2025-05-08 13:24:26;-77.08
2025-05-08 13:24:25;-29.08
2025-05-08 13:24:24;-26.83
2025-05-08 13:24:23;-95.58
2025-05-08 13:24:22;-55.33
2025-05-08 13:24:21;-62.58
2025-05-08 13:24:20;-35.83
2025-05-08 13:24:19;-74.33
2025-05-08 13:24:18;-40.83
2025-05-08 13:24:17;-45.83
2025-05-08 13:24:16;-70.08
2025-05-08 13:24:15;-65.58
2025-05-08 13:24:14;-15.83
2025-05-08 13:24:13;-74.33
2025-05-08 13:24:12;-88.33
2025-05-08 13:24:11;-14.58
2025-05-08 13:24:10;-93.33
2025-05-08 13:24:09;-50.33
2025-05-08 13:24:08;-86.08
2025-05-08 13:24:07;-7.83
2025-05-08 13:24:06;-59.83
2025-05-08 13:24:05;-12.33
2025-05-08 13:24:04;-59.83
2025-05-08 13:24:03;-73.83
2025-05-08 13:24:02;-9.08
2025-05-08 13:24:01;-85.08
2025-05-08 13:24:00;-53.83
2025-05-08 13:23:59;-82.83
2025-05-08 13:23:58;-2.33
2025-05-08 13:23:57;-64.83
2025-05-08 13:23:56;-9.58
2025-05-08 13:23:55;-69.33
2025-05-08 13:23:54;-52.58
2025-05-08 13:23:53;-40.83
2025-05-08 13:23:52;-93.58
2025-05-08 13:23:51;-54.83
2025-05-08 13:23:50;-69.33
2025-05-08 13:23:49;-78.33
2025-05-08 13:23:48;-9.58
2025-05-08 13:23:47;-2.33
2025-05-08 13:23:46;-45.33
2025-05-08 13:23:45;-24.08
2025-05-08 13:23:44;-3.08
2025-05-08 13:23:43;-28.08
2025-05-08 13:23:42;-3.08
2025-05-08 13:23:41;-40.33
2025-05-08 13:23:40;-71.08
2025-05-08 13:23:39;-21.33
2025-05-08 13:23:38;-2.33
2025-05-08 13:23:37;-76.08
2025-05-08 13:23:36;-9.08
2025-05-08 13:23:35;-16.33
2025-05-08 13:23:34;-25.83
2025-05-08 13:23:33;-18.58
2025-05-08 13:23:32;-57.08
2025-05-08 13:23:31;-33.08
2025-05-08 13:23:30;-64.33
2025-05-08 13:23:29;-18.58
2025-05-08 13:23:28;-66.58
2025-05-08 13:23:27;-21.33
2025-05-08 13:23:26;-99.58
2025-05-08 13:23:25;-92.33
2025-05-08 13:23:24;-49.83
2025-05-08 13:23:23;-18.58
2025-05-08 13:23:22;-61.58
2025-05-08 13:23:21;-11.33
2025-05-08 13:23:20;-66.58
2025-05-08 13:23:19;-30.33
2025-05-08 13:23:18;-51.58
2025-05-08 13:23:17;-25.83
2025-05-08 13:23:16;-30.33
2025-05-08 13:23:15;-80.08
2025-05-08 13:23:14;-34.83
2025-05-08 13:23:13;-5.33
2025-05-08 13:23:12;-0.83
2025-05-08 13:23:11;-43.33
2025-05-08 13:23:10;-75.33
2025-05-08 13:23:09;-46.08
2025-05-08 13:23:08;-38.83
2025-05-08 13:23:07;-55.58
2025-05-08 13:23:06;-37.08
2025-05-08 13:23:05;-22.58
2025-05-08 13:23:04;-84.58
2025-05-08 13:23:03;-5.83
2025-05-08 13:23:02;-8.58
2025-05-08 13:23:01;-27.58
2025-05-08 13:23:00;-70.08
2025-05-08 13:22:59;-29.83
2025-05-08 13:22:58;-3.58
2025-05-08 13:22:57;-99.08
2025-05-08 13:22:56;-96.33
2025-05-08 13:22:55;-72.83
2025-05-08 13:22:54;-3.58
2025-05-08 13:22:53;-36.58
2025-05-08 13:22:52;-15.33
2025-05-08 13:22:51;-13.08
2025-05-08 13:22:50;-53.33
2025-05-08 13:22:49;-34.83
2025-05-08 13:22:48;-34.83
2025-05-08 13:22:47;-77.33
2025-05-08 13:22:46;-63.33
2025-05-08 13:22:45;-31.58
2025-05-08 13:22:44;-70.08
2025-05-08 13:22:43;-75.08
2025-05-08 13:22:42;-82.33
2025-05-08 13:22:41;-11.58
2025-05-08 13:22:40;-50.58
2025-05-08 13:22:39;-51.83
2025-05-08 13:22:38;-41.58
2025-05-08 13:22:37;-31.58
2025-05-08 13:22:36;-74.58
2025-05-08 13:22:35;-29.33
2025-05-08 13:22:34;-17.58
2025-05-08 13:22:33;-17.58
2025-05-08 13:22:32;-46.58
2025-05-08 13:22:31;-76.83
2025-05-08 13:22:30;-9.33
2025-05-08 13:22:29;-43.83
2025-05-08 13:22:28;-89.08
2025-05-08 13:22:27;-74.58
2025-05-08 13:22:26;-57.83
2025-05-08 13:22:25;-57.83
2025-05-08 13:22:24;-8.08
2025-05-08 13:22:23;-22.08
2025-05-08 13:22:22;-36.08
2025-05-08 13:22:21;-3.08
2025-05-08 13:22:20;-96.33
2025-05-08 13:22:19;-83.58
2025-05-08 13:22:18;-97.58
2025-05-08 13:22:17;-47.83
2025-05-08 13:22:16;-99.83
2025-05-08 13:22:15;-89.83
2025-05-08 13:22:14;-64.58
2025-05-08 13:22:13;-69.58
2025-05-08 13:22:12;-33.33
2025-05-08 13:22:11;-38.33
2025-05-08 13:22:10;-84.83
2025-05-08 13:22:09;-58.58
2025-05-08 13:22:08;-11.08
2025-05-08 13:22:07;-30.58
2025-05-08 13:22:06;-88.08
2025-05-08 13:22:05;-31.58
2025-05-08 13:22:04;-98.08
2025-05-08 13:22:03;-9.83
2025-05-08 13:22:02;-69.58
2025-05-08 13:22:01;-99.83
2025-05-08 13:22:00;-88.08
2025-05-08 13:21:59;-50.08
2025-05-08 13:21:58;-23.83
2025-05-08 13:21:57;-0.33
2025-05-08 13:21:56;-9.83
2025-05-08 13:21:55;-36.08
2025-05-08 13:21:54;-23.83
2025-05-08 13:21:53;-4.83
2025-05-08 13:21:52;-90.83
2025-05-08 13:21:51;-61.83
2025-05-08 13:21:50;-50.08
2025-05-08 13:21:49;-55.08
2025-05-08 13:21:48;-18.83
2025-05-08 13:21:47;-23.83
2025-05-08 13:21:46;-4.83
2025-05-08 13:21:45;-50.08
2025-05-08 13:21:44;-40.58
2025-05-08 13:21:43;-71.33
2025-05-08 13:21:42;-33.33
2025-05-08 13:21:41;-50.08
2025-05-08 13:21:40;-28.83
2025-05-08 13:21:39;-78.08
2025-05-08 13:21:38;-89.33
2025-05-08 13:21:37;-53.08
2025-05-08 13:21:36;-84.33
2025-05-08 13:21:35;-42.83
2025-05-08 13:21:34;-84.83
2025-05-08 13:21:33;-54.08
2025-05-08 13:21:32;-99.83
2025-05-08 13:21:31;-23.83
2025-05-08 13:21:30;-68.58
2025-05-08 13:21:29;-80.33
2025-05-08 13:21:28;-80.33
2025-05-08 13:21:27;-93.83
2025-05-08 13:21:26;-64.83
2025-05-08 13:21:25;-58.08
2025-05-08 13:21:24;-93.83
2025-05-08 13:21:23;-91.58
2025-05-08 13:21:22;-59.08
2025-05-08 13:21:21;-25.58
2025-05-08 13:21:20;-35.58
2025-05-08 13:21:19;-42.33
2025-05-08 13:21:18;-65.83
2025-05-08 13:21:17;-37.33
2025-05-08 13:21:16;-65.83
2025-05-08 13:21:15;-51.33
2025-05-08 13:21:14;-84.83
2025-05-08 13:21:13;-51.83
2025-05-08 13:21:12;-98.83
2025-05-08 13:21:11;-70.33
2025-05-08 13:21:10;-42.33
2025-05-08 13:21:09;-44.58
2025-05-08 13:21:08;-53.58
2025-05-08 13:21:07;-22.83
2025-05-08 13:21:06;-55.33
2025-05-08 13:21:05;-97.83
2025-05-08 13:21:04;-28.58
2025-05-08 13:21:03;-27.83
2025-05-08 13:21:02;-74.83
2025-05-08 13:21:01;-84.33
2025-05-08 13:21:00;-32.33
2025-05-08 13:20:59;-46.83
2025-05-08 13:20:58;-68.08
2025-05-08 13:20:57;-72.58
2025-05-08 13:20:56;-82.58
2025-05-08 13:20:55;-84.33
2025-05-08 13:20:54;-63.08
2025-05-08 13:20:53;-12.83
2025-05-08 13:20:52;-31.83
2025-05-08 13:20:51;-89.33
2025-05-08 13:20:50;-58.58
2025-05-08 13:20:49;-22.83
2025-05-08 13:20:48;-65.33
2025-05-08 13:20:47;-93.83
2025-05-08 13:20:46;-58.08
2025-05-08 13:20:45;-5.58
2025-05-08 13:20:44;-69.83
2025-05-08 13:20:43;-53.58
2025-05-08 13:20:42;-12.83
2025-05-08 13:20:41;-12.83
2025-05-08 13:20:40;-58.08
2025-05-08 13:20:39;-24.58
2025-05-08 13:20:38;-46.33
2025-05-08 13:20:37;-58.08
2025-05-08 13:20:36;-74.83
2025-05-08 13:20:35;-88.58
2025-05-08 13:20:34;-29.33
2025-05-08 13:20:33;-47.83
2025-05-08 13:20:32;-54.33
2025-05-08 13:20:31;-15.83
2025-05-08 13:20:30;-22.33
2025-05-08 13:20:29;-31.33
2025-05-08 13:20:28;-57.58
2025-05-08 13:20:27;-45.83
2025-05-08 13:20:26;-34.08
2025-05-08 13:20:25;-88.83
2025-05-08 13:20:24;-72.08
2025-05-08 13:20:23;-2.83
2025-05-08 13:20:22;-86.08
2025-05-08 13:20:21;-26.83
2025-05-08 13:20:20;-39.08
2025-05-08 13:20:19;-69.83
2025-05-08 13:20:18;-69.33
2025-05-08 13:20:17;-33.58
2025-05-08 13:20:16;-38.58
2025-05-08 13:20:15;-21.83
2025-05-08 13:20:14;-40.83
2025-05-08 13:20:13;-19.58
2025-05-08 13:20:12;-7.83
2025-05-08 13:20:11;-78.83
2025-05-08 13:20:10;-33.58
2025-05-08 13:20:09;-69.83
2025-05-08 13:20:08;-14.58
2025-05-08 13:20:07;-33.58
2025-05-08 13:20:06;-48.08
2025-05-08 13:20:05;-48.08
2025-05-08 13:20:04;-7.33
2025-05-08 13:20:03;-41.58
2025-05-08 13:20:02;-54.33
2025-05-08 13:20:01;-19.83
2025-05-08 13:20:00;-64.33
2025-05-08 13:19:59;-9.58
2025-05-08 13:19:58;-24.08
2025-05-08 13:19:57;-73.83
2025-05-08 13:19:56;-23.58
2025-05-08 13:19:55;-54.83
2025-05-08 13:19:54;-85.58
2025-05-08 13:19:53;-83.33
2025-05-08 13:19:52;-31.33
2025-05-08 13:19:51;-19.08
2025-05-08 13:19:50;-81.08
2025-05-08 13:19:49;-1.83
2025-05-08 13:19:48;-92.33
2025-05-08 13:19:47;-57.08
2025-05-08 13:19:46;-95.08
2025-05-08 13:19:45;-52.58
2025-05-08 13:19:44;-27.58
2025-05-08 13:19:43;-10.83
2025-05-08 13:19:42;-34.33
2025-05-08 13:19:41;-37.08
2025-05-08 13:19:40;-77.83
2025-05-08 13:19:39;-30.33
2025-05-08 13:19:38;-16.83
2025-05-08 13:19:37;-30.33
2025-05-08 13:19:36;-34.83
2025-05-08 13:19:35;-95.08
2025-05-08 13:19:34;-80.58
2025-05-08 13:19:33;-9.08
2025-05-08 13:19:32;-41.08
2025-05-08 13:19:31;-17.58
2025-05-08 13:19:30;-55.58
2025-05-08 13:19:29;-80.08
2025-05-08 13:19:28;-68.83
2025-05-08 13:19:27;-15.83
2025-05-08 13:19:26;-30.33
2025-05-08 13:19:25;-42.08
2025-05-08 13:19:24;-18.58
2025-05-08 13:19:23;-6.83
2025-05-08 13:19:22;-37.58
2025-05-08 13:19:21;-27.58
2025-05-08 13:19:20;-90.08
2025-05-08 13:19:19;-4.08
2025-05-08 13:19:18;-32.58
2025-05-08 13:19:17;-75.58
2025-05-08 13:19:16;-71.08
2025-05-08 13:19:15;-53.83
2025-05-08 13:19:14;-58.33
2025-05-08 13:19:13;-77.83
2025-05-08 13:19:12;-63.83
2025-05-08 13:19:11;-80.08
2025-05-08 13:19:10;-32.58
2025-05-08 13:19:09;-42.08
2025-05-08 13:19:08;-77.33
2025-05-08 13:19:07;-42.08
2025-05-08 13:19:06;-46.58
2025-05-08 13:19:05;-4.08
2025-05-08 13:19:04;-20.83
2025-05-08 13:19:03;-42.08
2025-05-08 13:19:02;-65.08
2025-05-08 13:19:01;-61.08
2025-05-08 13:19:00;-49.58
2025-05-08 13:18:59;-36.08
2025-05-08 13:18:58;-47.33
2025-05-08 13:18:57;-63.33
2025-05-08 13:18:56;-70.58
2025-05-08 13:18:55;-27.58
2025-05-08 13:18:54;-75.08
2025-05-08 13:18:53;-17.58
2025-05-08 13:18:52;-67.83
2025-05-08 13:18:51;-10.33
2025-05-08 13:18:50;-88.58
2025-05-08 13:18:49;-12.58
2025-05-08 13:18:48;-12.58
2025-05-08 13:18:47;-83.58
2025-05-08 13:18:46;-57.83
2025-05-08 13:18:45;-98.58
2025-05-08 13:18:44;-56.08
2025-05-08 13:18:43;-60.58
2025-05-08 13:18:42;-12.58
2025-05-08 13:18:41;-70.08
2025-05-08 13:18:40;-55.58
2025-05-08 13:18:39;-65.08
2025-05-08 13:18:38;-63.33
2025-05-08 13:18:37;-69.58
2025-05-08 13:18:36;-13.08
2025-05-08 13:18:35;-79.08
2025-05-08 13:18:34;-24.83
2025-05-08 13:18:33;-27.08
2025-05-08 13:18:32;-79.58
2025-05-08 13:18:31;-62.83
2025-05-08 13:18:30;-98.08
2025-05-08 13:18:29;-25.58
2025-05-08 13:18:28;0.67
2025-05-08 13:18:27;60.42
2025-05-08 13:18:26;-67.33
2025-05-08 13:18:25;-10.33
2025-05-08 13:18:24;-0.33
2025-05-08 13:18:23;-43.83
2025-05-08 13:18:22;-33.83
2025-05-08 13:18:21;-95.33
2025-05-08 13:18:20;-38.83
2025-05-08 13:18:19;-46.08
2025-05-08 13:18:18;-79.08
2025-05-08 13:18:17;-88.58
2025-05-08 13:18:16;-36.08
2025-05-08 13:18:15;-31.58
2025-05-08 13:18:14;-93.58
2025-05-08 13:18:13;-38.33
2025-05-08 13:18:12;-38.33
2025-05-08 13:18:11;-50.58
2025-05-08 13:18:10;-85.83
2025-05-08 13:18:09;-47.83
2025-05-08 13:18:08;-38.83
2025-05-08 13:18:07;-93.08
2025-05-08 13:18:06;-0.33
2025-05-08 13:18:05;-71.83
2025-05-08 13:18:04;-33.33
2025-05-08 13:18:03;-28.83
2025-05-08 13:18:02;-97.58
2025-05-08 13:18:01;-38.33
2025-05-08 13:18:00;-51.83
2025-05-08 13:17:59;81.67
2025-05-08 13:17:58;-13.83
2025-05-08 13:17:57;30.67
2025-05-08 13:17:56;94.42
2025-05-08 13:17:55;56.42
2025-05-08 13:17:54;-37.83
2025-05-08 13:17:53;-76.33
2025-05-08 13:17:52;-99.83
2025-05-08 13:17:51;-59.58
2025-05-08 13:17:50;-61.83
2025-05-08 13:17:49;-30.58
2025-05-08 13:17:48;-54.58
2025-05-08 13:17:47;-80.33
2025-05-08 13:17:46;-49.58
2025-05-08 13:17:45;-64.08
2025-05-08 13:17:44;-59.58
2025-05-08 13:17:43;-37.83
2025-05-08 13:17:42;-9.33
2025-05-08 13:17:41;-85.33
2025-05-08 13:17:40;-33.33
2025-05-08 13:17:39;-35.58
2025-05-08 13:17:38;-23.33
2025-05-08 13:17:37;-47.33
2025-05-08 13:17:36;-50.08
2025-05-08 13:17:35;-87.58
2025-05-08 13:17:34;-18.83
2025-05-08 13:17:33;-35.08
2025-05-08 13:17:32;-92.58
2025-05-08 13:17:31;5.67
2025-05-08 13:17:30;-70.83
2025-05-08 13:17:29;-61.33
2025-05-08 13:17:28;5.67
2025-05-08 13:17:27;-11.58
2025-05-08 13:17:26;89.92
2025-05-08 13:17:25;1.67
2025-05-08 13:17:24;25.67
2025-05-08 13:17:23;32.42
2025-05-08 13:17:22;53.17
2025-05-08 13:17:21;60.42
2025-05-08 13:17:20;45.92
2025-05-08 13:17:19;-6.58
2025-05-08 13:17:18;-23.33
2025-05-08 13:17:17;43.67
2025-05-08 13:17:16;29.67
2025-05-08 13:17:15;81.67
2025-05-08 13:17:14;50.92
2025-05-08 13:17:13;55.92
2025-05-08 13:17:12;15.17
2025-05-08 13:17:11;-89.83
2025-05-08 13:17:10;5.67
2025-05-08 13:17:09;50.92
2025-05-08 13:17:08;80.42
2025-05-08 13:17:07;49.17
2025-05-08 13:17:06;8.92
2025-05-08 13:17:05;78.17
2025-05-08 13:17:04;63.67
2025-05-08 13:17:03;36.92
2025-05-08 13:17:02;12.92
2025-05-08 13:17:01;8.42
2025-05-08 13:17:00;63.17
2025-05-08 13:16:59;34.17
2025-05-08 13:16:58;51.42
2025-05-08 13:16:57;12.92
2025-05-08 13:16:56;39.17
2025-05-08 13:16:55;36.92
2025-05-08 13:16:54;95.42
2025-05-08 13:16:53;47.42
2025-05-08 13:16:52;85.92
2025-05-08 13:16:51;56.42
2025-05-08 13:16:50;53.67
2025-05-08 13:16:49;75.42
2025-05-08 13:16:48;30.17
2025-05-08 13:16:47;46.42
2025-05-08 13:16:46;8.42
2025-05-08 13:16:45;87.17
2025-05-08 13:16:44;77.67
2025-05-08 13:16:43;60.92
2025-05-08 13:16:42;77.67
2025-05-08 13:16:41;41.92
2025-05-08 13:16:40;68.17
2025-05-08 13:16:39;39.67
2025-05-08 13:16:38;39.67
2025-05-08 13:16:37;79.92
2025-05-08 13:16:36;37.42
2025-05-08 13:16:35;13.92
2025-05-08 13:16:34;27.42
2025-05-08 13:16:33;18.42
2025-05-08 13:16:32;49.17
2025-05-08 13:16:31;96.67
2025-05-08 13:16:30;20.67
2025-05-08 13:16:29;98.92
2025-05-08 13:16:28;84.92
2025-05-08 13:16:27;25.17
2025-05-08 13:16:26;54.17
2025-05-08 13:16:25;27.92
2025-05-08 13:16:24;87.17
2025-05-08 13:16:23;14.92
2025-05-08 13:16:22;23.92
2025-05-08 13:16:21;57.92
2025-05-08 13:16:20;26.17
2025-05-08 13:16:19;25.67
2025-05-08 13:16:18;58.67
2025-05-08 13:16:17;37.92
2025-05-08 13:16:16;17.17
2025-05-08 13:16:15;0.42
2025-05-08 13:16:14;9.92
2025-05-08 13:16:13;29.42
2025-05-08 13:16:12;80.92
2025-05-08 13:16:11;80.92
2025-05-08 13:16:10;4.42
2025-05-08 13:16:09;94.92
2025-05-08 13:16:08;21.17
2025-05-08 13:16:07;47.42
2025-05-08 13:16:06;30.67
2025-05-08 13:16:05;97.17
2025-05-08 13:16:04;94.92
2025-05-08 13:16:03;42.92
2025-05-08 13:16:02;23.42
2025-05-08 13:16:01;59.67
2025-05-08 13:16:00;99.92
2025-05-08 13:15:59;40.17
2025-05-08 13:15:58;61.42
2025-05-08 13:15:57;57.42
2025-05-08 13:15:56;75.92
2025-05-08 13:15:55;64.17
2025-05-08 13:15:54;52.42
2025-05-08 13:15:53;16.67
2025-05-08 13:15:52;85.92
2025-05-08 13:15:51;19.92
2025-05-08 13:15:50;91.42
2025-05-08 13:15:49;79.67
2025-05-08 13:15:48;31.17
2025-05-08 13:15:47;88.17
2025-05-08 13:15:46;38.42
2025-05-08 13:15:45;78.67
2025-05-08 13:15:44;85.92
2025-05-08 13:15:43;83.67
2025-05-08 13:15:42;76.42
2025-05-08 13:15:41;93.17
2025-05-08 13:15:40;52.42
2025-05-08 13:15:39;12.17
2025-05-08 13:15:38;90.92
2025-05-08 13:15:37;50.67
2025-05-08 13:15:36;85.92
2025-05-08 13:15:35;24.42
2025-05-08 13:15:34;26.17
2025-05-08 13:15:33;7.17
2025-05-08 13:15:32;28.92
2025-05-08 13:15:31;61.92
2025-05-08 13:15:30;79.17
2025-05-08 13:15:29;62.42
2025-05-08 13:15:28;62.42
2025-05-08 13:15:27;31.67
2025-05-08 13:15:26;57.42
2025-05-08 13:15:25;40.67
2025-05-08 13:15:24;72.42
2025-05-08 13:15:23;43.92
2025-05-08 13:15:22;29.92
2025-05-08 13:15:21;41.67
2025-05-08 13:15:20;26.42
2025-05-08 13:15:19;72.92
2025-05-08 13:15:18;68.92
2025-05-08 13:15:17;95.17
2025-05-08 13:15:16;96.42
2025-05-08 13:15:15;70.17
2025-05-08 13:15:14;24.42
2025-05-08 13:15:13;95.92
2025-05-08 13:15:12;5.92
2025-05-08 13:15:11;44.42
2025-05-08 13:15:10;46.17
2025-05-08 13:15:09;22.67
2025-05-08 13:15:08;55.67
2025-05-08 13:15:07;55.67
2025-05-08 13:15:06;41.17
2025-05-08 13:15:05;46.17
2025-05-08 13:15:04;32.17
2025-05-08 13:15:03;22.67
2025-05-08 13:15:02;53.42
2025-05-08 13:15:01;67.42
2025-05-08 13:15:00;57.92
2025-05-08 13:14:59;29.42
2025-05-08 13:14:58;29.42
2025-05-08 13:14:57;43.92
2025-05-08 13:14:56;93.67
2025-05-08 13:14:55;63.42
2025-05-08 13:14:54;24.92
2025-05-08 13:14:53;29.42
2025-05-08 13:14:52;41.67
2025-05-08 13:14:51;94.17
2025-05-08 13:14:50;53.42
2025-05-08 13:14:49;91.42
2025-05-08 13:14:48;9.17
2025-05-08 13:14:47;83.92
2025-05-08 13:14:46;66.67
2025-05-08 13:14:45;44.42
2025-05-08 13:14:44;75.17
2025-05-08 13:14:43;86.92
2025-05-08 13:14:42;63.42
2025-05-08 13:14:41;96.42
2025-05-08 13:14:40;4.17
2025-05-08 13:14:39;34.92
2025-05-08 13:14:38;46.67
2025-05-08 13:14:37;63.42
2025-05-08 13:14:36;96.92
